cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
161,3,4,0,161,27243,-0.819882,51.7058,13.2429,83.666,-0.236226,729.281,24.8467,4.21933,1.89551,-1.50237,-0.379866,-0.619008,0.816635,12345.9,64.0702,17399.4,27898.5,4.21418,1.89037,-1.51266,-0.385008,-0.62415,1.42221,12344.8,64.049,17398.4,0.438112,0.991002,0.00673571,28177.3,0.027905,907.331,0.0279252,-0.00641863,0.430309,-23.427,103.882,112.263,-327703,5.17497,11.3433,99.9937,233.316,3.88819,-121.053 
162,3,4,10,162,26992.4,-0.852709,50.6229,13.4922,83.6609,0.502004,580.896,389.251,2.4036,1.26145,0.869349,-0.282553,-2.73048,31.8787,12299.7,54.955,17313.6,31727.3,2.20287,1.06072,0.467886,-0.483285,-2.93121,-0.476104,12259.1,54.127,17273,0.438176,0.992333,0.00573933,27977.5,0.0276483,917.766,0.035126,0.113983,0.194056,9.44183,104.136,77.2172,-261770,655.049,137.369,148.029,718.966,-43.8924,-641.749 
163,20,21,2.2,163,26122.8,0.175266,48.3915,13.1487,83.5492,-0.00789663,-88.4522,4.38543e-12,3.07249,1.68523,3.1479,-0.579866,-3.874,51.4654,11968.9,55.4267,16853.9,20736,2.74843,1.36117,2.49977,-0.90393,-4.19807,-0.658369,11903.4,54.0899,16788.4,0.437934,0.992111,0.0059,27180.8,0.0267576,895.111,0.0341037,0.0865338,-0.00239539,-28.9363,104.195,108.397,-258484,408.546,134.502,113.964,707.537,-9.76846,-599.14 
164,20,21,0,164,28078.7,-0.915792,51.8466,13.7669,83.4059,-0.58779,946.097,489.508,-0.31459,-0.210788,2.70495,-2.1077,-2.06866,34.2137,12919.8,62.1202,17745.7,41338.5,-0.530025,-0.426223,2.27408,-2.32313,-2.2841,1.69134,12876.3,61.2315,17702.1,0.444236,0.991747,0.00633149,28985.2,0.028761,900.907,0.0287511,0.0175312,0.760857,-25.321,103.671,110.931,-327666,5.2246,11.5722,100.005,233.348,3.66563,-122.417 
165,3,4,0,165,27097.1,-0.886174,51.184,13.4629,83.6761,-0.155602,638.171,118.304,0.306326,3.363,-0.845176,-0.903439,1.17813,25.7187,12632.9,50.6617,17233.5,25664.5,0.144383,3.20105,-1.16906,-1.06538,1.01618,1.54958,12600.1,49.9937,17200.8,0.445978,0.993104,0.00532552,28252.8,0.0277555,869.579,0.0354583,0.00367923,-0.0746142,-25.6009,104.382,107.114,-263464,729.878,140,-7.36346,728.876,111.745,-621.763 
166,3,4,10,166,27517.6,-0.911771,51.4393,13.63,83.3818,-0.239068,971.041,219.569,1.23693,-1.20156,-2.06819,-1.05056,-0.449707,64.5127,12363.3,59.6721,17678.6,30380.8,0.830706,-1.60778,-2.88063,-1.45678,-0.855926,0.517515,12281.2,57.9965,17596.5,0.434058,0.991804,0.00603479,28294,0.0281862,840.247,0.0281821,0.0171774,0.628731,-23.3159,103.591,110.116,-327666,5.2014,11.6176,100.032,233.724,3.55894,-123.609 
167,20,21,2.2,167,24660.2,-0.385841,46.8758,13.1744,83.3737,0.498488,145.753,0.40534,1.9224,2.14563,-0.264721,-0.397362,0.745414,-28.6377,10943.2,88.126,15795.6,22468.8,2.10273,2.32595,0.0959268,-0.217038,0.925738,0.98167,10979.7,88.8698,15832.1,0.432494,0.986033,0.0102344,25386.8,0.0252594,920.252,0.0254431,-0.0457761,-0.648906,-18.5863,104.878,121.651,-439657,5.15372,11.425,100.015,234.213,4.86305,-112.562 
168,20,21,0,168,27365.6,-0.0849551,51.2427,13.1411,83.2241,0.141966,-154.903,496.585,2.7797,4.59465,1.74356,0.903324,0.242951,74.1272,12536.3,62.0059,17483.8,22636.8,2.31294,4.12789,0.810041,0.436565,-0.223808,0.891468,12442,60.0806,17389.4,0.440169,0.99162,0.00632424,28266.3,0.0280306,877.415,0.0280429,0.000181968,0.87768,-22.2838,103.704,111.978,-327665,5.17658,11.3194,100.005,232.953,3.69905,-120.976 
169,3,4,0,169,27998.7,0.00825728,52.4984,12.8889,83.7116,-0.0281799,-93.0618,402.204,3.1709,0.991158,4.89739,-1.05448,-1.09189,25.1313,12914,57.9275,17571.1,22112.6,3.01265,0.832912,4.5809,-1.21273,-1.25014,0.231857,12882,57.2748,17539.1,0.446631,0.992279,0.00597951,28842.6,0.0286791,853.715,0.0286818,0.0107545,0.697231,-23.963,103.528,112.679,-163825,5.15505,10.9044,99.9822,230.563,3.54533,-117.884 
170,3,4,10,170,26171.3,-0.221108,48.9566,13.144,83.7287,0.161676,6.73135,0.916205,-0.897246,1.77244,1.41868,-0.411115,-2.34746,62.7884,11832.5,55.301,16875.1,20983,-1.29261,1.37708,0.627959,-0.806477,-2.74282,1.22136,11752.6,53.6701,16795.2,0.434698,0.992072,0.00585211,27036.3,0.0268072,901.477,0.0269176,-0.0479749,0.348389,-24.9887,104.592,108.276,-264182,17.1108,11.7194,100.856,232.893,3.73584,-124.617 
171,20,21,2.2,171,26233.4,0.0448993,49.2354,12.9728,83.6248,-0.0226877,13.6859,4.47031e-09,-0.562329,-0.726954,-2.28209,-0.624459,-0.799345,43.3854,11666.7,49.6628,17159.5,20802.5,-0.835516,-1.00014,-2.82846,-0.897646,-1.07253,0.573661,11611.5,48.5359,17104.3,0.427265,0.992738,0.00520007,27176.4,0.0268708,914.82,0.0268405,0.0139808,-1.16803,-25.4542,103.892,108.377,-399295,5.15832,11.0397,100.011,233.209,3.88191,-124.832 
172,20,21,0,172,27683.5,-0.267541,51.5758,13.1953,83.6458,-2.12909,3322.17,1.3679e-09,2.18039,0.0672401,0.981191,1.45596,-1.02338,19.6817,12310.9,69.732,17823,252410,2.05646,-0.0566905,0.733329,1.33203,-1.14731,0.748672,12285.9,69.2207,17798,0.431355,0.990236,0.00711345,28482,0.0283562,876.762,0.0283441,0.0160133,0.763015,-24.6367,103.697,112.823,-163853,5.17135,11.0043,99.9982,230.972,3.69843,-118.149 
173,3,4,0,173,25862.3,0.00498688,48.613,12.8768,83.5603,-0.564812,31.8794,3.5648e-10,2.00053,0.265092,0.88517,-2.37971,-2.19591,16.5294,11437.7,60.7041,16753.3,20963.9,1.89645,0.161011,0.677008,-2.48379,-2.29999,1.33036,11416.7,60.2747,16732.3,0.428506,0.990845,0.00659209,26643.1,0.0264907,913.272,0.0333769,0.0532599,-0.0180154,-22.1165,104.219,112.321,-327664,476.823,128.117,15.9427,686.509,88.276,-574.188 
174,3,4,10,174,26885.2,-0.533349,50.6445,13.1443,83.5579,0.184705,480.145,2.24326,-0.106778,0.277825,-1.56416,-4.76101,-3.05205,-1.66876,12095.9,63.0359,17178.3,24557.3,-0.0962702,0.288333,-1.54314,-4.7505,-3.04154,0.831224,12098,63.0792,17180.4,0.436245,0.990958,0.00671801,27732.2,0.0275385,902.413,0.0348244,-0.0487605,0.086167,-22.6626,103.581,111.26,-327664,415.952,134.009,39.6286,709.358,63.9526,-598.097 
175,20,21,2.2,175,25416.7,-0.780371,48.1022,13.3172,83.3403,0.839838,-1037.43,40.7759,1.67703,3.04462,-1.20766,-4.19084,-0.673445,22.8181,11533.3,53.7641,16388.5,49215.8,1.53335,2.90094,-1.49501,-4.33452,-0.817125,0.324246,11504.3,53.1714,16359.5,0.43591,0.991977,0.00595156,26391.4,0.0260343,868.268,0.0260433,0.0219897,1.80938,-8.58008,103.155,105.089,-9.98101e+06,9.44978,13.6132,100.77,245.51,2.38518,-140.421 
176,20,21,0,176,26760.3,-0.0893395,51.055,12.8685,83.227,0.145959,-2.83926,500,1.04277,-1.99522,3.11503,2.37576,-0.0865249,-10.5518,12599.6,63.616,16897,21401,1.10921,-1.92878,3.24791,2.4422,-0.0200834,0.330391,12613.1,63.8901,16910.4,0.450442,0.991213,0.00691166,28001.5,0.0274106,870.932,0.0274133,0.0123434,0.928488,-21.5907,104.182,114.732,-330385,5.14521,11.2402,100.03,233.352,4.15197,-118.62 
177,3,4,0,177,27246.7,-0.869802,51.8356,13.3205,83.569,0.18323,547.364,318.759,3.27777,-0.117229,0.317162,-0.667236,-1.19102,47.0588,12858.7,59.5745,17125.6,25742.2,2.98145,-0.413545,-0.275472,-0.963553,-1.48734,-0.738451,12798.9,58.3522,17065.7,0.451799,0.992085,0.00625923,28328.6,0.0279088,893.195,0.0279156,0.00649671,0.726462,-23.1987,103.512,110.747,-327666,5.16523,11.4534,100.021,233.154,3.49112,-122.407 
178,3,4,10,178,26957.6,-0.04061,50.4935,13.0375,83.4308,-0.018724,45.4628,1.81074e-09,1.45239,1.85172,5.86114,-0.28036,2.06726,65.1897,12021.2,59.3832,17471.5,21457.8,1.04191,1.44124,5.04017,-0.690842,1.65677,0.406288,11938.2,57.6899,17388.5,0.430023,0.991614,0.00607444,27761.8,0.0276127,889.215,0.0304905,-0.077395,16.94,-22.6413,128.272,103.815,-2.35987e+07,38.5721,16.1107,97.6587,257.856,30.613,-154.041 
179,20,21,2.2,179,25690.4,-0.815399,48.8377,13.3197,83.6894,9.347,-3912.84,417.065,-0.216649,1.48658,-0.31527,-1.35027,-0.116555,38.3032,11751.8,69.1409,16381,1.21176e+06,-0.457834,1.2454,-0.79764,-1.59145,-0.35774,0.592889,11703,68.146,16332.2,0.440537,0.989913,0.00762754,26565.3,0.0263147,872.896,0.0263059,0.0159052,0.736777,-22.3123,103.677,115.656,-327665,5.22034,11.5695,100.045,233.804,3.63254,-118.148 
180,20,21,0,180,27419.6,-0.736426,51.4044,13.409,83.6386,-0.175347,-6.69844,113.322,2.10081,-2.08148,2.19974,-1.78702,1.45996,13.0744,12444.7,79.4818,17208,22476.5,2.01849,-2.1638,2.03509,-1.86934,1.37763,-0.455649,12428,79.1422,17191.4,0.442716,0.988979,0.00840899,28072.2,0.0280858,942.024,0.027948,0.0128622,1.31785,-28.2536,103.55,119.058,-327675,6.7311,11.3723,100.108,233.318,3.44181,-114.26 
181,3,4,0,181,28172.9,-0.8749,52.5572,13.5314,83.5989,-0.444465,75.0776,498.951,0.966247,2.64757,-0.715465,-1.40119,0.74165,59.7727,12675,75.0871,18010.6,24237.3,0.589874,2.2712,-1.46821,-1.77756,0.365277,-74.6051,12598.9,73.5346,17934.5,0.435658,0.989889,0.00749634,28919.3,0.0288575,884.821,0.0288243,0.0424599,0.77003,-25.636,104.035,112.612,-331179,5.19472,11.5001,100.019,233.251,4.0151,-120.64 
182,3,4,10,182,25961,-0.0372318,49.1205,12.94,83.5437,0.16035,-125.048,500,0.206904,1.2207,6.37742,-1.61154,1.02044,36.037,11910.1,58.1561,16731.1,21344.2,-0.0200114,0.993789,5.92359,-1.83846,0.793527,-0.0121581,11864.2,57.2201,16685.2,0.43864,0.991631,0.00627765,27047.7,0.0265918,871.823,0.0266085,-0.00278186,0.852532,-23.3657,104.057,111.205,-327666,5.22033,11.459,100.027,233.467,4.03039,-122.262 
183,20,21,2.2,183,25324.6,-0.778087,48.3492,13.2024,83.3239,1.3113,-875.041,329.121,1.05405,2.74143,4.08348,0.681315,-2.83243,30.8094,12141.8,46.0901,15792.7,58132.7,0.860048,2.54743,3.69548,0.487316,-3.02643,0.190269,12102.6,45.2899,15753.5,0.457767,0.993494,0.00526798,26438.3,0.02594,870.836,0.0260182,0.00317314,1.36354,-23.2147,103.042,110.027,-327666,5.22153,11.6231,99.9933,234.069,3.04897,-124.042 
184,20,21,0,184,26562.5,-0.0574035,49.8007,13.0415,83.5179,0.00674334,-2.24816,500,2.23764,3.50769,1.17283,1.09632,-4.33919,29.9104,12410.5,65.1237,16866.8,21143.1,2.0493,3.31935,0.796156,0.90798,-4.52753,0.6872,12372.4,64.3468,16828.7,0.446875,0.990981,0.00699427,27686.5,0.027208,850.505,0.0272508,-0.0131953,0.611104,-22.9996,103.609,111.513,-327666,5.18036,11.4532,100.027,233.256,3.58225,-121.743 
185,3,4,0,185,26710,-0.0955555,50.6088,12.947,83.2759,-0.0159439,-63.6155,500,0.208912,3.12823,3.47228,-0.410579,-2.05029,51.6272,11959.8,57.1386,17328.2,21363,-0.116171,2.80315,2.82211,-0.735662,-2.37537,-0.176832,11894.1,55.7976,17262.5,0.430899,0.991857,0.005919,27602.9,0.027359,890.4,0.0273516,0.0105809,0.820223,-23.3832,103.64,111.998,-327665,5.18631,11.4508,100.009,233.761,3.63111,-121.763 
186,3,4,10,186,26713.4,0.0261055,50.2682,12.998,83.5571,0.0314835,-49.5924,1.03895e-10,-1.11084,1.70602,3.88253,-0.754316,1.74383,71.8389,12131.5,55.4519,17124.1,21320.7,-1.56319,1.25367,2.97783,-1.20667,1.29148,-0.0816202,12040.1,53.5859,17032.7,0.437189,0.992272,0.005762,27539.8,0.0273626,851.51,0.0273496,0.0142507,0.917085,-23.962,103.825,112.25,-327666,5.17311,11.4296,100.026,233.294,3.79857,-121.044 
187,20,21,2.2,187,25021.6,-0.763865,47.3977,13.2946,83.0487,0.361072,-16.9012,81.2424,-0.586583,-1.2816,-0.942776,1.01604,0.955729,8.92112,11722.4,60.0066,15659.5,20711.5,-0.642757,-1.33777,-1.05512,0.959862,0.899555,0.102965,11711,59.7749,15648.2,0.451277,0.991147,0.00698754,25950.9,0.0256297,911.684,0.025691,-0.00825814,0.838373,-20.3709,103.822,114.684,-1.86574e+06,5.17525,12.03,100.043,238.432,3.77938,-123.748 
188,20,21,0,188,28368.7,-0.443232,52.9992,13.1951,83.2156,-0.277441,-78.3154,499.944,2.63995,1.51395,0.271958,0.321988,0.773326,31.3387,12992.2,58.2036,17885.5,23472.9,2.44262,1.31662,-0.122705,0.124657,0.575995,1.02829,12952.3,57.3896,17845.6,0.443697,0.992306,0.00588913,29191.8,0.0290581,888.587,0.0290605,0.0173061,0.979846,-21.8718,103.842,113.304,-327665,5.17991,11.3674,100.014,233.086,3.82836,-119.782 
189,3,4,0,189,27763.6,-0.412176,51.1732,13.3902,83.6014,0.028092,271.162,500,-0.141813,-0.0393861,-2.16373,-3.10452,-0.722111,53.9795,12611.5,63.5332,17466,22554.1,-0.481708,-0.37928,-2.84351,-3.44442,-1.06201,0.653691,12542.8,62.1312,17397.3,0.442046,0.991406,0.00653573,28374.3,0.0284383,945.164,0.0284789,-0.0121686,0.492041,-23.7993,103.679,111.401,-327666,5.1641,11.3919,100.015,232.96,3.66377,-121.56 
190,3,4,10,190,27133,0.253544,50.0655,13.0808,83.1858,-0.200139,-55.7137,14.7836,2.57422,-1.04951,2.73679,0.842885,0.714742,-5.62108,12393.3,68.4989,17223.5,21682.1,2.60961,-1.01412,2.80758,0.87828,0.750137,0.534513,12400.4,68.6449,17230.7,0.441605,0.990405,0.00728527,28080.3,0.0277923,898.995,0.0277857,0.00732257,0.355263,-21.6239,103.993,115.033,-367079,5.16896,11.1291,100.011,233.062,3.98225,-118.029 
191,20,21,2.2,191,27431.6,0.0801632,50.6536,13.1692,83.6174,-0.0658934,18.5683,1.60661e-11,3.39071,-1.30877,-0.975106,1.27152,-0.604725,-5.51532,12516.1,79.4487,17193.9,21755.1,3.42544,-1.27404,-0.905649,1.30625,-0.569997,1.45694,12523.2,79.5919,17201,0.444461,0.989,0.00845171,28176,0.0280982,942.14,0.0280009,0.0348279,0.639922,-24.5085,102.741,117.05,-327668,5.33169,11.3819,100.058,233.161,2.68276,-116.111 
192,20,21,0,192,26865.1,-0.776396,50.5335,13.2901,83.4373,-0.16994,854.662,74.0026,1.52277,1.03698,-0.782063,-1.30603,-1.45764,-1.18254,12481.4,54.723,16784.9,26590.7,1.53021,1.04443,-0.767171,-1.29859,-1.4502,0.184999,12482.9,54.7537,16786.4,0.449695,0.992382,0.00597267,27758.5,0.0275179,958.542,0.0275617,-0.00972709,0.536106,-23.9041,103.711,110.518,-327709,5.21283,11.4627,100.027,233.577,3.68381,-123.059 
193,3,4,0,193,27889.3,-0.908297,52.5985,13.4757,83.3424,-0.82189,1197.94,368.988,-1.44482,0.648348,1.03319,-3.52642,0.750919,29.5883,12698.5,70.4089,17705.7,55124.9,-1.63113,0.462038,0.660567,-3.71273,0.564609,1.18065,12660.8,69.6404,17668,0.440549,0.990466,0.00720851,28738.7,0.028567,886.2,0.0286735,-0.0603555,0.76175,-21.2209,103.967,113.62,-327665,5.15108,11.0626,100.018,233.167,3.94918,-119.547 
194,3,4,10,194,25709.7,-0.852499,48.8728,13.4047,83.2416,-0.162664,692.256,368.461,-0.585419,-2.00381,0.812145,-0.156655,-2.28975,15.6036,11822.8,59.7044,16534,24992.2,-0.683671,-2.10206,0.615642,-0.254907,-2.388,1.12791,11802.9,59.2991,16514.1,0.439902,0.991284,0.00657118,26830.8,0.0263344,869.574,0.0263266,0.0236991,0.999389,-21.5742,103.89,114.629,-327665,5.17475,11.3691,99.9919,233.624,3.8981,-118.995 
