cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,15,16,2.7,10,26133.8,-0.428607,48.7173,13.3111,83.2494,0.850948,147.532,0.00299813,0.514456,2.2999,3.06149,1.65279,-5.53572,-43.6178,11509.2,100.192,16366.5,25197,0.789106,2.57455,3.61079,1.92744,-5.26107,0.0082456,11564.7,101.325,16422,0.43626,0.984899,0.0112383,26508.7,0.0267689,846.811,0.0268791,-0.0281727,-1.08899,-18.6195,105.051,122.278,-2.16172e+06,5.19918,12.2641,99.9944,238.686,5.05694,-116.408 
11,30,31,2,11,25787.3,-0.0299178,48.1624,13.147,83.003,0.0737229,-67.4529,1.25719e-08,1.59509,-1.71268,-0.601986,2.98916,-2.17082,-24.5337,10801.2,76.4489,16956,20774.4,1.74957,-1.5582,-0.293021,3.14364,-2.01634,1.28569,10832.4,77.0862,16987.2,0.412023,0.9877,0.00828999,26290.7,0.0264139,792.8,0.0265203,-0.0710364,0.428743,-17.9182,104.621,116.968,-81905,12.1346,11.4584,100.984,230.038,3.63685,-113.069 
12,15,16,0,12,27225,-0.0365524,50.9474,13.1277,83.345,0.0122512,-2.39939,0.00057825,1.97204,1.1409,-0.863192,-0.671249,-2.81229,-18.9429,11620.9,86.5214,17590.9,21773.4,2.09132,1.26018,-0.624636,-0.55197,-2.69302,-0.205575,11645,87.0134,17615.1,0.420781,0.987092,0.00901742,27674.7,0.0278865,789.437,0.0301794,-0.094157,-0.28655,-5.55494,104.751,110.016,-81904.1,120.926,46.9682,104.381,361.777,0.369104,-251.761 
13,30,31,0,13,27157.7,0.109869,50.1024,13.1906,83.1854,-0.0430211,-22.0196,0.293614,2.63491,1.36017,-5.31394,3.55273,1.978,-37.8189,11064.9,86.9399,17891.8,21544.6,2.87305,1.59831,-4.83767,3.79087,2.21613,1.85764,11113,87.9222,17939.9,0.405017,0.986344,0.00894724,27438.3,0.0278177,810.138,0.034247,-0.121497,-0.0654509,-20.3544,104.427,118.327,-105598,311.125,112.303,79.4241,607.986,25.0028,-489.659 
14,15,16,2.7,14,25518.4,-0.813016,48.5646,13.312,83.3324,2.14916,-1025.13,207.474,1.20888,0.682965,-2.71144,0.517985,-0.809193,-17.9085,10945.4,92.0149,16482.2,92766.1,1.32164,0.795729,-2.48592,0.63075,-0.696428,-4.72497,10968.2,92.4801,16505,0.422053,0.985459,0.0102161,25987.8,0.0261385,810.954,0.0261233,0.00850788,-1.08891,-18.4581,105.162,120.758,-327666,5.15228,10.9244,100.019,232.82,5.14288,-112.062 
15,30,31,2,15,25253.8,-0.853372,48.2168,13.3838,83.6006,0.458104,303.413,499.514,0.111855,0.0376422,-1.3412,-0.395717,-2.15117,4.27073,10160.5,83.8227,16995.7,25532.2,0.084963,0.0107506,-1.39498,-0.422609,-2.17806,0.642307,10155.1,83.7118,16990.3,0.396431,0.985779,0.00899448,25616.2,0.0258674,814.607,0.0321235,-0.114126,0.00682492,-20.9977,104.387,119.183,-81903.9,398.091,112.896,25.6931,606.719,78.6941,-487.536 
16,15,16,0,16,25842.9,-0.803153,49.0954,13.2889,83.5121,0.681878,9.26544,490.141,1.27867,-0.796987,2.1902,-1.84353,-2.94638,-50.1761,11524.8,97.3146,16307,21444.3,1.59462,-0.481042,2.82209,-1.52758,-2.63044,13.6921,11588.7,98.6179,16370.9,0.437537,0.985326,0.010975,26486.2,0.0264709,807.867,0.0265068,-0.00500321,-1.09302,-21.2102,105.595,122.022,-327665,5.15188,11.1822,99.9896,233.21,5.60583,-111.188 
17,30,31,0,17,26650.3,-0.195628,49.5272,13.2499,83.1686,0.10801,49.0694,500,-2.66762,-0.329484,3.02611,-2.48991,-0.110819,-0.527287,10972.8,87.511,17331,21535,-2.6643,-0.326164,3.03275,-2.48659,-0.107499,2.18847,10973.5,87.5247,17331.6,0.410296,0.986234,0.00921688,26745.3,0.0272979,843.234,0.0273249,-0.0355509,-0.395663,-19.6013,104.701,119.98,-327671,5.16313,11.2397,100.018,233.323,4.68341,-113.343 
18,15,16,2.7,18,26046.6,-0.83398,49.4205,13.3618,83.194,0.431829,224.177,499.919,0.977509,0.0675267,-3.33409,1.27232,-2.18614,-35.551,10978.5,91.39,16931.5,24647.8,1.20136,0.291382,-2.88638,1.49617,-1.96229,-0.552028,11023.8,92.3134,16976.8,0.416421,0.985557,0.00991734,26472.6,0.0266795,829.633,0.0266744,0.018426,-0.334688,-19.6241,104.685,120.27,-84469.4,5.13003,10.0632,99.9988,228.19,4.68603,-107.92 
19,30,31,2,19,26019.2,-0.830835,48.5064,13.5942,83.4418,-0.0137352,609.838,315.488,-0.286723,-2.46043,-4.21813,-1.39368,-3.17192,8.5443,11024.1,84.9382,16957.2,21738.5,-0.340525,-2.51423,-4.32573,-1.44748,-3.22572,0.635073,11013.2,84.7163,16946.3,0.416625,0.986717,0.00912483,26434.4,0.0266515,853.569,0.0332536,0.828626,-0.0896414,1.84793,104.444,191.672,-81903.8,410.888,116.984,62.9218,622.037,41.5224,-430.366 
20,15,16,0,20,26704.7,-0.259224,50.7178,13.0051,83.4843,-0.698891,670.197,4.71733e-05,0.174827,-0.944259,2.93344,1.9944,-2.79168,-34.9507,10979.8,99.1442,17480.2,36719.7,0.394902,-0.724184,3.3736,2.21448,-2.5716,-0.255435,11024.3,100.052,17524.6,0.408736,0.984366,0.0104075,26971.8,0.0273536,808.109,0.0274172,-0.0030342,-1.22212,-19.1889,105.994,122.308,-327665,5.29002,11.2589,100.079,233.644,5.91532,-111.336 
21,30,31,0,21,26290,-0.718459,49.1277,13.4449,83.456,0.371439,82.3679,6.06857e-05,0.948083,-1.79644,-1.12913,-1.82043,-5.79311,-9.90647,11341.2,91.9065,16787.6,22497.9,1.01046,-1.73406,-1.00438,-1.75806,-5.73074,0.891027,11353.8,92.1638,16800.2,0.426161,0.985993,0.0100044,26642,0.0269288,863.733,0.0269398,-0.125173,0.138359,-19.501,104.635,120.228,-327666,5.19134,11.4775,100.055,233.581,4.58023,-113.354 
22,15,16,2.7,22,24191.3,-0.797901,46.5295,13.238,83.3661,-3.17401,2358.56,119.45,2.11158,0.685947,0.541536,-1.745,-2.35273,-25.4754,10171.9,84.3517,16035.1,263748,2.27199,0.846358,0.862359,-1.58458,-2.19232,-3.2312,10204.3,85.0134,16067.5,0.411037,0.98563,0.00965252,24825.8,0.0247792,783.173,0.0248036,-0.013895,-0.716385,-19.4573,104.899,123.353,-675500,5.17196,11.7983,100.023,236.393,4.87589,-113.04 
23,30,31,2,23,24389.8,-0.233202,46.8219,12.8703,83.2409,0.116749,21.8262,1.12594e-09,2.20692,0.115955,-0.602426,-1.66682,-5.02764,-47.1326,10538.8,94.5319,15770.8,19699.9,2.5037,0.412737,-0.00886247,-1.37004,-4.73085,0.997225,10598.8,95.7561,15830.8,0.42387,0.984436,0.0110196,25004.9,0.0249825,825.528,0.0250345,-0.0244859,-1.16473,-18.0063,105.182,124.188,-657929,5.18677,11.676,100.013,235.681,5.16949,-111.493 
24,15,16,0,24,26274.2,-0.653178,49.9826,13.2075,83.1977,0.994575,19.6605,9.34273e-11,-0.102343,-0.655733,-1.00188,0.568577,-0.564463,-38.1358,10968.8,94.1623,16963.8,22126.4,0.137788,-0.415602,-0.521623,0.808708,-0.324332,-0.655625,11017.4,95.1528,17012.4,0.415771,0.985111,0.0101981,26498.6,0.0269126,843.524,0.0268665,-0.0305179,-1.17796,-18.1035,105.374,123.072,-656065,5.20429,11.7765,100.014,235.977,5.3607,-112.905 
25,30,31,0,25,27137.9,-0.858228,51.9962,13.2085,83.0053,0.812225,87.7912,364.187,1.46066,1.44561,-0.611268,2.84138,-0.939961,-38.2848,12133.7,92.2682,17152.9,24678.6,1.70173,1.68668,-0.12913,3.08245,-0.698892,1.02288,12182.5,93.2626,17201.6,0.437652,0.98678,0.00988864,27835.9,0.0277973,840.957,0.027819,-0.0155462,-0.875586,-16.7675,104.991,119.947,-327665,5.13982,11.1394,100.009,233.166,4.98155,-113.219 
26,15,16,2.7,26,25994,-0.0506588,48.4555,13.1575,83.2784,0.0529433,42.9759,3.53934e-12,-0.934098,2.93333,1.32738,-0.930473,-1.9153,6.09324,10958.1,87.5223,16968.1,20828.5,-0.972465,2.89497,1.25065,-0.96884,-1.95366,-3.98974,10950.3,87.3641,16960.3,0.415033,0.98623,0.00939964,26384.2,0.0266257,830.72,0.033238,-0.11144,-0.0242528,-21.3198,104.351,120.915,-81903.7,593.974,117.702,-4.4006,624.586,108.752,-503.671 
27,30,31,2,27,26345.6,-0.0919344,49.0479,13.0884,83.3463,-0.0386443,150.035,494.526,1.00682,-1.14658,-0.150213,-1.47328,-1.43983,-51.1663,10792.9,111.87,16869.3,21086.6,1.32901,-0.824396,0.494149,-1.15109,-1.11765,1.3891,10858.1,113.199,16934.4,0.413352,0.982083,0.0121639,26268.3,0.0269858,868.816,0.0272052,-0.0298667,-1.55942,-18.0499,105.533,124.75,-1.01415e+06,5.16377,11.9307,100.022,236.908,5.51064,-112.158 
28,15,16,0,28,27223.3,-0.893574,51.4661,13.4587,83.2047,-1.2053,1698.14,4.95262,1.28712,-0.613177,5.65234,2.34253,-2.05346,1.72763,11736.5,93.6675,17560.4,89177.4,1.27624,-0.624056,5.63059,2.33165,-2.06434,0.140379,11734.3,93.6226,17558.2,0.423433,0.98623,0.0097268,27712.3,0.0278849,756.62,0.0279265,0.000840017,-0.79829,-19.313,104.751,122.128,-1.27964e+06,5.20054,11.892,100.019,237.623,4.73164,-115.495 
29,30,31,0,29,26646.1,-0.829225,50.495,13.3253,83.1745,0.503217,195.445,213.444,-0.734383,0.422637,0.0442328,-0.559059,-3.5621,-24.6278,11303.5,93.7414,17127.4,25105.5,-0.579309,0.577712,0.354382,-0.403984,-3.40703,1.10248,11334.8,94.3811,17158.8,0.420598,0.985638,0.0100308,26949.3,0.0272936,827.929,0.0272604,-0.0308948,-1.13304,-19.4545,105.179,123.276,-329816,5.16416,11.262,100.018,233.148,5.16053,-109.872 
30,15,16,2.7,30,25715.2,-0.869417,48.0782,13.6687,83.353,0.692445,-496.204,495.909,-0.606882,0.99929,-2.96708,0.0631568,-1.18388,-6.25501,10432,95.5985,16917,32578,-0.567496,1.03868,-2.8883,0.102543,-1.14449,0.165006,10440,95.761,16925,0.403997,0.984202,0.0103151,25841.7,0.0263401,829.93,0.026307,0.013806,-1.01172,-20.5035,105.228,121.1,-348144,5.17222,10.9957,100.033,233.941,5.19482,-112.841 
31,30,31,2,31,25731.6,-0.87889,49.084,13.4177,83.4104,-1.0778,1276.03,473.818,2.1579,1.04589,1.22494,-1.49337,-3.20948,5.60768,10961.2,81.0981,16949.7,66210.1,2.12259,1.01058,1.15432,-1.52868,-3.24479,3.37523,10954.1,80.9525,16942.6,0.41537,0.987232,0.00872487,26371.8,0.0263568,826.181,0.0330555,-0.118677,0.0504793,-21.9307,104.296,119.479,-81903.7,547.372,118.614,41.0304,628.16,63.2653,-508.682 
32,15,16,0,32,27344.9,-0.843927,51.0295,13.5268,83.1636,0.0588186,504.817,1.90058e-06,1.80012,0.710675,-2.06149,-0.627079,-4.42335,-19.418,11749.6,89.3842,17247.3,23437,1.92239,0.832945,-1.81695,-0.504809,-4.30108,0.5302,11774.3,89.8885,17272,0.428283,0.986816,0.00949583,27491.8,0.0280094,891.8,0.0281656,-0.0228349,-0.634173,-19.9813,104.909,122.771,-404152,5.15182,11.3348,100.023,233.671,4.88535,-110.9 
33,30,31,0,33,26154.7,-0.793466,49.425,13.3151,83.3668,0.133086,490.812,327.419,0.927022,0.0035134,3.00194,-1.65025,-1.54494,-39.8836,11528.4,96.6117,16441.6,23549.7,1.17816,0.25465,3.50421,-1.39911,-1.29381,-0.56152,11579.1,97.6476,16492.4,0.435515,0.985457,0.010789,26587.2,0.0267903,854.175,0.0269427,-0.0104432,-0.951063,-19.5464,104.731,122.448,-674690,5.15835,11.6081,100.039,235.559,4.69187,-113.112 
34,15,16,2.7,34,25879.7,-0.810431,48.9471,13.3624,82.9821,-0.157952,356.337,485.657,0.37041,-0.623503,-0.189348,-1.28213,0.20591,-20.5434,11059.2,81.6356,16669.5,23123.7,0.499766,-0.494146,0.0693639,-1.15278,0.335266,1.09342,11085.4,82.1692,16695.6,0.421844,0.987194,0.00898464,26278.4,0.0265086,893.417,0.0328583,-0.105665,-0.0540088,-19.6343,104.684,120.244,-81903.8,367.088,111.908,71.5447,603.064,33.1398,-482.82 
35,30,31,2,35,27255.9,-0.00880291,50.3697,13.3122,83.4557,-0.131322,148.868,0.117972,-1.5761,1.39883,0.600567,-0.854213,-1.78247,11.352,11967.3,102.803,17380.3,22464.5,-1.64758,1.32735,0.457607,-0.925693,-1.85395,1.17319,11952.8,102.508,17365.9,0.430643,0.985214,0.0107567,27755.8,0.0279183,786.697,0.0279266,0.00130642,-0.533057,-21.8441,104.659,120.787,-351899,5.15204,11.0981,100.023,232.772,4.63672,-111.985 
36,15,16,0,36,28009.6,-0.849978,52.2065,13.5002,83.3804,-0.771391,665.17,199.428,1.7268,0.240777,0.801973,-1.78074,-3.38303,-22.9643,12154.4,97.1667,17516.9,39646.9,1.8714,0.385377,1.09117,-1.63614,-3.23843,1.71476,12183.7,97.7632,17546.2,0.432802,0.986152,0.0101595,28150.7,0.0286902,833.053,0.0287284,-0.0158416,-1.20391,-20.2261,105.453,121.462,-327665,5.16259,11.189,100.006,233.104,5.44665,-111.642 
37,30,31,0,37,25467.9,-0.816911,48.3239,13.3648,83.4466,3.02984,-589.168,202.002,0.265321,0.863538,-3.03976,-1.12859,-4.42005,-12.8491,11165.2,84.4265,16473.8,79134.6,0.346228,0.944445,-2.87794,-1.04769,-4.33914,0.587338,11181.5,84.7603,16490.2,0.426978,0.986908,0.00937971,26187.6,0.0260868,829.483,0.0305668,0.0347929,-0.872288,10.4563,104.549,131.946,-78635.9,164.208,90.0284,99.9762,521.484,4.57236,-389.538 
38,15,16,2.7,38,26131.8,-0.357822,48.688,13.3384,83.246,0.324906,-60.9982,500,-1.38679,1.53907,-2.22715,-0.759073,-2.98609,-11.0002,11041.1,91.5291,16945.1,21786,-1.31753,1.60833,-2.08862,-0.689808,-2.91683,0.613537,11055.1,91.8148,16959.1,0.417365,0.985674,0.00987451,26487.9,0.0267668,873.428,0.033333,-0.950058,0.0653603,-19.4276,104.603,119.659,-81910.8,549.828,114.793,13.9265,613.586,90.6768,-493.927 
39,30,31,2,39,25054.7,-0.265826,46.7451,13.1788,83.2082,0.113716,211.955,1.08552e-08,0.315131,-2.37802,-2.48024,-0.161252,-1.9421,-39.8341,10357.6,93.0663,16167.2,20838.9,0.565956,-2.1272,-1.97859,0.0895725,-1.69128,0.615175,10408.3,94.101,16217.9,0.413575,0.984425,0.0105754,25166.6,0.0256635,866.052,0.0256934,-0.011602,-1.2325,-18.8612,105.172,124.444,-327968,5.17959,11.3464,100.021,233.533,5.15124,-109.089 
40,15,16,0,40,27171,-0.830668,50.9659,13.4285,83.1412,-0.0475735,553.655,5.17918,0.172612,0.533093,0.203111,0.0776581,-0.661906,-13.1694,11467.7,97.3776,17305.7,23136.7,0.255536,0.616017,0.36896,0.160583,-0.578981,0.551207,11484.5,97.7196,17322.4,0.421481,0.985328,0.0102848,27247.9,0.0278312,894.386,0.0277824,-0.0194009,-1.17167,-19.7656,105.218,122.189,-682473,5.17926,11.6604,100.022,235.684,5.19654,-113.495 
41,30,31,0,41,27041.4,-0.0302767,50.5892,13.0175,83.3323,-0.115231,119.345,0.0264871,-1.24107,-2.24229,-1.29989,0.904991,-0.325545,-30.7833,11270.8,96.2947,17319.5,21885.6,-1.04723,-2.04846,-0.912223,1.09883,-0.131711,0.700005,11310,97.0942,17358.7,0.417244,0.985199,0.0101986,27106.4,0.0276985,838.675,0.0276717,-0.0229307,-1.59655,-19.6063,105.552,124.66,-327778,5.18022,11.3349,100.017,233.208,5.53456,-108.547 
42,15,16,2.7,42,25612.2,-0.834082,48.3232,13.4702,83.2468,2.13359,-1046.55,289.187,-0.181634,2.25783,-2.88768,0.360641,-2.1628,26.1423,10756,86.766,16607.4,93878.4,-0.346245,2.09322,-3.2169,0.19603,-2.32741,0.10674,10722.7,86.087,16574.1,0.415526,0.986145,0.00947735,25805.1,0.0262346,809.132,0.0262697,-0.018572,-0.910569,-20.0769,105.147,123.066,-365884,5.19675,11.3518,100.015,233.789,5.13189,-110.723 
43,30,31,2,43,23873.2,0.0089544,44.9629,12.8917,83.0929,-0.0243481,-9.60397,9.94363e-11,1.10344,0.818846,-0.188996,-2.13283,-2.61412,-34.4231,9711.03,95.7852,15618.1,18877,1.3202,1.0356,0.24451,-1.91608,-2.39737,1.14273,9754.85,96.6793,15661.9,0.406331,0.982952,0.0112433,24007.2,0.0244533,857.484,0.0244242,-0.00999297,-1.99137,-17.7796,105.832,128.245,-93621.7,5.13446,10.535,100.017,229.142,5.81571,-100.897 
44,15,16,0,44,26904.5,-0.836279,51.3063,13.233,83.1479,1.06625,-202.217,370.107,-0.650778,-0.209418,-1.91612,0.509518,-0.355662,-12.9195,11594.6,90.1285,17315.6,29120.6,-0.569427,-0.128067,-1.75342,0.590869,-0.274311,0.178478,11611,90.4641,17332,0.42402,0.986549,0.00952326,27383.2,0.0275583,864.347,0.0342978,-0.0906664,-0.0754246,-20.0279,104.334,118.897,-81903.7,610.945,117.481,96.723,623.926,7.61087,-505.029 
45,30,31,0,45,28396.8,-0.133253,52.786,13.1702,83.4182,0.0109495,123.912,500,1.90594,0.659661,3.41689,-3.63916,-3.50407,-4.34253,12739.3,99.5329,17617.3,22675.4,1.93329,0.687005,3.47158,-3.61182,-3.47673,4.48314,12744.8,99.6457,17622.9,0.44281,0.986502,0.0103085,28781.6,0.0290869,844.323,0.0291146,-0.0123797,-0.763473,-19.6504,104.785,122.779,-327877,5.1554,11.3663,100.033,232.973,4.75263,-110.194 
46,15,16,2.7,46,25345.6,-0.739181,48.3355,13.2789,82.9945,2.21554,-354.789,500,2.64279,1.41691,-1.85723,-1.36798,-3.82486,-39.8988,10251.7,99.6842,16555.7,46482.7,2.89402,1.66814,-1.35477,-1.11675,-3.57363,0.0864601,10302.5,100.721,16606.4,0.40538,0.983179,0.0110492,25414.3,0.0259615,829.06,0.0260517,-0.0259045,-2.18474,-16.7989,105.934,125.066,-661537,5.17494,11.8513,100.023,236.19,5.91085,-111.124 
47,30,31,2,47,26135.7,-0.802912,49.7995,13.2282,83.4927,-0.188399,190.015,185.282,1.45665,0.428872,0.497835,-0.445089,-0.587349,-20.407,10859.2,95.7425,16972.4,22610.1,1.58514,0.557369,0.75483,-0.316592,-0.458852,0.644267,10885.1,96.2725,16998.4,0.41304,0.984758,0.0103253,26353.7,0.0267708,807.057,0.0267859,-0.00381295,-1.08473,-20.3195,105.618,122.877,-334256,5.15447,11.2758,100.009,233.562,5.60858,-110.685 
48,15,16,0,48,27281.6,-0.877371,51.7054,13.3853,83.3698,0.500586,101.064,485.048,4.90049,-0.251509,1.94504,-0.286117,-1.34835,7.79943,11991.8,83.7069,17479.3,24176.9,4.85138,-0.30062,1.84682,-0.335228,-1.39746,0.604103,11981.9,83.5043,17469.4,0.429782,0.987951,0.00872848,27879,0.0279446,793.729,0.0349075,-0.138223,0.00235117,-21.2701,104.11,117.656,-81903.8,389.898,117.289,56.4922,622.3,47.6177,-504.644 
49,30,31,0,49,27266.5,-0.858035,51.132,13.4861,83.3179,2.19542,-1375.56,318.66,-1.85783,0.534374,-1.07534,-3.68935,-2.73134,-17.604,11748.8,103.312,17328.2,120757,-1.74698,0.645222,-0.853642,-3.57851,-2.6205,0.895315,11771.2,103.769,17350.6,0.427108,0.984807,0.0108971,27560.2,0.0279291,833.717,0.0279582,0.0262524,-1.19241,-21.4274,105.24,121.276,-491504,5.16164,11.0751,100.012,234.549,5.22829,-113.273 
50,15,16,2.7,50,24294.7,-0.75075,46.7403,13.1119,83.3618,0.390212,448.368,274.538,1.79384,-0.623696,3.81463,-0.779537,-2.86594,-25.6849,10625.8,83.2475,15645.7,25645.9,1.95557,-0.461965,4.1381,-0.617806,-2.70421,-0.791629,10658.5,83.9147,15678.4,0.427607,0.986409,0.00976313,24925.8,0.0248851,816.895,0.0249269,-0.0277977,-0.785536,-19.7024,104.645,123.484,-360487,5.16266,11.3078,100.02,233.737,4.62461,-110.253 
51,30,31,2,51,25521.4,-0.3097,49.3901,12.7345,83.1736,0.669349,-288.983,392.415,-3.64783,0.735143,-0.548407,1.53367,-0.83092,-11.5703,11315.6,92.5391,16168.4,26771.4,-3.57498,0.807998,-0.402696,1.60653,-0.758065,0.826515,11330.3,92.8397,16183.1,0.434829,0.985863,0.0104573,26057,0.0261416,803.526,0.0261734,-0.0216618,-0.849398,-18.7378,104.987,121.273,-335410,5.12255,11.0331,100.016,233.445,4.9705,-112.172 
52,15,16,0,52,25683.4,-0.659535,49.479,12.9784,83.2561,0.314879,252.298,0.0162336,1.13604,0.206574,-1.38293,-3.76658,-2.21656,-51.3429,11016.2,108.11,16247.2,23490.5,1.45934,0.529866,-0.736345,-3.44329,-1.89327,0.819686,11081.5,109.444,16312.6,0.42743,0.98301,0.0122081,25926,0.0263075,900.297,0.0264502,-0.0451716,-2.19312,-16.3596,105.811,125.387,-335649,5.18292,11.4132,100.016,233.545,5.79478,-108.159 
53,30,31,0,53,27432.3,0.0356983,50.8464,13.0588,82.9759,-0.0135849,-0.525949,500,-1.19233,-0.00658701,-3.04869,1.26294,-4.52207,-25.6688,11948.1,97.4157,17196.8,21615.4,-1.0307,0.155043,-2.72543,1.42457,-4.36044,0.583073,11980.8,98.0825,17229.5,0.43315,0.985876,0.0103777,27659.6,0.0280989,882.851,0.028166,-0.0208333,-0.764268,-17.6665,104.904,121.999,-327682,5.18738,11.2892,100.017,233.18,4.88715,-111.181 
