cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
17,47.2259,1.33,17,9353.09,0.00401088,19.1798,10.3798,121.343,-0.00666504,-13.4783,4.33945e-11,-0.0905848,-0.0788093,2.56474,-0.294671,-0.443369,7.22464,226.693,11.9769,8750.14,6483.71,-0.136076,-0.124301,2.47376,-0.340163,-0.488861,-0.786936,212.568,11.7721,8736.02,0.0389734,0.911647,0.00247617,5454.18 
18,47.3959,3,18,9298.75,0.0121093,17.2755,11.3533,121.266,0.00457378,-42.5479,120.523,-4.35322,2.08049,5.40468,2.81922,2.42747,-11.4019,573.724,6.5652,8353.39,6391.13,-4.28143,2.15228,5.54827,2.89102,2.49926,0.370188,596.016,6.88828,8375.68,0.106026,0.980176,0.00151268,5621.43 
19,47.3809,3,19,8350.13,0.0232321,15.576,11.4755,121.21,-0.092963,11.3436,362.507,0.964087,3.39199,-0.262835,-1.04882,1.07714,-5.84785,603.389,5.34279,7556.18,5853,1.00091,3.42881,-0.189191,-1.01199,1.11396,1.04357,614.822,5.50849,7567.62,0.119258,0.984563,0.00133908,5155.39 
20,47.3359,2.34,20,9438.48,-0.00132342,17.6225,11.1019,121.143,-0.000892479,-12.1391,4.15287e-12,-4.1321,-0.396859,-0.0535207,0.327397,0.512195,-4.93491,593.747,10.9151,8363.62,6369.22,-4.10103,-0.365786,0.00862693,0.358471,0.543269,1.00243,603.395,11.0549,8373.27,0.107225,0.968934,0.00242617,5627.35 
21,47.3009,1.8,21,11082.5,0.048823,21.2409,11.0726,121,-0.0252206,32.9274,26.5982,0.255435,0.131678,3.24241,-3.08006,1.03451,-8.62238,455.109,4.33276,10245.2,7683.32,0.309728,0.185971,3.351,-3.02577,1.0888,-0.754696,471.967,4.57708,10262.1,0.0711951,0.983312,0.00082094,6629.21 
22,47.1859,1.33,22,9981.45,0.0149542,20.4343,10.253,121.152,-0.00339609,70.4495,3.32808e-11,4.49625,-6.61403,0.768757,0.515256,-3.50716,17.0697,80.0716,1.71682,9285.55,6828.12,4.38876,-6.72151,0.55379,0.407773,-3.61464,1.11107,46.698,1.23314,9252.18,0.0083419,0.955829,0.000245458,5598 
23,47.2409,1.5,23,9733.09,0.0106444,19.5199,10.489,121.11,0.0027079,2.71487,8.9358e-11,-0.765356,-1.07918,0.423114,-2.05582,-0.0291542,36.6631,386.877,8.31818,8843.33,6665.3,-0.996214,-1.31004,-0.0386017,-2.28668,-0.260012,0.992108,315.196,7.27931,8771.64,0.0565051,0.961154,0.00152637,5578.18 
24,47.2809,1.8,24,8674.8,-7.59065e-05,17.4065,10.5761,121.15,-0.00196736,12.1614,4.09773e-11,2.39577,0.153689,5.28335,6.88387,-5.28891,12.9838,384.604,1.79298,7942.4,5993.62,2.31401,0.0719332,5.11984,6.80211,-5.37066,0.427134,359.219,1.42508,7917.02,0.0703052,0.993105,0.000331474,5109.43 
25,47.2159,1.33,25,9716.43,0.00832462,19.7539,10.266,121.353,0.00395245,-35.6656,1.5964e-11,-0.06355,1.60178,-0.742474,1.47019,-0.718432,8.56077,798.897,4.3523,8401.26,6606.19,-0.117455,1.54787,-0.850283,1.41628,-0.772337,1.69463,782.159,4.10973,8384.52,0.134556,0.990889,0.000902106,5812.87 
26,47.3459,2.34,26,10243.5,0.0553358,19.3525,11.1732,121.383,-0.0506127,-20.3228,31.2673,2.80408,2.23878,2.10757,2.73212,-3.94909,-3.58455,547.043,7.62397,9189,7072.46,2.82665,2.26135,2.15272,2.75469,-3.92652,0.645287,554.051,7.72554,9196.01,0.0912521,0.97618,0.00154516,6071.66 
27,47.3759,3,27,8389.31,0.0677866,14.8211,11.7125,121.088,-0.0728252,-0.670778,500,0.744929,-3.60979,1.37325,-1.69488,-0.16003,10.2747,548.509,-5.72092,7403.47,5652.58,0.680232,-3.67449,1.24386,-1.75958,-0.224727,1.33305,528.42,-6.01206,7383.38,0.10657,1.02031,-0.00150222,4958.45 
28,47.4509,3,28,8022.17,0.0208662,15.6518,10.9819,120.964,-0.024597,-30.4101,315.241,-4.14646,0.867539,-1.27895,-0.97369,0.300798,8.85072,259.024,8.53405,7497.61,5619.85,-4.20219,0.811808,-1.39041,-1.02942,0.245067,0.750158,241.72,8.28326,7480.3,0.0511047,0.943424,0.00203569,4729.9 
29,47.1759,1.33,29,9968.58,-0.0100673,20.9839,10.1075,121.283,0.022106,-7.32575,6.7757e-12,3.77577,2.39786,1.747,-3.24991,-1.81531,-15.7172,47.5995,8.37946,9467.02,6909.67,3.87474,2.49682,1.94494,-3.15094,-1.71634,0.436122,78.3288,8.82481,9497.75,0.0135588,0.835309,0.00170866,5776.98 
30,47.3509,2.34,30,8513.85,0.00200935,16.9534,10.8326,121.272,-0.00605512,-3.72855,1.37757e-10,2.19769,1.14098,3.22019,1.70164,6.16216,8.05431,342.613,4.39615,7849.56,5979.16,2.14697,1.09026,3.11876,1.65093,6.11144,0.779099,326.866,4.16793,7833.82,0.0650201,0.978172,0.000979121,5027.16 
31,47.3109,1.8,31,9755.89,-0.00632039,19.3613,10.6673,121.135,-0.00280141,-8.24639,6.55966e-11,-1.82473,2.63325,-0.198349,-3.07361,-0.149497,3.35312,284.483,-0.756851,9006.83,6724.1,-1.84584,2.61214,-0.240576,-3.09473,-0.17061,0.912186,277.927,-0.851862,9000.28,0.0489472,1.00539,-0.000174383,5678.09 
32,47.3609,2.34,32,9282.64,0.0545924,17.9821,10.8687,121.115,-0.0303841,-55.3878,67.5136,4.41985,3.99634,4.71776,0.420467,-0.599844,39.7981,274.653,-0.0522193,8553.43,6417.07,4.16925,3.74574,4.21656,0.16987,-0.850441,0.631773,196.843,-1.17991,8475.62,0.0372652,1.0106,-0.000256509,5282.22 
33,47.2759,1.8,33,10021.6,-0.00545467,19.6863,10.6831,121.156,0.00479958,2.02763,9.39666e-12,-3.63381,-0.677952,1.61865,-1.09939,-1.75435,23.5041,428.847,1.25183,9089.44,6846.62,-3.78181,-0.825951,1.32265,-1.24739,-1.90235,1.20554,382.893,0.58583,9043.49,0.065914,0.99733,0.000119316,5808.99 
34,47.4559,3,34,8211.13,0.0349691,16.0752,10.8485,121.008,0.0894212,-25.3715,199.301,1.77521,3.72762,-0.833062,1.86058,-2.76185,-11.1717,223.958,-6.56095,7635.26,5750.91,1.84555,3.79796,-0.692371,1.93093,-2.69151,1.16522,245.8,-6.2444,7657.11,0.0507845,1.04653,-0.0015045,4840.06 
35,47.3859,3,35,8543.44,0.0330644,15.5809,11.6698,121.155,-0.081304,-52.5194,498.892,-4.0017,-1.19459,0.966663,0.330553,3.65599,29.6812,586.991,3.62211,7680.7,6058.07,-4.18859,-1.38148,0.592873,0.143659,3.4691,1.43452,528.96,2.78109,7622.67,0.103666,0.990883,0.00067163,5102.56 
36,47.2509,1.5,36,9708.17,0.0712677,19.4795,10.4106,121.232,-0.0644718,-18.0595,33.8509,2.67265,-2.71108,-0.647694,5.07286,-0.804619,-3.45484,264.569,-9.494,8940.28,6639.52,2.6944,-2.68933,-0.604185,5.09462,-0.782865,1.16274,271.324,-9.3961,8947.04,0.0481109,1.06451,-0.00193831,5639.55 
37,47.3159,2.34,37,8469.75,-0.00147379,15.9954,11.4039,121.124,0.000193341,-7.68835,2.70979e-11,2.48686,2.17168,-4.26156,-0.445981,1.60903,34.3118,609.906,-2.25756,7601.29,5938.1,2.27081,1.95563,-4.69366,-0.662033,1.39297,18.7981,542.822,-3.2298,7534.21,0.107206,1.01052,-0.000790306,5063.35 
38,47.3209,2.34,38,8711.8,0.0466037,16.7838,10.9599,120.951,-0.0418579,28.0588,49.3761,-1.88114,1.97518,-3.30632,-5.89795,-1.76306,22.8505,554.951,3.88177,7813.75,6026.37,-2.02502,1.83129,-3.59409,-6.04183,-1.90694,0.693771,510.275,3.2343,7769.07,0.0986665,0.98903,0.000766288,5171.72 
39,47.3559,2.34,39,8165.74,-0.00142992,16.3011,10.6693,121.114,0.0048286,-6.29131,8.90498e-13,3.56034,-0.21207,-1.80601,-5.61011,-0.240023,5.33691,352.422,2.53752,7508.25,5662.71,3.52673,-0.245675,-1.87322,-5.64371,-0.273628,0.584606,341.987,2.3863,7497.82,0.0706486,0.987936,0.000585936,4840.68 
40,47.1609,1.33,40,9733.13,0.0472483,20.3479,10.1268,121.361,-0.0467079,-19.1224,17.372,0.389851,0.259533,3.33256,3.65778,-2.70466,1.66808,37.7684,-0.624542,9220.05,6737.01,0.379347,0.249029,3.31155,3.64728,-2.71516,0.320296,34.507,-0.671807,9216.79,0.00620119,1.03527,-0.000134288,5564.58 
41,47.2909,1.8,41,9147.63,-0.00224929,18.4025,10.5674,121.394,0.00243128,-7.48961,7.19171e-11,3.31892,-0.688244,-5.71202,-1.38284,0.538764,13.0082,375.224,10.0264,8359.21,6331.15,3.23701,-0.770153,-5.87584,-1.46475,0.456854,-0.330314,349.791,9.65777,8333.77,0.0653808,0.953909,0.00213021,5350.06 
42,47.2009,1.33,42,9045.83,0.0627007,18.6203,9.95907,121.125,-0.19876,-99.3177,500,-0.166889,0.00735297,-3.84885,1.35921,-1.26413,-2.62341,58.9898,6.22738,8376.87,6679.34,-0.15037,0.0238719,-3.81581,1.37573,-1.24761,-0.000424255,64.1189,6.30172,8382,0.0125888,0.853247,0.00138301,5093.32 
43,47.2709,1.8,43,9095.71,0.00181456,17.95,10.5502,121.071,-0.00604422,-7.91769,5.03366e-11,3.23195,1.46895,2.79484,-2.27526,-3.9555,9.01579,515.873,-0.72361,8062.17,6166.4,3.17518,1.41218,2.6813,-2.33203,-4.01227,-1.90071,498.246,-0.979075,8044.55,0.0935677,1.00345,-0.000224247,5324.97 
44,47.3059,1.8,44,8601.23,0.0660551,17.43,10.2892,121.375,-0.0617766,-215.539,308.76,0.312715,2.22848,0.0636717,1.69606,0.0418801,-16.3825,251.269,-3.90342,7871.5,6271.6,0.415871,2.33163,0.269984,1.79921,0.145036,0.945587,283.299,-3.43921,7903.53,0.0563732,1.02171,-0.000802233,5025.42 
45,47.1509,1.33,45,9415.5,0.0830359,19.3094,10.104,121.206,-0.0185961,-106.309,81.0336,6.47657,4.61652,-2.47388,-1.45818,-0.841083,31.3186,94.4574,8.66787,8739.71,6415.58,6.27937,4.41931,-2.86829,-1.65539,-1.03829,1.55839,33.2253,7.78045,8678.48,0.00634034,0.70932,0.00164876,5240.31 
46,47.4009,3,46,9582.09,0.0898429,17.6974,11.1852,121.297,-0.0243998,-13.577,294.903,4.77114,-0.785635,5.42036,0.418679,-0.38601,-2.26141,557.264,-3.11178,8481.66,6454.68,4.78538,-0.771395,5.44884,0.432919,-0.371771,0.427882,561.686,-3.0477,8486.08,0.0993548,1.00959,-0.000662014,5653.33 
47,47.4359,3,47,7883.24,0.0467835,15.3032,10.843,121.033,-0.068074,-25.1871,26.9986,1.468,-1.07099,2.65274,-2.59161,2.59676,38.3028,263.678,-10.2447,7238.9,5457.45,1.22681,-1.31217,2.17037,-2.83279,2.35558,-0.349895,188.791,-11.3301,7164.01,0.0420733,1.11735,-0.00292184,4487.2 
48,47.2209,1.33,48,8885.91,-0.00247991,18.2258,10.3928,121.439,-0.00440297,-2.95242,8.36706e-12,-3.62903,-6.39794,5.53317,1.20457,-3.52408,15.6126,391.167,4.09841,8098.72,6166.59,-3.72733,-6.49625,5.33655,1.10626,-3.62239,1.72085,360.642,3.65602,8068.2,0.0693335,0.982569,0.000834035,5201.56 
49,47.3409,2.34,49,8822.97,0.0278783,17.1676,10.9792,121.418,-0.0511304,39.8352,8.40374,3.51891,-5.34594,1.66139,0.445258,-3.99075,39.085,417.824,2.49407,7984.99,6202.17,3.2728,-5.59204,1.16917,0.19915,-4.23686,1.22537,341.408,1.38658,7908.57,0.0671197,0.992943,0.000322866,5086.55 
50,47.2309,1.33,50,9324.79,0.0340781,19.8782,-9.99508,121.166,0.00475369,-63.0114,203.35,-0.693604,-3.04094,-3.3158,-2.32187,1.9978,52.9299,-3.23347,7.9704,8913.03,6477.57,-1.02689,-3.37422,-3.98237,-2.65515,1.66452,0.575174,-106.719,6.47062,8809.55,-0.020606,1.1187,0.0013512,5179.01 
51,47.2109,1.33,51,8185.79,0.063965,17.1039,9.97175,121.421,-0.0595524,-92.7831,72.5092,3.31779,0.475707,-5.20077,-3.00024,-3.3899,-29.986,864.386,-1.20644,6948.04,5732.01,3.5066,0.664521,-4.82314,-2.81143,-3.20109,0.276297,923.013,-0.356777,7006.66,0.180029,1.00068,-9.38081e-05,5127.01 
52,47.4109,3,52,9210.19,0.06078,17.4331,11.0804,121.202,0.00825076,-129.575,266.486,2.64099,-0.250087,-2.33524,1.48207,-0.87755,41.2784,424.264,1.07922,8346.49,6323.01,2.38107,-0.510006,-2.85507,1.22215,-1.13747,-2.17468,343.559,-0.0904202,8265.79,0.0647854,1.00046,-2.01514e-05,5303.03 
53,47.4409,3,53,9554.13,-0.00380325,18.3246,11.1496,121.175,0.0136097,0.344105,2.26475e-11,4.37363,0.553428,-6.85066,1.36774,-2.19525,38.9929,375.685,8.53094,8769.7,6651.16,4.12811,0.3079,-7.34172,1.12221,-2.44078,-0.737981,299.449,7.42606,8693.47,0.0542919,0.958407,0.00157108,5515.53 
54,47.3309,2.34,54,8860.54,0.0689228,16.7492,11.0243,120.975,0.11443,-248.732,48.8412,-0.0191858,3.99105,-2.19957,-1.09401,-0.650188,19.0892,454.682,-7.15048,7970.28,6937.46,-0.139385,3.87085,-2.43997,-1.21421,-0.770387,-2.52036,417.36,-7.69137,7932.96,0.080616,1.03332,-0.0017892,5177.14 
55,47.2659,1.75,55,9736.56,0.0383617,18.9573,10.5573,121.038,-0.00476873,-0.778129,0.0571443,-1.73203,-0.597716,-0.0648047,-1.88781,2.73253,-8.32719,482.312,-7.7317,8639.62,6515.3,-1.6796,-0.545282,0.0400634,-1.83538,2.78497,1.03243,498.593,-7.49575,8655.9,0.0875934,1.02702,-0.00159776,5692.13 
56,47.4209,3,56,8905.87,0.00893265,16.6208,10.9902,121.185,-0.00714204,-18.2936,8.63807e-12,3.06384,-6.34055,1.75062,1.26575,0.934218,-20.0738,454.892,-0.0622927,7919.41,5950.63,3.19024,-6.21415,2.00342,1.39215,1.06062,-0.398759,494.139,0.506506,7958.65,0.0937764,0.998209,0.000117222,5269.33 
57,47.4459,3,57,9872.78,0.0772348,18.661,11.0226,121.134,0.077288,1834.14,191.146,-3.37591,-3.33561,1.0863,-0.867548,-3.18503,-13.4514,367.78,-1.18256,9104.56,11310.6,-3.29121,-3.25091,1.2557,-0.782848,-3.10033,1.13694,394.08,-0.80141,9130.86,0.0671049,1.00357,-0.000161707,5872.59 
58,47.2059,1.33,58,10462.4,-0.0032051,21.7304,10.2978,121.124,-0.000301361,0.309655,0.00120522,-2.00825,1.10253,4.64222,-0.553496,-2.28836,-44.4601,145.314,4.53582,9849.04,7284.61,-1.72829,1.38249,5.20213,-0.273542,-2.00841,-1.02074,232.239,5.79561,9935.97,0.0374953,0.958156,0.00107334,6193.82 
59,47.2459,1.5,59,10537.7,-0.00137129,21.3302,10.6038,121.044,-0.00374866,2.51359,1.00973e-10,-1.98048,-3.12908,-4.17931,3.69882,-2.08305,-6.1577,403.444,-2.77831,9773.38,7363.22,-1.94171,-3.09031,-4.10176,3.7376,-2.04428,0.448722,415.483,-2.60383,9785.42,0.0660889,1.01109,-0.000490411,6286.74 
60,47.1559,1.33,60,9893.78,-0.00108681,20.8807,10.2981,120.928,-0.00102774,-19.3564,239.017,0.227062,-3.08793,-0.986029,0.82671,-1.7768,-6.56543,98.4018,-8.13151,9544.38,7000.62,0.268402,-3.04659,-0.903348,0.868051,-1.73545,0.801416,111.238,-7.94548,9557.21,0.0190295,1.14286,-0.0015338,5845.57 
61,47.4309,3,61,8575.67,0.00309534,16.3109,11.2251,120.825,-0.0082949,-5.95097,1.52597e-10,1.68206,-0.613866,0.639407,-6.30693,-4.0707,-26.1251,384.831,-0.0823461,7887.96,5961.84,1.84656,-0.449363,0.968412,-6.14242,-3.9062,1.12605,435.909,0.657917,7939.04,0.0838395,0.997366,0.000152634,5199.33 
62,47.2609,1.75,62,10173.7,0.0387909,19.484,10.8624,121.421,-0.0270987,0.470841,500,-2.28553,2.74856,-0.71875,1.79444,-2.9663,1.58321,705.463,2.49547,8927.5,6890.12,-2.2955,2.73859,-0.738688,1.78448,-2.97627,0.503368,702.367,2.45061,8924.4,0.115959,0.993931,0.000505579,6057.01 
63,47.1809,1.33,63,11909.3,0.0634869,23.8026,-10.5668,120.984,0.0360821,-63.4031,0.00658636,3.77597,-1.40359,1.55661,-2.61571,2.1898,10.5528,83.1266,10.9827,11300.8,8262.21,3.70952,-1.47003,1.42372,-2.68216,2.12335,0.541387,62.4945,10.6837,11280.2,0.00914922,0.769723,0.00174166,6830.59 
64,47.2359,1.33,64,9459.71,0.0532657,19.4551,10.2512,121.075,-0.281147,130.674,66.6766,1.68203,-0.543329,-4.06593,-4.46397,-6.81262,18.5989,85.675,0.336864,8942.51,7688.34,1.56492,-0.660441,-4.30016,-4.58108,-6.92973,0.711524,49.3116,-0.190142,8906.15,0.00914363,1.00679,-3.93296e-05,5393 
65,47.1409,1.33,65,10560,0.0337731,21.6511,10.4174,120.937,-0.043122,116.973,354.412,-0.117882,-3.08873,-2.85041,-1.97014,-3.17672,-49.2449,95.2209,11.4484,10027.7,7506.55,0.192199,-2.77865,-2.23025,-1.66005,-2.86663,0.761302,191.501,12.8437,10124,0.0305625,0.894958,0.00233153,6265.88 
66,47.1709,1.33,66,9795.06,-0.00692407,20.7892,10.0847,121.161,0.0115392,-12.0475,3.82121e-11,-1.84792,-1.22058,-4.48664,-5.14227,-1.38763,-2.51842,23.3461,0.915601,9460.49,6829.44,-1.83206,-1.20472,-4.45492,-5.12641,-1.37177,0.681561,28.2699,0.986961,9465.41,0.00495311,0.942422,0.00019204,5707.52 
67,47.1959,1.33,67,10157.6,0.0568081,20.9612,10.2187,121.201,-0.0280438,-34.3088,25.9511,0.601194,-0.582978,0.876595,-0.25417,5.93768,-33.7304,75.339,2.71515,9563.91,7004.11,0.813585,-0.370587,1.30138,-0.041779,6.15007,0.834276,141.286,3.67091,9629.86,0.0238692,0.956509,0.000701719,5919.2 
68,47.4609,3,68,7911.13,0.0200737,15.4557,10.8436,121.018,-0.00220345,-27.4533,4.74967e-11,-0.887623,-2.64178,-1.16602,-2.82202,-1.04924,7.87392,231.275,-2.48925,7386.65,5457.78,-0.937203,-2.69136,-1.26518,-2.8716,-1.09882,0.85727,215.881,-2.71236,7371.25,0.0465398,1.02248,-0.00067829,4638.63 
69,47.3709,3,69,9043.6,0.00552889,16.6551,11.7569,121.039,-0.00532934,-89.5833,18.7319,2.37149,-4.18731,-0.939439,-4.29431,-1.3568,-43.0433,750.6,6.25482,8029.23,6389.92,2.64252,-3.91628,-0.397375,-4.02327,-1.08576,0.941392,834.756,7.47446,8113.39,0.146377,0.984572,0.00169416,5702.79 
70,47.1459,1.33,70,11301.6,0.0145523,23.1221,10.2994,121.274,-0.0255387,16.3675,500,0.456871,2.24495,1.46356,-0.127883,0.0643704,-26.7541,31.7278,0.330438,10738.1,7765.93,0.625334,2.41342,1.80049,0.0405803,0.232834,0.647837,84.0356,1.08852,10790.4,0.0128136,0.977835,0.000185794,6558.3 
71,47.4059,3,71,9691.14,0.081837,17.7681,11.3251,121.347,-0.194567,-764.098,381.502,0.623769,1.76001,-0.499711,-1.27224,-3.53005,-17.0566,541.91,2.40394,8687.75,11390.2,0.73117,1.86741,-0.284909,-1.16484,-3.42264,0.8747,575.258,2.88725,8721.1,0.0990471,0.991293,0.000609484,5807.92 
72,47.2559,1.5,72,10834.4,0.038884,22.0883,10.4549,121.228,-0.0110876,6.08898,0.0913998,-3.34227,-4.15963,-1.66507,-1.67274,-2.86963,9.74431,187.133,3.47305,10203.4,7519.75,-3.40363,-4.22099,-1.78779,-1.7341,-2.93099,0.873004,168.081,3.19694,10184.4,0.0267701,0.967787,0.000577916,6278.69 
73,47.4159,3,73,9471.53,0.072379,17.2467,11.4531,121.034,-0.0232314,-99.1962,248.933,1.76485,0.794151,-9.47657,-3.77781,0.547012,6.77216,442.388,9.70807,8535.16,6505.2,1.72221,0.751508,-9.56186,-3.82045,0.50437,0.0809639,429.147,9.51618,8521.92,0.0774313,0.962644,0.0020528,5542.3 
74,47.1659,1.33,74,9613.85,-0.00727322,19.7273,10.4169,121.089,0.00425794,-7.4379,1.95725e-11,-1.7,1.0907,4.13846,3.23412,-1.15213,-31.255,26.6421,1.11592,9195.48,6690.65,-1.5032,1.28751,4.53207,3.43092,-0.955321,0.332732,87.7499,2.00154,9256.59,0.0155538,0.961615,0.000398158,5641.7 
75,47.2959,1.8,75,10712.6,0.0639513,21.093,10.688,120.975,-0.0371309,-73.3795,401.877,0.867638,-6.48171,1.05747,1.18118,-3.45797,-12.1737,372.645,2.54591,9855.8,7427.58,0.944293,-6.40505,1.21078,1.25783,-3.38132,1.18997,396.447,2.89086,9879.61,0.0626872,0.9874,0.000538725,6324.21 
