cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
13,47.2259,13,13213.9,0.0149784,26.365,10.8222,122.97,-0.0199422,1.32652,81.1601,0.887076,-4.16315,-4.72763,-3.95376,0.581854,-13.1159,1376.38,1094.7,9028.45,9289.21,0.969663,-4.08056,-4.56245,-3.87117,0.664441,0.58066,1379.85,1098.31,9031.92,0.185682,0.417896,0.183011,7431.23,0.000166186,0.170082,11.9957,11.3215,124.735,81.5016,1.11633,11.0104,11.1081,122.522,127.929,2.21224,-46.4272 
14,47.3159,14,12715,-0.0784287,25.7331,-10.8992,122.72,0.0242353,46.6983,4.4257e-05,-0.727726,-0.571039,-8.23816,-4.81423,-4.19547,30.7813,164.537,1279.48,9814.52,9167.09,-0.921548,-0.764861,-8.62581,-5.00805,-4.38929,0.562354,156.396,1271.01,9806.38,0.0232502,0.0656947,0.192738,6726.67,1.328e-06,0.0662559,10.6248,14.4892,126.223,97,1.22516,10.998,10.8061,122.481,127.427,3.74267,-30.4271 
15,47.4109,15,14125.1,-0.0458213,28.7314,10.8024,122.249,-0.0241586,8.38941,4.38535e-11,4.93314,-2.50561,-3.19081,0.439516,4.70016,-12.846,-18.039,1255.73,11167.6,10110.1,5.01403,-2.42472,-3.02903,0.520404,4.78105,1.62304,-14.6417,1259.27,11171,-0.0019601,-0.00668854,0.171949,7469.9,-5.27227e-05,0.069056,-9.89629,-11.0456,125.184,97,1.40841,10.9395,10.7927,122.098,126.914,3.08616,-29.9139 
16,47.2409,16,13840.3,-0.0217381,27.1828,11.1503,123.022,-0.0136061,-5.55967,0.123463,0.653264,-5.2309,-5.24288,-4.19275,-2.46948,-9.11318,1045.34,1108.38,9808.26,9869.29,0.710647,-5.17351,-5.12811,-4.13537,-2.4121,0.682242,1047.75,1110.89,9810.67,0.137484,0.350206,0.172588,7620.9,-8.66405e-05,0.113023,12.787,14.3208,125.186,83.0711,1.17418,11.3116,11.3025,122.713,127.987,2.47309,-44.9155 
17,47.4159,17,13184.9,-0.0270177,26.5033,10.7389,122.707,-0.0128209,11.1085,500,2.7742,-5.01158,-1.94485,0.222055,0.669741,17.4118,-48.7483,1134.63,10459.2,9269.85,2.66456,-5.12122,-2.16413,0.112418,0.560103,0.451878,-53.3531,1129.83,10454.6,-0.00767532,-0.0277324,0.166025,6951.25,0.000473411,-0.00350566,4677.23,1.95137,119.783,82.3519,1.31622,10.9124,10.846,122.451,127.677,-2.66757,-45.3246 
18,47.1859,18,13354.9,-0.0252684,28.0108,10.4344,122.553,0.00220494,23.5052,1.85054e-10,-0.69566,-6.75948,-9.45481,3.68685,0.197983,-21.1665,-65.193,1297.91,10742.1,9516.24,-0.56238,-6.6262,-9.18825,3.82013,0.331263,0.248431,-59.5952,1303.74,10747.6,-0.00834511,-0.0268211,0.182644,7141.33,0.000364852,-0.0179869,8.44637,-7.38781,119.432,78.516,1.36066,10.7612,10.908,122.35,127.295,-2.91819,-48.7794 
19,47.2309,19,12892.1,0.0369999,25.4404,10.8426,122.802,-0.00319993,-14.1686,71.7193,0.571581,-3.7464,-7.28336,-1.43594,2.2562,-4.67915,1261.46,1362.82,8658,8980.97,0.601044,-3.71694,-7.22444,-1.40647,2.28566,0.23641,1262.7,1364.11,8659.24,0.178741,0.345955,0.224921,7064.39,9.58282e-05,0.133447,11.6242,16.9415,124.911,84.3885,1.07216,11.0735,10.9818,122.433,128.021,2.47805,-43.632 
20,47.2709,20,14616.6,0.0177185,28.5904,11.1398,122.701,-0.01962,5.84028,1.32003e-11,2.95494,-9.30928,-9.42658,-1.09875,-5.14742,14.3399,520.968,1382.61,10810.1,10371.6,2.86465,-9.39957,-9.60717,-1.18905,-5.23772,0.574318,517.176,1378.66,10806.3,0.0666689,0.176521,0.190293,7757.37,8.55564e-05,0.0716184,11.4122,22.3776,125.348,96.0562,1.3236,11.2689,10.7036,122.373,128.537,2.97428,-32.4809 
21,47.2209,21,12131.6,-0.0173364,24.8484,10.7617,122.725,-0.00859878,14.2825,2.97551e-11,3.27479,-4.09847,-6.41837,-0.503486,-1.5018,33.3885,1506.71,1195.01,8113.1,8709.14,3.06455,-4.30871,-6.83884,-0.713725,-1.71204,0.349225,1497.88,1185.81,8104.27,0.216215,0.419216,0.212311,6927.74,-3.44207e-05,0.180173,11.7801,12.918,124.398,81.4437,1.01797,10.8376,11.0341,122.344,126.835,2.05417,-45.3908 
22,47.2759,22,13891.6,0.0430618,27.411,-10.83,122.724,-0.0035151,13.2152,364.172,4.2362,-0.580232,-2.95652,-4.05695,-0.0681469,-7.64786,489.651,1361.46,10181.4,9665.36,4.28436,-0.532075,-2.8602,-4.0088,-0.0199904,0.0881512,491.673,1363.57,10183.4,0.0672186,0.170844,0.197857,7314.54,0.000221159,0.0637384,11.7418,23.9099,125.366,95.1397,1.26044,10.9936,10.7729,122.375,127.256,2.99098,-32.1158 
23,47.1909,23,12707.7,-0.00025663,26.0385,10.602,122.72,-0.0142604,-5.84687,47.6381,2.47477,-7.92736,-3.67746,3.96513,-0.994131,-6.85396,-4.07283,1111.26,10120.7,8989.36,2.51793,-7.8842,-3.59115,4.00828,-0.950973,0.391342,-2.26021,1113.15,10122.5,-0.000333373,-0.00116161,0.168449,6779.84,0.000303355,0.000296464,1555.47,14.5917,125.775,90.2564,1.27264,10.8083,10.9801,122.587,127.275,3.1884,-37.0186 
24,47.3809,24,14574.1,-0.0087531,28.9397,10.8806,122.522,-0.00490648,2.13722,1.11753e-10,-3.18699,-6.80436,-6.14118,-0.534118,-2.54931,-7.45519,19.446,1426.74,11257.4,10250.8,-3.14005,-6.75742,-6.04729,-0.487175,-2.50237,0.680617,21.4176,1428.79,11259.3,0.00283108,0.00849296,0.18947,7565.16,0.000650384,-0.0594181,115.243,0.133667,133.85,84.2222,1.39527,11.0179,11.0426,122.303,128.317,11.547,-44.0944 
25,47.3209,25,12824.5,-0.00829994,25.6252,10.8785,122.709,-0.00496236,5.45887,1.37431e-10,6.34272,-2.27473,-7.61072,-0.199444,-1.06601,-19.8668,122.567,1337.87,9787.2,9075.55,6.46782,-2.14964,-7.36053,-0.0743477,-0.940915,-0.814007,127.821,1343.34,9792.45,0.0191098,0.0515685,0.201726,6688.77,3.10812e-05,0.077247,-10.798,-12.2902,125.378,97,1.21077,11.101,10.8984,122.46,127.489,2.91771,-30.4889 
26,47.1659,26,13027.2,-0.016859,27.0174,-10.5101,122.669,0.0107704,-8.93546,0.0952504,-1.14074,-10.0462,-6.89557,0.373953,-2.93344,24.0629,-59.2634,1157.98,10370.6,9246.83,-1.29226,-10.1978,-7.1986,0.222435,-3.08495,0.665976,-65.6271,1151.35,10364.3,-0.00954102,-0.0336682,0.169874,6878.42,0.000403096,-0.0176631,7.5177,7.59824,120.115,76.8748,1.30618,10.7992,10.993,122.504,127.981,-2.3893,-51.1066 
27,47.3559,27,13080.3,0.00277996,26.9049,10.6474,122.735,-0.0223883,-5.76262,500,0.248856,-0.563763,-9.76983,0.546009,-0.251663,29.827,53.4312,1243.94,10359.6,9329.7,0.0610436,-0.751576,-10.1455,0.358196,-0.439476,0.0706964,45.5431,1235.72,10351.7,0.00652366,0.0206259,0.180259,6981.22,-2.90556e-05,0.054802,10.6372,12.2351,126.626,97,1.31369,10.7803,10.8438,122.505,128.118,4.12075,-31.1184 
28,47.1809,28,12784.9,-0.0031256,26.0841,10.6603,122.551,-0.0417755,-9.04611,29.9002,-0.322396,-4.43022,-2.54414,0.4376,-3.63786,-17.3557,-39.7602,1072.57,10248.6,9064.16,-0.213112,-4.32094,-2.32557,0.546885,-3.52858,0.763693,-35.1703,1077.35,10253.2,-0.00514602,-0.0190089,0.16217,6834.46,0.000419754,-0.00429914,66.5961,-2.52116,107,83.8982,1.30024,10.8351,10.7572,122.333,126.898,-15.3331,-42.9998 
29,47.2159,29,12597,0.0189311,25.3442,10.7441,122.841,-0.0123938,-0.440188,1.56138,-4.58989,-2.26438,-8.55998,-3.85378,-4.51375,27.8173,1636.94,974.661,8361.4,8864.51,-4.76505,-2.43954,-8.91029,-4.02894,-4.68891,0.641188,1629.58,966.998,8354.05,0.225491,0.490567,0.175752,7226.79,0.000209832,0.219781,11.3735,10.1755,124.254,80.8745,1.03933,10.9482,11.0758,122.359,127.997,1.895,-47.1221 
30,47.3359,30,12573.1,-0.00181523,25.9252,10.5423,122.801,-0.00266009,-1.32877,44.3386,1.29904,-8.62257,-11.3303,-2.80744,-0.0818338,-21.684,106.729,1171.51,9905.51,8897.33,1.43558,-8.48603,-11.0572,-2.67091,0.0547045,0.46645,112.464,1177.48,9911.24,0.0166539,0.0517538,0.179553,6753,0.000436722,0.0727625,15.0026,0.174794,134,90.8472,1.25027,10.8203,10.9203,122.524,128.113,11.4755,-37.2658 
31,47.3959,31,13534.9,0.0328938,27.4457,10.5761,122.678,-0.0192827,-12.5821,52.1562,1.03532,-2.10912,-7.94171,-1.47084,-1.21836,9.75863,21.2142,1199.83,10620.9,9457.06,0.973872,-2.17057,-8.0646,-1.53228,-1.27981,0.332035,18.6334,1197.14,10618.3,0.00261233,0.00881585,0.171969,7132.88,0.000551657,-0.0506306,1.42468,-0.153298,127.31,88.9357,1.33744,10.7964,10.9592,122.488,128.578,4.822,-39.6421 
32,47.3709,32,14064.7,-0.0268888,28.2207,10.9337,122.834,0.338281,-694.298,25.7847,-0.822085,-5.87331,-8.71055,-0.275694,0.798953,39.3068,-14.5242,1415.56,10977.1,17690.3,-1.06959,-6.12081,-9.20555,-0.523198,0.551449,0.437578,-24.9193,1404.73,10966.7,-0.00340299,-0.0102407,0.19091,7322.78,-0.000112447,0.0651747,-10.2497,12.2496,125.994,97,1.34666,11.1139,11.0741,122.556,128.438,3.43726,-31.4382 
33,47.2359,33,13152.7,0.031241,26.0985,10.8111,122.843,-0.0214391,-14.8077,499.632,-1.34079,-1.60973,0.40304,3.80244,-0.516623,26.6448,1070.95,1165.67,9247.27,9195.38,-1.50857,-1.77751,0.0674896,3.63467,-0.684398,1.25153,1063.91,1158.33,9240.22,0.146648,0.344196,0.187601,7254.86,0.000112131,0.11988,11.8334,14.2021,124.693,82.9622,1.1424,11.0628,11.0367,122.451,128.142,2.24225,-45.1798 
34,47.2609,34,13990.9,0.0100033,27.0112,11.2894,122.813,-0.00375591,0.475777,5.62896e-11,2.43604,-1.46423,-6.75878,0.767816,-0.574618,-14.9705,664.046,1262.37,10220.9,9926.9,2.53031,-1.36996,-6.57025,0.862082,-0.480352,-0.306687,668.005,1266.49,10224.8,0.0888466,0.231595,0.185781,7518.63,-5.60441e-05,0.0651047,13.6719,18.3718,126.301,86.6749,1.22544,11.3389,11.2186,122.46,128.279,3.84046,-41.6045 
35,47.2809,35,13071,-0.0179306,26.0819,10.9358,123.002,0.0139252,-19.4053,500,-0.780282,-1.09815,5.58967,1.53832,-2.45748,60.2817,324.338,1043.99,9995.61,9293.87,-1.15986,-1.47773,4.83051,1.15874,-2.83706,-8.38681,308.396,1027.38,9979.67,0.0440895,0.146415,0.15941,6994.77,7.5932e-05,0.0404736,12.1276,23.3445,125.926,95.6619,1.24311,10.9997,10.7997,122.735,128.684,3.19114,-33.0226 
36,47.3759,36,13626.6,-0.0135171,27.5144,10.7758,122.981,-0.000923732,16.5017,3.33966e-10,2.5255,-2.25218,-2.01224,-1.38613,-2.46898,17.4802,25.6749,1255.3,10608,9652.18,2.41543,-2.36224,-2.23237,-1.49619,-2.57905,0.643073,21.052,1250.48,10603.4,0.00295454,0.00952839,0.178472,7125.31,0.00061553,-0.0164662,-56.9801,0.176166,110.887,83.7998,1.33194,10.9354,10.8883,122.795,128.865,-11.9075,-45.0651 
37,47.3659,37,12230.4,-0.0156136,24.7571,10.7698,122.823,-0.00545248,17.8193,2.50139e-10,-2.29235,-5.4677,-7.64634,0.0460635,2.54973,61.9299,-6.03593,1230.28,9625.11,8682.83,-2.68231,-5.85765,-8.42626,-0.343893,2.15978,0.443824,-22.4141,1213.22,9608.73,-0.00349377,-0.0106697,0.188699,6415.44,0.00042247,-0.000588632,50.6941,0.165205,120.921,85.9209,1.20042,10.9567,10.9508,122.589,128.374,-1.66787,-42.4535 
38,47.2509,38,12759.2,-0.0564526,25.0467,11.2396,122.828,0.00987945,14.9363,1.82211e-11,-2.93974,-2.95256,-6.49877,-2.44875,-1.37958,64.622,761.895,1036.02,9317.79,9169.08,-3.34664,-3.35947,-7.31259,-2.85565,-1.78649,0.608132,744.804,1018.22,9300.7,0.106762,0.294776,0.167824,6976.28,-9.11731e-05,0.0775397,13.4319,16.4288,126,84.0338,1.14374,11.2266,10.9437,122.428,127.685,3.5721,-43.6516 
39,47.3859,39,12807.9,-0.0232401,25.8382,10.8693,122.681,-0.00511017,4.79144,458.088,-2.15752,-1.88261,-2.38357,-1.54684,-0.309521,16.9874,7.0365,1147.36,10248,9143.16,-2.26448,-1.98958,-2.5975,-1.6538,-0.416486,0.708861,2.54396,1142.68,10243.5,0.000370534,0.00127056,0.170462,6865.66,-0.000131973,0.0466864,10.7202,-12.2041,125.983,97,1.28241,11.0407,10.7839,122.538,128.222,3.44458,-31.2221 
40,47.1709,40,12581.6,-0.00107007,26.0849,-10.5127,122.626,0.00219827,8.99304,8.18012e-10,0.364271,-6.23849,-7.5583,0.608687,-3.81294,39.3362,-51.1824,1322.38,9938.41,8927.48,0.116581,-6.48618,-8.05368,0.360997,-4.06063,0.555608,-61.5854,1311.54,9928,-0.00934503,-0.0275721,0.195723,6590.18,0.000543318,-0.0195411,6.41165,-8.81041,119.978,76.7329,1.26478,10.6702,10.948,122.423,128.109,-2.44511,-51.376 
41,47.2009,41,14390.8,-0.0989878,29.3728,10.7835,122.658,0.0318462,-19.651,0.00042923,-5.01859,-2.05678,-5.94717,2.64105,1.51777,40.0173,21.6765,1195.75,11458.1,10331.4,-5.27057,-2.30876,-6.45113,2.38908,1.26579,0.37824,11.0934,1184.73,11447.5,0.00144427,0.00532218,0.160118,7680.95,-8.67259e-05,0.0550126,-9.82687,-12.8559,125.09,97,1.4287,10.962,10.8939,122.43,127.909,2.65942,-30.9085 
42,47.2909,42,12478,-0.00477534,24.9598,10.8808,122.717,-0.0045038,-4.0306,284.183,-2.93701,0.554118,-3.73576,-1.07732,4.5342,39.8974,282.64,1129.86,9458.57,8841.53,-3.18824,0.302895,-4.2382,-1.32854,4.28298,-0.0165734,272.088,1118.87,9448.01,0.0412114,0.122006,0.179083,6602.26,5.60212e-05,0.0560584,11.4748,19.0439,125.629,97,1.17372,10.9811,10.8537,122.422,127.997,3.20752,-30.9969 
43,47.2559,43,11474.6,0.0054594,22.7126,10.9466,122.871,0.00027973,-3.32963,153.326,-4.94949,-4.44694,-7.87576,0.58263,-1.87225,30.8687,650.133,1016.85,8312.26,8093.63,-5.14386,-4.64132,-8.26451,0.388258,-2.06662,0.581078,641.97,1008.34,8304.1,0.103448,0.266757,0.182794,6205.72,-1.1751e-05,0.0654438,12.871,19.1905,125.392,87.0119,1.02667,11.0619,10.9731,122.621,127.727,2.77113,-40.7149 
44,47.3409,44,12669.2,-0.0251078,26.0044,10.6838,122.76,-0.0263356,23.6894,9.22233e-11,-1.85228,-4.5768,-3.65713,0.634048,0.532249,36.339,76.1031,1167.64,9939.77,9064.44,-2.0811,-4.80562,-4.11476,0.405231,0.303432,0.60023,66.4928,1157.63,9930.16,0.00989521,0.031779,0.176784,6719.7,-9.95857e-05,0.059668,10.4523,-13.8621,125.573,97,1.24742,10.9168,10.868,122.499,128.831,3.07321,-31.8314 
45,47.2109,45,11847.3,0.00549418,24.6905,10.3754,123.347,-0.00598715,-16.1099,500,-3.19504,-1.65027,-0.505643,-0.0161877,0.935627,86.5899,2704.33,897.487,6982.67,8342.44,-3.74027,-2.19551,-1.59611,-0.561422,0.390393,0.792791,2681.43,873.633,6959.77,0.365095,0.636876,0.187806,7344.48,0.000153118,0.400798,10.3117,9.53826,124.098,80.7304,0.888324,10.7144,10.8892,122.693,127.957,1.405,-47.2268 
46,47.3009,46,13371.8,-0.025297,26.9405,-10.8879,122.767,0.00725753,9.75962,347.671,-3.57608,-4.636,-2.03277,-0.645601,-1.74818,30.3659,204.201,1187.81,10323.4,9550.97,-3.76728,-4.82721,-2.41519,-0.836807,-1.93939,0.824807,196.17,1179.44,10315.4,0.0276005,0.0867933,0.173979,7107.48,-3.43304e-05,0.0514888,11.2146,17.5499,125.554,97,1.27112,11.0969,10.9329,122.452,128.7,3.10163,-31.7001 
47,47.4009,47,13769.6,-0.0315761,28.1461,10.7538,122.805,-0.0114021,-10.996,33.3088,-0.218173,-6.11664,-2.059,1.5672,1.58484,35.6007,-2.23158,1079.73,11054.5,9857.24,-0.442341,-6.34081,-2.50734,1.34303,1.36067,0.619338,-11.6466,1069.92,11045,-0.00157631,-0.00625922,0.151423,7388.53,0.00532925,-0.00666162,159.59,-169.583,109.349,96.998,1.38158,10.9604,10.9647,122.703,128.766,-13.3544,-31.7684 
48,47.3609,48,11787.6,0.0105666,24.058,10.5852,122.662,0.0683921,-51.2622,500,-0.426257,-7.69175,-11.1867,-5.13752,0.355006,34.9324,10.9462,970.86,9262.64,8404.14,-0.646217,-7.91171,-11.6266,-5.35748,0.135046,0.542384,1.70793,961.237,9253.4,0.000275406,0.00101428,0.160621,6201.48,0.000124537,0.0430789,10.6159,12.4399,127.176,97,1.17523,10.7793,10.8176,122.466,127.774,4.71018,-30.7742 
49,47.3109,49,13616.8,-0.00977246,27.4062,10.8607,122.813,-0.0105993,6.24953,500,0.0143393,-1.79083,0.936357,-0.49591,0.935302,44.6718,143.755,1274.03,10480.5,9691.71,-0.266947,-2.07212,0.373785,-0.777196,0.654015,1.17898,131.941,1261.72,10468.7,0.0184638,0.0563862,0.181681,7145.97,7.79359e-05,0.0527314,11.1208,14.9917,126.716,97,1.30143,10.9199,11.0474,122.539,128.367,4.17755,-31.367 
50,47.3509,50,13143.1,-0.034528,26.6641,10.8537,122.485,0.00402008,5.4261,483.555,0.0562372,2.00591,-5.60938,-2.27478,4.51334,21.5028,37.8946,1267.29,10358,9421.73,-0.0791602,1.87051,-5.88017,-2.41017,4.37794,-1.7723,32.208,1261.37,10352.3,0.0046221,0.0143811,0.183306,6968.25,-9.66336e-05,0.0547192,10.5453,-12.8907,126.434,97,1.2959,10.9903,10.8811,122.259,128.218,4.1754,-31.2175 
51,47.4059,51,13819.3,-0.00948807,28.3017,10.7067,123.049,0.0229791,14.5595,500,4.36253,-4.20085,-9.3805,0.393222,-0.317531,15.9603,-21.7136,1190.2,11118.6,9875.15,4.26203,-4.30135,-9.5815,0.292725,-0.418029,0.0168912,-25.9345,1185.8,11114.4,-0.00349487,-0.0126558,0.164253,7420.73,0.000241022,-0.0128946,-7.85431,8.27644,120.894,76.0179,1.37747,10.9902,11.0206,122.809,129.073,-1.91541,-53.0555 
52,47.2659,52,13090.7,-0.0488057,26.491,10.9428,123.043,-0.00504081,8.69266,18.1266,1.26508,-8.61732,-4.6689,-0.996711,1.34231,38.2046,571.645,1086.08,9823.69,9438.14,1.02452,-8.85788,-5.15003,-1.23728,1.10174,0.607435,561.542,1075.56,9813.59,0.0786843,0.229785,0.167979,7136.65,-0.00016973,0.0628944,12.3383,19.296,125.649,89.2711,1.21083,11.0504,11.0469,122.701,128.919,2.948,-39.6479 
53,47.3459,53,11323.9,0.0139734,23.1713,10.547,122.653,-0.0180694,16.7003,103.488,2.47774,-4.89515,-2.16387,0.768338,-0.362426,3.12385,11.2842,1085.7,8825.78,7965.46,2.45807,-4.91482,-2.20321,0.748668,-0.382097,0.486837,10.458,1084.84,8824.95,0.00176561,0.0054785,0.184636,5923.18,0.000514124,-0.0192577,91.1026,-0.397757,132.554,86.3689,1.10851,10.7996,11.0308,122.445,128.776,10.1097,-42.4074 
54,47.2459,54,12409.5,-0.0196245,24.8174,10.9511,122.405,-0.00958772,13.9649,297.509,-3.41242,-7.08213,-13.482,0.164209,-2.39924,16.9966,923.154,1117.36,8877.84,8851.67,-3.51944,-7.18915,-13.696,0.0571863,-2.50626,0.489976,918.659,1112.68,8873.34,0.133841,0.320555,0.187647,6863.8,-0.000154904,0.0968278,12.3661,16.6443,125.015,85.5737,1.08925,11.1753,11.033,122.05,128.518,2.96548,-42.9446 
55,47.2059,55,13972.7,0.0525602,28.9997,10.5339,122.748,-0.0118331,0.23836,6.43058e-12,-1.02595,-5.36501,-6.43079,-1.95296,-4.19544,6.58419,237.488,1210.68,11165.3,9944.45,-1.06741,-5.40647,-6.51371,-1.99442,-4.2369,0.661078,235.747,1208.87,11163.5,0.0305557,0.100264,0.166303,7715.31,-0.000209072,0.0492983,9.92988,20.842,125.001,97,1.40215,10.8993,10.727,122.468,128.364,2.53351,-31.3639 
