cyc,detuning,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
10,160,47.3759,10,14041.6,-0.179108,26.0294,12.4989,121.436,-1.68103,1588.78,493.098,-0.820623,1.37946,1.97998,-3.12309,0.0603994,-13.5648,775.15,24.9632,13644.7,97533.7,-0.735209,1.46488,2.1508,-3.03767,0.145814,189.888,789.799,25.5611,13659.4,0.0573724,0.946399,0.00343534,13766.2 
11,20,47.2359,11,12142.2,-0.0123586,22.9559,11.9629,122.257,-0.00345935,7.40766,1.36451e-11,0.431639,0.69552,-2.88657,-2.75539,0.0221109,16.1039,6242.47,24.4243,6071.97,8940.61,0.330237,0.594118,-3.08937,-2.85679,-0.0792911,0.394372,6225.08,23.7145,6054.58,0.519756,0.993378,0.00716344,11976.9 
12,200,47.4159,12,13883.3,0.00234521,25.6117,-12.1253,121.528,0.0105286,-6.8179,6.06803,-1.73449,-1.31111,0.504178,1.16529,1.04325,-51.0257,292.628,6.91381,13748.4,10111.8,-1.4132,-0.989812,1.14677,1.48658,1.36455,0.280974,347.731,9.16288,13803.5,0.0258324,0.955919,0.00122132,13461 
13,190,47.4059,13,14033.7,0.0174937,25.539,12.2759,121.34,-0.00639345,-9.87921,1.6233e-11,-2.15673,-2.98802,-2.02269,-0.75332,-0.165421,7.19571,509.998,29.3508,13689.7,10208,-2.20204,-3.03333,-2.11331,-0.79863,-0.210731,0.747153,502.227,29.0336,13681.9,0.0372018,0.908127,0.0038938,13500.1 
14,40,47.2559,14,12885.5,-0.0040588,23.3945,-12.3649,122.248,-0.00176802,6.0481,500,2.38322,-2.93025,-4.57036,-0.303705,0.68161,0.164398,5900.55,32.6711,7192.74,9417.06,2.38218,-2.93129,-4.57243,-0.30474,0.680575,0.0365114,5900.38,32.6639,7192.56,0.463381,0.990405,0.00829623,12733.3 
15,300,47.5159,15,15728.7,-0.0697565,29.7776,12.1366,121.597,0.0486174,39.7577,499.999,1.74173,-2.53962,2.06301,6.09224,2.64167,53.0092,175.269,22.3433,15974.2,11827.7,1.40795,-2.87341,1.39544,5.75846,2.30788,0.82549,118.025,20.0068,15917,0.00774482,0.771218,0.00231008,15239.2 
16,400,47.6159,16,14961.9,-0.137237,28.0944,12.1219,121.595,0.141036,-160.497,470.589,-3.92438,2.39216,0.14141,1.8523,2.48279,-38.2355,213.191,39.8267,14933.8,11823.2,-3.68362,2.63292,0.622927,2.09306,2.72355,0.858065,254.481,41.5121,14975.1,0.0175737,0.777927,0.00508051,14480.8 
17,-20,47.1959,17,13091.1,0.0407847,25.1541,11.7379,121.366,-0.0162572,-16.3795,500,-1.29494,0.834826,0.243452,1.02087,2.51986,-22.1071,310.393,19.6223,13041.1,9620.28,-1.15574,0.974028,0.521857,1.16007,2.65906,0.874532,334.267,20.5967,13065,0.0262252,0.902665,0.00289563,12746 
18,60,47.2759,18,12451.3,-0.0997618,22.3861,12.6153,122.121,-0.190049,134.47,377.564,0.426223,-0.0634389,2.67137,1.76459,2.57067,-30.8213,3806.63,32.8479,8768.3,10025.3,0.620296,0.130634,3.05951,1.95866,2.76474,0.641485,3839.91,34.2064,8801.58,0.31471,0.98465,0.00710826,12201.4 
19,80,47.2959,19,13368.8,-0.0960805,23.9803,12.5639,122.01,0.0111955,50.6977,497.692,-0.320891,-0.81804,-5.14156,0.565083,-1.01072,16.3767,2632.84,18.565,10711.5,9826.33,-0.424011,-0.92116,-5.3478,0.461963,-1.11384,0.271898,2615.15,17.8432,10693.8,0.204721,0.988201,0.00306424,12774.2 
20,310,47.5259,20,12976.7,-0.0239116,24.5284,-11.9335,121.757,-0.018762,-6.71759,2.89969e-06,-2.55287,-1.48561,-4.08471,0.282982,-0.0203129,-6.30293,168.747,19.823,12974.2,9532.78,-2.51318,-1.44592,-4.00533,0.32267,0.0193749,0.47453,175.554,20.1008,12981.1,0.0140358,0.833073,0.00284434,12507.6 
21,140,47.3559,21,13885.5,-0.104409,25.1112,12.4671,121.464,-0.0145752,35.776,330.569,-0.912603,1.75734,0.378582,1.63906,1.54959,-39.03,924.336,29.6368,13001.1,10208.2,-0.666842,2.00311,0.870105,1.88482,1.79535,0.852187,966.484,31.3571,13043.3,0.0723546,0.946273,0.00440904,13357.6 
22,360,47.5759,22,13544.3,-0.0799363,25.4908,11.8972,121.381,0.143475,49.2276,376.772,-0.621845,1.11917,-0.182805,1.85282,-2.34675,29.1929,131.056,11.2618,13341.8,10102.3,-0.805665,0.935355,-0.550444,1.669,-2.53057,0.570744,99.5311,9.97508,13310.3,0.00780984,0.850784,0.00137862,12744.3 
23,260,47.4759,23,13167.7,-0.149187,24.9237,12.1547,121.701,0.0271428,-22.9527,18.3003,0.254577,2.59456,1.26868,1.82921,-0.564921,25.668,211.497,16.8418,13206.6,9881.99,0.0929524,2.43294,0.945434,1.66758,-0.726545,0.785731,183.778,15.7104,13178.9,0.0144665,0.869868,0.00219113,12703.7 
24,280,47.4959,24,12453,-0.00596267,23.2248,12.0203,121.46,-0.00991789,-7.41963,500,-1.92757,-1.76258,2.06924,-0.0592572,-2.80764,-29.9741,208.639,17.4169,12251.6,9090.23,-1.73883,-1.57384,2.44672,0.129482,-2.6189,1.72919,241.008,18.738,12284,0.0202344,0.880235,0.00280208,11910.8 
25,380,47.5959,25,11932.7,-0.129069,22.8014,12.0215,121.472,0.1267,225.495,408.461,-2.66906,0.463604,2.47908,0.526738,-1.08247,-1.3143,66.2173,11.7624,12189.2,9853.14,-2.66079,0.47188,2.49564,0.535014,-1.07419,11.7363,67.6366,11.8204,12190.6,0.00580635,0.765794,0.00178297,11648.7 
26,-40,47.1759,26,14730.8,-0.117994,27.7245,12.0239,121.445,0.0274567,31.7377,71.3972,-4.60138,0.855008,-2.69277,-3.90909,2.57128,-29.4722,149.767,16.2062,14585.5,10880.2,-4.4158,1.04059,-2.32162,-3.72351,2.75686,0.651591,181.593,17.5052,14617.3,0.0129082,0.855654,0.00220119,14068 
27,350,47.5659,27,13015.3,-0.0820093,24.2385,12.0575,121.232,0.0861495,41.5478,19.1053,-1.10163,-3.99492,-2.29057,-1.54367,-2.49046,-27.9086,97.5603,21.9614,12896,9630.37,-0.925898,-3.81919,-1.9391,-1.36794,-2.31472,0.812952,127.698,23.1915,12926.1,0.010292,0.758829,0.00329414,12407.5 
28,340,47.5559,28,15297.9,-0.109122,27.9243,-12.3429,121.737,0.965067,-1435.63,169.028,-1.78902,-0.508012,4.86258,3.54364,0.647953,-32.565,154.749,31.7422,15187.4,56322,-1.58396,-0.302959,5.27269,3.7487,0.853006,0.33988,189.916,33.1776,15222.6,0.0129623,0.765862,0.00399881,14651.4 
29,330,47.5459,29,13651.6,-0.0782728,25.3875,-12.0302,121.322,-0.056773,17.4648,35.9427,-1.71833,-2.35664,-0.362718,2.0548,3.07678,-12.4004,151.574,28.2668,13525,9974.61,-1.64025,-2.27856,-0.206554,2.13288,3.15486,1.1777,164.965,28.8133,13538.4,0.0126639,0.765896,0.00390519,13026.4 
30,270,47.4859,30,13691.6,0.00365469,25.5778,-12.0338,121.32,-0.0107938,6.92486,5.65353e-12,-2.62186,-0.88972,-4.22723,-1.30706,-2.52036,-5.94977,247.713,24.8431,13616.3,10022.3,-2.58439,-0.852256,-4.1523,-1.26959,-2.48289,0.633882,254.139,25.1054,13622.7,0.0192592,0.852605,0.00338334,13195.7 
31,-100,47.1159,31,14409.4,-0.125707,28.0994,-11.6461,121.45,-0.0212888,38.6342,0.889731,-2.38335,-2.69489,0.150168,-0.158636,2.26813,-0.248303,187.617,47.8213,14476.7,10679.8,-2.38179,-2.69332,0.153295,-0.157072,2.2697,1.05457,187.885,47.8323,14476.9,0.0134772,0.691793,0.00604955,13941 
32,-80,47.1359,32,13709.9,-0.0551583,25.9983,11.6952,121.442,0.00762336,-18.283,431.575,-0.653499,-3.06138,-2.9595,3.21427,3.72835,-21.6432,77.56,21.1964,13565.1,9902.54,-0.517217,-2.9251,-2.68694,3.35055,3.86463,3.47432,100.932,22.1504,13588.5,0.00775808,0.722517,0.0029938,13010 
33,180,47.3959,33,12725.3,-0.0820931,23.5363,12.1437,121.546,0.0684338,20.9116,500,-2.66264,-0.428907,-1.98566,0.20385,-0.214173,-12.967,427.252,10.0268,12405.6,9350.91,-2.58099,-0.347257,-1.82236,0.2855,-0.132523,0.60363,441.255,10.5983,12419.6,0.0360505,0.959663,0.0015695,12239.9 
34,290,47.5059,34,14177,-0.146822,26.7763,12.1225,121.35,0.0606378,70.5275,0.0246145,-6.37672,-2.51577,-1.51074,-2.74294,1.01411,-6.11043,178.46,11.4734,14127.2,10705.9,-6.33825,-2.4773,-1.43379,-2.70447,1.05259,0.879526,185.059,11.7427,14133.8,0.0135951,0.900054,0.00152813,13612.1 
35,170,47.3859,35,13407.5,-0.105987,24.5354,-12.3597,121.463,-0.00250018,-1.98981,461.061,2.27411,-2.68462,-3.98682,3.53197,3.35397,-26.4841,466.949,22.0823,12986.8,9871.97,2.44088,-2.51786,-3.65329,3.69873,3.52073,2.04703,495.549,23.2496,13015.4,0.0385336,0.924125,0.0032798,12860.2 
36,390,47.6059,36,13148.7,-0.0408102,24.9296,-11.7819,121.3,0.037341,-3.91251,499.995,1.78935,1.29091,0.353242,2.75667,-0.432564,-12.3461,198.489,18.5246,12986.2,9566.23,1.86709,1.36865,0.508723,2.83441,-0.354823,0.918265,211.822,19.0687,12999.5,0.016863,0.863901,0.00269487,12561.3 
37,320,47.5359,37,13641.8,0.000444336,25.1529,12.0707,121.527,-0.0172119,2.62464,499.994,1.5615,1.35476,-0.45864,1.60959,-0.647206,13.6073,128.205,13.0797,13468.3,9885.13,1.47582,1.26908,-0.630003,1.52391,-0.732888,1.2168,113.51,12.4799,13453.7,0.00880302,0.838642,0.00170587,12894.5 
38,420,47.6359,38,14314.6,-0.0498051,26.8862,12.0144,121.511,0.0212812,39.9113,498.301,-1.8761,0.0448312,-1.61215,0.721932,-1.82595,5.88135,123.497,10.984,14285.7,10543.1,-1.91313,0.00779793,-1.68622,0.684899,-1.86298,0.646469,117.146,10.7248,14279.3,0.00856169,0.86191,0.00138164,13682.5 
39,440,47.6559,39,14971.9,-0.0134793,27.8831,11.9911,121.421,-0.000898134,-1.05081,2.03925e-11,0.180646,3.91283,2.55033,0.207049,1.37317,-52.5107,137.116,29.3453,14884.8,10884.2,0.511292,4.24347,3.21162,0.537695,1.70382,0.685379,193.822,31.6598,14941.5,0.0134709,0.777694,0.0038881,14388.2 
40,460,47.6759,40,12767.8,-0.0863636,24.4591,11.7391,121.45,0.0920028,-2.95676,111.785,-1.14032,-1.82854,2.9724,-0.480953,1.84081,-20.5891,135.755,4.70266,12736.3,9355.86,-1.01068,-1.6989,3.23169,-0.351309,1.97045,-0.509251,157.989,5.61017,12758.6,0.012867,0.941494,0.00080935,12278.6 
41,480,47.6959,41,13845.1,0.00670732,26.0358,11.8697,121.048,-0.00489965,-16.3531,1.49853e-11,-0.159338,-2.36261,2.32838,-1.15088,-0.449371,-7.47049,160.006,15.6427,13791.7,10062.8,-0.112298,-2.31557,2.42246,-1.10384,-0.402331,2.6026,168.073,15.972,13799.8,0.0126582,0.857411,0.00212753,13277.9 
42,500,47.7159,42,13795.3,0.00291638,26.1366,-11.8071,121.469,-0.00513351,-7.52136,500,-1.42489,-5.14627,2.21323,-0.20616,0.879658,-10.1627,154.527,13.9112,13721.8,10047.2,-1.3609,-5.08228,2.34122,-0.142168,0.94365,1.70936,165.502,14.3592,13732.8,0.0125269,0.868182,0.00192242,13211.7 
43,250,47.4659,43,13238.6,-0.0146588,24.3487,12.051,121.372,-0.0157612,20.5801,500,2.87937,-1.71807,-3.73199,0.633221,0.457054,-31.6367,242.112,13.2982,13035.3,9562.56,3.07858,-1.51887,-3.33357,0.832429,0.656262,-10.6899,276.276,14.6926,13069.5,0.0217672,0.914857,0.0020666,12692.3 
44,230,47.4459,44,13732.5,-0.0194785,24.8326,12.101,121.526,0.00735241,5.16636,5.70741,-1.21598,-1.56293,1.51948,1.13691,1.85077,-10.0952,274.593,22.5078,13246.7,9783.51,-1.15241,-1.49936,1.64662,1.20048,1.91434,0.219487,285.494,22.9527,13257.6,0.0221654,0.876659,0.00317908,12880.2 
45,240,47.4559,45,14211.5,-0.0671092,25.8059,-12.2571,121.424,-0.0941135,-8.87613,204.531,-2.16626,-1.17358,0.230345,1.37768,1.04225,2.34648,259.268,28.3714,14012.4,10324,-2.18104,-1.18836,0.200795,1.36291,1.02747,1.25802,256.734,28.268,14009.9,0.0189247,0.838444,0.0037031,13566.1 
46,0,47.2159,46,13350.4,-0.015191,25.9652,11.2348,122.4,-0.000786398,14.366,160.382,-3.0139,-4.34945,-3.86689,0.967687,-5.3827,-25.396,6131.2,22.3582,7185.28,9496.62,-2.85399,-4.18954,-3.54706,1.1276,-5.22279,0.75847,6158.62,23.4776,7212.71,0.473351,0.993373,0.00596037,13010.7 
47,210,47.4259,47,14518.2,-0.0298465,26.2077,12.1621,121.821,0.0160826,46.6239,314.714,-3.85635,1.00688,-5.08524,-5.05374,-1.35833,6.10563,479.025,27.7403,13897.5,10400.5,-3.8948,0.968433,-5.16213,-5.09219,-1.39678,0.645883,472.432,27.4711,13890.9,0.0345628,0.907639,0.00362979,13668.8 
48,-60,47.1559,48,14683.6,-0.0704393,27.0499,11.9032,121.461,0.0117692,32.4369,7.69888e-12,-0.245697,-1.69702,6.96813,-3.75134,-0.0594246,-15.5642,101.046,11.474,14420.6,10494,-0.147694,-1.59902,7.16413,-3.65333,0.0385792,-2.97419,117.854,12.1601,14437.4,0.00851951,0.847053,0.00154913,13833.4 
49,220,47.4359,49,13596,-0.00911675,24.5661,12.1133,121.639,-0.00997644,7.2432,500,-5.40906,0.979505,-1.62483,0.127146,1.84998,-39.8446,321.734,18.2811,13060.7,9689.4,-5.15817,1.2304,-1.12305,0.378037,2.10087,0.563341,364.761,20.0373,13103.7,0.0284674,0.912299,0.00280891,12813.3 
50,100,47.3159,50,13533.4,0.0117376,23.253,12.5848,121.546,-0.0390852,11.6697,93.9407,-1.88208,-5.19974,-1.8854,2.02899,3.2484,-1.82061,1835.9,34.5346,11416.3,9541.1,-1.87062,-5.18827,-1.86247,2.04045,3.25986,0.485654,1837.87,34.6149,11418.2,0.144883,0.968092,0.00555341,12685.2 
51,370,47.5859,51,13718.7,0.010174,25.7751,11.679,121.317,-0.013929,-7.6542,500,2.63124,1.57327,-5.23697,-1.29069,2.26993,-74.9314,47.8008,6.04604,13615.4,9802.94,3.10307,2.04509,-4.29333,-0.818865,2.74175,2.54563,128.718,9.3488,13696.3,0.00979577,0.887231,0.0012558,13140.2 
52,120,47.3359,52,12626.1,-0.0514689,22.615,12.3853,121.615,-0.00768624,46.9586,354.102,2.50705,0.12545,-0.305285,-1.67222,-2.7682,-13.4137,1291.24,6.09747,11202.1,9129.74,2.59151,0.209912,-0.13636,-1.58776,-2.68374,0.915116,1305.73,6.68871,11216.5,0.109161,0.991115,0.00109729,11961.4 
53,160,47.3759,53,14434.9,-0.0704981,26.1286,-12.3223,121.689,-0.0131279,15.3329,500,0.111464,-0.722653,3.97427,-0.212619,-0.0944735,-45.8883,808.024,40.0026,13552.7,10487.5,0.400411,-0.433706,4.55216,0.0763274,0.194473,0.0495869,857.579,42.0252,13602.3,0.0622347,0.921016,0.0056591,13779.8 
54,20,47.2359,54,12299,-0.0157662,22.7572,11.8179,122.372,-0.00439481,11.561,1.78404,0.256922,-0.518026,-6.99613,-4.67908,-0.098997,14.616,6184.7,18.9434,5987,8756.59,0.16489,-0.610058,-7.1802,-4.77111,-0.19103,0.429577,6168.92,18.2992,5971.22,0.520954,0.994836,0.00561356,11841.6 
55,200,47.4159,55,13708.8,-0.014083,25.5382,11.9768,121.597,-0.0117597,17.3609,500,1.25163,-2.57922,-1.34072,-0.0305572,-0.302796,14.9248,243.903,20.4049,13453.3,9963.62,1.15765,-2.6732,-1.52867,-0.124534,-0.396774,0.571263,227.786,19.7471,13437.2,0.0175313,0.868274,0.00269982,12993.1 
56,190,47.4059,56,14125,-0.0334967,26.1478,12.2156,121.604,0.024629,42.9755,491.793,-0.916919,-0.321291,-4.28379,0.406823,-3.31399,-3.38394,386.352,26.3493,13983.7,10432.3,-0.895611,-0.299983,-4.24118,0.428131,-3.29268,0.489096,390.006,26.4985,13987.4,0.0285134,0.893734,0.00347765,13678 
57,40,47.2559,57,12451.4,-0.0185612,22.5007,-12.2862,122.491,0.0239938,-1.80434,9.44982e-12,0.164393,1.7334,0.113642,-1.5444,1.53261,6.02304,5285.7,24.8569,7093.16,9000.74,0.126468,1.69548,0.0377909,-1.58233,1.49469,0.978674,5279.2,24.5914,7086.66,0.439511,0.991914,0.0063517,12011.5 
58,300,47.5159,58,13785.6,-0.0988228,26.0672,11.9173,121.284,-0.066271,21.2979,102.151,0.605188,-1.5463,-4.41464,-2.55881,-1.58606,-24.0472,119.289,14.8154,13735.2,10158.6,0.756607,-1.39488,-4.1118,-2.40739,-1.43464,0.521444,145.257,15.8754,13761.1,0.0109891,0.839447,0.00212062,13218.3 
59,400,47.6159,59,13324.7,-0.0714779,24.6439,12.0735,121.315,0.00761746,28.7267,316.83,1.02379,-1.20958,-9.69731,2.19116,-0.557312,47.0839,140.856,19.0363,13249.9,9692.99,0.727313,-1.50606,-10.2903,1.89468,-0.853787,-0.0261419,90.0104,16.961,13199,0.00712722,0.752016,0.00236155,12629.1 
60,-20,47.1959,60,14636,-0.103171,28.0904,11.7341,121.421,0.0114574,61.3562,206.487,4.4654,-0.326949,-5.91354,-2.40876,-3.53133,-35.8858,307.757,22.6079,14386.4,10753,4.69137,-0.100986,-5.46161,-2.18279,-3.30537,0.141174,346.51,24.1896,14425.2,0.0246619,0.891134,0.00307951,14050.4 
61,60,47.2759,61,12660.7,-0.0295218,22.6971,-12.5678,122.066,-0.0110416,25.5937,500,-2.92934,-1.6544,-2.1225,-0.314385,-1.90837,-15.4068,4041.49,26.8721,8667.15,9295.14,-2.83233,-1.55739,-1.92847,-0.217373,-1.81136,0.76896,4058.13,27.5512,8683.79,0.329722,0.988259,0.00581052,12307.7 
62,80,47.2959,62,12842.7,-0.0883283,22.8155,12.6659,121.82,-0.035148,17.3986,368.274,-3.04509,-3.79094,-4.86194,-0.032063,-0.0242238,-39.892,2649.7,26.0237,10157.8,9427.13,-2.7939,-3.53975,-4.35956,0.219126,0.226965,0.574558,2692.78,27.782,10200.9,0.217447,0.982265,0.00499192,12383.6 
63,310,47.5259,63,13894.4,-0.103654,25.5691,12.2632,121.719,0.0168223,32.2744,489.076,1.79927,0.515174,-2.09176,1.84395,-0.121343,-42.1947,147.144,17.8061,13974.8,10225,2.06496,0.780863,-1.56038,2.10963,0.144346,1.44086,192.71,19.6659,14020.3,0.0142621,0.848474,0.0025772,13512 
64,140,47.3559,64,12041.7,0.00382366,21.7661,12.3502,121.678,-0.0146193,26.5813,1.54734e-11,-0.225974,-1.56186,5.34695,0.258109,-0.469562,-5.60491,834.992,16.2461,11259.4,8763.52,-0.190682,-1.52657,5.41753,0.293401,-0.434269,-0.522029,841.045,16.4932,11265.5,0.0728605,0.966821,0.00268968,11543.2 
65,360,47.5759,65,13406.1,-0.0173789,24.6586,12.0742,121.767,0.010832,17.3241,8.57176e-12,1.0605,-3.84276,3.80079,-1.27888,-2.24641,-33.1621,158.698,6.75044,13252.8,9698.32,1.26931,-3.63395,4.21842,-1.07006,-2.0376,4.36429,194.51,8.21213,13288.6,0.0151739,0.931199,0.00113709,12818.7 
66,260,47.4759,66,13882.6,-0.108214,25.9293,12.103,121.598,0.0187612,-102.288,10.4032,2.06805,2.10638,2.38837,0.672018,5.07451,-51.6661,188.45,30.7032,13936.6,10278.4,2.39338,2.43171,3.03902,0.997346,5.39984,0.786904,244.244,32.9805,13992.4,0.0180427,0.808862,0.00432314,13537 
67,280,47.4959,67,12797.7,-0.174136,24.5933,12.1074,121.25,-0.141062,174.078,76.59,0.886645,0.94654,4.91469,0.806406,-1.80062,11.9589,193.158,26.3328,12960.1,10492.5,0.811343,0.871238,4.76408,0.731104,-1.87592,0.10143,180.243,25.8057,12947.2,0.0144424,0.799648,0.00365815,12480.1 
68,380,47.5959,68,13030.5,-0.0318518,24.787,11.9489,121.326,0.0200169,21.7416,500,5.81016,1.34762,-0.513885,-1.53135,5.604,-23.8182,77.9017,25.2956,13144.3,9655.73,5.96014,1.4976,-0.21393,-1.38138,5.75398,1.01842,103.623,26.3454,13170,0.00821414,0.692077,0.00367143,12615.2 
69,-40,47.1759,69,13016.1,-0.161546,25.3917,11.8562,121.294,-0.018434,68.1288,458,-2.96307,0.650294,3.27071,-1.78568,-0.203655,8.18356,121.838,11.8806,13237,9841.01,-3.0146,0.598764,3.16765,-1.83721,-0.255184,3.36291,113,11.5199,13228.2,0.00891186,0.848604,0.00160165,12679.7 
70,350,47.5659,70,14210.4,-0.0828638,27.4281,11.7063,121.33,-0.0255595,-58.8277,409.885,-1.02494,1.25781,-5.1991,1.21298,-2.35557,-19.3522,135.701,18.2545,14300,10501.2,-0.903082,1.37966,-4.95539,1.33484,-2.23371,0.0785275,156.6,19.1075,14320.9,0.0113796,0.824045,0.00245177,13761.5 
71,340,47.5559,71,14727.3,-0.0513926,27.1853,12.0871,121.466,-0.020841,36.7981,500,-0.971441,0.230042,-2.64236,-1.18048,0.746685,-24.0748,197.818,32.6348,14481.6,10721.7,-0.819849,0.381634,-2.33918,-1.02888,0.898278,0.195606,223.816,33.6959,14507.6,0.01598,0.791474,0.00426033,14006 
72,330,47.5459,72,13974.5,-0.102606,26.3365,-11.9615,121.693,-0.049374,-186.163,99.3625,-3.41734,-3.54598,3.31039,-2.9653,-3.13679,-25.6899,151.969,24.1444,13899.5,10554.2,-3.25558,-3.38422,3.63392,-2.80354,-2.97503,1.41368,179.711,25.2767,13927.3,0.0134007,0.802478,0.00333211,13410.6 
73,270,47.4859,73,14105,-0.15225,26.6986,12.1209,121.043,0.127128,161.973,41.0266,3.09146,0.303705,0.209101,-3.32675,-0.00234487,4.88714,198.729,27.1787,14175.3,11204.9,3.06069,0.272932,0.147555,-3.35753,-0.0331179,-0.62989,193.451,26.9633,14170,0.0141671,0.803913,0.00349299,13655 
74,-100,47.1159,74,13368.8,-0.112174,26.1263,11.7059,121.454,-0.00372843,50.4089,0.235512,-1.93588,-2.54935,-0.8658,-3.10112,2.45326,34.4383,109.564,21.8231,13579.3,9961.93,-2.15273,-2.76619,-1.2995,-3.31797,2.23641,0.821986,72.374,20.3052,13542.1,0.00559417,0.670701,0.00275446,12937.4 
75,-80,47.1359,75,13503.4,-0.0475197,26.1322,11.7451,121.291,0.0170794,48.3454,500,-0.197642,-1.16258,5.46313,-2.62572,-0.565018,-17.719,77.0751,16.9732,13703.8,10018.3,-0.08607,-1.05101,5.68628,-2.51414,-0.453446,-2.59524,96.2096,17.7542,13723,0.00732577,0.755893,0.00237757,13133 
76,180,47.3959,76,13673.1,-0.129444,25.5317,12.2309,121.291,-16.0198,-3445.57,499.266,4.02849,2.01696,-5.05619,0.0611207,0.934558,-62.1635,489.942,19.3254,13429,1.80702e+06,4.41992,2.40838,-4.27333,0.452548,1.32599,1.98612,557.071,22.0654,13496.2,0.0416395,0.935176,0.00300269,13378.4 
77,290,47.5059,77,13623.2,-0.103417,24.9559,12.3275,121.774,-0.0374966,26.4367,333.879,0.0378144,-2.27209,-0.295662,-1.04665,3.58518,5.88808,299.008,12.9867,13435.9,10047.1,0.00073875,-2.30917,-0.369813,-1.08372,3.5481,-0.729212,292.65,12.7271,13429.6,0.022424,0.929276,0.00174271,13050.8 
