cyc,time,chargetime,decoherencetime,VVA,PhaseOGain,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
10,0.08,0.82,0.88,5.2,-9,10,14155.6,0.00624439,26.4277,11.608,120.906,-0.00974444,-2.97215,3.35977,1.28426,0.448429,1.25908,0.582611,2.32633,17.5199,1240.08,32.7818,12643.4,9987.42,1.17394,0.33811,1.03844,0.472293,2.21601,0.801779,1221.16,32.0096,12624.4,0.0890102,0.95614,0.00464899,13719.4 
11,0.1,0.8,0.9,3.6,-9,11,14048.6,-0.0186538,27.0392,11.4354,120.786,-0.00442225,4.79413,500,-0.0647703,-4.02922,-2.16772,-1.7566,-3.15644,-15.7625,831.55,29.6243,13116.6,10066.3,0.0344819,-3.92997,-1.96921,-1.65735,-3.05718,0.813861,848.572,30.3191,13133.6,0.061265,0.941153,0.00423451,13850.9 
12,0.25,0.65,1.05,2.4,-9,12,13813,-0.0103927,26.1218,11.5313,120.829,-0.0103985,-7.15142,105.698,-2.50557,0.268037,-4.9623,-2.11829,-1.27257,25.3448,987.24,36.689,12607.3,9808.07,-2.66516,0.108447,-5.28148,-2.27788,-1.43216,0.542659,959.87,35.5718,12580,0.0715572,0.939097,0.00518185,13414 
13,0.11,0.79,0.91,3,-9,13,14528.1,-0.0626254,27.6236,11.665,120.879,-0.00853602,5.30718,99.5958,1.90879,-0.00705545,-2.59228,-0.941271,-1.74525,-5.71575,721.752,38.318,13761,10491.1,1.94478,0.0289351,-2.5203,-0.905281,-1.70926,0.202721,727.924,38.5699,13767.2,0.0507001,0.915143,0.00513431,14357.5 
14,0.03,0.87,0.83,2.401,-6,14,14151.5,0.014327,26.2726,11.6383,120.817,-0.0158784,-2.2348,5.9312,-2.36108,4.18948,-2.46891,-2.37031,0.592124,-5.20415,1479.3,22.2242,12288,9954.9,-2.32832,4.22225,-2.40337,-2.33754,0.624893,-0.0815831,1484.92,22.4536,12293.6,0.108741,0.97422,0.00335321,13655.6 
15,0.06,0.84,0.86,6.9,-9,15,13801.7,-0.0387953,26.4153,11.5158,120.738,-0.00590971,19.9128,76.0962,2.22057,-0.43452,-0.271244,-1.5972,-0.726591,-30.4347,1240.1,34.7021,12388.5,9906.32,2.41221,-0.242881,0.112034,-1.40556,-0.534952,0.671309,1272.97,36.0436,12421.4,0.0938065,0.952789,0.00531688,13570.1 
16,0.01,0.89,0.81,5,-6,16,13856.8,0.014739,26.2426,-11.5009,120.984,-0.00814282,-2.12149,1.66007e-10,1.37862,-3.12826,1.01295,2.18702,0.832683,-17.1945,1167.93,33.9377,12490.3,9825.58,1.48689,-3.01999,1.22949,2.29529,0.940953,0.580757,1186.5,34.6956,12508.9,0.0874336,0.951318,0.00508344,13570.3 
17,0.2,0.7,1,2.5,-9,17,12812.5,-0.0100629,24.7995,11.2683,120.976,-0.00937768,26.2205,199.7,0.547142,-0.58682,4.29301,2.05897,2.70481,-29.9471,1013.23,26.9472,11621.1,9104.95,0.73571,-0.398252,4.67014,2.24754,2.89337,0.53982,1045.57,28.2672,11653.5,0.0830974,0.954826,0.00444842,12582.5 
18,0.07,0.83,0.87,5.9,-9,18,14542,0.0270814,26.9441,11.6093,120.994,-0.0877391,-42.7361,258.972,-0.0770652,1.20337,-2.00119,-0.719881,0.318189,-13.559,1319,30.773,12833.4,10304.8,0.00831209,1.28874,-1.83043,-0.634504,0.403566,-1.39487,1333.64,31.3706,12848.1,0.0948995,0.960463,0.00447766,14053.2 
19,0.17,0.73,0.97,2.8,-9,19,13931.5,0.00104322,25.9078,11.518,120.747,-0.00137412,1.58783,6.35146e-13,-1.81654,-3.35967,2.97093,0.118413,0.910722,9.24883,791.752,24.0601,12713.1,9714.13,-1.87478,-3.4179,2.85446,0.0601756,0.852484,2.87108,781.764,23.6524,12703.2,0.0585245,0.949716,0.00341815,13357.9 
20,0.5,0.4,1.3,1.7,-9,20,14061.7,-0.0244006,26.2413,11.7452,120.742,0.0131233,7.27697,3.8265,-0.575817,0.61546,3.18055,2.10884,-0.244647,-2.33124,215.072,43.0715,13626,10036.3,-0.561137,0.630139,3.20991,2.12352,-0.229968,0.379424,217.589,43.1742,13628.5,0.015871,0.74226,0.00580181,13709.8 
21,0.02,0.88,0.82,3.001,-6,21,14585,-0.00825683,27.4314,11.3514,121.016,-0.00820748,3.65681,0.353097,0.369395,-2.22541,1.27912,-2.08271,-0.779116,-25.9716,1420.09,30.7205,12648.8,10137.6,0.532932,-2.06187,1.60619,-1.91917,-0.615579,1.65359,1448.14,31.8652,12676.8,0.103452,0.96292,0.00460907,13998.2 
22,0.05,0.85,0.85,1.85,-6,22,13393.3,0.00990185,25.5626,-11.2237,120.793,-0.00295692,-9.90373,1.40776e-10,0.510221,1.8981,3.5927,4.23888,-3.56606,16.9706,1017.81,22.9871,11916.3,9340.74,0.403362,1.79124,3.37898,4.13202,-3.67292,0.439888,999.479,22.2391,11897.9,0.0782161,0.962521,0.00343137,12778.4 
23,0.09,0.81,0.89,4.3,-9,23,13412,-0.0103592,25.7515,11.3218,120.654,-0.00459686,14.6665,500,-0.485239,0.497168,0.366839,0.602995,-2.68423,6.2459,1015.21,19.4934,12143.6,9493.17,-0.524568,0.457839,0.288181,0.563666,-2.72356,1.14867,1008.47,19.2181,12136.9,0.0774314,0.967727,0.00290839,13024 
24,0.3,0.6,1.1,2.2,-9,24,14645.1,0.000757242,27.7061,11.4186,120.851,-0.00951668,-8.15714,500,3.73439,-0.901369,6.91544,1.81709,-1.15573,-38.7878,552.14,34.4452,13706.4,10301.2,3.97862,-0.657132,7.40391,2.06133,-0.911491,0.376525,594.027,36.1549,13748.3,0.0418186,0.903741,0.00482096,14204.8 
25,0.4,0.5,1.2,2,-9,25,13861.1,0.013983,25.5908,11.591,120.76,-0.0098386,-4.74006,2.78577e-10,0.0954995,-3.2345,3.41032,4.66562,-6.31212,0.220198,192.962,15.8712,13229.7,9657.61,0.094113,-3.23589,3.40755,4.66423,-6.3135,3.463,192.724,15.8615,13229.4,0.0145016,0.874105,0.00220373,13289.9 
26,0.14,0.76,0.94,3.24,-9,26,13172,0.00716245,25.5311,11.2092,120.58,0.000272194,0.0623107,500,-0.336507,0.0599807,0.229692,-3.24366,-1.31976,10.5203,1032.6,20.8453,11948.3,9316.2,-0.40275,-0.00626276,0.0972054,-3.30991,-1.38601,1.01941,1021.24,20.3816,11937,0.0795428,0.966253,0.00313541,12838.8 
27,0.04,0.86,0.84,2.001,-6,27,13604.3,-0.0166634,26.0061,11.4327,120.833,-0.0149415,-22.8301,500,0.0681,-2.83363,3.09324,5.81378,-0.548727,-20.8688,1090,44.3825,12233.7,9689.9,0.199506,-2.70222,3.35605,5.94519,-0.417321,0.474072,1112.54,45.3024,12256.2,0.0839892,0.93348,0.00676288,13246.2 
28,0.08,0.82,0.88,5.2,-9,28,13556.6,0.0313303,26.4194,11.1975,120.681,-0.0204214,-0.409425,500,3.81608,1.01332,-5.42308,0.690865,-2.56637,-31.3169,1330.81,23.4465,12083.8,9630.51,4.01327,1.21051,-5.02869,0.888059,-2.36918,-2.91026,1364.63,24.8269,12117.6,0.102134,0.969144,0.00375996,13361.1 
29,0.1,0.8,0.9,3.6,-9,29,14761.3,0.0199557,27.8303,11.4398,120.732,-0.00396863,-20.992,315.525,-0.640625,-0.425923,1.09284,1.86738,1.49619,-12.0205,927.525,32.054,13422.5,10366.9,-0.564935,-0.350233,1.24422,1.94307,1.57188,0.676322,940.506,32.5839,13435.5,0.0660389,0.942837,0.00444761,14241.7 
30,0.25,0.65,1.05,2.4,-9,30,14851.6,-0.000516918,27.7731,11.4697,120.639,0.0150865,-32.0688,500,1.86271,0.782927,0.956889,0.593565,0.0799956,-13.4278,787.251,40.1095,13598.6,10385.6,1.94726,0.867478,1.12599,0.678116,0.164547,0.764604,801.751,40.7013,13613.1,0.0561499,0.918409,0.00547747,14278.8 
31,0.11,0.79,0.91,3,-9,31,14171.7,-0.0211114,27.0703,11.4615,120.542,0.0162105,-15.3082,1.47399e-10,1.5627,3.7635,-3.90326,-0.653957,-0.442589,-24.7579,598.969,23.9352,13388.8,10108.3,1.71859,3.91939,-3.59147,-0.498063,-0.286696,3.84641,625.705,25.0265,13415.5,0.0449919,0.934584,0.00342466,13907 
32,0.03,0.87,0.83,2.401,-6,32,13679.1,-0.00116137,26.1647,11.2766,120.893,-0.0221254,-22.5053,500,0.667088,-3.01275,-2.17153,-0.57765,-1.96209,-38.3388,1356.4,32.3482,11931.3,9621.01,0.908497,-2.77134,-1.68871,-0.336241,-1.72069,0.698901,1397.81,34.038,11972.7,0.105489,0.959127,0.00520976,13250.8 
33,0.06,0.84,0.86,6.9,-9,33,13569.5,-0.00885972,25.9555,11.3947,120.699,-0.00191447,8.26503,408.853,0.587373,0.0988997,3.71107,0.88085,1.40855,-4.90967,1306.63,21.3993,12105.3,9628.3,0.618288,0.129815,3.7729,0.911765,1.43946,0.450994,1311.93,21.6157,12110.6,0.0986308,0.971975,0.00327711,13301.5 
34,0.01,0.89,0.81,5,-6,34,13836.3,-0.0263765,26.7198,11.4327,120.779,0.00352397,12.1927,0.00378936,2.85568,3.43971,-5.87357,3.48452,0.670893,20.9843,1193.46,29.2462,12520.9,9945.75,2.72355,3.30758,-6.13783,3.35239,0.53876,2.62186,1170.8,28.3213,12498.3,0.0864435,0.959387,0.00415689,13544.1 
35,0.2,0.7,1,2.5,-9,35,13238.2,-0.010839,24.9394,11.5794,120.529,-0.0174932,15.0728,221.054,-1.29494,-0.93977,1.80743,0.975005,-0.263525,4.8013,340.182,24.2001,12656.8,9409.45,-1.32517,-0.970002,1.74696,0.944772,-0.293758,-15.9933,334.997,23.9885,12651.6,0.0260493,0.888641,0.00348063,12860.1 
36,0.07,0.83,0.87,5.9,-9,36,14005,0.044184,26.283,11.3838,120.936,-0.0156274,-17.2446,228.721,-2.04859,-0.883212,0.848397,2.34325,2.30019,17.2609,1176.55,12.7135,12419.3,9748.71,-2.15728,-0.9919,0.631023,2.23456,2.1915,0.66926,1157.91,11.9527,12400.6,0.0861891,0.982256,0.00177242,13434.5 
37,0.17,0.73,0.97,2.8,-9,37,13580.7,0.00364443,25.669,11.4806,120.717,-0.00892091,4.79479,500,-1.81756,1.21402,5.17385,-1.76513,1.53426,-28.0747,731.474,19.8033,12467.9,9594.73,-1.64078,1.3908,5.52741,-1.58835,1.71104,-0.0235712,761.791,21.0408,12498.2,0.057997,0.953893,0.0030916,13135 
38,0.5,0.4,1.3,1.7,-9,38,13999.9,-0.0014702,26.5076,11.4784,120.702,0.0103416,-13.4262,483.107,2.12861,1.97102,0.870704,0.277034,-3.65387,-12.1747,135.223,18.421,13545.3,9909.38,2.20527,2.04768,1.02403,0.353695,-3.57721,0.501317,148.37,18.9577,13558.4,0.0109327,0.817259,0.00256905,13571.2 
39,0.02,0.88,0.82,3.001,-6,39,13819.5,-0.0116158,26.2494,11.4384,120.93,0.00388711,6.07207,2.92233e-10,0.854674,3.4557,-0.901708,2.25175,-1.64524,8.84379,1412.88,33.1629,12143.4,9774.98,0.798987,3.40001,-1.01308,2.19606,-1.70092,1.27522,1403.33,32.7731,12133.8,0.104603,0.960736,0.00495085,13415.8 
40,0.05,0.85,0.85,1.85,-6,40,13864.5,0.00467507,26.0895,11.3406,120.758,-0.00736634,6.20473,1.90023,1.26736,-2.7458,-0.479446,0.0319638,-2.03868,-17.7509,1102.9,21.133,12313.3,9633.05,1.37914,-2.63403,-0.255901,0.143737,-1.92691,0.922312,1122.07,21.9154,12332.5,0.0841686,0.96695,0.00326282,13331.2 
41,0.09,0.81,0.89,4.3,-9,41,13776.6,0.00475222,26.4509,11.3416,120.974,-0.00439365,2.39558,2.42515e-10,0.839638,1.99683,3.26809,-2.11942,-2.82063,-4.69301,1118.1,21.2207,12361.9,9766.17,0.869188,2.02638,3.32719,-2.08987,-2.79108,-1.47962,1123.17,21.4276,12367,0.0840283,0.967692,0.00318155,13366.5 
42,0.3,0.6,1.1,2.2,-9,42,14096.8,0.012141,26.3106,11.5826,120.764,-0.0121756,-13.5521,4.3328e-08,1.02991,-1.90067,0.745676,-1.24145,-2.20158,0.264171,518.592,26.4458,13135.7,9925.79,1.02825,-1.90233,0.74235,-1.24311,-2.20324,1.20747,518.307,26.4342,13135.4,0.0383295,0.918061,0.00369342,13522.4 
43,0.4,0.5,1.2,2,-9,43,13528.7,-0.0276706,25.151,11.8087,120.668,-0.0137198,25.0551,364.627,-2.05125,1.9531,5.80783,-0.426423,-0.430859,-43.0448,158.789,21.4285,13250.2,9679.55,-1.78021,2.22414,6.34991,-0.155381,-0.159818,0.01987,205.272,23.3258,13296.7,0.0153543,0.834127,0.00322111,13369 
44,0.14,0.76,0.94,3.24,-9,44,12764.4,-0.00829352,24.4839,11.2127,120.887,0.0170204,-31.1123,500,-1.60533,-0.178661,5.41293,-0.777979,0.719253,29.9529,1248.68,30.1856,11121.1,8954.13,-1.79394,-0.367266,5.03572,-0.966584,0.530648,-1.06502,1216.34,28.8654,11088.7,0.0997472,0.960126,0.00477235,12194.2 
45,0.04,0.86,0.84,2.001,-6,45,13741.1,0.0436353,25.3637,11.5427,120.691,-0.0144258,-8.82037,497.165,1.5139,1.86871,-1.16398,1.24142,1.31118,-27.482,1111.58,29.1544,12152.2,9534.62,1.68695,2.04176,-0.817891,1.41447,1.48423,1.14078,1141.26,30.3657,12181.9,0.0864502,0.955509,0.0045708,13201.4 
46,0.08,0.82,0.88,5.2,-9,46,12644.6,0.0417381,24.0564,11.2205,120.605,0.147065,-314.087,39.9554,4.3319,3.41174,3.03845,-2.11921,-2.33095,-45.4268,1262.06,20.7867,11082.4,10290.7,4.61794,3.69778,3.61054,-1.83317,-2.04491,0.551385,1311.12,22.789,11131.5,0.106325,0.970481,0.00375709,12331.3 
47,0.1,0.8,0.9,3.6,-9,47,13740.1,0.0130395,25.5465,11.5826,120.863,-0.0113657,2.96534,1.29103e-10,2.37268,4.02681,1.53352,1.35533,-2.99156,-8.66143,816.712,13.3425,12524.3,9633.48,2.42722,4.08135,1.64259,1.40987,-2.93702,0.752024,826.065,13.7243,12533.7,0.0624179,0.971747,0.00201303,13234.4 
48,0.25,0.65,1.05,2.4,-9,48,14454.6,0.0129998,26.6536,11.5775,120.798,0.000598867,6.45737,499.998,1.4268,2.94522,3.70287,0.19226,-2.31045,-30.6086,1263.94,14.8314,12747.3,10045.5,1.61953,3.13795,4.08834,0.384995,-2.11772,0.425238,1296.99,16.1805,12780.4,0.0929769,0.978634,0.00232676,13949.6 
49,0.11,0.79,0.91,3,-9,49,13889.9,-0.0067195,26.0139,11.6273,120.873,-0.00198472,7.36538,134.751,-0.899427,-1.02522,2.63733,3.36598,-1.69176,-34.1403,579.381,24.8104,13003.1,9846.91,-0.684455,-0.810249,3.06728,3.58095,-1.47679,0.165761,616.248,26.3152,13040,0.0455609,0.930467,0.00370368,13525.8 
50,0.03,0.87,0.83,2.401,-6,50,12347.1,-0.00481459,24.296,11.0737,120.671,-0.0324332,-16.4464,500,-0.330382,-0.744559,0.859152,-0.802309,1.10018,-11.0381,1186.6,16.9309,11006.5,8775.71,-0.260878,-0.675055,0.998161,-0.732805,1.16969,-0.999877,1198.52,17.4175,11018.4,0.0989963,0.975199,0.00290347,12106.7 
51,0.06,0.84,0.86,6.9,-9,51,13495.9,-0.0167856,25.7362,11.4646,120.896,0.00791507,10.2896,208.735,-0.173875,2.99042,-4.14386,1.74098,-1.64964,-12.8646,1147.43,21.995,12093.7,9607.68,-0.0928705,3.07142,-3.98185,1.82198,-1.56863,-4.30947,1161.33,22.562,12107.6,0.0883281,0.967119,0.00342094,13147.9 
52,0.01,0.89,0.81,5,-6,52,13279.7,-0.0730866,25.6519,-11.2563,120.728,0.0145577,11.5337,1.35465e-11,1.47716,-1.66526,-4.16332,-1.21931,-3.57373,-30.033,1153.69,32.1876,11847,9405.08,1.66627,-1.47615,-3.7851,-1.0302,-3.38462,0.527441,1186.12,33.5113,11879.4,0.0916156,0.952887,0.00516964,12946.7 
53,0.2,0.7,1,2.5,-9,53,14489.5,-0.00227101,27.2981,11.3906,120.628,-0.00658117,1.37673,1.24813e-11,2.07448,1.26137,3.98407,0.818763,-0.721721,0.323976,561.897,20.2118,13557.8,10122.4,2.07244,1.25933,3.97999,0.816723,-0.723761,0.462507,561.547,20.1975,13557.5,0.0401579,0.940784,0.0027368,13983.5 
54,0.07,0.83,0.87,5.9,-9,54,13575.2,-0.00818215,25.6648,11.4853,120.995,0.00294316,-0.594702,2.08812e-10,-0.682271,0.703305,6.74973,-2.52335,-3.92509,-9.85534,1233.65,32.4444,12052.4,9595.73,-0.620214,0.765361,6.87385,-2.46129,-3.86303,-8.89517,1244.29,32.8788,12063,0.09436,0.955802,0.00499574,13186.7 
55,0.17,0.73,0.97,2.8,-9,55,14002.3,0.00711548,26.2727,11.5459,120.901,-0.010237,-0.200769,332.636,3.16746,4.85015,1.90278,2.52523,1.17374,-37.756,641.249,16.7179,13034.7,9874.89,3.4052,5.08789,2.37826,2.76297,1.41148,0.841932,682.022,18.3821,13075.4,0.0500503,0.954958,0.00258303,13626.7 
56,0.5,0.4,1.3,1.7,-9,56,14606.7,0.0316082,26.8472,11.6844,120.738,-0.0243401,-24.9507,1.87495,4.16248,3.43554,2.91295,1.84744,-3.17122,29.7418,98.446,27.0774,14050.3,10231.6,3.9752,3.24827,2.53839,1.66016,-3.3585,0.685201,66.3281,25.7665,14018.2,0.00475664,0.595301,0.00337451,13944.3 
57,0.02,0.88,0.82,3.001,-6,57,14259.1,0.00892657,26.877,11.4883,120.642,-0.051979,16.3087,500,1.88615,-0.817337,3.5201,2.23634,2.27325,-49.0539,1401.73,26.1286,12498,10079.2,2.19502,-0.508458,4.13786,2.54522,2.58213,0.622175,1454.7,28.2907,12551,0.104804,0.967087,0.00413505,13880.2 
58,0.05,0.85,0.85,1.85,-6,58,13446,0.0240851,25.4536,11.3672,120.758,0.0850128,-89.5195,9.32043,-0.55909,-0.984975,-2.34294,-4.38601,-1.84173,15.9047,1012.84,18.213,12116.1,9666.61,-0.659238,-1.08512,-2.54324,-4.48616,-1.94188,0.762661,995.663,17.512,12098.9,0.0767453,0.97014,0.00265917,12973.6 
59,0.09,0.81,0.89,4.3,-9,59,14329.6,-0.00982961,27.3112,-11.3048,120.894,-0.00777392,-11.3438,2.60704e-12,1.20503,2.4979,-3.78185,1.23153,0.271735,-34.4539,1228.82,31.1605,12776.5,10053.7,1.42198,2.71485,-3.34795,1.44847,0.488682,2.22814,1266.02,32.6791,12813.7,0.0907443,0.956781,0.00467601,13951.6 
60,0.3,0.6,1.1,2.2,-9,60,12683.4,0.0687635,23.5177,11.3831,120.653,-0.0411654,-19.495,203.781,-0.382246,1.8109,1.61626,4.47005,-1.50429,34.2402,186.32,9.58213,12018.2,8740.8,-0.597848,1.59529,1.18506,4.25445,-1.71989,0.748772,149.344,8.07292,11981.3,0.0124342,0.913578,0.00123966,12010.8 
61,0.4,0.5,1.2,2,-9,61,12559.5,0.0204677,23.6647,11.4301,120.386,-0.0112824,-7.91456,321.624,3.96045,3.41081,-0.678645,-0.00789531,1.05554,-4.7259,194.347,20.716,12069.4,8808.22,3.99021,3.44057,-0.61913,0.0218624,1.08529,1.07818,199.45,20.9243,12074.5,0.0164114,0.844885,0.0031821,12153.2 
62,0.14,0.76,0.94,3.24,-9,62,13458.9,0.0152822,25.2102,11.5276,120.571,-0.0105007,-6.02558,433.485,1.20832,1.53451,2.63363,-0.466008,-1.15758,37.6695,853.648,16.0346,12259.8,9462.49,0.971121,1.29731,2.15924,-0.703203,-1.39477,0.0731684,812.969,14.3743,12219.1,0.0629728,0.969987,0.00216233,12909.9 
63,0.04,0.86,0.84,2.001,-6,63,13825.7,-0.00443161,26.1446,-11.486,120.737,-0.00400282,6.29703,500,1.56084,-0.662755,2.14715,-0.399108,-1.23222,1.27564,1132.37,29.9666,12397.2,9776.45,1.55281,-0.670788,2.13109,-0.40714,-1.24025,-0.56042,1130.99,29.9104,12395.8,0.0843846,0.955766,0.00442524,13402.8 
64,0.08,0.82,0.88,5.2,-9,64,12563.6,0.0162007,24.1979,11.2019,120.553,-0.00713696,-18.7668,139.761,0.363948,-1.32739,0.0643873,-0.241932,-2.63373,2.85457,1035.49,16.2633,11303.9,8828.36,0.345974,-1.34537,0.0284384,-0.259906,-2.6517,1.00732,1032.41,16.1375,11300.8,0.0844838,0.973374,0.00262363,12220.2 
65,0.1,0.8,0.9,3.6,-9,65,13127.3,0.0052655,24.6673,11.5419,120.727,0.0136083,-22.878,1.72278e-09,1.62131,0.789218,2.77897,-1.24827,-0.467148,10.284,750.199,20.0601,12034.7,9278.29,1.55655,0.724463,2.64945,-1.31302,-0.531904,0.141333,739.094,19.6068,12023.6,0.0584614,0.955635,0.00299493,12642.4 
66,0.25,0.65,1.05,2.4,-9,66,12611.7,-0.00271525,23.3116,11.7647,120.688,-0.00633652,0.840689,24.2843,2.07651,0.0236131,-0.198367,-4.66977,0.447021,34.9294,141.458,6.68926,12240.8,8928,1.85657,-0.196328,-0.638248,-4.88971,0.227081,0.824688,103.739,5.14967,12203.1,0.00851379,0.920072,0.000776761,12184.8 
67,0.11,0.79,0.91,3,-9,67,12525,-0.0158249,23.7002,11.5559,120.621,-0.00848489,15.3613,1.10878,3.85499,3.05831,6.6816,-1.75799,0.102571,-13.6606,609.633,24.0401,11692.4,8919.86,3.94101,3.14433,6.85363,-1.67197,0.188588,0.449754,624.385,24.6422,11707.1,0.0511185,0.935396,0.00386245,12214.5 
68,0.03,0.87,0.83,2.401,-6,68,13589.8,0.0307175,25.3587,11.4016,120.619,-0.0224009,5.85156,9.80245e-11,0.275757,1.79033,3.2473,-2.22214,0.272708,-31.763,1431.85,20.1824,11720.9,9416.36,0.47576,1.99034,3.6473,-2.02214,0.472711,0.200849,1466.15,21.5824,11755.2,0.111887,0.974886,0.00337068,13103.8 
69,0.06,0.84,0.86,6.9,-9,69,12743.9,0.0248852,24.3086,11.2715,120.615,-0.00962579,-8.99277,229.386,0.928394,-0.816262,-0.891573,0.295207,-3.00597,1.9946,1185.62,20.0591,11245.2,8922.21,0.915834,-0.828822,-0.916692,0.282648,-3.01853,0.742904,1183.46,19.9712,11243.1,0.0961062,0.971315,0.00326148,12314.1 
70,0.01,0.89,0.81,5,-6,70,14619.8,-0.000189273,26.6897,-11.7486,120.799,-0.0160537,-4.33274,500,1.47722,1.36096,-0.195614,-1.80569,4.62594,-53.8123,1069.47,10.3221,13053.4,10209.9,1.81606,1.6998,0.48207,-1.46684,4.96478,0.935689,1127.58,12.6939,13111.5,0.0799248,0.98068,0.00178026,14108 
71,0.2,0.7,1,2.5,-9,71,13488.1,0.00176602,25.5464,11.4701,120.676,-0.00470143,-9.40255,0.0729463,-3.19169,-2.08788,0.452674,-3.21977,-3.07496,8.78804,839.283,16.2638,12338.5,9540.22,-3.24703,-2.14321,0.342002,-3.2751,-3.13029,1.02986,829.793,15.8765,12329,0.0636565,0.967602,0.00236653,13035.5 
72,0.07,0.83,0.87,5.9,-9,72,13320.4,0.0152444,25.1801,11.3614,120.797,0.0518425,-139.263,420.743,1.0771,1.02863,-2.86093,-3.45066,1.56499,-20.2949,1069.3,17.99,11837.4,9547.96,1.20489,1.15642,-2.60535,-3.32286,1.69279,-0.390174,1091.22,18.8846,11859.3,0.0850394,0.970605,0.00292476,12831.9 
