cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,5,10,4443.52,-0.130219,13.9713,9.16749,90.0889,-0.80868,-57.1251,0.000921414,0.333938,0.164259,-1.76985,-1.24028,-1.17499,48.9407,1064.71,17.9516,4955.13,5673.32,0.025772,-0.143907,-2.38619,-1.54845,-1.48316,0.568964,999.882,16.6804,4890.3,0.188538,0.971634,0.00624403,5303.35,1954.37,1874.76,45957.1,-0.00136565,0.137473,8.86693,8.74069,91.8564,68.4905,0.715836,9.03545,9.29821,89.4131,118.797,2.44336,-50.3066 
11,90,11,3860.79,-0.178775,12.5969,-9.20745,89.3629,-0.34135,599.376,470.923,-0.592396,0.680432,1.22799,0.80128,0.619131,2.16393,519.18,14.9291,4813.82,10436,-0.606022,0.666807,1.20074,0.787654,0.605505,0.54769,516.314,14.8729,4810.95,0.108699,0.952009,0.00566255,4749.95,1743.97,594.292,41829,-0.00168487,0.0392453,10.8292,18.7114,90.6056,76.1328,0.658503,9.37374,9.64258,89.1504,119.305,1.45526,-43.1721 
12,30,12,4040.56,-0.00839441,12.9302,9.13919,89.9157,-0.0537273,37.2372,499.895,1.62321,-0.639948,-5.09135,-0.501017,-0.849622,44.082,827.09,17.4243,4804.22,3912.01,1.34564,-0.917521,-5.64649,-0.77859,-1.12719,0.207416,768.696,16.2793,4745.82,0.155448,0.964263,0.00627919,4945.02,1774.93,1318.12,41833.3,-0.00146089,0.117323,8.15911,8.43678,91.0197,67.8718,0.665383,9.324,9.497,89.3162,117.985,1.70341,-50.1132 
13,2,13,4732.75,-0.116399,15.4288,8.97883,89.5035,-0.0120701,441.802,499.998,1.60714,-0.971383,-0.455587,-1.27212,-2.01332,58.6944,1092.2,21.9118,5360.67,4683.3,1.23756,-1.34097,-1.19475,-1.64171,-2.3829,0.775539,1014.45,20.3873,5282.91,0.179124,0.966025,0.00705869,5663.42,2308.62,1980.02,54903.5,-0.00168395,0.130803,9.21777,9.84015,89.0472,68.6923,0.777897,9.14507,9.31737,89.2686,119.155,-0.221384,-50.4628 
14,7,14,4792.91,-0.157334,14.9139,9.13968,89.6529,0.475915,-598.456,500,0.6394,-1.84997,-4.26933,-1.21144,-0.67936,36.7352,1078,19.3466,5273.4,13708.9,0.408087,-2.08129,-4.73195,-1.44275,-0.910672,0.459735,1029.33,18.3925,5224.74,0.182924,0.969679,0.00644292,5627.11,2151.55,1966.87,50948.8,-0.00135978,0.150571,7.9692,8.57483,90.0329,68.0226,0.737789,9.26056,9.47214,89.3047,118.548,0.728211,-50.5251 
15,25,15,4447.47,-0.292089,13.9008,9.33248,89.5472,-0.671173,313.853,37.7776,0.0810956,1.04371,1.29904,-0.617142,1.23561,35.3615,836.124,19.6002,5105.16,11080.5,-0.141566,0.821052,0.853715,-0.839804,1.01294,0.499681,789.282,18.6817,5058.32,0.150609,0.960226,0.00675742,5240.61,1989.42,1302.29,47400.9,-0.00128005,0.120275,7.86325,8.02754,90.7537,67.4719,0.712561,9.31617,9.37386,89.1161,117.878,1.63764,-50.4065 
16,20,16,4790.21,-0.329244,15.3396,9.21714,89.1138,0.254569,156.494,393.998,1.03644,-1.23347,2.60813,-0.206543,-1.48311,36.0037,972.509,28.5172,5464.85,5899.5,0.809739,-1.46018,2.15472,-0.433249,-1.70982,4.37314,924.815,27.582,5417.15,0.162479,0.950396,0.00929213,5691.91,2218.57,1856.83,52774.3,-0.0015157,0.154125,7.53651,7.92148,89.8961,68.0339,0.732007,9.41902,9.8099,88.7624,118.805,1.13373,-50.7715 
17,150,17,3450.03,-0.202113,11.0381,9.37467,89.8294,0.670666,-23.5252,500,-0.476705,-0.744626,0.109105,-0.134651,-0.837583,-17.9857,345.472,13.4058,4464.02,3882.19,-0.363454,-0.631375,0.335607,-0.0213998,-0.724332,1.23887,369.297,13.873,4487.85,0.0855131,0.938315,0.00566213,4318.61,1517.83,364.056,36200,-0.00180871,0.0173196,29.3716,19.3515,79.3722,82.2506,0.623826,9.27102,9.3502,89.3546,117.777,-9.98237,-35.5268 
18,40,18,4050.26,-0.0171206,12.7144,-8.97401,89.8761,-0.054659,-7.47014,499.819,0.630458,0.269291,-1.5921,-0.67923,-0.363401,16.302,736.212,20.8255,4742.87,3727.59,0.527809,0.166642,-1.7974,-0.781879,-0.466051,0.235435,714.618,20.402,4721.27,0.146759,0.952416,0.00789742,4869.34,1755.11,1054.37,41619.9,-0.00120588,0.108876,7.70303,7.91369,91.06,68.322,0.677631,9.18075,9.23085,89.4743,118.36,1.58567,-50.0376 
19,50,19,4229.98,-0.0263579,13.8058,8.83732,89.4725,-0.11987,117.013,148.041,-0.950088,-0.57802,-0.980118,-0.985119,-0.159511,26.5407,732.971,19.5725,4990.23,4428.32,-1.11721,-0.74514,-1.31436,-1.15224,-0.326631,0.717681,697.813,18.8831,4955.07,0.137955,0.954785,0.00697108,5058.27,1902.26,1191.15,45281.7,-0.00140993,0.119229,7.30452,7.79231,90.2329,67.7901,0.684977,9.28433,9.7367,89.0243,118.482,1.20864,-50.6915 
20,0.1,20,4442.36,-0.296233,14.2605,9.12224,90.1199,0.299955,73.0811,3.25342,-1.663,1.4756,-0.0149385,-0.907836,0.352491,65.815,1103.56,14.5192,4851.82,4948.4,-2.07742,1.06118,-0.843778,-1.32226,-0.0619291,0.739912,1016.37,12.8097,4764.63,0.195109,0.97842,0.00492808,5209.25,1963.97,2031.14,45924,-0.00132572,0.144725,8.99403,8.6052,90.6693,67.4442,0.726308,9.0128,9.02855,89.7355,116.907,0.933802,-49.4632 
21,10,21,4730.15,-0.0165269,15.1316,-8.94369,90.0393,0.00968372,-40.2235,0.172587,-0.0327248,-1.49436,-1.90315,0.195173,-0.154252,80.8827,1038.57,21.0661,5364.21,4418.21,-0.542022,-2.00365,-2.92175,-0.314124,-0.663549,0.546671,931.425,18.9652,5257.07,0.167593,0.965593,0.00660165,5557.65,2228.61,2023.53,52843.7,-0.00156165,0.158406,7.74242,8.31562,91.3527,67.9101,0.745442,9.34215,9.5424,89.509,118.369,1.84364,-50.459 
22,70,22,4144.09,-0.271777,13.0269,9.27589,89.9557,0.192637,-24.0953,230.828,-0.150903,0.245367,0.36317,1.98015,2.02414,-20.0035,614.205,20.3602,4965.66,4084.71,-0.0249456,0.371324,0.615084,2.10611,2.15009,0.882115,640.703,20.8798,4992.16,0.12728,0.946046,0.00764573,5033.8,1929.86,725.075,46414.1,-0.00123237,0.0789055,7.75088,7.89435,91.5344,68.6204,0.715688,9.22571,9.19354,89.5777,118.821,1.9567,-50.2002 
23,15,23,4663.74,-0.304285,15.0557,9.02052,89.1457,0.0134716,138.933,266.364,-0.502957,0.924035,-0.171734,-1.03289,0.0930402,66.3584,1018.16,20.019,5119.56,4481.99,-0.920798,0.506194,-1.00742,-1.45074,-0.324801,0.684942,930.258,18.2954,5031.66,0.173617,0.966728,0.00665344,5358.12,2074.67,2245.63,48739.1,-0.00135681,0.177927,7.36849,7.72846,89.7273,66.783,0.721316,9.24593,9.48462,88.7648,117.299,0.962432,-50.5156 
24,110,24,3565.6,-0.105375,11.4817,-8.90036,89.7584,0.256876,-0.29271,6.12737,-0.596965,0.425905,-0.171644,-0.432525,-0.660656,-12.2688,443.414,15.4437,4397.38,3329.1,-0.519712,0.503158,-0.0171377,-0.355271,-0.583403,0.982375,459.666,15.7624,4413.63,0.105825,0.943388,0.0065357,4343.66,1499.58,466.442,35644.1,-0.00162321,0.0207461,25.8097,19.2269,83.0672,78.7892,0.629718,9.01045,9.30944,89.2479,117.795,-6.18067,-39.0054 
25,1,25,5073.75,-0.353695,16.3596,9.18842,89.838,-0.0292736,250.704,116.475,0.62267,0.111524,-2.22933,-1.28458,-0.0747888,83.6988,1181.66,19.0927,5560.79,5132.3,0.0956407,-0.415505,-3.28339,-1.81161,-0.601818,0.454286,1070.78,16.9187,5449.91,0.182518,0.973093,0.00568611,5866.71,2441.5,2348.48,58153.2,-0.00150906,0.163061,7.95753,8.96264,89.0943,68.2443,0.794488,9.14181,9.44564,89.7466,118.819,-0.652302,-50.5743 
26,5,26,4727.33,-0.0267338,15.2214,9.06423,90.0945,-0.0205566,-1.6381,461.365,-0.689711,-1.02472,-2.8385,-0.538907,-1.20377,28.7694,1106.37,17.0036,5327.22,4492.49,-0.870864,-1.20587,-3.20081,-0.72006,-1.38493,0.566435,1068.26,16.2563,5289.11,0.186671,0.97406,0.00562992,5722.68,2281.44,2200.45,53937.7,-0.00162511,0.151916,8.73235,8.82654,92.2349,67.7237,0.769049,9.21898,9.26223,89.5144,118.337,2.72049,-50.6137 
27,90,27,4147.58,-0.274494,12.8074,9.45045,89.371,-0.410891,873.695,300.536,0.256925,-1.10582,-1.76956,0.260085,-1.73971,3.55838,528.464,20.6349,4945.51,15626.6,0.234518,-1.12823,-1.81437,0.237679,-1.76212,0.571326,523.75,20.5425,4940.8,0.10751,0.93577,0.00760076,4871.65,1802.51,622.656,43451.2,-0.00147875,0.0425255,9.59985,19.2728,90.5223,75.2076,0.669747,9.50706,9.52569,88.9853,118.241,1.53704,-43.0334 
28,30,28,4693.03,-0.240414,14.6881,9.27512,90.1238,0.274873,-263.023,4.05266e-06,-0.613941,-0.152202,-1.01015,-1.51173,-0.653206,29.3379,900.895,24.8209,5344.94,6788.4,-0.798674,-0.336935,-1.37962,-1.69646,-0.837939,0.726788,862.032,24.0588,5306.08,0.155844,0.953433,0.00828329,5531.38,2172.78,1515.06,51836,-0.00129578,0.135322,7.79243,7.60991,91.3414,67.5432,0.74584,9.36276,9.30699,89.6912,118.214,1.65015,-50.6709 
29,2,29,4767.46,-0.0768719,14.5171,9.28906,89.7009,0.104844,-118.313,500,-0.289614,1.25112,-1.67248,0.360863,1.25878,59.342,1184.57,24.0821,5128.34,4793.63,-0.663275,0.87746,-2.4198,-0.0127973,0.885116,-0.814898,1105.96,22.5407,5049.73,0.199282,0.965561,0.00815563,5549.72,2043.56,2036.69,48028.4,-0.00134446,0.133559,9.76593,9.36629,89.135,67.5727,0.721555,9.1611,9.42391,89.436,117.53,-0.300932,-49.9571 
30,7,30,4716.33,-0.342494,15.1633,9.31759,89.6708,0.423954,-32.7421,163.566,1.83619,-0.672312,-1.15718,-0.113722,-2.14172,52.048,1109.91,19.9155,5200.51,5051.18,1.50845,-1.00004,-1.81264,-0.441455,-2.46946,0.569969,1040.96,18.5636,5131.56,0.187333,0.969736,0.00661976,5556.73,2134.36,2195.26,50301.6,-0.00145868,0.161615,7.70818,8.76284,89.907,67.7686,0.732119,9.33057,9.41789,89.3696,117.818,0.537308,-50.0497 
31,25,31,4474.43,-0.0609336,13.9683,8.97388,89.6779,0.188476,-250.639,499.878,0.560224,-0.837338,-0.245128,0.127438,-1.68178,46.7385,914.661,23.9621,5078.4,5618.35,0.265924,-1.13164,-0.833728,-0.166861,-1.97608,0.783018,852.747,22.7481,5016.49,0.161896,0.955399,0.00828412,5267.26,1920.78,1439.84,45650.1,-0.00127929,0.12567,7.52278,8.73799,90.7176,67.135,0.690473,9.31806,9.61773,89.3547,116.822,1.36284,-49.6866 
32,20,32,4555.22,-0.0377567,15.0565,8.94749,89.1337,0.0258574,53.2437,499.999,-0.177263,2.7109,0.730387,-1.00326,1.18074,45.3031,982.137,25.6899,5319.03,4430.32,-0.462524,2.42564,0.159864,-1.28852,0.895475,0.90759,922.125,24.5132,5259.02,0.166147,0.955547,0.00851326,5550.06,2261.27,1963.38,53467.8,-0.00172198,0.159106,7.58448,7.87444,89.9736,68.5602,0.748837,9.43713,9.47015,88.738,119.513,1.23558,-50.9525 
34,40,34,4293.48,0.00199265,13.5888,9.00826,90.0142,0.0051785,2.73608,1.26366e-12,1.14214,-0.567443,1.7634,0.601326,-1.08691,47.3994,788.123,18.9795,4983.25,3985.36,0.843682,-0.865904,1.16648,0.302865,-1.38537,-17.8905,725.334,17.7484,4920.46,0.143479,0.958937,0.00660073,5055.34,1891.13,1332.31,44916.4,-0.00136805,0.129092,7.51041,7.58201,90.7626,67.8074,0.681239,9.35483,9.67124,89.6171,118.325,1.14549,-50.518 
35,50,35,4263.11,-0.0558274,13.4117,9.03087,89.3346,0.0201595,-100.254,0.426937,0.805896,0.0940643,1.77012,-0.399951,0.0618042,18.7498,756.372,16.1491,5029.42,4008.64,0.687834,-0.023998,1.534,-0.518013,-0.0562581,0.0551653,731.534,15.6621,5004.58,0.142445,0.963886,0.00573193,5135.57,1933.19,1163.44,46081.9,-0.00132075,0.113569,7.50401,8.17444,90.2762,67.9136,0.706304,9.25822,9.34071,88.9309,117.784,1.34528,-49.8706 
36,0.1,36,5229.64,-0.340499,16.2518,9.36566,90.0928,-0.427872,643.981,306.929,-1.09904,1.1875,-0.473209,0.626261,-0.430721,48.0986,1222.47,18.8298,5615.24,13924.7,-1.40191,0.884638,-1.07894,0.323397,-0.733584,0.462251,1158.76,17.5805,5551.53,0.191717,0.974136,0.00579971,6044.1,2440.68,2575.42,57908.6,-0.00156956,0.161865,8.93834,9.06712,90.877,68.0403,0.777145,9.38461,9.56367,89.7293,118.339,1.14765,-50.2988 
37,10,37,4323.79,0.00066932,13.6369,8.92533,89.8556,0.00552058,-1.49699,9.90515e-13,0.0251149,-0.388708,0.0196633,0.046451,-0.393634,66.5149,975.988,18.4722,4898.98,3962.45,-0.393712,-0.807534,-0.81799,-0.372375,-0.81246,0.744703,887.878,16.7445,4810.87,0.173365,0.968051,0.0063707,5121.44,1893.74,1731.28,44503,-0.0013457,0.145309,8.09586,7.93991,90.9367,67.3208,0.695679,9.17913,9.3565,89.3233,117.348,1.61336,-50.0272 
38,70,38,4597.17,-0.0873877,13.8458,9.20806,89.9766,-0.0343473,31.3595,494.989,-0.446039,1.20512,-2.65142,1.61614,1.46874,5.14484,685.306,24.2051,5344.56,4185.39,-0.478435,1.17272,-2.71621,1.58374,1.43634,3.7212,678.491,24.0715,5337.75,0.126214,0.941543,0.00823884,5375.71,2089.51,822.631,50574.9,-0.00157786,0.0476449,10.3659,20.1075,90.0394,75.3243,0.724479,9.4352,9.55082,89.5306,118.531,0.508837,-43.207 
39,15,39,4248.69,-0.326932,14.3207,9.0333,89.647,0.749373,-182.807,179.344,0.396312,-0.645062,-1.12484,-0.324818,0.821513,27.1026,921.436,17.6851,4918.4,8670.69,0.225654,-0.81572,-1.46616,-0.495476,0.650855,0.228681,885.534,16.9812,4882.49,0.170882,0.967531,0.00636599,5182.13,1988.94,1756.53,46881.2,-0.00148613,0.156447,7.10933,7.86552,90.1741,67.3018,0.718469,9.14374,9.30059,89.2808,117.917,0.893233,-50.6149 
40,110,40,4439.93,-0.0234616,12.9397,9.10764,89.4723,3.47546,-967.451,0.229328,-2.22525,-1.01068,-0.974612,-1.04043,-0.642729,-29.7991,491.462,23.4918,5145.76,113292,-2.03762,-0.823045,-0.599338,-0.852795,-0.455092,0.874297,530.936,24.2658,5185.23,0.104229,0.925942,0.008547,5093.94,1830.2,582.935,44105,-0.00133082,0.0389595,10.0789,21.6159,89.8056,78.6695,0.660055,9.50482,9.85796,89.1105,117.488,0.695126,-38.8184 
41,1,41,4630.92,-0.0880031,14.7265,8.97005,89.7812,0.218749,44.4194,500,2.06305,-0.973966,0.912083,-1.28414,0.044821,26.8416,1054.69,19.0776,5188.72,4616.52,1.89403,-1.14298,0.574054,-1.45315,-0.124194,3.27583,1019.13,18.3804,5153.16,0.183498,0.969404,0.00652758,5553.91,2191.81,1962.79,51840.1,-0.00142612,0.14969,7.77094,8.67647,89.283,67.6266,0.761916,9.17823,9.1122,89.665,118.419,-0.381936,-50.7921 
42,5,42,4627.86,-0.330088,14.7659,9.34293,89.9021,-0.227606,256.116,499.608,0.490803,0.132205,0.621082,0.762453,-0.417653,58.1728,1079.91,15.9512,5205.86,6388.6,0.124504,-0.234094,-0.111515,0.396154,-0.783952,0.816859,1002.85,14.4402,5128.8,0.181801,0.975421,0.0051597,5516.2,2176.85,2013.75,51428.9,-0.00155311,0.144418,8.86864,8.66732,91.8039,68.0305,0.751218,9.21332,9.27519,89.2525,117.786,2.55144,-49.7551 
43,90,43,3952.47,-0.0272359,12.1172,9.09633,89.405,-0.0463959,86.9576,499.919,0.390635,-0.777977,0.504925,1.12048,-0.30757,-10.5755,538.341,18.0163,4786.51,3719.43,0.457226,-0.711386,0.638107,1.18707,-0.240979,0.520235,552.35,18.291,4800.52,0.115632,0.945223,0.0069699,4776.81,1700.34,635.531,40652.9,-0.00145524,0.0393589,10.935,18.3771,89.6363,74.4771,0.656463,9.32259,9.46734,89.0778,117.597,0.558546,-43.1197 
44,30,44,4481.75,-0.0716721,13.7311,9.09039,89.8764,0.0504844,-96.3888,499.999,1.24612,0.782838,2.23248,-0.403197,-2.47343,10.0731,793.841,23.7181,5076.61,4221.73,1.18269,0.71941,2.10562,-0.466625,-2.53685,-1.09673,780.498,23.4565,5063.26,0.149059,0.950035,0.00846167,5236.17,1912.24,1329.77,45333.8,-0.00121709,0.122342,7.92079,8.0133,91.0025,67.2743,0.687753,9.32374,9.62514,89.4203,117.772,1.58228,-50.4976 
45,2,45,4704.08,-0.00509326,14.6231,9.12155,89.4722,0.00599172,-3.79177,1.16714e-11,0.246651,0.66611,1.45253,-1.3845,-0.286384,45.4767,1092.72,22.5908,5169.35,4342.87,-0.0397038,0.379756,0.87982,-1.67086,-0.572738,1.85943,1032.48,21.4096,5109.11,0.186756,0.964982,0.00766017,5528.5,2094.61,2031.89,49398.6,-0.00149651,0.133842,9.78699,9.15336,89.38,67.1315,0.728644,9.2181,9.46344,89.1924,117.188,0.187653,-50.0565 
46,7,46,4933.18,-0.00738704,15.6389,8.87118,89.4631,-0.00121225,10.1839,0.86076,1.97068,-0.112611,-0.279311,0.115052,1.89175,68.3767,1142.37,21.5624,5450.5,4516.71,1.54013,-0.543161,-1.14041,-0.315498,1.4612,2.13784,1051.79,19.7863,5359.92,0.182333,0.968128,0.00675427,5768.52,2352.93,2588.67,55311.5,-0.00147511,0.186681,7.60397,8.03286,89.7011,67.4485,0.778391,9.22146,9.2927,89.1647,117.797,0.536448,-50.3488 
47,25,47,4732.43,-0.0850491,14.4757,9.1088,89.353,-0.456383,941.267,0.00213115,1.13753,2.07271,-0.514806,-0.908506,-1.84496,25.4758,882.459,21.6404,5306.41,18276.6,0.977119,1.9123,-0.835634,-1.06892,-2.00538,0.181161,848.712,20.9787,5272.67,0.15463,0.958537,0.00727597,5488.66,2119.85,1694.63,50433.1,-0.00133822,0.154569,7.37227,7.25132,90.3618,67.6517,0.719177,9.4469,9.67678,89.0258,118.587,1.33601,-50.9353 
48,20,48,4469.33,-0.303591,14.266,9.21837,89.4038,-0.255493,106.06,332.247,0.254144,0.236025,1.09652,-0.696027,-1.19419,34.7477,914.974,16.9136,5099.48,5163.18,0.0353466,0.0172275,0.658929,-0.914824,-1.41298,1.40768,868.945,16.011,5053.45,0.163459,0.968762,0.00580254,5315.98,1976.61,1706.82,46666.8,-0.00135965,0.150146,7.57941,7.73252,90.4155,66.3404,0.702347,9.29754,9.53114,88.8977,116.957,1.51789,-50.6166 
49,150,49,4067.91,-0.0276729,12.11,9.19544,89.7308,-0.0641739,58.413,498.652,-0.345,0.570524,-0.47808,0.0182736,-0.105514,-41.8739,386.052,16.5521,4929.04,3747.06,-0.081331,0.834193,0.049257,0.281942,0.158155,0.960348,441.521,17.6397,4984.51,0.0914523,0.934653,0.00647681,4827.89,1722.96,422.214,41509.6,-0.00181039,0.0182563,31.7358,19.4102,78.8635,79.6289,0.643755,9.52255,9.83157,89.3928,116.743,-10.5292,-37.1145 
50,40,50,4611.03,-0.153646,14.1416,9.24065,89.7403,-0.156238,146.454,0.00123759,-1.65827,2.30456,-1.58481,-0.220025,1.27233,15.3773,775.595,25.5684,5349.22,4998.87,-1.7551,2.20773,-1.77846,-0.316852,1.1755,-2.80684,755.225,25.169,5328.85,0.138711,0.944893,0.00862551,5444.62,2088.53,1237.78,49921.5,-0.00132116,0.117644,7.58017,7.85587,90.5925,67.4133,0.716334,9.43689,9.66123,89.3014,117.683,1.29109,-50.2699 
51,50,51,4232.85,-0.186635,14.1426,8.78286,89.615,-0.271243,398.667,145.619,-0.613642,1.74246,1.28805,-1.18455,-1.60691,16.7311,764.16,20.2469,4922.27,7563.7,-0.718994,1.63711,1.07734,-1.2899,-1.71226,2.07017,741.996,19.8124,4900.1,0.146811,0.955358,0.00739304,5054.09,1935.91,1133.41,46133.1,-0.00134669,0.106459,7.74043,8.49712,90.5988,67.3605,0.708242,9.21185,9.34732,89.1451,117.534,1.45377,-50.174 
52,0.1,52,5082.44,-0.340938,16.2057,9.1981,89.99,0.627211,-596.838,126.49,-1.37394,-0.758985,0.520834,-1.9547,-0.196412,44.7959,1257.54,19.004,5406.57,17038.5,-1.656,-1.04105,-0.0433022,-2.23677,-0.47848,0.992063,1198.2,17.8405,5347.23,0.202956,0.974605,0.00610847,5903.76,2357.5,2916.81,55282.6,-0.00157069,0.181911,8.52029,8.61257,90.8122,67.6282,0.764811,9.3042,9.51788,89.6529,117.639,1.15937,-50.0106 
53,10,53,4376.14,-0.311837,14.3822,9.06808,89.6204,-0.0469091,18.848,442.395,-0.0504081,0.799466,1.47139,-0.773238,-0.676555,21.4188,969.319,16.5498,4911.24,4274.36,-0.185277,0.664598,1.20165,-0.908106,-0.811423,32.1671,940.946,15.9935,4882.87,0.179643,0.971114,0.0059975,5237.87,1953.56,2025.01,45785.8,-0.00145749,0.164369,7.42963,8.13411,90.8123,66.7618,0.701081,9.24769,9.42938,89.0616,116.772,1.75074,-50.0102 
