cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
54,70,54,12297.8,-0.11713,24.3483,12.1514,89.771,0.264767,845.929,0.0665242,0.235879,-0.972116,-0.843769,-0.257959,-1.17028,104.711,6409.86,8.40997,7286.62,16922.5,-0.423458,-1.63145,-2.16244,-0.917296,-1.82962,0.689495,6271.15,5.6902,7147.91,0.499243,0.998415,0.00146429,12561.3,4425.66,49907.9,61110.8,-0.00149659,0.605132,12.1351,10.518,90.4577,72.0749,0.629203,12.4267,11.6869,89.354,124.879,1.1037,-52.8043 
55,15,55,23827.5,-0.0155645,46.1305,12.0717,89.5365,-0.0410331,28.3465,500,1.6602,-0.75291,3.05204,1.05461,-1.09014,168.603,12439.8,14.4008,13440.8,18166,0.598553,-1.81456,0.928747,-0.00703428,-2.15179,1.37969,12216.4,10.0215,13217.4,0.512267,0.998566,0.00139474,23847.8,15601.6,191668,208879,-0.00257228,1.18072,12.2566,10.5501,90.2332,70.6055,1.1607,12.4716,11.751,89.0362,122.965,1.19702,-52.3594 
56,110,56,9695.87,-0.241059,18.9348,12.5666,89.2507,0.245977,57.3063,1.19381,1.28617,0.0380065,6.0411,1.32247,-1.14124,58.9827,5166.16,9.70875,5783.13,8204.78,0.914768,-0.333392,5.2983,0.951073,-1.51264,0.00372456,5088.03,8.17674,5704.99,0.503346,0.997196,0.00263326,10108.4,2729.64,31397.4,35761.6,-0.00125824,0.4727,12.2612,10.7121,89.8356,70.633,0.466632,12.7358,12.0802,88.6626,122.932,1.17303,-52.2985 
57,1,57,32677.5,-0.597792,62.734,12.3879,89.5784,0.839596,750.193,451.256,-0.33294,0.476626,5.38687,2.21584,1.77603,196.814,18146.3,23.3412,16980.6,45802.5,-1.57222,-0.762657,2.90831,0.976556,0.536748,-0.393715,17885.6,18.2292,16719.9,0.548653,0.99822,0.00200437,32599.1,28167.3,397336,328582,-0.00326293,1.66175,12.5052,10.8222,90.2863,70.4725,1.44796,12.4719,11.884,89.0661,122.357,1.22022,-51.8844 
58,5,58,32200.5,-0.546813,60.3977,12.6073,89.4105,0.442102,246.46,498.754,0.963089,0.329149,5.77068,3.36249,-1.61415,174.443,17393.7,28.5241,17186.8,28334.8,-0.135332,-0.769272,3.57383,2.26407,-2.71257,-0.609308,17162.6,23.9931,16955.7,0.534933,0.997559,0.00259988,32083.6,26369.1,353382,325992,-0.0031893,1.54589,12.7017,10.9472,90.0483,70.8454,1.41567,12.809,12.0124,89.004,122.977,1.04421,-52.132 
59,90,59,11362.7,-0.223575,22.0686,12.3329,88.9818,0.179003,165.597,499.381,-0.23281,0.214068,3.10271,0.370075,-1.89851,56.632,6234.98,5.45964,6381.17,9824.96,-0.589407,-0.142528,2.38952,0.0134783,-2.2551,5.09136,6159.96,3.98868,6306.15,0.526071,0.998868,0.00116379,11709.4,3643.44,46560.1,44364.5,-0.00133818,0.575217,12.1506,10.8367,89.5834,71.1703,0.524217,12.6785,11.9648,88.4886,124.009,1.09478,-52.839 
60,30,60,19438.3,-0.056295,37.3862,12.2346,89.4262,-0.0781772,189.475,3.09058e-08,-0.569109,0.164582,-0.240588,-0.817285,-1.67047,112.692,10210.3,9.97782,11075.6,15372.3,-1.2787,-0.54501,-1.65977,-1.52688,-2.38007,0.775416,10061,7.05075,10926.3,0.51133,0.998775,0.0011873,19676.2,10403.4,126315,139604,-0.00206185,0.957496,12.3223,10.5035,90.0814,71.2294,0.948159,12.5093,11.7159,88.9603,123.705,1.1211,-52.4755 
61,2,61,33118.8,-0.523433,62.7079,12.4187,89.3972,0.376115,614.37,347.414,-1.99247,-1.1212,2.86671,-4.50647,-0.776315,166.796,17602.3,28.2941,17841.9,32873.1,-3.04274,-2.17147,0.766173,-5.55674,-1.82659,1.06476,17381.3,23.9617,17621,0.528504,0.997593,0.00249871,32887.8,28692.9,372516,364715,-0.00306219,1.61041,12.565,10.7363,90.0991,70.8465,1.52923,12.5315,11.7547,88.9408,122.864,1.15831,-52.0172 
62,7,62,28154.4,-0.108147,53.5449,12.2558,89.4592,0.0640826,-177.459,1.90716e-08,1.0291,-1.21127,7.77445,-1.12036,0.571949,205.107,15080.5,19.2229,15170.6,21732.8,-0.262406,-2.50278,5.19144,-2.41186,-0.719557,8.36208,14808.8,13.8954,14898.9,0.530404,0.998361,0.00171508,27919.8,20972.8,277015,261265,-0.00252115,1.40684,12.3797,10.613,90.1214,70.9063,1.29546,12.4541,11.7987,89.0061,123.014,1.11528,-52.1077 
63,25,63,21311.5,-0.0697642,41.8937,11.9325,89.4744,0.110137,-72.1182,2.62321e-08,-0.0895087,1.88056,5.00066,2.12709,4.32012,143.846,11199,15.0896,11993.7,16531.8,-0.995271,0.974795,3.18914,1.22133,3.41436,0.591364,11008.5,11.3533,11803.1,0.514529,0.998198,0.00176878,21395.2,12695.7,155399,169097,-0.00219919,1.06347,12.1744,10.5912,90.0546,70.9249,1.06234,12.1591,11.6403,89.1311,123.263,0.923491,-52.3384 
64,25,64,20046.7,-0.417706,38.7992,12.4439,89.4899,-0.286649,-13.3041,241.285,0.465274,-0.387223,1.16184,-1.25734,-1.23753,136.244,10264.1,10.0882,11714.2,15841.3,-0.392619,-1.24512,-0.553942,-2.11524,-2.09542,0.913478,10083.6,6.54937,11533.8,0.498367,0.998865,0.00104493,20233.3,11043.1,126721,155320,-0.00210424,0.960721,12.3137,10.4807,90.2146,71.4156,0.998687,12.5396,11.7272,89.1094,124.013,1.10517,-52.5977 
65,25,65,21489.9,-0.420517,41.7353,12.3271,89.3194,1.15299,-2415.64,275.781,-0.90111,0.139687,1.92799,0.416593,3.64549,155.974,11204.9,16.6595,12356.1,107416,-1.88323,-0.842438,-0.0362555,-0.565532,2.66337,0.945406,10998.3,12.6082,12149.5,0.507071,0.997998,0.00190801,21689.8,12705,152026,172872,-0.00227761,1.05329,12.228,10.5259,89.9295,70.4367,1.05289,12.4604,11.8175,88.9346,122.949,0.994813,-52.5125 
66,25,66,20470.9,-0.162099,40.1282,12.0438,89.4918,0.819526,-772.328,0.000189187,-0.842135,-1.03603,-1.76656,-1.93429,-1.91403,158.628,10897.4,19.9801,11367.4,36337.3,-1.84097,-2.03486,-3.76424,-2.93313,-2.91287,0.72088,10687.3,15.8599,11157.3,0.521186,0.99741,0.00261169,20505.7,11827.8,150315,151837,-0.00215635,1.05652,12.109,10.436,90.1414,70.3408,1.00069,12.2789,11.651,89.0353,122.388,1.10613,-52.0476 
67,25,67,20020.3,-0.438222,38.8755,12.4646,89.5656,-0.0966505,-385.691,317.448,-0.21168,-0.710407,-1.48415,1.08202,-0.722436,155.522,10267.7,14.3514,11727.4,16987.7,-1.19096,-1.68969,-3.44272,0.10274,-1.70172,0.565442,10061.7,10.3118,11521.3,0.498092,0.99821,0.00164601,20200.5,10995.7,125318,155384,-0.00217076,0.9464,12.4049,10.6021,90.3556,71.5321,0.998754,12.5144,11.7494,89.0614,124.254,1.29419,-52.7222 
68,25,68,21629.9,-0.0334798,41.8447,12.1705,89.4803,0.128785,-111.36,5.51441e-12,0.92142,-1.23784,1.76106,0.05142,-0.30959,126.61,11350.2,8.22016,12275.6,17045.3,0.124192,-2.03506,0.166607,-0.745808,-1.10682,1.04632,11182.5,4.93159,12107.8,0.512079,0.999229,0.000749737,21837.4,12931.2,156626,174238,-0.00236094,1.06588,12.2806,10.5634,90.2322,71.332,1.06165,12.5567,11.631,89.0271,123.809,1.20506,-52.4767 
