cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
54,70,54,6902.8,-6.91155e-05,17.2694,9.53348,90.5114,0.00135838,1.29322,4.58658e-12,-0.0125773,-1.07319,0.790877,-1.87369,-0.0407718,65.3791,5588.89,6.29079,2158.95,5359.56,-0.424252,-1.48486,-0.0324721,-2.28537,-0.452446,0.993061,5502.29,4.59263,2072.34,0.751068,0.998541,0.0040658,7325.95,2814.18,60233.3,9347.63,-0.000812021,0.825867,9.66992,8.49397,90.7288,68.9331,0.316281,9.08808,9.211,89.7829,119.971,0.945863,-51.0376 
55,15,55,11821.5,-0.314961,30.5374,9.57836,90.0245,1.6207,-1483.07,470.262,0.28109,0.319964,7.30444,0.609166,-1.33484,98.25,8270.01,8.33465,4843.28,87767.4,-0.337565,-0.29869,6.06713,-0.00948875,-1.95349,-0.749515,8139.86,5.7827,4713.13,0.662455,0.998758,0.00225505,12287.4,7156.05,132235,49916,-0.0018518,1.19244,9.84812,8.79892,90.3505,69.4008,0.729981,9.40276,9.28058,89.4085,120.858,0.941983,-51.4574 
56,110,56,6078.58,-0.125861,15.2553,9.5907,90.3168,-0.0331858,226.56,338.391,0.659372,1.64736,0.775844,-0.463752,-1.07627,56.7862,5016.8,1.36265,1698.56,5007.61,0.301804,1.28979,0.0607087,-0.82132,-1.43383,1.1007,4941.58,-0.112314,1623.34,0.775744,1.00004,-0.000127466,6370.12,2281.98,49958.7,6017.03,-0.000640735,0.755821,9.59061,8.48788,90.4496,68.6154,0.255652,9.00333,8.9639,89.7929,119.755,0.656671,-51.1394 
57,1,57,15366.4,-0.0631022,38.0369,9.54426,90.3929,0.0124059,49.6238,500,-1.44938,0.103831,0.855103,1.31963,-0.0985156,118.335,10054.3,13.451,6550.32,11838,-2.1945,-0.641292,-0.635143,0.574507,-0.843639,0.830179,9897.54,10.3774,6393.57,0.637569,0.998169,0.00298101,15523.9,10999,195556,86190.1,-0.00159441,1.46144,9.84867,8.65308,90.81,69.4049,0.971019,9.31363,9.16059,89.8227,121.058,0.987318,-51.6532 
58,5,58,14074.2,-0.354597,36.3209,9.52413,90.568,1.22418,-519.604,48.8321,2.05836,-0.987156,3.8657,3.39153,2.29302,111.971,9891.19,4.8448,5540.19,31967.8,1.35331,-1.69221,2.45559,2.68648,1.58796,0.615782,9742.87,1.93645,5391.87,0.672492,0.999652,0.000661142,14487.7,9962.6,189265,65479.5,-0.00190046,1.43521,9.75606,8.78579,90.9047,69.7119,0.84503,9.21527,9.27158,90.0959,121.239,0.808862,-51.5273 
59,90,59,6609.7,0.00100446,16.508,9.58106,90.1286,-0.00534496,12.104,4.28576e-12,0.28554,-0.656111,-1.16023,0.223687,0.824737,38.3455,5570.05,5.02359,1794,5150.87,0.0440884,-0.897562,-1.64313,-0.0177649,0.583285,0.149115,5519.26,4.0276,1743.2,0.78251,0.998725,0.00423807,7053.28,2690.45,59620.5,6852.42,-0.000850337,0.812064,9.79866,8.59797,90.4331,69.3882,0.26652,9.14942,9.33386,89.0814,120.799,1.35171,-51.411 
60,30,60,10454.7,-0.285023,27.4458,9.45188,90.6677,-0.0348893,496.362,298.108,-2.19204,-1.53442,-0.129906,1.49756,2.4978,103.131,7702.09,9.40336,3903.27,9008.54,-2.84143,-2.1838,-1.42868,0.848168,1.84841,0.619762,7565.47,6.72463,3766.66,0.695348,0.998447,0.00327794,10880.1,5959.2,117575,33621.7,-0.00150131,1.15221,9.70227,8.51595,91.0132,69.6411,0.614166,9.0314,9.17384,90.0646,121.281,0.948535,-51.64 
61,2,61,14074.7,-0.0217205,36.3357,9.25404,89.8517,0.00937697,-3.55867,500,1.4135,1.48753,1.41579,0.423169,1.07228,136.929,9462.95,10.692,5950.92,10947.2,0.551298,0.625331,-0.308621,-0.439035,0.210079,1.48294,9281.57,7.13538,5769.53,0.646405,0.998656,0.00227302,14358.8,9872.68,178333,73846.4,-0.00176823,1.41781,9.68013,8.54758,90.2686,69.3892,0.902379,9.03792,9.35911,89.2641,120.514,1.00448,-51.1248 
62,7,62,13771.5,-0.0159352,34.499,9.49784,90.7325,0.0176994,-0.207626,5.12339,-0.171149,0.547827,3.22075,1.03779,-0.110434,115.676,9412.03,10.1613,5590.45,10666.7,-0.899529,-0.180553,1.76399,0.309409,-0.838814,-10.417,9258.8,7.15675,5437.22,0.659292,0.998649,0.00241881,14043.6,9308.65,172475,65516.3,-0.00173267,1.36764,9.90139,8.6696,91.0681,69.0973,0.848548,9.19479,9.24101,90.184,120.487,0.884141,-51.3894 
63,25,63,10605.7,-0.254037,27.1852,9.53389,90.0524,-0.0965914,183.984,452.811,-1.92151,1.14542,1.62994,-1.56622,-0.668163,91.0699,7775.67,9.80674,3910.28,9015.7,-2.49495,0.571976,0.483051,-2.13967,-1.24161,1.10019,7655.03,7.44128,3789.64,0.696551,0.998302,0.0036041,10989.9,6032.25,120434,32616.4,-0.00144369,1.15845,9.75547,8.58032,90.3015,68.8886,0.601732,9.14407,9.13763,89.4256,120.015,0.875892,-51.126 
