cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,5,10,15540.2,-0.418066,31.2059,12.3363,88.9482,-1.55814,602.659,191.291,-1.82189,-0.174997,-1.46551,-1.20727,-1.06421,37.7838,1830.44,40.794,15888.2,43100.4,-2.05981,-0.412911,-1.94134,-1.44519,-1.30213,0.728915,1780.38,39.8126,15838.2,0.11327,0.962341,0.00460917,15718,10646.3,3257.02,269748,-0.0026472,0.117865,12.3272,15.4309,90.2634,73.9822,1.27873,12.6508,12.3445,88.8283,121.611,1.43505,-47.6286 
11,90,11,13296.3,-0.352393,26.3134,12.4947,89.0265,-0.314317,92.7808,387.167,-1.22962,-1.06997,-2.06146,-2.6331,0.0527776,14.9545,768.74,31.1041,14497.5,11652.2,-1.32378,-1.16413,-2.24979,-2.72727,-0.0413868,0.700282,748.931,30.7157,14477.7,0.0555203,0.933034,0.00389297,13489.3,8744.97,718.174,223018,-0.00297921,0.0329006,29.845,19.0178,74.3244,84.9033,1.16891,12.6355,12.1817,88.9438,120.66,-14.6193,-35.7568 
12,30,12,16731.9,-0.388774,32.7692,12.4364,88.6301,-0.35231,1480.78,459.644,-0.191084,-0.346178,-1.14106,-1.10138,-0.273518,7.68709,1359.91,48.7746,17550.3,30249.3,-0.239488,-0.394582,-1.23787,-1.14979,-0.321922,0.629785,1349.73,48.575,17540.1,0.0804125,0.940751,0.00507556,16785,12566.6,1762.19,320870,-0.00349989,0.0530002,26.5971,20.9471,82.0497,80.1065,1.39104,12.7969,12.2126,88.5431,120.391,-6.49335,-40.2848 
13,2,13,16549.7,-0.0431641,32.536,12.2902,88.9831,0.0628729,-13.4107,500,0.318121,-2.00185,0.0771957,-1.45538,-0.248416,37.653,2043.92,44.9623,16792.1,13044.6,0.0810296,-2.23894,-0.396987,-1.69247,-0.485508,0.916121,1994.04,43.9843,16742.2,0.119209,0.962833,0.00481617,16727.2,11745,3795.49,297455,-0.00287794,0.121642,13.66,15.8904,89.1127,72.6381,1.33488,12.7825,12.3569,88.876,121.237,0.236721,-48.599 
14,7,14,16710.2,-0.0470152,32.5578,12.3811,88.7708,0.00661888,13.9823,499.999,-2.0218,-1.25302,0.179198,-0.333856,-0.132273,32.2003,1980.03,45.9736,17055.5,13125.3,-2.22456,-1.45577,-0.226316,-0.536613,-0.33503,0.952637,1937.37,45.1372,17012.8,0.114579,0.960825,0.00486358,16908.6,12010.2,3719.03,304298,-0.00279141,0.124542,13.1412,14.9549,89.7297,72.3837,1.34816,12.8928,12.295,88.5758,120.661,1.15385,-48.2772 
15,25,15,14228.6,-0.10198,28.7469,12.1012,89.0741,0.125156,257.39,1.25148e-05,-0.554386,0.0250004,0.996902,-2.39964,-0.71685,58.8997,1275.8,34.9333,15135,12373,-0.925262,-0.345875,0.255151,-2.77052,-1.08773,1.05235,1197.77,33.4035,15056.9,0.0829031,0.953467,0.00407004,14447.9,9695.45,1776.41,246438,-0.0027715,0.0742764,13.6713,17.6639,89.6577,75.8852,1.22865,12.6812,12.1685,88.9443,121.344,0.713397,-45.4585 
16,20,16,15385.9,-0.0960876,29.8652,12.3475,88.9077,0.224856,-42.5871,500,-1.34303,0.435973,-2.31277,-1.29478,-2.211,16.8953,1546.61,39.0149,15861.9,12316.1,-1.44942,0.329588,-2.52554,-1.40117,-2.31739,0.657039,1524.23,38.576,15839.6,0.0985726,0.957589,0.00446627,15463,10491.5,2152.3,266746,-0.00266138,0.0704684,18.9238,17.8123,88.0022,74.8523,1.28204,12.6828,12.0937,88.7415,120.314,-0.739302,-45.462 
17,150,17,13887.7,-0.377865,27.5956,12.4843,88.8403,0.894502,-1139.9,237.107,-1.7674,-1.17872,-1.96432,-1.59037,-0.583389,19.5411,660.689,37.2207,15259.3,44407.7,-1.89044,-1.30176,-2.21041,-1.71342,-0.706434,0.717428,634.803,36.7131,15233.4,0.0452132,0.908093,0.00441992,14040.2,9723.74,700.335,248312,-0.00294423,0.0391118,28.0526,14.203,73.4955,87.2394,1.23706,12.668,12.1139,88.8031,120.631,-15.3075,-33.3921 
18,40,18,15041,-0.382761,29.7892,12.4246,89.0918,0.0333765,246.57,362.385,-0.269701,1.26321,-1.80628,-2.03223,-1.47639,-3.33492,1145.71,44.1942,15958.7,12316.5,-0.248702,1.2842,-1.76428,-2.01123,-1.45539,0.579473,1150.13,44.2808,15963.1,0.0756782,0.936877,0.00508393,15197.6,10573.4,1306.98,269657,-0.00335599,0.0438951,28.938,20.2926,80.3422,80.9854,1.2805,12.7205,12.199,89.0172,120.886,-8.67503,-39.9001 
19,50,19,14915.7,-0.040412,28.9084,12.3576,88.9802,-0.239741,44.9982,0.348848,-1.86026,-1.13631,-1.5386,-2.91878,-1.32271,28.727,1165.18,45.4323,15764.3,11980.5,-2.04114,-1.3172,-1.90037,-3.09967,-1.50359,0.807303,1127.13,44.6861,15726.2,0.0753115,0.935121,0.0052071,14966.2,10247,1240.83,261391,-0.00315017,0.0438325,28.6875,20.3719,80.0969,81.6297,1.26294,12.6584,12.1893,88.8371,119.921,-8.74017,-38.2918 
20,0.1,20,17698.5,-0.420271,34.826,12.4073,89.1962,-0.217562,1211.93,495.068,-1.76864,-1.29044,-0.98486,0.251514,-0.364149,57.7989,2248.73,47.2988,17654.8,22649.6,-2.13258,-1.65438,-1.71275,-0.11243,-0.728093,0.729861,2172.17,45.7975,17578.2,0.123132,0.964416,0.00477642,17641,12980.4,4877.62,328286,-0.00270248,0.148002,12.7187,14.5705,90.0547,72.1253,1.40067,12.8199,12.3522,89.0834,120.641,0.971292,-48.5161 
21,10,21,15616.7,-0.43955,31.0868,12.5154,89.0587,0.516727,1.39736,481.432,-0.542517,-0.503534,0.523516,-0.0168547,-1.11242,58.5052,1764.1,45.5142,16146.9,12688.8,-0.910908,-0.871926,-0.213267,-0.385246,-1.48081,0.94478,1686.6,43.9945,16069.4,0.106561,0.956345,0.00501799,15827.6,11037,2884.24,279832,-0.00275485,0.102331,14.3911,15.201,90.1825,72.5417,1.31033,12.7257,12.1115,88.8045,120.379,1.378,-47.837 
22,70,22,13477.1,-0.00751026,26.9109,12.124,88.9319,-0.00769753,-20.1001,500,-1.00549,-1.05863,1.16902,-0.735755,0.884975,50.0899,773.022,37.8772,14784.5,10626.2,-1.32089,-1.37404,0.538212,-1.05116,0.569572,1.204,706.669,36.5762,14718.2,0.0517377,0.916945,0.00455695,13658.7,9061.03,795.033,231035,-0.00323271,0.0361779,30.0321,17.7973,76.0193,84.8041,1.18349,12.6987,12.2769,88.9012,120.89,-12.882,-36.0861 
23,15,23,16025.6,-0.0302814,31.3008,12.3326,89.1865,0.0355218,5.79057,500,-1.23028,-0.949085,-2.26801,-1.81645,-2.45179,37.7414,1711.16,41.5941,16453.3,12572.9,-1.46793,-1.18673,-2.7433,-2.0541,-2.68944,0.729497,1661.17,40.6138,16403.3,0.103204,0.95897,0.00454027,16096.1,11150.8,2780.23,283060,-0.00269881,0.0938777,14.5787,16.7987,89.5428,73.2628,1.30197,12.7363,12.4044,89.0426,119.841,0.500121,-46.5785 
24,110,24,14274,-0.382219,28.2459,12.5115,89.0977,-1.03612,1669,390.042,-0.9073,-0.966696,-2.16763,0.837565,-1.46677,19.445,725.561,38.9137,15579.5,67798.1,-1.02974,-1.08914,-2.41251,0.715126,-1.58921,0.553691,699.803,38.4086,15553.7,0.0486411,0.912368,0.00452833,14387.1,10064.9,771.239,256939,-0.00313358,0.0394101,29.1701,15.7294,74.1115,85.7164,1.24953,12.7606,12.1884,89.0289,119.75,-14.9174,-34.0337 
25,1,25,16430.8,-0.0551302,32.8866,12.0767,88.8922,0.0434289,36.4394,499.992,-0.831171,0.46204,1.43006,-1.01092,0.0907118,51.0888,2054.98,41.8581,16671.3,12980.4,-1.15286,0.140347,0.786678,-1.33261,-0.230981,1.43962,1987.31,40.5311,16603.7,0.119728,0.965539,0.00447662,16598.5,11839.8,4203.11,299407,-0.00275296,0.138166,13.0166,14.2262,89.0234,71.6296,1.3585,12.5661,12.2261,88.7888,120.487,0.234584,-48.8569 
26,5,26,15882.1,-0.230269,31.7046,12.2785,88.9951,0.410025,233.929,3.45233e-08,-0.261547,-0.99972,-4.93267,-1.39278,-0.504673,19.0023,1912.19,40.6833,16235.3,15794.9,-0.381199,-1.11937,-5.17197,-1.51243,-0.624325,0.412896,1887.02,40.1897,16210.1,0.11683,0.964068,0.00454637,16151.9,11123.5,3376.8,281707,-0.00271819,0.114051,13.6523,15.3447,90.3084,72.6192,1.31226,12.6277,12.2665,88.8175,120.893,1.49088,-48.2736 
27,90,27,15459,-0.382301,30.0326,12.6245,88.8475,0.0790582,157.153,50.5446,-1.64245,-0.343805,-0.791193,-0.0499317,-0.00952295,2.44245,878.864,46.2636,16648.7,12746.9,-1.65783,-0.359184,-0.821952,-0.0653111,-0.0249024,0.719392,875.629,46.2001,16645.4,0.0564063,0.915471,0.00508684,15523.6,11133.8,946.492,284452,-0.00319561,0.0420724,28.9971,17.7804,77.0295,86.6225,1.30121,12.8032,12.3649,88.783,121.102,-11.7535,-34.48 
28,30,28,16202.5,-0.274359,31.5014,12.4959,89.213,-0.820055,663.925,6.38107e-07,1.33018,0.760906,-1.71468,-1.633,-2.39995,8.22011,1379.03,42.5271,16929.6,30538,1.27842,0.709146,-1.8182,-1.68476,-2.45171,0.541681,1368.14,42.3135,16918.7,0.0841589,0.948655,0.00458596,16256.6,11673.9,1801.46,297443,-0.00344748,0.0526563,26.8474,20.4928,82.8472,79.1021,1.33083,12.8122,12.3653,89.0718,120.369,-6.22461,-41.2674 
29,2,29,17042.5,-0.40757,33.2355,12.5291,88.9905,0.106466,2026.6,287.948,-2.06337,-1.87402,-2.17149,-0.543389,0.495445,57.5519,2180.91,47.2304,17056.1,20579.3,-2.42576,-2.23641,-2.89627,-0.905778,0.133056,0.652358,2104.67,45.7355,16979.9,0.123463,0.963365,0.00493723,17047,12027,4097.65,304243,-0.00269906,0.123567,14.2346,15.7253,89.4522,72.4132,1.34791,12.8713,12.3053,88.8831,120.621,0.569078,-48.2075 
30,7,30,17377.9,-0.451649,34.3852,12.4673,88.7518,-0.00609544,1058.67,246.012,-2.3737,-0.36595,-0.271702,-0.964578,-2.25714,67.2799,1973.55,44.3199,17665.8,14165.4,-2.79734,-0.789594,-1.11899,-1.38822,-2.68078,0.872479,1884.42,42.5723,17576.6,0.108601,0.961968,0.00444194,17351.9,12734.8,4035.76,322659,-0.00282755,0.133511,12.514,14.8415,89.5802,72.7153,1.37592,12.8487,12.5574,88.6723,120.852,0.907914,-48.1367 
31,25,31,14160.4,-0.0393138,28.4291,12.0773,88.6345,0.0378221,26.4619,500,0.105611,-1.81099,1.01859,-0.211204,-2.78086,38.376,1296.79,34.9135,14916.6,11209.7,-0.136032,-2.05263,0.535299,-0.452848,-3.0225,1.10437,1245.96,33.9167,14865.8,0.0869604,0.954529,0.00418523,14327.9,9554.8,1719.31,242853,-0.00270901,0.0639194,16.7034,18.8309,88.0537,77.5808,1.23458,12.5847,11.9614,88.5726,122.461,-0.518891,-44.8801 
32,20,32,16795.4,-0.219027,32.3067,12.4859,89.1411,0.403637,-60.9564,0.00308015,-0.940671,-1.34577,-1.74397,-1.56693,-1.37472,41.3125,1586.06,40.6878,17230.1,13932.2,-1.2008,-1.6059,-2.26424,-1.82707,-1.63485,0.734645,1531.33,39.6147,17175.3,0.0919961,0.956689,0.00423082,16645.6,12267.4,2403.55,312279,-0.00291508,0.0715304,19.7041,18.6242,87.3481,76.9106,1.37532,12.8213,12.1619,89.0505,121.334,-1.70241,-44.4236 
34,40,34,15292.6,-0.00745932,29.6403,12.3063,88.8508,0.0106199,1.57294,2.31592e-11,-0.974269,-0.125614,-3.81969,-1.1716,-2.09043,0.327442,1246.98,44.9381,16051.8,11874.7,-0.976331,-0.127676,-3.82381,-1.17366,-2.09249,0.533339,1246.55,44.9296,16051.4,0.0810934,0.940667,0.0051298,15371.8,10497.6,1444.26,267320,-0.0032948,0.0441469,29.2587,21.6258,80.9084,80.6994,1.26576,12.7791,12.2966,88.7644,120.52,-7.85608,-39.8202 
35,50,35,15218,-0.391471,29.9221,12.5309,88.9596,0.53092,13479.7,346.349,-0.436656,-0.184056,-2.14116,-1.58891,-1.23797,18.0239,1065.67,40.5822,16264.8,245178,-0.550148,-0.297548,-2.36815,-1.7024,-1.35146,0.622287,1041.79,40.1141,16240.9,0.0679407,0.93687,0.00452927,15333.8,10777,1248.46,274862,-0.00347949,0.0411985,29.6914,20.506,79.1815,81.7669,1.27635,12.906,12.3263,88.8926,120.62,-9.71108,-38.8529 
36,0.1,36,15972.8,-0.28056,31.7067,12.3156,88.7187,0.00965979,274.483,500,-1.02169,-1.53639,-2.37965,-0.759409,-1.59901,37.675,2059.05,39.6276,16111.1,12798,-1.25892,-1.77362,-2.85411,-0.996639,-1.83624,0.672676,2009.15,38.649,16061.2,0.12446,0.967432,0.00441322,16143,11190.4,4060.78,282668,-0.00252288,0.135339,13.1096,14.0717,89.8626,72.3739,1.33047,12.5985,11.9894,88.5128,120.974,1.34979,-48.5998 
37,10,37,17037.4,-0.0574665,33.0526,12.3838,88.9104,0.0327715,21.9391,7.90611e-05,-1.70478,-1.72567,-3.2997,-0.280211,-1.03365,25.0935,1894.73,43.181,17414,13348,-1.86279,-1.88367,-3.61572,-0.438218,-1.19166,0.597898,1861.49,42.5292,17380.7,0.1085,0.961555,0.00448726,17156.5,12414.5,3240.51,315050,-0.00279347,0.107601,13.8514,16.0882,89.7002,73.0467,1.36564,12.9082,12.3802,88.6942,120.528,1.00605,-47.4815 
38,70,38,14642.5,-0.398645,29.2,12.4406,88.6752,-0.150379,307.834,15.328,-0.66525,-0.500965,-2.36168,-1.48143,-1.65892,-18.0003,948.151,36.3831,15853.3,13332.4,-0.551907,-0.387622,-2.13499,-1.36809,-1.54557,0.643466,971.995,36.8506,15877.1,0.0650431,0.937781,0.00425731,14943.9,10530,957.146,268688,-0.0033356,0.0393409,29.7183,18.4934,77.0938,85.0736,1.28247,12.6348,12.203,88.5582,121.754,-11.4644,-36.6804 
39,15,39,16314.5,-0.260351,32.2495,12.3402,88.8712,-2.33983,885.753,0.00245464,-1.3308,-2.1365,-1.54928,-3.16613,-1.57004,-19.5251,1668.53,47.8821,16904.5,80422.3,-1.20785,-2.01356,-1.30339,-3.04318,-1.4471,0.855421,1694.4,48.3892,16930.3,0.102115,0.952402,0.00523742,16593.1,11860.4,2595.36,301465,-0.00296204,0.0845533,14.8378,19.0292,89.1444,77.8938,1.34691,12.7673,12.299,88.7256,123.771,0.418896,-45.8773 
40,110,40,13152.8,-0.0212631,26.0373,12.1621,88.7357,-0.00473929,-44.7936,500,-1.03662,-0.375174,-1.84857,-0.458413,-2.57067,-32.5691,689.707,33.1757,14406.4,10315.5,-0.831545,-0.170095,-1.43842,-0.253334,-2.36559,0.715671,732.851,34.0217,14449.6,0.0544933,0.924863,0.00431853,13448.5,8660.86,680.296,220759,-0.00284726,0.0347038,30.2421,15.9813,74.3484,85.8451,1.16916,12.5077,12.2054,88.5625,120.287,-14.2141,-34.4418 
41,1,41,18098.6,-0.0439431,35.2225,12.2989,88.6922,0.122752,-13.5716,500,-1.32345,0.0620337,-4.20373,-1.07839,-2.73854,49.0884,2367.42,47.9361,18051.1,14156.3,-1.63254,-0.247063,-4.82192,-1.38749,-3.04763,0.567022,2302.4,46.661,17986,0.126993,0.965749,0.00475623,18130.1,13536.6,5188.88,342257,-0.00277061,0.15323,12.8138,14.4858,89.004,71.6928,1.42979,12.8313,12.3463,88.6381,120.744,0.365845,-49.0516 
42,5,42,15653,0.00551821,30.7471,12.2248,89.0453,0.0362862,-1.62324,5.23278e-12,-1.41593,-0.746682,-0.778532,-1.51615,-1.91678,4.66529,1871.77,43.8835,15974.6,12237.9,-1.4453,-0.776058,-0.837284,-1.54553,-1.94615,0.872177,1865.59,43.7623,15968.5,0.117201,0.960568,0.00502302,15917.8,10699.8,3278.51,270816,-0.00262046,0.116456,13.6456,14.4782,90.2286,72.7269,1.28115,12.6995,12.3033,88.8535,121.175,1.37509,-48.4479 
43,90,43,13470.7,-0.388424,27.1278,12.4278,88.6121,0.550435,-2135.57,284.416,-1.98647,-2.25112,-1.29858,-1.42577,-1.29617,12.3655,773.495,34.6678,14804.8,49241.1,-2.06433,-2.32898,-1.4543,-1.50363,-1.37403,0.833323,757.114,34.3467,14788.4,0.0549793,0.92645,0.00426014,13770.9,9154.86,740.998,233370,-0.00324874,0.0329779,31.5348,18.1249,75.3725,84.4602,1.19114,12.6885,12.2477,88.4823,120.565,-13.1097,-36.1053 
44,30,44,15932.6,-0.416486,31.2826,12.5728,88.795,0.301625,491.372,0.864562,-0.19602,-0.0551189,-3.20676,1.42791,-0.353383,31.7454,1387.89,46.4607,16767.3,17628.2,-0.395912,-0.255011,-3.60655,1.22802,-0.553276,-0.00664844,1345.84,45.6362,16725.3,0.0837793,0.943983,0.00500119,16064.1,11660.2,1797.21,297055,-0.00351569,0.0520335,27.2065,19.8826,83.1812,78.5946,1.34195,12.7691,12.2069,88.6008,121.033,-5.41968,-42.4386 
45,2,45,16166.8,-0.403522,31.878,12.4515,89.3321,0.752718,42.9658,44.1747,-0.689053,-0.262587,-0.536883,-0.400639,0.707873,35.7929,1995.25,41.4731,16277.4,13974.1,-0.914432,-0.487965,-0.98764,-0.626018,0.482495,0.610177,1947.84,40.5434,16229.9,0.120013,0.964855,0.00458062,16230.2,11295.4,3695.74,285707,-0.00263278,0.120739,14.296,14.8584,89.6752,72.1553,1.32482,12.6559,12.1655,89.2282,120.384,0.446961,-48.2283 
46,7,46,16536.4,-0.218777,32.0701,12.5545,88.7814,9.19832,-1299.89,332.059,-1.33108,-1.54205,-2.19253,-1.01451,-2.19082,26.9984,1905.07,42.8013,16869.9,402341,-1.50108,-1.71205,-2.53253,-1.18451,-2.36082,0.727421,1869.3,42.1,16834.2,0.112046,0.962081,0.00458573,16683.4,11875,3422.01,300998,-0.00267409,0.117837,13.2433,15.191,89.8915,72.4049,1.34954,12.8191,12.1932,88.6748,120.391,1.21669,-47.9858 
47,25,47,14979.9,-0.0622894,29.9942,12.1115,88.9068,-0.0118773,66.2637,0.488266,-1.03797,-1.27553,-0.392129,-1.1269,-2.52911,30.9958,1430.61,39.0364,15778.3,11851.5,-1.23314,-1.4707,-0.782474,-1.32207,-2.72428,0.896123,1389.55,38.2313,15737.2,0.0911881,0.954063,0.00445519,15238.3,10751.9,1889.84,273482,-0.00337269,0.0568749,23.9803,19.6755,85.0703,78.137,1.31068,12.5788,11.9548,88.7512,121.211,-3.68089,-43.0744 
48,20,48,15976.9,-0.214929,31.5092,12.3509,88.8977,0.582037,-104.819,2.47981e-08,-2.45272,-2.24428,-1.80366,-1.72713,-2.02333,49.6191,1595.68,42.8984,16627.7,14654.6,-2.76516,-2.55672,-2.42853,-2.03957,-2.33577,0.799721,1529.95,41.6096,16561.9,0.0950016,0.954568,0.00460672,16104.5,11606.3,2413.18,295038,-0.00297423,0.0818869,15.3915,18.1528,88.6404,75.1307,1.33733,12.8371,12.1452,88.8386,120.601,-0.198161,-45.4703 
49,150,49,13731.5,-0.379945,27.4849,12.4197,88.7996,0.508168,-247.93,226.678,-1.35139,0.729882,1.37728,-0.536563,-0.85642,28.9093,549.251,39.9124,15258.2,15213.6,-1.53343,0.547848,1.01321,-0.718598,-1.03845,1.58586,510.956,39.1615,15219.9,0.0367477,0.881736,0.00471748,13904.4,9565.15,648.35,244164,-0.00306103,0.039509,-28.6461,-12.7476,73.0059,88.3158,1.2136,12.7527,12.3074,88.7656,121.083,-15.7597,-32.7673 
50,40,50,14779.3,-0.405793,29.6225,12.3908,89.0044,-0.300268,511.199,172.654,-1.84492,-0.726963,-2.92335,0.0331451,-0.688509,45.7011,1208.12,38.8801,15777.7,16945.4,-2.13269,-1.01473,-3.49889,-0.254622,-0.976276,0.555821,1147.58,37.6931,15717.2,0.0766139,0.945644,0.00439832,14978.7,10514.4,1417.78,267635,-0.00353324,0.045546,28.3865,20.2305,81.9408,79.6388,1.2817,12.7494,12.0703,88.8851,120.755,-6.94431,-41.1163 
51,50,51,15573.7,-0.345712,29.8193,12.6592,89.0242,-0.12572,22.6103,267.961,0.18354,-0.632204,-2.36301,-0.950551,-1.94704,-2.22743,1175.5,46.6165,16388,12381.1,0.197566,-0.618179,-2.33496,-0.936526,-1.93301,0.584905,1178.45,46.6743,16391,0.0755294,0.935181,0.00521814,15602.5,10743.4,1193.94,273963,-0.00311427,0.0428691,29.6262,20.6363,80.1266,82.2382,1.27653,12.8018,12.3553,88.9183,120.484,-8.79173,-38.246 
52,0.1,52,16411.7,-0.370725,33.2071,11.9865,88.928,-0.34665,819.373,430.772,-1.05093,0.125327,1.14888,1.66771,-0.0961384,11.0099,2153.96,43.5438,16358.7,22203.7,-1.12026,0.0560007,1.01023,1.59839,-0.165465,0.267362,2139.37,43.2578,16344.1,0.129485,0.965825,0.00485183,16522.2,11503,4757.16,289932,-0.00236157,0.158399,12.0892,13.0801,90.2119,70.8497,1.3416,12.6,12.0878,88.754,120.343,1.45788,-49.493 
53,10,53,14829,-0.0296911,29.7351,12.0907,89.0414,-0.0150023,5.84807,500,-0.122951,1.37415,-1.43228,0.604106,-0.983323,46.1414,1649.31,36.318,15356.9,11706.4,-0.413491,1.08361,-2.01336,0.313566,-1.27386,0.125971,1588.19,35.1195,15295.8,0.105538,0.962744,0.00421171,15048.4,10249.1,2625.51,259808,-0.00257315,0.0990895,13.7332,15.1741,90.2305,74.0517,1.28123,12.5109,11.9697,88.9011,122.459,1.32933,-48.4068 
