cyc,time,charge time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,0.06,0.64,0,10,10691.2,-0.0204637,20.8367,12.4603,89.7457,0.0215449,-76.2074,500,-0.755317,0.526801,-2.4491,-0.0144081,-3.06431,-17.772,371.525,21.6005,11920.3,8505.36,-0.643411,0.638706,-2.22529,0.0974973,-2.95241,0.562373,394.144,22.0621,11942.9,0.036147,0.910784,0.00339137,10903.9,5785.75,459.904,145948,0.0176971,-0.0274668,-110.405,-36.9752,111.489,32.014,-6.88346e+06,23.3818,14.1161,105.529,248.41,5.96006,-216.396 
11,0.12,0.58,0,11,10520,-0.0194221,20.3283,12.5208,89.9132,-0.0127894,4.44388,495.545,0.0685319,-1.61079,-5.48112,-2.09851,0.747931,-15.6573,330.749,25.6536,11618.1,8287.52,0.167122,-1.5122,-5.28394,-1.99992,0.846521,0.321041,350.677,26.0603,11638,0.0331073,0.884917,0.00410797,10592.1,5670.05,494.178,142621,0.0185179,-0.0260807,-134.967,-43.0088,107.658,32.8814,-7.63231e+06,32.5631,14.3904,104.302,249.86,3.35629,-216.979 
12,0.02,0.68,3,12,9437.73,-0.293568,18.3565,12.9814,89.8944,-0.182616,87.9464,66.6396,-1.1198,-3.2909,-1.3289,-1.34369,0.0353481,-15.7817,1476.5,21.226,9365.4,8280.04,-1.02043,-3.19153,-1.13015,-1.24432,0.134721,0.824829,1496.58,21.6359,9385.48,0.153404,0.975325,0.00422856,9755.81,3618.92,2104.11,88123.3,0.0143501,-0.0206919,-140.602,-32.2793,142.396,28.322,-5.78308e+06,29.1193,14.6244,107.394,249.827,35.0027,-221.505 
13,0.06,0.64,3,13,9423.95,-0.310726,18.2752,13.2497,89.9305,-0.226139,168.638,7.56198e-12,-0.151493,-2.71107,-2.13623,-1.50859,0.75559,1.01057,1465.41,18.7265,9498.18,9123.93,-0.157856,-2.71743,-2.14896,-1.51495,0.749226,0.628848,1464.12,18.7002,9496.9,0.149075,0.978137,0.00361416,9821.39,3649.67,2120.96,89025.2,0.00983439,-0.0145893,-5.31499,-24.3875,106.739,28.6537,-1.88404e+06,5.20612,12.2277,100.063,239.195,6.67528,-210.541 
14,0.12,0.58,3,14,9745.19,-0.344332,19.1809,13.0717,89.8466,0.00930272,408.794,87.4259,-3.44151,0.264604,-3.09222,-0.546049,-2.25313,-15.3619,1430.1,23.237,9851.16,8285.82,-3.34478,0.361333,-2.89876,-0.44932,-2.1564,0.658484,1449.65,23.636,9870.71,0.143022,0.972258,0.00439167,10135.9,3972.37,2040.47,97276.9,0.0159268,-0.0194782,-149.933,-46.8209,121.329,23.6278,-1.19664e+07,56.9168,16.9967,107.37,261.54,13.9597,-237.912 
15,0.02,0.68,0,15,10478.6,-0.297896,20.7526,12.5957,89.9003,0.133227,152.836,33.1067,-2.14304,-1.09125,-0.464332,-0.560113,-1.08372,-43.9263,325.486,24.4973,11613.9,9172.05,-1.86645,-0.814659,0.0888529,-0.283521,-0.807127,1.02413,381.392,25.6382,11669.8,0.0358086,0.894743,0.00403073,10650.8,5647.32,424.098,142486,0.0181223,-0.0264265,-123.497,-40.567,110.321,34.2218,-9.88579e+06,26.9677,14.2502,109.894,249.365,0.426876,-215.144 
16,0.06,0.64,0,16,9658.06,-0.315497,19.8595,12.3651,89.8281,0.410629,75.1857,117.817,-2.5051,1.47332,-0.660427,-0.481409,-0.479717,-35.4697,166.312,26.0401,11068.9,8999,-2.28175,1.69667,-0.213741,-0.258065,-0.256374,0.837245,211.455,26.9614,11114.1,0.0211627,0.817573,0.00444884,9991.85,5148.65,395.175,129544,0.0101617,-0.0208198,-8.74796,-17.4179,108.433,40.5436,-119658,5.10944,10.5859,100.006,230.429,8.42715,-189.885 
17,0.12,0.58,0,17,11167.8,-0.291333,21.5871,12.7678,89.712,0.129401,179.799,149.535,-1.62181,-1.11871,1.54885,-0.50742,-1.17524,-58.4703,364.604,30.9166,12275,9729.68,-1.25364,-0.750539,2.2852,-0.139248,-0.807066,4.43488,439.021,32.4354,12349.4,0.038829,0.885511,0.00481493,11306.5,6130.59,470.244,155036,0.0199466,-0.027198,-156.778,-42.7966,102.446,33.4409,-1.04366e+07,34.3439,14.9124,102.183,252.233,0.262383,-218.792 
18,0.02,0.68,3,18,9477.15,-0.111457,18.6868,12.8828,89.7966,-0.360502,35.25,489.453,0.745487,-3.4093,-2.14946,-0.196276,-1.66336,32.6071,1410.76,27.4161,9696.36,8250.51,0.540169,-3.61462,-2.5601,-0.401594,-1.86868,0.676134,1369.26,26.5691,9654.86,0.138792,0.967158,0.00504371,9865.53,3825.34,2141.09,92990.6,0.00992213,-0.0139433,-8.62951,-21.3383,108.318,40.3136,-120175,5.15682,10.2404,99.974,230.625,8.34426,-190.312 
19,0.06,0.64,3,19,9151.63,-0.335994,18.3226,12.9288,89.9715,0.213573,-115.304,355.285,-4.21138,-3.23254,-4.78748,-0.724616,-0.581512,41.4591,1415.08,20.9835,9286.84,8513.19,-4.47244,-3.4936,-5.3096,-0.985673,-0.842569,0.648461,1362.31,19.9067,9234.08,0.143578,0.975066,0.00395548,9488.3,3560.14,2054.42,86847,0.0137678,-0.0185731,-124.945,-40.3851,124.274,19.2029,-6.36947e+06,29.6019,14.9646,110.834,251.712,13.4401,-232.509 
20,0.12,0.58,3,20,10695.1,-0.321469,20.6877,12.9917,89.6781,0.615186,-466.409,444.939,0.323194,-0.788927,0.105794,-2.18216,0.028601,44.9824,1516.46,27.4887,10652.5,18089.8,0.0399514,-1.07217,-0.460691,-2.4654,-0.254641,0.890649,1459.21,26.3203,10595.3,0.135325,0.969401,0.00455523,10783.1,4527.34,2410.16,111103,0.0165611,-0.0207341,-117.495,-43.4367,125.47,27.9351,-7.32518e+06,28.6056,15.5622,100.778,254.436,24.6924,-226.501 
21,0.02,0.68,0,21,10305.7,-0.0222319,20.2819,12.4335,89.8308,-0.00557944,5.38163,1.15349e-11,-1.03049,-1.88435,-3.90774,-1.14882,-2.76945,-4.46759,398.663,29.244,11453,8210.08,-1.00236,-1.85622,-3.85148,-1.12069,-2.74132,0.635693,404.349,29.36,11458.7,0.0385534,0.887257,0.00469775,10488,5437.61,466.481,137094,0.0108859,-0.019681,-10.7955,-18.3402,109.944,33.919,-183194,5.10295,10.69,100.039,230.662,9.90486,-196.743 
22,0.06,0.64,0,22,9443.36,-0.301991,18.8393,12.7058,89.735,-2.45037,729.671,421.762,-2.50721,-2.75206,1.53625,-0.337355,-2.61457,20.3951,385.349,25.7075,10591.8,65996.4,-2.63563,-2.88048,1.27941,-0.465778,-2.743,1.17184,359.391,25.1777,10565.9,0.0372142,0.89079,0.00437042,9657.37,4684.75,425.98,117914,0.0157978,-0.0222011,-119.925,-42.4875,105.941,30.6733,-6.11166e+06,24.3951,14.0987,99.6655,248.475,6.27593,-217.802 
23,0.12,0.58,0,23,10488.3,-0.0739349,20.3386,12.6677,89.895,-0.196383,445.295,500,-3.11173,-1.34327,-1.25765,-1.08879,-3.7597,-9.75748,406.759,27.5149,11700.6,11233.9,-3.05029,-1.28183,-1.13477,-1.02735,-3.69826,0.888666,419.178,27.7683,11713.1,0.0390781,0.896115,0.00434811,10726.7,5610.88,457.122,141523,0.0180604,-0.026072,-138.737,-37.3394,112.748,35.9699,-8.5201e+06,25.5714,14.4693,110.316,249.172,2.43241,-213.202 
24,0.02,0.68,3,24,8747.95,-0.308096,17.5407,12.8249,89.913,-0.633583,215.397,397.48,-0.883534,-2.52748,-4.01328,0.0155128,-1.63174,-0.397253,1328.82,17.7132,8946.15,11765.7,-0.881032,-2.52498,-4.00827,0.0180142,-1.62924,0.555895,1329.33,17.7235,8946.65,0.144455,0.9772,0.00363599,9202.39,3343.27,1774,81742,0.0134798,-0.0180049,-122.769,-40.9267,123.845,23.4051,-1.00056e+07,43.4061,15.7636,106.079,256.468,17.7669,-233.063 
25,0.06,0.64,3,25,10582.7,-0.314635,20.2588,13.108,89.7737,-0.543105,253.283,292.26,-2.93792,0.167725,-2.36894,-2.20692,-2.48101,9.86915,1502.83,24.9414,10530,13122.6,-3.00006,0.105581,-2.49323,-2.26906,-2.54315,0.755564,1490.27,24.685,10517.4,0.138686,0.971829,0.00430492,10745.6,4367.58,2270.65,107681,0.0156946,-0.0231419,-124.548,-29.5526,124.877,27.9941,-7.3827e+06,32.7977,14.7788,111.671,251.738,13.2054,-223.744 
26,0.12,0.58,3,26,10758.4,-0.0198706,20.5527,12.7107,89.9407,0.0142035,12.0123,7.33575e-13,0.929566,0.222455,1.00232,0.095009,2.72749,37.9912,1465.81,27.4137,10828.5,8509.79,0.690346,-0.0167653,0.523878,-0.144212,2.48827,0.852075,1417.46,26.4269,10780.1,0.129995,0.968404,0.00449552,10904,4571.73,2304.42,112623,0.0112568,-0.0187169,-9.73262,-18.4238,108.943,39.6184,-158019,5.14397,10.5722,100.059,230.889,8.88392,-191.27 
27,0.02,0.68,0,27,10012.6,-0.0807625,19.363,12.5684,89.7047,0.125811,-18.616,500,-1.62329,-0.159095,-1.744,-0.01997,0.67647,-10.0159,414.076,27.5164,11145.2,7998.47,-1.56022,-0.0960274,-1.61786,0.0430977,0.739538,0.350641,426.823,27.7766,11158,0.0416582,0.897758,0.00456479,10245.8,5062.08,433.214,127251,0.0171391,-0.0246572,-137.439,-37.385,100.939,32.4084,-1.43119e+07,51.3279,17.8261,103.838,265.723,-2.89923,-233.315 
28,0.06,0.64,0,28,10453.6,-0.110055,20.1764,12.6295,89.6594,-0.83123,99.9688,499.998,-0.299129,0.40829,-0.367052,2.39907,-0.76707,-46.8265,397.727,27.6706,11679.8,11000.2,-0.00427443,0.703144,0.222656,2.69392,-0.472216,0.929163,457.324,28.8869,11739.4,0.042392,0.900464,0.00451238,10788,5494.57,510.797,137869,0.0144911,-1.08938,34.8338,-465.544,109.553,-2149.09,-1.15113e+07,548.162,160.416,59.5159,895.225,50.037,-3044.31 
29,0.12,0.58,0,29,10275,-0.138526,20.1475,12.5744,89.7737,0.0241443,-33.4711,473.076,-1.80747,1.04294,-3.66121,1.00069,-2.07637,-38.4965,402.413,27.9939,11388.6,8273.43,-1.56507,1.28534,-3.17641,1.24309,-1.83396,0.215123,451.409,28.9938,11437.6,0.0429239,0.898956,0.00464795,10516.5,5466.77,534.224,137270,0.0180354,-0.0221816,-129.099,-49.2045,101.047,36.3279,-1.39464e+07,42.342,15.0435,113.769,253.239,-12.722,-216.911 
30,0.02,0.68,3,30,9881.87,-0.359513,19.7188,12.9531,90.0204,-1.93767,-14.7765,140.149,-0.893789,1.86966,0.827583,-1.2138,1.07023,0.341437,1511.47,26.8348,9941.7,9246.79,-0.895939,1.86751,0.823283,-1.21595,1.06808,0.50013,1511.03,26.8259,9941.27,0.147284,0.969868,0.00494622,10259.3,3968.5,2329.72,97262.4,0.0107198,-0.0183653,-21.4395,-27.4414,114.379,8.18077,-535730,5.68167,11.7271,100.013,236.06,14.3664,-227.879 
31,0.06,0.64,3,31,10334.2,-0.190224,19.6522,13.0034,89.6537,0.209218,25.4023,2.19011e-08,0.450819,1.46844,1.10997,-0.957477,-2.73386,43.466,1543.18,23.5805,10240.8,8491.85,0.177125,1.19474,0.562586,-1.23117,-3.00755,1.24415,1487.86,22.4515,10185.5,0.142364,0.974272,0.00404406,10451.1,4117.97,2240.45,101051,0.0107246,-0.012964,-8.00763,-19.8847,108.057,43.3357,-91311.7,5.05505,9.80748,100.047,228.482,8.01029,-185.146 
32,0.12,0.58,3,32,9836.73,-0.150791,19.2083,12.8446,89.8178,0.0943398,65.482,2.24595e-12,-0.00993475,-1.05771,-2.18462,-0.553474,-1.0347,17.2295,1565.38,25.4548,9912.75,8232.74,-0.118424,-1.1662,-2.4016,-0.661963,-1.14319,0.562659,1543.45,25.0073,9890.82,0.150619,0.972428,0.00463586,10247.4,3941.5,2269.93,96259.1,0.0152604,-0.0199676,-153.328,-34.0353,116.839,26.3107,-1.17204e+07,55.9271,16.9505,104.232,260.999,12.6071,-234.688 
33,0.02,0.68,0,33,10780.6,-0.00490964,20.8441,12.3634,89.7224,-0.0267967,-13.4612,499.97,0.307321,0.332611,1.48142,-0.22526,-1.1747,-14.3288,320.499,26.165,11854.2,8400.85,0.397546,0.422836,1.66187,-0.135035,-1.08447,-0.316078,338.736,26.5372,11872.4,0.0314037,0.879431,0.00410058,10786.5,5734.86,468.959,144840,0.0117956,-0.0219677,-19.7346,-22.0289,112.368,26.0508,-969055,6.25623,12.4052,100.502,239.174,11.8653,-213.123 
34,0.06,0.64,0,34,9917.21,-0.295004,19.4406,12.8016,89.7361,0.124365,138.038,498.486,-1.67522,1.13164,2.09416,-2.05339,-1.22317,-7.83137,433.767,20.4906,10937.8,8660.41,-1.62591,1.18095,2.19278,-2.00408,-1.17386,2.53329,443.734,20.694,10947.7,0.0440312,0.924545,0.00346997,10077.7,4989.49,426.637,125754,0.015665,-0.0230211,-114.086,-43.662,121.917,18.9594,-6.745e+06,31.4222,15.0727,101.485,252.993,20.4326,-234.034 
35,0.12,0.58,0,35,11054.4,-0.258904,20.9949,12.8354,89.5871,0.313536,-52.4944,281.074,-0.737188,-2.18362,-0.768325,-2.49843,-0.163653,-37.7648,400.601,25.0415,12048,9308.2,-0.499393,-1.94583,-0.292735,-2.26064,0.0741415,0.940555,448.666,26.0224,12096.1,0.040445,0.907854,0.00394729,11093.2,5833.98,443.577,147587,0.0116115,-0.0213079,-11.4526,-16.9534,109.234,36.122,-186142,5.18242,10.5101,100.052,230.738,9.18216,-194.616 
36,0.02,0.68,3,36,10218.7,-0.293841,19.8379,12.8687,89.7127,-0.589248,422.37,44.5705,0.595065,0.960087,-1.52084,-0.280142,-0.428405,33.4736,1389.87,22.7869,10222,16412.3,0.384291,0.749313,-1.94239,-0.490917,-0.639179,-0.00180882,1347.27,21.9174,10179.4,0.130738,0.972319,0.0039506,10305.1,4160.45,1965.55,102804,0.0106532,-0.0170954,-8.74129,-17.9285,108.452,43.7839,-91129,5.1952,10.01,100.051,229.344,8.40117,-185.56 
37,0.06,0.64,3,37,10245.5,-0.25962,19.2539,13.0877,89.7129,0.162312,219.907,160.575,-2.4998,-0.621699,-2.81615,-1.72695,-1.25544,-42.8033,1414.46,22.9477,10154.2,9365.02,-2.23028,-0.352178,-2.27711,-1.45743,-0.98592,0.688192,1468.94,24.0594,10208.7,0.140533,0.972136,0.00432262,10452.6,4015.81,2202.24,98734,0.014547,-0.0234887,-79.4221,-32.6331,123.576,24.8202,-8.13421e+06,22.517,14.6225,102.027,250.429,21.5489,-225.609 
38,0.12,0.58,3,38,9417.9,-0.320022,18.8091,12.844,89.9596,0.592129,782.079,486.044,-1.42564,0.618604,0.0665407,-0.718692,-1.71728,-19.6126,1322.78,27.2108,9598.82,22939.5,-1.30214,0.7421,0.313532,-0.595196,-1.59379,1.12873,1347.74,27.7202,9623.78,0.137291,0.965257,0.00527797,9816.66,3757.53,1904.24,92373.5,0.00968528,-0.00567861,-4.5211,-17.8038,105.799,53.8214,-81949.5,5.10185,9.87533,100.024,228.589,5.77459,-174.768 
39,0.02,0.68,0,39,11485.7,-0.274631,22.1505,12.6693,89.6801,0.374571,775.953,191.578,-0.579234,0.0960786,-1.39108,-0.0735978,-1.28706,1.59183,466.388,28.5663,12488,18597.1,-0.589257,0.0860552,-1.41112,-0.0836212,-1.29708,0.571742,464.362,28.5249,12485.9,0.0405486,0.902935,0.00419077,11452,6323.19,482.662,160347,0.0188467,-0.0251139,-103.293,-47.9136,110.861,31.2489,-6.62822e+06,16.5777,14.3471,102.07,249.175,8.79051,-217.926 
40,0.06,0.64,0,40,10753.7,-0.281835,21.1374,12.5629,89.8383,-0.0605407,119.702,483.867,-1.99405,-2.29136,-5.23728,-0.737878,-3.34629,-20.9103,391.118,27.2586,11960.3,8880.35,-1.86238,-2.15969,-4.97395,-0.606211,-3.21463,0.611922,417.731,27.8017,11986.9,0.0380926,0.89568,0.00425429,10966.2,5915.57,454.133,149742,0.011365,-0.0218088,-11.6562,-16.3803,110,33.9454,-162800,5.14531,10.4493,100.023,230.25,9.97713,-196.305 
41,0.12,0.58,0,41,11275.5,-0.127714,21.1241,12.6977,89.81,0.0794831,-878.614,491.196,-2.07291,-1.07867,-0.918418,-1.53466,1.87588,-30.8346,451.869,22.8121,12263.7,11005,-1.87875,-0.88451,-0.530104,-1.34051,2.07004,0.793238,491.113,23.6129,12303,0.0433933,0.922389,0.00352308,11317.7,6057.63,478.113,153374,0.0181281,-0.0282048,-105.439,-35.2239,114.796,33.4814,-7.50919e+06,19.3181,13.6223,107.516,246.355,7.28022,-212.873 
42,0.02,0.68,3,42,9992.8,-0.292212,19.1556,13.0912,89.9653,-0.329174,176.977,499.999,-1.63477,-1.767,-0.0611025,2.44942,2.06737,-14.7761,1493.96,26.0093,9968.16,10059.8,-1.54173,-1.67396,0.124979,2.54246,2.16041,0.922476,1512.77,26.3931,9986.97,0.146852,0.970372,0.00484465,10301.3,3895.08,2157.04,95859.7,0.0142003,-0.0216034,-84.2237,-39.3413,123.962,17.13,-1.05578e+07,22.9357,15.191,108.534,253.249,15.4273,-236.119 
43,0.06,0.64,3,43,9994.3,-0.0872443,19.0472,12.8697,89.807,1.16294,2998.2,500,-0.681508,-0.885167,-0.00305362,-0.231961,-1.17437,11.584,1541.49,26.6143,9985.41,121484,-0.754449,-0.958108,-0.148936,-0.304903,-1.24731,0.956371,1526.75,26.3134,9970.66,0.148215,0.970722,0.00483795,10300.9,3923.54,2252.21,96296.3,0.0106071,-0.0155698,-11.7673,-22.1297,110.132,33.5,-289563,5.20197,11.4508,100.022,231.644,10.1093,-198.144 
44,0.12,0.58,3,44,10071.6,-0.306408,19.2548,13.1664,89.9469,-1.1997,87.1262,257.262,-1.99784,-2.36721,-3.79705,0.816143,-0.700225,4.02235,1563.46,29.0327,9977.89,11655.5,-2.02316,-2.39254,-3.8477,0.790816,-0.725552,0.530662,1558.34,28.9282,9972.77,0.150792,0.968536,0.00531503,10334.4,3883.77,2066.76,95453.2,0.0107233,-0.0152305,-12.2722,-24.3244,110.01,29.9186,-258628,5.13198,11.7353,100.027,232.283,9.98287,-202.364 
45,0.02,0.68,0,45,11408.9,-0.267169,21.6139,12.8674,89.7454,0.740088,-343.704,426.979,-0.731784,-0.312968,0.0417422,-0.957486,-0.511993,-47.0512,399.225,24.3084,12386.9,17334.2,-0.435515,-0.016699,0.63428,-0.661218,-0.215724,1.9128,459.109,25.5305,12446.8,0.0402293,0.911315,0.00376425,11412.3,6072.71,435.009,153920,0.0121785,-0.0210586,-16.0003,-19.8582,113.299,15.6612,-483437,5.67489,11.2999,100.402,233.497,12.8973,-217.835 
46,0.06,0.64,0,46,10746,-0.274566,21.196,12.4814,89.9031,0.670503,-183.575,10.2045,-0.481245,-1.17096,1.56916,0.721232,1.17833,-16.1955,320.434,23.6002,11847.1,12619.1,-0.379266,-1.06898,1.77312,0.82321,1.28031,0.26984,341.046,24.0208,11867.8,0.0316232,0.890268,0.00371465,10784.7,5681.67,381.703,143691,0.0112756,-0.0214739,-9.73126,-15.2082,109.027,38.1043,-120488,5.14785,10.6545,100.149,230.593,8.87812,-192.489 
47,0.12,0.58,0,47,9620.81,-0.307698,19.383,12.5817,89.542,-0.172309,376.111,245.252,0.233241,1.86001,2.04045,0.502431,0.316169,-12.3256,308.955,23.581,10922.4,10048.5,0.310852,1.93762,2.19567,0.580042,0.39378,0.594743,324.642,23.9011,10938.1,0.0326269,0.885865,0.00400911,9950.14,4897.01,356.369,123419,0.0159525,-0.023622,-101.979,-42.5473,110.919,31.0338,-6.80369e+06,20.7011,13.8505,103.464,247.353,7.45509,-216.319 
48,0.02,0.68,3,48,10960.1,-0.290997,20.3544,13.4884,89.5988,0.0175607,231.881,399.031,0.420198,-0.792356,0.0160615,-0.995168,0.696594,-19.076,1550.85,26.3574,10835.6,9069.98,0.540314,-0.672239,0.256294,-0.875052,0.81671,-2.88165,1575.13,26.8529,10859.8,0.141498,0.97103,0.00453429,11131.8,4498.21,2236.74,111318,0.0115025,-0.0179445,-9.46848,-19.2995,108.865,39.2552,-158312,5.16815,10.3944,100.05,230.009,8.81571,-190.754 
49,0.06,0.64,3,49,10051.4,-0.354377,19.4398,13.301,89.6268,-0.293315,753.294,500,-0.873259,-1.1543,0.67955,-1.7177,-1.36018,7.25362,1492.09,26.2912,10191.3,15610,-0.918933,-1.19997,0.588201,-1.76337,-1.40585,1.12515,1482.86,26.1028,10182,0.141995,0.970115,0.00470024,10443,4125.85,1997.95,101699,0.0104903,-0.0145717,-9.94652,-20.4044,109.139,37.8734,-160047,5.18388,10.3073,100.12,229.785,9.01877,-191.912 
50,0.12,0.58,3,50,9995.05,-0.361449,19.4218,13.289,89.7375,-0.171876,168.952,491.778,-1.28613,-0.393357,-0.0410778,-1.45604,0.493603,-3.69549,1502.01,27.6694,10120.2,9347.21,-1.26286,-0.370087,0.00546127,-1.43277,0.516873,1.00215,1506.71,27.7654,10124.9,0.144645,0.968759,0.00502621,10416.6,4119.29,2128.63,101362,0.0103292,-0.00906238,-6.59859,-18.1212,107.006,47.0808,-84039.9,5.11387,10.1448,100.024,229.845,6.98246,-182.765 
