cyc,time,charge time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
104,0.07,0.64,3,104,9364.11,-0.119561,17.8876,12.8118,90.797,0.0940527,-49.7275,500,-0.789007,0.442268,0.672088,-0.394382,-1.92324,6.91827,1494.31,21.0087,9239.84,7612.56,-0.83257,0.398706,0.584963,-0.437944,-1.9668,1.25956,1485.5,20.829,9231.04,0.154598,0.97605,0.00413935,9608.81,3448.17,2336.45,83534.5,0.0151262,-0.019608,-154.423,-37.8638,113.414,23.9933,-1.48171e+07,66.4772,18.7312,105.425,268.964,7.98897,-244.97 
105,0.03,0.67,3,105,10035.6,-0.0881069,19.3071,12.9099,90.8505,0.0590379,-8.73194,499.981,-0.649388,-1.20721,-4.02159,-1.02855,1.78364,56.1724,1542.42,18.1642,10221.4,8130.79,-1.00309,-1.56092,-4.729,-1.38225,1.42994,0.347303,1470.93,16.7052,10149.9,0.141397,0.980513,0.00302266,10402.8,4086.77,2157.72,100021,0.0114026,-0.569899,-56.4115,-61.2834,133.307,-106.042,-2.17641e+06,5.41289,13.0081,100.002,242.244,33.305,-348.286 
106,0.01,0.69,3,106,9526.08,-0.226509,18.3033,13.0568,90.5455,0.268714,47.1201,1.32963e-10,-2.32729,-2.99651,-3.51729,0.0800516,0.0899378,-15.6471,1477.44,15.3781,9633.66,8191.86,-2.22877,-2.89798,-3.32024,0.178577,0.188463,0.589077,1497.35,15.7845,9653.58,0.149847,0.981886,0.00300297,9992.5,3740.38,2196.15,90685.4,0.0108576,-0.0189919,-79.7134,-13.7355,133.78,4.73882,-6.35953e+06,25.2299,14.0295,111.608,248.25,22.172,-243.511 
107,0.01,0.69,3,107,9831.48,-0.316406,18.9719,13.1476,90.6664,0.499375,-94.2001,301.615,0.257999,-1.08514,-2.15935,0.148686,0.218503,25.9548,1592.99,22.3493,9909.28,9651.3,0.0945685,-1.24857,-2.48621,-0.0147444,0.0550723,0.309364,1559.96,21.6751,9876.24,0.152175,0.976262,0.00402654,10251.1,3892.67,2541.07,94514.4,0.0103337,-0.0157305,-9.2651,-22.6423,109.248,19.5714,-2.50909e+06,5.32531,12.5943,100.062,240.713,9.18523,-221.142 
108,0.01,0.69,3,108,10839.1,-0.268539,20.3755,13.0335,90.8587,-0.0357843,-205.147,10.173,0.972158,-2.92408,1.01548,0.218807,0.919971,3.52269,1482.05,20.8741,10753.7,8883.96,0.949977,-2.94626,0.971118,0.196626,0.89779,-13.0228,1477.57,20.7826,10749.2,0.1351,0.975977,0.00354891,10936.9,4522.88,2173.36,111113,0.0151542,-0.0237469,-139.294,-21.9807,123.968,28.807,-4.65318e+06,17.4619,13.2011,110.12,243.782,13.8475,-214.975 
109,0.01,0.69,3,109,9009.68,-0.154617,17.8338,12.6613,90.8559,-0.540978,201.041,417.957,-1.04552,-0.217085,-2.75006,1.65343,-0.271941,24.7222,1365.8,19.4595,9173.66,10891,-1.20119,-0.372753,-3.0614,1.49777,-0.42761,0.141307,1334.33,18.8174,9142.2,0.142261,0.975915,0.00377728,9379.46,3468.33,1949.13,84406.9,0.00938612,-0.0192944,10.6165,-19.8838,107.058,-6.50484,-6.30787e+06,11.8775,13.8517,103.843,247.055,3.21577,-253.56 
110,0.01,0.69,3,110,10688,-0.0620336,19.8197,13.2032,90.8285,0.186132,-15.0524,500,0.58894,-1.62901,0.536431,-0.0494629,-0.741106,11.9588,1639.08,22.9183,10569.1,8609.9,0.513639,-1.70431,0.385829,-0.124764,-0.816407,1.22098,1623.86,22.6077,10553.9,0.148824,0.976216,0.0039305,10911.3,4271.77,2466.71,104862,0.0116092,-0.559262,-45.2366,-39.1824,128.672,-65.9285,-93915.9,5.43139,11.2217,100.062,230.582,28.6096,-296.51 
111,0.01,0.69,3,111,10251.3,-0.340536,19.803,13.1945,90.7733,0.459438,-123.275,105.977,0.105758,-1.54156,-0.590656,-1.02546,-0.264081,33.9317,1570.21,24.7393,10285.2,10349.6,-0.107901,-1.75522,-1.01797,-1.23912,-0.477739,0.778603,1527.03,23.8579,10242,0.144879,0.973386,0.00427269,10540,4235.56,2281.9,103928,0.0144646,-0.0211218,-111.137,-33.4904,130.793,18.4917,-3.85443e+06,21.4635,13.9855,111.397,247.479,19.3952,-228.988 
112,0.01,0.69,3,112,10456.5,-0.337974,20.0407,13.2459,90.7291,0.0533914,327.938,496.699,2.08366,-0.329419,-0.957857,1.01175,-0.339127,60.435,1648.65,23.1342,10519.7,9211.51,1.70312,-0.709962,-1.71894,0.631204,-0.719671,-1.11107,1571.73,21.5644,10442.8,0.146053,0.976553,0.00378955,10761.4,4312.67,2581.09,105425,0.0113558,-0.0184598,-20.9945,-29.2821,112.375,10.1056,-523682,5.50854,11.578,100.331,234.917,12.0445,-224.811 
113,0.01,0.69,3,113,10575,-0.298638,20.1122,13.1051,91.0415,0.125619,-22.2706,310.382,-1.38872,-0.745705,-0.677182,-0.134305,0.981117,-24.875,1430.98,23.8404,10599.1,8671.19,-1.23209,-0.589074,-0.36392,0.0223262,1.13775,0.644959,1462.64,24.4865,10630.7,0.135208,0.971537,0.00422513,10817.7,4425.96,2176.35,108813,0.0114268,-0.0184748,-17.0776,-29.2233,110.418,13.8404,-507174,5.41563,11.2043,100.441,233.115,9.97649,-219.275 
114,0.01,0.69,3,114,10005.9,-0.333895,19.0666,13.385,90.9352,-0.645888,-30.9526,294.1,-0.607724,0.112157,0.37051,-1.85833,-0.441964,-4.50596,1601.7,24.3221,10116.6,8958.63,-0.579351,0.14053,0.427255,-1.82996,-0.413591,1.18946,1607.43,24.4392,10122.3,0.15287,0.974083,0.00442786,10515.1,4034.47,2304.18,98609.4,-0.000191471,0.741077,13.3954,12.5831,90.7104,116.189,82786.5,5.61874,10.848,100.24,237.392,-9.52981,-121.203 
115,0.01,0.69,3,115,10642.8,-0.268714,19.9828,13.0938,90.4375,0.382537,-55.7049,402.472,-0.818969,0.459465,-1.02149,0.145485,1.12291,-21.4055,1546.63,24.7208,10469.7,9211.26,-0.684185,0.594249,-0.75192,0.28027,1.2577,2.08018,1573.88,25.2768,10497,0.145578,0.972663,0.00441622,10811.2,4339.01,2282.53,106794,0.015479,-0.0227559,-121.223,-37.7424,136.921,16.35,-4.06433e+06,21.4008,13.9073,111.651,247.413,25.2707,-231.063 
116,0.01,0.69,3,116,10306.8,-0.115453,19.4382,13.0053,90.7962,-0.000856259,-106.104,0.341627,-1.88331,-3.11353,-4.4891,-2.04129,-0.380276,14.9011,1592.28,22.6626,10223.9,8232.45,-1.97714,-3.20736,-4.67676,-2.13512,-0.474105,0.624974,1573.32,22.2756,10204.9,0.149078,0.975822,0.00400489,10553.7,4150.41,2403.42,101649,0.0125739,-0.0215993,-108.207,-21.9752,141.165,3.79732,-4.08335e+06,21.0359,14.2785,112.018,248.1,29.1472,-244.302 
117,0.01,0.69,3,117,10493.6,-0.318772,19.7311,13.3843,90.7864,-0.173741,88.9538,371.589,-0.731551,1.03645,0.447271,1.31515,1.35506,43.2466,1555.8,22.8983,10449.3,9100.01,-1.00386,0.764135,-0.0973547,1.04283,1.08275,1.05443,1500.76,21.775,10394.2,0.140947,0.975237,0.00384422,10647.7,4305.21,2349.63,105539,0.0119547,-0.0216964,-34.0054,-34.3201,115.229,4.62869,-1.78987e+06,7.57203,11.9202,101.837,238.064,13.3924,-233.435 
118,0.01,0.69,3,118,11073.2,-0.0504978,20.4405,13.0475,90.6756,0.0702143,-1.11795,500,-1.22523,-1.48299,-4.31273,-0.414354,2.21714,24.8527,1648.9,26.3017,10915.2,8684.44,-1.38172,-1.63948,-4.62572,-0.570845,2.06064,0.248721,1617.27,25.6562,10883.5,0.144467,0.972988,0.00432369,11194.8,4613.33,2388.57,113563,0.0117752,-0.0174063,-13.2382,-25.55,110.347,19.5087,-1.67024e+06,5.90175,11.7773,100.483,237.249,9.86365,-217.74 
119,0.2,0.5,0,119,9922.26,-0.190263,19.5853,12.5703,90.4966,-0.0314179,434.249,500,-2.57617,-1.197,-1.35535,0.202104,0.934917,-52.9056,433.963,27.2304,10995.5,8458.53,-2.24304,-0.86387,-0.689085,0.535237,1.26805,0.654197,501.298,28.6045,11062.8,0.0489711,0.909209,0.00474045,10236.6,5020.88,493.682,126077,-0.00124162,0.871738,12.918,12.1172,90.2854,115.629,385504,5.92448,10.4441,100.295,236.666,-10.0091,-121.037 
120,0.2,0.5,0,120,10855.5,-0.265248,20.8673,12.7414,90.9436,0.433028,401.123,140.655,-1.15744,-2.51039,0.104088,1.17125,0.57386,-10.4228,433.944,23.6034,11872.5,14309.6,-1.09181,-2.44476,0.235348,1.23688,0.63949,1.16517,447.209,23.8741,11885.8,0.0410031,0.914559,0.00368646,10906.7,5800.97,489.841,146352,0.0118386,-0.0222091,-25.8485,-21.8146,115.544,7.24138,-528935,5.93035,11.6322,100.312,234.276,15.2327,-227.035 
121,0.2,0.5,0,121,11178.6,-0.0319028,21.1327,12.5905,90.4395,0.112866,-77.3507,500,-0.551672,-0.808892,-2.61251,-0.290438,0.535325,-19.8642,456.86,27.954,12192.3,8945.69,-0.426593,-0.683813,-2.36235,-0.165358,0.660404,0.206655,482.141,28.4699,12217.6,0.0429194,0.906342,0.00427419,11233.7,6064.57,502.356,153265,0.0160715,-0.0293972,-86.8013,-54.8998,119.567,-4.91918,-2.50293e+06,11.4619,12.1319,103,239.134,16.5672,-244.053 
122,0.2,0.5,0,122,9928.77,-0.246554,19.6609,12.6391,90.6606,0.241374,15.8762,5.17004e-05,0.287922,2.10072,1.10483,-0.0214826,1.68275,12.5725,321.685,23.7698,11258.1,8214.12,0.208757,2.02156,0.946502,-0.100648,1.60358,0.797745,305.683,23.4432,11242.1,0.0299728,0.881671,0.00382666,10198.7,5242.18,456.111,131533,0.0175636,-0.0225929,-382.97,-39.6424,128.702,35.6908,1271.4,4.63533,6.21461,99.8375,217.368,28.8649,-181.678 
123,0.2,0.5,0,123,9791.96,-0.0677957,19.2717,12.3049,91.0056,-0.264815,118.099,0.000571525,-0.382701,-1.12707,-2.73691,-2.51816,-0.799181,2.43314,291.284,22.1912,11014.9,8737.67,-0.398022,-1.1424,-2.76755,-2.53349,-0.814502,0.63851,288.187,22.128,11011.8,0.0288807,0.881546,0.00368803,9978.55,5036.2,430.632,126544,0.011641,-0.0218999,-51.547,-27.5082,123.325,5.71272,-6.55912e+06,12.0955,15.655,103.764,254.714,19.5611,-249.001 
124,0.2,0.5,0,124,10042.2,-0.26238,19.9168,12.446,91.05,0.488608,-145.476,365.881,0.126299,-1.88348,-4.29445,0.674136,-0.93953,-42.5308,423.105,19.0026,11053.1,10383.4,0.394104,-1.61567,-3.75884,0.941941,-0.671725,0.201977,477.235,20.1073,11107.3,0.0465522,0.93133,0.00332366,10251.6,5252.58,499.356,131916,0.0108518,-1.27426,-42.1757,-37.0849,128.735,-70.501,-107775,5.26591,10.579,100.083,229.328,28.6527,-299.829 
125,0.2,0.5,0,125,9870.5,-0.153917,19.4285,12.4579,91.0159,0.185962,-49.6934,500,1.34991,-1.41965,0.31098,2.25705,-0.530096,-31.5105,352.358,29.8422,11011.8,8179.99,1.54833,-1.22124,0.707807,2.45547,-0.331683,0.775917,392.462,30.6606,11051.9,0.0387878,0.879727,0.00508444,10118.2,5187.8,489.488,130055,0.0167002,-0.0238618,-113.616,-42.874,119.565,33.5531,-5.17698e+06,22.9006,14.3034,108.625,249.258,10.9401,-215.705 
126,0.2,0.5,0,126,10613.8,-0.266189,20.6192,12.6468,90.4684,-0.440154,113.404,499.461,1.57157,-1.01863,-0.936891,-1.89735,-2.09047,-7.15632,437.366,24.1182,11696.6,10113.7,1.61663,-0.973573,-0.846768,-1.85228,-2.04541,0.793542,446.474,24.3041,11705.7,0.0415421,0.913023,0.0038101,10747.5,5716.7,588.124,143531,-0.0012774,0.931178,12.923,12.0793,90.3447,115.708,-81902.8,5.39513,8.88635,100.163,225.718,-9.81858,-110.01 
127,0.2,0.5,0,127,9714.63,-0.0122095,19.2407,12.3585,90.5261,-0.00114139,-0.534715,500,2.71634,0.62017,-2.19297,1.11546,-0.341737,-8.11662,323.851,24.9966,10991.3,7740.73,2.76745,0.671278,-2.09075,1.16657,-0.290629,1.94012,334.182,25.2074,11001.7,0.033366,0.88339,0.00420297,10015.6,5188.17,507.345,129493,0.0170229,-0.0218309,-321.768,-39.7528,90.4492,34.7586,2551.17,4.70409,6.87228,99.9002,220.538,-9.45104,-185.779 
