cyc,time (ms),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
18,0.76,18,23860.5,0,5,101,125,0,5,135,-2.66098,-4.1414,-12.0026,-12.066,-8.37837,-110.231,-7.08184,32038.5,-12.947,16439.4,-2.23507,-3.71549,-11.1508,-11.6401,-7.95245,0.696114,-0.63993,32521.7,-6.50507,0.0757672,-1.12441e-05,1.00011,-8.44601,471.776,535.456,0.531686,42142,9.24386e-07,0.543722,109.574,85.5837,24.0339,25.3506,0.948064,525.068,595.096,0.604711 
19,0.26,19,25352.5,0,5,101,125,0,5,135,-10.8785,-4.04701,-11.3334,-6.56097,-8.6425,-59.0331,-5.72649,33547.2,-2.01376,16439.4,-10.6505,-3.81892,-10.8772,-6.33288,-8.41441,0.728706,-2.2766,33805.9,1.43613,4.11499,-3.84833e-05,0.999977,-0.553244,455.371,515.432,0.486966,43936.5,9.37325e-07,0.516866,109.825,85.5138,23.9012,25.1894,0.948858,519.283,587.555,0.589299 
20,1.76,20,24657.3,0,5,101,125,0,5,135,-7.12296,-4.7967,-7.32186,-6.70818,-5.61031,-5.09818,17.7194,33079.8,-16.6806,16439.4,-7.10327,-4.777,-7.28246,-6.68849,-5.59061,0.768383,18.0173,33102.1,-16.3827,-10.9734,0.000310929,1.00027,-1.64191,520.906,604.359,0.753036,42889.8,9.29822e-07,0.60343,109.654,85.2013,24.4589,26.1023,0.93704,543.801,630.915,0.629949 
21,2.01,21,22459.7,0,5,101,125,0,5,135,-11.4853,-6.57615,-16.6188,-7.66163,-7.01796,-44.7515,11.8127,30702.2,-23.1291,16439.4,-11.3124,-6.40324,-16.273,-7.48872,-6.84505,0.663241,14.428,30898.3,-20.5138,-1.4161,0.000266758,1.00036,-10.1886,517.584,579.789,0.579428,40245.3,9.10305e-07,0.601781,109.406,85.5031,24.9182,26.1242,0.953837,564.415,631.971,0.656086 
22,1.51,22,25028.3,0,5,101,125,0,5,135,-3.40134,-2.80798,-9.7036,-4.50348,-11.6458,-56.8934,4.20776,33043.7,-2.67657,16439.4,-3.18151,-2.58815,-9.26395,-4.28365,-11.426,0.698667,7.53261,33293.1,0.648281,0.906392,0.00012927,0.999989,8.31055,528.483,599.77,0.81333,43113.4,9.31435e-07,0.604443,109.787,85.198,24.5367,25.8941,0.947579,547.264,620.888,0.625824 
23,0.01,23,23904.5,0,5,101,125,0,5,135,-4.55644,-4.47177,-8.42791,-4.77311,-5.00758,-8.2266,-11.1855,31958,-30.4332,16439.4,-4.52466,-4.43998,-8.36434,-4.74132,-4.97579,0.690738,-10.7048,31994.1,-29.9524,0.229482,-0.000191229,1.00051,-46.6477,444.113,503.721,0.558491,41811.6,9.21965e-07,0.513012,109.761,85.6736,23.1588,24.4265,0.9481,487.526,552.505,0.562928 
24,1.26,24,23542.6,0,5,101,125,0,5,135,-4.47661,-3.50717,-10.1805,-8.4953,-5.61134,-58.9471,2.24837,31646.7,-15.5677,16439.4,-4.24885,-3.27941,-9.72494,-8.26755,-5.38358,0.685321,5.69324,31905.1,-12.1228,-0.643001,0.000101957,1.00021,-8.85416,509.387,577.894,0.622054,41957.7,9.23037e-07,0.587799,109.552,85.4723,24.5307,25.886,0.947642,546.997,620.501,0.631168 
25,0.51,25,22247.3,0,5,101,125,0,5,135,-4.5827,-6.31627,-6.53909,-6.88825,-6.7141,-64.5524,12.1437,30365.6,-26.7383,16439.4,-4.33328,-6.06685,-6.04025,-6.63883,-6.46468,0.79555,15.9161,30648.6,-22.9658,-1.36704,0.000296661,1.00041,-11.6428,459.37,531.313,0.604386,39560.3,9.05111e-07,0.545827,110.051,85.8476,23.3598,24.8879,0.938602,496.025,573.571,0.58931 
26,1.01,26,21708.4,0,5,101,125,0,5,135,-3.68144,-8.22877,-7.53436,-7.17904,-2.68,-72.4565,-0.0466833,30436.9,-22.778,16439.4,-3.40148,-7.94881,-6.97445,-6.89909,-2.40004,0.747521,4.18767,30754.5,-18.5437,-0.231815,7.78022e-05,1.00033,-18.0647,509.146,563.453,0.755386,40088.7,9.09123e-07,0.589152,109.561,85.7712,24.176,25.192,0.95967,531.295,587.676,0.614631 
27,0.76,27,23086.7,0,5,101,125,0,5,135,-4.43688,-6.26673,-11.6087,-6.4344,-6.27965,-25.7568,12.164,31646.2,-41.6791,16439.4,-4.33736,-6.16721,-11.4097,-6.33488,-6.18014,0.668606,13.6692,31759.1,-40.1738,-0.395758,0.000245884,1.00069,-34.5394,454.707,520.595,0.46896,41212.7,9.17541e-07,0.530262,109.7,85.9914,24.0259,25.4676,0.943391,524.716,600.604,0.61183 
28,0.26,28,22092.4,0,5,101,125,0,5,135,-4.06964,-4.87084,-9.61699,-6.32658,-3.70571,-71.0276,1.49491,30820.3,-27.74,16439.4,-3.7952,-4.5964,-9.06811,-6.05214,-3.43127,0.663435,5.64577,31131.6,-23.5892,-0.249137,0.000103619,1.00041,-22.6613,445.705,510.258,0.591087,39866.1,9.07437e-07,0.525536,109.814,85.7664,23.0638,24.4363,0.943833,483.534,552.948,0.569822 
29,1.76,29,23936.9,0,5,101,125,0,5,135,-3.58401,-1.54273,-2.10214,-2.3759,-5.90655,-123.676,0.409827,31939.1,-23.4063,16439.4,-3.10615,-1.06487,-1.14642,-1.89804,-5.42869,0.909332,7.63744,32481.2,-16.1787,-0.648507,0.000134344,1.00027,-11.777,517.487,594.2,0.697311,41745.1,9.21475e-07,0.601773,109.041,84.9417,24.5027,26.009,0.942084,545.748,626.413,0.634517 
30,2.01,30,22104,0,5,101,125,0,5,135,-6.64909,-6.48786,-13.8902,-3.72438,-4.0542,-60.5014,0.86025,30197.3,-5.16018,16439.4,-6.41533,-6.25409,-13.4226,-3.49061,-3.82044,0.598162,4.39595,30462.5,-1.62447,1.79677,8.24544e-05,1.00003,2.44659,484.696,542.705,0.481423,39386.9,9.03787e-07,0.56748,109.284,85.5347,24.7218,25.895,0.954694,555.553,620.932,0.649858 
31,1.51,31,21217.4,0,5,101,125,0,5,135,-1.76705,-7.18771,-10.643,-6.73044,-8.11808,-161.168,0.900544,29644.9,-9.64866,16439.4,-1.14433,-6.56499,-9.39754,-6.10772,-7.49536,0.69399,10.3192,30351.3,-0.230022,1.02748,0.000194243,1,10.0432,491.723,589.93,0.739115,38670.8,8.98275e-07,0.599585,109.484,85.5165,23.7934,25.8147,0.921699,514.611,617.088,0.627341 
32,0.01,32,21389.4,0,5,101,125,0,5,135,-6.86996,-2.51394,-9.36571,-9.62501,-5.33624,-110.351,8.64758,29933.4,-15.1744,16439.4,-6.44359,-2.08757,-8.51296,-9.19863,-4.90987,0.726734,15.0965,30417.1,-8.72547,3.26346,0.000283529,1.00016,4.62591,411.878,475.336,0.481895,38885.3,8.99934e-07,0.49167,109.792,85.6538,22.7695,24.2101,0.940496,471.274,542.759,0.561992 
33,1.26,33,18757.6,0,5,101,125,0,5,135,-2.0665,-0.778707,-14.0107,-8.61994,-7.49828,-41.4134,-2.95527,27323.9,-22.6498,16439.4,-1.90649,-0.618693,-13.6907,-8.45993,-7.33827,0.572354,-0.535064,27505.5,-20.2296,0.0215659,-1.11161e-05,1.0004,-24.8106,486.408,563.839,0.806598,35904.2,8.76322e-07,0.597605,109.444,85.1555,23.5453,25.1132,0.937567,503.935,584.006,0.619059 
34,0.51,34,21386.7,0,5,101,125,0,5,135,-6.4326,-7.82595,-12.5026,-4.79307,-7.80476,-121.222,-10.9233,29825.6,-19.1313,16439.4,-5.96422,-7.35757,-11.5659,-4.32469,-7.33638,0.683549,-3.83911,30356.9,-12.0471,0.209838,-7.22715e-05,1.00022,-18.2956,445.113,515.322,0.523251,38978.5,9.00652e-07,0.531762,109.635,85.3872,23.3796,24.9167,0.938313,496.868,574.901,0.593417 
35,1.01,35,21367.4,0,5,101,125,0,5,135,-3.60755,0.060142,-9.66124,-6.35693,-7.61058,-78.0993,10.304,30058.1,-4.2332,16439.4,-3.30579,0.361902,-9.05772,-6.05517,-7.30882,0.642913,14.8681,30400.4,0.33092,0.973986,0.000279394,0.999994,15.2652,470.177,543.883,0.608022,39492.1,9.04591e-07,0.559025,109.166,85.2671,23.6219,25.1699,0.938498,507.218,586.645,0.603022 
36,0.76,36,18126.6,0,5,101,125,0,5,135,-1.87961,-8.29134,-12.0689,-5.66013,-7.2336,-140.577,4.09085,26608.9,-29.1699,16439.4,-1.33645,-7.74817,-10.9826,-5.11697,-6.69044,0.655444,12.3062,27225,-20.9546,-0.958479,0.000258229,1.00042,-12.8393,439.917,501.491,0.463562,34812.4,8.67348e-07,0.541532,109.197,85.1244,23.6744,25.0385,0.945517,509.474,580.537,0.627022 
37,0.26,37,22321.5,0,5,101,125,0,5,135,-6.66453,-6.04203,-12.8648,-11.4383,-14.1485,-0.738496,1.201,31256.3,-34.8996,16439.4,-6.66168,-6.03918,-12.8591,-11.4355,-14.1457,0.748556,1.24416,31259.5,-34.8565,-0.0306567,2.27429e-05,1.00061,-40.5836,421.769,489.161,0.462335,40988.7,9.15876e-07,0.495937,109.937,85.9092,23.1807,24.7385,0.93703,488.449,566.708,0.574451 
38,1.76,38,19130.2,0,5,101,125,0,5,135,-6.69139,-6.37767,-10.353,-9.09509,-5.03373,-73.2115,5.69831,27611.9,-19.932,16439.4,-6.40851,-6.0948,-9.78728,-8.81221,-4.75086,0.727021,9.97679,27932.8,-15.6535,-1.13276,0.000204056,1.0003,-8.80746,517.03,591.48,1.07636,36644.7,8.82305e-07,0.626771,109.156,85.3912,24.0359,25.471,0.943657,525.154,600.765,0.636615 
39,2.01,39,21877.9,0,5,101,125,0,5,135,-4.46027,-2.6372,-9.01862,-5.32416,-5.2319,-57.3972,14.0024,30360.7,-22.9217,16439.4,-4.2385,-2.41543,-8.57507,-5.10239,-5.01013,0.66162,17.3566,30612.3,-19.5674,-2.8341,0.000323886,1.00035,-6.12423,516.127,590.623,0.679286,39839.9,9.07238e-07,0.608572,109.384,85.4261,24.5197,25.9854,0.943596,546.507,625.273,0.644335 
40,1.51,40,18383.4,0,5,101,125,0,5,135,-2.63718,-3.50844,-12.8391,-5.73061,-7.21016,-130.858,-8.33072,26309.3,-12.3435,16439.4,-2.13157,-3.00283,-11.8279,-5.225,-6.70455,0.590615,-0.68339,26882.8,-4.69621,0.108151,-1.45265e-05,1.00009,-6.31884,482.708,542.39,0.596203,34426.3,8.64129e-07,0.592133,109.043,85.9214,23.9904,25.1826,0.952658,523.169,587.238,0.64143 
41,0.01,41,24193.5,0,5,101,125,0,5,135,-7.35044,-1.79713,-6.9153,-5.66836,-8.3989,-144.474,0.23159,32031,-44.1242,16439.4,-6.79222,-1.23891,-5.79886,-5.11014,-7.84068,0.78347,8.67467,32664.2,-35.6811,-0.254071,0.000151732,1.00059,-34.1427,435.095,492.545,0.499908,42187.4,9.24718e-07,0.500617,110.218,86.308,23.2618,24.5264,0.948439,491.871,557.031,0.566051 
42,1.26,42,20048.3,0,5,101,125,0,5,135,-4.06599,0.0282946,-6.6245,-6.77399,-2.8463,-200.192,15.2242,28037.8,-35.838,16439.4,-3.29249,0.801795,-5.07749,-6.00049,-2.0728,0.675383,26.9234,28915.2,-24.1388,-13.1774,0.000531784,1.00045,-2.04316,503.535,562.424,0.724873,36981.1,8.84997e-07,0.601318,109.424,85.3981,24.1042,25.2374,0.9551,528.143,589.795,0.630644 
43,0.51,43,19621.1,0,5,101,125,0,5,135,-4.30251,-5.45974,-7.33313,-7.59667,-9.06051,-116.877,-10.4954,27677.5,-15.0844,16439.4,-3.85092,-5.00815,-6.42995,-7.14508,-8.60891,0.79287,-3.66512,28189.8,-8.25411,0.270089,-7.43003e-05,1.00016,-13.5701,451.812,529.391,0.620753,36898.9,8.8434e-07,0.553029,109.891,85.5262,23.1,24.7763,0.932342,485.054,568.441,0.59377 
44,1.01,44,20687.2,0,5,101,125,0,5,135,-3.28357,-3.89881,-11.7421,-5.57703,-9.26015,-81.8563,-3.35243,29280.3,-25.3061,16439.4,-2.9673,-3.58253,-11.1096,-5.26075,-8.94388,0.651345,1.43126,29639.1,-20.5224,-0.0617039,2.75933e-05,1.00038,-23.1956,485.145,554.411,0.698081,38974.5,9.00621e-07,0.575851,109.614,85.3524,23.7175,25.1156,0.944333,511.332,584.116,0.606818 
