cyc,field,FB,79,VVA,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
98,202.02,3.264,44.8042,2.027,47.3523,98,14245.9,-0.0610337,29.6077,12.6763,121.07,0.0210043,9.22613,0.0344469,-2.06015,-2.2328,-5.68177,-3.45008,-3.3686,129.309,1650.24,86.0266,14890.7,12224.1,-2.87437,-3.04702,-7.31022,-4.2643,-4.18282,0.662793,1510.6,80.327,14751.1,0.150066,0.914865,0.00993154,10066.2,-0.00328291,0.0761486,13.7244,45.8293,124.518,108,1.15981,12.7539,11.6486,120.259,137.038,4.25897,-29.0379 
99,202.2,3.362,44.8324,2.026,47.3829,99,13331.4,-0.772839,30.6014,-12.3268,121.148,-0.150311,121.847,7.59358,-6.66864,-0.54755,-10.3605,-4.30715,0.12861,110.775,945.824,50.6534,14950,12875.9,-7.36615,-1.24507,-11.7555,-5.00467,-0.568909,0.546824,826.2,45.7708,14830.4,0.0876343,0.91162,0.00565313,9427.81,-0.00331637,0.0546041,12.6091,43.8207,124.975,108,1.2957,12.151,11.3861,120.56,137.308,4.41495,-29.3075 
100,202.26,3.395,44.8417,2.026,47.393,100,12859.9,-0.0240254,30.0981,11.5993,121.024,-0.000861316,16.7505,500,-6.50359,-4.76558,-5.76079,2.5116,-4.64099,113.545,643.152,92.6424,14767.2,11365.4,-7.21855,-5.48055,-7.19071,1.79664,-5.35595,0.693348,520.536,87.6377,14644.6,0.0577449,0.772421,0.0109035,9014.41,-0.00302348,0.112848,10.6144,13.3159,123.429,108,1.29448,12.0811,11.7416,120.591,137.432,2.83796,-29.4323 
101,202.9,3.744,44.9416,2.021,47.5016,101,15682.2,-0.13898,36.8046,-11.2215,121.359,0.111865,25.9938,500,-4.72001,-4.02541,-5.41548,-1.92358,-1.80513,82.3299,139.996,101.599,18279.1,13539.3,-5.23841,-4.54382,-6.4523,-2.44199,-2.32354,0.692749,51.0887,97.9697,18190.2,0.00481906,0.229575,0.00982386,10601.4,-0.00258728,-0.0227607,9.72398,9.8577,117.6,80.2282,1.66749,11.7311,11.7726,121.001,136.677,-3.40111,-56.4489 
102,202.3,3.417,44.848,2.025,47.3998,102,14658.8,-0.282876,32.276,-12.1459,121.137,0.195897,80.3267,499.985,-4.50789,-1.08358,-2.38897,-6.79257,-2.62314,127.536,2021.22,100.518,15027.7,13273.9,-5.31095,-1.88664,-3.99509,-7.59562,-3.4262,0.820159,1883.5,94.8965,14889.9,0.179046,0.918974,0.0116039,10519.7,-0.00301368,0.11925,12.4814,25.8044,123.286,97.7229,1.26803,12.3366,11.7033,120.525,136.4,2.76162,-38.6775 
103,202.7,3.635,44.9104,2.023,47.4677,103,15930.2,-0.04356,36.8089,11.2339,121.357,0.0618656,-77.4627,1.7811e-11,-3.87137,-2.46627,-7.79022,0.0675391,0.322451,119.863,443.896,110.264,18147.5,13617.1,-4.62611,-3.22102,-9.29972,-0.687208,-0.432296,0.490883,314.457,104.981,18018.1,0.0292112,0.631219,0.0106189,10765,-0.00234461,-0.0199424,7.65105,-7.26361,116.671,77.8679,1.64621,11.7228,11.8604,121.023,138.031,-4.35262,-60.1626 
104,202.1,3.308,44.8167,2.027,47.3659,104,14354.6,-0.182647,30.4792,12.4812,121.229,0.721885,2162.28,499.99,-2.71525,-5.6038,-8.83004,-1.24062,-1.19011,96.4812,1679.87,127.49,15094,63196.7,-3.32277,-6.21132,-10.0451,-1.84814,-1.79763,0.567488,1575.69,123.238,14989.8,0.15343,0.879607,0.0149188,10269.8,-0.00286353,0.0995563,12.8078,32.691,123.415,108,1.20176,12.5967,11.4933,120.574,136.43,2.8412,-28.43 
105,202.14,3.329,44.823,2.026,47.3727,105,13378.9,-0.0160868,30.0413,11.8723,121.18,-0.00965145,6.27272,8.26558e-11,-6.04771,-7.13906,-2.72424,-1.95752,-4.43672,112.061,1248.82,87.2495,14672.6,11612.5,-6.75333,-7.84468,-4.13549,-2.66314,-5.14234,0.844173,1127.8,82.3102,14551.6,0.117876,0.886745,0.0103123,9567.72,-0.00304291,0.0841167,11.9242,31.2779,123.827,108,1.23019,12.2985,11.5559,120.563,137.309,3.26397,-29.3089 
106,202.1,3.308,44.8167,2.027,47.3659,106,13506.6,-0.0533588,29.1599,-12.4043,121.07,-0.0739053,55.6122,0.00134746,-7.90762,-4.71021,-10.4558,-0.318847,-5.42901,79.0375,1904.84,85.7631,14108.4,11908.6,-8.4053,-5.20788,-11.4512,-0.816525,-5.92669,0.639986,1819.49,82.2793,14023.1,0.18281,0.926666,0.0106928,9952.87,-0.003098,0.0991506,13.4725,25.659,123.64,98.2013,1.1327,12.7527,12.0637,120.441,138.145,3.1992,-39.944 
107,201.6,3.035,44.7386,2.03,47.2809,107,12381,-0.721823,24.9866,14.0392,120.742,0.275485,1088.91,431.343,-7.21285,-3.12736,-8.36923,1.70471,-3.63592,135.609,2602.25,54.1412,11899.2,21184.7,-8.06675,-3.98125,-10.077,0.850819,-4.48982,0.608872,2455.81,48.164,11752.8,0.26485,0.966817,0.00749254,9272.43,-0.00279972,0.101906,19.3317,20.849,124.674,89.5032,0.879042,13.2122,12.8747,119.933,136.965,4.74032,-47.462 
108,202.6,3.58,44.8948,2.023,47.4507,108,14457.9,-0.756597,34.6679,11.5337,121.291,-0.123144,457.942,172.7,-5.97314,-4.25523,-6.24057,-1.33168,-1.90135,143.623,495.076,90.2366,16657,14852.1,-6.8775,-5.15959,-8.04928,-2.23604,-2.80571,0.67967,339.979,83.9061,16501.9,0.0343029,0.698375,0.0092795,9911.1,-0.00332776,0.113228,10.3267,12.5547,123.409,108,1.57317,11.7473,11.2932,120.902,136.948,2.5073,-28.948 
109,201.7,3.089,44.7542,2.029,47.2979,109,13071.1,-0.0959036,25.5329,13.5487,120.769,-0.384862,-908.908,2.193e-05,-8.47152,-6.68555,-2.70491,0.723691,-2.57933,130.924,2767.53,50.0006,12403.2,22648.7,-9.29592,-7.50995,-4.35369,-0.100702,-3.40372,0.82348,2626.14,44.2298,12261.8,0.26968,0.97137,0.00660085,9737.98,-0.00280932,0.109509,18.9529,20.7579,123.969,88.2505,0.915283,13.3851,12.7423,120.025,137.165,3.94397,-48.9148 
110,201.98,3.242,44.798,2.027,47.3455,110,13186.8,0.0134425,28.0441,-12.4596,121.179,-0.0087895,-6.70368,3.52503e-05,-7.74802,-7.97069,-8.73089,-4.00537,-0.542957,135.819,1752.54,73.2019,13692.6,11376.6,-8.60324,-8.82591,-10.4413,-4.86059,-1.39818,0.694065,1605.87,67.2154,13545.9,0.169709,0.931751,0.00905781,9462.5,-0.00323382,0.0788845,13.3236,47.3536,124.761,108,1.07932,12.521,11.6021,120.146,136.582,4.61566,-28.5825 
111,201.2,2.817,44.676,2.033,47.2128,111,13883.2,-0.496537,29.2592,-13.1431,120.559,0.273637,-713.893,500,-6.88133,-2.88958,-12.2367,-0.279028,-2.90495,157.83,1743.7,77.626,14522.1,18877.8,-7.87514,-3.8834,-14.2243,-1.27284,-3.89876,0.543426,1573.26,70.6693,14351.7,0.158959,0.927121,0.0089892,9897.23,-0.00301459,0.0900576,14.4202,23.1028,125.082,96.1586,1.07653,13.2173,12.7903,119.851,137.86,5.23088,-41.7012 
112,202.8,3.689,44.926,2.022,47.4846,112,16180.5,-0.115573,37.2032,11.2573,121.52,-0.0573686,48.3207,5.21755e-10,-7.86622,-0.976061,-8.3866,-0.408788,-0.0333884,139.612,560.23,150.079,18046.6,13723.8,-8.74532,-1.85516,-10.1448,-1.28789,-0.912489,0.557877,409.464,143.925,17895.9,0.0379518,0.61915,0.0145986,10789.1,-0.00324183,0.159945,10.7726,11.8343,123.493,108,1.6612,11.7246,11.4448,121.129,137.026,2.36334,-29.026 
113,201.1,2.762,44.6603,2.033,47.1958,113,13666.2,-0.0804583,29.6907,12.5234,120.772,0.109523,33.3845,500,-9.34768,-1.5799,-1.88862,1.94977,-1.41131,126.599,1285.86,77.9932,15063.8,12223.3,-10.1448,-2.37706,-3.48294,1.1526,-2.20847,0.79585,1149.15,72.4131,14927.1,0.117178,0.900678,0.00885713,9806.86,-0.00328836,0.0882906,12.0491,24.329,124.666,100.485,1.11738,13.1124,12.7804,119.896,138.093,4.76951,-37.6084 
114,201.9,3.199,44.7855,2.028,47.3319,114,12936.7,-0.776666,27.5033,13.4195,120.975,-0.528706,1330.11,3.63333,-6.9954,-3.13242,-6.07723,-0.782044,-6.18553,141.42,2001.67,76.2104,13307.2,34907.5,-7.88588,-4.0229,-7.8582,-1.67253,-7.07601,0.724424,1848.95,69.977,13154.4,0.195068,0.937882,0.00970426,9478.53,-0.00305672,0.0805165,15.8012,30.3819,125.013,95.1872,1.03535,12.8578,12.1936,120.182,136.985,4.8314,-41.7981 
115,202.5,3.526,44.8792,2.024,47.4338,115,13928.3,-0.246042,33.4178,11.2704,121.44,0.0575803,56.6554,457.673,-0.869198,-2.64755,-6.77773,-2.89209,-6.31232,134.875,293.688,73.8565,16330.8,12366.8,-1.71847,-3.49683,-8.47627,-3.74137,-7.16159,0.655359,148.038,67.9116,16185.1,0.015525,0.554691,0.00767005,9535.41,-0.00248545,-0.0166927,7.98811,6.26991,117.922,75.5452,1.52465,11.7797,11.472,121.13,137.193,-3.20825,-61.6479 
116,202.06,3.286,44.8105,2.027,47.3591,116,13397.5,-0.477489,30.3561,-12.3864,121.153,-0.329209,117.147,0.496396,-5.37338,-4.69541,-6.75188,0.51907,-4.22395,132.492,1248.13,82.6133,14877,13495.5,-6.20765,-5.52968,-8.42042,-0.315197,-5.05821,0.67019,1105.05,76.7735,14733.9,0.114504,0.891598,0.00950732,9650.73,-0.00335996,0.0794673,12.382,33.5492,123.972,108,1.22807,12.5163,11.5689,120.484,138.158,3.48808,-30.1584 
117,201.94,3.22,44.7917,2.028,47.3387,117,12986.9,-0.0471709,27.4546,12.9242,121.211,-0.0284023,21.2521,500,-3.43198,-3.15496,-9.40413,-4.65926,0.0920977,170.851,1807.88,66.5881,13664.4,11570.5,-4.50778,-4.23076,-11.5557,-5.73506,-0.983705,0.572217,1623.38,59.0575,13479.9,0.171937,0.940147,0.00800594,9441.71,-0.00358763,0.0765563,13.7464,48.4131,124.652,108,1.04145,12.9864,11.6893,120.24,137.716,4.4119,-29.716 
118,203.1,3.853,44.9727,2.02,47.5354,118,13437.4,-0.835687,34.9705,11.0564,121.265,0.113227,-136.458,440.586,-5.11087,-7.87132,-1.74478,-4.82389,-4.95007,121.219,71.3014,110.968,16264.1,13089.7,-5.87416,-8.63461,-3.27135,-5.58718,-5.71335,0.887508,-59.6018,105.625,16133.2,-0.00641042,-0.47589,0.0119167,9297.64,-0.002872,-0.0297672,11.2585,9.2937,120.791,81.6684,1.57958,11.3338,11.5997,120.996,137.523,-0.204044,-55.8543 
119,203,3.798,44.9571,2.021,47.5185,119,13902.8,-0.142752,34.5325,10.8174,121.216,0.127477,220.307,52.0136,-3.0889,-2.25491,-1.74752,-3.86778,-2.23975,134.135,73.3201,101.578,16608.4,13074.5,-3.93351,-3.09953,-3.43675,-4.71239,-3.08437,0.811856,-71.5309,95.6656,16463.6,-0.00754757,-0.746017,0.0105906,9477.35,-0.00264783,-0.0320068,9.92738,9.28294,116.6,82.1506,1.60811,11.4396,11.4204,121.079,137.022,-4.47908,-54.8714 
120,201.8,3.144,44.7699,2.029,47.3149,120,11117.5,-0.351625,23.843,13.3487,120.922,0.302617,-649.043,500,-7.78087,-4.62926,-6.73394,-3.96566,-2.54863,124.203,1954.09,52.0235,11670.8,16754.7,-8.56294,-5.41133,-8.29809,-4.74773,-3.3307,0.726594,1819.97,46.5489,11536.7,0.213831,0.957158,0.0073778,8511.25,-0.00317781,0.079431,17.21,24.8608,125.585,91.9147,0.899429,13.085,12.4377,120.109,137.909,5.47649,-45.9942 
121,202.18,3.351,44.8292,2.026,47.3795,121,13748.6,0.0135514,30.6154,12.0175,121.279,-0.00691014,8.4033,500,-8.67003,-5.77562,-5.552,0.447859,-3.43062,170.812,1117.77,95.9652,15279.5,11978.9,-9.74559,-6.85118,-7.70313,-0.627701,-4.50619,0.73829,933.314,88.4363,15095.1,0.0963325,0.857764,0.010677,9688.47,-0.00296972,0.0931987,12.0873,21.1892,123.668,108,1.29342,12.3836,11.6032,120.756,136.784,2.9125,-28.7842 
122,201.5,2.98,44.7229,2.031,47.2639,122,12063.8,-0.0250069,24.9407,-13.1972,120.794,0.0558421,25.9778,22.1279,-5.16342,-3.82415,-6.18124,-5.46127,-4.76103,176.527,2053.06,36.8186,12358.3,10762,-6.27496,-4.93569,-8.40433,-6.57281,-5.87257,0.737859,1862.44,29.0378,12167.6,0.208801,0.97344,0.00437689,8919.67,-0.00299543,0.0937015,17.6362,19.3827,124.917,90.0634,0.893793,13.3282,13.2128,119.94,138.252,4.97743,-48.1885 
123,202,3.253,44.8011,2.027,47.3489,123,12956.3,-0.0932933,28.1979,12.5387,120.908,-0.176625,-112.028,0.631923,-6.80626,-8.40111,-8.7846,-0.920941,-0.713169,145.923,1684.92,61.0079,13981,12153.8,-7.7251,-9.31995,-10.6223,-1.83978,-1.63201,0.658877,1527.33,54.5761,13823.4,0.160016,0.941148,0.00722031,9544.89,-0.00331383,0.0694944,15.9533,27.3033,125.082,93.8639,1.13843,12.7,12.0707,120.305,136.962,4.77679,-43.0979 
124,201.3,2.871,44.6916,2.032,47.2299,124,12090.4,-0.149442,25.2333,12.9589,120.568,0.41528,-370.423,0.00140602,-3.56528,-5.1263,-5.60019,0.706788,-1.26328,155.167,1490.15,41.435,12881,15652.4,-4.54233,-6.10334,-7.55428,-0.270258,-2.24032,0.635245,1322.59,34.5957,12713.4,0.152085,0.956228,0.00498772,8696.37,-0.0027907,0.072153,16.7566,19.8578,125.295,92.5104,0.983121,13.0602,12.6875,119.93,137.449,5.36504,-44.9385 
125,201.4,2.926,44.7073,2.031,47.2469,125,11681.1,-0.0409818,24.1122,13.1502,120.513,-0.901569,369.32,0.0538167,-2.58285,-3.29906,-8.55716,-1.83386,-2.79637,155.363,1967.5,76.669,12087.6,21161.2,-3.56113,-4.27734,-10.5137,-2.81214,-3.77465,0.578422,1799.72,69.821,11919.9,0.20655,0.936424,0.010675,8713.25,-0.00290577,0.083729,17.0461,23.5003,124.884,94.3743,0.903284,13.0652,12.7063,119.748,137.573,5.13623,-43.1983 
126,202.4,3.471,44.8636,2.025,47.4168,126,16167.6,-0.033695,35.8661,11.7877,121.234,-0.025105,5.49624,500,-6.23353,-1.85731,-4.11806,-4.42978,-6.09302,106.497,736.174,95.8733,18010.4,13767.4,-6.90411,-2.52789,-5.45922,-5.10036,-6.7636,0.795956,621.17,91.1792,17895.4,0.0564674,0.795623,0.00929847,11000.5,-0.00306307,0.0989179,11.0468,14.2633,124.079,108,1.57424,12.2237,11.6964,120.856,138.015,3.22225,-30.0152 
127,202.22,3.373,44.8355,2.026,47.3862,127,14523.5,-0.048402,31.7952,11.9177,121.287,0.0120653,24.2789,3.02744e-12,-5.45719,-6.72745,-5.55012,-2.87689,-3.55574,92.6581,1327.31,111.361,15635.3,12344.8,-6.04064,-7.31089,-6.717,-3.46033,-4.13918,0.757229,1227.25,107.276,15535.3,0.119875,0.867324,0.0125606,10237.7,-0.00259969,0.10535,12.054,18.8248,123.652,108,1.36193,12.1025,11.5378,120.825,136.54,2.82665,-28.5405 
128,202.02,3.264,44.8042,2.027,47.3523,128,12972.4,-0.0152794,27.7523,12.5566,121.24,0.00285392,4.02295,500,-7.82507,-1.66399,-8.84463,-3.25708,-4.43691,148.632,1527.17,73.5716,13981.9,11344.4,-8.76096,-2.59988,-10.7164,-4.19298,-5.37281,0.661334,1366.67,67.0204,13821.4,0.145652,0.920964,0.00885335,9383.06,-0.00332267,0.0686557,13.6563,45.8807,124.548,108,1.09499,12.5929,11.7575,120.461,137.391,4.08718,-29.3907 
129,202.2,3.362,44.8324,2.026,47.3829,129,15490,-0.0109708,33.489,-12.1478,121.293,0.00449134,-8.43766,500,-5.48855,-4.11771,-6.08086,-3.07404,-5.49769,132.457,925.25,75.1805,17184.1,13244.4,-6.3226,-4.95175,-7.74896,-3.90809,-6.33174,0.735197,782.211,69.3421,17041,0.0733368,0.865699,0.00743999,10666,-0.00303656,0.0896556,11.2156,18.3389,124.303,108,1.42159,12.6194,11.9037,120.747,138.023,3.55636,-30.0235 
130,202.26,3.395,44.8417,2.026,47.393,130,16119.4,-0.0663212,34.8598,-12.1233,121.412,0.00892801,-1.05601,500,-0.220219,-5.12342,-0.428069,0.711754,-2.87913,108.273,872.946,73.8231,17813,13757.8,-0.901985,-5.80518,-1.7916,0.0299887,-3.5609,0.851068,756.023,69.0507,17696.1,0.0686061,0.862192,0.00713666,11019.8,-0.00362803,0.0595853,12.1849,46.6797,125.368,108,1.45567,12.4911,11.7724,120.731,137.304,4.63729,-29.3045 
131,202.9,3.744,44.9416,2.021,47.5016,131,16140.4,-0.0881695,37.4433,-11.2456,121.702,-0.000966835,-7.53731,499.055,-2.34973,-3.42464,-3.12592,1.59872,-1.22414,109.525,355.834,146.462,18480.7,13707.5,-3.03938,-4.11429,-4.50522,0.909068,-1.91379,0.644239,237.56,141.635,18362.4,0.021819,0.489389,0.0140097,10887.8,-0.00230017,-0.0246123,11.7242,8.35745,115.843,81.97,1.68064,11.721,11.7849,121.364,136.519,-5.52034,-54.5489 
132,202.3,3.417,44.848,2.025,47.3998,132,16505.1,-0.00616483,35.3703,-12.0797,121.304,-0.0206505,-6.03083,500,-2.66626,-4.02956,2.77172,-6.12456,-3.7821,97.9429,1057.76,116.706,17904.2,13912.9,-3.28298,-4.64628,1.53828,-6.74128,-4.39882,1.08775,951.996,112.389,17798.4,0.0844336,0.828776,0.0114983,11275.1,-0.00283461,0.125241,11.4889,14.1112,123.687,108,1.48284,12.5071,11.9336,120.83,137.441,2.85661,-29.441 
133,202.7,3.635,44.9104,2.023,47.4677,133,15853.8,-0.0222632,36.3144,11.2555,121.58,0.00602048,-11.6015,500,-2.47589,0.848291,-5.01169,-3.27753,0.873297,93.3443,1445.6,82.8906,16940,13308,-3.06366,0.260527,-6.18721,-3.8653,0.285533,0.507783,1344.8,78.7762,16839.2,0.121027,0.907019,0.00854402,11111.5,-0.00318662,0.109114,10.8577,27.0891,123.429,102.212,1.55334,11.821,11.2427,121.113,136.565,2.31665,-34.3529 
134,202.1,3.308,44.8167,2.027,47.3659,134,13639.3,-0.022585,29.5144,12.2369,121.218,-0.0163206,-8.64711,500,-3.90441,-1.52749,-9.44206,-1.00642,-3.39249,114.445,1366.49,81.5769,14710.5,11761.7,-4.62504,-2.24813,-10.8833,-1.72705,-4.11312,0.538777,1242.91,76.5325,14586.9,0.128091,0.902725,0.00957237,9703.32,-0.00307525,0.0766902,12.6377,39.3857,124.271,108,1.20962,12.4486,11.401,120.505,137.194,3.76565,-29.194 
135,202.14,3.329,44.823,2.026,47.3727,135,13082.6,0.0153357,28.9351,11.9875,121.07,-0.0273267,-2.33741,499.758,-8.47012,-4.37015,-4.99714,-4.03662,-2.97917,96.4766,1064.03,68.4325,14472.3,11293.5,-9.07761,-4.97764,-6.21212,-4.64411,-3.58665,0.782017,959.842,64.18,14368.1,0.103283,0.895244,0.00816124,9293.34,-0.00293146,0.0703165,12.3353,31.6744,124.271,108,1.22784,12.3046,11.4874,120.444,137.27,3.8266,-29.2704 
136,202.1,3.308,44.8167,2.027,47.3659,136,13999,-0.0266207,30.9987,12.2013,121.292,0.0228797,-43.4606,500,-3.40754,-3.11308,-6.5531,-4.14861,-3.53788,97.4314,1097.68,62.2805,15594.6,12344.8,-4.02104,-3.72658,-7.7801,-4.76211,-4.15138,0.681681,992.462,57.986,15489.4,0.0994818,0.907238,0.00684887,9976.31,-0.00373394,0.0607729,12.4226,49.0168,125.082,108,1.25414,12.5787,11.8195,120.572,137.976,4.50948,-29.9761 
137,201.6,3.035,44.7386,2.03,47.2809,137,13687.8,-0.834685,27.5196,14.2435,120.837,-0.317046,-1213.41,228.513,-7.52508,-4.51503,-6.56105,-0.268647,-4.23926,190.841,3027.84,115.657,13050,25283.6,-8.72675,-5.71671,-8.9644,-1.47032,-5.44094,0.704332,2821.75,107.246,12843.9,0.274724,0.937636,0.0151484,10271.2,-0.00320183,0.116831,17.0704,26.1158,124.418,92.8658,0.906799,13.5077,13.0718,119.812,137.251,4.60595,-44.3851 
138,202.6,3.58,44.8948,2.023,47.4507,138,12378.9,-0.743387,31.5885,11.3909,121.384,0.537736,913.342,499.999,-4.51274,-1.49951,3.28745,-4.22732,-2.25309,126.606,173.292,79.3602,15120.4,27701.5,-5.30995,-2.29672,1.69304,-5.02452,-3.05029,1.12103,36.5711,73.7797,14983.7,0.0041905,0.220726,0.00898898,8727.12,-0.00282977,-0.015684,11.1171,-8.47867,115.967,82.2714,1.46181,11.6123,11.3385,121.027,136.87,-5.06058,-54.5987 
139,201.7,3.089,44.7542,2.029,47.2979,139,10588.6,-0.118887,22.9376,13.1005,120.985,-0.252649,67.7257,1.85018e-08,-6.64316,-5.25707,-2.14965,-2.07642,-2.70247,132.752,2135.44,83.1942,10937.8,10339.1,-7.47907,-6.09298,-3.82146,-2.91232,-3.53837,0.839732,1992.09,77.3428,10794.5,0.241381,0.936379,0.0130268,8252.88,-0.00314608,0.0839391,16.9479,27.3283,125.097,93.3384,0.826616,13.0091,12.5137,120.172,137.283,4.92445,-43.9446 
140,201.98,3.242,44.798,2.027,47.3455,140,12994.9,-0.407493,28.2034,12.8585,120.987,1.06903,-1161.18,500,-3.39309,-3.19077,-2.40182,-1.20935,-1.73325,119.525,1681.55,74.821,13832.2,52215,-4.14571,-3.94339,-3.90706,-1.96197,-2.48587,0.762402,1552.48,69.5527,13703.1,0.163414,0.927298,0.00926334,9500.28,-0.00347263,0.076303,13.6114,45.4861,124.587,108,1.07843,12.7667,11.64,120.054,137.847,4.53249,-29.8473 
141,201.2,2.817,44.676,2.033,47.2128,141,14475.7,0.145054,29.8003,-12.9343,120.531,-0.112727,26.0347,3.41232e-08,-0.225514,-2.30903,-2.91799,-5.54807,-3.59111,155.561,1686.47,58.6291,15457.7,12643.1,-1.20504,-3.28856,-4.87705,-6.5276,-4.57064,0.761734,1518.48,51.7724,15289.7,0.146198,0.943694,0.00619887,10386.5,-0.00330617,0.0854057,15.1633,21.8326,124.528,92.576,1.12166,13.4084,12.9676,119.92,137.466,4.60832,-44.8898 
142,202.8,3.689,44.926,2.022,47.4846,142,16706.2,-0.0481971,38.1219,11.3511,121.503,0.0784267,-37.6979,1.79038e-11,-5.22818,-1.7632,-5.62415,0.856272,2.14174,87.319,242.047,110.169,19082.8,14182.9,-5.778,-2.31302,-6.7238,0.306447,1.59191,0.479439,147.752,106.32,18988.5,0.0132382,0.442619,0.010209,11161.1,-0.00240264,-0.0239459,11.2223,8.16668,116.043,83.1361,1.69157,11.9171,11.9202,121.147,136.943,-5.10435,-53.8072 
143,201.1,2.762,44.6603,2.033,47.1958,143,14639.9,-0.778579,31.0012,13.1057,120.483,-0.597769,7.14347,341.274,-0.851601,-3.20128,-5.9389,0.650615,0.764049,142.914,1484.44,73.321,15537.5,13365.2,-1.75149,-4.10117,-7.73868,-0.249274,-0.13584,0.446306,1330.11,67.0218,15383.1,0.129737,0.918966,0.00796186,10252.3,-0.00297659,0.0823013,13.4882,24.7132,124.384,98.425,1.17432,13.1505,12.5174,119.798,137.746,4.58538,-39.3207 
144,201.9,3.199,44.7855,2.028,47.3319,144,13548.2,-0.00676169,28.1516,12.8947,121.021,-0.0517205,-35.0725,2.15379e-12,-2.52536,-0.0807623,-7.254,-2.03831,-6.18342,204.147,1920.59,67.2812,14094.7,11876.1,-3.81082,-1.36622,-9.82493,-3.32377,-7.46888,0.619109,1700.13,58.2829,13874.2,0.174423,0.943403,0.00767892,9747.17,-0.00323695,0.0722918,17.0113,29.916,125.644,92.5416,1.1059,12.9504,12.1623,120.276,137.499,5.36818,-44.9572 
