cyc,Field,#2,#3,#4,#5,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
103,202.3,3.42,44.848,2.02,1.39952,103,22000.4,0,5,101,125,0,5,135,-7.15423,-5.03082,-8.61229,-8.60604,-7.65193,-98.9736,1.62221,29071.7,-10.4201,16439.4,-6.77182,-4.64841,-7.84746,-8.22362,-7.26952,0.774244,7.40623,29505.5,-4.6361,4.01877,0.000143415,1.00009,1.84291,459.423,519.28,0.572284,39309,9.0319e-07,0.540789,109.341,85.6499,23.4958,24.7426,0.949609,501.819,566.897,0.590536 
104,203,3.807,44.9571,2.018,1.12313,104,25383.4,0,5,101,125,0,5,135,-4.92739,-2.06274,-6.9601,-0.0631769,-4.76548,-148.42,5.72402,32143,-19.5439,16439.4,-4.35392,-1.48928,-5.81317,0.510287,-4.19202,0.620998,14.3977,32793.5,-10.8702,10.638,0.000250817,1.00018,1.35341,381.865,437.009,0.398798,43249.1,9.32411e-07,0.43812,109.562,86.3951,22.6783,24.0268,0.943875,467.506,534.57,0.536152 
105,201.1,2.756,44.6603,2.024,1.94401,105,18778.2,0,5,101,125,0,5,135,-3.92398,-2.87484,-11.6005,-3.45182,-2.01376,-40.1759,0.435031,25930.4,-19.2902,16439.4,-3.76875,-2.71961,-11.2901,-3.29659,-1.85852,0.507705,2.78291,26106.5,-16.9424,-0.158589,6.09096e-05,1.00035,-17.5479,532.953,613.406,0.700126,35840.5,8.75803e-07,0.652847,109.639,85.1182,24.8559,26.4248,0.940627,561.597,646.601,0.688056 
106,202.7,3.641,44.9104,2.019,1.23786,106,23552.2,0,5,101,125,0,5,135,-5.9947,-3.4039,-7.97764,-6.61771,-10.2068,-32.8498,15.3664,30540.6,-20.6808,16439.4,-5.86778,-3.27697,-7.72379,-6.49079,-10.0798,0.76902,17.2861,30684.6,-18.7611,-3.30697,0.000321811,1.00033,-5.22718,391.189,440.224,0.416663,41038.8,9.16249e-07,0.452915,109.705,85.6386,22.7328,23.896,0.951321,469.755,528.766,0.543944 
107,201,2.701,44.6446,2.024,1.99342,107,21666.7,0,5,101,125,0,5,135,-7.21787,-5.99338,-12.6878,-5.13598,-6.49527,-81.3536,21.434,28245.7,3.17923,16439.4,-6.90353,-5.67904,-12.0591,-4.82164,-6.18094,0.661681,26.1883,28602.3,7.93354,0.73339,0.000522926,0.999849,35.7085,518.049,587.286,0.551264,38417.2,8.96308e-07,0.615394,109.887,85.5583,25.073,26.4534,0.947817,571.449,648.001,0.678921 
108,201.5,2.978,44.7229,2.022,1.7526,108,19674.6,0,5,101,125,0,5,135,-6.88686,-7.25086,-13.2164,-7.70708,-10.2711,42.3151,31.0231,26714.7,-13.6087,16439.4,-7.05036,-7.41436,-13.5434,-7.87058,-10.4346,0.70757,28.5502,26529.2,-16.0816,3.08576,0.000614582,1.00033,9.25226,575.937,656.906,0.610563,36452.3,8.80759e-07,0.698365,109.312,84.1257,26.1578,27.6741,0.945209,621.969,709.185,0.754062 
109,202.9,3.752,44.9416,2.018,1.16075,109,25540.2,0,5,101,125,0,5,135,-0.701175,-6.28176,-9.43455,-4.49356,-6.28278,-15.9172,11.1038,32472.1,-18.109,16439.4,-0.639674,-6.22026,-9.31155,-4.43206,-6.22128,0.652876,12.034,32541.9,-17.1788,-1.40248,0.00021127,1.00029,-8.58053,399.905,452.067,0.43126,43851.2,9.36718e-07,0.453911,109.535,86.0046,22.8403,24.0468,0.949829,474.21,535.46,0.537947 
110,202.6,3.586,44.8948,2.019,1.27735,110,23588.2,0,5,101,125,0,5,135,-4.14161,0.745721,-5.61617,-4.43838,-8.15458,-59.5656,9.3607,30336.1,-31.2956,16439.4,-3.91146,0.975871,-5.15587,-4.20823,-7.92443,0.745063,12.8417,30597.2,-27.8145,-0.625335,0.000239772,1.00049,-20.5357,396.839,455.369,0.40535,40647.8,9.13329e-07,0.465437,109.64,86.0461,23.0483,24.4446,0.942882,482.887,553.321,0.565957 
111,201.9,3.199,44.7855,2.021,1.5711,111,21700.6,0,5,101,125,0,5,135,-5.37445,-1.6474,-15.3956,-6.12516,-4.78521,-87.8227,20.2724,28260.3,-0.927659,16439.4,-5.03512,-1.30807,-14.717,-5.78583,-4.44588,0.529687,25.4047,28645.2,4.2047,0.8343,0.000506529,0.99992,30.4504,569.156,646.019,0.829252,38417.5,8.9631e-07,0.676519,109.755,84.5684,25.444,26.8531,0.947527,588.487,667.729,0.699376 
112,202.4,3.475,44.8636,2.02,1.35818,112,23057.6,0,5,101,125,0,5,135,-4.20124,-6.5992,-10.4388,-1.3723,-3.29431,-127.63,5.69282,29847.2,-6.5094,16439.4,-3.7081,-6.10607,-9.45251,-0.879163,-2.80118,0.588072,13.1515,30406.6,0.949264,0.920289,0.000247094,0.999983,14.2906,429.368,486.322,0.4205,40177.1,9.09791e-07,0.502268,109.571,85.6805,23.8027,25.11,0.947937,515.015,583.858,0.602728 
113,202,3.254,44.8011,2.021,1.52728,113,22507.2,0,5,101,125,0,5,135,-2.69346,-7.23685,-16.5233,-4.58265,-7.60418,-24.8291,25.0941,29373.6,-24.4779,16439.4,-2.59753,-7.14092,-16.3314,-4.48672,-7.50824,0.570958,26.5451,29482.4,-23.0269,-24.4159,0.000514232,1.00042,-1.0872,571.763,639.019,2.22914,40088,9.09117e-07,0.664883,109.626,84.6009,25.1029,26.2932,0.954727,572.812,640.177,0.666095 
114,202.5,3.53,44.8792,2.019,1.31746,114,23818.1,0,5,101,125,0,5,135,-6.99124,-0.73938,-11.9126,-5.63934,-9.64101,-26.3684,8.799,30417.2,-0.0674295,16439.4,-6.88935,-0.637498,-11.7089,-5.53746,-9.53913,0.658756,10.34,30532.8,1.47354,0.853963,0.000193478,0.999974,12.1082,428.845,484.063,0.480957,40482.5,9.1209e-07,0.499532,109.815,85.8784,23.2236,24.4364,0.950368,490.256,552.95,0.570843 
115,202.1,3.309,44.8167,2.021,1.48408,115,24493,0,5,101,125,0,5,135,-4.81009,-5.78539,-7.5255,-4.16995,-7.67021,-79.9082,17.936,31000,-2.93215,16439.4,-4.50134,-5.47664,-6.908,-3.86121,-7.36146,0.754239,22.6058,31350.3,1.73769,0.915547,0.000411872,0.99997,24.6911,522.454,604.571,0.655121,42435,9.26523e-07,0.606585,109.442,85.2377,24.7432,26.3564,0.938794,556.517,643.256,0.645765 
116,201.3,2.867,44.6916,2.023,1.84707,116,21319.5,0,5,101,125,0,5,135,-1.56521,-6.3914,-7.14141,-0.920543,-9.52553,-99.7801,21.4457,28327,0.0479226,16439.4,-1.17968,-6.00587,-6.37035,-0.535013,-9.14,0.725781,27.2768,28764.4,5.87907,0.794508,0.000541584,0.999889,34.3317,552.302,645.714,201.04,37978,8.92879e-07,0.66883,109.126,84.7246,25.274,27.011,0.935691,580.649,675.608,0.701474 
117,201.7,3.088,44.7542,2.022,1.66061,117,18228.4,0,5,101,125,0,5,135,-5.2472,-2.92297,-14.6358,-8.23508,-5.17999,-6.63467,-2.04775,25437.9,-0.18561,16439.4,-5.22156,-2.89734,-14.5845,-8.20944,-5.15435,0.59563,-1.66002,25467,0.20212,1.17111,-3.72489e-05,0.999996,-1.41747,597.86,677.81,0.700996,35344.6,8.71745e-07,0.730238,109.389,84.7523,26.3417,27.773,0.948466,630.746,714.263,0.769958 
118,201.4,2.922,44.7073,2.023,1.79952,118,19337.1,0,5,101,125,0,5,135,-1.35212,-3.54652,-8.95286,-6.90619,-6.35103,-75.8361,1.20346,25965,-19.4099,16439.4,-1.05911,-3.2535,-8.36683,-6.61317,-6.05801,0.669956,5.63533,26297.4,-14.9781,-0.456733,0.000122438,1.00031,-12.3383,577.572,669.99,1.49563,35545.4,8.73393e-07,0.712242,109.33,85.2654,25.2827,26.9782,0.937154,581.05,673.967,0.7165 
119,202.8,3.696,44.926,2.019,1.199,119,25767.8,0,5,101,125,0,5,135,0.109653,-3.13211,-3.82835,-5.8138,-8.88161,-75.9559,8.09494,32522,-18.0723,16439.4,0.403131,-2.83863,-3.24139,-5.52033,-8.58813,0.836172,12.5338,32854.9,-13.6334,-3.2757,0.000217947,1.00023,-3.8263,409.189,455.258,0.466248,43455.5,9.33892e-07,0.462162,109.547,85.6219,22.7903,23.8226,0.956666,472.133,525.521,0.533372 
120,201.6,3.033,44.7386,2.022,1.7063,120,21974.3,0,5,101,125,0,5,135,-7.83269,-7.24196,-11.0521,-5.96497,-5.33164,-84.8822,12.3244,28639,-14.32,16439.4,-7.50472,-6.91399,-10.3962,-5.637,-5.00367,0.706782,17.2849,29011,-9.35951,2.85535,0.000340345,1.00018,6.05353,588.815,679.426,0.647255,39304.1,9.03153e-07,0.700325,109.588,84.1112,26.3056,27.9853,0.939977,629.015,725.226,0.747836 
121,201.2,2.812,44.676,2.023,1.89523,121,18350.3,0,5,101,125,0,5,135,-4.54104,-2.67405,-7.38164,-7.44879,-7.73601,-85.4298,8.47254,25192,-4.05265,16439.4,-4.21095,-2.34396,-6.72147,-7.11871,-7.40592,0.758229,13.4651,25566.4,0.939867,0.922713,0.000300863,0.99998,14.5929,523.526,586.25,0.509642,34469.4,8.6449e-07,0.640842,109.917,85.1417,25.48,26.7113,0.953906,590.154,660.695,0.72231 
122,201.8,3.143,44.7699,2.022,1.61555,122,19683.7,0,5,101,125,0,5,135,-1.56385,-2.3146,-8.04138,-7.66718,-5.52137,-54.8477,18.8412,26953.9,-8.05062,16439.4,-1.35193,-2.10268,-7.61754,-7.45526,-5.30945,0.68043,22.0465,27194.3,-4.84532,1.3582,0.000463045,1.0001,16.2321,586.026,678.783,1.03527,36958.2,8.84814e-07,0.712807,109.178,84.1401,25.6177,27.3144,0.937883,596.548,690.868,0.725551 
123,202.2,3.365,44.8324,2.02,1.44149,123,23398.5,0,5,101,125,0,5,135,-6.95811,-5.20084,-9.72946,-4.25305,-8.67633,-53.3493,14.9564,30194.5,-18.9666,16439.4,-6.75198,-4.99471,-9.3172,-4.04692,-8.4702,0.722546,18.0741,30428.4,-15.8489,-19.1356,0.000339307,1.00028,-0.944528,494.281,565.566,0.587217,40757.4,9.14149e-07,0.578378,109.369,85.3765,24.3123,25.7664,0.943567,537.302,614.781,0.628713 
124,202.3,3.42,44.848,2.02,1.39952,124,23350,0,5,101,125,0,5,135,-7.44658,-3.40581,-11.0696,-8.21305,-11.5644,-63.2482,21.9469,30832.7,-14.9733,16439.4,-7.2022,-3.16143,-10.5808,-7.96867,-11.32,0.737012,25.6431,31109.9,-11.2771,2.1174,0.000470792,1.0002,12.1106,473.986,534.527,0.547683,41984.7,9.23234e-07,0.5452,110.03,85.226,23.9937,25.2345,0.950832,523.312,589.658,0.601684 
125,203,3.807,44.9571,2.018,1.12313,125,26040.9,0,5,101,125,0,5,135,-8.46634,-2.65455,-4.8209,-3.8604,-7.19997,-137.011,16.9395,33016.7,-23.5232,16439.4,-7.93695,-2.12517,-3.76213,-3.33102,-6.67059,0.842099,24.9464,33617.2,-15.5163,3.94293,0.000423862,1.00025,6.32688,404.389,451.239,0.473366,44336.5,9.40161e-07,0.454361,109.498,86.0437,22.6076,23.6432,0.956201,464.595,517.634,0.521611 
126,201.1,2.756,44.6603,2.024,1.94401,126,21708.9,0,5,101,125,0,5,135,-6.03985,-2.40135,-13.4161,-7.32271,-10.0517,-66.1202,8.76831,29082.4,-17.2047,16439.4,-5.78437,-2.14587,-12.9052,-7.06724,-9.79625,0.657677,12.6324,29372.3,-13.3406,-3.74144,0.000245699,1.00025,-3.37634,557.467,641.011,0.777407,39914.9,9.07807e-07,0.658489,109.354,84.6929,25.2627,26.8358,0.94138,580.131,666.873,0.685158 
127,202.7,3.641,44.9104,2.019,1.23786,127,22912.8,0,5,101,125,0,5,135,-4.07413,-6.66955,-5.68292,-5.69847,-6.21165,-124.303,2.69932,30243.9,-19.0546,16439.4,-3.59385,-6.18927,-4.72236,-5.21819,-5.73136,0.814482,9.96359,30788.7,-11.7903,-2.38091,0.000184887,1.00021,-4.18477,400.648,466.364,0.469343,40882.2,9.15082e-07,0.472372,109.488,86.4676,22.523,24.0898,0.934961,461.125,537.376,0.543987 
128,201,2.701,44.6446,2.024,1.99342,128,18296.6,0,5,101,125,0,5,135,-7.11271,-4.48392,-9.599,-2.50443,-4.98543,-114.242,7.52937,25554.4,-11.6936,16439.4,-6.6713,-4.04252,-8.71619,-2.06302,-4.54403,0.665239,14.2057,26055.1,-5.01736,1.73561,0.000311455,1.0001,8.18483,492.893,566.069,0.516786,34830.5,8.67498e-07,0.608895,109.816,85.7504,24.659,26.1833,0.941782,552.733,634.836,0.682842 
129,201.5,2.978,44.7229,2.022,1.7526,129,20951.3,0,5,101,125,0,5,135,-5.3295,-3.1813,-5.21238,-6.46684,-5.95264,-45.4102,12.5465,27784.6,5.33882,16439.4,-5.15404,-3.00584,-4.86147,-6.29138,-5.77718,0.806238,15.2003,27983.6,7.9926,0.613127,0.000310295,0.999845,24.7914,615.007,700.24,1.96022,38473.8,8.96747e-07,0.731802,108.923,85.0008,26.0463,27.5358,0.945907,616.678,702.115,0.733775 
130,202.9,3.752,44.9416,2.018,1.16075,130,20349.8,0,5,101,125,0,5,135,-3.42709,0.516195,-2.36469,-5.88955,-7.41753,-36.9169,4.27469,27736.9,-18.6881,16439.4,-3.28445,0.658834,-2.07941,-5.74691,-7.27489,0.882697,6.43212,27898.7,-16.5307,-0.47984,0.000131727,1.00032,-13.4047,368.232,424.819,0.410657,37506.4,8.89167e-07,0.444815,109.833,85.9377,22.1341,23.5459,0.94004,445.338,513.386,0.537753 
131,202.6,3.586,44.8948,2.019,1.27735,131,20162.7,0,5,101,125,0,5,135,-2.92747,0.16253,-15.033,-3.92679,-9.26349,-37.7108,0.0946141,27822.1,-29.3765,16439.4,-2.78176,0.308237,-14.7415,-3.78108,-9.11779,0.510474,2.29843,27987.4,-27.1727,-0.0758337,4.69257e-05,1.00053,-30.3088,419.381,476.03,0.532208,37534.1,8.89386e-07,0.502379,109.233,86.2786,22.6338,23.8881,0.947493,465.673,528.416,0.557748 
132,201.9,3.199,44.7855,2.021,1.5711,132,19576.3,0,5,101,125,0,5,135,-2.4348,-4.25913,-8.68054,-3.00463,-12.2166,-111.06,9.52811,26457.4,-9.59869,16439.4,-2.00569,-3.83002,-7.82231,-2.57552,-11.7874,0.720841,16.0184,26944.1,-3.10836,1.30354,0.000339602,1.00006,12.2884,578.411,734.95,756.146,38020.3,8.9321e-07,0.729951,109.319,84.976,24.8434,26.4622,0.938827,561.031,648.43,0.67526 
133,202.4,3.475,44.8636,2.02,1.35818,133,23883.3,0,5,101,125,0,5,135,-5.08599,-0.905141,-4.59716,-4.15978,-8.60088,-143.6,6.43891,30945,-22.4641,16439.4,-4.53114,-0.350299,-3.48747,-3.60494,-8.04604,0.8258,14.8309,31574.4,-14.0721,-7.21485,0.000268335,1.00024,-2.05561,444.358,506.72,0.50449,41561.6,9.20123e-07,0.515709,109.535,86.315,23.4903,24.8418,0.945594,501.582,571.45,0.581854 
134,202,3.254,44.8011,2.021,1.52728,134,17927.6,0,5,101,125,0,5,135,-6.20233,-3.38783,-14.983,-6.15836,-8.58189,-73.5286,6.13142,25005.5,-18.1228,16439.4,-5.91823,-3.10373,-14.4148,-5.87426,-8.29779,0.616718,10.4284,25327.7,-13.8257,-1.69225,0.000235224,1.0003,-6.16246,540.141,616.311,0.835292,34410.8,8.63999e-07,0.66779,109.569,85.1719,24.7725,26.2152,0.944967,557.833,636.382,0.6896 
135,202.5,3.53,44.8792,2.019,1.31746,135,21012,0,5,101,125,0,5,135,-6.73599,-4.14419,-4.62818,-5.1307,-8.06379,-68.4857,15.0388,27994.8,-31.1544,16439.4,-6.47138,-3.87957,-4.09895,-4.86608,-7.79917,0.848832,19.0412,28295,-27.1521,-1.40615,0.000384396,1.00052,-13.5413,436.924,494.948,0.519579,37886.3,8.92159e-07,0.521243,109.61,85.5328,23.1811,24.4468,0.948225,488.464,553.422,0.582777 
136,202.1,3.309,44.8167,2.021,1.48408,136,19573.4,0,5,101,125,0,5,135,-0.527664,-4.11778,-2.99107,-7.27284,-7.75426,-76.3809,13.5792,26349.9,-6.45585,16439.4,-0.232543,-3.82266,-2.40082,-6.97772,-7.45914,0.885089,18.0429,26684.7,-1.99215,1.15273,0.000386223,1.00004,15.6523,497.278,563.401,0.552372,36079.7,8.77747e-07,0.60303,109.723,85.0451,24.5573,25.886,0.948669,548.183,620.501,0.664454 
137,201.3,2.867,44.6916,2.023,1.84707,137,21133.6,0,5,101,125,0,5,135,-9.05172,-2.31616,-10.14,-8.21409,-8.60931,-137.103,6.478,27732.5,-5.01293,16439.4,-8.52198,-1.78642,-9.08048,-7.68436,-8.07957,0.741686,14.4903,28333.4,2.99934,0.801033,0.000292155,0.999943,18.0895,579.459,668.612,178.136,38338.1,8.95692e-07,0.694928,109.383,85.5033,25.3058,26.8186,0.943588,582.109,666.018,0.695163 
138,201.7,3.088,44.7542,2.022,1.66061,138,18359.1,0,5,101,125,0,5,135,-4.87374,-6.96512,-6.80382,-7.36398,-9.7004,-209.586,13.3522,25185.8,-7.231,16439.4,-4.06394,-6.15532,-5.18423,-6.55418,-8.8906,0.831944,25.6003,26104.4,5.01718,0.8096,0.00056008,0.999896,31.6209,612.823,688.794,1.27705,35285.7,8.7126e-07,0.7457,109.188,84.6043,26.09,27.4029,0.95209,618.748,695.352,0.752855 
139,201.4,2.922,44.7073,2.023,1.79952,139,21124.3,0,5,101,125,0,5,135,-5.10388,-0.641852,-4.11317,-3.50496,-4.09606,-166.107,-3.89006,27791.4,-17.0529,16439.4,-4.46208,-4.78039e-05,-2.82956,-2.86316,-3.45425,0.792083,5.81724,28519.5,-7.34558,-1.94072,0.000116543,1.00014,-2.99746,576.574,655.417,0.746004,38595.4,8.97691e-07,0.684793,109.354,84.967,25.7514,27.2031,0.946634,602.791,685.25,0.715947 
140,202.8,3.696,44.926,2.019,1.199,140,25091.1,0,5,101,125,0,5,135,-3.19001,1.24647,-6.57242,-3.73313,-6.87002,-78.7806,19.1549,31975.3,-11.2291,16439.4,-2.88562,1.55086,-5.96364,-3.42874,-6.56563,0.655137,23.7589,32320.6,-6.62516,1.5029,0.000419881,1.00011,15.8087,398.865,462.288,0.441963,42777.4,9.29009e-07,0.46222,109.669,85.7421,22.7234,24.2205,0.938186,469.365,543.225,0.543532 
141,201.6,3.033,44.7386,2.022,1.7063,141,20226.9,0,5,101,125,0,5,135,-2.74877,-5.83021,-5.12701,-2.13274,-5.75484,-113.385,22.6992,26830.7,-20.3238,16439.4,-2.31068,-5.39211,-4.25082,-1.69464,-5.31674,0.77586,29.3254,27327.7,-13.6976,2.27535,0.000612825,1.00027,12.8883,608.846,687.748,1.13797,37235.3,8.8702e-07,0.729516,109.227,84.8001,26.0579,27.4355,0.949787,617.224,697.007,0.739446 
142,201.2,2.812,44.676,2.023,1.89523,142,20658.1,0,5,101,125,0,5,135,-2.32565,-2.38296,-8.83635,-4.96862,-7.74672,-116.485,4.04505,27387.4,-5.95204,16439.4,-1.87557,-1.93289,-7.9362,-4.51855,-7.29664,0.663147,10.8524,27898,0.855331,0.913594,0.000222239,0.999983,11.8788,542.348,643.721,0.80001,37632.7,8.90164e-07,0.66377,109.678,85.2524,24.8763,26.8482,0.926552,562.518,667.488,0.688366 
143,201.8,3.143,44.7699,2.022,1.61555,143,20668.8,0,5,101,125,0,5,135,-1.03149,-6.85985,-2.78352,-8.77,-5.99987,21.8535,19.0453,27562.5,-7.5422,16439.4,-1.11593,-6.94429,-2.9524,-8.85444,-6.08431,0.886233,17.7682,27466.7,-8.81932,2.47296,0.000369519,1.00017,7.18499,571.501,653.425,0.713312,38237.4,8.94907e-07,0.682855,109.269,84.5682,25.7199,27.243,0.944091,601.317,687.262,0.718348 
144,202.2,3.365,44.8324,2.02,1.44149,144,20469.4,0,5,101,125,0,5,135,-2.35905,-1.00846,-11.1618,-2.29291,-6.92176,17.1641,9.36814,27306.7,-28.1719,16439.4,-2.42537,-1.07478,-11.2945,-2.35923,-6.98807,0.532164,8.36507,27231.4,-29.175,-0.313946,0.000175503,1.00058,-26.6449,482.396,555.767,0.694482,37211.6,8.86832e-07,0.583857,109.182,86.0656,23.6611,25.1569,0.940543,508.904,586.038,0.6158 
145,202.3,3.42,44.848,2.02,1.39952,145,20723.4,0,5,101,125,0,5,135,-2.49863,-5.28848,-10.103,-1.47152,-3.87376,-94.472,3.71685,27486.2,-17.4867,16439.4,-2.13361,-4.92346,-9.37291,-1.1065,-3.50873,0.55463,9.23779,27900.2,-11.9657,-1.80387,0.000189165,1.00023,-5.12108,476.077,529.875,0.614367,37430.8,8.8857e-07,0.565241,109.813,86.1312,23.7443,24.8104,0.95703,512.488,570.006,0.608261 
146,203,3.807,44.9571,2.018,1.12313,146,23151.5,0,5,101,125,0,5,135,-0.0833269,-4.15313,-10.9195,-4.38749,-7.4721,-34.8156,1.23865,30074.6,-23.1176,16439.4,0.0511938,-4.01861,-10.6505,-4.25297,-7.33758,0.593624,3.27328,30227.2,-21.083,-0.148607,6.18757e-05,1.00038,-22.0263,375.823,436.505,0.441989,40400.2,9.11471e-07,0.444368,109.568,86.3478,22.0472,23.5367,0.936715,441.848,512.985,0.522331 
147,201.1,2.756,44.6603,2.024,1.94401,147,18622.5,0,5,101,125,0,5,135,-7.79478,-1.57257,-8.38312,-7.21567,-4.79371,-39.1989,9.79288,25753.8,-14.7159,16439.4,-7.64332,-1.42111,-8.08021,-7.06421,-4.64225,0.719934,12.0837,25925.6,-12.4251,-4.27523,0.000266266,1.00026,-2.82644,516.28,603.007,0.661236,34915.1,8.68199e-07,0.642665,109.872,85.3333,24.5807,26.3087,0.934318,549.23,640.933,0.683383 
148,202.7,3.641,44.9104,2.019,1.23786,148,22116,0,5,101,125,0,5,135,-1.91605,-1.45742,-9.36941,-3.24803,-8.14089,-8.88035,6.60685,29091,-29.1627,16439.4,-1.88173,-1.42311,-9.30079,-3.21372,-8.10658,0.611267,7.12582,29129.9,-28.6437,-0.26153,0.000139764,1.00053,-27.2466,393.914,459.745,0.4494,39292.8,9.03066e-07,0.471237,109.655,86.2365,22.5165,24.0832,0.934949,460.86,537.082,0.550916 
149,201,2.701,44.6446,2.024,1.99342,149,19566.2,0,5,101,125,0,5,135,-3.22683,-1.89645,-2.71434,-4.51707,-5.95798,-95.5699,14.9313,26461,-15.6061,16439.4,-2.85757,-1.52719,-1.97582,-4.14781,-5.58872,0.877256,20.5164,26879.9,-10.021,2.41621,0.000435959,1.0002,8.49116,507.429,586.591,0.605669,35832,8.75734e-07,0.622993,109.781,85.5418,24.5645,26.1635,0.938886,548.507,633.875,0.673319 
150,201.5,2.978,44.7229,2.022,1.7526,150,19701.2,0,5,101,125,0,5,135,-1.53605,-3.46586,-6.8237,-1.88665,-7.21339,-70.2207,8.11263,26473,-11.0621,16439.4,-1.26473,-3.19455,-6.28106,-1.61533,-6.94207,0.674518,12.2163,26780.8,-6.95843,3.15977,0.000260595,1.00014,3.86621,590,682.643,1.02737,36346.8,8.79908e-07,0.72125,109.6,85.0855,25.7095,27.3967,0.938417,600.832,695.037,0.734418 
151,202.9,3.752,44.9416,2.018,1.16075,151,22516.9,0,5,101,125,0,5,135,-3.97062,-5.40147,-3.29714,-6.52006,-6.89307,-71.6585,10.4764,29445.1,-19.9552,16439.4,-3.69374,-5.12459,-2.74339,-6.24319,-6.61619,0.887663,14.6641,29759.2,-15.7675,-3.4448,0.000281497,1.00029,-4.25688,368.633,422.328,0.384857,39166.8,9.021e-07,0.437389,109.825,85.4631,22.4697,23.8108,0.943675,458.944,525.003,0.544135 
152,202.6,3.586,44.8948,2.019,1.27735,152,22619.4,0,5,101,125,0,5,135,-1.65993,-2.33076,-11.2944,-3.89471,-4.96592,48.7707,0.0562536,29753.4,-23.1872,16439.4,-1.84837,-2.5192,-11.6713,-4.08315,-5.15436,0.538253,-2.79391,29539.6,-26.0373,0.0820803,-5.40496e-05,1.00048,-34.0387,420.139,468.252,0.494894,40293.2,9.10666e-07,0.487054,109.736,86.3328,22.889,23.9249,0.956701,476.232,530.046,0.551705 
153,201.9,3.199,44.7855,2.021,1.5711,153,19679.6,0,5,101,125,0,5,135,-2.89732,-6.57139,-4.5205,-6.98044,-6.20044,-54.0208,0.871008,26561.2,-2.23826,16439.4,-2.68859,-6.36267,-4.10305,-6.77172,-5.99172,0.84169,4.02798,26798,0.918715,0.785114,8.58835e-05,0.999981,5.13044,567.344,664.942,1.19506,36619.9,8.82106e-07,0.696296,109.42,84.8615,25.1283,26.95,0.932405,573.972,672.556,0.70435 
154,202.4,3.475,44.8636,2.02,1.35818,154,23388.9,0,5,101,125,0,5,135,-3.01356,-5.34987,-10.8257,-7.2967,-8.93851,43.7667,4.86798,30503.6,-34.138,16439.4,-3.18266,-5.51897,-11.1639,-7.46581,-9.10761,0.693627,2.31026,30311.7,-36.6958,-0.0553692,4.35505e-05,1.00066,-41.7246,426.199,487.299,0.447539,41266.4,9.17939e-07,0.496467,109.686,85.9481,23.4405,24.8295,0.944057,499.457,570.884,0.581713 
155,202,3.254,44.8011,2.021,1.52728,155,19504.4,0,5,101,125,0,5,135,-2.39297,-6.16929,-10.9818,-6.33112,-5.05131,-39.6169,4.10446,26456.2,-18.3189,16439.4,-2.2399,-6.01622,-10.6756,-6.17805,-4.89823,0.644241,6.41967,26629.8,-16.0037,-0.502136,0.000137736,1.00033,-12.7847,533.803,597.527,0.65445,36239.5,8.79041e-07,0.642481,109.531,85.1327,25.0084,26.2139,0.954016,568.511,636.319,0.684223 
156,202.5,3.53,44.8792,2.019,1.31746,156,23377.8,0,5,101,125,0,5,135,-4.20104,-2.13829,-6.83881,-3.86559,-9.56107,-36.469,14.3646,30010.2,-30.2091,16439.4,-4.06013,-1.99738,-6.55699,-3.72468,-9.42016,0.745452,16.4959,30170.1,-28.0779,-0.9592,0.000312339,1.00051,-17.1975,439.674,506.335,0.566489,40177,9.0979e-07,0.518613,109.484,85.9222,23.0055,24.4686,0.940203,481.092,554.411,0.56766 
157,202.1,3.309,44.8167,2.021,1.48408,157,20187.7,0,5,101,125,0,5,135,-4.11491,-4.59197,-6.80285,-6.49872,-2.73479,-27.331,7.35584,27300,-18.3356,16439.4,-4.00931,-4.48637,-6.59165,-6.39312,-2.62919,0.726597,8.95307,27419.8,-16.7384,-0.80419,0.000186547,1.00033,-11.133,499.048,572.057,0.578448,37658.6,8.90369e-07,0.600096,109.496,85.192,24.4651,25.9441,0.942992,544.074,623.289,0.654039 
158,201.3,2.867,44.6916,2.023,1.84707,158,20673.5,0,5,101,125,0,5,135,-3.05392,-2.62697,-8.25369,-4.51508,-4.03471,-52.6588,12.1472,27263.6,-18.3866,16439.4,-2.85046,-2.4235,-7.84677,-4.31162,-3.83125,0.630976,15.2245,27494.4,-15.3093,-4.83846,0.000316318,1.0003,-3.14657,545.664,643.648,0.738759,37420.3,8.88487e-07,0.667016,109.601,85.2902,25.0688,26.9687,0.929549,571.257,673.493,0.698122 
