cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,2.4,10,12568.6,-0.318511,22.4021,13.7991,89.1994,0.109185,109.602,280.557,-0.275851,0.722015,-2.02446,-0.103422,0.132075,-48.5018,5875.47,15.464,7988.41,10452.7,0.0295517,1.02742,-1.41366,0.201981,0.437478,5.99931,5939.72,16.7238,8052.66,0.455987,0.995097,0.00381111,13026.1,3588.94,31372.4,58777.7,-0.00140053,0.409283,14.2331,12.3323,90.106,72.5194,0.561547,13.4749,13.0762,88.8116,124.385,1.29442,-51.8654 
11,0,11,15499.8,-0.0210626,28.1038,13.038,89.2651,0.0319782,2.84895,1.09928e-11,-0.470934,-0.119569,-2.22672,1.25927,-0.325995,-17.8114,7667.24,23.7911,9254.68,11931.1,-0.358781,-0.00741485,-2.00242,1.37143,-0.213841,-0.653486,7690.84,24.2537,9278.27,0.485051,0.994512,0.00479225,15855.7,5681.44,58280.2,86102.8,-0.00137288,0.589734,13.3843,11.7358,90.2092,72.7261,0.714099,12.7826,12.461,88.7013,124.657,1.50794,-51.931 
12,5,12,11402.5,-0.287554,20.3854,13.7652,88.9877,0.269396,-182.683,478.364,-0.986341,0.53052,3.20994,1.51152,-0.073219,-22.746,5070.02,15.8781,7467.67,10736.8,-0.843116,0.673745,3.49639,1.65475,0.0700063,0.307889,5100.15,16.4689,7497.8,0.435977,0.994381,0.00402987,11698.2,3060.03,23966.6,52565.7,-0.00105274,0.364977,14.0824,11.8946,89.622,72.2649,0.54212,13.0609,12.8801,88.6627,124.243,0.959258,-51.9783 
13,1.4,13,14799.1,-0.306194,26.9,13.2865,89.4519,-0.380518,813.136,20.7245,0.490559,3.34778,1.14019,-0.0483626,-1.37339,-8.50956,6952.14,22.011,9062.22,21707.2,0.544141,3.40136,1.24735,0.0052198,-1.31981,0.678373,6963.42,22.2321,9073.49,0.46584,0.994444,0.00449329,14948.1,5010.16,47312.9,79775.6,-0.00115845,0.529885,13.3305,11.8113,90.3566,72.3923,0.671878,12.9665,12.8323,89.0195,124.259,1.33707,-51.8668 
14,1.5,14,13764.2,-0.332214,24.9682,13.4833,89.1625,0.269511,-1055.46,435.885,0.561804,-0.327628,-0.608324,0.577414,0.0893798,-12.7476,6251.15,17.9049,8831.92,20219.3,0.642072,-0.24736,-0.447788,0.657683,0.169648,1.57835,6268.04,18.236,8848.81,0.445965,0.994934,0.00378194,14055,4478.57,38106.4,75062.9,-0.00124598,0.472663,13.6026,11.7275,89.9624,72.3461,0.654694,13.0054,12.7061,88.6864,124.429,1.27598,-52.0834 
15,0,15,14690.5,0.0169529,26.7172,12.9579,89.1569,-0.0106022,11.849,500,1.62615,-0.816824,3.16371,-0.314082,2.57217,-31.722,6934.41,20.4147,9048.09,11274,1.82589,-0.617079,3.5632,-0.114338,2.77192,0.520405,6976.43,21.2387,9090.11,0.465849,0.994701,0.00428556,14975.7,5133.49,48391.6,81921.2,-0.00119879,0.540609,13.3411,11.6197,90.0039,72.2594,0.698711,12.6947,12.4657,88.6667,124.191,1.33715,-51.9313 
16,0,16,14657.5,-0.341907,27.1199,13.1695,89.2119,7.54913,520.695,475.536,1.83591,0.563568,0.436828,0.560919,0.877735,-10.4642,6988.66,18.4917,8971.7,139587,1.9018,0.629458,0.568609,0.626809,0.943626,0.87825,7002.52,18.7635,8985.56,0.469658,0.995333,0.0038319,14909.8,5171.83,50636.3,80509.7,-0.00129463,0.56181,13.0256,11.5271,89.8952,72.3947,0.685678,12.8324,12.5884,88.8107,124.413,1.08447,-52.0183 
17,1.8,17,11825.4,-0.0370642,20.9902,13.4817,89.119,0.21484,-18.3083,485.56,-0.211387,-1.29192,0.48942,0.558514,0.449441,-12.7935,5308.17,14.832,7742.93,9340.13,-0.13083,-1.21137,0.650534,0.639071,0.529998,-0.362639,5325.12,15.1643,7759.88,0.438144,0.995041,0.00358691,12153.8,3240.59,26053.9,55190.2,-0.00118204,0.381237,13.9686,11.9783,89.9948,72.0523,0.546538,13.2335,13.1729,88.6982,124.251,1.29661,-52.1989 
18,0,18,14786,-0.337235,26.5879,13.5181,89.3543,0.162959,659.691,487.015,0.248972,0.124505,0.779088,-1.40169,-1.25151,-4.02109,7196.5,17.9631,8792.42,15199.8,0.274292,0.149824,0.829727,-1.37637,-1.22619,1.6152,7201.83,18.0675,8797.75,0.481926,0.995629,0.00376879,14943.8,4987.14,51065.5,75332.1,-0.00118186,0.548019,13.5442,11.7301,90.005,71.2823,0.655774,12.9816,12.7191,89.0017,122.951,1.0033,-51.6683 
19,1.7,19,11782.4,-0.0135353,21.6039,13.0264,89.5545,0.00104943,-16.3801,2.74008e-12,0.29759,1.45891,1.22686,1.75682,2.39149,-65.5473,5325.24,12.5578,7716.42,9161.77,0.710324,1.87165,2.05233,2.16955,2.80423,0.786396,5412.07,14.2603,7803.25,0.440761,0.99541,0.00335513,12278.9,3428.81,28263.6,57822.6,-0.0012449,0.411858,13.329,11.6722,90.4552,72.2109,0.572996,13.0978,12.6865,89.177,124.23,1.27817,-52.0192 
20,3,20,10953.2,-0.00240321,19.4529,13.6427,89.0133,-0.00201776,3.28545,5.82617e-12,0.237573,0.62541,-0.437606,-0.563601,1.34212,-34.3204,4783.07,17.415,7360.32,8639.51,0.453679,0.841516,-0.00539354,-0.347494,1.55823,1.00216,4828.53,18.3064,7405.78,0.425586,0.993409,0.00453287,11345.6,2851.03,21232.3,49906.1,-0.00122434,0.341131,14.1195,12.0053,89.838,71.3957,0.516772,13.3207,13.2276,88.7145,123.31,1.12354,-51.9139 
21,1.3,21,14794.9,-0.340948,27.233,13.2204,89.3711,-0.141683,344.297,499.993,0.106166,0.831827,1.07802,0.0561618,1.24236,-54.8028,6856.26,14.1103,9306.45,13308.2,0.451245,1.17691,1.76818,0.401241,1.58744,0.671648,6928.86,15.5337,9379.05,0.456374,0.996092,0.00304165,15182.4,5196.95,46503.8,85270.3,-0.00137934,0.52486,13.3502,11.8374,90.253,71.8633,0.700644,12.7752,12.8335,88.8401,123.85,1.41288,-51.9863 
22,4,22,11200,-0.0360488,20.2998,13.3765,89.3044,0.0345521,194.568,500,-0.500008,2.34733,4.44029,-1.03218,2.84378,-85.323,5081.57,15.3274,7444.54,9058.35,0.0372477,2.88458,5.5148,-0.494929,3.38104,0.512945,5194.6,17.5436,7557.57,0.438538,0.994124,0.00425792,11845.3,3002.76,23852,51176.8,-0.00135258,0.361688,13.9191,12.2473,90.0143,72.4579,0.526632,13.2335,13.1696,88.9088,124.569,1.10545,-52.1115 
23,0,23,15759.9,-0.356856,28.7154,13.3307,89.3463,0.439461,87.7487,129.33,1.85472,1.52285,-1.49757,0.16173,-0.115637,-33.8293,7741.89,15.5682,9392.02,13716.6,2.06774,1.73587,-1.07154,0.374744,0.097377,1.33442,7786.7,16.4469,9436.84,0.483913,0.996317,0.00320022,16091.1,5750.65,59069.1,86860.4,-0.00142728,0.587148,13.609,11.8101,90.1366,71.4879,0.70754,12.8736,12.7183,88.9376,123.189,1.19894,-51.7011 
24,2,24,11484,-0.00024269,20.8435,13.242,89.0671,0.00064184,-2.89472,8.44089e-12,-0.349721,1.1172,1.91163,-0.107877,0.358834,-48.661,5073.2,19.1741,7668.92,8985.07,-0.0433152,1.4236,2.52444,0.198529,0.665239,0.470601,5137.66,20.438,7733.38,0.430181,0.993087,0.00484478,11943,3106.88,24111.5,53645.5,-0.00130047,0.364934,13.7083,12.35,89.9931,72.4395,0.53552,13.1541,13.417,88.6689,124.363,1.3242,-51.9239 
25,1.2,25,15162.1,-0.326499,27.3997,13.3713,89.0387,-0.380634,451.241,499.302,0.0887283,1.29523,2.7452,0.381185,-0.406632,-10.7763,7355.75,14.6507,9051.95,17517.8,0.156584,1.36309,2.88091,0.449041,-0.338776,0.361337,7370.03,14.9306,9066.23,0.480185,0.996467,0.00302447,15348.3,5338.02,53810.6,81514.5,-0.00114372,0.569515,13.555,11.4289,89.928,71.9164,0.690957,12.8125,12.5684,88.5319,123.789,1.39616,-51.8727 
26,1.1,26,14108,-0.343174,25.4366,13.5774,89.1317,0.20781,92.6151,20.9766,-1.23743,0.62197,0.928343,1.34899,-0.210636,2.89059,6865.53,21.1531,8510.17,11869.2,-1.25564,0.603768,0.89194,1.33079,-0.228837,0.335378,6861.7,21.078,8506.34,0.478258,0.994653,0.00454384,14347.3,4552.94,45603.4,69525.3,-0.00123549,0.512736,13.6603,11.8747,89.9861,72.3753,0.626725,12.9241,12.902,88.6578,124.063,1.32832,-51.6874 
27,1.6,27,12556.5,-0.335138,23.5201,13.2121,89.088,0.426331,-28.5736,7.11833,-0.753392,1.24223,2.86466,0.545717,-1.1622,-20.4318,5641.66,18.1668,8307.18,10512.5,-0.624738,1.37089,3.12197,0.67437,-1.03355,0.110281,5668.73,18.6975,8334.24,0.43596,0.994261,0.00411568,13002.9,3873.94,30714.4,66714.4,-0.00138195,0.42071,13.4563,12.063,90.0508,73.0428,0.61668,12.8016,12.936,88.6949,125.085,1.35591,-52.0421 
28,0,28,15018.3,-0.131769,26.9953,13.2352,89.2523,-0.399597,218.526,500,-0.504376,2.0307,1.60934,-0.422838,0.295807,-35.1911,7234.37,15.1501,9135.79,14473.5,-0.282787,2.25229,2.05252,-0.201249,0.517396,0.52687,7280.99,16.0641,9182.41,0.473976,0.996154,0.00321231,15361.5,5232.06,50793.1,82011.9,-0.00127017,0.546446,13.4719,11.8247,90.0795,72.4655,0.689589,12.9089,12.6038,88.7688,124.501,1.31069,-52.0351 
29,2.4,29,11556.1,-0.331679,21.0469,13.7136,89.1111,0.367101,-334.33,481.467,-0.821345,0.98229,0.404184,-1.09902,0.0897134,-47.7961,5323.08,16.6646,7615.14,13391.2,-0.520385,1.28325,1.0061,-0.798056,0.390673,0.261079,5386.39,17.906,7678.45,0.443564,0.994216,0.00427738,12143.4,3191.53,26042,53858.5,-0.00136998,0.379867,13.9324,12.1196,89.8638,72.6174,0.541609,13.2285,13.1017,88.8217,124.556,1.04206,-51.9384 
30,0,30,15972.6,-0.0785876,28.8737,13.0946,89.1992,0.0055527,135.513,500,-0.291617,2.36933,2.96753,0.67119,-0.548159,-40.34,7673.92,18.0243,9709.86,12332.6,-0.037607,2.62334,3.47555,0.925201,-0.294148,0.480667,7727.36,19.0721,9763.3,0.473517,0.995699,0.00358555,16319.1,5971.78,58337.3,93502.8,-0.001402,0.592021,13.4515,11.5959,90.0284,72.1641,0.734315,12.9469,12.6405,88.8114,124.101,1.21708,-51.937 
31,5,31,12102.4,-0.322462,22.0021,13.725,89.1357,-0.00400385,525.53,466.3,1.49651,1.91638,1.83984,-0.4238,1.12832,-47.4199,5397.18,15.3779,8068.57,9898.89,1.7951,2.21497,2.43702,-0.125209,1.42691,0.685497,5459.99,16.6095,8131.38,0.432797,0.994705,0.00374867,12615.6,3431.6,26122.5,59926.2,-0.00137232,0.374259,13.8915,12.5517,89.9321,73.4858,0.56942,13.3178,13.1177,88.7043,125.914,1.22786,-52.4283 
32,1.4,32,14116.1,-0.313703,26.1369,13.0925,89.2774,0.360812,-130.679,197.301,-0.300159,1.50102,0.731386,-0.250004,-1.74026,-25.1272,6670.34,17.9112,8749.89,12674.6,-0.14194,1.65924,1.04782,-0.091785,-1.58204,-0.175618,6703.62,18.5639,8783.18,0.464471,0.995177,0.00387832,14432.8,4824.85,45265.6,77041.1,-0.00120124,0.527396,13.1453,11.5525,90.0123,73.0773,0.676651,12.6447,12.5378,88.8059,125.033,1.20648,-51.9555 
33,1.5,33,12877.4,-0.320167,23.4419,13.4812,89.2831,0.132809,531.875,498.734,0.223204,-0.131719,0.05049,0.740314,-0.672853,-36.3003,6085.71,14.3292,8140.39,12587.2,0.451777,0.0968545,0.507637,0.968887,-0.444279,0.678889,6133.79,15.2721,8188.48,0.459817,0.995662,0.00342389,13339.7,3995.01,36180.5,64569.7,-0.00119141,0.463519,13.5787,11.5962,89.9938,71.7094,0.613745,12.8786,12.5354,88.8624,123.197,1.13142,-51.4872 
34,0,34,13860.5,-0.0766836,25.0939,13.1326,89.4204,1.4132,-334.491,0.0422131,-1.34735,-0.494059,0.699823,-0.979743,-0.360679,-19.369,6887.92,21.2408,8279.92,26115.9,-1.22539,-0.372098,0.943747,-0.857781,-0.238717,1.53921,6913.58,21.7438,8305.58,0.486102,0.994526,0.00479945,14222.5,4607.21,47945.4,68754.9,-0.00116916,0.545073,13.1199,11.5019,90.1879,73.1621,0.637654,12.9092,12.3421,88.8471,125.02,1.34074,-51.8581 
35,0,35,14507.5,-0.338248,26.55,13.3096,89.4033,-0.449192,907.992,465.362,-1.76186,0.87888,3.65884,-0.529322,0.879626,8.2641,6959.4,23.4969,8913.87,24780.7,-1.8139,0.826844,3.55477,-0.581359,0.827589,-0.26327,6948.46,23.2823,8902.92,0.470029,0.99417,0.00479425,14783,5012.39,47961.1,79130.5,-0.00125867,0.533396,13.5989,11.5977,90.2544,71.5879,0.685902,12.6052,12.5751,88.962,123.302,1.2924,-51.7144 
36,1.8,36,11093.5,-0.0139939,19.5503,13.5649,89.1707,-0.0151659,2.34984,499.801,-0.869879,0.448036,-1.72437,2.07417,0.301323,-60.5421,4689.77,15.1308,7504.08,8634.24,-0.488662,0.829253,-0.961936,2.45539,0.68254,1.38224,4769.97,16.7033,7584.28,0.416805,0.993909,0.0040406,11444.1,2897.11,20561.8,51770.2,-0.000989781,0.339613,13.9326,11.8647,89.9684,72.068,0.531061,13.2364,13.0388,88.8523,123.917,1.11615,-51.8492 
37,1.7,37,10898.8,-0.0969689,19.5729,13.3864,89.3917,0.978029,646.555,0.023658,-0.931744,-1.74365,-0.979834,-0.948585,-0.884375,-17.753,4828.44,13.3415,7204.57,29114.4,-0.819958,-1.63187,-0.756262,-0.836799,-0.772589,0.843017,4851.96,13.8026,7228.08,0.432721,0.995046,0.00350533,11212.7,2813.14,21904.3,48219.9,-0.0010213,0.352835,13.4982,12.1224,90.0235,72.1301,0.515237,13.145,13.0005,88.9561,124.049,1.06738,-51.9186 
38,3,38,11776.8,-0.2769,21.7053,13.2322,89.265,-0.444166,901.105,435.001,0.546841,2.17087,1.25081,-2.48409,1.41124,-106.809,5332.64,16.1207,7679.37,22378.8,1.21939,2.84342,2.59591,-1.81154,2.08379,0.625463,5474.12,18.895,7820.86,0.443017,0.993996,0.00443076,12356.5,3339.06,27016.3,56611.6,-0.00123759,0.393334,13.5181,12.0592,90.0857,72.6384,0.562061,13.0442,12.9591,88.8229,124.924,1.26273,-52.2856 
39,1.3,39,14939,-0.3299,27.1059,13.3517,89.2793,-0.427533,451.07,269.526,-2.57857,0.878701,-0.277624,1.85489,0.904431,-63.4645,7136.98,16.9254,9139.1,18059.2,-2.17895,1.27832,0.521614,2.25451,1.30405,0.835947,7221.05,18.5738,9223.17,0.470812,0.995519,0.00369595,15337.4,5283.46,50934.7,83123.9,-0.00127255,0.554427,13.3588,11.6088,90.1936,72.4259,0.69774,12.9452,12.4357,88.8537,124.37,1.33985,-51.9438 
40,4,40,10843.6,-0.27648,19.7636,13.5042,89.3567,-1.06242,1194.09,472.5,-1.17368,0.591779,-0.636731,-0.666929,-0.363342,-67.2985,4843.99,17.2616,7180.15,49986,-0.749922,1.01554,0.210791,-0.243168,0.0604191,0.282195,4933.14,19.0096,7269.3,0.4354,0.993302,0.0047941,11330.1,2850.58,22397.6,48747.6,-0.0011003,0.358533,13.664,11.8887,90.2811,72.5673,0.522504,13.1225,12.8067,88.9217,124.421,1.35943,-51.8539 
41,0,41,13656.9,-0.00333618,24.8958,12.9526,89.3365,-0.00666766,36.2601,500,1.11193,1.31355,2.45211,-0.833004,0.115589,-54.7487,6595.16,12.7226,8362.73,10505.2,1.45667,1.65829,3.14159,-0.488266,0.460327,0.495619,6667.69,14.1446,8435.26,0.473197,0.996301,0.00307941,14090.7,4541.54,43789.8,71199.6,-0.00110569,0.518322,13.2532,11.485,89.9395,72.7241,0.659881,12.5824,12.2487,88.8663,124.912,1.07318,-52.1875 
42,2,42,11312.4,-0.316373,20.3302,13.8512,89.2311,0.570293,-503.01,296.156,-0.734999,1.94552,2.55265,-0.219307,-1.87982,-24.2845,4855.49,17.8169,7706.27,18505.3,-0.582086,2.09843,2.85847,-0.0663946,-1.72691,-0.107284,4887.66,18.4477,7738.44,0.417839,0.993438,0.00437221,11697.5,3021.59,21459.8,54123.4,-0.00120097,0.341873,14.2432,12.0351,90.1603,71.4636,0.540344,13.1824,13.2526,88.8024,123.378,1.35792,-51.914 
43,1.2,43,14143.3,-0.320228,26.1605,13.1316,89.3139,1.03186,63.2312,492.623,-0.338773,0.201632,1.89314,0.732581,-0.0319055,-60.5565,6953.14,17.8921,8620.11,13306.9,0.0425349,0.58294,2.65575,1.11389,0.349403,0.440248,7033.35,19.465,8700.33,0.478797,0.99518,0.00410437,14689.6,4942.47,49128,76195.8,-0.00135556,0.55049,13.1827,11.5295,90.0259,72.9403,0.679219,12.7978,12.1802,88.8037,124.911,1.2222,-51.9706 
44,1.1,44,15244.7,-0.339393,28.1572,13.1272,89.1353,-0.239435,390.005,180.86,-2.56816,0.676766,-1.61158,0.187731,1.71167,-66.5502,7401.97,12.6813,9288.75,15072.4,-2.14911,1.09581,-0.773478,0.60678,2.13072,1.8493,7490.13,14.4098,9376.91,0.475811,0.996645,0.00282284,15741.8,5535.53,54571.8,86112.9,-0.00148365,0.569356,13.4216,11.7765,89.8874,73.4593,0.710085,12.6996,12.7063,88.6811,125.561,1.20633,-52.1014 
45,1.6,45,12393.3,-0.352059,22.4676,13.7587,89.1924,-0.0940286,-248.654,46.0509,-0.126912,0.591457,-1.80743,3.26388,-1.36915,-11.1991,5773.51,17.185,7921.82,10824.1,-0.0563941,0.661975,-1.66639,3.3344,-1.29863,2.70921,5788.34,17.4758,7936.65,0.453184,0.994744,0.00403978,12772.6,3563.18,31239.2,58414.1,-0.00137464,0.413637,14.0275,12.2005,89.9576,71.7094,0.56595,13.1308,13.1248,88.8398,123.631,1.11775,-51.9216 
46,0,46,14347.8,-0.00731038,25.9491,13.0296,89.3369,0.0151042,-43.5868,500,0.437766,1.65881,-1.42133,1.1819,1.26782,-15.2065,6790.03,15.1951,8830.5,11027.9,0.533518,1.75456,-1.22983,1.27765,1.36357,1.33243,6810.17,15.5901,8850.64,0.466491,0.99601,0.00323431,14598.7,4879.49,46112.6,77566.8,-0.00121586,0.525782,13.4266,11.5993,89.891,72.8051,0.673868,12.7982,12.5802,89.0592,125.107,0.831818,-52.3015 
47,2.4,47,11076.5,-0.0509681,20.355,13.1807,89.0665,0.0766768,113.104,497.64,0.489399,-1.23265,0.14298,-0.821937,0.845982,11.5388,4888.31,17.2386,7372.65,9016.15,0.416742,-1.30531,-0.00233372,-0.894594,0.773325,0.997694,4873.02,16.9389,7357.36,0.429436,0.993954,0.00422318,11347.5,2964.86,22793,51426.7,-0.00118079,0.356377,13.6038,12.2851,89.9784,72.4847,0.536868,13.0361,12.9041,88.4858,124.426,1.49262,-51.9409 
48,0,48,14918.6,-0.336759,27.0412,13.396,89.0332,0.0451377,304.137,258.412,0.189848,0.804722,1.74805,2.11216,1.90517,-49.8554,7380.87,10.5981,8881.91,12239.1,0.503774,1.11865,2.3759,2.42608,2.2191,0.725123,7446.91,11.893,8947.96,0.486055,0.997213,0.00244242,15321.1,5150.54,52681.4,78121.4,-0.00123534,0.552836,13.5936,11.8713,89.7535,73.4598,0.679568,12.783,12.478,88.5529,125.591,1.20064,-52.131 
49,5,49,11865.1,-0.146405,21.2146,13.5885,89.1737,-0.288626,-180.377,1.0884,-0.315753,-0.00691061,0.0287077,-1.53104,-0.168566,-0.69477,5325.51,17.8422,7781.18,11079,-0.311379,-0.00253583,0.0374573,-1.52667,-0.164191,1.01904,5326.43,17.8602,7782.1,0.437501,0.994166,0.00420991,12174.7,3249.09,25706.1,55799.6,-0.00126847,0.372519,13.9999,12.3882,90.0931,72.5118,0.548905,13.3963,13.0522,88.6347,124.475,1.45845,-51.9631 
50,1.4,50,14425.8,-0.197966,26.3303,13.1558,89.2727,0.236254,-70.8057,4.22911,0.0874301,2.23127,2.35249,-0.554134,0.294247,20.4996,6858.48,16.333,8861.82,11820.9,-0.0416506,2.10219,2.09432,-0.683215,0.165166,0.424132,6831.33,15.8005,8834.67,0.467712,0.995969,0.00328373,14605.8,4952.72,46873.7,78766,-0.00118633,0.531597,13.2964,11.6486,89.9904,72.5146,0.683914,12.745,12.4644,88.8617,124.553,1.12873,-52.0385 
51,1.5,51,14083.4,-0.31103,25.6257,13.3141,89.0477,0.545473,-320.39,499.829,0.123203,0.0658547,-1.08829,0.632496,-0.363812,-73.9682,6446.63,18.8923,8898.05,16795.8,0.588962,0.531613,-0.156773,1.09825,0.101946,1.07245,6544.61,20.8135,8996.03,0.452566,0.994465,0.00424387,14461.1,4610.16,40031.2,76654,-0.00118303,0.484558,13.3576,11.9094,89.9747,73.1533,0.659173,13.0116,12.7858,88.6329,125.395,1.34181,-52.2414 
52,0,52,16512.9,-0.0893225,30.0859,13.0153,89.1826,0.0113205,184.103,1.75645e-11,-0.0967411,0.0591603,1.56759,-2.15705,-0.852393,-54.6166,8030.2,18.2887,9817.08,12815,0.247165,0.403067,2.2554,-1.81314,-0.508487,-2.86198,8102.55,19.7073,9889.43,0.482144,0.995762,0.00365745,16805.2,6294.51,64428.4,95822.4,-0.00136158,0.619549,13.4726,11.6721,89.916,72.3978,0.74596,12.8148,12.682,88.8502,124.383,1.06583,-51.985 
