cyc,detuning,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
19,80,47.2959,19,10588.1,0.0111355,16.1868,13.9263,122.003,0.102544,121.137,1.69918,-2.1387,-0.266465,-0.0546513,-1.55415,0.369427,6.33539,4874.32,35.5806,5100.56,7742.64,-2.17859,-0.306358,-0.134436,-1.59404,0.329535,0.965386,4867.48,35.3014,5093.72,0.506784,0.987467,0.0126055,9604.64 
20,310,47.5259,20,9073.46,0.0557822,14.5162,13.1414,121.164,-0.168071,-41.1362,24.7857,-5.55386,1.9003,0.269047,-3.32656,0.691948,-78.9177,437.359,17.2363,8245.42,6435.05,-5.05693,2.39723,1.26289,-2.82963,1.18887,1.41576,522.582,20.7148,8330.64,0.0631894,0.935131,0.00455965,8270.08 
21,140,47.3559,21,8771.57,0.0850247,12.495,14.4769,121.493,-0.187323,109.882,281.44,-1.68979,2.68975,-3.03707,-1.59763,-1.08235,-17.898,2251.7,23.4035,5844.47,6558.61,-1.57709,2.80245,-2.81168,-1.48493,-0.969651,0.304195,2271.03,24.1924,5863.8,0.294009,0.981699,0.00754269,7724.36 
22,360,47.5759,22,9587.87,0.0750286,15.3514,13.0121,121.16,-0.0273467,76.2358,59.1725,-2.31729,1.82497,-1.24097,1.3718,-0.27859,-87.905,290.742,18.2879,8780.37,6570.54,-1.76377,2.37849,-0.133943,1.92532,0.274924,1.04996,385.67,22.1625,8875.3,0.0446393,0.908625,0.00457886,8639.7 
23,260,47.4759,23,8816.04,0.032257,13.9374,13.462,120.848,0.0451034,-40.1157,274.389,2.44094,-1.66647,0.765474,0.580626,1.81271,-57.4387,570.7,25.7219,7826.83,6166.73,2.80261,-1.3048,1.48883,0.942302,2.17438,0.756063,632.727,28.2536,7888.86,0.0793949,0.92752,0.00655418,7969.36 
24,280,47.4959,24,8773.67,0.0512561,13.8825,13.1191,121.434,0.105566,-120.662,500,1.80921,2.27553,3.44289,2.66745,4.25393,-64.1634,500.819,16.6947,7682.1,6343.45,2.21323,2.67955,4.25093,3.07147,4.65795,0.748065,570.109,19.5229,7751.39,0.0732891,0.943461,0.00461815,7778.9 
25,380,47.5959,25,10139.8,-0.0086278,16.7192,12.9676,121.257,-0.000629633,3.48064,1.48325e-10,1.48774,-0.134671,-1.13387,-0.797381,2.96161,-40.7974,226.682,15.5971,9506.58,7057.88,1.74463,0.12222,-0.620092,-0.54049,3.2185,1.15799,270.739,17.3953,9550.64,0.0295798,0.898925,0.00334394,9152.84 
26,-40,47.1759,26,14710.9,0.0632665,26.1196,-11.7763,121.033,-0.00861214,31.7191,3.40279e-12,2.84877,1.83055,2.08868,3.22448,-1.3525,-50.0794,122.447,26.6186,13982,10022,3.1641,2.14589,2.71935,3.53982,-1.03717,0.741801,176.527,28.826,14036,0.0133429,0.777746,0.00376889,13230 
27,350,47.5659,27,10457.2,0.0662803,16.9557,12.9307,121.201,-0.0817132,16.1828,500,-1.12161,2.31985,2.61644,-5.09645,-1.5031,-38.6068,292.796,15.4494,9570.96,7180.34,-0.878517,2.56295,3.10263,-4.85335,-1.26,3.33932,334.487,17.1511,9612.65,0.0360662,0.917656,0.00327595,9274.25 
28,340,47.5559,28,9516.4,0.0866425,14.9844,13.1834,120.954,-0.261616,-254.407,124.676,-1.20884,1.61262,-0.338119,1.15363,-2.41726,-34.8922,320.264,7.39694,8586.09,8597.41,-0.989129,1.83233,0.101294,1.37334,-2.19755,0.157846,357.944,8.93489,8623.77,0.042724,0.958145,0.00190493,8378.05 
29,330,47.5459,29,9336.12,-0.0211811,14.8726,13.1076,121.184,-0.00774388,16.7653,3.00923e-12,-0.905327,-1.60399,-0.425956,-0.242237,1.86324,-69.1701,342.136,12.222,8419.26,6350.32,-0.469781,-1.16845,0.445135,0.193309,2.29878,0.657324,416.832,15.2708,8493.95,0.0501229,0.939751,0.00330089,8316.21 
30,270,47.4859,30,8363.52,0.0151667,13.3894,13.4396,121.005,0.030076,-60.8651,67.2701,-0.298413,0.0890037,1.05378,-0.682862,-1.09885,-4.87652,552.708,28.6118,7549.92,5917.48,-0.267707,0.11971,1.11519,-0.652156,-1.06814,2.48079,557.974,28.8267,7555.18,0.0735696,0.917086,0.00697948,7584.29 
31,-100,47.1159,31,13754.7,-0.0210799,25.5693,11.7783,120.785,-0.00416523,14.8587,2.71812,2.70393,1.65916,7.76984,-0.566038,2.31641,3.20776,97.6528,13.8915,13406.6,9805.88,2.68374,1.63896,7.72944,-0.586236,2.29621,0.438354,94.1887,13.7501,13403.1,0.00749965,0.796512,0.00188624,12559.1 
32,-80,47.1359,32,14790.5,-0.047553,27.2365,11.9936,121.043,0.018619,-36.9421,484.578,2.22305,1.21689,4.04808,5.1564,0.577625,29.1549,53.8946,22.3331,14591.5,10656.4,2.03946,1.03331,3.68092,4.97282,0.394044,0.696308,22.4105,21.048,14560,0.0016523,0.378271,0.00265589,13563.2 
33,180,47.3959,33,7771.49,0.0140276,12.1323,13.7828,121.289,-0.00538988,-2.81484,82.8212,2.00124,1.91691,1.32725,-1.89107,3.78747,-30.9364,1503.64,14.0142,5984.6,5443.97,2.19604,2.11171,1.71684,-1.69628,3.98227,0.793415,1537.05,15.3778,6018,0.21546,0.982793,0.00468507,7133.79 
34,290,47.5059,34,8557.81,0.0280174,13.5509,13.4833,120.828,-0.0490441,-95.6996,117.456,-5.35566,2.31351,0.697476,0.631988,2.2284,-38.7746,468.571,24.4364,7766.47,6100.65,-5.11151,2.55766,1.18578,0.876141,2.47256,0.401312,510.443,26.1455,7808.34,0.0656755,0.917737,0.0061303,7772.2 
35,170,47.3859,35,7615.59,0.0185372,11.3699,14.3642,121.288,-0.0340466,-14.5882,118.307,1.46289,3.90667,-6.94677,2.33639,1.14474,-38.509,1596.66,18.3142,5572.6,5332.78,1.70537,4.14915,-6.4618,2.57887,1.38722,2.92384,1638.25,20.0116,5614.19,0.238831,0.979071,0.0065233,6859.44 
36,390,47.6059,36,9785.26,0.00810655,16.2205,12.8057,120.829,-0.000147132,-10.6405,6.93056e-11,1.74789,3.35137,3.46097,0.627042,-0.0019854,-36.8702,231.999,7.9258,9069.05,6761.86,1.98005,3.58353,3.92529,0.859204,0.230176,0.628928,271.814,9.55093,9108.87,0.0310891,0.942071,0.00192778,8743.06 
37,320,47.5359,37,9528.18,0.0244553,15.4001,13.1291,121.162,0.0565169,-88.8916,452.236,-1.68005,0.458403,4.60181,-0.16159,-0.237252,-68.7453,364.353,21.5327,8761.49,6745.48,-1.24718,0.891273,5.46755,0.27128,0.195619,0.0198956,438.59,24.5628,8835.73,0.05067,0.910741,0.00509486,8655.82 
38,420,47.6359,38,10208.2,0.108135,16.5288,12.6733,120.876,-0.0700144,-42.5945,374.7,-0.982446,-3.08839,-1.16365,-1.12115,-2.20619,-83.6917,160.312,8.8241,9363.78,6916.16,-0.455462,-2.5614,-0.109686,-0.594166,-1.67921,0.979687,250.69,12.513,9454.16,0.0277218,0.919667,0.00243218,9043.06 
39,440,47.6559,39,12261.1,0.00687678,20.0315,12.8593,120.993,-0.179556,264.764,0.000270909,-4.76341,-0.183728,-3.0097,-0.855119,1.64166,-39.1819,222.61,14.6041,11254,9933.03,-4.51669,0.0629898,-2.51626,-0.608401,1.88837,0.557774,264.922,16.3312,11296.3,0.024597,0.902626,0.00265607,10770.5 
40,460,47.6759,40,11055.7,0.0659546,18.7661,12.3982,120.757,-0.00347037,53.2084,104.316,-4.12473,-0.277527,-4.94018,-1.7748,1.59652,-55.962,179.839,25.8308,10332.5,7580.06,-3.77236,0.0748508,-4.23542,-1.42242,1.9489,0.428144,240.271,28.2974,10392.9,0.0242559,0.829117,0.00499057,9905.7 
41,480,47.6959,41,11903.2,0.120212,19.4506,12.592,121.068,-0.0550733,54.2975,63.058,0.426345,1.14801,-0.153025,3.62231,1.5975,-108.913,168.683,13.1365,11003.1,8070.37,1.11214,1.83381,1.21857,4.3081,2.2833,0.886707,286.297,17.9371,11120.7,0.0269367,0.901192,0.00296242,10628.5 
42,500,47.7159,42,11272.1,-0.0148471,18.8546,12.5953,120.759,0.00491929,4.08776,1.39005e-11,2.4913,-1.72128,5.00931,2.46525,-1.06894,-100.531,137.305,18.2886,10441.7,7731.43,3.12431,-1.08827,6.27534,3.09827,-0.435927,0.428149,245.867,22.7198,10550.2,0.024446,0.860799,0.00395127,10057.6 
43,250,47.4659,43,8907.55,0.0187298,13.7155,13.5468,121.125,-0.156056,108.773,500,-1.12757,0.538646,-0.391672,-1.20023,-2.75207,-56.7915,619.575,21.4714,7576.28,6601.01,-0.769973,0.896247,0.323531,-0.842634,-2.39447,1.11607,680.904,23.9746,7637.6,0.0874762,0.941959,0.00574917,7783.88 
44,230,47.4459,44,8416.95,-0.00100639,12.7614,13.5421,120.586,-0.0134754,14.9593,5.4561e-12,-3.74274,-4.7495,-1.22808,-0.395771,-3.20373,-79.9924,731.65,9.61707,6992.49,5632.3,-3.23905,-4.24581,-0.220697,0.10792,-2.70004,0.978568,818.033,13.1429,7078.87,0.110524,0.972653,0.00340846,7401.39 
45,240,47.4559,45,8101.88,0.147205,12.0431,13.2268,121.256,-0.291766,-398.032,90.7698,-2.10167,-4.01077,-1.41524,2.80931,0.110495,-105.121,624.525,15.5387,6740.32,8965.96,-1.43975,-3.34885,-0.0913987,3.47123,0.772416,0.85637,738.044,20.1722,6853.84,0.103773,0.954352,0.00539244,7112.12 
46,0,47.2159,46,12886.7,0.112449,22.7201,11.7538,121.414,-0.124493,-115.577,499.998,-0.702144,-2.11967,-5.68638,-0.3306,1.38345,-123.651,4640.72,27.9946,7486.11,9161.69,0.0764533,-1.34108,-4.12918,0.447997,2.16204,-0.483306,4774.25,33.4448,7619.64,0.402533,0.987889,0.00802068,11860.5 
47,210,47.4259,47,8119.5,0.107198,12.0295,13.6507,120.965,-0.102772,-780.55,313.167,-4.25396,0.573787,-6.4642,1.73595,-4.84996,-94.2618,900.506,14.1843,6464.82,7957,-3.66042,1.16733,-5.27712,2.32949,-4.25642,0.455807,1002.3,18.3391,6566.61,0.140985,0.968974,0.00511826,7109.24 
48,-60,47.1559,48,14357.8,-0.0132298,25.714,11.8597,121.137,-0.00381969,0.878223,7.28337e-11,-0.361096,0.192424,3.1754,0.322998,-3.89662,-113.97,110.532,15.9438,13522.1,9927.6,0.356541,0.910062,4.61068,1.04064,-3.17898,-0.233152,233.606,20.9673,13645.2,0.0180759,0.864251,0.0028226,12923.6 
49,220,47.4359,49,8202.08,0.0385705,12.1596,14.0297,121.329,-0.780831,365.31,500,3.04571,-1.95782,3.46752,0.123085,-0.986382,-65.0356,905.462,27.6188,6706.03,14839.1,3.45522,-1.54831,4.28655,0.532597,-0.57687,0.302908,975.693,30.4854,6776.26,0.134068,0.948156,0.00821924,7277.61 
50,100,47.3159,50,8929.93,0.0618761,13.1191,14.2549,121.867,-0.22075,92.5239,348.297,-1.98527,0.258072,-4.37575,-1.58142,-1.18141,-51.1967,3826.89,26.4728,4493.66,6752.75,-1.66289,0.580444,-3.731,-1.25905,-0.859037,0.461735,3882.18,28.7294,4548.94,0.478531,0.987215,0.0115002,8112.7 
51,370,47.5859,51,10845.4,0.0814099,17.2014,13.1566,121.351,-0.107746,-238.369,1.27571,0.30097,-1.02974,1.647,2.25975,-1.27363,-47.4521,366.728,9.37731,9834.1,8203.32,0.599764,-0.730949,2.24459,2.55855,-0.974842,0.39288,417.971,11.4689,9885.34,0.0434873,0.954181,0.00213263,9611.34 
52,120,47.3359,52,8499.4,0.00319604,12.4496,14.3765,121.942,-0.00882269,-3.4542,1.47042e-12,2.33248,-4.43177,-3.57079,-1.50365,-0.0675373,-72.8535,3051.38,17.6966,4790.01,5827.42,2.79122,-3.97303,-2.65331,-1.04491,0.391202,0.408908,3130.05,20.9077,4868.68,0.408733,0.988446,0.00784852,7657.93 
53,160,47.3759,53,8070.37,0.0806024,11.9167,13.9435,121.403,-0.109364,-44.5629,91.8107,-0.11154,1.55726,-4.5772,-1.47542,-3.00596,-73.1698,1820.72,25.0666,5659.34,5567.71,0.349191,2.01799,-3.65574,-1.01469,-2.54523,0.246002,1899.74,28.2918,5738.36,0.262525,0.9746,0.00900037,7236.41 
54,20,47.2359,54,10879.1,-0.00574948,17.9574,12.7928,122.033,-0.000127927,13.0173,6.59003e-12,-1.46868,0.33978,-2.63025,1.2963,1.52064,-92.9184,6108.23,30.2124,4145.24,7478.4,-0.883602,0.924863,-1.46009,1.88139,2.10572,1.56851,6208.57,34.308,4245.59,0.611262,0.990422,0.0146675,10157 
55,200,47.4159,55,8428.94,0.0140795,12.5173,13.7504,121.329,-0.0176708,5.03297,4.55939e-12,-2.11412,-0.179705,-5.42189,-2.94752,-1.9332,-85.872,1171.89,14.4727,6441.24,5605.9,-1.57341,0.361008,-4.34046,-2.4068,-1.39248,0.535886,1264.63,18.2577,6533.97,0.172264,0.975357,0.00512099,7341.22 
56,190,47.4059,56,8160.46,0.0720995,12.3282,13.715,121.129,-0.0728804,104.645,31.2926,-0.447385,2.52078,-1.36714,1.39119,-1.41168,-62.1363,1226.58,17.3227,6320.88,5752.42,-0.0561285,2.91203,-0.584626,1.78244,-1.02043,1.19274,1293.68,20.0615,6387.98,0.178821,0.973579,0.00575187,7234.51 
57,40,47.2559,57,10941.9,0.0106524,17.6815,13.3566,122.138,0.000911033,13.9213,2.8604e-10,1.56034,0.678112,-1.72372,-2.01889,0.141537,-11.9807,6180.22,29.1806,4177.02,7688.34,1.63578,0.753551,-1.57284,-1.94345,0.216976,-0.728421,6193.16,29.7087,4189.96,0.613803,0.991675,0.012893,10089.8 
58,300,47.5159,58,8969.33,0.0881094,14.0544,13.1399,121.152,-0.0873318,-120.478,44.9173,-0.0743357,0.00708556,-3.68182,3.08236,-2.58436,-74.5666,352.032,10.5894,8033.09,6354.27,0.395191,0.476612,-2.74277,3.55189,-2.11483,-5.32109,432.555,13.8761,8113.61,0.0542171,0.946845,0.00314051,7978.22 
59,400,47.6159,59,11050.6,0.0479706,18.1587,12.9192,120.973,-0.00562906,23.9799,36.0272,-1.61208,1.11306,-0.841441,0.856048,-0.0164606,-15.9185,232.521,31.7582,10306.5,7641.26,-1.51185,1.2133,-0.640972,0.956283,0.0837739,7.37548,249.711,32.4598,10323.6,0.0253496,0.814676,0.00575863,9850.7 
60,-20,47.1959,60,14394.8,-0.0314735,26.3673,11.6844,120.856,0.0232955,21.8754,1.688e-10,3.53748,-0.445472,6.55672,-0.789017,0.772881,-49.7093,242.503,13.3835,13622.9,10045.8,3.85049,-0.132466,7.18273,-0.476011,1.08589,0.375991,296.183,15.5745,13676.5,0.0227564,0.915732,0.00209336,13015.4 
61,60,47.2759,61,11263.5,0.00310538,17.6606,13.576,121.841,0.0134268,-135.431,499.986,0.4591,-5.7422,5.88828,-1.07101,0.346623,-16.8302,5656.16,39.6252,4884.46,7864.16,0.565075,-5.63622,6.10023,-0.96503,0.452598,-10.8073,5674.33,40.3671,4902.63,0.554471,0.987704,0.0149408,10233.8 
62,80,47.2959,62,11023.2,0.0782649,16.4086,14.0515,121.991,0.056851,-70.7818,154.089,0.988407,1.82126,-3.96077,-1.1935,0.890922,-50.5528,5024.45,27.7448,5179.02,7636.62,1.30672,2.13957,-3.32413,-0.875185,1.20924,8.28628,5079.04,29.973,5233.61,0.510646,0.989778,0.0104396,9946.31 
63,310,47.5259,63,9798.81,0.0458672,15.3965,13.3452,120.992,-0.155518,-46.8338,500,-0.664073,1.87042,-0.47174,2.19084,0.0652887,-55.2097,466.495,10.5238,8681.92,6925.8,-0.316432,2.21806,0.223541,2.53848,0.412929,0.955966,526.115,12.9573,8741.54,0.0607822,0.958681,0.00272305,8655.75 
64,140,47.3559,64,8575.1,0.091681,12.5024,14.0667,121.668,-0.154112,-29.2437,1.10904,0.457028,-0.331703,-3.2265,3.49793,-3.03834,-34.4273,2122.17,14.3437,5701.62,5871.77,0.673808,-0.114923,-2.79294,3.71471,-2.82156,-1.08287,2159.34,15.8612,5738.8,0.28805,0.987309,0.00506552,7496.43 
65,360,47.5759,65,10663.6,0.118709,16.8194,12.9828,121.095,0.0233646,94.2277,79.376,-0.369506,2.09937,3.53084,2.61145,-1.30357,-71.5681,305.546,18.7376,9565.6,7180.14,0.081139,2.55002,4.43213,3.06209,-0.85293,0.522011,382.832,21.8921,9642.89,0.0409415,0.90903,0.00416469,9350.72 
66,260,47.4759,66,8361.38,-0.00815056,12.9505,13.3133,120.927,0.00300364,0.966232,1.28993e-11,0.42699,-1.48186,-0.124188,0.702477,1.05574,-31.7277,527.264,15.9898,7175.25,5612.73,0.626771,-1.28208,0.275374,0.902258,1.25552,0.845108,561.526,17.3883,7209.51,0.0772774,0.948595,0.00442324,7266.37 
67,280,47.4959,67,9013.3,0.0986262,13.7229,13.4518,120.975,-0.114187,2.50966,31.3174,-0.7818,-0.0220001,1.60447,1.22209,-0.104233,-29.2916,481.295,19.4418,7860.62,6018.61,-0.597359,0.162442,1.97335,1.40653,0.080209,0.347689,512.927,20.7329,7892.25,0.0653184,0.933937,0.00481589,7852.72 
68,380,47.5959,68,9084.15,0.125655,14.5214,12.6071,120.934,-0.135381,35.4676,499.112,-1.70717,-2.42528,-2.59494,0.00645741,-1.79427,-82.1486,166.362,9.19223,8190.4,6115.91,-1.1899,-1.90801,-1.5604,0.523725,-1.277,0.711655,255.073,12.8131,8279.11,0.0320659,0.919196,0.00284282,7954.65 
69,-40,47.1759,69,15590.5,0.0567807,28.1262,11.8039,120.914,0.113769,-159.125,500,-0.922716,1.62371,2.94933,0.114646,-2.49959,-58.3978,90.2455,26.6544,14816.1,11397,-0.555001,1.99143,3.68476,0.482362,-2.13188,-0.0613789,153.309,29.2284,14879.2,0.0109577,0.749828,0.00360555,13991 
70,350,47.5659,70,9895.93,0.0362631,15.4067,13.0153,121.047,-0.0524103,-58.7199,499.992,3.56708,3.50016,-1.23825,-2.27642,2.74242,-78.9875,239.943,7.43183,8829.13,6627.88,4.06444,3.99752,-0.243525,-1.77906,3.23978,1.02624,325.241,10.9134,8914.43,0.03775,0.944536,0.0022501,8615.66 
71,340,47.5559,71,9979.42,0.0427436,16.2468,13,120.74,-0.155054,743.21,500,-1.813,-1.56049,0.296043,-2.07259,-1.92006,-70.1872,296.045,30.7151,9127.39,10626.9,-1.37105,-1.11854,1.17994,-1.63064,-1.47811,1.26705,371.839,33.8087,9203.19,0.0416356,0.862727,0.00672165,8930.8 
72,330,47.5459,72,9624.57,0.00171009,14.9877,13.2131,121.088,-0.00298627,-13.4228,0.0684119,0.648782,3.77941,1.19846,0.661914,0.122032,-95.3576,263.106,13.8074,8535.5,6448.01,1.24922,4.37985,2.39935,1.26236,0.722474,0.760383,366.082,18.0105,8638.48,0.0435819,0.920729,0.00382594,8399.87 
73,270,47.4859,73,8610.01,0.13343,13.0306,13.1914,120.649,0.52756,-494.587,34.6416,-2.20669,1.26275,-6.43091,-2.95744,-1.71634,-74.6032,550.674,16.8243,7380.45,14089.6,-1.73694,1.7325,-5.4914,-2.48768,-1.24659,0.405055,631.237,20.1126,7461.02,0.0833869,0.947186,0.00494121,7569.98 
74,-100,47.1159,74,14835.8,0.043935,26.7358,11.867,121.032,5.40248e-05,6.92021,195.601,0.603505,1.46498,-0.338009,-5.29918,-0.0440174,-52.1869,125.751,24.8188,14175.2,10328.3,0.932112,1.79359,0.319204,-4.97057,0.284589,1.19451,182.108,27.119,14231.6,0.0135724,0.793269,0.00349796,13417.5 
75,-80,47.1359,75,15712.6,0.0224722,28.7736,11.773,120.986,-0.0352426,-2.18369,196.24,-1.44489,-0.713669,-3.19084,1.02652,-3.05044,-32.7211,116.296,27.9878,15010.3,11030,-1.23886,-0.507633,-2.77877,1.23255,-2.8444,0.547219,151.631,29.4301,15045.6,0.0107205,0.74646,0.00359033,14144 
76,180,47.3959,76,8094.46,0.0901908,11.9104,13.9035,121.39,-0.0584941,126.499,229.807,2.60863,2.16777,-1.37445,-1.89598,-0.894006,-27.7166,1384.92,32.33,6112.57,5631.58,2.78315,2.34229,-1.02541,-1.72146,-0.719482,1.61805,1414.85,33.5517,6142.5,0.198509,0.960154,0.00996174,7127.38 
77,290,47.5059,77,9239.4,0.107433,14.2655,13.2149,120.954,-0.719079,489.22,499.299,-1.07594,3.12488,-1.97086,-2.47538,-3.41407,-55.1586,435.265,26.9314,8128.26,17588.7,-0.728622,3.47219,-1.27623,-2.12806,-3.06675,0.657616,494.83,29.3626,8187.82,0.0610185,0.905926,0.00656269,8109.5 
