cyc,time,freq,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
10,0.04,43.2817,10,4.14169e-07,7.41192e-07,1.02333e-29,15.444,0.558787,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.237833,-1.35998e-30,2.66652e-13,36347.5,51680.6,1.54529,23.8654,1.43931,22.2286,0.991249,0.0066,1.40403,6.683e-06 
11,0.04,43.2617,11,4.19665e-07,7.01246e-07,9.68175e-30,14.6116,0.598456,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.420984,-2.43922e-30,7.03376e-14,30781.7,43402.3,1.66799,24.372,1.5275,22.3192,0.817753,0.0066,1.42186,6.683e-06 
12,0.04,43.1417,12,4.09883e-07,7.34181e-07,1.01365e-29,15.2979,0.558286,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.235441,-1.33237e-30,1.54804e-13,35325.7,50070.2,1.54376,23.6162,1.43822,22.0016,0.993526,0.0066,1.43682,6.683e-06 
13,0.04,43.2017,13,3.99414e-07,7.61364e-07,1.05118e-29,15.8643,0.524604,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0693398,-3.82376e-31,2.85324e-13,39396.5,55587.7,1.44205,22.877,1.3661,21.6722,1.15236,0.0066,1.45347,6.683e-06 
14,0.04,43.1817,14,4.07119e-07,7.47497e-07,1.03203e-29,15.5753,0.544643,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.16942,-9.52293e-31,4.48115e-13,37282.9,53573.8,1.50226,23.3982,1.4087,21.941,1.05647,0.0066,1.42474,6.683e-06 
15,0.04,43.0917,15,3.82109e-07,7.7936e-07,1.07602e-29,16.2393,0.490285,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.1116,5.88756e-31,4.37416e-13,42256.8,59151.2,1.34102,21.7772,1.29529,21.0345,1.32724,0.0066,1.46276,6.683e-06 
16,0.04,43.2217,16,4.35326e-07,7.27399e-07,1.00428e-29,15.1566,0.598469,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.421041,-2.53059e-30,-3.47845e-13,34355.8,47153.3,1.66803,25.2816,1.52753,23.1521,0.817699,0.0066,1.43134,6.683e-06 
17,0.04,43.1417,17,3.89908e-07,8.16275e-07,1.12699e-29,17.0084,0.477668,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.181567,9.77424e-31,5.91861e-13,48550.2,68269.8,1.30467,22.1903,1.26994,21.5997,1.39549,0.0066,1.47144,6.683e-06 
18,0.04,43.3217,18,3.83612e-07,7.68111e-07,1.06049e-29,16.0049,0.499422,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0621523,3.2918e-31,1.03275e-13,40453.3,56213.1,1.36764,21.8889,1.31388,21.0284,1.27924,0.0066,1.45057,6.683e-06 
19,0.04,43.2817,19,4.17679e-07,7.62594e-07,1.05288e-29,15.8899,0.547708,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.184395,-1.06335e-30,7.02999e-14,39587.9,55690.9,1.51155,24.0184,1.41529,22.4889,1.04217,0.0066,1.42027,6.683e-06 
20,0.04,43.1817,20,4.09761e-07,7.97122e-07,1.10055e-29,16.6094,0.51405,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0150478,-8.5131e-32,4.91034e-13,45212.3,64110.7,1.41069,23.4306,1.34404,22.3236,1.20463,0.0066,1.44625,6.683e-06 
21,0.04,43.1417,21,3.83123e-07,7.73448e-07,1.06786e-29,16.1161,0.495344,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0840938,4.44821e-31,1.17045e-13,41302.3,57455.2,1.35572,21.8489,1.30555,21.0404,1.30051,0.0066,1.44281,6.683e-06 
22,0.04,43.3417,22,3.74952e-07,7.81557e-07,1.07906e-29,16.285,0.479751,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.169878,8.79421e-31,8.55016e-13,42615,61097.2,1.31063,21.3437,1.2741,20.7487,1.38406,0.0066,1.43582,6.683e-06 
23,0.04,43.1417,23,4.01728e-07,7.352e-07,1.01505e-29,15.3191,0.54642,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.178115,-9.87907e-31,-2.25545e-13,35473.1,49007.4,1.50765,23.0958,1.41252,21.6386,1.04817,0.0066,1.43274,6.683e-06 
24,0.04,43.3017,24,4.15316e-07,7.40038e-07,1.02173e-29,15.4199,0.561209,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.249371,-1.42991e-30,-3.55288e-13,36178,49401.5,1.5527,23.9425,1.44459,22.2755,0.980276,0.0066,1.44313,6.683e-06 
25,0.04,43.2417,25,4.26538e-07,6.83234e-07,9.43308e-30,14.2363,0.624293,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.534329,-3.14667e-30,-3.56995e-14,28470.2,40383.2,1.74892,24.8981,1.58677,22.5898,0.710754,0.0066,1.3772,6.683e-06 
26,0.04,43.3917,26,3.93174e-07,7.7946e-07,1.07616e-29,16.2413,0.504418,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0355203,1.92817e-31,1.68774e-13,42273,59302.7,1.38231,22.4505,1.32412,21.5055,1.25347,0.0066,1.43281,6.683e-06 
27,0.04,43.2217,27,4.25136e-07,7.34363e-07,1.0139e-29,15.3017,0.578918,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.332288,-1.95041e-30,-1.37961e-13,35352,48913.9,1.60723,24.5933,1.48363,22.7021,0.901607,0.0066,1.44524,6.683e-06 
28,0.06,43.2744,28,4.17825e-07,7.33637e-07,1.0129e-29,15.2865,0.569525,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.288628,-1.66501e-30,-3.89407e-13,35247.2,49276.2,1.57823,24.1257,1.46284,22.3618,0.94299,0.0066,1.38543,6.683e-06 
29,0.06,43.3144,29,4.0109e-07,7.53811e-07,1.04075e-29,15.7069,0.532082,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.107142,-5.93313e-31,1.02458e-13,38235.7,53856.7,1.46442,23.0015,1.38189,21.7053,1.11608,0.0066,1.4314,6.683e-06 
30,0.06,43.1044,30,3.7876e-07,7.93434e-07,1.09546e-29,16.5325,0.477367,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.18326,9.58331e-31,4.09697e-13,44587.7,62834,1.3038,21.5552,1.26934,20.9854,1.39714,0.0066,1.42373,6.683e-06 
31,0.06,43.1744,31,3.96349e-07,7.90741e-07,1.09174e-29,16.4764,0.501238,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0524564,2.87051e-31,5.30379e-14,44135.1,61341,1.37298,22.6217,1.31759,21.7091,1.26987,0.0066,1.44011,6.683e-06 
32,0.06,43.3344,32,3.98566e-07,7.52466e-07,1.03889e-29,15.6789,0.52968,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0950511,-5.23048e-31,3.30125e-14,38031.4,52783.8,1.45722,22.8475,1.37681,21.5868,1.12767,0.0066,1.43926,6.683e-06 
33,0.06,43.4044,33,3.96804e-07,7.49191e-07,1.03437e-29,15.6106,0.529643,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0948691,-5.19739e-31,-7.02107e-14,37537,52726.3,1.45711,22.7464,1.37673,21.4916,1.12785,0.0066,1.40019,6.683e-06 
34,0.06,43.1744,34,3.78682e-07,7.95966e-07,1.09895e-29,16.5853,0.475751,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.192375,1.00579e-30,3.6887e-13,45015.8,62993.6,1.29918,21.5473,1.26613,20.999,1.40606,0.0066,1.45479,6.683e-06 
35,0.06,43.3544,35,4.14045e-07,7.14356e-07,9.86276e-30,14.8848,0.579605,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.335452,-1.91762e-30,-3.37138e-13,32540.6,44891.5,1.60936,23.955,1.48516,22.1063,0.898612,0.0066,1.41183,6.683e-06 
36,0.06,43.2544,36,4.2549e-07,7.04977e-07,9.73327e-30,14.6894,0.603552,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.443679,-2.60641e-30,5.89954e-13,31275.6,45035.2,1.68391,24.7356,1.53908,22.6081,0.796323,0.0066,1.45109,6.683e-06 
37,0.06,43.2144,37,3.92937e-07,7.41846e-07,1.02423e-29,15.4576,0.529675,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0950264,-5.15526e-31,6.44631e-13,36443.7,52489.5,1.4572,22.5248,1.3768,21.2819,1.1277,0.0066,1.43165,6.683e-06 
38,0.06,43.2944,38,4.14676e-07,7.60509e-07,1.05e-29,15.8464,0.545262,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.17245,-9.87318e-31,1.7967e-13,39264,55285.5,1.50413,23.8352,1.41003,22.344,1.05357,0.0066,1.42516,6.683e-06 
39,0.06,43.2744,39,4.32919e-07,7.25369e-07,1.00148e-29,15.1143,0.596827,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.413692,-2.47268e-30,8.99855e-15,34068.9,48252.5,1.6629,25.1335,1.52381,23.0313,0.824638,0.0066,1.40444,6.683e-06 
40,0.06,43.1544,40,4.16741e-07,7.1459e-07,9.86598e-30,14.8896,0.583189,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.351916,-2.02483e-30,7.13059e-14,32572.5,46316.9,1.62046,24.1281,1.49315,22.2325,0.883029,0.0066,1.40894,6.683e-06 
41,0.06,43.2144,41,4.19923e-07,6.97975e-07,9.6366e-30,14.5435,0.60163,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.435144,-2.52282e-30,-1.78133e-13,30353,42871.3,1.6779,24.4025,1.53471,22.3199,0.80438,0.0066,1.36982,6.683e-06 
42,0.06,43.1944,42,4.10105e-07,7.22087e-07,9.9695e-30,15.0459,0.567944,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.281201,-1.59219e-30,-3.36579e-13,33608.6,46343.8,1.57338,23.6729,1.45936,21.9573,0.950052,0.0066,1.41233,6.683e-06 
43,0.06,43.1044,43,3.92693e-07,8.04551e-07,1.1108e-29,16.7642,0.48809,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.123629,6.70281e-31,-2.0249e-13,46488.2,63692,1.33466,22.3745,1.29085,21.64,1.33895,0.0066,1.42685,6.683e-06 
44,0.06,43.2344,44,4.26292e-07,7.52832e-07,1.0394e-29,15.6865,0.566251,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.27323,-1.60812e-30,-5.21083e-13,38086.9,52029.2,1.56816,24.599,1.45564,22.8338,0.957606,0.0066,1.42109,6.683e-06 
45,0.06,43.1544,45,4.01513e-07,7.27136e-07,1.00392e-29,15.1511,0.552184,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.206116,-1.1426e-30,-6.32907e-14,34318.5,48000,1.52515,23.1077,1.42496,21.5897,1.02145,0.0066,1.42273,6.683e-06 
46,0.06,43.3344,46,4.09925e-07,7.15963e-07,9.88495e-30,14.9183,0.57255,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.302775,-1.71359e-30,-1.24476e-13,32760.7,46097,1.58753,23.6832,1.46952,21.9226,0.929553,0.0066,1.37757,6.683e-06 
47,0.06,43.2944,47,4.06306e-07,7.15232e-07,9.87485e-30,14.903,0.568076,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.281825,-1.58095e-30,-8.47537e-15,32660.4,46467.7,1.57379,23.4542,1.45965,21.7532,0.949454,0.0066,1.37617,6.683e-06 
49,0.06,43.1544,49,3.88223e-07,7.78359e-07,1.07464e-29,16.2184,0.498772,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0656342,3.518e-31,6.29382e-13,42094.1,59946.5,1.36573,22.1499,1.31255,21.2874,1.28261,0.0066,1.45901,6.683e-06 
50,0.06,43.3544,50,3.85079e-07,7.22732e-07,9.9784e-30,15.0593,0.532811,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.110795,-5.89052e-31,-2.48864e-13,33698.7,46380.3,1.4666,22.086,1.38344,20.8336,1.11257,0.0066,1.44545,6.683e-06 
51,0.06,43.1544,51,4.02132e-07,7.05649e-07,9.74255e-30,14.7034,0.569876,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.290266,-1.61157e-30,-1.41693e-13,31365.2,43530.3,1.57931,23.2212,1.46361,21.52,0.941436,0.0066,1.41971,6.683e-06 
52,0.06,43.3144,52,4.02525e-07,7.0023e-07,9.66773e-30,14.5904,0.574847,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.313437,-1.74191e-30,3.76812e-13,30648.1,43936.4,1.59466,23.2668,1.4746,21.515,0.919478,0.0066,1.41575,6.683e-06 
53,0.06,43.2544,53,4.15332e-07,7.31685e-07,1.0102e-29,15.2459,0.567638,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.279766,-1.60426e-30,1.09792e-13,34966.6,49626.8,1.57244,23.9733,1.45869,22.2389,0.951413,0.0066,1.39342,6.683e-06 
54,0.06,43.4044,54,4.01685e-07,7.28171e-07,1.00535e-29,15.1726,0.551635,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.203458,-1.12835e-30,7.6205e-14,34465.3,49460,1.52348,23.1152,1.42377,21.6024,1.02399,0.0066,1.37009,6.683e-06 
55,0.06,43.2344,55,4.38231e-07,6.90032e-07,9.52693e-30,14.3779,0.635088,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.580476,-3.51213e-30,2.2057e-13,29328.4,42641.5,1.78284,25.6335,1.61195,23.1766,0.667181,0.0066,1.38294,6.683e-06 
56,0.08,43.2713,56,4.26264e-07,7.12472e-07,9.83675e-30,14.8455,0.598289,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.420241,-2.47321e-30,2.12011e-13,32283.9,46650.2,1.66747,24.7545,1.52712,22.671,0.818453,0.0066,1.3874,6.683e-06 
57,0.08,43.3113,57,3.7828e-07,7.77366e-07,1.07327e-29,16.1977,0.486617,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.131734,6.88011e-31,6.1438e-13,41933.2,59531.9,1.33041,21.5495,1.28788,20.8607,1.34684,0.0066,1.47521,6.683e-06 
58,0.08,43.1013,58,3.74699e-07,7.56419e-07,1.04435e-29,15.7612,0.495359,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.08401,4.34608e-31,1.07063e-13,38634,53850.5,1.35577,21.3686,1.30559,20.5777,1.30043,0.0066,1.44658,6.683e-06 
59,0.08,43.1713,59,4.0745e-07,7.11838e-07,9.82799e-30,14.8323,0.572392,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.302025,-1.69903e-30,2.83293e-13,32197.7,45991,1.58707,23.5399,1.46917,21.7911,0.930283,0.0066,1.4148,6.683e-06 
60,0.08,43.3313,60,3.84576e-07,7.96688e-07,1.09995e-29,16.6003,0.482719,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.153316,8.14054e-31,1.02864e-13,45138.4,62047.5,1.31916,21.8985,1.28004,21.2491,1.36788,0.0066,1.47814,6.683e-06 
61,0.08,43.4013,61,3.85227e-07,7.9332e-07,1.0953e-29,16.5301,0.485589,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.137407,7.30818e-31,-4.34415e-13,44568.3,60085.4,1.32744,21.9427,1.28581,21.2546,1.35237,0.0066,1.47733,6.683e-06 
62,0.08,43.1713,62,4.17722e-07,6.66337e-07,9.19978e-30,13.8842,0.626893,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.54551,-3.14611e-30,6.64985e-14,26409.7,37765.8,1.7571,24.3959,1.59281,22.115,0.700208,0.0066,1.37164,6.683e-06 
63,0.08,43.3513,63,3.77497e-07,7.78853e-07,1.07532e-29,16.2287,0.484683,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.142416,7.42258e-31,7.82925e-13,42174.4,60617.8,1.32482,21.5001,1.28399,20.8375,1.35725,0.0066,1.42839,6.683e-06 
64,0.08,43.2513,64,4.43437e-07,7.0017e-07,9.6669e-30,14.5892,0.633328,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.573002,-3.5081e-30,-3.40529e-13,30640.2,43446.2,1.77729,25.9292,1.60783,23.457,0.67423,0.0066,1.34097,6.683e-06 
65,0.08,43.2113,65,4.14291e-07,7.00121e-07,9.66622e-30,14.5882,0.591742,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.390813,-2.23542e-30,-2.65191e-13,30633.8,42983.8,1.64705,24.0275,1.51233,22.0622,0.846251,0.0066,1.39452,6.683e-06 
66,0.08,43.2913,66,4.16238e-07,7.36043e-07,1.01622e-29,15.3367,0.565508,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.269734,-1.55011e-30,-1.65471e-13,35595.2,49668.7,1.56588,24.0154,1.45401,22.2996,0.960925,0.0066,1.42061,6.683e-06 
67,0.08,43.2713,67,4.16976e-07,7.58319e-07,1.04697e-29,15.8008,0.549869,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.194907,-1.12208e-30,2.07014e-13,38925.8,56069.6,1.51811,23.9874,1.41996,22.4365,1.03214,0.0066,1.3754,6.683e-06 
68,0.08,43.1513,68,3.98553e-07,7.3274e-07,1.01166e-29,15.2678,0.543922,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.165885,-9.12804e-31,-1.57094e-13,35118.1,48487.2,1.50008,22.903,1.40715,21.4842,1.05985,0.0066,1.43915,6.683e-06 
69,0.08,43.2113,69,4.11227e-07,7.66869e-07,1.05878e-29,15.979,0.536242,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.127928,-7.26326e-31,-1.10397e-13,40257.3,55955.3,1.47691,23.5995,1.39073,22.2225,1.09616,0.0066,1.4135,6.683e-06 
70,0.08,43.1913,70,4.25233e-07,7.20954e-07,9.95385e-30,15.0223,0.58982,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.382119,-2.24341e-30,-2.70383e-13,33450.6,46783.7,1.64107,24.6525,1.50801,22.6537,0.854468,0.0066,1.3848,6.683e-06 
71,0.08,43.1013,71,3.78588e-07,7.67808e-07,1.06007e-29,15.9985,0.493077,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0963875,5.03815e-31,3.81244e-13,40405.4,56886.3,1.34913,21.5841,1.30095,20.8132,1.31245,0.0066,1.44392,6.683e-06 
72,0.08,43.2313,72,4.216e-07,7.42843e-07,1.02561e-29,15.4784,0.567549,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.279346,-1.62602e-30,6.83493e-13,36590.9,53475.3,1.57217,24.3347,1.45849,22.575,0.951815,0.0066,1.4141,6.683e-06 
73,0.08,43.1513,73,3.79882e-07,8.06566e-07,1.11359e-29,16.8061,0.470987,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.219454,1.151e-30,2.2742e-13,46838.3,65255.6,1.28561,21.6061,1.25668,21.1198,1.43261,0.0066,1.42728,6.683e-06 
74,0.08,43.3313,74,3.90818e-07,7.70657e-07,1.06401e-29,16.0579,0.507122,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0212336,1.14573e-31,1.18036e-13,40856.9,56877.3,1.39026,22.3246,1.32969,21.3521,1.23966,0.0066,1.46522,6.683e-06 
75,0.08,43.2913,75,3.94847e-07,7.77402e-07,1.07332e-29,16.1985,0.507905,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0171162,9.3308e-32,2.54496e-13,41939.1,58898.4,1.39257,22.5575,1.33131,21.5651,1.23569,0.0066,1.41887,6.683e-06 
76,0.08,43.1913,76,3.95814e-07,7.68105e-07,1.06048e-29,16.0047,0.515312,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0216029,-1.18055e-31,3.95578e-14,40452.3,56669.6,1.41443,22.6375,1.34666,21.553,1.19831,0.0066,1.41127,6.683e-06 
77,0.08,43.1513,77,3.97382e-07,7.53117e-07,1.03979e-29,15.6924,0.52765,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0848062,-4.65286e-31,-3.18535e-13,38130.2,52219.3,1.45115,22.772,1.37252,21.5382,1.13751,0.0066,1.42642,6.683e-06 
78,0.08,43.3513,78,3.79242e-07,7.53956e-07,1.04095e-29,15.7099,0.503003,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0430347,2.2533e-31,1.05168e-13,38257.8,53252.4,1.37817,21.6509,1.32121,20.7561,1.26076,0.0066,1.44987,6.683e-06 
79,0.08,43.1513,79,3.93762e-07,8.44585e-07,1.16608e-29,17.5983,0.46622,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.246859,1.34205e-30,-2.14037e-13,53778.9,73033.3,1.2721,22.3868,1.24727,21.9499,1.45954,0.0066,1.47234,6.683e-06 
80,0.08,43.3113,80,3.92e-07,7.57522e-07,1.04587e-29,15.7842,0.517477,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0328001,-1.77519e-31,2.06683e-13,38803.2,53998.7,1.42084,22.4269,1.35117,21.3272,1.18752,0.0066,1.46175,6.683e-06 
81,0.08,43.2513,81,4.29356e-07,7.39526e-07,1.02103e-29,15.4092,0.580582,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.339951,-2.0152e-30,2.66228e-13,36102.9,52095,1.61238,24.8456,1.48734,22.9188,0.894353,0.0066,1.37039,6.683e-06 
82,0.08,43.4013,82,3.84315e-07,7.30263e-07,1.00824e-29,15.2162,0.526269,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0778054,-4.12839e-31,5.89532e-14,34763.2,48639,1.44702,22.0182,1.36961,20.8403,1.14423,0.0066,1.44477,6.683e-06 
83,0.08,43.2313,83,4.18577e-07,7.74112e-07,1.06878e-29,16.1299,0.540719,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.150121,-8.67565e-31,2.54223e-13,41408.9,57982.9,1.4904,24.04,1.40029,22.5865,1.07492,0.0066,1.44447,6.683e-06 
84,0.1,43.2568,84,4.17678e-07,7.68922e-07,1.06161e-29,16.0218,0.543199,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.162336,-9.36135e-31,-1.49207e-13,40581.6,56522.7,1.49789,23.9989,1.4056,22.5202,1.06324,0.0066,1.42503,6.683e-06 
85,0.1,43.2968,85,3.94612e-07,7.75278e-07,1.07039e-29,16.1542,0.508995,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0113693,6.19424e-32,9.96713e-13,41596.2,60054,1.39575,22.5473,1.33356,21.5425,1.23012,0.0066,1.46368,6.683e-06 
86,0.1,43.0868,86,3.82409e-07,7.82904e-07,1.08092e-29,16.3131,0.48845,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.121654,6.42302e-31,3.57732e-13,42835.8,60379.3,1.33571,21.7895,1.29158,21.0696,1.33702,0.0066,1.44715,6.683e-06 
87,0.1,43.1568,87,4.04997e-07,7.53758e-07,1.04068e-29,15.7058,0.537304,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.133213,-7.44872e-31,-1.07678e-13,38227.6,52307.8,1.48011,23.2463,1.393,21.8781,1.0911,0.0066,1.44419,6.683e-06 
88,0.1,43.3168,88,3.92964e-07,7.06184e-07,9.74993e-30,14.7145,0.556462,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.226706,-1.22998e-30,-8.72282e-15,31436.5,43939.3,1.53819,22.6336,1.43425,21.1042,1.00184,0.0066,1.43219,6.683e-06 
89,0.1,43.3868,89,3.82927e-07,7.53163e-07,1.03985e-29,15.6934,0.508425,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0143845,7.6049e-32,-2.59013e-13,38137.2,52500.5,1.39411,21.8783,1.33238,20.9096,1.23306,0.0066,1.42525,6.683e-06 
90,0.1,43.1568,90,3.82053e-07,7.85478e-07,1.08447e-29,16.3667,0.486396,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.132953,7.01302e-31,4.48392e-13,43259.8,61265.1,1.32977,21.7639,1.28744,21.0711,1.34803,0.0066,1.42522,6.683e-06 
