cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
50,12,0.8,0.01,10,50,4.1962e-07,4.61765e-07,6.37536e-30,9.62164,0.908729,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.57282,-9.11212e-30,4.58709e-13,12283.2,21329.1,2.6394,25.3954,2.32768,22.3961,-0.281935,0.0066,-1.21521,3.7 
51,12,0.8,0.01,10,51,4.41817e-07,4.99712e-07,6.89928e-30,10.4123,0.884143,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.49518,-9.1205e-30,3.90405e-13,15567.1,26039.6,2.56286,26.6853,2.25758,23.5067,-0.206869,0.0066,1.30669,3.7 
52,12,0.8,0.01,10,52,4.1248e-07,5.22228e-07,7.21015e-30,10.8815,0.789846,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.17825,-6.71005e-30,2.06173e-13,17767.5,28734.4,2.26916,24.6918,1.99903,21.7524,0.0985939,0.0066,1.25607,3.7 
53,12,0.8,10,0.01,53,4.17186e-07,4.7126e-07,6.50646e-30,9.81949,0.885255,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.49873,-8.63248e-30,6.3936e-13,13056.6,23434.7,2.56633,25.2001,2.26073,22.1992,-0.210292,0.0066,-1.24663,3.7 
54,12,0.8,0.01,10,54,4.17639e-07,5.3569e-07,7.396e-30,11.162,0.779629,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.14202,-6.58502e-30,1.74304e-13,19177.2,30155,2.23713,24.9708,1.97202,22.0117,0.133312,0.0066,1.2865,3.7 
55,12,0.8,0.01,10,55,4.27333e-07,5.08246e-07,7.0171e-30,10.5901,0.840798,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.35331,-7.9845e-30,6.71851e-13,16378.3,28460.2,2.42818,25.7148,2.13668,22.6278,-0.0697776,0.0066,1.23999,3.7 
56,12,0.8,10,0.01,56,4.00373e-07,5.0369e-07,6.95419e-30,10.4952,0.794879,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.19596,-6.61097e-30,4.76302e-13,15941.7,26587.7,2.28493,23.9808,2.01241,21.1207,0.0816202,0.0066,-1.32253,3.7 
57,12,0.8,0.01,10,57,4.63645e-07,5.01966e-07,6.93039e-30,10.4593,0.923659,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.61903,-1.03639e-29,5.55659e-13,15778.6,28034.9,2.68598,28.0934,2.37078,24.7967,-0.326591,0.0066,-1.20534,3.7 
58,12,0.8,10,0.01,58,3.93358e-07,4.83516e-07,6.67566e-30,10.0748,0.813538,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.26083,-6.84743e-30,5.81885e-13,14101.9,24361.4,2.34319,23.6073,2.06243,20.7787,0.0192835,0.0066,-1.24343,3.7 
59,12,0.8,0.01,10,59,4.24759e-07,5.1097e-07,7.05471e-30,10.6469,0.83128,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.32133,-7.74887e-30,7.80286e-13,16643,29728.9,2.39849,25.5365,2.1106,22.4713,-0.0389759,0.0066,1.2269,3.7 
60,14,0.8,10,0.01,60,4.14745e-07,4.88863e-07,6.74949e-30,10.1863,0.848387,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.37863,-7.89426e-30,3.57825e-13,14575,24448.3,2.45174,24.9741,2.1576,21.9779,-0.094231,0.0066,-1.24766,3.7 
61,14,0.8,0.01,10,61,4.30199e-07,5.10152e-07,7.04341e-30,10.6298,0.843278,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.36157,-8.08713e-30,1.96709e-13,16563.2,26804.3,2.43597,25.8939,2.1435,22.7851,-0.0777113,0.0066,1.23827,3.7 
62,14,0.8,10,0.01,62,4.49482e-07,4.67873e-07,6.45969e-30,9.74891,0.960693,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.73082,-1.07411e-29,6.47601e-13,12777.1,23856.7,2.80141,27.3107,2.4794,24.1715,-0.434808,0.0066,-1.21292,3.7 
63,14,0.8,0.01,10,63,4.37717e-07,5.14287e-07,7.1005e-30,10.716,0.851114,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.38766,-8.38607e-30,3.27369e-13,16969.3,28149.3,2.46024,26.364,2.16514,23.2017,-0.10294,0.0066,-1.27301,3.7 
64,14,0.8,10,0.01,64,4.40634e-07,4.94973e-07,6.83384e-30,10.3136,0.89022,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.51454,-9.21391e-30,4.04061e-13,15128.3,25668.9,2.58179,26.6274,2.27481,23.4614,-0.22558,0.0066,1.24469,3.7 
65,14,0.8,10,0.01,65,4.14717e-07,5.02695e-07,6.94046e-30,10.4745,0.824988,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.30001,-7.44358e-30,8.14651e-13,15847.5,28532.9,2.37887,24.9174,2.09345,21.9278,-0.0184414,0.0066,-1.25936,3.7 
66,14,0.8,10,0.01,66,4.10078e-07,5.07184e-07,7.00243e-30,10.568,0.80854,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.24358,-7.04084e-30,5.25934e-13,16275.8,27309.2,2.32758,24.5979,2.04897,21.6535,0.0358622,0.0066,89065.5,3.7 
67,14,0.8,0.01,10,67,4.71033e-07,4.71223e-07,6.50594e-30,9.8187,0.999597,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.84419,-1.19934e-29,3.47833e-13,13053.5,23135.5,2.92246,28.6948,2.5961,25.4903,-0.544798,0.0066,-1.14298,3.7 
68,14,0.8,10,0.01,68,3.86138e-07,5.4633e-07,7.5429e-30,11.3837,0.706786,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-0.871141,-4.64424e-30,7.2735e-13,20342.8,33837.3,2.00845,22.8636,1.78533,20.3236,0.391824,0.0066,1.32535,3.7 
69,14,0.8,10,0.01,69,3.91369e-07,4.86734e-07,6.72009e-30,10.1419,0.804073,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.22808,-6.63587e-30,1.51343e-13,14385.4,22404.1,2.31364,23.4647,2.03697,20.6588,0.0507649,0.0066,-1.33709,3.7 
70,14,0.8,0.01,10,70,4.34078e-07,5.3639e-07,7.40567e-30,11.1766,0.809257,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.24605,-7.46771e-30,8.16581e-13,19252.6,33610.4,2.32983,26.0396,2.0509,22.922,0.0334941,0.0066,-1.27952,3.7 
71,14,0.8,0.01,10,71,4.40996e-07,4.86981e-07,6.7235e-30,10.147,0.905571,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.56297,-9.51632e-30,4.41065e-13,14407.3,24603.5,2.62954,26.682,2.31862,23.5271,-0.272423,0.0066,1.24573,3.7 
72,14,0.8,0.01,10,72,4.55531e-07,4.95566e-07,6.84204e-30,10.3259,0.919212,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.60533,-1.00964e-29,5.4299e-13,15182.8,26788.7,2.67211,27.5921,2.3579,24.3476,-0.313351,0.0066,-1.23174,3.7 
73,14,0.8,10,0.01,73,4.13188e-07,5.08198e-07,7.01644e-30,10.5891,0.813046,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.25913,-7.18295e-30,3.66561e-13,16373.6,26895.8,2.34165,24.796,2.0611,21.8253,0.0209097,0.0066,-1.29352,3.7 
74,14,0.8,0.01,10,74,4.62776e-07,5.24337e-07,7.23927e-30,10.9254,0.882592,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.49019,-9.52129e-30,7.04711e-13,17983.7,31817.7,2.55808,27.9482,2.2532,24.6172,-0.202022,0.0066,-1.27893,3.7 
75,14,0.8,0.01,10,75,4.6002e-07,4.99809e-07,6.90062e-30,10.4143,0.920391,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.60897,-1.0219e-29,6.8568e-13,15576.1,26863.7,2.67579,27.8666,2.36132,24.5916,-0.316866,0.0066,-63.9426,3.7 
76,14,0.8,10,0.01,76,4.05785e-07,5.18968e-07,7.16513e-30,10.8135,0.781908,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.15011,-6.44346e-30,5.44337e-13,17436.8,29421.5,2.24431,24.269,1.97803,21.3895,0.125579,0.0066,1.3118,3.7 
77,14,0.8,0.01,10,77,4.5527e-07,4.79743e-07,6.62357e-30,9.99622,0.948987,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.69591,-1.06599e-29,5.43965e-13,13774.4,24443.1,2.76494,27.639,2.44481,24.4389,-0.400985,0.0066,-1.24452,3.7 
78,14,0.8,10,0.01,78,4.21277e-07,4.86663e-07,6.71912e-30,10.1404,0.865643,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.4354,-8.3488e-30,2.3549e-13,14379.1,23333.6,2.50541,25.4059,2.20556,22.3653,-0.149057,0.0066,1.25289,3.7 
79,14,0.8,0.01,10,79,4.89554e-07,4.71146e-07,6.50488e-30,9.8171,1.03907,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.95526,-1.32156e-29,-1.16112e-13,13047.1,19929,3.04506,29.8937,2.71717,26.6747,-0.652783,0.0066,1.28772,3.7 
80,16,0.7,10,0.01,80,3.94064e-07,5.01413e-07,6.92276e-30,10.4478,0.785908,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.16432,-6.33465e-30,2.39989e-13,15726.6,24906.5,2.25684,23.5789,1.9886,20.7764,0.111963,0.0066,1.3381,3.7 
81,16,0.7,0.01,10,81,4.44909e-07,5.00005e-07,6.90332e-30,10.4184,0.889809,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.51323,-9.29523e-30,4.01364e-13,15594.5,26541.9,2.58052,26.885,2.27364,23.6878,-0.224304,0.0066,1.19777,3.7 
82,16,0.7,10,0.01,82,4.65447e-07,4.6756e-07,6.45538e-30,9.74239,0.995479,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.83238,-1.17752e-29,6.48336e-13,12751.5,23820.5,2.90966,28.347,2.58362,25.1706,-0.533327,0.0066,-1.19369,3.7 
83,16,0.7,0.01,10,83,4.516e-07,4.79668e-07,6.62254e-30,9.99468,0.941484,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.67332,-1.04332e-29,7.63883e-13,13768,25789.1,2.74156,27.401,2.42276,24.2147,-0.379122,0.0066,-1.18379,3.7 
84,16,0.7,10,0.01,84,4.15467e-07,5.02109e-07,6.93236e-30,10.4623,0.827445,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.30835,-7.50487e-30,5.1628e-13,15792.1,26883.4,2.38655,24.9687,2.10014,21.9722,-0.0264602,0.0066,1.28567,3.7 
85,16,0.7,10,0.01,85,4.79099e-07,4.53474e-07,6.26089e-30,9.44887,1.05651,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-2.00311,-1.32499e-29,1.02352e-13,11633.3,19618.7,3.09914,29.2834,2.77149,26.1875,-0.699383,0.0066,-1.19403,3.7 
86,16,0.7,10,0.01,86,4.20015e-07,5.22529e-07,7.21429e-30,10.8877,0.803813,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.22718,-7.11634e-30,2.15763e-13,17798.2,28901.4,2.31282,25.1814,2.03628,22.1705,0.0516286,0.0066,1.26497,3.7 
87,16,0.7,0.01,10,87,4.82166e-07,4.59599e-07,6.34546e-30,9.5765,1.0491,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.98287,-1.32e-29,1.4181e-13,12111.1,19970.3,3.07618,29.459,2.74836,26.3196,-0.679669,0.0066,1.20769,3.7 
88,16,0.7,10,0.01,88,4.1744e-07,5.18798e-07,7.16278e-30,10.81,0.80463,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.23002,-7.08906e-30,1.21869e-13,17419.7,27255.5,2.31538,25.0293,2.03847,22.0358,0.048906,0.0066,1.26781,3.7 
89,16,0.7,10,0.01,89,4.64876e-07,4.82175e-07,6.65715e-30,10.0469,0.964124,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.74098,-1.11742e-29,9.96806e-14,13985,22623.8,2.81209,28.2528,2.48959,25.0127,-0.444655,0.0066,1.252,3.7 
