cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR
193,1,1.8,0.01,40,193,3.48402e-07,6.65682e-07,9.19074e-30,0.523377,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.063087,-3.03462e-31,2.35578e-14,36799.9,52150.1,1.43839,19.9513,1.36353,18.9129,1.15837,0.0066,1.41236 
194,1,1.8,40,0.01,194,3.46627e-07,6.25943e-07,8.64209e-30,0.553767,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.213753,-1.02296e-30,2.43533e-13,30595.1,44471.7,1.52997,19.9547,1.42839,18.6299,1.01418,0.0066,1.41194 
195,1,1.8,0.01,40,195,3.51299e-07,6.38771e-07,8.81919e-30,0.549961,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.195349,-9.47485e-31,3.90481e-13,32514.8,47598,1.51839,20.2095,1.42015,18.902,1.03172,0.0066,1.42705 
196,1,1.8,0.01,40,196,3.38694e-07,6.61329e-07,9.13064e-30,0.512141,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.00510611,-2.38771e-32,4.12745e-13,36082.7,52105.3,1.40504,19.3613,1.34007,18.466,1.21421,0.0066,1.46314 
197,1,1.8,40,0.01,197,3.49891e-07,6.44311e-07,8.89568e-30,0.543047,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.161589,-7.80598e-31,2.10257e-13,33368.2,47612.3,1.49743,20.1035,1.40527,18.8662,1.06395,0.0066,1.43147 
198,1,1.8,40,0.01,198,3.4638e-07,6.36059e-07,8.78175e-30,0.544573,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.169076,-8.08574e-31,6.29114e-13,32102.5,47534.1,1.50205,19.9072,1.40855,18.668,1.0568,0.0066,1.41457 
199,1,1.8,40,0.01,199,3.51284e-07,6.73031e-07,9.29221e-30,0.521943,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0557596,-2.70435e-31,3.77103e-13,38032.3,55340.6,1.43412,20.1117,1.36052,19.0795,1.16542,0.0066,1.40839 
200,1,1.8,0.01,40,200,3.5235e-07,6.3049e-07,8.70487e-30,0.558852,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.238141,-1.15849e-30,3.07284e-13,31266.7,45887.7,1.54549,20.3035,1.43945,18.9105,0.990956,0.0066,1.38145 
201,1,1.8,40,0.01,201,3.41052e-07,6.71819e-07,9.27547e-30,0.507654,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0184362,8.68113e-32,5.17284e-14,37827.1,53043.5,1.39183,19.4834,1.33079,18.629,1.23696,0.0066,1.4403 
202,1,1.8,40,0.01,202,3.55719e-07,6.17783e-07,8.52942e-30,0.575799,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.317864,-1.56111e-30,3.35636e-14,29414,42406,1.59758,20.5649,1.47671,19.009,0.91527,0.0066,1.36877 
203,1,1.8,0.01,40,203,3.53914e-07,6.17536e-07,8.52601e-30,0.573107,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.305363,-1.4921e-30,3.36507e-13,29378.7,43603.5,1.58926,20.4496,1.47075,18.9246,0.927107,0.0066,1.36685 
204,1,1.8,0.01,40,204,3.65689e-07,5.83034e-07,8.04966e-30,0.627218,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.5469,-2.76124e-30,2.51876e-13,24724.5,37014.1,1.75812,21.3584,1.59357,19.3594,0.698897,0.0066,1.34567 
205,1,1.8,0.01,40,205,3.56017e-07,6.36269e-07,8.78465e-30,0.559538,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.241414,-1.18663e-30,2.06358e-13,32134.4,46315.4,1.54758,20.5174,1.44094,19.1036,0.987843,0.0066,1.41388 
206,1,1.8,40,0.01,206,3.53999e-07,5.91215e-07,8.16261e-30,0.598765,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.422373,-2.06434e-30,2.61851e-14,25780,36835.8,1.66895,20.5597,1.5282,18.8258,0.816438,0.0066,1.38179 
207,1,1.8,40,0.01,207,3.59937e-07,6.10195e-07,8.42466e-30,0.589871,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.382351,-1.90008e-30,2.69609e-13,28343.5,41743.4,1.64123,20.8673,1.50812,19.1749,0.854249,0.0066,1.38912 
208,1,1.8,40,0.01,208,3.41204e-07,6.32535e-07,8.7331e-30,0.539423,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.143714,-6.77015e-31,3.69487e-13,31571.9,46349.8,1.4865,19.5919,1.39752,18.4191,1.08105,0.0066,1.40121 
209,1,1.8,0.01,40,209,3.43736e-07,6.50238e-07,8.97752e-30,0.528631,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0897667,-4.26014e-31,8.83649e-13,34297.7,51412.1,1.45408,19.701,1.37459,18.624,1.13275,0.0066,1.46445 
210,1,1.8,40,0.01,210,3.46198e-07,6.14857e-07,8.48903e-30,0.563055,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.258131,-1.23381e-30,3.76154e-13,28998.1,43217.9,1.55836,19.965,1.44863,18.5592,0.971949,0.0066,1.3514 
211,1,1.8,0.01,40,211,3.47145e-07,6.24982e-07,8.62881e-30,0.555449,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.221844,-1.06327e-30,2.65949e-13,30454.3,44009.1,1.5351,19.9908,1.43204,18.6488,1.00647,0.0066,1.40395 
212,1,1.8,0.01,40,212,3.35789e-07,6.6562e-07,9.18988e-30,0.504476,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0352122,1.63247e-31,5.41486e-13,36789.7,53645.1,1.38247,19.1739,1.32424,18.3663,1.25317,0.0066,1.42416 
213,1,1.8,0.01,40,213,3.42114e-07,6.40891e-07,8.84847e-30,0.53381,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.115795,-5.46945e-31,5.44904e-14,32839.7,46327.6,1.4696,19.6251,1.38556,18.5028,1.10778,0.0066,1.40937 
214,1,1.8,40,0.01,214,3.38247e-07,6.15556e-07,8.49868e-30,0.549498,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.1931,-9.01776e-31,5.1685e-13,29097.1,43691.8,1.51698,19.457,1.41915,18.2023,1.03386,0.0066,1.37763 
215,1,1.8,0.01,40,215,3.36121e-07,6.36615e-07,8.78943e-30,0.527981,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.086479,-4.01319e-31,6.03575e-13,32186.8,48249.1,1.45214,19.2625,1.37322,18.2157,1.1359,0.0066,1.37089 
216,1,1.8,0.01,40,216,3.62854e-07,6.96985e-07,9.62293e-30,0.520605,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0489008,-2.44981e-31,-1.26293e-13,42239.4,58850.6,1.43014,20.7697,1.35771,19.7178,1.17202,0.0066,1.44103 
217,1,1.8,40,0.01,217,3.56135e-07,6.41486e-07,8.85668e-30,0.555171,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.220511,-1.08425e-30,2.98771e-13,32931.2,48234.2,1.53425,20.5074,1.43144,19.1332,1.00774,0.0066,1.39474 
218,1,1.8,40,0.01,218,3.52541e-07,6.21926e-07,8.58663e-30,0.566853,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.276077,-1.34376e-30,1.65591e-13,30009.8,43105,1.57004,20.346,1.45696,18.8806,0.954924,0.0066,1.42099 
219,1,1.8,40,0.01,219,3.38429e-07,6.25782e-07,8.63986e-30,0.540809,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.150568,-7.03534e-31,4.2318e-13,30571.4,45552.8,1.49067,19.4372,1.40048,18.2611,1.07449,0.0066,1.36913 
220,1,1.8,0.01,40,220,3.55847e-07,6.22863e-07,8.59956e-30,0.571309,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.296968,-1.459e-30,1.81011e-13,30145.7,44184.4,1.58373,20.5542,1.46677,19.0364,0.935079,0.0066,1.37531 
221,1,1.8,40,0.01,221,3.38486e-07,6.67371e-07,9.21406e-30,0.507193,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0208634,9.75007e-32,-8.90729e-14,37080.7,51741.1,1.39046,19.3354,1.32984,18.4924,1.2393,0.0066,1.3927 
222,1,1.8,40,0.01,222,3.59239e-07,6.53397e-07,9.02113e-30,0.549802,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.194583,-9.65102e-31,1.91327e-13,34800,49950.8,1.51791,20.6657,1.41981,19.3302,1.03245,0.0066,1.41397 
223,1,1.8,0.01,40,223,3.43641e-07,6.2368e-07,8.61084e-30,0.550989,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.200333,-9.50474e-31,-1.4877e-13,30264.4,42103.1,1.52151,19.7727,1.42238,18.4843,1.02697,0.0066,1.41668 
224,1,1.8,0.01,40,224,3.51601e-07,6.67117e-07,9.21055e-30,0.527046,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0817448,-3.96821e-31,8.62802e-13,37038.4,55599.8,1.44934,20.1465,1.37125,19.061,1.14045,0.0066,1.44741 
225,1,1.8,0.01,40,225,3.53311e-07,6.38113e-07,8.81011e-30,0.553681,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.213338,-1.04066e-30,1.115e-13,32414.5,45724.1,1.52971,20.3392,1.42821,18.9896,1.01457,0.0066,1.45252 
226,1,1.8,40,0.01,226,3.31062e-07,6.59363e-07,9.10349e-30,0.502094,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0478698,2.18804e-31,6.60568e-13,35761.8,52869.7,1.37547,18.8974,1.31935,18.1264,1.26541,0.0066,1.41158 
227,1,1.8,40,0.01,227,3.32028e-07,6.43319e-07,8.88199e-30,0.516117,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.025771,-1.18138e-31,4.73078e-13,33214.4,48904.5,1.41681,18.9918,1.34834,18.074,1.19429,0.0066,1.4112 
228,1,1.8,40,0.01,228,3.67384e-07,6.05676e-07,8.36227e-30,0.606568,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.45703,-2.31819e-30,1.17966e-13,27718.4,39873.5,1.69335,21.3705,1.54596,19.5104,0.783719,0.0066,1.39695 
229,1,1.8,0.01,40,229,3.34744e-07,6.28109e-07,8.67198e-30,0.53294,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.111439,-5.15032e-31,2.68632e-13,30913.7,44883.3,1.46699,19.1995,1.38371,18.1096,1.11196,0.0066,1.39574 
230,1,1.8,40,0.01,230,3.56842e-07,6.72424e-07,9.28382e-30,0.530681,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.100096,-4.93149e-31,2.21506e-13,37929.3,54230.6,1.46022,20.4592,1.37892,19.3202,1.12283,0.0066,1.43736 
231,1,1.8,0.01,40,231,3.4426e-07,6.15557e-07,8.4987e-30,0.559266,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.24012,-1.1413e-30,3.61437e-13,29097.3,43049.6,1.54676,19.8389,1.44035,18.4742,0.989074,0.0066,1.40281 
232,1,1.8,0.01,40,232,3.4667e-07,6.07753e-07,8.39094e-30,0.570413,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.292781,-1.40134e-30,1.95337e-13,28004.5,40282.2,1.58097,20.0206,1.4648,18.5495,0.93905,0.0066,1.42258 
233,1,1.8,0.01,40,233,3.47163e-07,6.53719e-07,9.02558e-30,0.531058,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.101982,-4.88812e-31,4.02848e-13,34851.4,51561.3,1.46136,19.9056,1.37972,18.7936,1.12103,0.0066,1.37947 
234,1,1.8,40,0.01,234,3.43617e-07,6.20262e-07,8.56364e-30,0.553988,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.214819,-1.01913e-30,2.81936e-13,29769.5,43278.4,1.53064,19.7823,1.42887,18.467,1.01316,0.0066,1.41215 
235,1,1.8,0.01,40,235,3.52538e-07,6.57362e-07,9.07587e-30,0.536293,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.128183,-6.2391e-31,4.33318e-13,35437.2,51117.8,1.47707,20.2317,1.39084,19.0506,1.09591,0.0066,1.45621 
236,1,1.8,0.01,40,236,3.49582e-07,6.17539e-07,8.52605e-30,0.566089,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.272471,-1.31508e-30,2.88968e-13,29379.2,43429.9,1.56767,20.1719,1.45528,18.7258,0.958327,0.0066,1.38207 
237,1,1.8,40,0.01,237,3.49633e-07,6.22434e-07,8.59364e-30,0.561719,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.2518,-1.21549e-30,2.39289e-13,30083.4,43632.4,1.55426,20.1579,1.44571,18.75,0.977967,0.0066,1.39451 
238,1,1.8,40,0.01,238,3.67374e-07,6.03054e-07,8.32606e-30,0.609189,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.468587,-2.37674e-30,9.49309e-16,27359.9,39561.2,1.70155,21.3811,1.55195,19.5012,0.772811,0.0066,1.37627 
239,1,1.8,40,0.01,239,3.43398e-07,5.89656e-07,8.14108e-30,0.58237,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.34816,-1.65067e-30,5.27651e-13,25576.6,38812.1,1.61792,19.8785,1.49132,18.3231,0.886583,0.0066,1.38481 
240,1,1.8,40,0.01,239,3.474e-07,6.4093e-07,8.849e-30,0.542025,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.156562,-7.50933e-31,5.05535e-13,32845.7,48549.1,1.49435,19.9567,1.40308,18.738,1.06876,0.0066,1.40792 
241,1,1.8,40,0.01,239,3.41572e-07,6.75458e-07,9.32572e-30,0.505689,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0287919,1.3578e-31,5.42392e-13,38445.2,55418,1.38602,19.5072,1.32674,18.6729,1.24695,0.0066,1.45495 
242,1,1.8,40,0.01,239,3.48781e-07,6.55028e-07,9.04365e-30,0.532467,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.109069,-5.25215e-31,3.74315e-13,35061.2,50661.5,1.46557,20.003,1.38271,18.872,1.11423,0.0066,1.4338 
243,1,1.8,40,0.01,239,3.38306e-07,6.0854e-07,8.4018e-30,0.555931,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.224161,-1.04702e-30,7.17604e-13,28113.4,42844.6,1.53657,19.4836,1.43309,18.1715,1.00426,0.0066,1.41017 
244,1,1.8,40,0.01,239,3.45907e-07,5.92907e-07,8.18597e-30,0.583409,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.352922,-1.68548e-30,3.69933e-13,26002,38680.4,1.62115,20.028,1.49364,18.4528,0.882077,0.0066,1.39399 
245,1,1.8,40,0.01,239,3.50459e-07,6.64821e-07,9.17885e-30,0.527148,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0822626,-3.98037e-31,4.04467e-13,36657.3,53752.7,1.44965,20.0814,1.37146,18.9984,1.13995,0.0066,1.4119 
246,1,1.8,40,0.01,239,3.52949e-07,6.2593e-07,8.64191e-30,0.563878,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.262032,-1.27688e-30,3.95883e-13,30593.2,45105,1.56088,20.3575,1.45043,18.917,0.968242,0.0066,1.39559 
247,1,1.8,40,0.01,239,3.47634e-07,6.10666e-07,8.43116e-30,0.56927,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.287426,-1.37953e-30,-1.55768e-13,28409.2,39304.5,1.57745,20.0718,1.46228,18.6064,0.944131,0.0066,1.41544 
248,1,1.8,40,0.01,239,3.57472e-07,6.45197e-07,8.90791e-30,0.554051,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.215122,-1.06172e-30,-5.70374e-14,33506.1,47350.3,1.53083,20.5801,1.42901,19.2112,1.01287,0.0066,1.4066 
249,1,1.8,40,0.01,239,3.49856e-07,6.62489e-07,9.14666e-30,0.528093,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0870418,-4.20436e-31,7.41245e-13,36273,53494.1,1.45247,20.05,1.37345,18.9592,1.13536,0.0066,1.47342 
250,1,1.8,40,0.01,239,3.54149e-07,6.58963e-07,9.09798e-30,0.537434,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.133855,-6.54494e-31,2.34108e-14,35696.9,50058.9,1.4805,20.3281,1.39327,19.1304,1.09048,0.0066,1.44331 
251,1,1.8,40,0.01,239,3.30296e-07,5.99825e-07,8.28148e-30,0.550654,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.198714,-9.06183e-31,2.63703e-13,26922.8,39305.2,1.5205,19.0037,1.42165,17.7683,1.02851,0.0066,1.38005 
252,1,1.8,40,0.01,239,3.31107e-07,6.39248e-07,8.82579e-30,0.517963,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0353117,-1.61425e-31,5.28491e-13,32587.9,48065.5,1.42229,18.9446,1.35219,18.0109,1.1851,0.0066,1.40052 
253,1,1.8,40,0.01,239,3.56639e-07,5.50238e-07,7.59687e-30,0.648154,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.635448,-3.12891e-30,4.15937e-14,20782.6,30860.8,1.82393,20.9115,1.64276,18.8345,0.615232,0.0066,1.29523 
254,1,1.8,40,0.01,239,3.30162e-07,6.22546e-07,8.59518e-30,0.530341,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0983924,-4.4851e-31,5.10627e-13,30099.6,44680.7,1.4592,18.9284,1.37821,17.8778,1.12447,0.0066,1.41734 
255,1,1.8,40,0.01,239,3.66544e-07,6.09093e-07,8.40945e-30,0.601786,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.435836,-2.20563e-30,1.15872e-13,28190.2,40929.1,1.67839,21.3012,1.53506,19.4821,0.803727,0.0066,1.40103 
256,1,1.8,40,0.01,239,3.41938e-07,6.47659e-07,8.9419e-30,0.52796,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0863691,-4.07746e-31,3.97601e-13,33891.1,49132.4,1.45207,19.5958,1.37317,18.531,1.13601,0.0066,1.41149 
257,1,1.8,40,0.01,239,3.58975e-07,5.98077e-07,8.25736e-30,0.600215,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.428843,-2.12543e-30,5.60708e-13,26688.2,40725.6,1.67348,20.8548,1.53149,19.0853,0.810329,0.0066,1.40802 
258,1,1.8,40,0.01,239,3.50753e-07,5.87126e-07,8.10615e-30,0.597408,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.416296,-2.01599e-30,-1.04757e-13,25248.8,35880,1.66472,20.3657,1.52513,18.658,0.822179,0.0066,1.34704 
259,1,1.8,40,0.01,239,3.50959e-07,5.984e-07,8.26182e-30,0.586495,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.367016,-1.77838e-30,4.36726e-13,26731.4,40378.4,1.63073,20.333,1.50055,18.7098,0.868746,0.0066,1.35815 
260,1,1.8,40,0.01,239,3.42416e-07,6.41665e-07,8.85915e-30,0.533637,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.114931,-5.43345e-31,1.07768e-13,32958.8,46981.6,1.46908,19.6419,1.38519,18.5202,1.10861,0.0066,1.42003 
261,1,1.8,40,0.01,239,3.5603e-07,5.94642e-07,8.20993e-30,0.59873,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.422217,-2.07542e-30,2.23115e-13,26231,38242.4,1.66884,20.6776,1.52812,18.934,0.816585,0.0066,1.40565 
262,1,1.8,40,0.01,239,3.51523e-07,6.48595e-07,8.95483e-30,0.541976,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.156318,-7.5866e-31,2.49086e-13,34038.3,49173.3,1.4942,20.1934,1.40298,18.9606,1.06899,0.0066,1.41102 
263,1,1.8,40,0.01,239,3.31199e-07,6.44803e-07,8.90247e-30,0.513644,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.012938,-5.91617e-32,6.25456e-13,33444.7,49779.6,1.40949,18.9372,1.34319,18.0465,1.20666,0.0066,1.39336 
264,1,1.8,40,0.01,239,3.39881e-07,6.09063e-07,8.40903e-30,0.55804,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.234261,-1.09929e-30,2.16951e-13,28186,41160.8,1.54301,19.582,1.43768,18.2453,0.994649,0.0066,1.3766 
