cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR
39,5,1.5,40,0.01,39,3.99436e-07,5.9983e-07,8.28156e-30,0.665915,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.708681,-3.90825e-30,3.75505e-14,26923.5,39383.1,1.87981,23.4947,1.68521,21.0625,0.545941,0.0066,1.34691 
40,5,1.5,0.01,40,40,3.57471e-07,6.02803e-07,8.3226e-30,0.593015,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.39656,-1.95719e-30,2.44578e-13,27325.8,40704.5,1.65102,20.7374,1.5152,19.0315,0.840821,0.0066,1.36345 
41,5,1.5,40,0.01,41,3.98649e-07,6.01903e-07,8.31017e-30,0.662315,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.693982,-3.81964e-30,-3.3696e-13,27203.6,38363.7,1.86848,23.4337,1.67655,21.0267,0.559852,0.0066,1.33227 
42,5,1.5,40,0.01,42,4.32344e-07,5.37423e-07,7.41994e-30,0.804476,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-1.22948,-7.33894e-30,-8.38745e-15,19364,29222.7,2.31491,25.9226,2.03805,22.8223,0.0494283,0.0066,1.30019 
43,5,1.5,0.01,40,43,3.57847e-07,6.1115e-07,8.43784e-30,0.585532,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.362622,-1.79158e-30,9.93862e-14,28476.7,41100.4,1.62774,20.7281,1.49839,19.081,0.872902,0.0066,1.37785 
44,5,1.5,0.01,40,44,3.67111e-07,6.02338e-07,8.31618e-30,0.609476,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.469847,-2.38142e-30,3.27468e-13,27262.6,40803.6,1.70245,21.367,1.55261,19.4863,0.771622,0.0066,1.35148 
45,5,1.5,0.01,40,45,3.55995e-07,5.91951e-07,8.17277e-30,0.601393,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.434087,-2.13356e-30,3.44931e-13,25876.3,38794.5,1.67717,20.6866,1.53417,18.9228,0.80538,0.0066,1.35509 
46,5,1.5,40,0.01,46,4.13119e-07,5.61424e-07,7.7513e-30,0.735841,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.981886,-5.6004e-30,6.32033e-14,22075.9,33168.5,2.0998,24.5638,1.85855,21.7416,0.286383,0.0066,1.29352 
47,5,1.5,40,0.01,47,4.1634e-07,5.92561e-07,8.18119e-30,0.702612,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.854915,-4.91422e-30,-1.39057e-13,25956.5,38191.9,1.99532,24.6362,1.77495,21.9153,0.407247,0.0066,1.30483 
48,5,1.5,40,0.01,48,3.95237e-07,5.7949e-07,8.00073e-30,0.682043,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.773778,-4.22239e-30,1.57578e-13,24276.4,36522.3,1.93058,23.311,1.72431,20.8204,0.484256,0.0066,1.31116 
49,5,1.5,0.01,40,49,3.50543e-07,5.86529e-07,8.09791e-30,0.597657,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.417412,-2.02018e-30,2.23321e-13,25171.8,37072.5,1.66549,20.3545,1.52569,18.6459,0.821125,0.0066,1.3965 
50,5,1.5,40,0.01,50,3.98033e-07,6.22573e-07,8.59555e-30,0.639336,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.598481,-3.28892e-30,1.16805e-14,30103.5,44028.5,1.79614,23.3001,1.62193,21.0402,0.650134,0.0066,1.33275 
51,5,1.5,0.01,40,51,3.65302e-07,5.97834e-07,8.254e-30,0.611043,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.476732,-2.40442e-30,-3.4066e-13,26655.6,37045.5,1.70736,21.2683,1.5562,19.3853,0.765123,0.0066,1.34777 
52,5,1.5,0.01,40,52,3.61159e-07,5.67295e-07,7.83237e-30,0.636634,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.587036,-2.92717e-30,5.72569e-15,22775.8,33134.8,1.78769,21.1315,1.61558,19.097,0.660981,0.0066,1.35545 
53,5,1.5,0.01,40,53,3.63449e-07,5.93176e-07,8.18968e-30,0.612717,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.48407,-2.42904e-30,-1.52213e-14,26037.3,37294,1.71261,21.1674,1.56004,19.2818,0.758197,0.0066,1.37503 
54,5,1.5,40,0.01,54,3.93655e-07,6.13104e-07,8.46482e-30,0.642069,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.609961,-3.31513e-30,1.25998e-13,28750.7,42801.4,1.80479,23.0563,1.62837,20.8024,0.639329,0.0066,1.3341 
55,5,1.5,0.01,40,55,3.63797e-07,5.7115e-07,7.88558e-30,0.636956,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.588398,-2.95539e-30,-1.37993e-13,23243.2,33324.2,1.78871,21.2871,1.61634,19.2358,0.659696,0.0066,1.35225 
56,5,1.5,0.01,40,56,3.35316e-07,5.87676e-07,8.11376e-30,0.57058,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.293566,-1.35908e-30,6.78389e-14,25319.9,35606,1.58148,19.3656,1.46517,17.9413,0.938305,0.0066,1.40444 
57,5,1.5,40,0.01,57,3.96663e-07,6.11834e-07,8.44729e-30,0.648318,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.636131,-3.48379e-30,3.75718e-13,28572.5,43440.9,1.82444,23.259,1.64315,20.9478,0.614586,0.0066,1.36806 
58,5,1.5,40,0.01,58,3.88847e-07,5.58484e-07,7.71071e-30,0.696255,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.830055,-4.45625e-30,8.93546e-14,21730.9,31972.4,1.97532,22.9866,1.75921,20.4718,0.430861,0.0066,1.34145 
59,5,1.5,40,0.01,59,3.85241e-07,6.11377e-07,8.44098e-30,0.630121,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.559328,-2.97497e-30,1.85833e-13,28508.5,42154.5,1.76722,22.5127,1.60034,20.3867,0.687152,0.0066,1.36505 
60,5,1.5,0.01,40,60,3.64419e-07,5.86001e-07,8.09063e-30,0.621874,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.523892,-2.63589e-30,1.48553e-13,25104,36845.9,1.74133,21.2622,1.58116,19.3065,0.720613,0.0066,1.36053 
61,5,1.5,40,0.01,61,4.11435e-07,6.02306e-07,8.31574e-30,0.6831,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.777984,-4.41932e-30,2.71042e-13,27258.3,41984.1,1.93391,24.2707,1.72689,21.6726,0.480275,0.0066,1.35039 
62,5,1.5,40,0.01,62,4.12244e-07,5.6202e-07,7.75954e-30,0.733503,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.973111,-5.5386e-30,6.50088e-14,22146.4,33389.8,2.09245,24.5039,1.85259,21.695,0.294751,0.0066,1.28122 
63,5,1.5,0.01,40,63,3.70399e-07,6.01198e-07,8.30044e-30,0.616102,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.498855,-2.55111e-30,1.48561e-13,27108.1,39509.4,1.72322,21.5866,1.56783,19.6401,0.74424,0.0066,1.37547 
64,5,1.5,0.01,40,64,3.55905e-07,5.75006e-07,7.93883e-30,0.618958,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.511265,-2.51225e-30,-5.08537e-14,23717.3,33752.2,1.73217,20.7535,1.57442,18.8634,0.732528,0.0066,1.36432 
65,5,1.5,0.01,40,65,3.4547e-07,6.56126e-07,9.05881e-30,0.52653,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.079129,-3.77424e-31,-4.60634e-14,35237.8,49266.3,1.4478,19.7935,1.37016,18.7321,1.14296,0.0066,1.41612 
66,5,1.5,40,0.01,66,4.02615e-07,6.50135e-07,8.9761e-30,0.619278,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.512659,-2.84972e-30,5.34421e-13,34281.4,52225.3,1.73318,23.4787,1.57516,21.3381,0.73121,0.0066,1.36764 
67,5,1.5,40,0.01,67,3.93314e-07,6.27883e-07,8.66887e-30,0.626413,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.543449,-2.95109e-30,-3.16079e-13,30880.4,43359.8,1.7556,22.9684,1.5917,20.8241,0.70216,0.0066,1.34873 
68,5,1.5,40,0.01,68,3.99437e-07,6.31622e-07,8.72049e-30,0.632398,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.569045,-3.13818e-30,2.12929e-13,31435.3,47033.3,1.77438,23.3524,1.60566,21.1319,0.677976,0.0066,1.35153 
69,5,1.5,0.01,40,69,3.61126e-07,6.54687e-07,9.03893e-30,0.551602,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.203299,-1.01363e-30,-7.26708e-14,35006.4,49849.7,1.52338,20.7811,1.4237,19.4214,1.02414,0.0066,1.37044 
70,5,1.5,40,0.01,70,3.89471e-07,6.01005e-07,8.29778e-30,0.648034,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.634946,-3.41426e-30,2.58274e-13,27082,40675.7,1.82355,22.8361,1.64248,20.5686,0.615706,0.0066,1.34427 
71,5,1.5,0.01,40,71,3.50432e-07,6.41537e-07,8.85738e-30,0.546238,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.177227,-8.57467e-31,4.58623e-13,32939.1,48768.4,1.50709,20.146,1.41213,18.8766,1.04901,0.0066,1.40147 
72,5,1.5,0.01,40,72,3.60241e-07,6.42608e-07,8.87217e-30,0.560593,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.246438,-1.2257e-30,3.84979e-13,33104.3,48929.6,1.55081,20.7651,1.44325,19.3248,0.983065,0.0066,1.3971 
73,5,1.5,0.01,40,73,3.49222e-07,6.52672e-07,9.01111e-30,0.535066,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.122067,-5.88552e-31,2.58568e-13,34684.1,49596.3,1.47337,20.0371,1.38823,18.8792,1.10177,0.0066,1.43149 
74,5,1.5,40,0.01,74,3.98238e-07,5.79868e-07,8.00595e-30,0.686774,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.792614,-4.35801e-30,5.80903e-13,24323.9,38872.3,1.94547,23.5062,1.73588,20.9738,0.466395,0.0066,1.30171 
75,5,1.5,0.01,40,75,3.61653e-07,5.78593e-07,7.98835e-30,0.625056,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.537615,-2.6844e-30,2.16131e-13,24163.9,35863.5,1.75131,21.1138,1.58854,19.1514,0.707652,0.0066,1.35455 
76,5,1.5,0.01,40,76,3.48375e-07,5.97889e-07,8.25475e-30,0.582675,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.349561,-1.68133e-30,3.83024e-13,26662.9,39591.5,1.61887,20.1679,1.49201,18.5874,0.885258,0.0066,1.38294 
77,5,1.5,40,0.01,77,3.92279e-07,6.00195e-07,8.28659e-30,0.653586,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.658026,-3.56387e-30,1.32185e-13,26972.6,39525.8,1.84101,23.0238,1.65567,20.7059,0.59388,0.0066,1.38566 
78,5,1.5,40,0.01,78,4.01042e-07,6.64984e-07,9.18111e-30,0.603085,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.441608,-2.44518e-30,3.75526e-13,36684.3,55026.6,1.68245,23.3121,1.53802,21.3108,0.798278,0.0066,1.36596 
79,5,1.5,40,0.01,79,3.87256e-07,6.08429e-07,8.40027e-30,0.636486,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.586411,-3.13534e-30,4.7351e-14,28098,41265.9,1.78723,22.6578,1.61523,20.4773,0.661571,0.0066,1.32507 
80,2.5,1.8,0.01,40,80,3.77707e-07,5.93107e-07,8.18874e-30,0.636828,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.587856,-3.06556e-30,3.31636e-13,26028.3,38990.4,1.7883,22.1005,1.61604,19.9716,0.660207,0.0066,1.35579 
81,2.5,1.8,40,0.01,81,3.58433e-07,6.41311e-07,8.85426e-30,0.558907,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.238405,-1.1798e-30,5.60676e-13,32904.3,49133.6,1.54566,20.6543,1.43957,19.2366,0.990705,0.0066,1.38116 
82,2.5,1.8,40,0.01,82,3.64717e-07,6.42808e-07,8.87494e-30,0.567381,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.278553,-1.40264e-30,-5.83455e-14,33135.3,47153.1,1.57166,21.0508,1.45812,19.53,0.952574,0.0066,1.39029 
83,2.5,1.8,0.01,40,83,3.69796e-07,5.73312e-07,7.91543e-30,0.645018,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.622342,-3.17743e-30,2.59701e-13,23508.2,35199.1,1.81406,21.6706,1.63533,19.5355,0.627621,0.0066,1.34814 
84,2.5,1.8,0.01,40,84,3.53036e-07,5.70816e-07,7.88097e-30,0.618475,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.509176,-2.48182e-30,6.48292e-14,23202.5,33870,1.73066,20.5843,1.5733,18.7127,0.734498,0.0066,1.35568 
85,2.5,1.8,0.01,40,85,3.54198e-07,6.21305e-07,8.57806e-30,0.570087,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.291253,-1.42429e-30,2.58136e-13,29920,43790.5,1.57996,20.4541,1.46408,18.9539,0.9405,0.0066,1.38552 
86,2.5,1.8,40,0.01,86,3.70601e-07,6.03123e-07,8.32702e-30,0.61447,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.491734,-2.51606e-30,-7.12658e-14,27369.3,39395.5,1.7181,21.5914,1.56407,19.6557,0.750961,0.0066,1.34839 
87,2.5,1.8,40,0.01,87,3.6756e-07,6.03e-07,8.32533e-30,0.609551,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.470176,-2.38601e-30,2.39222e-13,27352.7,40067.8,1.70269,21.3934,1.55278,19.5099,0.771311,0.0066,1.38675 
88,2.5,1.8,40,0.01,88,3.61604e-07,5.62212e-07,7.76218e-30,0.643182,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.614626,-3.06852e-30,2.20575e-13,22169,33288.7,1.80832,21.1837,1.631,19.1065,0.634937,0.0066,1.34155 
89,2.5,1.8,0.01,40,89,3.63193e-07,6.20274e-07,8.56382e-30,0.585536,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.362643,-1.81845e-30,6.57418e-14,29771.3,42685.7,1.62775,21.0377,1.4984,19.366,0.872882,0.0066,1.39432 
90,2.5,1.8,40,0.01,90,3.40598e-07,5.72902e-07,7.90977e-30,0.594514,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.403308,-1.89654e-30,1.78905e-13,23457.8,34213.3,1.65569,19.7645,1.51858,18.1279,0.834447,0.0066,1.35562 
91,2.5,1.8,0.01,40,91,3.50315e-07,6.16511e-07,8.51186e-30,0.568223,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.282516,-1.36642e-30,3.69755e-13,29232.7,42991.8,1.57423,20.2226,1.45997,18.7548,0.948794,0.0066,1.40688 
92,2.5,1.8,0.01,40,92,3.59736e-07,6.16374e-07,8.50996e-30,0.583633,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.353945,-1.75794e-30,1.7382e-13,29213.2,42423,1.62184,20.8296,1.49414,19.1895,0.88111,0.0066,1.37864 
93,2.5,1.8,0.01,40,93,3.55856e-07,6.40287e-07,8.84012e-30,0.555775,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.223413,-1.09766e-30,-4.46428e-14,32746.9,46364.6,1.53609,20.4937,1.43275,19.115,1.00497,0.0066,1.38797 
94,2.5,1.8,40,0.01,94,3.74279e-07,6.45065e-07,8.9061e-30,0.580219,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.338282,-1.74807e-30,-7.88861e-14,33485.6,47530.4,1.61126,21.6569,1.48653,19.9804,0.895932,0.0066,1.40583 
95,2.5,1.8,0.01,40,95,3.78702e-07,5.78981e-07,7.9937e-30,0.654085,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.66009,-3.45132e-30,5.5055e-13,24212.5,36736,1.84258,22.2289,1.65686,19.9884,0.591927,0.0066,-1.42008 
