cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
10,7,1.8,0.01,10,10,4.22043e-07,8.21531e-07,1.13425e-29,17.118,0.513727,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0133668,-7.78874e-32,1.23153e-12,49494.2,74423.6,1.40973,24.1317,1.34337,22.9957,1.20625,0.0066,1.44077,3.7 
11,7,1.8,0.01,10,11,4.21033e-07,8.18149e-07,1.12958e-29,17.0475,0.514616,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.017987,-1.04558e-31,1.18249e-12,48885.4,74073,1.41236,24.0773,1.34521,22.9325,1.20179,0.0066,1.42296,3.7 
12,7,1.8,0.01,10,12,4.24636e-07,8.15864e-07,1.12642e-29,16.9999,0.520473,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0482256,-2.82734e-31,5.45748e-13,48477,71831,1.42975,24.3056,1.35744,23.0763,1.17267,0.0066,1.40907,3.7 
13,7,1.8,10,0.01,13,4.63867e-07,8.0907e-07,1.11704e-29,16.8583,0.573334,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.306418,-1.96242e-30,9.06409e-13,47275.9,72082.2,1.58996,26.8041,1.47125,24.8028,0.92611,0.0066,1.37631,3.7 
14,7,1.8,0.01,10,14,4.30069e-07,8.19591e-07,1.13157e-29,17.0775,0.524737,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0700201,-4.15762e-31,7.21005e-13,49144.3,73345.2,1.44244,24.6333,1.36638,23.3344,1.15171,0.0066,1.41019,3.7 
15,7,1.8,0.01,10,15,4.2057e-07,7.97119e-07,1.10054e-29,16.6093,0.527612,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0846112,-4.91304e-31,5.34115e-13,45211.8,67168,1.45103,24.1006,1.37244,22.7953,1.13769,0.0066,1.43115,3.7 
16,7,1.8,10,0.01,16,4.75637e-07,7.7e-07,1.0631e-29,16.0442,0.61771,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.505852,-3.32187e-30,3.05698e-13,40752.4,61270.6,1.72826,27.7286,1.57154,25.214,0.737636,0.0066,1.35392,3.7 
17,7,1.8,0.01,10,17,4.19455e-07,8.36614e-07,1.15507e-29,17.4322,0.501372,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0517254,2.99552e-31,9.08068e-13,52270.6,77825.7,1.37335,23.9405,1.31787,22.9734,1.26914,0.0066,1.44301,3.7 
18,7,1.8,10,0.01,18,4.68257e-07,8.07651e-07,1.11508e-29,16.8287,0.579776,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.336242,-2.1738e-30,2.96555e-13,47027.6,69906,1.60989,27.0924,1.48554,24.9998,0.897864,0.0066,1.39549,3.7 
19,7,1.8,0.01,10,19,4.28481e-07,7.86498e-07,1.08588e-29,16.388,0.544796,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.170172,-1.00671e-30,3.81262e-13,43428.4,64664.2,1.50272,24.6266,1.40903,23.0911,1.05575,0.0066,1.41079,3.7 
20,9,1.8,10,0.01,20,4.94221e-07,8.41272e-07,1.1615e-29,17.5293,0.587469,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.371449,-2.53457e-30,5.55437e-13,53148.5,80460.3,1.63376,28.6386,1.50273,26.3418,0.864554,0.0066,1.35504,3.7 
21,9,1.8,0.01,10,21,4.1124e-07,8.05143e-07,1.11162e-29,16.7765,0.510766,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.00208647,1.18465e-32,7.10482e-13,46590.9,69192.4,1.40098,23.5036,1.33722,22.4339,1.22116,0.0066,1.42026,3.7 
22,9,1.8,10,0.01,22,4.97717e-07,7.9494e-07,1.09753e-29,16.5639,0.626107,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.54213,-3.72537e-30,4.09475e-13,44841.9,67784,1.75461,29.0632,1.59098,26.3529,0.703391,0.0066,1.34808,3.7 
23,9,1.8,0.01,10,23,4.14549e-07,8.12817e-07,1.12222e-29,16.9364,0.510015,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.00601455,3.44241e-32,2.26942e-13,47935.8,69173.4,1.39876,23.69,1.33567,22.6214,1.22494,0.0066,1.43481,3.7 
24,9,1.8,10,0.01,24,4.9586e-07,7.62988e-07,1.05342e-29,15.8981,0.649891,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.642694,-4.39994e-30,8.74455e-13,39649.3,61594.4,1.82938,29.0838,1.64688,26.1824,0.608376,0.0066,1.36706,3.7 
25,9,1.8,10,0.01,25,5.00167e-07,7.52779e-07,1.03932e-29,15.6854,0.664427,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.702615,-4.85195e-30,4.37161e-13,38078.9,58625.2,1.87513,29.4121,1.68163,26.377,0.551683,0.0066,1.32324,3.7 
26,9,1.8,10,0.01,26,5.00151e-07,7.92554e-07,1.09424e-29,16.5142,0.631062,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.563351,-3.89013e-30,8.38218e-13,44439.5,68798.2,1.77018,29.2331,1.60253,26.4645,0.683352,0.0066,1.35216,3.7 
27,9,1.8,0.01,10,27,4.17567e-07,8.00648e-07,1.10542e-29,16.6828,0.521536,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0536745,-3.09441e-31,6.83161e-13,45814.9,67964.6,1.43291,23.9049,1.35966,22.683,1.16743,0.0066,1.41947,3.7 
28,9,1.8,10,0.01,28,4.89984e-07,7.91077e-07,1.0922e-29,16.4834,0.619389,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.513139,-3.47137e-30,4.82158e-13,44191.3,67190.1,1.73353,28.5744,1.57541,25.9681,0.730758,0.0066,1.33013,3.7 
29,9,1.8,10,0.01,29,5.07322e-07,8.06558e-07,1.11357e-29,16.806,0.628996,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.554518,-3.88403e-30,-5.88969e-14,46836.9,69847.6,1.76368,29.6403,1.59771,26.8511,0.691684,0.0066,1.34789,3.7 
30,9,1.8,0.01,10,30,4.11616e-07,8.07238e-07,1.11451e-29,16.8201,0.509906,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.00658618,3.74291e-32,6.29547e-13,46955.5,69154.1,1.39844,23.522,1.33544,22.4623,1.2255,0.0066,1.43757,3.7 
31,9,1.8,0.01,10,31,4.18474e-07,8.00754e-07,1.10556e-29,16.685,0.5226,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0591212,-3.41582e-31,7.68654e-13,45833,68860,1.43608,23.961,1.3619,22.7233,1.16219,0.0066,1.41034,3.7 
32,9,1.8,0.01,10,32,4.12379e-07,8.17864e-07,1.12918e-29,17.0415,0.504214,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.036601,2.08388e-31,6.89751e-13,48834.3,72078.7,1.38171,23.5464,1.3237,22.5579,1.25452,0.0066,1.4134,3.7 
33,9,1.8,10,0.01,33,4.80341e-07,7.60597e-07,1.05012e-29,15.8483,0.631531,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.565346,-3.74928e-30,5.79353e-13,39277.7,59950.2,1.77166,28.0778,1.60363,25.4148,0.68147,0.0066,1.34221,3.7 
34,9,1.8,0.01,10,34,4.00455e-07,8.04778e-07,1.11112e-29,16.7689,0.497597,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0719502,3.97804e-31,1.11761e-12,46527.5,69641.4,1.3623,22.8443,1.31015,21.9697,1.28874,0.0066,1.42682,3.7 
35,9,1.8,0.01,10,35,4.11256e-07,8.01259e-07,1.10626e-29,16.6955,0.513263,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.010954,-6.21972e-32,1.19097e-12,45919.8,69383.6,1.40836,23.5133,1.3424,22.4121,1.20857,0.0066,1.43202,3.7 
36,9,1.8,10,0.01,36,4.95126e-07,8.08448e-07,1.11618e-29,16.8453,0.61244,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.48286,-3.30081e-30,7.37845e-13,47166.9,71893.1,1.71174,28.8348,1.5594,26.2687,0.759337,0.0066,1.36016,3.7 
37,9,1.8,0.01,10,37,4.14029e-07,8.32963e-07,1.15003e-29,17.3561,0.497055,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0748725,4.27993e-31,8.8095e-13,51589.1,76578.9,1.36074,23.6171,1.30904,22.7199,1.29158,0.0066,1.43254,3.7 
38,9,1.8,10,0.01,38,4.87721e-07,7.85863e-07,1.085e-29,16.3747,0.620619,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.518466,-3.49121e-30,6.95502e-13,43323.4,66645.5,1.73739,28.4492,1.57826,25.8435,0.72573,0.0066,1.34057,3.7 
39,9,1.8,0.01,10,39,4.15795e-07,7.55282e-07,1.04278e-29,15.7375,0.550516,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.198045,-1.13691e-30,7.31179e-13,38459.9,58219.1,1.52008,23.9223,1.42136,22.3686,1.02915,0.0066,1.4013,3.7 
40,11,1,10,0.01,40,4.78508e-07,7.96917e-07,1.10026e-29,16.6051,0.600449,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.429884,-2.84004e-30,1.55808e-14,45177.4,67106.6,1.67421,27.8005,1.53202,25.4394,0.809347,0.0066,1.34732,3.7 
41,11,1,0.01,10,41,4.21607e-07,8.58538e-07,1.18534e-29,17.889,0.491076,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.107278,6.24456e-31,5.79672e-13,56488.5,82632,1.34332,24.0307,1.29689,23.2001,1.32304,0.0066,1.43673,3.7 
42,11,1,10,0.01,42,4.62067e-07,7.93349e-07,1.09534e-29,16.5307,0.582426,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.348418,-2.22274e-30,2.84576e-13,44573.3,66292.5,1.6181,26.7483,1.49145,24.6547,0.886339,0.0066,1.37686,3.7 
43,11,1,0.01,10,43,4.22861e-07,8.4876e-07,1.17184e-29,17.6853,0.498211,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0686419,4.00748e-31,8.78476e-13,54580.4,81345.2,1.36408,24.1242,1.3114,23.1925,1.28552,0.0066,1.41444,3.7 
44,11,1,10,0.01,44,4.67799e-07,7.36833e-07,1.01731e-29,15.3531,0.634879,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.579589,-3.74338e-30,3.31815e-13,35709.9,54179.8,1.78218,27.362,1.61146,24.741,0.668018,0.0066,1.32854,3.7 
45,11,1,10,0.01,45,4.68131e-07,8.1336e-07,1.12297e-29,16.9477,0.575552,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.316705,-2.04695e-30,5.8867e-13,48032,72408,1.59685,27.0629,1.47616,25.0175,0.916389,0.0066,1.36479,3.7 
46,11,1,10,0.01,46,4.69756e-07,7.72887e-07,1.06709e-29,16.1044,0.607794,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.462439,-2.99924e-30,5.83921e-14,41212.6,60312.8,1.69718,27.3321,1.54876,24.9418,0.778614,0.0066,1.40606,3.7 
47,11,1,0.01,10,47,4.18239e-07,7.69197e-07,1.06199e-29,16.0275,0.543735,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.164968,-9.52591e-31,5.6327e-13,40625,60652.2,1.49951,24.0333,1.40675,22.5466,1.06072,0.0066,1.39407,3.7 
48,11,1,10,0.01,48,4.79945e-07,7.7581e-07,1.07112e-29,16.1653,0.618638,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.509879,-3.37865e-30,7.37105e-13,41682,64187.5,1.73117,27.9848,1.57368,25.4389,0.733835,0.0066,1.34503,3.7 
49,11,1,10,0.01,49,4.71852e-07,7.41986e-07,1.02442e-29,15.4605,0.63593,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.584064,-3.80495e-30,3.892e-13,36464.4,55417.1,1.78548,27.6044,1.61393,24.9522,0.663786,0.0066,1.34826,3.7 
50,11,1,0.01,10,50,4.36879e-07,8.2734e-07,1.14227e-29,17.239,0.528053,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0868409,-5.23804e-31,6.72739e-13,50551.4,75335.9,1.45235,25.037,1.37337,23.6755,1.13555,0.0066,1.40311,3.7 
51,11,1,0.01,10,51,4.14536e-07,7.76866e-07,1.07258e-29,16.1873,0.5336,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.114745,-6.56719e-31,1.13696e-12,41852.4,64011.3,1.46897,23.7787,1.38511,22.4212,1.10879,0.0066,1.40843,3.7 
52,11,1,0.01,10,52,4.19277e-07,8.34066e-07,1.15155e-29,17.3791,0.502691,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0446986,2.58749e-31,5.23893e-13,51794.5,75666.7,1.37726,23.9356,1.32057,22.9504,1.26238,0.0066,1.44344,3.7 
53,11,1,10,0.01,53,4.58661e-07,7.69747e-07,1.06275e-29,16.0389,0.595859,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.409354,-2.59224e-30,1.16755e-12,40712.3,63609.3,1.65989,26.6228,1.52162,24.4052,0.828735,0.0066,1.3626,3.7 
54,11,1,0.01,10,54,4.32957e-07,7.90215e-07,1.09101e-29,16.4654,0.547898,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.185321,-1.10778e-30,-1.75004e-13,44047.2,63642.9,1.51212,24.8978,1.4157,23.3102,1.04129,0.0066,1.38242,3.7 
55,11,1,0.01,10,55,4.22327e-07,8.19582e-07,1.13156e-29,17.0773,0.515295,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0215132,-1.2544e-31,9.89361e-13,49142.7,74055.8,1.41437,24.1537,1.34663,22.9968,1.19839,0.0066,1.40456,3.7 
56,11,1,10,0.01,56,4.67222e-07,7.85777e-07,1.08488e-29,16.373,0.594599,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.403691,-2.60409e-30,5.56223e-13,43309.2,65852.7,1.65596,27.1129,1.51878,24.8669,0.834085,0.0066,1.35422,3.7 
57,11,1,0.01,10,57,4.22226e-07,8.21436e-07,1.13412e-29,17.116,0.51401,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0148377,-8.64961e-32,1.13574e-12,49476.9,75385.2,1.41057,24.1433,1.34395,23.0031,1.20483,0.0066,1.4063,3.7 
58,11,1,10,0.01,58,4.7014e-07,8.40888e-07,1.16097e-29,17.5213,0.559099,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.23932,-1.55342e-30,6.26831e-13,53075.8,79856.9,1.54624,27.0922,1.43999,25.2304,0.989835,0.0066,1.37795,3.7 
59,11,1,0.01,10,59,4.15973e-07,8.03834e-07,1.10981e-29,16.7492,0.517486,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0328488,-1.88655e-31,8.0294e-13,46364,68992.4,1.42087,23.7985,1.35119,22.6314,1.18747,0.0066,1.41961,3.7 
60,5,1.8,10,0.01,60,4.29386e-07,7.85383e-07,1.08434e-29,16.3647,0.546723,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.179592,-1.06468e-30,8.95737e-13,43244,65217.6,1.50856,24.6872,1.41317,23.1262,1.04676,0.0066,1.40813,3.7 
61,5,1.8,0.01,10,61,4.1181e-07,8.35779e-07,1.15392e-29,17.4148,0.492725,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0982955,5.58874e-31,6.27079e-13,52114.3,75364.9,1.34811,23.4771,1.30023,22.6433,1.31431,0.0066,1.48139,3.7 
62,5,1.8,10,0.01,62,4.36058e-07,8.13691e-07,1.12342e-29,16.9546,0.5359,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.126222,-7.59912e-31,6.51046e-13,48090.7,71106.3,1.47588,25.023,1.39,23.567,1.09779,0.0066,1.42137,3.7 
63,5,1.8,0.01,10,63,4.19009e-07,8.34856e-07,1.15264e-29,17.3956,0.501894,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0489411,2.83127e-31,7.55461e-13,51941.7,77372.1,1.37488,23.9168,1.31894,22.9437,1.26644,0.0066,1.41712,3.7 
64,5,1.8,10,0.01,64,4.41039e-07,8.22627e-07,1.13576e-29,17.1408,0.536135,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.127394,-7.75725e-31,9.03242e-13,49692.4,74468.9,1.47659,25.3099,1.3905,23.8343,1.09667,0.0066,1.40433,3.7 
65,5,1.8,10,0.01,65,4.33046e-07,8.04184e-07,1.1103e-29,16.7565,0.538492,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.139105,-8.31691e-31,7.81956e-13,46424.5,69617.2,1.48369,24.8614,1.39553,23.3842,1.08546,0.0066,1.41993,3.7 
66,5,1.8,10,0.01,66,4.43244e-07,8.26941e-07,1.14172e-29,17.2307,0.536004,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.126738,-7.75591e-31,7.76851e-13,50478.3,76427.6,1.4762,25.4358,1.39023,23.9545,1.0973,0.0066,1.39251,3.7 
67,5,1.8,0.01,10,67,4.04621e-07,8.05798e-07,1.11252e-29,16.7901,0.502138,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0476406,2.6614e-31,5.85053e-13,46704.6,68716.2,1.37559,23.0964,1.31944,22.1535,1.26518,0.0066,1.42823,3.7 
68,5,1.8,10,0.01,68,4.49676e-07,7.9429e-07,1.09664e-29,16.5503,0.566136,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.27269,-1.69298e-30,5.91289e-13,44732.1,67690.2,1.56781,25.9478,1.45538,24.0871,0.958119,0.0066,1.36533,3.7 
69,5,1.8,10,0.01,69,4.46011e-07,8.12137e-07,1.12128e-29,16.9222,0.549182,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.19157,-1.17966e-30,5.61808e-13,47815.6,71736.1,1.51602,25.6545,1.41847,24.0037,1.03532,0.0066,1.3952,3.7 
70,5,1.8,0.01,10,70,4.21894e-07,8.02784e-07,1.10836e-29,16.7273,0.525539,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0740933,-4.31585e-31,7.45546e-13,46182.5,69679.1,1.44484,24.1684,1.36807,22.8842,1.1478,0.0066,1.38614,3.7 
71,5,1.8,0.01,10,71,4.2097e-07,8.30196e-07,1.14621e-29,17.2985,0.507073,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0214909,1.24908e-31,7.96085e-13,51076.8,76505.3,1.39011,24.0468,1.32959,22.9999,1.23991,0.0066,1.40376,3.7 
72,5,1.8,0.01,10,72,4.12701e-07,8.10582e-07,1.11913e-29,16.8898,0.509142,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0105957,6.03737e-32,1.0189e-12,47541.4,71838.8,1.39619,23.5813,1.33386,22.5286,1.22937,0.0066,1.41747,3.7 
73,5,1.8,10,0.01,73,4.31092e-07,7.80602e-07,1.07774e-29,16.2651,0.552255,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.206458,-1.22881e-30,4.16145e-13,42459.2,62683.6,1.52537,24.8103,1.42512,23.1797,1.02113,0.0066,1.39362,3.7 
74,5,1.8,0.01,10,74,4.1863e-07,7.84222e-07,1.08274e-29,16.3406,0.533816,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.115822,-6.69427e-31,7.86033e-13,43052.5,64505.8,1.46962,24.0144,1.38557,22.641,1.10775,0.0066,1.41275,3.7 
75,5,1.8,0.01,10,75,4.32617e-07,8.13244e-07,1.12281e-29,16.9453,0.531965,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.106552,-6.36427e-31,1.01333e-12,48011.4,72904.8,1.46406,24.809,1.38164,23.4124,1.11664,0.0066,1.40867,3.7 
76,5,1.8,10,0.01,76,4.35447e-07,8.13166e-07,1.1227e-29,16.9437,0.535495,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.124206,-7.46728e-31,2.06292e-13,47997.6,70113,1.47467,24.9862,1.38914,23.5372,1.09972,0.0066,1.39624,3.7 
77,5,1.8,0.01,10,77,4.2225e-07,7.65481e-07,1.05686e-29,15.95,0.551614,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.203359,-1.18554e-30,8.12476e-13,40039.1,60699.8,1.52342,24.2986,1.42373,22.7086,1.02408,0.0066,1.39535,3.7 
78,5,1.8,10,0.01,78,4.3567e-07,7.80353e-07,1.0774e-29,16.2599,0.558298,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.235495,-1.41652e-30,5.39501e-13,42418.5,63289.5,1.54379,25.102,1.43824,23.3857,0.993474,0.0066,1.3935,3.7 
79,5,1.8,0.01,10,79,4.22727e-07,8.11166e-07,1.11994e-29,16.902,0.521135,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0516204,-3.01276e-31,9.17716e-13,47644.2,71613.1,1.43172,24.1988,1.35882,22.9668,1.1694,0.0066,1.41664,3.7 
80,30,0.6,10,0.01,80,5.06291e-07,8.14332e-07,1.12431e-29,16.968,0.621726,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.52325,-3.65758e-30,5.50776e-13,48204.4,73393.6,1.74086,29.5389,1.58082,26.8232,0.721217,0.0066,1.35714,3.7 
81,30,0.6,0.01,10,81,4.12724e-07,7.89212e-07,1.08963e-29,16.4445,0.522957,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0609421,-3.47265e-31,3.23233e-13,43879.7,63890.5,1.43714,23.6331,1.36264,22.408,1.16044,0.0066,1.41773,3.7 
82,30,0.6,10,0.01,82,4.96821e-07,8.14324e-07,1.1243e-29,16.9678,0.610103,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.472604,-3.24176e-30,4.11582e-13,48202.9,72336.3,1.70442,28.9201,1.55404,26.3687,0.769019,0.0066,1.36795,3.7 
83,30,0.6,0.01,10,83,4.2687e-07,7.86309e-07,1.08562e-29,16.384,0.542878,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.160756,-9.47429e-31,5.83745e-13,43397.1,64182,1.49692,24.5256,1.40491,23.0181,1.06475,0.0066,1.41478,3.7 
84,30,0.6,10,0.01,84,5.09552e-07,8.33934e-07,1.15137e-29,17.3764,0.611022,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.476641,-3.35323e-30,4.63504e-14,51769.8,77114.8,1.70729,29.6666,1.55615,27.0403,0.765209,0.0066,1.34324,3.7 
85,30,0.6,10,0.01,85,4.97303e-07,7.65539e-07,1.05694e-29,15.9513,0.649612,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.641523,-4.40471e-30,5.78643e-13,40048.2,61686.2,1.82851,29.167,1.64622,26.2593,0.609487,0.0066,1.35275,3.7 
86,30,0.6,10,0.01,86,5.06244e-07,8.10071e-07,1.11842e-29,16.8792,0.624939,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.53711,-3.75411e-30,1.30162e-13,47451.6,70569.7,1.75095,29.5545,1.58827,26.8087,0.708129,0.0066,1.36197,3.7 
87,30,0.6,0.01,10,87,4.21192e-07,8.1235e-07,1.12157e-29,16.9266,0.518487,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0380089,-2.21029e-31,1.00175e-12,47853.1,72161.8,1.42384,24.1009,1.35328,22.9065,1.1825,0.0066,1.39977,3.7 
88,30,0.6,10,0.01,88,5.05245e-07,8.48986e-07,1.17215e-29,17.69,0.595116,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.406016,-2.83223e-30,5.87771e-13,54623.9,82764,1.65757,29.3224,1.51994,26.8878,0.831888,0.0066,1.35427,3.7 
89,30,0.6,10,0.01,89,5.09973e-07,8.49351e-07,1.17266e-29,17.6976,0.600426,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.429782,-3.02607e-30,2.41552e-13,54694.5,82367.7,1.67414,29.6283,1.53197,27.1122,0.809443,0.0066,1.35175,3.7 
