cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
43,80,20,43,2984.98,0,5,101,125,0,5,135,-1.7139,-8.63544,-19.6252,-13.1441,-16.5299,387.797,-74.542,20202.1,-54.6195,16439.4,-3.21227,-10.1338,-22.6219,-14.6424,-18.0283,0.67042,-97.2048,18502.4,-77.2824,0.511756,-0.00301111,1.00227,-189.944,442.5,511.262,0.470086,29595.7,8.21659e-07,0.578878,110.3,88.0809,23.5898,25.2051,0.935914,509.486,589.315,0.666881 
44,180,20,44,6411.67,0,5,101,125,0,5,135,-7.85363,-15.2629,-26.328,-12.6198,-16.3432,421.962,-35.5583,23258.8,-62.2345,16439.4,-9.484,-16.8933,-29.5888,-14.2502,-17.9736,0.664488,-60.2178,21409.3,-86.894,0.366086,-0.00160984,1.00221,-164.491,455.782,520.278,0.51617,32671.6,8.49191e-07,0.573444,109.821,87.5823,23.604,25.0655,0.941691,510.099,582.808,0.642073 
45,40,20,45,7382.34,0,5,101,125,0,5,135,-12.0913,-14.5047,-20.9808,-12.8041,-17.2208,476.324,-63.4457,24870.9,-61.9219,16439.4,-13.9317,-16.3451,-24.6616,-14.6446,-19.0612,0.721791,-91.282,22783.2,-89.7583,0.458722,-0.00229471,1.00214,-198.992,409.002,486.879,0.353521,34725.6,8.66626e-07,0.514922,110.631,87.0096,24.0655,26.1092,0.921722,530.24,632.353,0.668166 
46,20,20,46,3431.48,0,5,101,125,0,5,135,-12.984,-14.9183,-25.3575,-9.93097,-10.5976,509.474,-74.7144,21546.4,-41.446,16439.4,-14.9525,-16.8868,-29.2945,-11.8995,-12.5661,0.657772,-104.488,19313.4,-71.2197,0.550077,-0.0031011,1.00201,-189.952,415.01,482.541,0.346638,31194.6,8.36197e-07,0.535165,110.164,87.9908,24.4216,26.1342,0.934472,546.052,633.561,0.703401 
47,0.01,20,47,2755.33,0,5,101,125,0,5,135,-12.4485,-20.5364,-23.2267,-11.6155,-18.1637,496.727,-104.171,21045.4,-40.5082,16439.4,-14.3678,-22.4556,-27.0652,-13.5347,-20.083,0.722426,-133.199,18868.2,-69.537,0.614831,-0.00405031,1.002,-216.644,568.048,609.016,1.95713e+10,32149.8,8.44646e-07,0.696357,110.803,88.0666,24.9084,25.6228,0.97212,568.038,609.011,0.696348 
48,140,20,48,359.039,0,5,101,125,0,5,135,-14.9807,-16.2617,-27.5397,-17.3624,-20.0502,399.754,-70.3736,17162,-53.3704,16439.4,-16.5253,-17.8062,-30.6288,-18.9069,-21.5947,0.709575,-93.7352,15409.9,-76.732,0.504458,-0.00348801,1.00271,-185.814,515.617,645.313,875.476,26596.4,7.92908e-07,0.727488,110.717,87.3777,24.0682,25.8291,0.931827,530.362,618.856,0.722534 
49,100,20,49,631.028,0,5,101,125,0,5,135,-7.03589,-15.6616,-26.6582,-16.0574,-10.4332,447.325,-64.8967,18214.3,-56.6337,16439.4,-8.76427,-17.39,-30.115,-17.7858,-12.1616,0.650706,-91.0384,16253.7,-82.7753,0.478221,-0.0032109,1.00277,-190.369,428.191,508.105,0.474431,27022.4,7.97119e-07,0.585157,110.536,87.4655,23.1601,25.0916,0.923021,491.096,584.023,0.671855 
50,160,20,50,2463.87,0,5,101,125,0,5,135,-10.5004,-12.7856,-16.3743,-18.5603,-6.96446,400.221,-77.0032,19389.1,-56.8842,16439.4,-12.0468,-14.3319,-19.467,-20.1067,-8.51083,0.738569,-100.392,17634.9,-80.2731,0.510331,-0.00326365,1.00248,-196.72,438.667,515.604,0.527769,28243.4,8.08948e-07,0.587902,110.33,88.2212,23.107,24.8967,0.928115,488.844,574.982,0.655377 
51,200,20,51,1508.35,0,5,101,125,0,5,135,-11.3437,-15.2347,-15.2372,-13.8285,-16.5748,347.28,-72.1493,18823.7,-39.5511,16439.4,-12.6855,-16.5765,-17.9209,-15.1703,-17.9167,0.776742,-92.4443,17301.5,-59.8461,0.562794,-0.00306257,1.00188,-164.26,399.153,485.136,0.487846,27297.4,7.99814e-07,0.55019,110.448,87.6191,22.2628,24.4078,0.912115,453.777,552.625,0.626106 
52,60,20,52,4068.79,0,5,101,125,0,5,135,-5.74629,-6.5327,-29.2677,-10.1581,-13.3365,393.539,-69.5915,21245.5,-50.744,16439.4,-7.26685,-8.05326,-32.3088,-11.6787,-14.8571,0.564364,-92.5899,19520.6,-73.7424,0.511318,-0.00271776,1.00205,-181.081,426.65,500.155,0.454069,30220.4,8.274e-07,0.558307,109.452,87.2182,23.2883,25.0732,0.92881,496.546,583.167,0.65037 
53,120,20,53,4032.32,0,5,101,125,0,5,135,-21.2319,-15.9926,-19.8141,-12.3048,-9.34554,421.668,-64.8052,21483.8,-51.6148,16439.4,-22.8612,-17.6218,-23.0726,-13.9341,-10.9748,0.739188,-89.4474,19635.7,-76.2571,0.494305,-0.00260985,1.00211,-180.956,410.309,498.11,0.495895,30513.3,8.30064e-07,0.544637,110.077,88.2226,22.5318,24.6743,0.913169,464.81,564.756,0.617244 
54,80,20,54,3409.58,0,5,101,125,0,5,135,-13.5012,-19.371,-23.2078,-9.00882,-9.43929,363.859,-51.678,20093,-75.3029,16439.4,-14.9071,-20.7768,-26.0195,-10.4147,-10.8452,0.686373,-72.942,18498.2,-96.5669,0.3863,-0.00225834,1.00284,-188.822,349.871,434.66,0.359624,28262.2,8.09128e-07,0.481961,110.09,87.3678,22.1253,24.5208,0.902308,448.192,557.752,0.617924 
55,180,20,55,4344.76,0,5,101,125,0,5,135,-14.1943,-10.313,-19.4912,-9.94962,-11.4178,321.843,-71.8596,21241.4,-61.9826,16439.4,-15.4378,-11.5566,-21.9783,-11.1932,-12.6614,0.698214,-90.6681,19830.7,-80.7911,0.483261,-0.00261947,1.00222,-187.617,418.652,500.535,0.437581,30243.4,8.2761e-07,0.553118,110.065,87.6388,23.2299,25.2571,0.919738,494.059,591.749,0.65333 
56,40,20,56,2258.22,0,5,101,125,0,5,135,-9.31753,-16.3358,-26.3495,-11.7345,-10.7986,408.319,-77.1641,19667.4,-72.1241,16439.4,-10.8952,-17.9135,-29.5049,-13.3121,-12.3762,0.64876,-101.026,17877.8,-95.9863,0.46726,-0.00323957,1.00292,-216.21,394.196,474.281,0.371123,28621.9,8.12546e-07,0.53214,110.415,87.4718,23.3673,25.4567,0.917923,499.921,601.14,0.674669 
57,20,20,57,3739.1,0,5,101,125,0,5,135,-18.0962,-7.02376,-21.8883,-8.73524,-21.1828,424.191,-64.8376,21047.3,-65.7034,16439.4,-19.7352,-8.66275,-25.1663,-10.3742,-22.8218,0.709933,-89.6273,19188.1,-90.4932,0.452163,-0.00267628,1.00257,-198.219,407.161,475.96,0.338059,30083.1,8.26144e-07,0.532859,110.255,87.2676,24.3298,26.1434,0.930631,541.954,634.008,0.709533 
58,0.01,20,58,2893.96,0,5,101,125,0,5,135,-18.9661,-13.3481,-22.4865,-2.6773,-10.6289,340.11,-30.2031,19789.8,-59.301,16439.4,-20.2802,-14.6622,-25.1147,-3.99142,-11.943,0.669507,-50.0792,18299.1,-79.177,0.345155,-0.00156628,1.00235,-145.092,419.464,440.769,0.310932,28485.9,8.11257e-07,0.530023,110.027,87.1351,25.2783,25.7253,0.982624,585.033,613.893,0.738717 
59,140,20,59,2778.94,0,5,101,125,0,5,135,-13.4678,-15.6659,-19.1823,-9.11552,-12.264,359.031,-50.698,20086,-50.0036,16439.4,-14.855,-17.0531,-21.9567,-10.5027,-13.6512,0.718571,-71.6797,18512.4,-70.9854,0.45696,-0.00221747,1.00209,-156.862,414.38,507.424,0.53605,29209.2,8.18066e-07,0.560527,110.304,88.2434,22.3996,24.6271,0.909552,459.375,562.599,0.621433 
60,100,20,60,3626.89,0,5,101,125,0,5,135,-12.5457,-12.8948,-22.8899,-7.4056,-14.2089,408.513,-71.2699,20783.5,-51.8554,16439.4,-14.1241,-14.4732,-26.0467,-8.98401,-15.7873,0.672019,-95.1434,18993,-75.7289,0.511474,-0.00287072,1.00217,-186.018,436.606,517.937,0.49881,29925.1,8.24696e-07,0.57662,110.08,87.4533,23.2327,25.1234,0.924745,494.181,585.503,0.652249 
61,160,20,61,347.539,0,5,101,125,0,5,135,-13.8475,-13.2168,-17.1562,-12.7526,-12.4868,383.675,-55.925,17339.4,-49.5394,16439.4,-15.3299,-14.6992,-20.1211,-14.235,-13.9693,0.743204,-78.347,15657.8,-71.9613,0.475693,-0.00286746,1.0025,-164.701,408.346,491.521,0.475209,25851.9,7.8544e-07,0.570391,110.028,87.833,22.6083,24.6766,0.916185,467.974,564.863,0.65459 
62,200,20,62,1151.77,0,5,101,125,0,5,135,-15.4955,-12.3812,-24.219,-11.0668,-16.234,346.871,-77.3294,18624.7,-67.912,16439.4,-16.8358,-13.7215,-26.8994,-12.4071,-17.5742,0.69236,-97.6005,17104.4,-88.1831,0.479797,-0.00327134,1.00281,-203.42,382.795,457.692,0.457284,27505.4,8.01841e-07,0.522013,110.112,87.4212,22.0233,23.9757,0.918568,444.069,533.231,0.606869 
63,60,20,63,1430.45,0,5,101,125,0,5,135,-17.6255,-18.7702,-29.4483,-15.7084,-10.9776,397.863,-81.3435,18569.8,-70.9831,16439.4,-19.1627,-20.3075,-32.5228,-17.2456,-12.5149,0.680377,-104.595,16826,-94.2342,0.480507,-0.00356481,1.00305,-217.676,419.224,492.854,0.473493,27169.8,7.98566e-07,0.569209,110.417,87.6225,22.9462,24.7155,0.928413,482.064,566.644,0.654481 
64,120,20,64,3472.41,0,5,101,125,0,5,135,-14.9239,-11.6654,-25.7955,-11.2055,-10.1721,357.197,-61.0629,20307.7,-42.249,16439.4,-16.3041,-13.0455,-28.5557,-12.5857,-11.5522,0.651943,-81.9375,18742.1,-63.1236,0.519625,-0.00250446,1.00183,-157.686,469.708,536.995,0.548,29437.4,8.20191e-07,0.612327,110.173,88.0665,23.777,25.271,0.940882,517.607,592.403,0.67514 
65,80,20,65,2928.95,0,5,101,125,0,5,135,-10.8044,-17.4536,-18.1807,-7.16002,-9.68303,417.178,-60.1523,20873.5,-73.4086,16439.4,-12.4163,-19.0655,-21.4045,-8.77191,-11.2949,0.706599,-84.5322,19045,-97.7885,0.418728,-0.00254276,1.0028,-201.878,487.493,550.042,0.545263,30576.6,8.30637e-07,0.623406,110.196,88.326,24.2469,25.6084,0.94683,538.264,608.329,0.688899 
