cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
10,60,10,10,5882.31,0,5,101,125,0,5,135,-3.89092,-9.33304,-15.1886,-6.19205,-15.4585,279.901,-0.359363,15447.3,48.2679,16439.4,-4.9724,-10.4145,-17.3516,-7.27353,-16.54,0.693175,-16.7168,14220.5,31.9105,-0.77479,-0.000672189,0.998783,21.5759,1280.21,1433.73,0.421832,28801.7,1.09401e-06,1.23838,114.985,85.7388,42.003,44.1799,0.950726,1615.27,1810.59,1.56319 
11,105,10,11,4548.81,0,5,101,125,0,5,135,-5.77509,-8.46827,-14.3351,-7.06752,-11.5089,286.93,21.9769,14477.4,20.8942,16439.4,-6.88373,-9.57692,-16.5524,-8.17616,-12.6175,0.692373,5.20867,13219.8,4.12599,0.512671,0.000225096,0.999831,10.1599,1162.62,1318.96,0.374082,26552.8,1.06476e-06,1.16301,115.713,83.5985,41.2506,43.6861,0.944251,1557.92,1770.35,1.55973 
12,75,10,12,5668.14,0,5,101,125,0,5,135,-9.46509,-5.86555,-22.7826,-9.8713,-11.602,304.723,28.5966,14971,22.57,16439.4,-10.6425,-7.04294,-25.1374,-11.0487,-12.7794,0.62285,10.7886,13635.4,4.762,0.653736,0.000451922,0.99981,16.503,1394.05,1612.21,0.545411,28955.7,1.09595e-06,1.36791,115.901,85.0224,41.6289,44.503,0.935418,1586.62,1837.17,1.55783 
13,90,10,13,4574.02,0,5,101,125,0,5,135,-10.3725,-11.3772,-18.8572,-7.70426,-15.2144,262.698,12.0221,14362.6,38.5291,16439.4,-11.3875,-12.3922,-20.8872,-8.71927,-16.2295,0.699964,-3.33004,13211.2,23.177,-0.136017,-0.000144056,0.999049,24.4824,1174.3,1295.37,0.348326,26701.1,1.06674e-06,1.15619,115.976,85.5775,42.302,44.218,0.95667,1638.35,1813.72,1.61596 
14,30,10,14,8519.48,0,5,101,125,0,5,135,-13.4526,-5.6977,-24.7992,-10.3506,-10.878,272.215,12.0647,18356.2,39.5076,16439.4,-14.5043,-6.74949,-26.9028,-11.4024,-11.9298,0.623678,-3.84357,17163.1,23.5993,-0.157037,-0.000127984,0.999254,24.4756,1156.66,1281.01,0.34295,32855.8,1.1431e-06,1.06486,115.015,85.837,42.2013,44.1675,0.955483,1630.56,1809.58,1.5027 
15,15,10,15,8369,0,5,101,125,0,5,135,-5.54137,-5.72266,-17.1318,-9.44817,-14.166,288.14,23.2448,17874.8,61.4389,16439.4,-6.65469,-6.83598,-19.3585,-10.5615,-15.2793,0.670157,6.40593,16611.9,44.6,0.106898,0.000220308,0.998545,59.9259,1250.28,1384.36,0.403094,32582.7,1.13993e-06,1.15412,114.679,85.8942,41.9005,43.828,0.956022,1607.4,1781.86,1.48464 
16,45,10,16,6015.54,0,5,101,125,0,5,135,-6.40814,-8.9107,-18.5504,-13.4743,-8.73242,332.425,12.9816,15386.9,45.1713,16439.4,-7.69257,-10.1951,-21.1192,-14.7587,-10.0168,0.668886,-6.44533,13929.9,25.7444,-0.263635,-0.000264469,0.998998,24.4479,1142.78,1258.92,0.346123,27741.9,1.08042e-06,1.11016,116.279,85.4745,41.8027,43.5939,0.958913,1599.9,1762.88,1.55441 
17,0.01,10,17,8158.02,0,5,101,125,0,5,135,-7.59685,-10.0817,-14.0829,-11.899,-11.5856,263.466,2.73585,18184.9,47.9681,16439.4,-8.61483,-11.0997,-16.1189,-12.917,-12.6036,0.737281,-12.6611,17030.1,32.5712,-0.479145,-0.00042501,0.998963,26.4243,1232.11,1393.82,0.431068,32928.6,1.14395e-06,1.14557,115.121,84.3488,40.9224,43.2503,0.946177,1533.23,1735.2,1.42584 
18,60,10,18,5477.66,0,5,101,125,0,5,135,-9.06337,-2.06106,-21.9057,-7.12724,-13.3571,278.656,15.5716,15007.1,29.924,16439.4,-10.14,-3.13773,-24.059,-8.20392,-14.4338,0.598846,-0.713078,13785.7,13.6393,-0.0455522,-2.95585e-05,0.999463,15.6541,1487.24,1645.99,0.627543,30137,1.11066e-06,1.40872,115.825,84.5908,42.2188,44.142,0.956433,1631.91,1807.49,1.54634 
19,105,10,19,4833.28,0,5,101,125,0,5,135,-4.37029,-8.84883,-24.2454,-11.4337,-9.65226,268.469,3.57028,14202,35.5182,16439.4,-5.4076,-9.88614,-26.32,-12.471,-10.6896,0.593666,-12.119,13025.3,19.8289,-1.03798,-0.000531954,0.999174,11.6756,1426.93,1610.81,0.475945,28796.2,1.09394e-06,1.3859,117.008,85.1759,43.2904,45.7349,0.946551,1715.8,1940.29,1.66792 
20,75,10,20,5030.34,0,5,101,125,0,5,135,-8.35289,-2.95116,-18.5449,-10.2549,-9.16607,272.328,19.7346,14653,36.057,16439.4,-9.40511,-4.00338,-20.6494,-11.3071,-10.2183,0.628497,3.81978,13459.3,20.1421,0.136468,0.000162146,0.999188,27.9904,1217.27,1362.79,0.385612,27153.6,1.07273e-06,1.20065,115.676,86.1492,41.8436,44.0324,0.95029,1603.03,1798.53,1.58285 
21,90,10,21,5254.49,0,5,101,125,0,5,135,-4.77516,-5.65715,-15.8712,-2.4758,-7.6564,270.696,3.00845,14705.5,39.9964,16439.4,-5.82108,-6.70306,-17.963,-3.52171,-8.70231,0.57943,-12.811,13519,24.1769,-0.790742,-0.000541795,0.99903,16.2013,956.699,1091.19,0.266685,25886.9,1.05578e-06,0.967752,114.826,84.7542,41.8389,44.4107,0.94209,1602.67,1829.56,1.62189 
22,30,10,22,8753.77,0,5,101,125,0,5,135,-9.58959,-10.0199,-20.1041,-13.4912,-9.96131,247.351,10.4591,18437.9,55.3386,16439.4,-10.5453,-10.9756,-22.0155,-14.4469,-10.917,0.680473,-3.99612,17353.8,40.8834,-0.0886766,-0.000131602,0.998723,45.064,1204.91,1407.47,0.399789,33150.7,1.14651e-06,1.13584,115.414,85.9412,41.2538,44.3163,0.930893,1558.16,1821.79,1.46952 
23,15,10,23,7606.37,0,5,101,125,0,5,135,-8.53959,-11.5862,-23.4726,-13.6026,-10.501,257.064,24.6873,17749.7,37.7956,16439.4,-9.53284,-12.5794,-25.4591,-14.5958,-11.4943,0.654377,9.66451,16623,22.7728,0.26126,0.000332116,0.999257,36.9919,1102.04,1237.22,0.322057,31665.3,1.12913e-06,1.03414,115.99,85.1456,41.9719,44.2866,0.947733,1612.88,1819.35,1.51711 
24,45,10,24,7322.6,0,5,101,125,0,5,135,-13.8333,-12.1994,-22.226,-16.811,-14.0427,246.001,5.39318,17110.7,45.4648,16439.4,-14.7838,-13.1498,-24.127,-17.7615,-14.9932,0.715535,-8.98311,16032.4,31.0885,-0.317165,-0.000320279,0.998948,28.3231,1187.43,1363.28,0.369118,31156.9,1.12305e-06,1.13291,115.428,85.2722,41.8695,44.5111,0.940653,1605.02,1837.84,1.52931 
25,0.01,10,25,11219.1,0,5,101,125,0,5,135,-7.98923,-10.7539,-17.488,-7.19541,-9.54266,285.539,31.8725,20187.5,58.1463,16439.4,-9.09249,-11.8572,-19.6945,-8.29867,-10.6459,0.669493,15.1856,18935.9,41.4595,0.233851,0.000458044,0.998813,64.9369,1205.87,1309.25,0.400474,34796.2,1.16518e-06,1.07838,114.363,85.9288,41.1348,42.6156,0.965252,1549.19,1684.65,1.38648 
26,60,10,26,7091.15,0,5,101,125,0,5,135,-10.4493,-11.4357,-11.7123,-8.35068,-7.20376,247.851,16.5048,16485.9,33.9504,16439.4,-11.4069,-12.3934,-13.6276,-9.30833,-8.16141,0.751763,2.02035,15399.6,19.4659,0.0796057,7.49631e-05,0.999314,25.3795,1236.49,1353.39,0.410887,30189.4,1.1113e-06,1.16405,114.49,83.8641,41.4614,43.0893,0.962219,1573.88,1722.31,1.48152 
28,75,10,28,4973.73,0,5,101,125,0,5,135,-10.7009,-4.31396,-20.4834,-6.13404,-14.2954,281.917,7.39596,14979.9,26.1448,16439.4,-11.7902,-5.40323,-22.6619,-7.22331,-15.3847,0.637196,-9.07926,13744.3,9.66962,-3.59677,-0.00037762,0.999618,2.52428,1614.83,1790.22,1.417e+06,31071.6,1.12203e-06,1.51536,116.741,85.8872,42.0079,43.9404,0.956021,1615.65,1791.02,1.51607 
29,90,10,29,6758.86,0,5,101,125,0,5,135,-5.19813,-15.723,-23.6527,-13.7131,-4.71121,248.558,24.252,16295.2,34.9319,16439.4,-6.15851,-16.6834,-25.5735,-14.6735,-5.67159,0.628079,9.72628,15205.8,20.4062,0.28428,0.000365376,0.999272,34.2137,1329.45,1486.43,0.472219,31003.3,1.1212e-06,1.25379,115.266,85.8429,41.7251,43.8502,0.951538,1593.97,1783.67,1.50388 
30,30,10,30,8915.85,0,5,101,125,0,5,135,-12.3343,-9.16107,-22.1597,-6.40126,-11.2325,201.524,11.0699,18449.3,56.4961,16439.4,-13.1129,-9.93973,-23.717,-7.17991,-12.0112,0.640437,-0.707229,17566,44.719,-0.0133551,-2.30069e-05,0.99862,52.9556,1303.33,1468.38,0.441374,34045.8,1.15674e-06,1.19594,115.356,85.0295,41.8805,44.1794,0.947965,1605.87,1810.55,1.47409 
31,15,10,31,10403.3,0,5,101,125,0,5,135,-11.9045,-8.6061,-21.3356,-15.3251,-12.5274,312.434,34.3799,19700.8,55.8687,16439.4,-13.1117,-9.81328,-23.75,-16.5323,-13.7346,0.691326,16.1213,18331.4,37.61,0.26319,0.000502281,0.998887,61.2533,1183.81,1301.61,0.356089,34791.8,1.16513e-06,1.06539,115.149,85.4887,42.2593,44.0233,0.95993,1635.04,1797.78,1.4715 
