cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
11,180,5,11,3208.36,0,5,101,125,0,5,135,-13.1451,-14.4074,-19.9628,-11.2566,-9.14966,351.088,-83.2769,20323.6,-52.3711,16439.4,-14.5017,-15.7639,-22.6759,-12.6131,-10.5062,0.701872,-103.794,18784.8,-72.8887,0.542685,-0.00316741,1.00211,-191.261,452.22,530.804,0.535307,29601.1,8.21708e-07,0.596244,110.216,87.8099,23.4001,25.2122,0.928126,501.326,589.649,0.661667 
12,40,5,12,1678.86,0,5,101,125,0,5,135,-13.869,-18.1478,-20.3068,-10.2091,-14.3297,407.952,-85.533,19839.9,-68.0054,16439.4,-15.4453,-19.7241,-23.4593,-11.7854,-15.906,0.728229,-109.374,18051.9,-91.8461,0.498084,-0.00347423,1.00277,-219.589,360.643,430.413,0.326231,28941.1,8.15555e-07,0.48309,110.297,87.8838,23.0718,25.0576,0.920749,487.357,582.442,0.653276 
13,20,5,13,3985.82,0,5,101,125,0,5,135,-12.9875,-6.34824,-26.2496,-11.5133,-11.6706,484.705,-74.1396,21607.5,-55.6364,16439.4,-14.8603,-8.22104,-29.9952,-13.3861,-13.5434,0.625089,-102.466,19483,-83.9626,0.504209,-0.00301433,1.00234,-203.221,328.679,392.807,0.257752,30652.3,8.31323e-07,0.432221,110.251,88.225,23.7526,25.7249,0.923333,516.545,613.874,0.677367 
14,0.01,5,14,3390.37,0,5,101,125,0,5,135,-14.1629,-9.90683,-29.951,-13.2051,-16.4427,478.667,-63.7888,21290.4,-76.8409,16439.4,-16.0123,-11.7563,-33.65,-15.0546,-18.2921,0.644912,-91.7621,19192.4,-104.814,0.421819,-0.00273958,1.00297,-217.539,458.653,507.734,0.387455,30860.1,8.33197e-07,0.579179,110.969,87.1662,24.9763,26.0766,0.957805,571.137,630.774,0.720377 
15,140,5,15,4737.7,0,5,101,125,0,5,135,-8.39504,-11.3748,-17.7439,-8.30036,-12.4536,404.353,-70.6449,22186.4,-64.9041,16439.4,-9.95738,-12.9371,-20.8685,-9.8627,-14.0159,0.691484,-94.2753,20414.1,-88.5345,0.470162,-0.00264592,1.00236,-200.517,429.614,504.78,0.474039,31556.3,8.39416e-07,0.55477,109.818,87.6741,23.2093,25.0239,0.927486,493.185,580.875,0.637631 
16,100,5,16,3326.47,0,5,101,125,0,5,135,-11.4856,-10.5906,-21.0405,-11.2074,-11.1317,396.235,-61.1246,20459.3,-74.9029,16439.4,-13.0166,-12.1215,-24.1025,-12.7384,-12.6626,0.677091,-84.2805,18722.6,-98.0589,0.417331,-0.00257894,1.00285,-201.951,403.883,464.858,0.413422,29390.1,8.19752e-07,0.528574,110.098,87.2882,23.0655,24.6095,0.93726,487.089,561.792,0.638131 
17,160,5,17,7580.23,0,5,101,125,0,5,135,-9.7557,-9.42941,-24.7345,-12.0436,-11.9141,358.315,-65.6481,24581,-71.9287,16439.4,-11.1402,-10.8139,-27.5034,-13.4281,-13.2986,0.638987,-86.5881,23010.5,-92.8687,0.437246,-0.00215491,1.0022,-198.03,418.529,487.081,0.418275,34160.1,8.61896e-07,0.523852,110.425,87.4245,23.4367,25.1279,0.932697,502.895,585.71,0.629688 
18,200,5,18,797.385,0,5,101,125,0,5,135,-21.2582,-8.94624,-22.9721,-10.5162,-13.1388,384.014,-61.9314,18458.3,-66.561,16439.4,-22.742,-10.43,-25.9396,-11.9999,-14.6226,0.697441,-84.3732,16775.2,-89.0028,0.441336,-0.00288236,1.00289,-191.177,385.647,449.818,0.408365,27248.2,7.99333e-07,0.521057,110.12,87.037,22.5891,24.2645,0.930954,467.179,546.153,0.631933 
19,60,5,19,4874.2,0,5,101,125,0,5,135,-13.8189,-13.2956,-21.8048,-12.3652,-10.257,397.986,-79.5913,22240.4,-39.089,16439.4,-15.3566,-14.8333,-24.8802,-13.9029,-11.7948,0.691954,-102.85,20496.1,-62.3474,0.578892,-0.00287568,1.00165,-177.666,392.475,466.942,0.388719,31409.4,8.38111e-07,0.510783,110.398,87.8361,23.0542,24.9852,0.922714,486.615,579.08,0.633375 
20,120,5,20,7009.2,0,5,101,125,0,5,135,-9.98157,-11.8512,-16.3434,-9.0664,-16.1909,362.153,-44.8648,23554.4,-67.5907,16439.4,-11.3809,-13.2505,-19.142,-10.4657,-17.5902,0.733507,-66.0291,21967.1,-88.755,0.382699,-0.00172056,1.0022,-172.535,447.442,512.717,0.514505,33134.3,8.53181e-07,0.561392,109.993,87.3296,23.3957,24.902,0.93951,501.137,575.229,0.6293 
21,80,5,21,5025.02,0,5,101,125,0,5,135,-10.6886,-13.2667,-24.5066,-8.31647,-10.8065,387.7,-76.3783,21370.3,-47.4398,16439.4,-12.1866,-14.7647,-27.5025,-9.81447,-12.3045,0.640831,-99.0355,19671,-70.0969,0.540729,-0.0028852,1.00194,-183.152,409.693,487.945,0.430711,30001.3,8.25395e-07,0.541693,110.323,87.8132,23.0705,24.9981,0.922891,487.304,579.677,0.643918 
22,180,5,22,5758.45,0,5,101,125,0,5,135,-18.5308,-7.51815,-26.0448,-6.41618,-20.7552,425.352,-73.357,23178.2,-25.9806,16439.4,-20.1742,-9.16163,-29.3318,-8.05965,-22.3986,0.670895,-98.2146,21313.9,-50.8382,0.616847,-0.0026401,1.0013,-159.22,429.614,502.201,0.481971,32821.6,8.50489e-07,0.546147,110.06,87.5117,23.1476,24.8887,0.930045,490.565,574.613,0.624262 
23,40,5,23,6077.9,0,5,101,125,0,5,135,-13.1508,-14.1346,-26.5509,-9.28966,-12.6216,412.33,-81.9587,23111.4,-41.6237,16439.4,-14.744,-15.7278,-29.7372,-10.8828,-14.2148,0.651408,-106.055,21304.1,-65.7203,0.573521,-0.00285278,1.00168,-184.92,406.887,470.813,0.356413,32262,8.45627e-07,0.517585,110.073,87.2363,23.9874,25.6185,0.936331,526.804,608.805,0.669707 
24,20,5,24,2059.68,0,5,101,125,0,5,135,-14.9608,-13.9565,-19.3076,-12.2759,-11.6991,435.686,-76.5067,19793.7,-51.9201,16439.4,-16.6442,-15.6399,-22.6744,-13.9593,-13.3825,0.724492,-101.968,17884.1,-77.3815,0.523381,-0.00326871,1.00235,-194.826,331.117,403.14,0.264928,28841.2,8.14616e-07,0.448504,110.109,87.9072,23.6071,25.7919,0.915292,510.235,617.076,0.688813 
25,0.01,5,25,3319.32,0,5,101,125,0,5,135,-13.2256,-12.6853,-32.2098,-13.7782,-11.5399,372.591,-90.0832,20405.3,-41.9144,16439.4,-14.6652,-14.125,-35.089,-15.2179,-12.9795,0.618915,-111.857,18772.2,-63.6886,0.59409,-0.00341659,1.00185,-188.284,386.484,399.007,0.260746,29203.3,8.18011e-07,0.480061,109.792,87.6042,25.6604,25.894,0.990978,602.852,621.971,0.748568 
26,140,5,26,3316.95,0,5,101,125,0,5,135,-10.1771,-10.261,-25.2311,-11.6616,-9.42864,470.24,-73.8728,20986.9,-84.9502,16439.4,-11.994,-12.0779,-28.865,-13.4785,-11.2456,0.628321,-101.354,18925.9,-112.431,0.428972,-0.00306956,1.00324,-236.271,429.895,504.223,0.488701,30067.1,8.25998e-07,0.563655,110.575,87.3489,23.1119,24.885,0.928746,489.051,574.444,0.641685 
27,100,5,27,4469.5,0,5,101,125,0,5,135,-10.1388,-8.66845,-22.0383,-13.9406,-8.83829,461.406,-52.1888,21351.8,-45.2189,16439.4,-11.9215,-10.4512,-25.6039,-15.7234,-10.6211,0.655497,-79.1533,19329.5,-72.1834,0.477479,-0.00234546,1.00203,-165.773,465.99,525.313,0.459556,30597,8.30822e-07,0.595511,110.519,87.3818,24.3159,25.6574,0.947713,541.333,610.658,0.692027 
28,160,5,28,8223.07,0,5,101,125,0,5,135,-10.2236,-10.5121,-24.4511,-11.4681,-18.2108,401.036,-80.3482,25238.2,-44.2386,16439.4,-11.7731,-12.0616,-27.5502,-13.0176,-19.7603,0.672656,-103.785,23480.4,-67.6752,0.561014,-0.00253214,1.00157,-184.995,469.501,528.636,0.487607,35214.7,8.70676e-07,0.57219,109.75,87.7465,24.1607,25.4828,0.948118,534.447,602.375,0.651672 
29,200,5,29,-136.405,0,5,101,125,0,5,135,-13.3689,-5.20955,-31.5905,-8.64609,-10.3302,477.651,-48.5459,17656.1,-51.8802,16439.4,-15.2145,-7.0551,-35.2816,-10.4916,-12.1757,0.560181,-76.4598,15562.6,-79.7941,0.443985,-0.00281537,1.00279,-172.213,462.382,545.691,0.561552,26626.3,7.93205e-07,0.633268,110.068,87.5855,23.5325,25.4042,0.926323,507.016,598.665,0.694572 
30,60,5,30,5212.84,0,5,101,125,0,5,135,-12.0791,-13.1397,-27.3402,-11.8371,-19.5695,384.542,-88.745,22380.9,-43.7742,16439.4,-13.5649,-14.6255,-30.3118,-13.3229,-21.0553,0.673647,-111.218,20695.4,-66.2468,0.583165,-0.00308033,1.00174,-190.714,521.955,570.9,0.521958,32261.3,8.45621e-07,0.645537,110.463,87.9407,25.2563,26.2344,0.962716,584.014,638.431,0.722093 
31,120,5,31,3938.22,0,5,101,125,0,5,135,-11.3495,-7.66389,-18.1108,-7.93854,-17.8484,382.658,-70.6074,21373.3,-64.877,16439.4,-12.828,-9.1424,-21.0678,-9.41706,-19.3269,0.706504,-92.9699,19696.1,-87.2395,0.470359,-0.00270457,1.00241,-197.657,461.453,532.882,0.506179,30834.7,8.32968e-07,0.595321,110.398,87.5079,23.8154,25.4507,0.935745,519.277,600.857,0.67059 
32,80,5,32,6172.99,0,5,101,125,0,5,135,-15.351,-10.2191,-26.3246,-11.3124,-15.8009,358.607,-70.9887,22970.1,-66.4724,16439.4,-16.7366,-11.6047,-29.0958,-12.698,-17.1864,0.666797,-91.9457,21398.3,-87.4294,0.467059,-0.00246139,1.00222,-196.861,376.999,449.647,0.378936,31733.7,8.40986e-07,0.489573,110.043,87.8624,22.7028,24.6519,0.920933,471.892,563.732,0.613294 
