cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR
26,20,0.7,0.01,10,26,3.33016e-07,6.9527e-07,9.59924e-30,0.478974,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.174232,8.01083e-31,1.6103e-13,41928.2,58065.8,1.30841,18.9551,1.27255,18.4355,1.38832,0.0066,1.45755 
27,20,0.7,0.01,10,27,3.07977e-07,6.95208e-07,9.59839e-30,0.443,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.385112,1.63753e-30,9.71354e-13,41917.1,60390.5,1.20735,17.4894,1.20226,17.4157,1.59639,0.0066,1.47705 
28,20,0.7,10,0.01,28,4.00193e-07,6.05774e-07,8.36361e-30,0.660632,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.687076,-3.79628e-30,2.85068e-13,27731.8,41214,1.86318,23.5176,1.67251,21.1109,0.566392,0.0066,1.34252 
29,20,0.7,0.01,10,29,3.18252e-07,6.69449e-07,9.24275e-30,0.475394,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.194395,8.54162e-31,3.45303e-13,37428.2,52951.1,1.29816,18.1082,1.26542,17.6514,1.40804,0.0066,1.43282 
30,20,0.7,10,0.01,30,4.11937e-07,6.86961e-07,9.48453e-30,0.599651,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.426321,-2.42466e-30,-2.26365e-13,40443,57297.5,1.67172,23.929,1.53021,21.9034,0.812713,0.0066,1.37715 
31,20,0.7,10,0.01,31,3.9207e-07,6.49529e-07,8.96773e-30,0.603622,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.443992,-2.40338e-30,2.48265e-13,34185.5,49954.2,1.68413,22.793,1.53924,20.832,0.796027,0.0066,1.38709 
32,20,0.7,10,0.01,32,4.04399e-07,6.47635e-07,8.94158e-30,0.624423,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.534892,-2.98648e-30,5.41746e-13,33887.4,50939.4,1.74933,23.6064,1.58707,21.4168,0.710223,0.0066,1.34789 
33,20,0.7,0.01,10,33,3.50549e-07,6.36047e-07,8.78159e-30,0.551137,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.201052,-9.73063e-31,4.88859e-13,32100.7,46962.8,1.52196,20.1707,1.4227,18.8551,1.02628,0.0066,1.39433 
34,20,0.7,0.01,10,34,3.32859e-07,6.46946e-07,8.93207e-30,0.514508,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0174271,-8.00881e-32,6.30068e-13,33779.4,49219.2,1.41204,19.0346,1.34499,18.1307,1.20233,0.0066,1.43651 
35,20,0.7,0.01,10,35,3.31262e-07,6.56079e-07,9.05816e-30,0.504911,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0329088,1.50511e-31,5.05234e-13,35230.3,50277.9,1.38374,18.9165,1.32513,18.1152,1.25094,0.0066,1.43726 
36,20,0.7,0.01,10,36,3.28168e-07,6.31895e-07,8.72427e-30,0.519339,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0423935,-1.92079e-31,5.77772e-13,31476.2,45814.5,1.42637,18.7805,1.35506,17.8415,1.17828,0.0066,1.43091 
37,20,0.7,0.01,10,37,3.31588e-07,6.8391e-07,9.4424e-30,0.484842,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.14154,6.4798e-31,8.05838e-14,39906.4,55182.6,1.32528,18.8857,1.28431,18.3019,1.3564,0.0066,1.43481 
38,20,0.7,10,0.01,38,4.03581e-07,6.75203e-07,9.32219e-30,0.597718,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.417684,-2.32735e-30,-2.74346e-13,38401.6,54252.1,1.66568,23.4345,1.52583,21.4668,0.820868,0.0066,1.36462 
39,20,0.7,0.01,10,39,3.28044e-07,6.63199e-07,9.15646e-30,0.494638,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0879179,3.98192e-31,5.24461e-13,36389.6,52045.5,1.35368,18.7062,1.30412,18.0214,1.30423,0.0066,1.45412 
40,40,0.45,0.01,10,40,3.39756e-07,6.69465e-07,9.24297e-30,0.507504,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0192248,9.01804e-32,5.03868e-13,37430.9,53139.3,1.39139,19.409,1.33048,18.5594,1.23772,0.0066,1.45071 
41,40,0.45,10,0.01,41,3.66803e-07,6.71431e-07,9.27011e-30,0.546301,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.177533,-8.99075e-31,-2.18006e-13,37761.6,53308.6,1.50729,21.0875,1.41226,19.7581,1.04872,0.0066,1.34927 
42,40,0.45,10,0.01,42,3.79476e-07,6.23357e-07,8.60638e-30,0.608762,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.466705,-2.44518e-30,3.71453e-13,30217.4,44950.7,1.70021,22.0835,1.55097,20.1451,0.774587,0.0066,1.33256 
43,40,0.45,10,0.01,43,3.74211e-07,6.7856e-07,9.36854e-30,0.551478,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.202701,-1.04726e-30,4.49911e-13,38977.2,57299.1,1.523,21.5336,1.42344,20.1258,1.02471,0.0066,1.38044 
44,40,0.45,10,0.01,44,4.01261e-07,6.59536e-07,9.10588e-30,0.608398,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.465104,-2.57668e-30,5.50589e-13,35790,52765.3,1.69908,23.3496,1.55014,21.3028,0.776098,0.0066,1.39312 
45,40,0.45,10,0.01,45,3.91086e-07,6.76756e-07,9.34363e-30,0.577883,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.327508,-1.76839e-30,4.35198e-13,38667.2,57362.9,1.60403,22.6189,1.48133,20.8888,0.906135,0.0066,1.34197 
46,40,0.45,0.01,10,46,3.33986e-07,6.71546e-07,9.2717e-30,0.497339,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0733404,3.38185e-31,6.52596e-13,37781,54214.2,1.36155,19.0519,1.30962,18.3252,1.29008,0.0066,1.45386 
47,40,0.45,0.01,10,47,3.24407e-07,6.47029e-07,8.9332e-30,0.501379,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0516838,2.31488e-31,3.86618e-13,33792.3,48316.3,1.37337,18.5156,1.31788,17.7676,1.2691,0.0066,1.4122 
48,40,0.45,10,0.01,48,3.80898e-07,6.64179e-07,9.16999e-30,0.573487,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.30713,-1.61516e-30,3.27431e-13,36551.3,53770,1.59044,22.0105,1.47159,20.3657,0.925437,0.0066,1.35254 
49,40,0.45,0.01,10,49,3.35778e-07,6.87231e-07,9.48826e-30,0.488595,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.120854,5.6027e-31,1.00448e-12,40490.6,59225.8,1.33613,19.1328,1.29187,18.4991,1.33625,0.0066,1.46701 
50,40,0.45,10,0.01,50,4.14378e-07,6.30845e-07,8.70976e-30,0.656862,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.671571,-3.84214e-30,6.03276e-13,31319.4,47094.5,1.85132,24.335,1.66349,21.8661,0.581062,0.0066,1.3979 
51,40,0.45,10,0.01,51,3.85572e-07,6.44228e-07,8.89454e-30,0.598501,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.421189,-2.24216e-30,5.25019e-13,33355.4,48922.3,1.66813,22.3922,1.5276,20.5059,0.817557,0.0066,1.39867 
52,40,0.45,10,0.01,52,3.80345e-07,6.6869e-07,9.23227e-30,0.568792,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.285183,-1.49757e-30,2.64113e-13,37301,54597.2,1.57598,21.9585,1.46123,20.3596,0.946259,0.0066,1.34864 
53,40,0.45,0.01,10,53,3.23525e-07,6.85485e-07,9.46416e-30,0.471965,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.213872,9.55314e-31,5.05889e-13,40182.9,57519,1.28839,18.4024,1.25861,17.977,1.42714,0.0066,1.42022 
54,40,0.45,0.01,10,54,3.43117e-07,6.75482e-07,9.32605e-30,0.507959,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0168359,7.97557e-32,8.07598e-13,38449.3,55555.5,1.39273,19.6024,1.33142,18.7394,1.23542,0.0066,1.46558 
55,40,0.45,0.01,10,55,3.13747e-07,6.40499e-07,8.84305e-30,0.489847,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.113996,4.93803e-31,4.04915e-13,32779.5,47087.4,1.33975,17.8801,1.2944,17.2749,1.32957,0.0066,1.42468 
56,40,0.45,0.01,10,56,3.29456e-07,6.72331e-07,9.28254e-30,0.49002,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.11305,5.14224e-31,7.01773e-13,37913.7,54692.1,1.34026,18.7758,1.29475,18.1383,1.32865,0.0066,1.45387 
57,40,0.45,0.01,10,57,3.27433e-07,6.14579e-07,8.48519e-30,0.532775,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.110614,-5.00053e-31,1.90218e-13,28958.8,41704.5,1.4665,18.7796,1.38336,17.715,1.11275,0.0066,1.3914 
58,40,0.45,10,0.01,58,3.69219e-07,6.2955e-07,8.69188e-30,0.58648,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.366951,-1.87057e-30,-2.82473e-13,31127,43980.3,1.63068,21.3908,1.50052,19.6833,0.868808,0.0066,1.32697 
59,40,0.45,0.01,10,59,3.42021e-07,6.36516e-07,8.78806e-30,0.537332,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.13335,-6.29694e-31,4.1199e-13,32171.8,46479.1,1.48019,19.6316,1.39305,18.4759,1.09096,0.0066,1.42982 
60,80,0.25,0.01,10,60,3.44665e-07,6.15033e-07,8.49145e-30,0.560401,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.245529,-1.16838e-30,5.52035e-13,29022.9,42560.7,1.55023,19.8665,1.44283,18.4902,0.983929,0.0066,1.39974 
61,80,0.25,10,0.01,61,3.73278e-07,6.2011e-07,8.56155e-30,0.601955,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.436586,-2.25002e-30,6.17848e-13,29747.6,44354.3,1.67892,21.6933,1.53544,19.8395,0.803019,0.0066,1.40242 
62,80,0.25,10,0.01,62,3.80698e-07,6.19973e-07,8.55966e-30,0.614056,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.489922,-2.57509e-30,6.26121e-13,29728,44544.7,1.71681,22.178,1.56312,20.1926,0.752678,0.0066,1.39567 
63,80,0.25,10,0.01,63,3.69193e-07,5.8337e-07,8.0543e-30,0.632863,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.571021,-2.91065e-30,6.33144e-13,24767.3,37763.8,1.77584,21.5862,1.60674,19.5307,0.676107,0.0066,1.34317 
64,80,0.25,10,0.01,64,3.99449e-07,6.40619e-07,8.84472e-30,0.623536,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.531067,-2.92883e-30,3.79374e-13,32798,48189.3,1.74654,23.3135,1.58501,21.1573,0.713834,0.0066,1.40849 
65,80,0.25,10,0.01,65,3.66037e-07,6.80131e-07,9.39022e-30,0.538186,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.137589,-6.9533e-31,8.3511e-13,39248.5,58186.8,1.48276,21.0132,1.39488,19.7677,1.08691,0.0066,1.43786 
66,80,0.25,0.01,10,66,3.20335e-07,6.65801e-07,9.19239e-30,0.481127,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.162184,7.17294e-31,7.02424e-13,36819.7,54097.7,1.31459,18.2373,1.27685,17.7139,1.37654,0.0066,1.40578 
67,80,0.25,0.01,10,67,3.33906e-07,6.00206e-07,8.28674e-30,0.556319,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.226023,-1.04198e-30,-3.80308e-13,26974.1,37888.3,1.53775,19.2315,1.43393,17.9332,1.00249,0.0066,1.314 
68,80,0.25,10,0.01,68,3.46586e-07,6.09951e-07,8.4213e-30,0.56822,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.282502,-1.35181e-30,5.92379e-13,28309.5,42702.9,1.57422,20.0073,1.45997,18.5552,0.948808,0.0066,1.35149 
69,80,0.25,0.01,10,69,3.31054e-07,6.82152e-07,9.41813e-30,0.485308,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.138958,6.35136e-31,5.35465e-13,39599.5,56834.5,1.32663,18.8563,1.28525,18.2682,1.35388,0.0066,1.45952 
70,80,0.25,10,0.01,70,3.61189e-07,6.212e-07,8.57659e-30,0.581437,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.343881,-1.71485e-30,2.78349e-13,29904.8,43945.2,1.61504,20.9046,1.48924,19.2764,0.890635,0.0066,1.36269 
71,80,0.25,10,0.01,71,3.51403e-07,6.51692e-07,8.99759e-30,0.539216,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.142693,-6.92298e-31,7.92546e-13,34528.3,51307,1.48587,20.1767,1.39707,18.971,1.08202,0.0066,1.40277 
72,80,0.25,10,0.01,72,3.77369e-07,6.40242e-07,8.8395e-30,0.589417,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.380291,-1.98137e-30,4.58208e-13,32740,48096.6,1.63981,21.8759,1.5071,20.1055,0.856196,0.0066,1.37797 
73,80,0.25,0.01,10,73,3.401e-07,6.21219e-07,8.57686e-30,0.547472,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.183246,-8.60447e-31,4.19839e-13,29907.6,43320.8,1.51083,19.5564,1.41479,18.3132,1.04327,0.0066,1.42725 
74,80,0.25,0.01,10,74,3.1766e-07,6.09439e-07,8.41423e-30,0.521233,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0521236,-2.28602e-31,2.63617e-13,28238.3,40833,1.43201,18.1846,1.35903,17.2579,1.16892,0.0066,1.37606 
75,80,0.25,0.01,10,75,3.32157e-07,6.77432e-07,9.35297e-30,0.490317,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.111425,5.10987e-31,8.01045e-13,38783.3,56278.2,1.34112,18.9304,1.29535,18.2844,1.32707,0.0066,1.45981 
76,80,0.25,0.01,10,76,3.1851e-07,6.60446e-07,9.11846e-30,0.482265,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.155842,6.85317e-31,7.53519e-13,35938.5,52772.4,1.31786,18.1357,1.27913,17.6028,1.37035,0.0066,1.40859 
77,80,0.25,0.01,10,77,3.36345e-07,6.54068e-07,9.03039e-30,0.514237,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0160191,-7.43886e-32,4.29271e-13,34907.2,50182.1,1.41124,19.2332,1.34442,18.3226,1.20369,0.0066,1.41595 
78,80,0.25,10,0.01,78,3.66066e-07,6.76172e-07,9.33558e-30,0.54138,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.153381,-7.75201e-31,8.3456e-13,38567.3,57888.5,1.4924,21.0266,1.4017,19.7488,1.0718,0.0066,1.39804 
79,80,0.25,0.01,10,79,3.2031e-07,6.60486e-07,9.119e-30,0.484961,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.14088,6.23023e-31,1.3399e-13,35944.9,50636.7,1.32562,18.2436,1.28455,17.6783,1.35575,0.0066,1.41196 
80,120,0.2,0.01,10,80,3.46946e-07,5.7064e-07,7.87854e-30,0.607995,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.463327,-2.21939e-30,6.33475e-13,23181,34719.2,1.69782,20.1874,1.54922,18.4205,0.777777,0.0066,1.42107 
81,120,0.2,10,0.01,81,3.72997e-07,6.24069e-07,8.61621e-30,0.597685,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.417538,-2.15023e-30,1.0582e-12,30321.1,46883.9,1.66558,21.6584,1.52575,19.8402,0.821006,0.0066,1.41497 
82,120,0.2,10,0.01,82,3.37578e-07,6.46078e-07,8.92007e-30,0.522503,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0586251,-2.73238e-31,9.5772e-14,33643.5,48000.3,1.43579,19.3287,1.36169,18.3312,1.16267,0.0066,1.36603 
83,120,0.2,10,0.01,83,3.52936e-07,6.72162e-07,9.28021e-30,0.525076,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0717441,-3.49596e-31,1.99445e-14,37885.1,53471.6,1.44346,20.2165,1.3671,19.147,1.15005,0.0066,1.39642 
84,120,0.2,10,0.01,84,3.54273e-07,6.5787e-07,9.08288e-30,0.538515,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.13922,-6.8096e-31,1.0155e-12,35519.5,53983.7,1.48376,20.339,1.39558,19.1303,1.08535,0.0066,1.41603 
85,120,0.2,10,0.01,85,3.22064e-07,5.89275e-07,8.13582e-30,0.546544,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.178719,-7.94687e-31,9.63291e-14,25527,36683,1.50802,18.5162,1.41279,17.3469,1.04759,0.0066,1.40055 
86,120,0.2,0.01,10,86,3.1631e-07,6.07425e-07,8.38641e-30,0.520739,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0495887,-2.1656e-31,4.13147e-13,27959.1,40755.6,1.43054,18.1059,1.35799,17.1877,1.17136,0.0066,1.38731 
87,120,0.2,0.01,10,87,3.38281e-07,7.03625e-07,9.71461e-30,0.480769,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.164184,7.66819e-31,8.39648e-13,43458.2,63133.7,1.31356,19.2583,1.27614,18.7097,1.3785,0.0066,1.43342 
88,120,0.2,10,0.01,88,3.41481e-07,5.91689e-07,8.16915e-30,0.57713,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.324028,-1.52768e-30,1.11037e-13,25842,38489.5,1.6017,19.747,1.47966,18.2425,0.909431,0.0066,1.3002 
89,120,0.2,0.01,10,89,3.40498e-07,6.53334e-07,9.02025e-30,0.521171,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0518029,-2.4353e-31,6.44065e-13,34789.8,50725.7,1.43182,19.4918,1.3589,18.499,1.16923,0.0066,1.42531 
90,120,0.2,10,0.01,90,3.53199e-07,6.12768e-07,8.46018e-30,0.576399,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.320647,-1.56362e-30,6.46735e-13,28703.5,42964.6,1.59944,20.4217,1.47804,18.8717,0.912633,0.0066,1.39914 
91,120,0.2,10,0.01,91,3.4984e-07,6.44732e-07,8.9015e-30,0.542613,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.159458,-7.70192e-31,5.42181e-13,33433.8,48961.4,1.49612,20.099,1.40434,18.866,1.06599,0.0066,1.40396 
92,120,0.2,10,0.01,92,3.30875e-07,6.42127e-07,8.86552e-30,0.515281,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0214385,-9.79359e-32,-3.83665e-14,33030,46463.9,1.41433,18.9234,1.3466,18.0172,1.19846,0.0066,1.39432 
93,120,0.2,0.01,10,93,3.37876e-07,6.22406e-07,8.59325e-30,0.542854,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.16064,-7.49366e-31,1.84194e-13,30079.3,42872.8,1.49685,19.4124,1.40486,18.2194,1.06486,0.0066,1.37455 
94,120,0.2,0.01,10,94,3.1688e-07,6.42556e-07,8.87145e-30,0.493156,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0959585,4.19819e-31,5.84682e-13,33096.3,47718.3,1.34936,18.0662,1.30111,17.4201,1.31204,0.0066,1.43787 
95,120,0.2,0.01,10,95,3.30578e-07,6.79146e-07,9.37663e-30,0.486756,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.130968,5.97757e-31,7.60365e-13,39078.4,56161.1,1.33081,18.8324,1.28816,18.2289,1.34609,0.0066,1.47349 
96,120,0.2,0.01,10,96,3.23892e-07,6.6873e-07,9.23283e-30,0.484339,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.144322,6.45381e-31,5.57689e-14,37307.8,51623.7,1.32383,18.4464,1.2833,17.8816,1.35911,0.0066,1.42514 
