cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
10,30,47.2459,2.3,10,15227,-0.00555641,27.5505,12.1856,121.634,0.00109802,-11.6373,500,0.2518,0.275158,0.226117,-3.95737,2.23,3.04419,1353.05,63.0595,13809.8,10929.2,0.232632,0.25599,0.18778,-3.97654,2.21083,1.17239,1349.76,62.9254,13806.5,0.105375,0.924569,0.00832581,12809.1 
11,-25,47.1909,2.3,11,16559.3,-0.0388244,30.3348,12.053,121.673,-0.000356632,5.44972,1.48153e-10,1.05487,0.978389,8.4411,-2.8586,4.90125,36.8874,1257.37,60.048,15220.3,11902.4,0.822596,0.746118,7.97655,-3.09087,4.66898,0.282902,1217.53,58.4221,15180.5,0.0881164,0.922533,0.00703943,13817.3 
12,55,47.2709,2.5,12,13669.8,-0.0497321,25.3778,11.9225,121.647,0.0323993,-19.432,17.7945,1.75901,1.80476,2.46033,1.42031,-1.31245,21.4002,841.9,37.0067,12822.8,9870.09,1.62426,1.67001,2.19083,1.28556,-1.4472,0.588458,818.79,36.0634,12799.7,0.0715565,0.928438,0.00516336,11442.6 
13,5,47.2209,2.1,13,15732.8,-0.018882,28.9389,11.883,121.5,-0.0114409,-121.318,499.88,1.47322,0.773085,4.12669,1.84084,3.19708,-17.5215,1023.34,52.8443,14611.4,11239.6,1.58355,0.883414,4.34735,1.95117,3.30741,0.639908,1042.27,53.6166,14630.4,0.0790466,0.917411,0.00670559,13185.5 
14,80,47.2959,4,14,18059.2,-0.0214593,32.2645,12.2335,121.713,0.0236606,-3.58192,234.48,5.54212,1.65167,2.06155,-2.44647,-1.06977,-62.0279,1224.21,61.0372,16655.2,12851.8,5.93269,2.04224,2.84269,-2.0559,-0.6792,0.648292,1291.19,63.7712,16722.1,0.0851118,0.920445,0.00697601,15170.6 
15,35,47.2509,2.3,15,15567.2,-0.0217746,27.8269,12.2404,121.73,0.00261369,-10.5511,182.948,2.01705,0.800791,1.26725,-0.798166,0.377529,-44.3626,1243.93,54.9713,14180.1,11089,2.29639,1.08013,1.82593,-0.518827,0.656868,0.658097,1291.83,56.9267,14228,0.0986053,0.928405,0.00731641,13101.1 
16,180,47.3959,10,16,14874.9,-0.0389784,26.2021,12.4874,121.787,0.0235877,-29.5305,500,2.82718,1.11413,-0.129734,1.83526,0.609256,-30.4945,286.558,24.7474,14420.1,10674,3.01919,1.30615,0.254298,2.02728,0.801272,0.965673,319.488,26.0915,14453,0.025942,0.874954,0.00331447,12315.5 
17,40,47.2559,2.5,17,14602.2,-0.0126751,26.3972,12.0702,121.806,-0.0186077,-13.6417,374.349,-1.90588,0.434687,3.89731,2.44846,1.64686,34.4013,1361.53,34.7009,13066.4,10380.4,-2.12249,0.218071,3.46408,2.23185,1.43024,0.336606,1324.38,33.1846,13029.2,0.109104,0.957993,0.00466982,12138.6 
18,140,47.3559,10,18,13251.1,-0.0592284,23.4058,-12.4857,121.813,0.00360269,37.4655,3.79986e-12,0.0251194,0.08385,0.490393,-1.95607,1.94273,-30.4087,450.324,42.6927,12672.1,9517.7,0.216595,0.275325,0.873343,-1.7646,2.1342,0.496594,483.162,44.033,12704.9,0.0438114,0.862451,0.00634392,11028.2 
19,50,47.2659,2.5,19,15063.9,-0.0166811,27.0723,12.1564,121.666,0.0393297,-22.5696,353.936,0.320297,1.13238,-2.88635,1.33945,5.39503,-28.7864,1018.68,30.9067,13833.1,10742.3,0.501558,1.31364,-2.52383,1.52071,5.57629,1.39507,1049.76,32.1755,13864.1,0.0835997,0.949093,0.00425691,12557 
20,-100,47.1159,7,20,16480.4,-0.0852034,29.9434,12.2779,121.276,0.0400006,11.6673,0.772779,-3.10198,1.89646,4.95698,-1.11653,-1.9693,-31.9194,106.171,50.5922,16336.7,11983.2,-2.90099,2.09745,5.35896,-0.915541,-1.76831,-1.86336,140.64,51.9992,16371.2,0.0102442,0.607153,0.00581697,13728.7 
21,65,47.2809,2.7,21,14632.8,-0.0204041,26.6033,12.0564,121.507,-0.0170995,10.4592,500,-0.101574,0.984691,-1.28817,-3.05397,-1.10318,16.4479,736.408,39.4943,13689,10447,-0.205142,0.881123,-1.49531,-3.15754,-1.20675,0.711531,718.646,38.7694,13671.3,0.0595606,0.913735,0.00519675,12065.8 
22,-150,47.0659,10,22,15049.8,-0.0230565,27.382,12.0341,121.511,-0.00861455,3.78182,262.383,1.48328,1.97327,8.60957,0.129181,0.0414844,-11.7349,99.715,36.1607,14838.9,10728,1.55717,2.04716,8.75735,0.203072,0.115376,0.309364,112.387,36.6779,14851.6,0.00903491,0.63649,0.00452871,12439.2 
23,20,47.2359,2.3,23,15032,-0.0392272,28.1828,11.7763,121.917,-0.0258137,-10.8836,3.38689e-11,1.92906,4.77083,3.65619,0.661457,1.76948,3.17119,1391.37,48.1204,13644.3,10813.3,1.90909,4.75086,3.61626,0.641488,1.74952,0.714518,1387.95,47.9807,13640.9,0.109202,0.942954,0.00643772,12709.9 
24,45,47.2609,2.5,24,14497.3,-0.0070568,26.6856,11.874,121.644,-0.000178837,4.01687,4.17795e-11,0.645341,7.55749,-0.163659,1.16884,5.15338,10.3169,1170.79,40.0408,13171.9,10315,0.580378,7.49253,-0.293584,1.10388,5.08842,1.02101,1159.65,39.5861,13160.7,0.095973,0.943629,0.00551032,12083.1 
25,200,47.4159,10,25,15756,0.0505183,28.4234,12.1123,121.819,0.0919862,-45.2409,4.25209e-09,1.12542,0.229693,1.67701,-2.00721,1.88131,-25.6061,292.267,43.7762,15344.4,11342.7,1.28665,0.390928,1.99948,-1.84598,2.04254,0.483822,319.919,44.9049,15372.1,0.024461,0.802803,0.00535236,13078.7 
26,-5,47.2109,2.1,26,14374.5,0.00564089,26.9439,11.7572,121.755,-0.00498722,10.5237,500,1.39748,3.45716,1.53409,0.932296,1.03409,10.9208,1026.36,30.1201,13278.6,10314.2,1.32871,3.38839,1.39656,0.86353,0.965321,0.824167,1014.56,29.6387,13266.8,0.0843638,0.951363,0.00409848,12026 
27,0,47.2159,2.1,27,15837.6,-0.0157959,28.9442,12.0879,121.65,-0.0164864,-3.39664,3.61404e-11,1.55504,2.83427,3.84459,0.463651,0.231962,9.692,1107,48.116,14694.4,11391.3,1.49401,2.77324,3.72254,0.402623,0.170934,0.565294,1096.54,47.6888,14684,0.0825442,0.929275,0.00594699,13284.2 
28,75,47.2909,2.7,28,14594.3,-0.0251469,26.8619,11.9257,121.744,0.0152594,-18.3771,2.1945,1.99344,2.5316,-4.00133,-4.17245,-0.707867,9.09676,517.419,42.4599,13917.3,10437.5,1.93616,2.47432,-4.11589,-4.22973,-0.765146,0.124331,507.596,42.059,13907.5,0.0421214,0.87336,0.00554003,12050.8 
29,-20,47.1959,2.3,29,15320.5,-0.0430998,28.5437,11.83,121.751,0.0208254,-16.1367,492.413,6.03157,-0.963841,2.13679,1.8408,-0.852374,34.7511,1222.79,38.3282,13940.7,11003.3,5.81275,-1.18266,1.69915,1.62198,-1.07119,0.753031,1185.26,36.7965,13903.2,0.0931447,0.948471,0.0048517,12724.9 
30,25,47.2409,2.3,30,15003.2,-0.0170142,27.2859,-11.9744,121.735,-0.0194558,19.7347,500,-0.0711333,0.32267,3.43623,-2.81543,0.792683,59.34,1345.36,37.4126,13427.8,10648.7,-0.444782,-0.0509782,2.68893,-3.18908,0.419035,5.66121,1281.28,34.797,13363.7,0.103553,0.95463,0.00477367,12373.1 
31,70,47.2859,2.7,31,15655.1,-0.0878668,29.195,11.9892,121.433,-0.0956782,41.3324,371.533,0.613866,2.25158,-0.0812768,0.189855,-1.51724,36.1325,762.23,38.5445,14918.5,11523.2,0.386349,2.02406,-0.53631,-0.0376616,-1.74476,6.84979,723.211,36.9519,14879.5,0.0553203,0.917924,0.00455388,13073.2 
32,-50,47.1659,2.5,32,15531.4,-0.0558058,28.4547,12.0786,121.685,-0.010113,10.2998,394.375,1.41428,-5.64129,2.04561,3.2957,1.53185,29.1682,775.395,30.5002,14688.4,11191.7,1.23061,-5.82495,1.67828,3.11203,1.34819,-0.0868564,743.897,29.2146,14656.9,0.0576258,0.935693,0.00365832,12909.1 
33,160,47.3759,10,33,15448.4,-0.0493074,27.6312,12.3467,121.609,-1.04724,2391.41,2.10183,5.84251,-0.558748,2.57823,4.26119,1.38335,21.0088,441.182,38.3266,14826.4,92631.4,5.71023,-0.691035,2.31366,4.1289,1.25106,0.818006,418.495,37.4006,14803.7,0.0329378,0.864755,0.00463239,12705.6 
34,100,47.3159,10,34,15642.5,-0.0284859,27.7343,12.3677,121.606,0.00690951,-11.6319,215.498,-1.38024,1.06065,0.302489,-0.21287,3.61063,20.5829,1266.39,46.8799,14269,11168.7,-1.50985,0.931049,0.0432793,-0.342475,3.48102,0.983373,1244.17,45.9727,14246.8,0.0951998,0.939264,0.00590912,13069 
35,10,47.2259,2.1,35,14546.4,-0.0231194,26.668,-12.1292,121.682,0.0275,-13.4722,3.8942e-08,0.801288,1.68959,4.58228,1.88863,0.831615,36.1044,1116.05,30.4572,13455,10541.8,0.573948,1.46225,4.1276,1.66129,0.604275,0.510331,1077.06,28.8659,13416,0.0881944,0.9552,0.00394783,12212.3 
36,-75,47.1409,2.7,36,14127.3,-0.0485166,25.7666,12.123,121.756,0.0332517,44.0671,4.11795,0.104647,3.72309,5.01496,-0.577785,1.54909,15.0281,365.326,27.1113,13665.9,10216.3,0.0100192,3.62846,4.82571,-0.672413,1.45446,0.47809,349.098,26.4489,13649.7,0.0298928,0.882935,0.00355674,11678.3 
37,-200,47.0159,10,37,16792.1,-0.0175097,30.8887,12.0835,121.687,-0.0135858,12.7144,0.00499348,1.49176,3.06059,2.42287,1.25749,4.15987,11.1413,176.41,46.164,16596.1,12156,1.42161,2.99043,2.28256,1.18734,4.08972,0.809336,164.379,45.673,16584.1,0.011801,0.672838,0.0050476,13929.2 
38,110,47.3259,10,38,15851.6,-0.092771,28.5937,12.41,121.542,0.123321,-67.4716,441.744,2.82231,3.15434,7.31376,4.67735,1.46579,-3.13112,1009.58,34.2822,14885.1,11822.3,2.84203,3.17406,7.3532,4.69707,1.4855,0.623913,1012.96,34.4202,14888.5,0.0757614,0.943873,0.00424063,13370.4 
39,-15,47.2009,2.1,39,15535,-0.047992,28.0752,12.2131,122.039,0.0402114,-25.5169,0.0142018,-0.016816,0.78566,1.03229,3.79443,3.97833,20.6296,1031.08,32.6159,14221.7,11195.5,-0.146715,0.655761,0.772496,3.66453,3.84843,0.912162,1008.81,31.7066,14199.5,0.0788477,0.947865,0.00409647,12794.4 
40,120,47.3359,10,40,15660.6,-0.0840729,28.078,12.4548,121.735,0.00353144,9.29033,254.191,-3.28814,2.91618,1.45356,-1.14599,-1.49987,33.2944,828.019,36.1824,14772,11385.2,-3.49779,2.70653,1.03427,-1.35563,-1.70951,1.36649,792.065,34.7149,14736.1,0.0608204,0.928764,0.00432084,13023 
41,-10,47.2059,2.1,41,13289.8,-0.0185284,24.5867,11.9102,121.48,-0.00598415,12.0912,498.122,0.0754354,1.5881,0.183713,1.62065,0.606043,45.5929,894.71,42.5099,12287.1,9535.01,-0.211651,1.30102,-0.390459,1.33356,0.318957,1.16605,845.474,40.5003,12237.8,0.0768413,0.922655,0.00605939,11002.9 
42,130,47.3459,10,42,13925.5,-0.0455944,25.1743,12.249,121.531,0.0226541,-6.49937,500,0.701049,0.172405,0.341348,0.281258,0.923313,-12.522,660.856,35.7655,13137.5,10042.9,0.779897,0.251253,0.499044,0.360106,1.00216,0.827467,674.378,36.3174,13151,0.0581878,0.913874,0.00506137,11589.7 
43,15,47.2309,2.1,43,14957.6,-0.0307871,27.446,-11.9651,121.733,0.00749485,4.12977,184.654,4.77166,1.70772,-1.13847,0.873988,1.52833,38.1176,1066.05,48.8128,13731.5,10691.3,4.53164,1.4677,-1.6185,0.633972,1.28831,1.25678,1024.88,47.1327,13690.3,0.0827328,0.925515,0.00630198,12387.9 
44,60,47.2759,2.7,44,14329.1,-0.0350037,26.551,-11.8722,121.763,0.0183049,1.12819,10.788,-0.735134,4.17651,1.37169,2.55336,1.78163,27.9618,886.237,26.8214,13274.9,10262.1,-0.911202,4.00044,1.01956,2.3773,1.60556,0.873999,856.041,25.5889,13244.8,0.0722447,0.950289,0.00354633,11849.2 
45,90,47.3059,4,45,14174.7,-0.0672818,26.0487,12.1129,121.264,0.0935635,0.512542,17.7116,0.297282,-0.467657,3.74189,2.16357,-0.777145,37.8775,593.065,32.3509,13652,10273,0.0587775,-0.706162,3.26488,1.92506,-1.01565,0.0742945,552.161,30.6814,13611.1,0.0465984,0.911377,0.00413521,11849.4 
46,-30,47.1859,2.3,46,12940.8,-0.0484124,24.1002,11.8914,121.64,0.0255967,-2.01362,477.325,-1.78898,1.34327,-2.84321,0.759659,2.36042,-56.5963,931.763,20.2905,11916,9330.94,-1.43261,1.69964,-2.13047,1.11603,2.7168,2.08179,992.881,22.7851,11977.1,0.0908077,0.961391,0.00349216,10933.9 
47,30,47.2459,2.3,47,16039,-0.00845529,29.3489,12.0844,121.698,0.0793343,-18.6883,7.42476e-11,-1.40835,6.47257,0.00126407,2.25108,2.59744,18.3156,1496.8,43.9817,14383.4,11593.7,-1.52368,6.35724,-0.229393,2.13575,2.48211,1.02487,1477.02,43.1744,14363.6,0.110235,0.951336,0.00550655,13398.8 
48,-25,47.1909,2.3,48,14296.3,-0.012079,26.7248,11.8364,121.431,-0.00874477,-3.446,500,1.37521,-2.82759,-1.56743,-0.0582329,2.52118,-13.1505,1209.15,34.4059,13126.9,10298.5,1.45801,-2.74478,-1.40182,0.0245723,2.60398,-22.3505,1223.35,34.9856,13141.1,0.10085,0.952339,0.00488032,12130.4 
49,55,47.2709,2.5,49,13255.8,-0.0159272,24.2564,-11.9519,121.464,-0.00161998,18.8556,2.14121e-10,3.25872,3.37237,2.4786,0.28166,1.38515,13.5494,808.719,29.858,12272.3,9438.51,3.1734,3.28705,2.30796,0.196343,1.29983,0.775153,794.087,29.2608,12257.7,0.0724008,0.939422,0.00437812,10967.9 
50,5,47.2209,2.1,50,14936.3,-0.019529,27.7529,11.9054,121.531,-0.0215333,23.8397,0.168553,2.71128,-0.0679918,4.90003,1.07209,-0.281686,21.7056,1183.08,31.6657,13676.8,10772.7,2.5746,-0.204666,4.62669,0.935414,-0.418361,0.384232,1159.64,30.709,13653.4,0.0928313,0.95571,0.00412614,12492 
51,80,47.2959,4,51,14866.1,-0.0706609,27.2315,-12.1521,121.742,-0.398126,428.476,6.58545,1.77373,0.521731,0.0315151,-2.52317,-0.519993,-26.3997,934.841,29.5419,13899,16325.7,1.93996,0.687963,0.363979,-2.35694,-0.35376,-0.29436,963.35,30.7056,13927.5,0.0769255,0.947168,0.00404482,12523.2 
52,35,47.2509,2.3,52,15344.4,-0.0671749,28.3436,12.0279,121.659,-0.125298,196.107,487.362,0.205505,-0.144933,0.413333,-1.19762,0.12359,7.23188,1238.35,38.5496,14020.2,11897.7,0.159968,-0.19047,0.322259,-1.24316,0.0780524,1.36899,1230.54,38.2308,14012.4,0.0956813,0.948434,0.0050008,12860.8 
53,180,47.3959,10,53,15667.4,0.0263021,28.2955,12.3186,121.503,0.0144805,-11.0072,500,-3.54948,-1.85653,0.124639,2.02384,-0.222063,12.836,389.63,48.0924,15317.5,11352,-3.6303,-1.93736,-0.0370113,1.94301,-0.302888,0.990664,375.769,47.5267,15303.7,0.0287333,0.818775,0.00568825,13077.8 
54,40,47.2559,2.5,54,16934,-0.0627391,30.993,12.0978,121.596,0.0394734,-45.0651,489.858,1.0472,-0.177725,-3.00435,0.655468,-1.32918,20.8789,1618.02,45.4324,15167.7,12263.6,0.91573,-0.309193,-3.26728,0.523999,-1.46065,0.0917641,1595.47,44.5121,15145.2,0.112627,0.953449,0.00538485,14166 
55,140,47.3559,10,55,12654.1,-0.0488642,23.0068,12.188,121.547,-0.00052178,25.9446,307.443,0.0661443,-4.17388,-4.90984,0.207176,2.28858,3.94935,458.874,14.782,12136.9,9128.64,0.0412762,-4.19875,-4.95958,0.182308,2.26372,0.25655,454.609,14.6079,12132.6,0.0431945,0.946761,0.00221302,10524.7 
56,50,47.2659,2.5,56,14927.3,-0.072941,27.6144,12.0414,121.365,-0.0109543,37.305,469.223,-3.53883,-0.19901,3.77673,-2.48131,0.837271,-17.0001,1120.61,33.7961,13841.3,10837.8,-3.43178,-0.0919644,3.99082,-2.37426,0.944316,5.14473,1138.97,34.5454,13859.6,0.0900908,0.949597,0.0045705,12642.5 
57,-100,47.1159,7,57,12186.9,-0.0201356,22.4415,11.9078,121.478,-0.0286547,20.5903,500,1.27161,0.122442,4.2342,0.36407,1.58594,-34.009,129.531,25.6583,11933.1,8718.34,1.48576,0.336588,4.66249,0.578215,1.80008,0.473946,166.257,27.1574,11969.8,0.0164591,0.777693,0.00416201,10101.2 
58,65,47.2809,2.7,58,13700.1,0.0645272,24.7978,11.9449,121.6,0.0306381,-43.6374,500,-1.95783,1.50203,1.41999,2.65788,1.79382,-59.3328,706.041,32.1577,12752.7,9686.04,-1.58422,1.87563,2.1672,3.03149,2.16742,0.716984,770.114,34.7729,12816.8,0.067506,0.926769,0.00497291,11408.1 
59,-150,47.0659,10,59,13477.5,-0.0510998,24.9739,11.9543,121.581,0.01216,43.3471,497.658,0.00521467,-0.779216,5.12789,-2.65823,3.56837,-55.42,71.3373,26.4825,13373.5,9735.84,0.35418,-0.430251,5.82582,-2.30927,3.91733,0.208213,131.185,28.9253,13433.3,0.011629,0.721572,0.00395083,11280.9 
60,20,47.2359,2.3,60,14178.4,-0.0136883,26.1916,11.8178,121.653,-0.00178808,0.900125,85.8333,-2.25612,-1.24188,-1.30312,-2.66459,-0.438725,-34.5352,1458.63,45.023,12529.8,10076.2,-2.03866,-1.02442,-0.868202,-2.44713,-0.221266,0.868448,1495.93,46.5452,12567.1,0.125428,0.948361,0.00677644,11926.6 
61,45,47.2609,2.5,61,14959.5,-0.0411552,28.1468,-11.7104,121.573,0.0162661,31.1621,2.71306,3.89825,0.523579,-0.635263,1.46305,3.66388,7.19881,1278.06,45.048,13603.6,10746.4,3.85292,0.47825,-0.725921,1.41772,3.61855,1.084,1270.29,44.7307,13595.8,0.101179,0.941954,0.00602408,12554.8 
62,200,47.4159,10,62,14136.5,-0.00073944,25.8323,12.157,121.362,-0.00198696,-1.07555,6.87497e-12,2.836,0.97717,0.564994,-0.340431,0.66785,11.1816,242.819,36.2637,13927.9,10223.2,2.76559,0.906762,0.424178,-0.410839,0.597442,0.900965,230.744,35.7709,13915.8,0.0195863,0.786601,0.00471285,11780.9 
63,-5,47.2109,2.1,63,13498.7,-0.0096873,24.4031,12.0613,121.947,-0.00228281,7.72585,1.21341e-08,1.24306,-0.719232,-2.86801,2.65861,-0.379327,-0.573946,1032.47,27.8949,12257.1,9582.1,1.24667,-0.715618,-2.86078,2.66223,-0.375713,-65.208,1033.09,27.9202,12257.8,0.0921826,0.954841,0.00417833,11207 
64,0,47.2159,2.1,64,14393.5,0.00037046,26.2095,11.8336,121.765,-0.00370805,-1.68096,500,-1.73249,1.76526,4.65579,0.265724,2.07054,6.52106,1294.66,38.6125,12751.9,10096.7,-1.77355,1.7242,4.57366,0.224663,2.02948,0.325265,1287.62,38.3251,12744.9,0.108515,0.950491,0.00550888,11865.9 
65,75,47.2909,2.7,65,14075.4,0.00243944,26.0904,11.8895,121.622,-0.00359633,-3.14594,6.08336e-10,6.64306,-0.810895,0.88853,1.46386,1.9865,27.2109,514.274,14.3072,13487.4,10098.5,6.47172,-0.982235,0.54585,1.29252,1.81516,0.940299,484.89,13.1078,13458,0.0416034,0.95483,0.00179096,11655 
66,-20,47.1959,2.3,66,14454.6,0.0107101,26.9362,-11.6112,121.661,-0.00253738,-19.7868,77.1558,-0.268542,2.61532,2.55417,-1.98669,3.48502,-15.6417,1389.29,45.4682,12847.1,10183,-0.17005,2.71381,2.75116,-1.8882,3.58351,0.606428,1406.18,46.1577,12864,0.116374,0.945677,0.0065663,12083.3 
67,25,47.2409,2.3,67,14025.3,-0.0260516,26.0262,11.8221,121.726,0.000359521,-6.89929,500,3.50506,-1.23829,-0.631784,-1.90772,0.180611,-28.4627,1387.69,37.3632,12510.2,10016.2,3.68428,-1.05907,-0.27334,-1.7285,0.359834,1.27801,1418.42,38.6178,12540.9,0.119927,0.954522,0.00564048,11827.4 
68,70,47.2859,2.7,68,14881.9,-0.0124179,26.7608,12.1321,121.661,0.0316673,-30.9847,10.9501,3.21389,2.8071,5.08612,-3.74351,-1.71385,7.04775,657.335,26.4461,14034.5,10600.9,3.16951,2.76272,4.99737,-3.78789,-1.75822,0.0717242,649.725,26.1354,14026.9,0.0528572,0.934235,0.00342053,12292.1 
69,-50,47.1659,2.5,69,13834.1,0.00182349,25.163,11.8948,121.575,-0.00186648,5.25508,3.317e-10,2.07056,1.91473,2.47685,2.75337,1.27739,-13.1858,774.147,44.0541,12852.3,9743.79,2.15359,1.99776,2.6429,2.8364,1.36042,0.759541,788.387,44.6353,12866.6,0.0687488,0.909854,0.00634986,11467.6 
70,160,47.3759,10,70,15000.8,-0.0162848,26.8845,12.1887,121.37,0.00213656,-10.831,20.2048,-0.82847,3.91726,5.18995,1.31143,-2.77634,6.25096,469.819,40.6041,14404.4,10668.1,-0.867831,3.8779,5.11123,1.27207,-2.8157,0.222942,463.069,40.3286,14397.7,0.0373047,0.867749,0.00513334,12413.1 
71,100,47.3159,10,71,13798.3,-0.000390896,24.2173,-12.3781,121.547,0.00182075,3.62366,3.9751,2.58775,-1.61884,1.86425,2.38554,-0.959855,-27.8227,911.31,42.0811,12690.5,9758.53,2.76294,-1.44365,2.21464,2.56074,-0.784662,0.582931,941.355,43.3075,12720.6,0.0818611,0.925489,0.00623241,11499.4 
72,10,47.2259,2.1,72,14663.9,0.00201366,26.8684,11.9348,121.875,-0.0034698,-7.46138,3.2027e-10,3.94788,0.805411,0.711444,0.656356,3.38382,-4.24006,1172.89,59.1964,13301.3,10439.7,3.97457,0.832109,0.764841,0.683054,3.41052,0.920866,1177.47,59.3833,13305.9,0.096345,0.9189,0.00815414,12221.4 
73,-75,47.1409,2.7,73,14580.9,-0.00291385,26.3363,12.0868,121.327,-0.00954963,-22.6084,500,-2.37301,-3.23111,-1.78317,-0.177383,2.93413,19.3753,364.237,34.9148,14013,10369.5,-2.49501,-3.35311,-2.02717,-0.299384,2.81213,0.621976,343.314,34.0608,13992.1,0.028713,0.852064,0.0044642,11956.7 
74,-200,47.0159,10,74,15678.1,-0.00689331,28.5971,11.936,121.445,-0.0220075,1.11471,343.079,3.50377,-2.03468,-1.15895,1.00872,1.97614,-23.6738,132.121,51.5347,15269.1,11112.4,3.65284,-1.88561,-0.860812,1.15779,2.12521,1.20547,157.686,52.5781,15294.7,0.0122692,0.631508,0.00629272,12852.3 
75,110,47.3259,10,75,14099.9,-0.00395401,25.3771,12.0865,121.439,0.0019104,-10.3567,19.2469,4.5033,1.39896,-1.84151,0.614115,-0.190211,3.6952,816.195,38.8237,13074.9,9985.4,4.48003,1.37569,-1.88805,0.590848,-0.213479,1.43453,812.205,38.6608,13070.9,0.0696511,0.923106,0.00541901,11661 
76,-15,47.2009,2.1,76,14896.8,-0.0228737,27.3366,-11.9318,121.495,-0.0101097,15.2348,203.67,2.61975,1.65132,0.352527,-0.74626,3.12904,-17.6696,1066.75,36.3092,13623.7,10623.1,2.73101,1.76258,0.575049,-0.634999,3.2403,0.925065,1085.83,37.0881,13642.7,0.087501,0.943597,0.00498285,12409.3 
