cyc,time,chargetime,decoherencetime,VVA,PhaseOGain,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
10,0.17,0.73,0.97,1.9,-9,10,8769.8,0.0414752,16.5394,11.234,121.121,0.00578257,-19.7401,14.0088,-0.82538,0.0502186,0.766256,2.34352,1.00622,-35.0191,242.524,-5.50095,8180.11,6052.22,-0.604874,0.270724,1.20727,2.56403,1.22673,0.741145,280.341,-3.95741,8217.93,0.0385848,1.02533,-0.000887869,7265.58 
11,0.05,0.85,0.85,1.65,-6,11,8999.87,0.0324056,16.9391,11.2524,121.434,0.117137,24.4885,0.749188,-1.41663,-0.647997,-1.49185,0.643856,2.07489,-49.5697,423.213,10.0907,8171.09,6298.23,-1.10451,-0.33587,-0.867595,0.955983,2.38702,1.83823,476.743,12.2756,8224.62,0.063841,0.956882,0.00274188,7467.67 
12,0.08,0.82,0.88,3.001,-9,12,7686.89,-0.00469879,14.5601,11.2918,121.095,-0.00133351,11.1838,1.02012e-10,2.49092,-1.61379,1.15912,-1.58568,0.762837,11.8249,422.186,3.17948,6963.27,5352.58,2.41646,-1.68825,1.01021,-1.66014,0.688379,-0.317673,409.417,2.65827,6950.5,0.0648084,0.988765,0.000704032,6317.34 
13,0.25,0.65,1.05,1.7,-9,13,8765.54,0.0464264,16.488,11.2285,121.262,-0.00582293,-20.9514,12.2038,1.38464,-0.796659,1.18986,1.06847,-0.0125016,3.7239,143.574,-7.3937,8229.86,6030.76,1.36119,-0.820107,1.14296,1.04502,-0.03595,0.575599,139.552,-7.55784,8225.83,0.0195684,1.1047,-0.00169538,7131.51 
14,0.3,0.6,1.1,1.6,-9,14,8086.46,0.0561526,14.9164,11.3487,121.374,0.235976,-477.645,129.82,3.40646,1.98457,0.206879,-0.946696,-0.713388,-16.2447,189.373,11.4901,7503.74,9179.87,3.50875,2.08686,0.411456,-0.844407,-0.6111,0.909601,206.915,12.2061,7521.29,0.0313508,0.906426,0.00298059,6600.01 
15,0.14,0.76,0.94,2,-9,15,8032.48,0.00386713,15.2687,11.0431,121.322,-0.000502663,3.1279,2.36692,-0.232429,1.4293,1.48938,-1.29395,2.91921,-33.6926,124.76,-1.7378,7391,5489.01,-0.0202759,1.64146,1.91369,-1.0818,3.13136,0.657317,161.144,-0.252729,7427.39,0.0248893,1.00275,-6.26845e-05,6474.42 
16,0.04,0.86,0.84,1.7001,-6,16,9199.73,0.00642934,17.0268,11.4936,121.436,0.00555327,-20.7044,1.41277e-11,0.374816,-1.64712,-0.0678445,-2.13961,1.01952,-12.2794,471.67,7.75187,8320.28,6374.39,0.452136,-1.5698,0.0867956,-2.06229,1.09684,1.04348,484.93,8.29311,8333.54,0.0640727,0.970942,0.00182982,7568.44 
17,0.1,0.8,0.9,2.5,-9,17,9377.68,0.0457087,17.103,11.2406,121.24,-0.0541974,-77.1351,500,0.0371499,0.593652,-4.56805,-2.42066,-0.32424,-71.1438,279.318,6.95582,8552.29,6394.37,0.485123,1.04163,-3.6721,-1.97268,0.123733,0.0806655,356.145,10.0916,8629.12,0.0463074,0.952755,0.00214969,7690.89 
18,0.11,0.79,0.91,2.3,-9,18,9042.59,0.00600584,16.5482,11.5053,121.225,-0.0149418,-2.22425,7.65059e-12,-0.612152,-1.077,-1.18063,3.62266,-0.34514,-27.2315,256.785,5.42432,8355.1,6198.98,-0.440683,-0.905531,-0.837691,3.79412,-0.17367,1.58313,286.192,6.6246,8384.51,0.0386067,0.961069,0.00145333,7413.02 
19,0.35,0.55,1.15,1.6,-9,19,8760.37,0.0835122,15.9611,11.3524,121.207,0.013655,-72.2242,80.9127,2.35892,-1.00213,-1.27386,3.32435,-2.62695,-12.7087,185.364,7.33048,8037.88,5930.66,2.43894,-0.922105,-1.11382,3.40437,-2.54692,1.88365,199.088,7.89065,8051.61,0.0282677,0.935139,0.00180203,7042.95 
20,0.02,0.88,0.82,2.1,-6,20,10465.9,0.0881146,19.1741,11.3353,121.423,-0.0449437,-183.211,32.7228,-4.30207,-1.19598,-1.6022,0.734334,0.0728166,-25.8148,410.359,-0.586892,9597.59,7343.3,-4.13952,-1.03343,-1.2771,0.896883,0.235365,0.759844,438.236,0.55095,9625.46,0.0508401,0.997805,0.000105429,8619.88 
21,0.45,0.45,1.25,1.7,-9,21,8672.56,0.0137951,16.1377,11.2055,121.255,-0.0279671,-9.57675,9.94772,1.89959,-0.640049,-4.26814,-0.414868,0.888128,-5.08217,166.4,-5.63717,8050.02,5895.38,1.93159,-0.608048,-4.20414,-0.382867,0.920129,-0.794084,171.889,-5.41316,8055.51,0.0244888,1.05833,-0.0012394,7019.07 
22,0.2,0.7,1,1.8001,-9,22,8811.14,0.133972,15.6722,11.2428,121.276,-0.825638,-193.407,93.1797,0.604766,0.444474,1.40493,-1.65426,1.90859,-34.1963,210.738,4.69751,8005.87,10934.1,0.820092,0.659799,1.83558,-1.43893,2.12391,0.541157,247.666,6.20478,8042.79,0.0349611,0.957999,0.00141911,7084.04 
23,0.5,0.4,1.3,1.7,-9,23,8464.16,0.000908579,15.4034,11.4635,121.323,-0.0137945,-1.03323,1.45949e-12,1.58056,0.381656,-1.93348,1.45365,2.21369,-78.2152,126.477,0.902376,7838.51,5748.61,2.07306,0.874156,-0.948478,1.94615,2.70619,1.14261,210.941,4.34988,7922.97,0.030371,0.96517,0.00101033,6945.47 
24,0.06,0.84,0.86,1.6001,-6,24,8625.29,0.0781874,15.9766,11.1719,121.278,-0.0630804,-13.5339,242.798,-0.0662644,-2.67836,2.35522,2.5682,4.43816,-19.3867,476.783,5.50227,7739.45,5838.19,0.0558083,-2.55629,2.59937,2.69027,4.56023,0.646315,497.718,6.35678,7760.38,0.07016,0.978138,0.00150665,7094.04 
25,0.09,0.81,0.89,2.8,-9,25,9177.89,0.0537593,17.0299,11.286,121.179,-0.0449998,-107.217,498.927,0.815757,-2.40868,-0.65619,-0.575588,-0.161922,-72.8967,389.492,-0.960219,8281.64,6413.79,1.27477,-1.94967,0.261833,-0.116577,0.29709,2.12589,468.213,2.25286,8360.36,0.0618142,0.99165,0.000496145,7574.52 
26,0.03,0.87,0.83,1.799,-6,26,8944.83,0.056732,16.3745,11.4728,121.196,-0.0554997,-96.4336,2.63424,4.29075,1.71473,0.65286,0.654353,-0.015152,-3.95819,298.498,-4.0849,8213.86,6289.74,4.31567,1.73966,0.702707,0.679276,0.00977172,0.90564,302.773,-3.91043,8218.13,0.0415429,1.02312,-0.000877298,7288.18 
27,0.01,0.89,0.81,3,-6,27,8661.67,0.0984525,15.671,11.2935,121.134,-0.0954834,-18.7548,44.4135,-1.90752,1.44452,1.30067,1.76648,-2.37448,-52.0329,374.118,-1.94747,7723.51,5819.57,-1.57988,1.77216,1.95594,2.09411,-2.04684,0.109111,430.308,0.34599,7779.7,0.0610969,0.998595,8.19181e-05,7043.05 
28,0.4,0.5,1.2,1.8,-9,28,8052.13,-0.00203106,14.4581,11.6661,121.762,0.00940116,5.7907,1.59755e-11,-0.582155,2.5168,0.389261,-0.598507,-0.13875,7.48646,233.804,0.700434,7329.8,5492.52,-0.629295,2.46966,0.294981,-0.645647,-0.18589,0.773755,225.719,0.370452,7321.71,0.0349997,0.997136,9.31952e-05,6449.17 
29,0.55,0.35,1.35,1.7,-9,29,9506.57,0.0684416,17.5445,11.3275,121.441,-0.0611797,-91.8999,0.816004,2.13755,0.445082,1.25025,1.01172,-0.0112248,-38.0498,670.369,2.10886,8343.13,6652.53,2.37714,0.684672,1.72943,1.25131,0.228364,0.724214,711.458,3.78598,8384.22,0.0907698,0.990773,0.00083113,7838.05 
30,0.07,0.83,0.87,1.5,-6,30,8501.61,-0.00208854,15.4472,11.3404,121.302,-0.013368,0.780234,8.46694e-12,-0.803861,1.41137,4.45387,0.0711431,2.5806,-96.0206,326.11,4.68972,7592.85,5702.95,-0.199244,2.01599,5.6631,0.675759,3.18522,0.500644,429.802,8.92204,7696.54,0.0616481,0.964946,0.00213087,6971.86 
31,0.17,0.73,0.97,1.9,-9,31,8353.13,-0.00522175,15.3815,11.1419,121.423,0.00299007,-22.4515,1.11724e-12,-0.53846,0.637701,3.29088,-0.134565,2.95576,-70.9235,231.358,-8.34573,7531.64,5581.13,-0.0918729,1.08429,4.18406,0.312021,3.40235,0.529397,307.948,-5.21962,7608.23,0.0454539,1.03057,-0.00126537,6774.94 
32,0.05,0.85,0.85,1.65,-6,32,9267.21,0.0200367,17.7277,11.2269,121.147,0.0136653,-69.9435,180.05,0.2484,3.97796,0.875736,0.972648,-0.813678,28.8135,583.558,2.57736,8407.68,6510.07,0.0669686,3.79652,0.512874,0.791217,-0.995109,0.877082,552.443,1.30735,8376.57,0.0720027,0.995876,0.000287418,7672.52 
33,0.08,0.82,0.88,3.001,-9,33,8654.1,-0.00528382,16.4682,11.0736,121.291,0.0190314,-2.02278,1.6939e-12,-1.40947,-0.94806,1.92794,-1.64066,1.27384,-40.3483,403.558,-4.18679,7864.55,5937.76,-1.15541,-0.693998,2.43607,-1.3866,1.5279,-2.34643,447.13,-2.40835,7908.12,0.0623696,1.00952,-0.000561313,7169.04 
34,0.25,0.65,1.05,1.7,-9,34,9687.89,0.0346677,17.4402,11.3909,121.255,-0.0383778,96.5341,0.248702,4.3427,0.391067,0.255063,-2.31402,0.191289,-50.8377,118.713,9.88404,8869.76,6587.66,4.66281,0.711179,0.895286,-1.99391,0.511401,0.812966,173.612,12.1248,8924.66,0.022374,0.891093,0.00249639,7759.58 
35,0.3,0.6,1.1,1.6,-9,35,8457.13,0.00103214,15.9833,11.0713,121.205,-0.018652,-7.08925,4.42206e-12,5.31028,0.62773,-1.44796,-4.0732,-2.09202,-88.3121,86.7504,-1.46681,7969.52,5764.83,5.86635,1.18381,-0.335804,-3.51713,-1.53594,1.20213,182.118,2.42573,8064.88,0.025879,0.977222,0.000553756,7037.27 
36,0.14,0.76,0.94,2,-9,36,8256.1,0.085711,15.3037,11.0833,121.152,-0.592872,266.61,3.1087,-1.98086,5.83542,0.652098,-0.338131,-0.530098,-99.668,223.714,4.47368,7515.93,10667.1,-1.35328,6.463,1.90726,0.289452,0.0974851,0.742398,331.344,8.86676,7623.56,0.0486458,0.955265,0.00213792,6811.37 
37,0.04,0.86,0.84,1.7001,-6,37,9006.98,0.00459724,16.8255,11.3925,121.211,-0.0105627,-2.08611,2.54649e-11,1.71,2.59392,1.81099,0.0570754,-0.35984,-70.4939,407.356,4.21312,8227.55,6240.68,2.15388,3.0378,2.69876,0.500957,0.0840407,0.681579,483.482,7.32029,8303.67,0.0641086,0.974188,0.00162132,7541.61 
38,0.1,0.8,0.9,2.5,-9,38,8421.29,-0.0236515,15.4498,11.3285,121.361,0.183548,-36.6568,3.16636e-13,0.559826,2.35364,2.9468,0.527585,-1.31563,-46.9964,258.191,7.75567,7590.9,5916.61,0.85575,2.64956,3.53864,0.823509,-1.0197,0.483241,308.942,9.82714,7641.65,0.0454036,0.947269,0.00236334,6804.34 
39,0.11,0.79,0.91,2.3,-9,39,8131.4,0.0642855,14.7795,11.4575,121.494,-0.113799,-57.7165,124.342,1.99085,3.85309,-0.444414,1.97498,-1.4499,-52.0606,326.571,-0.855637,7323.75,5726.26,2.31866,4.1809,0.211209,2.30279,-1.12208,0.973236,382.79,1.43904,7379.97,0.0575126,0.993464,0.000359069,6655.76 
40,0.35,0.55,1.15,1.6,-9,40,8742.86,-0.0188129,16.1166,11.2677,121.246,0.0236235,25.3253,5.4104e-11,-1.13477,1.19974,-1.53565,0.646982,4.14826,-65.2481,38.5289,13.4425,8060.84,5931.03,-0.723919,1.61059,-0.713954,1.05783,4.55911,1.12332,108.99,16.3184,8131.31,0.0155243,0.792382,0.00368324,7020.6 
41,0.02,0.88,0.82,2.1,-6,41,9457.11,0.0186812,17.7885,11.4289,121.247,-0.0160317,-33.5722,31.705,0.235018,-0.0865737,4.2215,-0.129125,-0.658467,-37.4541,440.067,1.65479,8719.51,6635.74,0.470856,0.149265,4.69317,0.106713,-0.422629,0.0608729,480.513,3.30565,8759.96,0.0606213,0.988104,0.000694653,7926.48 
42,0.02,0.88,0.82,2.1,-6,42,8797.57,0.046507,16.2544,11.3637,121.156,-0.083766,148.785,500,-1.20755,1.78499,-1.79858,0.297175,1.91534,-56.926,384.902,9.31111,7895.2,6418.64,-0.849107,2.14344,-1.08168,0.655623,2.27378,1.34426,446.376,11.8202,7956.67,0.0619146,0.955712,0.00272912,7209.55 
43,0.02,0.88,0.82,2.1,-6,43,8486.38,0.0678103,15.7339,11.2271,121.419,-0.195103,-88.4771,353.051,1.30829,4.07375,-3.88655,-1.3996,-1.04554,-30.0859,363.756,7.2264,7647.45,6312.39,1.49773,4.26319,-3.50767,-1.21015,-0.856097,19.7576,396.246,8.5525,7679.94,0.0572263,0.963603,0.0020472,6924.2 
44,0.02,0.88,0.82,2.1,-6,44,9654.62,0.0655606,17.7576,11.3911,121.27,0.034671,-128.059,133.487,-0.244509,-2.94973,0.618686,-1.52309,1.41693,-49.6759,407.894,0.901085,8767.9,6729.35,0.0682874,-2.63694,1.24428,-1.2103,1.72972,2.54579,461.539,3.09066,8821.55,0.0579833,0.988417,0.000644972,7959.85 
45,0.02,0.88,0.82,2.1,-6,45,8085.08,0.0776876,14.3783,11.6015,121.434,-0.00759563,-252.067,170.175,1.03966,-0.455562,2.70098,1.05185,0.771782,-29.8731,409.758,-0.607989,7120.64,5492.55,1.22777,-0.267459,3.07718,1.23996,0.959884,0.506651,442.018,0.708732,7152.9,0.0677735,0.997202,0.000182488,6521.98 
46,0.45,0.45,1.25,1.7,-9,46,8282.92,-0.0016619,15.7256,11.3176,121.087,0.00715592,-5.16154,2.83789e-12,-0.827579,-0.657429,-0.690038,0.35368,-0.761515,-13.8109,200.537,1.82331,7799.38,5794.9,-0.740615,-0.570466,-0.51611,0.440644,-0.674552,0.749595,215.451,2.43205,7814.3,0.0314179,0.980628,0.000572992,6857.61 
47,0.2,0.7,1,1.8001,-9,47,9160.67,0.0585392,16.7583,11.4776,121.186,-0.130448,-54.9599,162.648,0.411771,0.812494,-1.52795,0.957053,1.62875,-69.8778,278.533,1.35398,8481.13,6494.85,0.851773,1.2525,-0.647949,1.39706,2.06876,1.13164,353.993,4.434,8556.59,0.0464126,0.97855,0.000953663,7627.09 
48,0.5,0.4,1.3,1.7,-9,48,8554.68,0.0601095,15.7526,11.3635,121.171,-0.141724,-9.52649,22.1649,1.44498,1.5591,2.77102,-4.57019,-1.17285,-51.9606,282.866,10.904,7995.04,5871.12,1.77217,1.88628,3.42538,-4.24301,-0.845668,-0.716855,338.977,13.1942,8051.16,0.0471952,0.936228,0.00300976,7182.46 
49,0.06,0.84,0.86,1.6001,-6,49,9152.35,-0.000877567,16.672,11.5309,121.299,0.0112343,-12.6247,3.76751e-11,-1.46238,0.367753,-0.264925,2.06035,1.96031,-58.6938,470.644,14.348,8172.73,6262.77,-1.0928,0.737333,0.474233,2.42993,2.32989,0.902793,534.027,16.935,8236.11,0.0708755,0.947422,0.00377343,7534.72 
50,0.09,0.81,0.89,2.8,-9,50,8985.08,0.0919727,15.9358,11.5927,121.073,-0.513245,331.294,116.046,-1.0603,1.41069,5.91054,-2.85836,0.256332,-50.1354,369.379,2.43718,8061.48,11549.1,-0.744614,1.72638,6.54192,-2.54267,0.572021,-0.17808,423.519,4.64701,8115.62,0.0578436,0.98116,0.00105368,7321.8 
51,0.03,0.87,0.83,1.799,-6,51,9331.05,0.0418092,17.3107,11.4347,121.252,-0.0541987,-29.7224,1.15371,0.563167,-0.205154,-5.19293,-1.30368,-3.79441,16.0967,476.014,4.89991,8502.11,6496.15,0.46181,-0.306511,-5.39564,-1.40504,-3.89576,0.488135,458.631,4.19041,8484.72,0.0597904,0.984262,0.000908947,7670.65 
52,0.01,0.89,0.81,3,-6,52,9031.9,0.000116936,16.7309,11.3849,121.236,-0.00531051,-1.05323,4.78261e-11,4.07601,3.50402,-0.400617,0.298515,-0.134857,-47.0687,397.712,10.7794,8279.8,6200.94,4.37239,3.8004,0.192141,0.594894,0.161522,0.978935,448.541,12.8541,8330.63,0.0595705,0.952244,0.0028343,7529.58 
53,0.4,0.5,1.2,1.8,-9,53,8915.05,0.0937799,16.1528,11.3301,121.397,-0.151178,-235.213,232.937,3.34147,1.2391,0.32566,1.04356,1.72703,-53.1774,326.346,0.925972,8043.88,7115.26,3.67631,1.57395,0.995347,1.3784,2.06188,0.897237,383.772,3.26988,8101.31,0.0527893,0.985308,0.000742964,7269.89 
54,0.55,0.35,1.35,1.7,-9,54,9185.05,0.00749811,16.538,11.6169,120.999,0.0037774,-12.1834,3.61413e-11,0.534204,3.30323,-2.70683,-2.70636,1.20928,-45.0173,181.357,25.1556,8526.23,6255.65,0.817666,3.5867,-2.13991,-2.4229,1.49274,2.60378,229.971,27.1399,8574.84,0.030587,0.828827,0.00579657,7518.59 
55,0.07,0.83,0.87,1.5,-6,55,9399.77,0.129587,16.9695,11.166,121.263,-0.142631,-126.849,352.996,-1.77819,3.71336,-3.54478,0.922179,2.63073,-43.9176,322.362,5.65193,8407.49,6757.23,-1.50165,3.98989,-2.99171,1.19872,2.90727,1.83045,369.788,7.58769,8454.91,0.0489367,0.965336,0.00165043,7556.46 
56,0.17,0.73,0.97,1.9,-9,56,8725.26,0.0610031,16.3138,11.1935,121.169,0.102257,-201.452,0.947129,-0.477643,2.61586,-1.2222,-2.26756,-1.22568,-75.039,247.06,9.10687,8092.81,6615.09,-0.00514208,3.08836,-0.277201,-1.79506,-0.753181,2.07536,328.094,12.4144,8173.84,0.0450935,0.937896,0.00278997,7275.86 
57,0.05,0.85,0.85,1.65,-6,57,8726.59,0.0816104,15.6441,11.5243,121.507,-0.197702,-142.401,13.8206,0.166028,2.67809,1.55934,-1.36084,2.44232,-46.5913,535.692,7.5328,7638.56,6785.39,0.459401,2.97146,2.14608,-1.06747,2.73569,0.703791,586.006,9.58641,7688.87,0.0822863,0.972169,0.00229146,7121.55 
58,0.08,0.82,0.88,3.001,-9,58,9025.01,0.0799559,16.7587,11.1566,121.423,-0.320322,-250.84,363.355,0.524633,0.0607598,-0.789172,-1.17849,2.1724,-80.06,468.915,3.58998,8069.96,8702.13,1.02875,0.564876,0.21906,-0.674371,2.67651,0.942577,555.371,7.11879,8156.42,0.0741649,0.97806,0.00160518,7488.33 
59,0.25,0.65,1.05,1.7,-9,59,9745.54,0.0437408,17.9946,11.4883,121.195,0.0578013,17.2497,1.42718,2.89069,3.68924,-1.455,1.52058,3.50302,-54.6782,114.109,1.42756,9160.47,6762.12,3.23498,4.03354,-0.766407,1.86487,3.84731,1.06275,173.156,3.83762,9219.52,0.0216182,0.962663,0.000766187,8009.75 
60,0.3,0.6,1.1,1.6,-9,60,7962.11,0.00664587,14.8141,11.4141,121.192,-0.0101417,3.69826,4.81167e-10,-3.50429,-3.10892,0.484658,-2.10633,2.54506,6.47983,162.696,-6.98075,7408.44,5505.66,-3.5451,-3.14972,0.403055,-2.14713,2.50426,1.06792,155.699,-7.26636,7401.44,0.0241509,1.08893,-0.00181176,6446.93 
61,0.14,0.76,0.94,2,-9,61,8401.37,-0.00651791,15.3544,11.3032,121.373,0.0607111,-21.7856,3.58152e-12,-1.72562,1.89883,0.108555,2.77859,1.18359,-59.3444,238.311,4.3872,7541.09,5692.82,-1.35195,2.27251,0.855907,3.15226,1.55727,0.868038,302.396,7.00293,7605.18,0.0446882,0.961052,0.00169336,6766.8 
62,0.04,0.86,0.84,1.7001,-6,62,9960.47,0.0805452,18.2351,11.364,121.602,0.0161362,17.5519,189.368,0.0946824,-2.02193,-5.31238,-2.35736,-0.967833,-12.1492,497.857,2.90493,8887.89,6755,0.171183,-1.94543,-5.15937,-2.28086,-0.891333,0.489464,510.977,3.44043,8901.01,0.0632645,0.988354,0.000711506,8076.84 
63,0.1,0.8,0.9,2.5,-9,63,8934.92,0.0703955,16.31,11.41,121.178,0.118795,-209.405,38.3911,0.697701,1.43059,7.25686,2.96476,3.57623,-19.8543,362.88,1.14443,8064.39,6867.88,0.822718,1.55561,7.50689,3.08978,3.70125,0.549845,384.321,2.01955,8085.83,0.0529566,0.990888,0.00045988,7257.28 
64,0.11,0.79,0.91,2.3,-9,64,8273.81,0.0622477,15.1219,11.4179,121.318,-0.421958,358.919,66.3531,0.390752,1.04963,4.04326,-0.877666,0.030076,-80.3365,299.944,-1.14599,7501.7,10550.8,0.896609,1.55548,5.05497,-0.371809,0.535933,0.341045,386.698,2.39502,7588.45,0.0565606,0.989278,0.000581055,6836.88 
65,0.35,0.55,1.15,1.6,-9,65,7570.76,0.0229701,14.1778,11.3123,121.104,-0.0697799,3.01745,500,3.65572,1.64722,3.40515,0.783561,-0.635198,-62.9916,71.9975,7.5821,7057.8,5227.87,4.05236,2.04386,4.19844,1.1802,-0.238557,0.626351,140.021,10.3586,7125.83,0.0225951,0.885377,0.00267066,6196.97 
66,0.02,0.88,0.82,2.1,-6,66,8643.98,0.0336057,16.2274,11.3357,121.25,0.0312235,-62.7914,17.6157,-1.66418,-1.71637,3.67353,1.09268,-0.987707,-34.5448,268.472,-10.7043,7940.42,6051.98,-1.44666,-1.49885,4.10857,1.3102,-0.770188,-1.41245,305.777,-9.18168,7977.72,0.0431471,1.05546,-0.00212461,7086.84 
67,0.45,0.45,1.25,1.7,-9,67,9011.15,0.00268852,17.0722,11.4295,121.018,-0.00530117,-3.63709,1.4267e-10,-1.01367,2.85968,3.93698,-2.92564,-0.955115,-18.9443,254.386,6.53645,8486.86,6352.65,-0.89438,2.97897,4.17556,-2.80635,-0.835828,-0.594959,274.844,7.37146,8507.32,0.0366162,0.955168,0.00159361,7506.07 
68,0.2,0.7,1,1.8001,-9,68,9153.35,-0.00498943,17.2604,11.2691,121.224,0.0062579,0.653414,1.64391e-11,1.47316,-1.30765,1.7434,-1.52563,-0.0700389,-10.7284,238.133,-8.37837,8531.68,6332.08,1.54071,-1.2401,1.87851,-1.45807,-0.00248507,-1.61426,249.719,-7.90549,8543.27,0.0332449,1.05865,-0.0017075,7511.5 
69,0.5,0.4,1.3,1.7,-9,69,7509.08,0.00259401,13.7672,11.5593,121.371,-0.00414904,-4.82988,1.64736e-11,3.65542,2.28537,3.57252,-0.190048,1.41862,-26.1532,121.436,-0.545073,6959.55,5181.16,3.8201,2.45005,3.90188,-0.0253687,1.5833,0.667358,149.678,0.607685,6987.8,0.0245805,0.992945,0.000160171,6089.3 
70,0.06,0.84,0.86,1.6001,-6,70,9247.1,0.0388765,17.3833,11.2221,121.263,-0.0241727,-105.113,0.429645,0.712993,-0.416996,-3.5096,0.0329301,1.43814,16.6028,461.015,9.42625,8415.53,6433.12,0.60845,-0.521539,-3.71868,-0.0716131,1.33359,-0.569202,443.086,8.69444,8397.6,0.0584465,0.966801,0.00190359,7581.04 
71,0.09,0.81,0.89,2.8,-9,71,8747.22,0.0582303,16.0924,11.3966,121.119,-0.114087,40.7946,249.577,1.24501,3.58149,0.642683,0.372705,2.26235,-73.7244,338.856,1.31319,7935.65,6121.76,1.70924,4.04572,1.57113,0.836929,2.72657,0.855722,418.47,4.56276,8015.26,0.0578681,0.981276,0.00104754,7231.44 
72,0.03,0.87,0.83,1.799,-6,72,9132.13,0.0703183,16.6796,11.4145,121.657,-0.15211,5.41862,50.2022,-0.313528,1.2331,0.431528,-0.0526676,4.07062,-3.09101,343.753,6.42447,8279.17,6224.64,-0.294065,1.25256,0.470455,-0.0332043,4.09009,0.914242,347.091,6.56071,8282.51,0.0469853,0.967981,0.00145704,7387.23 
