cyc,vva,frequency,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
111,10,47.3759,111,8742.41,0.00361265,16.3461,11.5923,121.87,-0.000256344,-9.69564,17.4764,2.22703,3.43145,0.437593,2.028,1.13134,1.64477,171.496,4.43213,8367.51,6168.56,2.21668,3.42109,0.41688,2.01764,1.12099,0.954654,169.719,4.35963,8365.73,0.0209087,0.956981,0.000959055,8117.17,-6.31922e-05,0.011744,11.8295,-16.1961,127.87,91.5925,0.757461,12.0849,11.5531,121.497,128.812,6.37372,-37.2191 
112,5,47.1659,112,8481.59,-0.0212324,16.2958,11.5824,121.649,-0.0109253,28.6611,500,-1.16352,0.283289,0.361393,4.22281,-0.134254,13.1289,-26.1349,-1.93286,8529.55,6154.49,-1.24619,0.20062,0.196055,4.14014,-0.216924,0.936215,-40.3127,-2.51155,8515.37,-0.00500823,0.901691,-0.000543611,8049.29,-0.000264648,-0.0117427,7.86134,7.00394,122.989,80.7618,0.803985,11.8665,11.3478,121.375,127.734,1.61355,-46.9726 
113,4,47.2459,113,8780.96,-0.000456745,16.4977,11.5645,121.89,0.00159723,-12.3175,1.38821,-0.397666,0.15872,-1.19407,1.15498,0.836875,28.465,816.356,-5.41872,7798.94,6211.4,-0.576902,-0.0205161,-1.55254,0.97574,0.657639,-2.00543,785.617,-6.67338,7768.2,0.0962128,1.01509,-0.00158499,8165.41,-8.288e-05,0.0843671,11.8479,10.579,123.356,79.9692,0.734419,11.824,11.307,121.332,127.723,2.02344,-47.7541 
114,1.7,47.2159,114,9158.7,0.00370313,18.4072,11.0656,122.105,-0.0143936,-0.0610264,0.00469968,-1.08433,-2.00462,-2.63195,0.199841,1.03415,14.3004,1648.33,4.96103,7533.98,6630.66,-1.17438,-2.09467,-2.81204,0.109795,0.944103,0.440634,1632.89,4.3307,7518.53,0.186074,0.99538,0.00105994,8775.5,-0.000264115,0.196218,10.6822,9.7077,123.19,79.6392,0.740507,11.4871,11.234,121.479,127.124,1.71121,-47.4845 
115,10,47.3859,115,9516.32,0.0181907,17.5985,11.6286,121.709,-0.0145336,-30.7873,3.94802,-0.215311,0.54879,-4.11937,4.88249,2.19777,-58.145,195.544,12.5472,9070.6,6676.47,0.150812,0.914914,-3.38712,5.24862,2.56389,1.61684,258.334,15.1101,9133.39,0.0289124,0.907146,0.00303828,8935.05,-9.40679e-05,0.00760934,38.1818,12.4965,117.206,85.228,0.808669,12.1849,11.6001,121.378,127.979,-4.17181,-42.7513 
116,10,47.0159,116,8554.17,-0.0131234,16.6663,11.2003,121.727,-0.0212363,2.14891,3.03051e-10,2.67376,2.55526,0.154172,-0.197783,-2.61211,21.0216,-7.01039,-2.15316,8425.2,6078.14,2.5414,2.4229,-0.110562,-0.33015,-2.74448,1.06215,-29.7114,-3.07973,8402.5,-0.00373603,0.846456,-0.000675633,7952.67,-5.83584e-05,-0.0232258,-2.73472,0.564944,117.788,77.4391,0.816104,11.6137,11.1621,121.403,127.399,-3.6155,-49.9602 
117,2,47.2059,117,9381.09,0.0357385,17.0773,11.695,122.015,-0.0101674,-7.37703,2.55404,1.3261,1.11704,-0.0108825,0.519137,2.12782,-19.0285,76.1151,11.3779,8997.76,6503.94,1.44592,1.23686,0.228752,0.638954,2.24764,0.960547,96.6637,12.2167,9018.31,0.0111569,0.818886,0.0024892,8664.05,-6.38697e-05,0.0241054,-3.51493,-46.9559,130.664,106,0.815579,12.0251,11.4076,121.417,127.745,9.24657,-21.7453 
118,10,47.3259,118,9216.49,0.00876826,16.8454,11.8253,122.028,0.0120626,-15.3861,17.7192,1.4047,2.19918,-1.47467,-1.28251,4.38321,-21.1337,505.941,9.71641,8381.1,6490.72,1.53778,2.33225,-1.20852,-1.14943,4.51629,1.20047,528.763,10.6479,8403.93,0.0621161,0.965959,0.00232854,8512.49,5.70455e-05,0.0449125,12.4973,11.7705,124.544,81.0681,0.750134,12.173,11.559,121.431,128.202,3.11246,-47.1337 
119,10,47.4159,119,9541.27,0.000915544,17.5113,11.6439,121.955,0.00598055,-3.6306,8.33977e-11,5.62452,0.950324,-1.05876,0.717957,4.08807,0.270837,115.356,8.06406,8978.06,6638.3,5.62281,0.948618,-1.06217,0.716251,4.08636,1.103,115.064,8.05213,8977.77,0.0133115,0.890897,0.00164945,8643.94,0.000161425,0.0134373,8.26684,18.1285,129.883,96.5694,0.832812,11.9199,11.3502,121.516,127.202,8.36647,-30.6325 
120,2,47.2259,120,9436.12,0.0122493,17.5567,11.5955,122.453,0.0103336,-22.8609,168.405,-1.01368,1.73029,3.58697,0.493837,3.75126,1.90598,678.095,12.8544,8412.17,6634.85,-1.02569,1.71829,3.56297,0.481836,3.73926,0.579673,676.036,12.7704,8410.12,0.0780134,0.968,0.00278935,8665.65,0.000118493,0.0685552,10.8559,11.0519,124.444,80.3689,0.781543,11.8665,11.4047,121.715,127.336,2.72922,-46.967 
121,4,47.1859,121,8462.59,-0.00369478,16.1836,11.3843,121.866,-0.00712645,10.5277,26.7712,-2.02465,2.17391,-0.611497,-1.21362,1.16793,43.8319,-31.9135,-5.77938,8156.74,6000.04,-2.30065,1.89791,-1.16349,-1.48962,0.891933,0.46232,-79.2472,-7.71137,8109.41,-0.0103935,0.85449,-0.00175476,7624.69,7.64976e-05,-0.0122274,10.2762,-5.63397,119.29,71.059,0.790306,11.7821,11.0998,121.585,127.644,-2.29499,-56.5852 
122,8,47.2859,122,8639.24,0.00350759,16.5516,11.7874,121.568,0.0127532,-18.98,9.14389e-05,-1.90329,-0.755533,2.9929,-1.56307,0.80225,47.0673,761.218,-12.6984,7996.82,6359.06,-2.19966,-1.0519,2.40016,-1.85944,0.50588,2.08853,710.39,-14.773,7945.99,0.0860132,1.03777,-0.00343656,8259.08,-0.000401718,0.0732877,12.0463,11.2819,122.95,80.2363,0.731053,12.1207,11.4538,121.114,127.581,1.8363,-47.3451 
