cyc,time,charge,freq,cyc.1,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
98,0.09,0.67,43.227,98,23004.3,-0.237204,44.8577,-11.6923,118.023,-0.0905989,27.1517,3.35541e-12,-1.37751,-2.24197,-0.816901,-1.33827,-1.52009,122.615,10315.8,1024.31,9749.78,17153.9,-2.14959,-3.01405,-2.36105,-2.11035,-2.29217,0.802045,10271.0,995.89,9704.91,0.479244,0.854933,0.15898,21431.6,-0.000803981,1.02007,12.0473,12.0098,118.376,85.4076,0.917586,11.6063,13.6613,117.361,135.766,1.01557,-50.3585,329.287,324.589,653.876
99,0.09,0.67,43.257,99,27420.5,-0.182515,54.3742,11.3347,118.065,1.43942,-920.979,244.545,-1.06644,-1.26409,-1.88096,-2.26956,-1.48706,135.761,12919.6,1109.66,11378.8,63218.3,-1.92129,-2.11895,-3.59067,-3.12442,-2.34191,0.725845,12869.9,1078.19,11329.1,0.49694,0.872138,0.149163,25898.4,-0.000791574,1.34767,11.5969,11.5779,118.523,86.0921,1.13885,11.2893,12.9177,117.301,136.468,1.2222,-50.3757,403.698,370.526,774.224
100,0.09,0.67,43.247,100,27445.9,-0.113361,54.0174,11.3769,117.895,-1.376,1264.52,319.248,2.78925,0.153098,1.98948,-4.11332,-2.66907,181.231,12825.8,1206.49,11353.6,76648.0,1.64809,-0.988066,-0.292849,-5.25448,-3.81023,0.96633,12759.5,1164.48,11287.3,0.495709,0.862283,0.159696,25739.8,-0.000733293,1.31445,11.7703,11.6942,118.258,85.4119,1.12048,11.2192,13.1736,117.216,135.659,1.04172,-50.2475,403.653,369.462,773.116
101,0.09,0.67,43.067,101,23197.7,0.0316315,47.1743,11.1098,117.999,0.0109397,-29.9704,13.7621,0.267751,-0.572541,-1.91403,-0.914192,-0.789194,172.816,11043.3,913.583,9812.21,17071.8,-0.820427,-1.66072,-4.09038,-2.00237,-1.87737,0.608623,10980.1,873.525,9748.96,0.49479,0.877792,0.141672,22191.4,-0.000786896,1.18295,11.4369,11.3191,118.361,85.4652,0.995028,11.0763,12.891,117.304,135.75,1.05732,-50.2845,341.655,316.968,658.622
102,0.09,0.67,43.117,102,29221.6,0.10386,57.8392,11.2274,117.947,0.468356,-401.745,500.0,-1.62764,1.53332,4.70397,-3.28704,-0.6271,151.293,13438.4,1265.78,12036.6,27264.7,-2.58029,0.580669,2.79867,-4.23969,-1.57975,1.55746,13383.0,1230.71,11981.3,0.492721,0.861378,0.159113,27161.5,-0.000544313,1.39687,11.5614,11.6722,118.419,85.4885,1.18333,11.1665,13.4077,117.239,135.853,1.1803,-50.3643,420.558,395.256,815.814
103,0.09,0.67,43.167,103,30476.1,-0.233745,59.7071,11.5312,117.514,-0.097305,216.351,189.929,-1.49534,-1.59891,0.774015,-1.49054,0.441629,157.288,14054.8,1334.95,12546.7,23098.1,-2.48574,-2.58931,-1.20679,-2.48094,-0.548772,0.870399,13997.2,1298.49,12489.1,0.49356,0.860331,0.160738,28359.7,-0.000601616,1.42864,11.8647,11.729,117.92,87.0585,1.24905,11.2283,13.0505,116.713,137.587,1.20611,-50.5288,443.547,408.339,851.885
104,0.09,0.67,43.177,104,25921.1,0.0373927,51.7615,11.2404,117.971,-0.0987391,-60.1567,1.90215e-12,-0.697963,2.75294,-0.0277855,-2.7002,-2.33969,123.117,12287.1,1073.15,10902.3,19133.5,-1.4732,1.9777,-1.57826,-3.47544,-3.11493,0.794072,12242.1,1044.62,10857.3,0.49507,0.870074,0.150552,24728.0,-0.000876177,1.30532,11.4903,11.4201,118.367,85.9253,1.08623,11.3776,12.8284,117.211,136.174,1.15641,-50.2489,382.139,353.707,735.847
105,0.09,0.67,43.187,105,26109.7,-0.18266,51.6029,11.3919,117.637,0.276087,-157.428,499.087,-1.51578,0.827735,0.620261,-1.64477,0.695864,149.206,12162.4,1122.72,10771.3,20551.6,-2.45529,-0.111778,-1.25876,-2.58428,-0.243649,0.810819,12107.8,1088.14,10716.7,0.495571,0.8641,0.157569,24431.9,-0.000515831,1.26047,11.6519,11.6365,117.936,86.3285,1.08776,11.2214,12.7995,116.886,136.722,1.05035,-50.3934,381.288,348.556,729.843
106,0.09,0.67,43.217,106,21043.0,-0.205645,41.1444,11.7152,117.837,0.150215,29.6508,500.0,1.84878,1.34814,-1.97425,-1.54886,-4.66519,159.439,9428.81,916.447,9186.27,15836.2,0.844829,0.344194,-3.98214,-2.55281,-5.66914,0.638482,9370.45,879.49,9127.92,0.471646,0.858921,0.150736,19867.6,-0.00097,0.938635,12.1113,11.8734,118.049,86.3951,0.878959,11.6661,13.2994,117.165,136.914,0.88421,-50.5193,301.141,304.246,605.387
107,0.09,0.67,43.307,107,25516.3,-0.150536,51.4936,11.1557,118.014,0.126618,-131.315,500.0,-1.47163,-0.466893,-0.253703,-0.929754,-2.74894,157.781,12331.0,1028.22,10406.3,19241.4,-2.46513,-1.4604,-2.24071,-1.92326,-3.74245,0.810622,12273.3,991.643,10348.6,0.507703,0.876121,0.150034,24174.1,-0.000617948,1.32153,11.442,11.3268,118.386,85.8447,1.06169,11.0345,12.8048,117.285,136.103,1.10126,-50.2581,382.107,334.675,716.782
108,0.09,0.67,43.207,108,20723.3,-0.107298,41.7046,11.3864,118.107,0.0412169,7.1485,497.775,-1.35694,-3.97069,-0.664826,-1.94319,-1.70099,117.97,9642.52,825.666,9020.86,15468.1,-2.09977,-4.71351,-2.15047,-2.68602,-2.44381,0.847415,9599.34,798.321,8977.69,0.481806,0.872953,0.14075,19923.7,-0.00107376,0.987807,11.8708,11.6207,118.326,85.5547,0.878191,11.5045,13.1255,117.471,136.172,0.854899,-50.6178,304.01,295.848,599.858
109,0.09,0.67,43.357,109,29409.0,-0.0795432,57.5575,11.4364,117.985,-0.0593695,226.397,0.000185643,-1.54933,-0.969968,-1.78338,-0.934438,-0.950266,139.508,13713.6,1256.34,12023.7,21865.8,-2.42777,-1.84841,-3.54026,-1.81288,-1.82871,0.691023,13662.6,1224.0,11972.6,0.498069,0.86447,0.158479,27431.1,-0.000635447,1.40808,11.709,11.7104,118.35,85.8197,1.19131,11.3318,13.049,117.227,136.112,1.12344,-50.2923,430.751,393.006,823.757
110,0.09,0.67,43.407,110,29666.9,-0.162036,58.8874,11.2551,117.998,0.0153932,270.174,97.8276,2.83395,-0.125005,3.6782,-2.67365,-2.37149,188.913,14181.7,1219.05,12005.6,21711.2,1.64442,-1.31454,1.29913,-3.86318,-3.56102,1.22417,14112.5,1175.26,11936.5,0.506925,0.872801,0.153527,27839.4,-0.00064219,1.48724,11.5823,11.4854,118.404,85.3763,1.20193,11.136,13.0479,117.302,135.659,1.10259,-50.2826,441.392,389.625,831.016
111,0.09,0.67,43.017,111,30343.6,-0.196428,58.3854,11.6705,117.803,-0.0509703,188.486,75.6929,1.82677,1.85739,1.17705,-1.15382,0.606538,151.205,13491.8,1407.29,12810.1,22494.1,0.874672,0.905292,-0.727142,-2.10592,-0.345559,0.480113,13436.5,1372.24,12754.7,0.478091,0.848375,0.165405,28104.4,-0.00051671,1.3735,11.8387,11.7182,118.199,86.2842,1.23658,11.5273,13.2235,117.094,136.435,1.10515,-50.1505,425.107,420.53,845.637
112,0.09,0.67,43.237,112,24545.4,-0.227991,49.4802,11.2978,117.475,0.218481,-87.5397,0.0849411,-0.829938,1.48682,-0.955137,1.67489,-3.83332,121.585,10822.9,1012.43,10884.6,18820.5,-1.59553,0.721232,-2.48631,0.909306,-4.59891,0.647342,10778.4,984.242,10840.1,0.463696,0.862215,0.14329,23244.5,-0.000809226,1.12371,11.6887,11.5646,117.877,85.8582,1.08793,11.1745,13.1729,116.696,136.208,1.18163,-50.35,338.887,357.278,696.165
113,0.09,0.67,43.197,113,24956.8,-0.0800218,49.5017,11.3964,117.678,0.0150906,-26.7273,500.0,-2.07254,-5.34735,0.16037,-1.62208,-0.278148,200.532,10890.6,1064.22,11115.6,18377.7,-3.33524,-6.61005,-2.36503,-2.88478,-1.54085,0.858686,10817.2,1017.73,11042.2,0.459999,0.858629,0.14514,23515.8,-0.000802095,1.12866,11.6716,11.6366,117.981,85.5954,1.08405,11.4601,13.176,117.038,136.087,0.942335,-50.4916,342.001,365.19,707.191
114,0.09,0.67,43.227,114,20377.3,-0.222464,40.7179,11.4901,117.765,0.224385,-44.3415,393.319,-0.0376421,0.317471,-2.75957,1.96465,-0.130765,105.313,9436.52,880.028,8570.04,15554.0,-0.70077,-0.345657,-4.08583,1.30152,-0.793893,0.116507,9397.97,855.617,8531.49,0.489244,0.862571,0.155935,19209.2,-0.000804087,0.9526,11.834,11.8563,118.1,86.001,0.824671,11.3621,13.5786,117.032,136.585,1.06748,-50.584,298.196,283.852,582.048
115,0.09,0.67,43.257,115,24311.9,-0.0205918,48.0545,11.2937,118.02,-0.153912,75.2776,498.767,1.26316,1.75913,-2.03575,-5.58796,-4.85942,120.438,11652.9,1077.36,9671.02,18044.3,0.50479,1.00076,-3.55248,-6.34633,-5.61779,0.746451,11608.9,1049.44,9626.94,0.511858,0.863409,0.167228,22679.8,-0.000618607,1.20273,11.6234,11.7375,118.37,85.8295,0.955788,11.206,13.2994,117.318,136.018,1.05234,-50.1886,366.086,317.792,683.879
116,0.09,0.67,43.247,116,24012.9,-0.221038,48.7299,11.2182,117.72,-0.0768892,121.129,83.0049,-0.502658,-0.209553,8.6524,-3.90742,-3.92622,159.995,11864.4,1018.53,9577.69,18098.9,-1.5101,-1.217,6.63751,-4.91487,-4.93367,2.11778,11805.8,981.443,9519.14,0.518873,0.872996,0.159611,22752.9,-0.000756862,1.25501,11.4576,11.5357,117.942,85.9386,0.975166,11.1594,12.7649,117.0,136.143,0.941986,-50.204,370.07,309.91,679.98
117,0.09,0.67,43.067,117,26231.3,-0.103313,52.3405,11.3414,117.586,0.126714,-85.7353,500.0,-0.737325,-2.86358,-4.98703,1.57571,-0.492661,200.527,12001.0,1065.32,11348.5,19677.7,-1.99999,-4.12625,-7.51236,0.313046,-1.75533,0.501862,11927.6,1018.84,11275.1,0.479135,0.869956,0.142702,24894.0,-0.000736654,1.2794,11.5445,11.3163,118.009,86.2032,1.13806,11.2878,12.8092,116.811,136.609,1.19767,-50.4055,372.897,367.108,740.005
118,0.09,0.67,43.117,118,26893.3,-0.200311,53.3156,11.3753,117.862,0.206897,-61.1946,493.828,0.586469,1.13954,1.76822,-0.66664,-3.54229,173.59,12972.2,1158.38,10826.8,20155.1,-0.506581,0.0464907,-0.41788,-1.75969,-4.63534,0.942544,12908.7,1118.14,10763.3,0.510497,0.868369,0.160627,25286.5,-0.000618996,1.35182,11.6706,11.5197,118.242,86.0589,1.08285,11.2531,12.8378,117.09,136.244,1.15203,-50.1847,405.462,349.002,754.464
119,0.09,0.67,43.167,119,25162.3,-0.166866,51.2383,11.1152,117.855,0.158723,16.1193,0.194551,2.14151,-6.36751,-3.72337,1.22364,-4.68792,178.453,12327.2,1019.77,10201.8,18623.2,1.01785,-7.49118,-5.9707,0.0999745,-5.81159,0.671138,12261.8,978.402,10136.5,0.512644,0.877473,0.150963,23918.8,-0.000632317,1.32302,11.4123,11.3254,118.07,85.7588,1.06322,10.8996,12.611,117.218,136.001,0.851415,-50.2418,381.498,326.047,707.546
120,0.09,0.67,43.177,120,26728.3,-0.189937,53.3574,11.2857,117.956,0.553076,-272.443,266.302,0.139579,-0.715959,1.69952,1.38593,1.33378,121.614,12612.5,1167.74,10949.4,24508.0,-0.626195,-1.48173,0.167971,0.620157,0.568009,1.22343,12568.0,1139.55,10904.9,0.500543,0.863055,0.161424,25108.6,-0.000667465,1.30688,11.6479,11.6429,118.372,85.2364,1.08805,11.0974,13.2171,117.234,135.482,1.13757,-50.2452,395.411,356.046,751.457
121,0.09,0.67,43.187,121,23750.7,-0.107709,48.4,11.1209,117.842,-0.0206561,64.7642,500.0,-1.65543,2.51362,0.271282,1.77746,-4.13405,118.597,11191.3,941.548,10103.0,17565.4,-2.4022,1.76685,-1.22226,1.03069,-4.88082,0.785859,11147.9,914.058,10059.6,0.49074,0.874516,0.143382,22716.4,-0.000838675,1.18368,11.418,11.5655,118.269,86.1473,1.01702,11.0944,12.9749,117.097,136.631,1.17239,-50.4836,348.728,326.617,675.345
122,0.09,0.67,43.217,122,20212.8,-0.00813216,39.4211,11.5484,117.893,0.0419205,-23.6453,500.0,-0.242558,-1.03663,-1.86712,-0.955586,-0.0214197,101.543,9389.12,901.172,8192.38,14852.2,-0.881949,-1.67602,-3.1459,-1.59498,-0.660811,0.604769,9351.95,877.635,8155.21,0.499292,0.858938,0.165443,18730.4,-0.000690106,0.929991,11.9866,12.0668,118.238,85.9579,0.789554,11.6021,13.4028,117.154,136.531,1.08321,-50.5734,300.106,273.915,574.021
123,0.09,0.67,43.307,123,23738.4,-0.190104,48.4099,11.0967,117.835,0.357331,-228.084,459.192,-2.72903,-2.96945,1.96483,0.128495,-1.75254,109.836,11565.5,960.097,9714.74,20140.5,-3.42064,-3.66106,0.581605,-0.563116,-2.44415,1.06117,11525.3,934.637,9674.54,0.50882,0.875722,0.151076,22651.0,-0.000730579,1.22124,11.5204,11.4634,118.212,85.198,0.998138,10.8396,12.9191,117.165,135.399,1.04794,-50.2007,359.819,311.842,671.661
124,0.09,0.67,43.207,124,20420.9,0.0140078,40.9088,11.369,118.115,-0.00242802,-23.5782,1.82013e-11,-2.78048,-2.94744,-3.67331,-0.878948,-1.22944,104.733,9565.38,902.138,8605.92,15142.2,-3.43995,-3.60691,-4.99226,-1.53842,-1.88891,0.67722,9527.05,877.861,8567.59,0.491597,0.861139,0.158779,19379.8,-0.00094459,0.982141,11.8259,11.6358,118.584,85.8469,0.841641,11.4264,13.3335,117.351,136.226,1.23367,-50.3792,301.516,286.074,587.59
125,0.09,0.67,43.357,125,23757.2,0.0119507,48.0751,11.0578,117.929,-0.0453599,-20.0893,1.13658e-05,-1.12293,2.26838,-3.95701,-3.8166,-0.620193,180.161,11559.0,957.569,9674.17,17335.1,-2.25735,1.13395,-6.22586,-4.95102,-1.75462,0.557033,11493.1,915.808,9608.23,0.50984,0.87762,0.149356,22542.6,-0.00063426,1.23158,11.3417,11.5107,118.265,86.3807,0.984946,11.0885,12.7425,117.19,136.752,1.07523,-50.3713,358.709,310.484,669.192
126,0.09,0.67,43.407,126,21445.8,-0.0668648,44.2289,10.9977,117.766,0.0988974,-22.7632,4.05393,-0.471186,4.62141,0.892687,-0.34514,-3.78462,117.324,10265.4,848.311,9044.18,15907.7,-1.20994,3.88265,-0.584831,-1.0839,-4.52337,0.833826,10222.5,821.116,9001.24,0.496866,0.876756,0.143866,20573.9,-0.000686974,1.11283,11.3361,11.2622,118.093,85.3732,0.925648,10.9945,12.8016,117.074,135.82,1.01856,-50.4468,316.97,290.658,607.628
127,0.09,0.67,43.017,127,28041.6,-0.17983,55.8769,11.3072,117.711,0.0794799,78.2356,89.1665,-2.71391,-2.31725,-1.61928,-3.49486,-0.407755,196.711,13344.2,1157.36,11313.2,20770.0,-3.95254,-3.55589,-4.09656,-4.7335,-1.64639,0.772222,13272.2,1111.76,11241.2,0.506581,0.87215,0.154109,26199.6,-0.000503287,1.38671,11.5613,11.6785,118.082,86.4185,1.15628,11.1129,12.7168,116.928,136.886,1.15448,-50.468,417.716,364.558,782.275
128,0.09,0.67,43.237,128,23123.3,0.00405099,46.137,-11.2816,117.651,0.13012,-93.5587,500.0,-7.25549,-1.99462,-4.31153,-5.32421,-1.96617,173.39,10438.4,997.959,10017.7,17340.3,-8.34728,-3.08641,-6.49511,-6.416,-3.05796,0.762976,10374.9,957.768,9954.21,0.475429,0.860917,0.150557,21822.3,-0.000829044,1.07896,11.6309,11.7433,118.077,86.4598,0.985415,11.3606,13.1772,117.0,136.897,1.0776,-50.4374,328.787,329.109,657.896
129,0.09,0.67,43.197,129,19893.2,-0.0551108,39.9494,11.2901,117.983,-0.332727,233.456,1.66536,-1.01476,3.72995,2.27273,-3.61389,-2.67145,130.434,9287.48,832.639,8514.09,17211.3,-1.83607,2.90864,0.630112,-4.4352,-3.49276,1.10122,9239.74,802.405,8466.35,0.486916,0.868074,0.148637,18976.0,-0.00084762,0.961557,11.8394,11.4704,118.306,85.9116,0.849028,11.2024,13.1402,117.398,136.384,0.907828,-50.4728,291.332,278.824,570.156
130,0.09,0.67,43.227,130,18622.7,-0.195726,37.8902,11.267,117.917,-0.0615737,437.263,492.619,-3.47645,0.193931,-0.53349,0.0324038,-0.0833332,135.028,8706.2,871.099,7983.5,14773.8,-4.32669,-0.656306,-2.23396,-0.817833,-0.93357,0.750906,8656.78,839.8,7934.08,0.486857,0.85487,0.163167,17781.0,-0.000868288,0.892327,11.6155,11.8846,118.269,86.3242,0.783246,11.2873,13.245,117.208,136.857,1.06028,-50.5331,274.823,261.24,536.063
131,0.09,0.67,43.257,131,30763.0,-0.198192,60.604,11.5069,117.772,-0.00910967,216.753,500.0,-0.403007,-0.922845,5.22675,-1.81098,-0.974608,161.677,14620.6,1361.86,12534.4,22765.8,-1.42104,-1.94088,3.19068,-2.82901,-1.99265,1.63904,14561.4,1324.38,12475.2,0.503716,0.862689,0.163572,28907.9,-0.000903096,1.5094,11.7427,11.6065,118.116,85.8264,1.22795,11.4351,13.0911,117.014,136.131,1.10169,-50.3043,458.962,410.106,869.068
132,0.09,0.67,43.247,132,25101.2,-0.184003,50.5432,11.3675,118.049,0.145853,-55.2517,452.249,-0.229972,-3.39647,0.912629,-0.345928,-2.94894,179.398,11606.9,1057.86,10647.9,18965.8,-1.35959,-4.52608,-1.34661,-1.47555,-4.07856,0.894684,11541.2,1016.27,10582.2,0.48675,0.866478,0.150316,23710.8,-0.000805339,1.20477,11.7193,11.5226,118.355,85.7936,1.06067,11.1741,13.1715,117.389,136.064,0.965446,-50.2709,362.963,348.277,711.24
133,0.09,0.67,43.067,133,26674.4,-0.038927,53.1223,11.2802,117.816,-0.154538,-80.3918,0.384638,0.0120647,-4.07999,0.203816,0.34251,-0.835367,171.987,12926.6,1182.17,10492.5,19911.3,-1.07089,-5.16294,-1.9621,-0.740448,-1.91832,0.81924,12863.7,1142.31,10429.5,0.517494,0.8655,0.167886,24857.6,-0.000541791,1.34489,11.589,11.668,118.207,86.7645,1.06133,11.1411,12.9023,116.974,137.234,1.23287,-50.4693,405.722,340.365,746.087
134,0.09,0.67,43.117,134,24174.5,-0.0717178,49.3183,11.0997,117.717,0.163585,-205.472,2.07089e-08,-2.98677,-1.3491,-4.76514,0.342359,-0.665194,156.154,11299.6,941.421,10416.2,18914.6,-3.97004,-2.33237,-6.73166,-0.640903,-1.64846,0.560695,11242.4,905.225,10359.0,0.485522,0.876495,0.138653,23155.3,-0.000785733,1.20444,11.4723,11.3754,118.118,86.2094,1.06388,11.0702,12.7353,116.999,136.539,1.11975,-50.3295,350.673,334.62,685.293
135,0.09,0.67,43.167,135,29969.3,0.111075,58.8293,11.3336,117.702,-0.048402,-85.4176,1.61469e-11,4.42364,-2.71707,-0.927742,0.975184,-1.24266,98.4562,13993.2,1309.81,12253.9,21839.4,3.80369,-3.33702,-2.16765,0.355232,-1.86261,0.324375,13957.2,1286.99,12217.8,0.498334,0.861054,0.162508,28007.7,-0.00066485,1.4415,11.7279,11.6674,118.109,85.6181,1.21677,11.249,13.0966,116.942,135.924,1.16727,-50.3059,440.059,399.929,839.988
136,0.09,0.67,43.177,136,28210.1,-0.207276,56.9356,11.1753,117.658,0.127363,158.127,48.3212,-6.0164,-2.2815,-1.67672,-5.05488,-1.06214,121.901,13575.3,1116.06,11518.3,21368.4,-6.78398,-3.04908,-3.21188,-5.82246,-1.82972,0.844815,13530.7,1087.8,11473.7,0.506285,0.876662,0.14868,26725.5,-0.000715916,1.44729,11.4889,11.3373,117.923,85.6782,1.17112,11.0617,12.9021,116.971,136.03,0.952555,-50.3515,420.577,372.891,793.468
137,0.09,0.67,43.187,137,24723.9,-0.048919,49.0523,11.331,117.954,-0.0647579,104.734,500.0,2.5048,-2.2563,1.65482,-1.47488,-1.87248,117.574,11593.4,1125.02,10169.6,18314.2,1.76447,-2.99663,0.174156,-2.21521,-2.61281,1.02959,11550.3,1097.76,10126.6,0.497947,0.857395,0.166453,23195.9,-0.000645849,1.20555,11.6168,11.617,118.375,85.4762,1.00168,11.2099,13.2934,117.234,135.609,1.14116,-50.1325,362.97,333.017,695.987
138,0.09,0.67,43.217,138,20632.2,-0.236269,40.9911,11.5868,117.579,-0.0262194,-191.827,499.158,-1.1226,0.463328,-0.349276,-1.81136,-0.958841,150.235,9365.78,949.261,8951.31,15625.1,-2.06859,-0.482661,-2.24125,-2.75735,-1.90483,0.762948,9310.8,914.437,8896.32,0.476461,0.853336,0.159202,19541.6,-0.000950989,0.935203,11.9036,12.0385,117.893,85.7755,0.867986,11.5247,13.1992,116.806,136.237,1.08762,-50.4613,298.993,294.573,593.565
139,0.09,0.67,43.307,139,28861.5,-0.103149,57.0229,11.3946,117.755,0.0486967,104.758,210.514,3.39272,-0.199571,-1.85369,-4.80611,0.0887839,181.797,13535.5,1175.17,12006.5,21317.6,2.24799,-1.3443,-4.14315,-5.95084,-1.05595,0.595642,13469.0,1133.03,11940.0,0.495184,0.871678,0.148795,27200.0,-0.000685888,1.40578,11.6993,11.5419,118.122,86.0513,1.2172,11.0663,12.873,116.903,136.395,1.21891,-50.3439,423.499,386.848,810.347
140,0.09,0.67,43.207,140,23050.7,-0.209973,45.1646,11.6133,117.914,-0.0535075,56.2482,6.22282,0.141112,1.16982,-1.34684,-5.88514,-3.48567,125.465,10646.8,1039.46,9463.94,17172.4,-0.648906,0.379805,-2.92688,-6.67516,-4.27569,0.793107,10600.9,1010.37,9418.02,0.494639,0.85705,0.165012,21431.6,-0.000712779,1.07178,11.8726,11.8926,118.228,85.5145,0.908274,11.564,13.4294,117.173,136.07,1.05557,-50.5556,337.625,314.69,652.315
141,0.09,0.67,43.357,141,29598.9,-0.258748,58.998,11.3949,117.745,0.331434,228.149,73.1368,-2.349,2.60096,-2.48542,-2.21785,-5.33683,156.245,14371.3,1328.65,11629.5,24346.3,-3.33283,1.61713,-4.45309,-3.20169,-6.32066,0.716204,14314.1,1292.43,11572.3,0.518209,0.863552,0.170628,27622.3,-0.000675697,1.50325,11.5292,11.6392,118.079,85.816,1.15347,11.3057,13.0663,117.06,136.038,1.01877,-50.222,450.046,380.148,830.195
142,0.09,0.67,43.407,142,26218.9,-0.199517,52.7082,11.2343,117.921,0.121223,-304.856,44.3523,2.17399,0.463092,-1.17478,0.369635,-1.7987,98.4093,12632.4,1056.53,10744.1,20479.1,1.55433,-0.156566,-2.4141,-0.250023,-2.41836,0.344835,12596.4,1033.72,10708.1,0.505662,0.874421,0.150981,24910.7,-0.000723904,1.33581,11.5707,11.3775,118.338,85.5572,1.08737,11.0616,12.9288,117.215,135.676,1.12327,-50.1192,392.333,346.941,739.273
143,0.09,0.67,43.017,143,24258.3,-0.243203,49.278,11.2084,117.763,0.0754125,178.771,316.235,-1.34532,-1.15625,-5.02087,-1.78181,-0.779405,184.192,12037.9,938.763,9915.19,18418.9,-2.50513,-2.31605,-7.34048,-2.94161,-1.93921,0.569283,11970.5,896.068,9847.78,0.513856,0.884174,0.143554,23295.4,-0.000878211,1.28951,11.5065,11.2651,118.096,85.2778,1.00699,11.1547,12.6713,117.034,135.314,1.06124,-50.0365,372.908,317.54,690.448
144,0.15,0.61,43.2371,144,25546.4,-0.228835,51.8428,11.2042,117.814,0.283754,87.4439,470.643,-2.4822,0.76417,-1.73981,-2.58096,-3.14457,172.072,12060.3,1035.14,10771.8,19716.5,-3.56569,-0.319321,-3.90679,-3.66445,-4.22806,0.750911,11997.3,995.258,10708.8,0.493463,0.873229,0.146176,24312.4,-0.000743408,1.27948,11.5336,11.3715,118.207,85.1994,1.09348,11.0214,12.9098,117.041,135.218,1.16654,-50.0186,374.384,347.107,721.491
145,0.15,0.61,43.1971,145,20992.8,-0.229352,42.1505,11.4354,117.75,0.635069,-504.253,70.2377,3.46527,3.74555,-0.439556,1.3764,-1.29063,146.162,9236.71,889.946,9602.92,26115.7,2.54492,2.82521,-2.28025,0.456059,-2.21097,2.70808,9183.21,856.066,9549.43,0.455402,0.859744,0.141732,20165.1,-0.00101395,0.944515,11.8297,11.6662,118.035,85.5189,0.935466,11.4504,13.1631,117.067,135.911,0.967752,-50.3918,290.815,314.559,605.374
146,0.15,0.61,43.2271,146,22601.7,-0.0125926,44.7957,11.3692,117.483,0.0521152,195.411,499.999,3.19819,-0.639702,-0.564434,-3.27427,-3.46436,137.733,10292.8,967.013,9765.41,16910.6,2.33091,-1.50697,-2.29898,-4.14154,-4.33163,0.768905,10242.3,935.087,9715.0,0.478288,0.862241,0.150603,21414.6,-0.000886312,1.05323,11.8303,11.6642,117.761,85.4755,0.960464,11.366,13.1868,116.748,135.807,1.01283,-50.331,324.249,321.161,645.411
147,0.15,0.61,43.2571,147,24147.4,-0.199783,48.3301,11.3434,117.649,-0.0140561,82.137,0.0597985,0.242701,1.83106,2.18386,-4.09523,-2.93484,157.841,11462.2,1022.77,9997.06,17884.2,-0.751184,0.837175,0.196086,-5.08912,-3.92873,1.02245,11404.4,986.184,9939.29,0.499435,0.868561,0.154531,22834.6,-0.000714437,1.216,11.5559,11.3974,117.931,84.9726,1.00559,11.292,12.8304,116.848,135.038,1.08344,-50.0658,357.308,325.036,682.343
148,0.15,0.61,43.2471,148,25809.1,-0.244235,51.6492,11.3885,117.996,0.154163,96.4143,499.961,0.259226,-0.0808082,1.897,-0.610035,-0.52664,154.624,12305.4,1040.63,10715.9,19631.9,-0.714403,-1.05444,-0.0502527,-1.58366,-1.50027,0.989751,12248.8,1004.79,10659.3,0.499808,0.874466,0.147953,24507.0,-0.000946669,1.2702,11.6993,11.6719,118.399,86.0945,1.07091,11.1995,13.0057,117.255,136.647,1.14318,-50.5523,386.969,348.002,734.971
149,0.15,0.61,43.0671,149,27160.3,-0.168356,53.8781,11.3367,117.749,0.316402,-208.557,357.648,-0.151434,3.15494,1.59751,-4.3994,-1.76292,146.731,12694.1,1155.21,11319.5,22031.8,-1.07536,2.23101,-0.250341,-5.32333,-2.68685,0.964765,12640.4,1121.2,11265.8,0.493842,0.865633,0.154928,25596.0,-0.000590581,1.34001,11.5834,11.4056,118.142,85.1448,1.13344,11.24,12.8742,116.984,135.191,1.15833,-50.0459,394.968,365.915,760.884
150,0.15,0.61,43.1171,150,26341.8,-0.172469,52.4864,11.3891,117.726,0.2985,-147.275,3.89666e-05,-0.748627,1.96834,1.77822,-0.342627,-2.00866,160.988,12735.9,1197.81,10394.7,20890.7,-1.76233,0.954637,-0.249183,-1.35633,-3.02236,0.954157,12677.0,1160.5,10335.8,0.516098,0.861919,0.171384,24563.1,-0.000729027,1.30777,11.6654,11.7948,118.078,85.357,1.02353,11.2212,13.3218,117.054,135.521,1.02379,-50.164,401.447,341.353,742.801
151,0.15,0.61,43.1671,151,23030.1,-0.14998,46.2609,11.1813,117.855,0.0178463,-157.575,247.17,-0.695922,3.12384,0.0606873,0.658388,-3.21448,143.18,11679.4,920.744,8842.81,16930.0,-1.59749,2.22227,-1.74245,-0.243181,-4.11605,0.681855,11627.0,887.555,8790.41,0.534919,0.882155,0.156826,21735.9,-0.000612934,1.24118,11.5535,11.3269,118.122,84.6701,0.893549,11.1146,12.9202,117.05,134.927,1.07172,-50.2566,362.378,286.274,648.652
