cyc,time,freq,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
16,0.04,43.2917,16,3.3423e-07,7.02443e-07,9.69828e-30,14.6366,0.475811,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.192039,8.86175e-31,7.49173e-14,43239.4,60758.9,1.29935,19.018,1.26624,18.5334,1.40574,0.0066,1.42227,6.683e-06 
17,0.04,43.2617,17,3.60858e-07,6.94438e-07,9.58776e-30,14.4698,0.519641,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0439505,-2.1897e-31,-4.59596e-14,41777.9,59178.6,1.42727,20.6523,1.3557,19.6166,1.17678,0.0066,1.40912,6.683e-06 
18,0.04,43.2017,18,3.4929e-07,6.64788e-07,9.1784e-30,13.852,0.525416,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0734706,-3.5431e-31,2.0864e-13,36651.9,53122.1,1.44448,20.0088,1.36781,18.9469,1.1484,0.0066,1.3798,6.683e-06 
19,0.04,43.1417,19,3.28022e-07,7.39958e-07,1.02162e-29,15.4182,0.443298,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.383279,1.73581e-30,1.4549e-13,50543.9,70637.4,1.20816,18.6278,1.20283,18.5455,1.59457,0.0066,1.44804,6.683e-06 
20,0.06,43.2394,20,3.58427e-07,6.4817e-07,8.94897e-30,13.5057,0.552983,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.209973,-1.03908e-30,1.11713e-13,33971.5,48543.4,1.52758,20.631,1.42669,19.2685,1.01778,0.0066,1.38356,6.683e-06 
21,0.06,43.2694,21,3.64206e-07,6.73656e-07,9.30083e-30,14.0367,0.540641,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.149739,-7.52948e-31,2.81183e-13,38138.2,55166.2,1.49017,20.9171,1.40012,19.6531,1.07528,0.0066,1.40124,6.683e-06 
22,0.06,43.2844,22,3.58876e-07,7.12311e-07,9.83453e-30,14.8422,0.503819,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0386969,1.91736e-31,1.74221e-13,45087.5,64132.5,1.38055,20.4904,1.32289,19.6346,1.25655,0.0066,1.40382,6.683e-06 
23,0.06,43.2344,23,3.59472e-07,6.86204e-07,9.47408e-30,14.2982,0.523856,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0655306,-3.25232e-31,3.76174e-13,40309.4,58258.3,1.43982,20.5868,1.36453,19.5103,1.15603,0.0066,1.41232,6.683e-06 
24,0.06,43.2544,24,3.54602e-07,6.67706e-07,9.21869e-30,13.9128,0.531075,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.10207,-4.99714e-31,1.9267e-13,37136.7,53313.1,1.46141,20.3322,1.37976,19.1963,1.12095,0.0066,1.41066,6.683e-06 
25,0.06,43.2594,25,3.62683e-07,6.44105e-07,8.89284e-30,13.421,0.563081,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.258258,-1.2932e-30,3.31117e-13,33336.2,49023.2,1.55844,20.9158,1.44869,19.4428,0.971829,0.0066,1.3737,6.683e-06 
26,0.06,43.1944,26,3.48275e-07,6.8675e-07,9.48162e-30,14.3096,0.507135,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0211696,1.01793e-31,3.57741e-13,40405.7,58358.6,1.39029,19.8945,1.32972,19.0277,1.2396,0.0066,1.40475,6.683e-06 
27,0.06,43.2794,27,3.56665e-07,6.6961e-07,9.24497e-30,13.9524,0.532646,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.109966,-5.41507e-31,2.37354e-13,37455.2,54107,1.46611,20.4558,1.38309,19.2974,1.11337,0.0066,1.38464,6.683e-06 
28,0.06,43.2244,28,3.63247e-07,6.71866e-07,9.27612e-30,13.9994,0.540653,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.1498,-7.51272e-31,2.22959e-13,37835.1,54952.5,1.4902,20.862,1.40015,19.6013,1.07522,0.0066,1.3721,6.683e-06 
29,0.06,43.2644,29,3.71172e-07,6.67791e-07,9.21986e-30,13.9145,0.555821,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.22363,-1.14601e-30,-2.50138e-13,37150.8,52182.9,1.53623,21.3759,1.43285,19.9374,1.00477,0.0066,1.38267,6.683e-06 
30,0.06,43.3244,30,3.51101e-07,6.41713e-07,8.85981e-30,13.3711,0.547132,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.18159,-8.80253e-31,4.15747e-13,32966.2,48131.9,1.5098,20.1878,1.41405,18.9075,1.04485,0.0066,1.4001,6.683e-06 
31,0.06,43.1744,31,3.34498e-07,6.96139e-07,9.61124e-30,14.5052,0.480505,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.165658,7.65051e-31,2.36245e-13,42085.6,59335.2,1.3128,19.0424,1.27561,18.503,1.37994,0.0066,1.4401,6.683e-06 
32,0.06,43.3444,32,3.4252e-07,6.79608e-07,9.38301e-30,14.1608,0.503996,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0377613,1.78573e-31,-1.81212e-14,39158.2,54622.5,1.38107,19.557,1.32325,18.7383,1.25565,0.0066,1.43388,6.683e-06 
33,0.06,43.2294,33,3.53184e-07,6.13043e-07,8.46398e-30,12.7738,0.576116,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.319335,-1.55715e-30,-3.34552e-14,28742.2,40757.2,1.59857,20.4197,1.47741,18.8721,0.913877,0.0066,1.3871,6.683e-06 
34,0.06,43.2444,34,3.53268e-07,6.63164e-07,9.15598e-30,13.8181,0.5327,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.110236,-5.37665e-31,4.6365e-14,36384,51370.9,1.46627,20.2611,1.3832,19.1133,1.11311,0.0066,1.40134,6.683e-06 
35,0.06,43.2494,35,3.63384e-07,6.45419e-07,8.91098e-30,13.4484,0.56302,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.257968,-1.29424e-30,1.46206e-13,33540.7,48956,1.55825,20.9559,1.44855,19.4807,0.972104,0.0066,1.35123,6.683e-06 
36,0.06,43.3044,36,3.3915e-07,6.64657e-07,9.17659e-30,13.8492,0.510263,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.00471202,2.20639e-32,5.1513e-13,36630.2,53084.8,1.39949,19.3819,1.33618,18.5051,1.22369,0.0066,1.40753,6.683e-06 
37,0.06,43.2744,37,3.54826e-07,6.5818e-07,9.08716e-30,13.7143,0.539102,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.142128,-6.96274e-31,-5.89344e-14,35569.7,49966.5,1.48552,20.3728,1.39683,19.1565,1.08256,0.0066,1.40007,6.683e-06 
38,0.06,43.2144,38,3.40973e-07,6.0253e-07,8.31883e-30,12.5547,0.565902,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.271589,-1.27854e-30,3.89122e-13,27288.7,40137.8,1.56709,19.6744,1.45487,18.2655,0.959164,0.0066,1.39187,6.683e-06 
39,0.06,43.1544,39,3.37784e-07,6.33634e-07,8.74827e-30,13.2028,0.53309,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.11219,-5.2321e-31,3.4428e-13,31736.7,46050,1.46744,19.3743,1.38403,18.2731,1.11124,0.0066,1.40534,6.683e-06 
40,0.08,43.2363,40,3.52846e-07,6.6339e-07,9.15909e-30,13.8228,0.531884,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.106142,-5.17079e-31,2.42415e-13,36421.1,52324.3,1.46382,20.2341,1.38147,19.0958,1.11703,0.0066,1.39532,6.683e-06 
41,0.08,43.2663,41,3.61645e-07,5.99512e-07,8.27717e-30,12.4918,0.603233,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.442262,-2.20824e-30,3.22225e-13,26880.7,39784.6,1.68291,21.0227,1.53835,19.2168,0.797661,0.0066,1.38468,6.683e-06 
42,0.08,43.2813,42,3.46233e-07,6.74295e-07,9.30965e-30,14.05,0.513475,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0120527,-5.76153e-32,-1.5761e-13,38246.9,53557.1,1.40899,19.7963,1.34284,18.867,1.20751,0.0066,1.38447,6.683e-06 
43,0.08,43.2313,43,3.62679e-07,6.6681e-07,9.20631e-30,13.8941,0.543902,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.165787,-8.30153e-31,-1.06615e-13,36987.3,52585,1.50002,20.8414,1.40711,19.5505,1.05994,0.0066,1.34657,6.683e-06 
44,0.08,43.2513,44,3.62007e-07,6.77186e-07,9.34958e-30,14.1103,0.534575,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.119624,-5.97886e-31,2.31508e-13,38741.1,55201,1.4719,20.769,1.38719,19.5736,1.10411,0.0066,1.41414,6.683e-06 
45,0.08,43.2563,45,3.63143e-07,6.52274e-07,9.00562e-30,13.5912,0.556734,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.228009,-1.14318e-30,3.86714e-14,34620.7,49083,1.53902,20.9171,1.43484,19.5011,1.0006,0.0066,1.40818,6.683e-06 
46,0.08,43.1913,46,3.49488e-07,6.94373e-07,9.58686e-30,14.4684,0.503315,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0413762,1.99649e-31,1.80248e-13,41766.2,59220.9,1.37908,19.9531,1.32185,19.1251,1.25915,0.0066,1.41921,6.683e-06 
47,0.08,43.2763,47,3.36542e-07,6.37206e-07,8.79759e-30,13.2772,0.528153,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0873463,-4.05852e-31,3.012e-13,32276.6,46587.9,1.45265,19.2872,1.37358,18.2374,1.13507,0.0066,1.3801,6.683e-06 
48,0.08,43.2213,48,3.50501e-07,6.59957e-07,9.1117e-30,13.7513,0.531096,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.102175,-4.94442e-31,1.35329e-13,35858.6,51086.9,1.46147,20.0971,1.3798,18.9741,1.12085,0.0066,1.39745,6.683e-06 
49,0.08,43.2613,49,3.58623e-07,6.71427e-07,9.27006e-30,13.9903,0.534121,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.117346,-5.81019e-31,1.28421e-13,37761,54241.3,1.47054,20.5732,1.38622,19.3936,1.10629,0.0066,1.37846,6.683e-06 
50,0.08,43.3213,50,3.28183e-07,7.21822e-07,9.96584e-30,15.0403,0.454659,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.314679,1.42583e-30,5.64022e-14,46917.7,65429.5,1.23964,18.6446,1.2247,18.4199,1.52647,0.0066,1.4306,6.683e-06 
51,0.08,43.1713,51,3.32326e-07,6.9842e-07,9.64273e-30,14.5527,0.475826,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.191953,8.80731e-31,-2.26382e-14,42500.7,59076.5,1.2994,18.9097,1.26627,18.4277,1.40565,0.0066,1.4332,6.683e-06 
52,0.08,43.3413,52,3.22019e-07,7.36005e-07,1.01617e-29,15.3359,0.437523,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.418958,1.86267e-30,3.89319e-13,49738.1,69872.6,1.19234,18.2856,1.19183,18.2778,1.63017,0.0066,1.45806,6.683e-06 
53,0.08,43.2263,53,3.56416e-07,6.70282e-07,9.25425e-30,13.9664,0.53174,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.10542,-5.18758e-31,-4.11611e-15,37568.1,53268.4,1.46339,20.4383,1.38117,19.29,1.11773,0.0066,1.38037,6.683e-06 
54,0.08,43.2413,54,3.68137e-07,6.90707e-07,9.53625e-30,14.392,0.532985,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.111665,-5.67557e-31,2.46796e-14,41108.2,58689.5,1.46713,21.1149,1.38381,19.9158,1.11174,0.0066,1.37112,6.683e-06 
55,0.08,43.2463,55,3.73199e-07,6.6059e-07,9.12044e-30,13.7645,0.564948,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.267098,-1.37624e-30,1.37286e-13,35961.9,52364,1.56416,21.5299,1.45278,19.9967,0.963429,0.0066,1.36513,6.683e-06 
56,0.08,43.3013,56,3.2878e-07,7.07602e-07,9.76951e-30,14.7441,0.46464,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.256015,1.16213e-30,2.40436e-13,44199.2,62239.7,1.26764,18.6901,1.24417,18.3441,1.46855,0.0066,1.43584,6.683e-06 
57,0.08,43.2713,57,3.65265e-07,6.68265e-07,9.2264e-30,13.9244,0.546587,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.178927,-9.02333e-31,2.51156e-13,37229.9,54135.3,1.50815,21.0001,1.41288,19.6735,1.04739,0.0066,1.38823,6.683e-06 
58,0.08,43.2113,58,3.51493e-07,6.50731e-07,8.98433e-30,13.5591,0.54015,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.147312,-7.1489e-31,2.83539e-13,34375.7,49625.7,1.48869,20.1852,1.39907,18.9701,1.0776,0.0066,1.407,6.683e-06 
59,0.08,43.1513,59,3.38665e-07,7.29312e-07,1.00692e-29,15.1964,0.464362,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.257626,1.2046e-30,2.17369e-13,48393.4,68708.2,1.26685,19.2516,1.24362,18.8986,1.47014,0.0066,1.40376,6.683e-06 
60,0.1,43.2218,60,3.74149e-07,6.35905e-07,8.77963e-30,13.2501,0.588373,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.375557,-1.94001e-30,-1.7567e-13,32079.2,45677.2,1.63657,21.6847,1.50476,19.9382,0.860671,0.0066,1.35862,6.683e-06 
61,0.1,43.2518,61,3.65238e-07,6.42506e-07,8.87076e-30,13.3877,0.568458,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.283621,-1.4302e-30,-2.52008e-13,33088.6,46343.7,1.57495,21.0849,1.46049,19.5526,0.947741,0.0066,1.36453,6.683e-06 
62,0.1,43.2668,62,3.54415e-07,6.73716e-07,9.30166e-30,14.038,0.52606,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0767471,-3.75542e-31,-2.22507e-13,38148.5,52819,1.4464,20.3045,1.36917,19.2204,1.14525,0.0066,1.40933,6.683e-06 
63,0.1,43.2168,63,3.68914e-07,6.71359e-07,9.26912e-30,13.9889,0.549504,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.193128,-9.83682e-31,-1.97299e-13,37749.5,52803,1.517,21.2211,1.41917,19.8526,1.03384,0.0066,1.38941,6.683e-06 
64,0.1,43.2368,64,3.79928e-07,6.60706e-07,9.12204e-30,13.7669,0.575034,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.314305,-1.64868e-30,-1.45692e-13,35980.9,51475.9,1.59524,21.9615,1.47501,20.3063,0.918655,0.0066,1.35576,6.683e-06 
65,0.1,43.2418,65,3.72161e-07,6.11662e-07,8.44492e-30,12.745,0.608443,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.4653,-2.39082e-30,-6.4599e-14,28548.4,40507.3,1.69922,21.6565,1.55024,19.7578,0.775914,0.0066,1.39192,6.683e-06 
66,0.1,43.1768,66,3.49395e-07,6.55782e-07,9.05406e-30,13.6643,0.532792,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.110698,-5.34e-31,1.81787e-13,35182.4,50466.1,1.46655,20.0393,1.3834,18.9032,1.11267,0.0066,1.37652,6.683e-06 
67,0.1,43.2618,67,3.53685e-07,6.38903e-07,8.82102e-30,13.3126,0.553581,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.212858,-1.03942e-30,1.50785e-13,32535.1,46817.2,1.5294,20.3603,1.42799,19.0103,1.01503,0.0066,1.37938,6.683e-06 
68,0.1,43.2068,68,3.60655e-07,6.57303e-07,9.07505e-30,13.696,0.54869,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.189173,-9.41964e-31,4.21328e-13,35427.7,52065.9,1.51453,20.743,1.41741,19.4128,1.03761,0.0066,1.38973,6.683e-06 
69,0.1,43.2468,69,3.63599e-07,6.58898e-07,9.09708e-30,13.7292,0.551829,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.2044,-1.02609e-30,1.4754e-13,35686.3,51769.2,1.52407,20.9243,1.42419,19.5531,1.02309,0.0066,1.36467,6.683e-06 
70,0.1,43.3068,70,3.46682e-07,6.8378e-07,9.44061e-30,14.2477,0.507008,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0218373,1.04523e-31,3.08752e-13,39883.7,57246,1.38991,19.803,1.32945,18.9416,1.24024,0.0066,1.42106,6.683e-06 
71,0.1,43.1568,71,3.38925e-07,6.69185e-07,9.2391e-30,13.9436,0.506474,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0246401,1.153e-31,-1.98092e-13,37383.9,51982.7,1.38833,19.3583,1.32835,18.522,1.24294,0.0066,1.38491,6.683e-06 
72,0.1,43.3268,72,3.40352e-07,6.55744e-07,9.05353e-30,13.6635,0.519033,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0408218,-1.91825e-31,1.54504e-13,35176.3,49484,1.42546,19.4768,1.35442,18.5062,1.17979,0.0066,1.4458,6.683e-06 
74,0.1,43.2268,74,3.73715e-07,6.55531e-07,9.05059e-30,13.6591,0.570095,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.291288,-1.50295e-30,4.38859e-14,35142,50470.6,1.57999,21.5811,1.4641,19.9982,0.940467,0.0066,1.37797,6.683e-06 
75,0.1,43.2318,75,3.75448e-07,6.15874e-07,8.50306e-30,12.8327,0.609619,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.470478,-2.43878e-30,9.48337e-14,29142.2,42460,1.7029,21.8529,1.55293,19.9284,0.771026,0.0066,1.36079,6.683e-06 
76,0.1,43.2868,76,3.44336e-07,6.66718e-07,9.20505e-30,13.8922,0.516465,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0275716,-1.31078e-31,3.59391e-14,36972,52138.8,1.41784,19.6969,1.34906,18.7414,1.19256,0.0066,1.40815,6.683e-06 
77,0.1,43.2568,77,3.68678e-07,6.16658e-07,8.5139e-30,12.8491,0.597864,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.418336,-2.12939e-30,4.32431e-14,29253.7,42309,1.66614,21.4084,1.52616,19.6098,0.820252,0.0066,1.35186,6.683e-06 
78,0.1,43.1968,78,3.65486e-07,6.77906e-07,9.35951e-30,14.1253,0.53914,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.142315,-7.18134e-31,-2.35004e-13,38864.7,54855.9,1.48564,20.9851,1.39691,19.7318,1.08238,0.0066,1.38018,6.683e-06 
79,0.1,43.1368,79,3.39893e-07,7.1201e-07,9.83037e-30,14.8359,0.47737,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.183242,8.59907e-31,7.43757e-14,45030.4,63417.1,1.30381,19.3433,1.26935,18.832,1.39713,0.0066,1.41387,6.683e-06 
80,0.12,43.2158,80,3.59198e-07,6.38946e-07,8.8216e-30,13.3135,0.562172,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.253947,-1.25939e-30,1.53989e-13,32541.6,46500.6,1.55565,20.7111,1.4467,19.2606,0.975926,0.0066,1.39521,6.683e-06 
81,0.12,43.2458,81,3.63458e-07,6.3411e-07,8.75484e-30,13.2127,0.573178,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.305692,-1.53399e-30,2.62028e-13,31808.3,46631.9,1.58948,21.0013,1.4709,19.4346,0.926795,0.0066,1.3908,6.683e-06 
82,0.12,43.2608,82,3.56856e-07,6.60629e-07,9.12098e-30,13.7653,0.540175,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.147436,-7.26408e-31,1.09315e-14,35968.3,50821.5,1.48876,20.4932,1.39912,19.2594,1.07748,0.0066,1.40505,6.683e-06 
83,0.12,43.2108,83,3.60645e-07,6.52168e-07,9.00416e-30,13.589,0.552995,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.21003,-1.04579e-30,2.90829e-13,34603.9,50835.2,1.52762,20.7588,1.42672,19.3877,1.01772,0.0066,1.37031,6.683e-06 
84,0.12,43.2308,84,3.72821e-07,6.18645e-07,8.54132e-30,12.8905,0.602641,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.439637,-2.26297e-30,4.40519e-13,29537.3,44555.3,1.68107,21.6698,1.53701,19.8127,0.80014,0.0066,1.3532,6.683e-06 
85,0.12,43.2358,85,3.70203e-07,6.03837e-07,8.33688e-30,12.5819,0.613085,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.485678,-2.48241e-30,-2.40047e-13,27466.7,38776.7,1.71376,21.5624,1.56088,19.639,0.756678,0.0066,1.36189,6.683e-06 
86,0.12,43.1708,86,3.58027e-07,6.54778e-07,9.0402e-30,13.6434,0.546791,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.179924,-8.8938e-31,-2.18166e-14,35021,49905.5,1.50877,20.5847,1.41332,19.2824,1.04644,0.0066,1.39437,6.683e-06 
87,0.12,43.2558,87,3.69121e-07,6.48234e-07,8.94984e-30,13.507,0.569426,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.288157,-1.46853e-30,7.90075e-14,33981.4,49280.1,1.57793,21.3131,1.46262,19.7557,0.943437,0.0066,1.36228,6.683e-06 
88,0.12,43.2008,88,3.53687e-07,6.70393e-07,9.25579e-30,13.9687,0.527582,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0844579,-4.12423e-31,-8.86038e-15,37586.8,52958.1,1.45094,20.2678,1.37238,19.1704,1.13784,0.0066,1.39467,6.683e-06 
89,0.12,43.2408,89,3.62066e-07,6.39647e-07,8.83128e-30,13.3281,0.566041,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.272247,-1.36093e-30,-1.43035e-13,32648.8,46062.7,1.56752,20.8921,1.45518,19.3947,0.95854,0.0066,1.39366,6.683e-06 
90,0.12,43.3008,90,3.25899e-07,7.14234e-07,9.86108e-30,14.8822,0.456292,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.304972,1.37223e-30,3.83279e-13,45453.6,64450.1,1.24419,18.5164,1.22787,18.2734,1.51686,0.0066,1.43366,6.683e-06 
91,0.12,43.1508,91,3.31024e-07,7.14881e-07,9.87001e-30,14.8957,0.463047,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.265279,1.2124e-30,8.47368e-14,45577.3,63918.1,1.26314,18.8155,1.24105,18.4863,1.47768,0.0066,1.42261,6.683e-06 
