cyc,freq,Vpp,time,wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot_kHz
10,5,1.8,7,4,10,35461,0,5,101,125,0,5,135,-0.448827,-2.38569,-8.09395,-2.7954,-4.8582,-160.477,23.6032,36138.1,9.62679,16439.4,0.171224,-1.76564,-6.85384,-2.17535,-4.23815,0.538827,32.9815,36841.5,19.0051,0.591198,0.000511297,0.99972,55.7876,7.38998e-30,11.1529,1.18927e-29,17.9483,35.8967 
11,5,1.8,0.1,10.9,11,31129.1,0,5,101,125,0,5,135,-15.3272,-8.2772,1.68216,5.36423,-1.56103,-146.429,23.539,31792.7,18.6297,16439.4,-14.7615,-7.71143,2.81371,5.93001,-0.995259,1.19109,32.0963,32434.5,27.187,0.49592,0.000565151,0.999545,64.7207,6.92938e-30,10.4578,1.1175e-29,16.8653,33.7305 
12,5,1.8,1,10,12,33835.1,0,5,101,125,0,5,135,9.94071,-3.20512,-11.941,-1.50586,5.68324,-99.5245,2.14001,34494.1,-7.77436,16439.4,10.3253,-2.82057,-11.1719,-1.12132,6.06778,9.73316,7.95622,34930.4,-1.95815,1.41912,0.00013014,1.00003,5.60644,7.11635e-30,10.7399,1.14153e-29,17.2279,34.4558 
13,5,1.8,3,8,13,33340.8,0,5,101,125,0,5,135,13.0421,6.4593,-8.64399,-4.27207,-5.07821,-116.051,18.6615,34139.5,8.26936,16439.4,13.4905,6.9077,-7.74719,-3.82367,-4.62982,2.84564,25.4435,34648.1,15.0514,0.584839,0.000419446,0.999764,43.5051,6.96205e-30,10.5071,1.12117e-29,16.9205,33.8411 
14,5,1.8,10,1,14,35429.3,0,5,101,125,0,5,135,-2.15429,9.70214,5.45264,-6.79779,-1.52514,-170.573,36.2886,36140,21.2949,16439.4,-1.49523,10.3612,6.77075,-6.13873,-0.866078,0.215615,46.2569,36887.7,31.2632,0.552171,0.000716055,0.99954,83.7727,7.46068e-30,11.2596,1.19855e-29,18.0883,36.1767 
15,5,1.8,8,3,15,33037.2,0,5,101,125,0,5,135,-1.06976,-7.14959,-16.7897,5.47323,6.36636,-213.168,20.7097,33587.1,22.5142,16439.4,-0.246117,-6.32595,-15.1424,6.29687,7.19,-0.840441,33.1672,34521.4,34.9717,0.441445,0.000548711,0.99945,75.1333,7.36936e-30,11.1218,1.18266e-29,17.8486,35.6971 
16,5,1.8,2,9,16,30740,0,5,101,125,0,5,135,3.53984,4.49479,12.0722,-7.4314,-10.1287,-194.231,11.6777,31415.8,6.56225,16439.4,4.29031,5.24526,13.5731,-6.68093,-9.3782,-0.92539,23.0285,32267.1,17.9131,0.517213,0.000407653,0.999699,44.5242,6.73886e-30,10.1702,1.07836e-29,16.2745,32.549 
17,5,1.8,6,5,17,35489.9,0,5,101,125,0,5,135,0.287976,-11.4156,-11.9194,3.90325,2.37059,-185.522,32.6622,36270.1,28.908,16439.4,1.0048,-10.6988,-10.4857,4.62007,3.08741,0.159277,43.5041,37083.2,39.7499,0.476998,0.000669921,0.999418,91.2039,7.40574e-30,11.1767,1.19852e-29,18.0879,36.1759 
18,5,1.8,4,7,18,33753.5,0,5,101,125,0,5,135,-4.87682,-4.32468,7.02378,8.48899,1.38869,-197.343,2.18353,34234.2,4.03892,16439.4,-4.11433,-3.56219,8.54877,9.25148,2.15118,0.303558,13.7162,35099.2,15.5716,0.423312,0.000223256,0.999759,32.4022,6.82129e-30,10.2946,1.10361e-29,16.6556,33.3112 
19,5,1.8,5,6,19,34207.6,0,5,101,125,0,5,135,8.2434,-0.277692,0.462994,0.43662,-0.435011,-199.902,22.2253,34874.2,20.9674,16439.4,9.01578,0.494691,2.00776,1.209,0.337372,0.846321,33.9076,35750.4,32.6496,0.463934,0.00054168,0.999504,73.0872,7.05583e-30,10.6486,1.14159e-29,17.2288,34.4575 
20,5,1.8,9,2,20,34797.7,0,5,101,125,0,5,135,-3.6623,4.08026,11.7077,2.45547,-6.09747,-176.307,34.6086,35450.4,6.63292,16439.4,-2.98109,4.76147,13.0702,3.13669,-5.41626,-0.0397092,44.9119,36223.2,16.9363,0.688459,0.000707994,0.999746,65.2355,7.57955e-30,11.439,1.22041e-29,18.4183,36.8366 
21,5,1.8,7,4,21,36887.3,0,5,101,125,0,5,135,3.04392,0.310944,1.37635,-1.11796,3.18395,-141.028,15.8625,37483.5,14.6483,16439.4,3.58882,0.85585,2.46616,-0.573058,3.72886,0.755016,24.1042,38101.7,22.89,0.467387,0.000361372,0.999674,51.5723,7.40665e-30,11.178,1.19309e-29,18.006,36.012 
22,5,1.8,0.1,10.9,22,32022.2,0,5,101,125,0,5,135,-1.7521,-0.221075,1.71889,-2.15849,1.11286,-152.31,26.5359,32907.6,0.574292,16439.4,-1.1636,0.36742,2.89588,-1.57,1.70136,-0.297988,35.4368,33575.2,9.47527,0.757081,0.000602749,0.999847,46.8072,7.10065e-30,10.7162,1.14078e-29,17.2166,34.4332 
23,5,1.8,1,10,23,35081.9,0,5,101,125,0,5,135,-0.596831,7.85754,-1.59714,-0.292747,-2.95049,-157.236,12.8389,35457,36.0946,16439.4,0.0106992,8.46507,-0.382079,0.314783,-2.34296,1.06299,22.0278,36146.2,45.2835,0.288443,0.000348112,0.99932,76.368,7.28569e-30,10.9955,1.17786e-29,17.7762,35.5523 
24,5,1.8,3,8,24,33591.2,0,5,101,125,0,5,135,1.40946,-3.65705,-3.25221,-1.29639,-5.13209,-98.7888,5.30753,34248.2,6.61861,16439.4,1.79116,-3.27535,-2.48881,-0.914689,-4.75039,0.741774,11.0807,34681.2,12.3918,0.426988,0.00018254,0.999806,25.9509,6.97394e-30,10.525,1.11591e-29,16.8412,33.6824 
25,5,1.8,10,1,25,34397.6,0,5,101,125,0,5,135,11.7586,-6.9813,-13.0834,-5.04178,3.4448,-180.081,27.9636,35200.6,41.7929,16439.4,12.4544,-6.28551,-11.6918,-4.34599,4.1406,-1.04106,38.4875,35989.9,52.3169,0.380057,0.000610711,0.999211,101.268,7.58965e-30,11.4542,1.22435e-29,18.4777,36.9555 
26,5,1.8,8,3,26,36319.1,0,5,101,125,0,5,135,-7.5022,8.03304,5.97461,-5.08901,-4.52196,-122.464,8.87119,36791.2,17.2777,16439.4,-7.02902,8.50622,6.92097,-4.61583,-4.04879,26.9744,16.028,37328,24.4345,0.353434,0.000245302,0.999645,45.3494,7.7616e-30,11.7137,1.24206e-29,18.745,37.49 
27,5,1.8,2,9,27,36490.4,0,5,101,125,0,5,135,4.65032,0.0605955,-0.530211,-0.344504,-2.15251,-184.466,39.3861,37365.9,13.411,16439.4,5.36306,0.773335,0.895268,0.368236,-1.43978,0.84979,50.1663,38174.4,24.1912,0.633447,0.000750371,0.999656,79.1958,7.18574e-30,10.8446,1.15636e-29,17.4516,34.9033 
28,5,1.8,6,5,28,33332.3,0,5,101,125,0,5,135,-1.91151,-4.3101,0.772884,-0.766271,-3.34243,-162.499,33.4645,34008.6,14.6757,16439.4,-1.28364,-3.68223,2.02861,-0.138409,-2.71456,1.35035,42.9609,34720.8,24.1721,0.59695,0.000706543,0.999622,71.9674,7.53938e-30,11.3784,1.20864e-29,18.2406,36.4813 
29,5,1.8,4,7,29,36096.6,0,5,101,125,0,5,135,3.53364,-0.683139,-3.64935,-3.73018,-1.56225,-200.06,13.3938,36528.7,27.3155,16439.4,4.30663,0.0898536,-2.10336,-2.95719,-0.78926,-0.447274,25.0853,37405.6,39.007,0.348922,0.00038307,0.999434,71.8937,7.32686e-30,11.0576,1.18738e-29,17.9198,35.8397 
30,5,1.8,5,6,30,36201,0,5,101,125,0,5,135,12.8582,-0.302584,-15.6302,-10.1635,3.37456,-146.961,24.3988,36769.1,23.3291,16439.4,13.426,0.265245,-14.4946,-9.59571,3.94238,-1.24492,32.9872,37413.2,31.9175,0.462731,0.000503575,0.999537,71.2882,7.76996e-30,11.7263,1.25366e-29,18.9201,37.8401 
31,5,1.8,9,2,31,33293.7,0,5,101,125,0,5,135,5.14966,3.19942,-3.50858,-2.80835,-3.5697,-141.311,29.2731,34067.6,9.01962,16439.4,5.69566,3.74541,-2.41659,-2.26235,-3.0237,2.3901,37.5313,34687,17.2778,0.644152,0.000617903,0.99973,58.2647,7.29977e-30,11.0167,1.18649e-29,17.9064,35.8128 
32,5,1.8,7,4,32,36077.9,0,5,101,125,0,5,135,14.7723,10.2422,-0.441188,-10.6351,-7.71256,-101.162,16.0334,36378.9,22.0099,16439.4,15.1632,10.633,0.340549,-10.2442,-7.32169,0.960266,21.9453,36822.2,27.9218,0.395757,0.000340444,0.999589,55.4515,7.13159e-30,10.7629,1.16055e-29,17.5149,35.0299 
33,5,1.8,0.1,10.9,33,34322.9,0,5,101,125,0,5,135,-2.62521,-12.0171,-2.51748,5.21715,3.8784,-342.244,7.06948,34560.5,6.41565,16439.4,-1.30285,-10.6947,0.127243,6.53951,5.20076,1.97854,27.0702,36060.6,26.4164,0.460614,0.00042878,0.999602,58.7699,6.33132e-30,9.55516,1.02279e-29,15.4359,30.8718 
34,5,1.8,1,10,34,36802.5,0,5,101,125,0,5,135,2.13594,2.43601,-4.1023,-3.58121,-3.8329,-138.832,18.428,37446.4,38.0758,16439.4,2.67236,2.97243,-3.02946,-3.04479,-3.29648,0.186927,26.5413,38054.9,46.1892,0.3238,0.000398384,0.999342,81.9684,7.34529e-30,11.0854,1.18921e-29,17.9475,35.8949 
35,5,1.8,3,8,35,34522.6,0,5,101,125,0,5,135,4.01597,8.84492,-9.85759,-4.7699,-2.43389,-178.338,27.143,35113.3,19.7765,16439.4,4.70503,9.53398,-8.47946,-4.08084,-1.74483,-127.246,37.5651,35895,30.1986,0.508989,0.000597659,0.999544,73.8034,7.16724e-30,10.8167,1.1599e-29,17.5051,35.0102 
36,5,1.8,10,1,36,33151,0,5,101,125,0,5,135,-2.69413,3.59634,11.6379,-7.19246,-9.11134,-166.912,21.6262,33746.5,15.4667,16439.4,-2.04921,4.24126,12.9277,-6.54754,-8.46642,-121.227,31.3806,34478,25.2211,0.509046,0.000519822,0.999603,61.6459,7.27559e-30,10.9802,1.1821e-29,17.8402,35.6804 
37,5,1.8,8,3,37,35528.3,0,5,101,125,0,5,135,-4.15774,-2.47446,6.70273,-2.1665,-8.73529,-180.849,22.6073,36296.4,24.8043,16439.4,-3.45897,-1.7757,8.10026,-1.46773,-8.03652,2.22016,33.1761,37089,35.3732,0.438699,0.000510882,0.999483,75.6239,7.11709e-30,10.741,1.15569e-29,17.4415,34.8831 
38,5,1.8,2,9,38,31689,0,5,101,125,0,5,135,2.82808,-2.37923,-4.6942,-6.55356,-3.07514,-237.568,19.2513,32461.4,26.7961,16439.4,3.746,-1.46131,-2.85837,-5.63565,-2.15723,0.658358,33.1348,33502.7,40.6795,0.404328,0.000564835,0.999341,81.9503,6.24161e-30,9.41978,1.03027e-29,15.5488,31.0975 
39,5,1.8,6,5,39,33099.1,0,5,101,125,0,5,135,-2.2266,-3.40949,-1.02218,-7.34514,-3.08006,-235.507,17.2106,33952.5,26.4184,16439.4,-1.31665,-2.49954,0.79773,-6.43519,-2.17011,1.06863,30.9737,34984.7,40.1814,0.391124,0.000505658,0.999377,79.1914,6.63283e-30,10.0102,1.08492e-29,16.3735,32.7469 
40,5,1.8,4,7,40,32671.1,0,5,101,125,0,5,135,-5.65964,-2.33083,14.3943,0.154571,-3.54221,-212.703,-0.340714,33341.1,13.0157,16439.4,-4.8378,-1.50899,16.038,0.976412,-2.72037,-1.01806,12.0896,34273.3,25.446,0.283629,0.000201526,0.999597,42.6248,6.47961e-30,9.77896,1.04162e-29,15.72,31.44 
41,5,1.8,5,6,41,32024.2,0,5,101,125,0,5,135,4.35898,6.52643,-6.46829,-4.52807,-0.567566,-138.316,12.359,32727.8,21.1696,16439.4,4.8934,7.06086,-5.39944,-3.99365,-0.0331427,3.13583,20.4422,33334,29.2528,0.368026,0.000350308,0.999524,55.5455,6.93241e-30,10.4623,1.12986e-29,17.0518,34.1036 
42,5,1.8,9,2,42,28578.2,0,5,101,125,0,5,135,-4.59357,-6.30339,4.75509,2.18538,0.625745,-212.864,15.2213,28795.9,9.93035,16439.4,-3.7711,-5.48093,6.40002,3.00784,1.44821,-2.98994,27.6611,29728.9,22.3701,0.507494,0.000531401,0.999592,54.5053,7.2884e-30,10.9996,1.17494e-29,17.7321,35.4641 
43,5,1.8,7,4,43,33915,0,5,101,125,0,5,135,-1.63461,1.47048,0.852988,-2.8418,-3.52131,-221.055,16.2823,34403.9,19.1168,16439.4,-0.780497,2.32459,2.56121,-1.98769,-2.6672,5.66021,29.2007,35372.8,32.0352,0.431688,0.000471499,0.999509,67.643,7.43728e-30,11.2243,1.19059e-29,17.9682,35.9365 
