cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
11,3,11,13018.9,-0.0444434,20.611,13.9649,98.2531,0.0769997,24.0669,44.0364,1.5664,0.0491707,0.419262,0.0829417,-4.42805,-78.9119,1152.43,23.3968,11628.1,9430.16,2.06329,0.546058,1.41304,0.579829,-3.93116,-1.10571,1263.11,31.5954,11738.8,0.108952,0.958061,0.00493362,11593.3,4850.98,2145.76,119974,0.000225782,0.115815,11.0885,10.5163,98.1075,70.9539,0.779774,13.939,13.1878,97.8223,122.283,0.285175,-51.3294 
12,7,12,11994.8,-0.0155605,17.2989,15.4556,98.4603,0.00874116,5.9217,500,-0.392523,0.734584,0.625008,-2.61725,-1.79383,-71.6733,3952.28,67.1078,7874.93,8705.33,0.058785,1.18589,1.52762,-2.16594,-1.34252,3.07511,4052.81,74.5544,7975.46,0.366067,0.968812,0.0169285,11071.2,2505.33,13966.3,47195.3,0.000204812,0.264999,14.8126,12.1113,98.4085,71.7732,0.450649,15.2787,14.0888,97.9587,123.278,0.449803,-51.5048 
13,0,13,12584.1,-0.0673146,20.8261,13.4916,98.0356,0.339161,-606.077,4.93845,2.20171,-0.202835,-0.73686,4.33798,1.38257,-45.5772,-139.926,-14.7235,12541.9,15838.4,2.48869,0.0841523,-0.162886,4.62496,1.66956,1.01871,-75.9995,-9.98821,12605.8,-0.00689832,0.813013,-0.00146173,11017.1,6079.89,539.893,153188,3.36839e-05,0.0114636,-0.0484288,-1.20414,126.391,55.4571,0.929528,13.2528,12.4862,97.6694,122.747,28.7216,-67.2903 
14,9,14,12389.1,-0.146493,18.318,15.5979,98.3317,0.0868608,171.16,23.7055,-0.367666,0.995502,-0.741817,-0.935139,-0.891974,-58.5292,4915.73,93.0647,7587.83,9785.17,0.000876841,1.36404,-0.00473147,-0.566596,-0.523431,1.01751,4997.82,99.1457,7669.93,0.425442,0.966449,0.0232582,11747.4,2503.66,20233.3,40776.7,-0.00039221,0.305069,15.2068,13.1353,98.3763,72.3101,0.397111,15.9167,15.1225,97.7721,124.101,0.604193,-51.7906 
15,0,15,13055.3,-0.0068771,21.089,13.5184,98.3394,0.00211087,8.7857,2.00583,0.36174,0.0834763,-4.32778,-2.78947,-1.02396,-44.9921,-81.6722,-3.32259,12782.2,9281.18,0.645043,0.36678,-3.76118,-2.50617,-0.740653,0.372738,-18.5664,1.35191,12845.3,-0.00164519,1.14603,0.000193836,11285.3,6271.28,529.984,158254,0.000424901,0.00749143,-0.0548837,-27.9583,133.264,45.5895,0.952922,13.1893,12.3254,97.9603,122.773,35.3034,-77.1836 
16,6,16,12000.7,-0.0812838,17.9263,15.0556,98.2101,-0.0369812,131.434,406.84,-0.122164,-0.164658,1.42883,-3.08554,-0.2191,-84.2033,3349.5,77.0998,8518.38,8944.09,0.408042,0.365548,2.48924,-2.55533,0.311106,-1.44377,3467.6,85.8482,8636.48,0.313308,0.958474,0.0179816,11067.7,2788.46,11135.3,57429.8,0.000189895,0.247581,13.9388,11.6232,98.3024,70.5839,0.509418,14.8165,13.8698,97.7045,121.4,0.597886,-50.8158 
17,8,17,12162.9,-0.0873545,17.5561,15.613,98.3367,-0.0101677,234.329,9.19778,1.27237,2.49279,-1.60854,-1.79439,-1.37313,-99.5146,4482.19,77.2334,7643.73,9000.5,1.89899,3.11941,-0.355305,-1.16777,-0.746513,1.12926,4621.77,87.5725,7783.31,0.402906,0.967906,0.0203053,11471.1,2476.66,17550,43053.9,-0.000106958,0.295074,15.0519,12.2774,98.3742,71.4473,0.417456,15.6564,14.6588,98.0159,122.859,0.358249,-51.4114 
18,4,18,12958.2,-0.0488409,19.886,14.4328,98.0124,0.0029473,30.6435,153.897,4.72519,-1.34163,4.76594,-0.277466,-4.00124,-83.34,2202.95,29.6261,10562.2,9346.07,5.24996,-0.816864,5.81548,0.247304,-3.47647,0.171514,2319.85,38.2848,10679.1,0.197983,0.97193,0.00656069,11717.4,3941.1,5805.67,92573.3,9.2775e-05,0.184874,13.1422,11.0836,98.2127,71.6264,0.659645,14.4816,13.6887,97.6046,122.79,0.608076,-51.1633 
19,2,19,14151.8,-0.00635913,22.2995,13.8183,98.4094,0.00397433,-5.98027,500,0.480239,-1.21845,0.102867,1.61958,-0.294977,-79.9343,165.669,8.45562,13570.5,10031.8,0.983564,-0.715129,1.10952,2.12291,0.208349,0.700875,277.785,16.7605,13682.6,0.0225503,0.904496,0.00225141,12318.5,6580.79,602.912,166366,0.000428281,0.031075,11.0753,8.08816,99.544,70.3748,0.937944,13.6221,12.955,98.0343,123.083,1.50962,-52.7086 
20,5,20,12558.9,-0.0441871,18.7169,14.8427,98.3711,-0.0109793,29.5861,491.796,-0.839552,-1.26345,-6.44331,-2.61386,1.2379,-75.3328,2888.96,45.6815,9370.86,9054.2,-0.365201,-0.789097,-5.49461,-2.13951,1.71226,0.223505,2994.62,53.5083,9476.52,0.264217,0.969679,0.0102942,11334,3256.67,8816.22,71928.5,0.000393151,0.223208,13.8671,11.2165,98.3122,72.2345,0.583883,14.6283,13.4042,97.9712,123.366,0.340998,-51.1311 
21,0,21,12474.6,-0.0222923,20.3785,13.4207,98.0419,-0.00318335,36.2838,308.935,-1.01063,-1.69254,-1.41247,-0.883062,-1.99592,-51.6557,-110.41,0.0774529,12360.3,8906.9,-0.685372,-1.36727,-0.761948,-0.5578,-1.67066,0.848911,-37.9581,5.44428,12432.8,-0.00348148,1.33511,0.000806003,10902.9,5874.17,523.101,148081,0.000109135,0.0104409,-17.5658,10.5704,122.827,55.245,0.923549,13.133,12.3367,97.6832,123.324,25.1442,-68.0789 
22,10,22,11397,-0.108425,16.3419,15.9011,98.2776,-0.356768,480.484,258.951,0.584702,-1.50704,-2.06337,0.278349,-1.89691,-82.5359,4859.17,83.7376,6476.77,14039.5,1.10441,-0.987335,-1.02395,0.798056,-1.37721,0.310947,4974.93,92.3128,6592.53,0.461653,0.968549,0.0251457,10776.4,2081.11,19880.1,30368.1,1.24579e-05,0.306993,15.3999,12.5585,98.1468,71.4918,0.350111,15.6453,14.6321,97.8836,122.859,0.263162,-51.3676 
23,3,23,12883.1,-0.0352933,20.4453,13.883,98.4,-0.0597928,318.566,234.991,0.39537,-1.68576,2.76682,-3.22101,-0.907238,-86.2825,1085.75,21.1108,11497.9,9860.11,0.938668,-1.14246,3.85342,-2.67771,-0.363941,-5.33818,1206.77,30.0753,11618.9,0.105567,0.958209,0.00474563,11431.4,4842.99,2230.78,119613,0.000291356,0.117886,11.3989,10.1279,98.7603,70.986,0.791997,13.8294,12.854,97.9243,122.156,0.836039,-51.1705 
24,7,24,12471.3,-0.0944449,18.5173,15.2077,98.6968,-1.27524,710.546,0.106331,1.66984,-0.482382,-0.179975,-4.12996,-0.705211,-81.825,4169.47,86.7694,8229.07,38664.2,2.18507,0.0328478,0.850485,-3.61473,-0.189981,2.15508,4284.24,95.2707,8343.83,0.368479,0.962542,0.0206001,11626.8,2757.65,15799.6,52019,-7.60458e-07,0.283156,14.666,12.2498,98.798,72.0601,0.474186,15.1511,14.1939,98.1151,123.196,0.68292,-51.1363 
25,0,25,12872.6,-0.0190694,21.0171,13.4069,98.1735,0.00489669,-6.88856,337.586,2.50337,0.059138,-0.85571,-0.824568,-0.0575269,-66.5551,-193.012,5.81538,12829.4,9173.78,2.92245,0.478218,-0.0175502,-0.405488,0.361553,1.00526,-99.6621,12.7302,12922.8,-0.00884126,1.28789,0.00181137,11272.4,6304.62,537.72,159178,1.2876e-05,0.0106171,13.6806,-9.30466,123.085,55.5791,0.952118,13.1936,12.4384,97.7917,122.796,25.2933,-67.2169 
26,9,26,11712.9,-0.129707,17.5967,15.2944,97.9312,0.14507,-111.718,407.048,-2.80826,-2.73646,-0.64829,-0.739704,-1.85876,-45.0383,4762.83,93.2295,7065.5,9288.71,-2.52467,-2.45287,-0.0811017,-0.456109,-1.57516,0.988561,4826,97.9088,7128.67,0.434805,0.965714,0.0246761,11099.2,2378.05,19874.2,37915.4,-0.000220416,0.313882,14.7041,12.5821,98.0618,71.9798,0.399332,15.2788,14.4409,97.4046,123.19,0.65713,-51.2101 
27,0,27,13424.8,-0.00525338,21.6014,13.6008,98.2725,0.0195861,-12.7669,1.06273e-11,-1.87124,0.782019,1.2819,-0.965403,-1.04769,-79.3247,-167.712,-5.25901,13278.4,9572.2,-1.37175,1.28151,2.28088,-0.465916,-0.548205,-0.938677,-56.4516,2.98252,13389.6,-0.00481405,1.10188,0.000410157,11726.4,6740.4,566.321,170302,9.30152e-05,0.00967408,-15.8982,9.44989,122.588,54.6379,0.981879,13.3044,12.3977,97.9441,122.107,24.6441,-67.4692 
28,6,28,11924.3,-0.103238,17.9808,15.0565,98.1651,0.0538263,73.667,165.05,-1.10493,0.159831,-4.21926,-1.5042,0.502487,-48.5019,3361.46,50.948,8533.89,8942.14,-0.799522,0.465235,-3.60846,-1.19879,0.807891,0.16734,3429.49,55.9871,8601.92,0.311795,0.972224,0.0118476,10999.2,2810.91,11860,57200.8,1.1291e-05,0.25938,13.9322,11.3489,98.2132,70.6503,0.506031,14.9077,13.9169,97.6137,121.713,0.599495,-51.0623 
29,8,29,11937.9,-0.0285578,17.2825,15.5018,98.1571,-0.00228764,-0.0849656,499.843,-0.183531,0.229888,-4.75093,-2.33109,-1.29215,-91.9282,4404.54,92.312,7476.3,8721.35,0.395316,0.808736,-3.59324,-1.75225,-0.713301,0.259849,4533.48,101.863,7605.24,0.403834,0.962167,0.0240787,11226.1,2373.37,16572.9,41138.1,-1.66167e-05,0.281017,15.4087,12.423,97.9419,70.5081,0.410957,15.4663,14.5855,97.8974,120.962,0.0444661,-50.4543 
30,4,30,12429.7,-0.0333312,19.3435,14.1532,98.5155,-0.0407134,-35.9496,3.79025,1.18085,0.507915,-6.90205,2.44272,0.782343,-68.3443,2162.14,40.111,10103.7,8959.82,1.6112,0.938261,-6.04136,2.87307,1.21269,11.173,2258,47.2117,10199.5,0.201004,0.964701,0.00845468,11233.6,3796.73,5573.1,88913.4,0.000282229,0.184995,12.9844,10.6959,98.6721,71.8849,0.671638,14.0144,13.0949,98.114,123.868,0.558028,-51.9836 
32,5,32,12515.3,-0.0778318,18.702,15.0143,98.2621,0.166331,169.775,498.795,-0.727248,2.92707,-1.90915,-0.434512,2.08665,-50.8899,2969.39,59.1748,9418.37,10060.1,-0.406808,3.24751,-1.26827,-0.114071,2.40709,1.3281,3040.77,64.4621,9489.75,0.266927,0.964228,0.0123584,11391.7,3226.4,8795.35,71051.6,0.000187993,0.218785,13.9973,11.5967,98.3406,71.4074,0.571331,14.7434,13.7253,97.8476,122.446,0.493003,-51.0386 
33,0,33,13083.8,-0.0119061,21.4421,13.4648,98.2205,-0.00296755,27.5824,500,0.346093,0.939755,-2.04574,-1.34892,0.129967,-52.8467,-114.328,17.0754,13010.3,9401.24,0.678855,1.27252,-1.38022,-1.01616,0.462729,78.8895,-40.2053,22.566,13084.4,-0.003504,56.245,0.00316691,11474.1,6448.68,530.256,162702,-5.24523e-05,0.00841206,20.7031,-10.0812,123.72,54.2692,0.954673,13.2563,12.5807,97.9492,122.643,25.7706,-68.3742 
