cyc,detuning,ODT1,ODT2,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
209,100,0.1,2,47.3227,6,209,8655.14,-0.623195,18.5351,13.9559,112.813,-0.480603,738.005,111.637,2.34884,-0.706764,2.97221,-0.308785,1.54489,104.58,3058.47,44.3025,7821.53,19967,1.69033,-1.36527,1.65519,-0.967295,0.88638,0.128541,2975.17,36.7296,7738.23,0.281776,0.978852,0.00866779,10558.6,-0.0024686,0.240091,13.8481,11.96,112.637,87.1561,0.570064,13.923,12.672,112.095,136.784,0.541726,-49.6282 
210,100,0.1,2,47.3227,1.5,210,9549.26,-0.605193,21.8444,12.6167,112.953,0.454178,-1554.48,54.4171,2.76523,3.60772,2.03457,3.03572,1.99235,108.022,-45.1706,43.8849,11974.9,31954.9,2.08504,2.92754,0.674204,2.35554,1.31217,0.927927,-131.214,36.0627,11888.9,-0.0113902,1.92667,0.00555665,11519.9,-0.00268634,0.00567786,45.3791,25.9837,147.877,55.0236,1.09096,12.3799,10.9546,112.073,136.128,35.8036,-81.1044 
211,100,0.1,2,47.3227,1.4,211,9175.04,-0.0885663,21.2006,11.9476,113.029,0.115309,-47.8482,1.68749e-10,-1.58348,1.20651,1.224,0.854351,-0.0642475,97.5024,-18.494,40.9304,11588.9,8425.24,-2.19743,0.592567,-0.00389381,0.240404,-0.678194,0.998097,-96.1583,33.8701,11511.3,-0.00859716,2.60693,0.00539088,11184.9,-0.00233526,0.013203,17.1947,7.56102,120.694,70.8356,1.07002,12.2251,10.943,112.222,136.588,8.47211,-65.752 
212,100,0.1,2,47.3227,0,212,8945.89,-0.569635,21.145,12.2448,113.011,0.341551,595.411,64.8349,1.54572,1.83183,4.26282,-0.679639,-0.75723,135.456,-9.4305,32.1926,11348.3,15048.7,0.692785,0.978902,2.55696,-1.53257,-1.61016,-1.35467,-117.327,22.3839,11240.4,-0.0107656,1.50121,0.00365492,10898.3,-0.00230131,0.0151903,14.2386,9.09405,114.253,71.5454,1.09116,12.1366,10.5426,112.208,136.872,2.04507,-65.3265 
213,100,0.1,2,47.3227,5,213,9023.74,-0.189781,18.9904,13.2741,113.058,0.0688285,107.326,2.35441e-06,-0.642196,-0.550269,-0.707991,3.03991,-1.65373,140.611,2524.93,77.7065,8723.45,8446.53,-1.52759,-1.43566,-2.47878,2.15451,-2.53913,0.574579,2412.93,67.5245,8611.45,0.222346,0.953314,0.0142387,10852.2,-0.00240869,0.19916,13.6447,12.0514,112.593,86.8962,0.658002,13.5748,12.4581,112.233,136.795,0.360743,-49.8988 
214,100,0.1,2,47.3227,3,214,8747.35,-0.5419,19.8038,12.7608,113.239,0.165237,176.661,499.818,1.29721,0.588681,2.32255,1.5139,0.172538,170.018,952.456,39.3666,10073.4,9176.88,0.226655,-0.481878,0.181435,0.443338,-0.898021,1.34332,817.03,27.0552,9938,0.0773976,0.945225,0.00498991,10556.3,-0.00222323,0.0940369,12.1423,11.3056,112.767,86.395,0.845044,12.8233,11.5499,112.386,136.599,0.381536,-50.2039 
215,100,0.1,2,47.3227,9,215,7978.37,-0.45618,15.8483,15.2855,113.136,0.428763,3683.79,475.521,-0.112631,2.29389,2.75589,0.735909,-2.17169,155.66,3737.02,61.0578,6469.4,59303,-1.09278,1.31374,0.795593,-0.244239,-3.15184,1.33435,3613.03,49.7861,6345.41,0.367494,0.976454,0.0142472,9831.53,-0.00265493,0.257634,14.9398,12.7981,112.908,87.2775,0.430133,14.608,13.5875,112.371,137.159,0.537146,-49.8813 
216,100,0.1,2,47.3227,2.3,216,7963.84,-0.0280467,18.7412,12.0351,113.123,-0.0612069,49.559,500,1.18075,0.872675,1.55118,-3.10445,0.363224,110.363,308.345,38.0457,10042.3,7441.23,0.48582,0.177747,0.161324,-3.79937,-0.331704,1.04879,220.436,30.054,9954.41,0.0220972,0.807368,0.00553086,9975.76,-0.00286913,0.0200742,10.7553,86.2554,119.291,98,0.907748,12.2498,10.8185,112.134,136.615,7.15718,-38.6149 
217,100,0.1,2,47.3227,1.7,217,9216.81,-0.0316944,21.1393,12.0475,112.925,0.0377662,-13.4446,500,1.39324,1.26462,2.97285,-0.732635,3.65191,91.2008,66.5048,41.5287,11552.5,8307.08,0.818969,0.690354,1.82432,-1.3069,3.07764,0.642597,-6.13999,34.9246,11479.9,-0.000546061,-0.111681,0.00557289,11244.2,-0.00297208,0.0182507,9.57181,99.5886,120.786,98,1.0678,12.1629,10.706,111.943,136.585,8.84296,-38.5851 
218,100,0.1,2,47.3227,7,218,8772.11,-0.652577,18.3535,14.414,112.993,0.00170804,105.957,2.37939,2.43603,0.392307,2.76416,1.75818,-2.80949,145.03,3645.44,58.1605,7289.47,8617.77,1.52281,-0.520911,0.937728,0.844958,-3.72271,1.99958,3529.92,47.6585,7173.95,0.33426,0.976918,0.0120897,10560.4,-0.00245528,0.273247,13.9813,12.3446,112.417,86.2956,0.508795,14.2772,12.9994,112.344,136.293,0.0729979,-49.9974 
219,100,0.1,2,47.3227,8,219,7533.16,-0.0244108,16.0352,13.6718,113.066,0.0316563,26.1863,0.000141543,4.27223,2.14057,5.26821,0.39747,-0.361197,129.148,3406.15,66.1567,6365.74,7163.67,3.45902,1.32736,3.64179,-0.41574,-1.17441,0.467421,3303.28,56.8048,6262.87,0.349891,0.970785,0.0164335,9440.9,-0.0025331,0.249593,14.3886,12.4385,112.324,87.3081,0.442505,14.3669,13.0269,112.25,136.989,0.0736915,-49.6809 
220,100,0.1,2,47.3227,3.5,220,9511.76,-0.544671,20.6691,13.1945,113.256,0.310921,67.0257,5.88622e-08,2.28452,1.47452,0.654641,-0.628232,-3.93968,124.054,1446.7,45.3948,10311.5,9556.29,1.50338,0.693385,-0.907625,-1.40936,-4.72081,0.812514,1347.89,36.4118,10212.7,0.11869,0.95486,0.00652488,11356.4,-0.00226914,0.136654,12.7577,10.8582,113.097,87.609,0.849191,13.0662,11.6388,112.291,137.469,0.80563,-49.8601 
221,100,0.1,2,47.3227,2,221,10044.6,-0.0229361,22.9715,12.0446,113.139,0.00695214,-9.04062,500,0.0878132,2.34218,0.426471,-0.279329,0.0252084,85.3662,166.949,14.0076,11742.8,9008.98,-0.449715,1.80465,-0.648585,-0.816858,-0.51232,-0.0413603,98.9519,7.82603,11674.8,0.00857448,0.878421,0.0012333,11540.3,-0.00213266,10.8283,0.0549036,31.8282,115.6,81.7684,1.11136,12.3386,11.1362,112.286,136.474,3.31346,-54.7054 
222,100,0.1,2,47.3227,4,222,9851.01,-0.609677,20.9137,13.5374,113.065,0.256256,171.062,309.994,2.46348,2.54215,0.991138,-0.437075,-1.7903,133.072,2086.08,54.0484,9874.24,10643.4,1.62557,1.70423,-0.684698,-1.27499,-2.62822,0.455777,1980.09,44.4124,9768.25,0.171392,0.962231,0.00830576,11553,-0.00222851,0.182624,12.8727,11.3925,112.622,86.6938,0.762648,13.4104,12.2105,112.114,136.554,0.508461,-49.8602 
223,100,0.1,2,47.3227,10,223,7580.98,-0.0100753,16.1085,13.9356,113.126,-0.0354607,4.99645,500,1.21396,1.49709,-0.364752,1.18613,0.532907,170.264,3966.52,66.8786,6010.08,7313.4,0.141852,0.424988,-2.50897,0.114019,-0.539201,-0.0598392,3830.9,54.5494,5874.45,0.399557,0.975687,0.0168179,9587.86,-0.00275318,0.270501,15.0013,12.8709,112.584,87.036,0.408595,14.4864,13.3301,112.373,136.786,0.210991,-49.7505 
224,100,0.1,2,47.3227,0,224,10366.8,-0.599972,23.605,12.4219,113.105,0.172328,-605.146,83.5614,3.16683,0.296064,1.67385,0.299922,-0.264834,89.3339,-63.1488,58.8224,12663.3,12940,2.60432,-0.266448,0.548824,-0.262589,-0.827346,0.694548,-134.307,52.3535,12592.2,-0.0110033,3.14625,0.00760057,12206,-0.00212131,0.00829695,15.4379,8.37083,124.672,67.3277,1.15815,12.0824,11.1072,112.285,137.043,12.3869,-69.715 
225,100,0.1,2,47.3227,2.6,225,7345.76,-0.294965,18.1677,11.9655,113.053,0.18277,-212.253,495.117,2.68952,1.13617,2.69491,0.0964167,0.680154,112.372,422.002,20.5163,9201.9,8339.49,1.98194,0.428596,1.27975,-0.611161,-0.0274237,0.580644,332.494,12.3792,9112.39,0.0358962,0.938831,0.00249626,9262.64,-0.00221136,0.0532279,11.2884,10.6432,111.211,85.3278,0.853207,12.223,10.9629,112.049,136.537,-0.838307,-51.2088 
226,100,0.1,2,47.3227,6,226,6968.14,-0.168035,16.1729,13.0837,113.034,0.263848,-997.197,1.50103,3.71362,-0.200694,3.17121,-0.751927,-2.21211,114.461,2426.18,50.5379,6902.84,15453.3,2.99289,-0.921427,1.72975,-1.47266,-2.93284,3.86247,2335.01,42.2495,6811.66,0.259145,0.969307,0.0112966,9010.44,-0.00251689,0.189632,13.8361,12.0255,112.961,86.8815,0.5172,13.7195,12.5126,112.046,136.262,0.914773,-49.3809 
227,100,0.1,2,47.3227,1.5,227,8176.72,-0.622698,19.8426,12.4676,113.174,0.219094,2497.45,360.656,-0.254913,0.36648,2.96286,-0.80872,-0.961145,112.566,-27.0919,31.5256,10600.2,25865.7,-0.963709,-0.342316,1.54527,-1.51752,-1.66994,1.52414,-116.755,23.3744,10510.5,-0.011465,1.5393,0.00407996,10183.5,-0.0022601,0.0109681,12.0738,7.83007,122.081,67.8642,0.995934,12.1662,10.7742,112.34,136.262,9.74168,-68.3982 
