cyc,detuning,ODT1,ODT2,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
99,100,0.07,1.4,47.3227,5,99,4478.62,-0.561231,12.5142,12.8595,113.098,-0.124624,245.301,450.998,0.110402,-1.47145,-3.14472,-0.118844,-1.70946,110.697,2240.93,7.11411,4723.58,6233.88,-0.58663,-2.16848,-4.53878,-0.815876,-2.40649,0.568404,2152.76,-0.901754,4635.4,0.321525,1.00073,-0.000358485,6695.45,-0.00235247,0.203005,12.9352,10.9426,112.57,87.3971,0.415997,12.3804,11.4194,112.228,136.45,0.341962,-49.0529 
100,100,0.07,1.4,47.3227,3,100,5026.72,-0.0435696,13.9256,11.5281,113.4,0.100263,-10.8935,8.04543e-07,-0.464685,-0.295095,-0.718181,-1.16134,-0.870576,95.9685,949.954,3.03798,6488.16,5261.55,-1.06897,-0.899383,-1.92676,-1.76563,-1.47486,0.72998,873.512,-3.91133,6411.72,0.12205,1.0079,-0.001125,7157,-0.00225127,0.112641,11.5091,9.83618,112.785,87.3651,0.627753,11.8137,10.8018,112.405,136.775,0.380002,-49.4101 
101,100,0.07,1.4,47.3227,9,101,5766.21,-0.433902,13.3309,14.4927,113.077,0.739753,-2317.04,0.046138,2.11611,0.610973,-0.0911916,0.334819,-3.74603,166.853,4698.11,69.4361,3563.23,62086.9,1.06548,-0.439655,-2.19245,-0.71581,-4.79666,0.690293,4565.2,57.3538,3430.32,0.575911,0.978487,0.0298791,7926.92,-0.00276687,0.32751,14.994,12.591,112.701,87.4535,0.248879,14.4307,13.1558,112.015,136.359,0.686599,-48.9056 
102,100,0.07,1.4,47.3227,2.3,102,4951.64,-0.57909,14.709,11.777,113.004,0.629367,-224.26,39.5418,1.54743,-0.308046,1.18471,0.67162,-0.816941,109.182,308.497,11.5427,7173.87,10233.7,0.85994,-0.995539,-0.190278,-0.0158728,-1.50443,0.896934,221.529,3.63656,7086.9,0.0309109,0.972075,0.000944361,7166.7,-0.00231463,0.0424926,11.0941,-10.8461,113.202,86.8099,0.742884,11.4044,10.3522,112.136,135.592,1.06634,-48.7825 
103,100,0.07,1.4,47.3227,1.7,103,4490.68,0.00248982,13.5534,10.6564,113.002,-0.00430135,4.67193,0.958589,0.90633,0.084197,3.70815,2.3074,-2.712,123.808,-5.65132,10.4835,6908.28,4702.32,0.126743,-0.69539,2.14898,1.52781,-3.49159,6.60432,-104.269,1.51825,6809.66,-0.0158724,1.02615,0.000410538,6569.2,-0.446262,0.44686,1589.45,972.778,120.034,97.9674,0.794955,10.6511,9.71927,112.051,135.358,7.98343,-37.3903 
104,100,0.07,1.4,47.3227,7,104,3800.54,-0.00911068,10.5044,12.8736,112.911,0.0144242,10.296,1.11839e-12,0.00568627,1.32109,1.89496,-1.27636,0.58405,131.088,2813.37,29.176,3568.11,4407.01,-0.819741,0.49566,0.244108,-2.10179,-0.241377,1.10074,2708.95,19.6836,3463.69,0.443845,0.987444,0.0103599,6103.37,-0.00261352,0.217759,14.2203,11.9317,112.532,87.2706,0.290904,13.4008,11.7777,112.037,136.507,0.495331,-49.2364 
105,100,0.07,1.4,47.3227,8,105,5644.87,-0.590095,13.0567,14.5165,113.304,0.417754,-153.044,490.846,1.06155,-0.261252,0.93864,1.33652,-0.775864,169.782,4145.49,54.1198,3783.58,8251.37,-0.00752722,-1.33033,-1.19951,0.267451,-1.84494,0.708493,4010.25,41.8255,3648.34,0.528664,0.982075,0.0206816,7585.63,-0.00247086,0.301158,14.5957,12.2688,112.772,87.5682,0.274906,14.2897,12.6145,112.397,136.943,0.375056,-49.3752 
106,100,0.07,1.4,47.3227,3.5,106,5296.17,-0.0354072,14.3917,11.4444,113.246,-0.0481574,-119.081,0.00322097,3.03968,-1.12889,1.32875,-0.216387,-0.654741,132.577,1415.99,17.1361,6354.18,5548.34,2.20488,-1.96369,-0.340854,-1.05119,-1.48954,0.870908,1310.38,7.5359,6248.58,0.176269,0.990036,0.00221669,7433.99,-0.00227261,0.149528,12.1783,10.1231,112.556,87.3356,0.597091,11.6988,11.1697,112.417,136.509,0.139146,-49.1732 
107,100,0.07,1.4,47.3227,2,107,5458.01,-0.179595,15.9522,10.7276,113.159,-0.195304,251.886,495.483,2.1494,0.885392,3.21848,-1.679,-0.103964,101.653,181.478,27.3294,7706.65,7172.22,1.50932,0.245309,1.93831,-2.31908,-0.744047,-2.07759,100.507,19.9684,7625.68,0.0132706,0.742014,0.00480054,7573.67,-0.00277067,0.0154333,12.0373,90.6119,121.582,98,0.838234,10.5522,10.1889,112.161,137.224,9.42153,-39.2244 
108,100,0.07,1.4,47.3227,4,108,4045.46,0.0033522,12.0245,11.5119,112.909,0.00704485,-3.66751,4.45428e-12,-0.0146815,-0.652291,4.26074,-1.27001,-0.895029,93.9522,1251.16,8.90108,5376.75,4507.03,-0.606274,-1.24388,3.07755,-1.86161,-1.48662,2.4511,1176.32,2.09777,5301.91,0.184602,0.996889,0.000728323,6372.2,-0.00239537,0.126183,12.4258,10.5091,111.944,87.7547,0.514058,11.9024,10.8452,112.072,137.204,-0.127656,-49.4489 
109,100,0.07,1.4,47.3227,10,109,3712.79,-0.0195573,9.53914,13.7622,113.39,0.0265648,-2.67221,1.24757e-11,2.74215,0.649046,-2.31821,-0.46458,-1.95026,137.339,3128.88,42.4582,3049.59,4275.9,1.87736,-0.215739,-4.04778,-1.32936,-2.81504,0.380179,3019.49,32.5132,2940.19,0.511701,0.981505,0.0199637,5900.87,-0.00264861,0.215573,15.9057,12.3673,112.91,86.8076,0.22919,13.9118,12.5038,112.366,135.91,0.543641,-49.1027 
110,100,0.07,1.4,47.3227,0,110,5576.46,-0.0927908,16.0712,10.8872,113.38,-0.0668606,98.3957,500,1.10202,0.829344,1.59544,1.04752,-0.509288,122.516,-73.7708,20.2983,8256.28,5910.03,0.330568,0.0578912,0.0525302,0.276071,-1.28074,1.09319,-171.36,11.4266,8158.69,-0.0219013,1.13211,0.00257331,7824.16,-0.00232468,0.00442451,49.1942,4.40705,132.434,77.5501,0.903781,11.0298,9.99959,112.426,136.533,20.0084,-58.9831 
111,100,0.07,1.4,47.3227,2.6,111,5213.94,-0.51867,14.8339,11.6,113.028,0.368431,96.5649,282.646,0.126181,-1.50553,-0.150053,1.13667,0.194433,75.8784,612.782,17.5576,6976.96,6759.71,-0.351605,-1.98332,-1.10563,0.658883,-0.283353,0.639276,552.342,12.0631,6916.52,0.0753482,0.963187,0.00320253,7330.53,-0.00214628,0.0858902,10.897,9.30313,112.698,86.4608,0.726776,11.4058,10.2526,112.101,135.645,0.597185,-49.1839 
112,100,0.07,1.4,47.3227,6,112,3599.62,-0.0738305,10.2732,12.426,113.099,0.385014,-156.926,500,-1.61252,1.55731,1.2394,2.11029,-0.792055,134.631,2251.45,22.8137,3766.11,6122.43,-2.46026,0.70957,-0.456075,1.26255,-1.63979,0.823501,2144.21,13.0647,3658.87,0.374214,0.98945,0.00653462,5729.9,-0.00236793,0.191958,13.786,11.1002,112.705,86.6836,0.318161,12.6048,11.8728,112.1,136.247,0.604428,-49.5632 
113,100,0.07,1.4,47.3227,1.5,113,4700.34,-0.523449,14.6758,10.9827,112.855,-0.512202,741.605,492.58,2.75611,2.88665,2.13403,-0.359691,1.19508,83.8333,-109.257,14.2438,7202.22,17612.3,2.22823,2.35878,1.07828,-0.887567,0.667203,0.801967,-176.033,8.1732,7135.45,-0.0258238,1.08844,0.00210557,6816.71,-0.00207658,-0.0123966,9.27551,-6.4803,136.772,82.5947,0.84233,10.682,9.68791,112.001,135.913,24.771,-53.3178 
114,0,0.1,2,47.2227,1.43,114,8791.4,-0.0859475,21.1004,11.5881,113.199,-0.244358,-380.28,2.83166e-09,2.65486,0.718379,2.21923,1.94637,-0.0420631,131.534,1963.44,32.3565,9325.72,10984.7,1.82663,-0.109856,0.562763,1.11814,-0.870298,0.777333,1858.67,22.8318,9220.95,0.170596,0.978956,0.00454048,10895.2,-0.00232741,0.246365,10.9409,9.32486,112.672,87.6068,0.885242,12.0354,10.7861,112.276,136.816,0.396535,-49.2096 
115,0,0.1,2,47.2227,1.53,115,7438.93,-0.0874307,18.9832,11.2769,113.23,0.516502,-2325.38,500,1.62168,-0.910417,3.40808,1.06401,0.897071,180.222,4328.33,44.082,5622.98,46067.3,0.486863,-2.04523,1.13845,-0.0708049,-0.237741,2.56282,4184.77,31.0317,5479.43,0.437985,0.987189,0.0103247,9554.61,-0.0023621,0.512406,11.3403,9.35112,112.735,87.375,0.55687,11.7175,10.6697,112.278,136.17,0.457643,-48.7949 
116,0,0.1,2,47.2227,1.3,116,8427.66,-0.575587,19.9127,12.4711,113.263,0.52274,-1137.74,164.518,0.73364,0.387558,0.152949,2.03213,0.771374,90.8326,260.6,27.6505,10480.6,27444.9,0.161692,-0.18439,-0.990948,1.46018,0.199425,2.53408,188.248,21.0731,10408.2,0.0181212,0.83619,0.00371577,10388.3,-0.00191617,0.0315664,0.156299,16.8819,114.971,85.0684,0.960196,12.2815,10.9894,112.4,136.203,2.57142,-51.135 
117,0,0.1,2,47.2227,1.45,117,7996.68,-0.147948,20.5375,11.1388,113.229,0.670716,71.165,6.52131e-07,0.954827,0.0709218,0.562284,-0.0602265,-2.09635,178.262,2535.5,35.9409,7944.27,9000.86,-0.167641,-1.05155,-1.68265,-1.18269,-3.21882,0.769606,2393.5,23.0325,7802.28,0.238403,0.983439,0.00540853,10039.7,-0.00226803,0.314373,10.8857,-9.39737,112.645,86.9521,0.788866,11.4986,10.7299,112.292,135.747,0.353336,-48.7949 
118,0,0.1,2,47.2227,1.48,118,6616.61,-0.0493465,17.5432,-11.2625,113.122,0.108478,155.633,500,0.817558,0.49879,1.46785,0.801768,2.56067,150.053,2867.35,25.416,6399.41,6981.45,-0.127289,-0.446057,-0.42184,-0.143079,1.61582,1.88333,2747.83,14.5502,6279.89,0.308671,0.990819,0.00424994,8902.11,-0.00245918,0.33961,11.3819,9.33793,112.605,87.3995,0.635041,11.6253,10.7192,112.23,136.429,0.374974,-49.0295 
119,0,0.1,2,47.2227,1.7,119,7512.09,0.00345769,19.3795,11.2511,113.272,-0.0309331,22.2031,500,0.19055,0.998142,2.6962,2.32276,0.956368,205.466,5726.03,51.8689,4497.03,7120.32,-1.10322,-0.295625,0.108662,1.029,-0.337398,1.18153,5562.37,36.9905,4333.37,0.567064,0.988496,0.0154812,9809.07,-0.00252257,0.671338,11.3495,9.36823,112.62,87.0537,0.440607,11.7318,-10.7762,112.374,135.883,0.245767,-48.8295 
120,0,0.1,2,47.2227,0,120,7805.49,-0.164665,19.0655,11.8848,113.119,-0.322088,520.559,3.71389e-10,1.44345,0.321688,-0.580055,3.0827,2.37044,75.2207,-89.7634,18.9191,10388.6,12834.4,0.969801,-0.151957,-1.52734,2.60906,1.89679,1.40232,-149.679,13.4722,10328.7,-0.0150093,1.18696,0.00239698,9972.46,-0.00238383,0.0118507,13.6634,8.16282,122.231,67.9964,1.00514,11.9533,10.6062,112.25,136.19,9.98041,-68.194 
121,0,0.1,2,47.2227,1.38,121,8408.71,-0.24634,20.3223,11.6865,113.34,-0.113475,-337.325,1.88107e-09,0.531752,0.871015,0.382942,-0.0469746,-0.995079,150.386,1267.85,42.624,9385.71,8977.36,-0.415188,-0.0759258,-1.51094,-0.993915,-1.94202,0.694017,1148.06,31.7342,9265.92,0.11224,0.953859,0.00626935,10228.7,-0.00208606,0.164773,10.3845,9.47393,112.898,87.1321,0.878696,11.977,11.0034,112.426,136.365,0.471703,-49.2328 
122,0,0.1,2,47.2227,1.58,122,7268.43,-0.413103,18.9884,11.4532,113.311,0.346864,593.655,9.67848e-07,3.09916,-0.74153,0.61437,3.0641,-1.06593,136.041,4668.07,29.1752,5140.32,13782.9,2.24254,-1.59814,-1.09886,2.20748,-1.92255,-5.482,4559.71,19.3241,5031.95,0.480423,0.992638,0.00702451,9491.02,-0.00235387,0.56233,11.186,9.32364,112.723,87.2135,0.524567,11.558,10.4087,112.32,136.128,0.402607,-48.9142 
123,0,0.1,2,47.2227,1.5,123,5513.3,-0.0820687,16.0244,10.8687,113.279,-0.137175,157.833,499.992,0.850932,-0.130252,2.36833,0.928654,2.88462,174.089,3653.9,21.1411,4615.02,6374.41,-0.245261,-1.22644,0.175942,-0.167539,1.78843,0.458845,3515.23,8.5349,4476.36,0.44485,0.995769,0.00349998,7902.06,-0.00256232,0.449668,10.975,9.33036,112.723,87.1781,0.472231,11.5367,10.4799,112.37,136.238,0.352987,-49.0595 
124,0,0.1,2,47.2227,1.55,124,7527.07,-0.544423,19.208,11.7293,113.293,13.6133,-9226.03,196.834,0.848213,0.912432,0.345772,0.118405,1.66115,135.34,4763.4,42.6954,5190.02,4.09591e+06,-0.00398417,0.0602339,-1.35862,-0.733793,0.808953,-0.10708,4655.6,32.8952,5082.22,0.483138,0.987786,0.0117827,9636.17,-0.00226661,0.556969,11.3676,9.44468,112.568,87.2761,0.513047,11.5831,10.7553,112.535,136.161,0.0326096,-48.8853 
125,0,0.1,2,47.2227,1.68,125,7283.2,-0.632829,19.5334,11.7704,113.174,-37.3686,-51917.9,87.098,0.508541,-0.389207,-1.31137,0.45419,0.427875,161.275,5707.43,32.0369,4362.86,6.31641e+07,-0.506967,-1.40472,-3.34239,-0.561319,-0.587633,0.477998,5578.97,20.3586,4234.4,0.573456,0.993654,0.0087789,9728.68,-0.00262292,0.652941,11.5067,9.53396,112.482,88.2361,0.43685,11.6735,-10.5972,112.234,137.24,0.247846,-49.0042 
126,0,0.1,2,47.2227,1.33,126,8576.93,-0.52136,20.1659,12.3293,113.22,0.311195,407.584,448.74,0.372771,0.332715,-4.02837,-0.2933,-0.698364,146.663,522.886,41.6535,10273.8,12222.8,-0.550727,-0.590783,-5.87537,-1.2168,-1.62186,0.403851,406.063,31.0333,10157,0.0391955,0.882034,0.00559678,10359.9,-0.00203983,0.0653866,10.3484,-10.8047,112.662,86.4276,0.973785,11.9852,10.8063,112.299,136.661,0.362993,-50.2335 
127,0,0.1,2,47.2227,1.35,127,7829.22,-0.517262,19.8365,12.0658,113.42,-2.30905,3110.29,414.225,-0.0663481,-0.950414,-1.56952,-0.826781,0.884354,124.207,765.872,34.6958,9428.71,241583,-0.848446,-1.73251,-3.13372,-1.60888,0.102256,0.566045,666.936,25.7016,9329.77,0.0679846,0.936821,0.00504901,9810.11,-0.00215703,0.101909,10.5997,9.29944,112.466,86.7572,0.898907,11.8145,10.9085,112.434,136.068,0.0322013,-49.3109 
128,0,0.1,2,47.2227,0,128,8071.31,-0.0908923,19.0533,11.9077,113.578,0.105022,-28.7512,497.216,-0.340162,3.32373,4.09905,2.08217,-0.127438,83.5551,-84.7479,23.1358,10470.9,7484,-0.866286,2.7976,3.0468,1.55604,-0.653563,0.481889,-151.303,17.0853,10404.4,-0.0150625,1.24628,0.00301585,10045,-0.00224583,0.0144603,8.45968,8.25851,122.967,66.3814,0.987291,12.0713,10.8311,112.582,135.361,10.3858,-68.9792 
129,0,0.1,2,47.2227,0,129,8664.56,-0.582174,21.025,12.0916,113.138,-0.0750788,2250.51,277.317,0.803798,1.22894,2.52741,0.0685729,-1.76321,80.1408,-91.1813,31.4665,11116.6,13776.3,0.299173,0.724314,1.51816,-0.436052,-2.26784,10.3574,-155.016,25.6633,11052.8,-0.0145191,1.40789,0.00425894,10676.7,-0.0708149,0.0688624,1837.3,1849.22,119.922,56.7095,1.07288,11.8464,10.7164,112.258,137.229,7.66336,-80.5194 
130,0,0.1,2,47.2227,1.4,130,7664.67,-0.519949,18.6864,12.065,113.186,0.811342,-242.362,479.068,-0.187375,0.515881,3.02845,1.80847,0.451432,106.148,1287.57,30.7671,8599.21,13740.4,-0.855764,-0.152508,1.69167,1.14008,-0.216957,-0.0529994,1203.02,23.0806,8514.66,0.126005,0.967516,0.00496857,9547.39,-0.00207078,0.15853,11.1799,9.43253,112.556,86.1528,0.813567,11.9938,10.8593,112.236,135.592,0.319654,-49.4393 
131,0,0.1,2,47.2227,1.65,131,6079.75,-0.427279,17.5788,11.0069,113.353,0.198163,-49.7293,500,2.53342,0.59752,-1.53685,-0.215307,0.110688,159.978,5705.99,30.5889,3101.66,6619.51,1.52608,-0.409819,-3.55153,-1.22265,-0.896651,0.220226,5578.56,19.0045,2974.23,0.656818,0.994074,0.0116336,8493.3,0.000261095,0.693536,11.1003,9.20733,112.742,86.916,-158.21,13.6022,-0.091012,112.287,137.518,0.45411,-50.6022 
132,0,0.1,2,47.2227,1.6,132,8400.52,-0.614543,21.1684,11.8535,113.157,0.442814,918.79,385.787,1.73601,0.96272,2.26778,-0.392818,-0.566124,179.705,5869.7,43.708,5194.52,21412.6,0.604454,-0.168833,0.00467781,-1.52437,-1.69768,1.00168,5726.56,30.6951,5051.38,0.53635,0.990707,0.0110698,10676.9,-0.00251169,0.657352,11.6419,9.65585,112.624,88.2247,0.510834,11.6779,-10.716,112.112,136.954,0.51154,-48.729 
133,0,0.1,2,47.2227,0,133,8489.91,-0.58798,21.0213,11.9447,113.099,-1.00669,930.161,463.802,-0.976032,0.474448,2.11451,2.36615,0.0107955,126.607,-60.3382,25.6439,10941.6,38656.3,-1.77324,-0.32276,0.520094,1.56894,-0.786413,1.65554,-161.185,16.476,10840.7,-0.0154056,1.21785,0.00279187,10462.7,-0.00285978,0.00675517,49.1998,-26.7442,147.839,55.014,1.0434,11.8389,10.9629,112.161,135.571,35.6785,-80.5574 
134,0,0.1,2,47.2227,1.63,134,7351.96,-0.591847,19.4493,11.6617,113.328,0.14849,362.344,472.841,0.298267,1.46374,-3.02204,0.000167453,1.24396,114.089,5813.51,44.4379,4152.67,9135.01,-0.420118,0.745353,-4.45881,-0.718218,0.525579,-0.0306496,5722.63,36.1765,4061.79,0.589768,0.989058,0.0161419,9703.19,-0.00244205,0.661732,11.478,9.58145,112.765,87.8454,0.406474,11.6891,-10.7821,112.399,137.126,0.366681,-49.2809 
135,0,0.1,2,47.2227,1.43,135,6669.81,-0.0352907,17.583,11.0106,113.338,0.531601,-495.228,500,1.16903,0.254568,2.57519,1.91394,-1.61021,178.672,1897.28,27.8642,7076.09,14872.4,0.0439793,-0.870485,0.325082,0.788888,-2.73526,1.13281,1754.96,14.9261,6933.77,0.205257,0.985334,0.00394977,8550.06,-0.000306462,-0.344277,10.5993,0.106736,112.371,89.5214,0.714604,11.635,10.3427,112.355,136.311,0.0163955,-46.7895 
136,0,0.1,2,47.2227,1.53,136,6979.09,-0.587532,18.7119,11.6623,113.366,0.816605,168.055,285.318,3.21241,1.36398,-1.77716,-1.88325,-0.0388456,157.184,4539.29,29.1656,4987.44,11571.3,2.22267,0.374232,-3.75665,-2.87299,-1.02859,0.257775,4414.08,17.7835,4862.24,0.480885,0.992999,0.00669237,9179.08,-0.00239913,0.521754,11.4059,9.62675,112.825,86.5974,0.481729,11.6837,10.9354,112.315,135.481,0.509893,-48.8841 
137,0,0.1,2,47.2227,1.3,137,10380,-0.235524,22.7165,12.2991,113.155,0.0915339,-122.55,1.33575e-10,1.50691,1.64467,3.73465,0.924809,0.0653434,107.391,297.565,45.7001,12192.4,9460.32,0.830698,0.968458,2.38222,0.248594,-0.610872,0.376235,212.024,37.9236,12106.9,0.0175563,0.761607,0.0057371,12076.8,-0.00213881,0.0245226,11.7468,21.5279,115.509,87.4824,1.08961,12.3836,11.1685,112.259,136.806,3.25035,-49.3234 
138,0,0.1,2,47.2227,1.45,138,6282.93,-0.607676,17.9819,-11.4218,113.208,1.54518,4740.87,284.143,2.24405,-0.196722,1.42718,0.499313,-0.374304,175.326,2579.31,33.2173,6485.86,245156,1.14007,-1.3007,-0.780786,-0.604668,-1.47829,0.741835,2439.65,20.5215,6346.2,0.28175,0.985493,0.00592148,8658.93,-0.00258244,0.329108,10.8177,9.27688,112.733,87.503,0.65603,11.5767,10.5105,112.295,136.372,0.438079,-48.8693 
139,0,0.1,2,47.2227,1.48,139,7548.01,-0.0154502,19.0859,11.3043,113.017,0.0157267,20.377,0.0956276,1.90385,2.44264,3.82119,0.253676,1.45931,116.202,3268.87,22.2204,6733.5,7033.89,1.17215,1.71094,2.3578,-0.478018,0.727618,0.570567,3176.32,13.8059,6640.94,0.327981,0.992451,0.00381495,9684.44,-0.00233726,0.399371,10.9478,9.45879,112.432,87.1315,0.641532,11.9276,10.9246,112.174,135.982,0.257805,-48.8507 
140,0,0.1,2,47.2227,1.7,140,7135.5,-0.585115,18.7595,11.7992,113.469,1.62055,814.987,37.3901,2.36568,-1.19018,-3.21198,-1.62469,-1.12624,186.292,5486.93,41.2436,4196.95,50199.6,1.19265,-2.36321,-5.55804,-2.79772,-2.29927,0.529999,5338.54,27.7538,4048.56,0.573658,0.990984,0.0124706,9306.13,-0.00240576,0.619637,11.5772,9.59497,112.979,88.4452,0.407683,11.6925,-10.9119,112.342,137.37,0.637367,-48.9247 
141,0,0.1,2,47.2227,0,141,9778.72,-0.0250888,22.0058,12.0256,113.118,-0.0113555,74.0382,500,1.69551,0.0831353,1.3447,1.31368,2.17145,89.6726,-59.2166,36.3416,12093.8,8642.05,1.13086,-0.481509,0.215412,0.749034,1.6068,0.933114,-130.644,29.8482,12022.4,-0.0112128,1.66617,0.00455261,11651.3,-0.00215416,0.00946747,-0.341301,6.43517,111.774,66.4582,1.10004,12.2594,11.0997,112.283,136.592,-0.50819,-70.1343 
142,0,0.1,2,47.2227,1.38,142,8261.73,-0.224128,20.0814,11.7898,113.216,0.429253,255.849,0.877725,3.22357,0.23468,0.915399,0.0398104,0.572214,129.146,1100.9,31.4752,9530.51,11282.3,2.41037,-0.578519,-0.710999,-0.773388,-0.240984,7.67729,998.03,22.1234,9427.64,0.0974913,0.962656,0.00430418,10237.1,-0.0022293,0.138202,11.0443,-9.62532,112.666,85.983,0.903838,12.0504,10.7888,112.272,135.251,0.393958,-49.2676 
143,0,0.1,2,47.2227,1.58,143,6602.65,-0.101915,18.4266,10.6957,113.387,0.185917,123.804,500,-0.41083,2.45395,4.24824,1.41284,0.540812,193.143,5354.79,24.0247,3956.74,7165.08,-1.627,1.23778,1.81589,0.196664,-0.67536,-0.915552,5200.94,10.0387,3802.9,0.582557,0.996634,0.00483915,8927.78,-0.00255219,0.663889,11.0188,9.25753,113.003,87.7703,0.426387,11.0763,-10.2965,112.38,136.777,0.622707,-49.0068 
144,0,0.1,2,47.2227,1.5,144,7650.74,-0.0173281,19.2655,11.4453,113.22,-0.0328874,47.5611,500,3.94237,0.49355,2.47769,-1.86951,1.11681,184.102,3444.18,28.0416,6896.42,7228.88,2.78313,-0.665689,0.159212,-3.02875,-0.0424325,1.20039,3297.54,14.7104,6749.78,0.332671,0.992254,0.00399861,9912.32,-0.00253135,0.403884,11.3543,9.51732,112.743,86.9437,0.651147,12.0083,10.904,112.124,135.839,0.619395,-48.8958 
145,0,0.1,2,47.2227,1.55,145,7176.36,-0.253956,19.2266,11.1318,113.505,-0.126628,332.925,500,2.74604,1.67725,-0.0622985,2.43678,1.95763,139.988,4861.65,45.1205,4950.32,8339.66,1.86457,0.795786,-1.82523,1.55531,1.07617,1.52652,4750.14,34.9837,4838.81,0.500427,0.987276,0.013143,9492.18,-0.00245369,0.580627,11.1367,9.43868,112.906,86.7605,0.499164,11.2813,10.8289,112.575,135.289,0.331278,-48.5287 
146,0,0.1,2,47.2227,1.68,146,5520.85,-0.628375,16.805,11.3764,113.269,0.0173012,640.895,22.3599,0.191812,1.17729,-3.91337,-1.03981,-0.203511,197.388,5053.96,35.5553,3400.31,6584.51,-1.05109,-0.06561,-6.39918,-2.28271,-1.44641,0.430931,4896.73,21.2619,3243.08,0.60641,0.992459,0.0119329,8074.95,-0.00276709,0.616924,11.1833,9.27304,112.581,87.6127,0.348579,11.3131,-10.6754,112.29,136.251,0.291812,-48.6387 
147,0,0.1,2,47.2227,1.33,147,8872.24,-0.191136,21.1393,11.8754,113.221,0.100022,-198.687,499.998,1.99561,-0.335671,1.72898,0.598561,0.7146,116.216,427.583,41.0915,10953,8819.05,1.26383,-1.06745,0.265423,-0.133218,-0.0171793,0.147669,335.013,32.6761,10860.4,0.0305161,0.854197,0.00551184,10978.2,-0.00232871,0.062884,10.5234,9.64808,113.108,85.6985,1.02361,12.0832,10.8886,112.276,136.067,0.831733,-50.3687 
148,0,0.1,2,47.2227,1.35,148,8801.59,-0.21947,20.3411,12.004,113.313,-0.146529,111.469,500,1.73368,1.08587,2.84444,-1.27126,1.34068,109.281,657.295,19.0062,10349.8,8480.38,1.04557,0.397758,1.46822,-1.95937,0.652567,0.085072,570.249,11.0929,10262.7,0.0536566,0.967078,0.00198716,10627.7,-0.00206023,0.0813595,11.335,9.90898,112.836,87.5314,0.966672,12.1489,10.8421,112.305,136.937,0.531008,-49.4056 
149,0,0.1,2,47.2227,0,149,8407.87,-0.0371017,19.3319,11.7854,113.489,0.0716755,57.7706,1.55604e-12,1.33519,1.49152,-0.655374,1.66856,2.1869,117.626,-102.103,19.9425,10620.6,7551.53,0.594526,0.750857,-2.13669,0.927904,1.44624,2.34991,-195.796,11.4249,10526.9,-0.0193463,1.11373,0.00199526,10120.6,-0.00258684,0.00917758,8.91217,-10562.1,122.5,57.5035,1.00496,11.9534,10.7337,112.476,136.729,10.0235,-79.2257 
150,0,0.1,2,47.2227,0,150,8788.78,-0.162261,20.4027,11.9462,113.051,0.245246,112.21,499.968,3.16761,1.36335,2.8136,0.0739518,0.362094,146.735,-51.1139,32.6337,10962.2,8830.21,2.24366,0.439396,0.965701,-0.849998,-0.561855,0.568287,-167.994,22.0083,10845.3,-0.01606,1.29746,0.00372425,10460.4,-0.00265557,0.0115329,7.80591,10239.8,121.042,69.8935,1.03495,12.0394,10.7185,112.101,135.988,8.94024,-66.0949 
151,0,0.1,2,47.2227,1.4,151,7454.8,-0.0907823,18.4519,11.5054,113.204,0.0646576,16.6175,499.723,2.75759,0.125859,2.15427,1.80752,2.35115,139.508,1311.17,20.9634,8541.18,6945.92,1.87914,-0.752587,0.397377,0.929077,1.4727,0.898776,1200.04,10.8613,8430.05,0.126835,0.984408,0.00236774,9461.5,-0.00224534,0.163914,11.1307,9.41852,112.741,86.1497,0.823028,11.8788,10.7756,112.313,135.261,0.428105,-49.111 
152,0,0.1,2,47.2227,1.65,152,6808.43,-0.569932,18.924,11.2691,113.206,-0.510181,707.082,0.0897495,2.3747,0.113028,2.83881,0.411944,-0.496165,154.363,5846.39,25.998,3689.32,18685.5,1.40272,-0.858954,0.894847,-0.560039,-1.46815,2.51778,5723.44,14.8202,3566.37,0.620866,0.995489,0.00759682,9218.47,-0.00254502,0.683958,11.1655,9.6328,112.653,87.9011,0.373744,11.2342,-10.7674,112.393,136.643,0.26041,-48.7418 
153,0,0.1,2,47.2227,1.6,153,5620.11,-0.00202694,16.2345,10.7393,113.408,-0.016317,20.5349,4.20468e-12,0.657611,0.395186,2.43007,1.29996,0.634066,127.581,4973.32,26.2254,3384.28,5686.47,-0.145729,-0.408154,0.823392,0.496615,-0.169274,-0.379564,4871.69,16.987,3282.65,0.602284,0.993935,0.00944249,8088.69,-0.00256511,0.587898,11.2502,9.42519,112.852,87.036,0.355606,11.3318,10.46,112.455,135.726,0.397012,-48.6903 
