cyc,field,#2,#3,#4,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
105,201.4,2.922,44.7073,2.023,105,19044.8,-0.350076,39.1262,12.8447,121.823,0.16979,217.772,499.992,-8.94816,-3.81673,-12.5371,-5.14699,-4.75622,167.413,9210.76,48.1031,12494.4,17563.8,-10.0023,-4.87089,-14.6454,-6.20115,-5.81038,0.647355,8975.94,39.4063,12259.6,0.459851,0.992376,0.00588625,19519.2,-0.00306464,0.758007,12.9668,11.5929,122.06,92.0549,0.962842,13.0798,12.8633,120.627,142.969,1.43267,-50.9143 
106,201.4,2.922,44.7073,2.023,106,18916.1,-0.0400262,38.2538,12.6781,122.206,0.00368926,-11.1333,488.436,-3.6079,-8.16684,-8.20766,-7.72962,-7.94927,126.889,9256.33,50.8858,12086.2,15789.3,-4.40689,-8.96582,-9.80564,-8.5286,-8.74825,0.757617,9078.35,44.2941,11908.3,0.469907,0.991534,0.00680529,19319.5,-0.00272062,0.765121,12.7654,11.6456,122.491,92.5081,0.919515,13.0599,12.9777,120.885,143.757,1.60631,-51.249 
107,202.3,3.42,44.848,2.02,107,20488.2,-0.129925,46.8448,11.144,122.056,-0.0633294,64.7021,500,-7.36936,-6.89468,-6.8578,-7.78446,-3.3442,104.424,10331.3,37.1662,12781.6,17127.5,-8.02689,-7.55221,-8.17287,-8.44199,-4.00173,0.774203,10184.8,31.7416,12635.1,0.483816,0.994576,0.00460637,21051,-0.00298067,1.08055,11.2817,10.439,121.966,92.0508,1.2263,11.4918,11.7233,121.199,142.787,0.76733,-50.7362 
108,202.5,3.53,44.8792,2.019,108,22502,-0.831495,50.3852,11.5723,121.823,2.07939,314.176,393.05,1.65203,-6.43788,-7.55755,-0.625512,-2.96884,136.044,10763.7,42.9115,14134.6,40247.8,0.795396,-7.29451,-9.27082,-1.48214,-3.82547,0.560157,10572.9,35.8443,13943.8,0.468563,0.994102,0.00471305,22564.6,-0.0028741,1.13488,11.3629,10.2055,121.721,92.3539,1.35305,11.6656,11.6612,120.985,142.851,0.735783,-50.497 
109,201.9,3.199,44.7855,2.021,109,20916.7,-0.91607,44.5812,-12.5216,121.792,0.238263,637.885,399.41,-2.82653,-7.3363,-6.11802,-7.13533,-2.62004,153.048,10353.8,44.2169,13257.7,23119.7,-3.79023,-8.3,-8.04542,-8.09903,-3.58375,0.747146,10139.2,36.2664,13043.1,0.474765,0.993779,0.00509589,21356.2,-0.00297378,0.929203,12.4154,11.027,121.844,92.141,1.1018,12.487,12.3861,120.876,143.05,0.968141,-50.9089 
110,202,3.254,44.8011,2.021,110,21724.2,0.0156467,45.9558,-11.897,121.849,-0.0112979,25.9063,2.38265e-12,-9.13115,-2.65816,-9.30243,-2.77239,-4.00735,218.327,10466.4,53.3883,13768.2,17807.7,-10.5059,-4.0329,-12.0519,-4.14714,-5.3821,0.666336,10160.2,42.0467,13462,0.467403,0.99281,0.00572066,21737.5,-0.00278392,1.00677,11.9258,10.6392,121.88,91.9232,1.2004,12.1819,12.1138,120.9,142.585,0.980139,-50.6619 
111,201.2,2.812,44.676,2.023,111,18851.9,-0.855496,40.6451,12.4618,121.773,0.520555,197.97,346.993,-4.21005,-3.47554,-15.4317,-4.789,-8.26851,187.997,8959.08,38.3251,12321.2,19843.3,-5.39382,-4.65931,-17.7992,-5.97276,-9.45228,0.588718,8695.4,28.5591,12057.5,0.456095,0.994285,0.00434419,19064.9,-0.00273404,0.799616,12.3773,11.14,122.169,92.0424,1.02138,12.4406,12.4923,120.654,142.814,1.51442,-50.7711 
112,201.1,2.756,44.6603,2.024,112,20402.4,-0.165831,42.7441,12.2364,121.652,-0.109832,151.149,500,-3.42252,-7.26405,-12.201,-2.79155,-5.56135,144.6,9913.18,41.9011,12996.9,17567,-4.33303,-8.17455,-14.022,-3.70206,-6.47186,0.617965,9710.37,34.3894,12794.1,0.468798,0.993841,0.00492702,20713.3,-0.00277951,0.912579,12.2657,10.8253,122.111,91.7628,1.11444,12.3993,12.1179,120.449,142.226,1.66142,-50.4636 
113,202.7,3.641,44.9104,2.019,113,20252.3,-0.056952,47.3757,10.995,121.941,-0.0524613,73.562,500,-7.62211,-5.43097,-8.26036,-5.16108,-2.5881,97.6118,10190,23.9262,12825.9,17082.4,-8.23674,-6.04561,-9.48963,-5.77572,-3.20273,0.710244,10053,18.8555,12689,0.479502,0.996728,0.00272984,20965.6,-0.00324705,1.13943,11.0939,9.94242,121.944,91.9891,1.31197,11.3837,11.2215,121.147,142.314,0.797418,-50.3244 
114,202.9,3.752,44.9416,2.018,114,21449.8,-0.0395818,50.1975,-10.8485,121.589,-0.0780545,52.3263,500,-8.24254,-12.988,-15.5026,-9.8682,-3.02939,158.865,10695.7,28.6271,13489.4,17860.4,-9.24287,-13.9883,-17.5032,-10.8685,-4.02972,0.685379,10472.9,20.3744,13266.6,0.478604,0.996607,0.00282106,21882.2,-0.00318525,1.21099,10.9818,9.88356,121.454,92.5554,1.4398,11.0935,10.9971,120.932,143.125,0.522202,-50.5693 
115,202.6,3.586,44.8948,2.019,115,22609,-0.797875,51.4248,11.3094,121.843,-0.389821,-1974.47,104.06,-7.01498,-8.45268,-11.0221,-10.3008,-6.34345,253.626,10758.6,40.5767,14234.3,43988.3,-8.61199,-10.0497,-14.2161,-11.8978,-7.94046,0.730327,10402.8,27.4014,13878.5,0.465694,0.995412,0.00362382,22338.4,-0.00275037,1.15499,11.1443,10.2461,121.847,92.1367,1.40558,11.3901,11.4541,120.986,142.769,0.861064,-50.6322 
116,201.3,2.867,44.6916,2.023,116,20706,-0.0196962,42.4546,12.4829,121.588,0.138222,-180.201,500,-9.76245,-9.7024,-16.6172,-7.53635,-4.40984,129.662,10042.4,50.7996,13297.6,18062.6,-10.5789,-10.5188,-18.2501,-8.3528,-5.22629,0.655184,9860.55,44.0639,13115.8,0.466438,0.99224,0.00615069,21140.1,-0.00286503,0.861924,12.6936,11.3141,121.825,91.8349,1.06144,12.7246,12.5677,120.415,142.641,1.40983,-50.8061 
117,201,2.701,44.6446,2.024,117,22724.8,-0.930475,48.7545,12.2868,121.825,1.46882,-543.434,410.123,-9.77395,-4.50939,-17.7708,-4.74682,-5.38675,179.702,11168.3,32.5084,14111,45484.9,-10.9055,-5.64092,-20.0339,-5.87836,-6.51828,0.590953,10916.2,23.1732,13859,0.478049,0.996299,0.00307068,22835,-0.00289094,1.04188,12.0843,10.8866,122.04,92.0654,1.20474,12.315,12.2377,120.56,142.856,1.4803,-50.7906 
118,202.2,3.365,44.8324,2.02,118,21426.6,-0.0602634,46.4379,11.4458,121.802,-0.056063,42.9631,500,-7.78036,-7.44741,-10.0202,-4.12329,-5.17303,172.497,10509.8,49.2761,13036.2,17381.2,-8.86653,-8.53358,-12.1925,-5.20946,-6.25919,0.703066,10267.8,40.3152,12794.3,0.482717,0.993176,0.00577103,21270.9,-0.00242699,1.07792,11.377,10.3702,121.776,91.528,1.23296,11.8083,11.615,120.947,141.908,0.829791,-50.3801 
119,201.8,3.143,44.7699,2.022,119,22391,-0.0330957,45.0065,12.4299,121.723,-0.00978899,-14.7922,499.981,-4.82877,-2.61071,-9.23794,-8.05959,-3.74287,212.951,10581.9,48.6644,14153,18215.8,-6.16966,-3.95161,-11.9197,-9.40048,-5.08376,0.673658,10283.2,37.602,13854.3,0.463252,0.993642,0.0049748,22197.9,-0.00249665,0.914554,12.4068,11.3769,121.942,92.2253,1.09791,12.7127,12.8947,120.629,143.084,1.31212,-50.8587 
120,203,3.807,44.9571,2.018,120,21543.1,-0.18516,49.4092,-11.1254,121.277,0.216457,-54.0219,500,-3.19295,-7.21312,-13.4942,-5.79188,-6.88437,158.053,10365.9,34.155,13920,18275.2,-4.18816,-8.20833,-15.4847,-6.78709,-7.87958,0.636065,10144.3,25.9445,13698.3,0.462684,0.995544,0.00347679,21924.8,-0.0030998,1.13159,11.1187,10.0422,121.238,92.0385,1.40698,11.4148,11.2512,120.47,142.498,0.767872,-50.4594 
121,202.1,3.309,44.8167,2.021,121,19930.9,-0.793606,43.7676,11.9478,121.402,-3.73465,6237.2,489.059,-0.0196806,-4.77554,-11.2724,-3.29825,-8.6697,130.577,9781.39,32.8616,12342.4,775311,-0.841891,-5.59775,-12.9168,-4.12046,-9.49191,0.608211,9598.24,26.0783,12159.2,0.478592,0.995268,0.00393529,20055.2,-0.00253159,0.96344,11.8924,10.5108,121.524,92.1239,1.11853,11.8341,12.0099,120.452,142.713,1.07133,-50.5895 
122,202.8,3.696,44.926,2.019,122,20625.6,-0.176298,47.3913,11.1372,121.611,-0.326758,791.216,500,-8.04421,-4.57491,-5.08769,-2.45716,0.971822,201.531,9757.64,38.2049,13400.1,25598.1,-9.3132,-5.8439,-7.62567,-3.72614,-0.297167,0.715525,9474.97,27.7357,13117.4,0.456494,0.994903,0.00387986,20756,-0.00293408,1.08851,11.0509,9.90791,121.528,92.3101,1.35786,11.4543,11.2079,120.93,143.05,0.597889,-50.7404 
123,201.5,2.978,44.7229,2.022,123,22182,-0.805399,44.2487,12.9809,121.8,0.677996,-205.751,500,-0.646317,-5.24066,-9.68729,-6.34856,-4.09628,137.229,10609.3,62.2262,13630.5,23239.3,-1.51041,-6.10476,-11.4155,-7.21266,-4.96037,0.634162,10416.9,55.0974,13438,0.474065,0.990829,0.00749625,21973.5,-0.00235299,0.865309,12.9053,11.6517,122.015,92.0713,1.03305,12.8685,13.1186,120.774,142.996,1.24147,-50.9245 
124,201.7,3.088,44.7542,2.022,124,20675.7,-0.410496,42.1075,12.7981,121.57,0.119167,308.839,500,-8.35566,-5.42595,-12.4346,-6.73643,-4.93022,195.646,9903.72,53.3162,13167.5,18740.9,-9.58759,-6.65788,-14.8984,-7.96836,-6.16215,0.67093,9629.3,43.1528,12893.1,0.464793,0.992219,0.00612768,20717.4,-0.0027445,0.807396,12.8759,11.7135,121.863,91.7445,1.0099,12.8749,13.0525,120.5,142.805,1.36259,-51.0605 
125,202.4,3.475,44.8636,2.02,125,21238.4,-0.0823202,47.8096,-11.2107,121.708,0.0264521,-140.488,2.90342e-12,-3.50472,-5.66023,-14.5118,2.07516,-3.86961,119.058,10422.2,34.4634,13267.6,17568.9,-4.25439,-6.40991,-16.0112,1.32548,-4.61929,0.465748,10255.2,28.2786,13100.6,0.476505,0.995198,0.00396058,21521.7,-0.00275871,1.11586,11.23,10.1324,121.675,92.0675,1.2952,11.5376,11.4838,120.944,142.724,0.730517,-50.6562 
126,201.6,3.033,44.7386,2.022,126,22035.9,-0.596526,43.3995,13.2192,122.003,2.14077,-1098.75,0.715658,-6.32506,-3.10535,-8.32675,-9.15339,-5.48338,175.475,10686.4,65.8268,13674.2,95247.3,-7.42998,-4.21027,-10.5366,-10.2583,-6.5883,0.729993,10440.3,56.7112,13428.1,0.474808,0.990584,0.00771977,21988.4,-0.00254117,0.846759,13.1427,11.7837,122.195,91.5561,0.97956,13.3064,13.3642,120.705,142.423,1.48987,-50.8674 
127,201.4,2.922,44.7073,2.023,127,18387.2,-0.898187,38.5447,13.0045,121.975,1.35023,-818.584,104.161,-7.59204,-6.83757,-8.67817,-7.837,-7.17732,190.973,9232.7,46.3739,11636.4,52298,-8.79455,-8.04008,-11.0832,-9.03951,-8.37983,0.755539,8964.84,36.4533,11368.6,0.478334,0.992934,0.00587202,18741.8,-0.00271105,0.777826,12.7418,11.4102,122.179,91.2979,0.894272,12.8533,13.0403,120.649,142.233,1.53016,-50.9351 
128,202.3,3.42,44.848,2.02,128,22379.4,-0.842452,49.6773,11.7086,121.671,0.549954,161.792,95.5617,-9.19368,-9.90305,-16.3271,-8.77313,-5.8345,228.237,10689.1,43.8892,14103.6,21831.1,-10.6308,-11.3402,-19.2014,-10.2103,-7.27165,0.672635,10369,32.0327,13783.5,0.466593,0.994623,0.00426279,22222.8,-0.00277687,1.05764,11.6231,10.6371,121.779,91.8525,1.31731,11.6484,11.8642,120.822,142.621,0.957599,-50.7687 
129,202.5,3.53,44.8792,2.019,129,21644.9,-0.339283,48.7371,-11.2203,121.577,0.540421,-90.5885,499.998,-11.6914,-3.77836,-9.75221,-5.26577,0.285685,200.062,10697.6,28.7483,13294.9,19395.2,-12.9511,-5.0381,-12.2717,-6.52551,-0.974053,0.675012,10417,18.3554,13014.3,0.48206,0.996926,0.00259137,21609.3,-0.00268136,1.14367,11.2226,10.1665,121.551,92.1133,1.31482,11.4045,11.4705,120.824,142.574,0.727292,-50.4606 
130,201.9,3.199,44.7855,2.021,130,21538.1,-0.0290349,44.2621,12.1501,121.771,-0.0862285,137.08,500,-7.55916,-4.54126,-9.60087,-4.39907,-9.99319,157.092,10280.3,32.0496,13585.1,17891.5,-8.54832,-5.53042,-11.5792,-5.38823,-10.9824,0.724492,10060,23.8889,13364.8,0.466741,0.995862,0.00328187,21553.7,-0.00252038,0.925023,12.1478,11.0604,121.789,92.0996,1.1018,12.6441,12.5371,120.832,143.006,0.956856,-50.9059 
131,202,3.254,44.8011,2.021,131,20042.2,-0.0199635,42.0032,11.9458,121.463,-0.0794798,71.0187,500,-4.80841,1.4916,-11.9202,-8.20847,-7.13242,127.872,9229.38,33.7503,12866.1,16517.8,-5.61359,0.686423,-13.5306,-9.01365,-7.93759,0.617877,9050.03,27.1076,12686.8,0.453393,0.994786,0.00392056,19960.6,-0.00216554,0.853043,11.9527,10.9222,121.522,92.3891,1.09583,12.2451,12.2457,120.402,143.287,1.12073,-50.8978 
132,201.2,2.812,44.676,2.023,132,18969.5,0.000369535,39.3746,12.2001,121.558,-0.0341223,25.0927,4.85327e-11,-6.04525,-8.2376,-15.2771,-2.36559,-6.50764,133.473,9385.09,50.802,11878.3,15665.6,-6.8857,-9.07804,-16.958,-3.20604,-7.34809,0.609945,9197.88,43.8683,11691.1,0.477756,0.991723,0.00686464,19252.2,-0.00256195,0.847952,12.3246,11.0154,122.049,92.0818,0.988027,12.4861,12.3959,120.398,142.79,1.65046,-50.7082 
133,201.1,2.756,44.6603,2.024,133,17161.2,-0.0269153,37.5251,11.9898,121.445,-0.0121101,-24.5197,7.38017e-11,-6.05235,-6.4208,-11.9203,-3.92773,-13.1174,157.264,8583.32,21.2277,11190.6,14656,-7.0426,-7.41104,-13.9008,-4.91798,-14.1076,0.706611,8362.74,13.0582,10970,0.469898,0.997275,0.00218796,17796.9,-0.00283484,0.819115,11.9441,10.7255,121.804,92.1323,0.986136,12.2811,11.9509,120.189,142.857,1.61439,-50.7247 
134,202.7,3.641,44.9104,2.019,134,21616.8,-0.11265,48.3506,-11.016,121.393,0.0664795,84.3488,349.074,-8.84367,-3.6096,-10.3037,-3.49507,-1.46542,118.439,10715.5,34.0447,13105.2,17521.5,-9.58945,-4.35538,-11.7952,-4.24085,-2.2112,0.633598,10549.4,27.892,12939,0.486664,0.995394,0.00395522,21677,-0.00262096,1.17588,11.1583,9.99187,121.629,92.4619,1.33725,11.2018,11.3623,120.883,143.122,0.746384,-50.6598 
135,202.9,3.752,44.9416,2.018,135,23095.7,-0.754866,52.2684,11.236,121.418,-0.540394,345.314,497.943,-4.25837,-8.04318,-9.28963,-3.16115,-3.97277,117.557,11270.5,31.4282,13964.8,25192.8,-4.9986,-8.78341,-10.7701,-3.90138,-4.713,0.675272,11105.6,25.3213,13800,0.483408,0.996026,0.00336866,22973.6,-0.00259274,1.2324,11.0745,10.1183,121.423,92.0888,1.40977,11.3213,11.3369,120.614,142.593,0.808659,-50.5042 
136,202.6,3.586,44.8948,2.019,136,21942.1,-0.0285767,48.5437,11.2932,121.697,0.0860813,-41.2941,0.00586955,-11.8529,-11.2284,-8.79955,-6.33977,-4.51788,143.221,11086,34.3751,13392.7,17961.9,-12.7547,-12.1302,-10.6032,-7.24159,-5.41971,0.779785,10885.1,26.9351,13191.8,0.489656,0.995688,0.00374711,22230.1,-0.0030299,1.18791,11.3172,10.1469,121.758,91.3892,1.30624,11.655,11.4656,120.863,141.642,0.895125,-50.2529 
137,201.3,2.867,44.6916,2.023,137,20820,0.00226444,42.2513,12.4598,121.439,0.0702978,207.234,500,-6.49353,-10.8353,-12.6043,-4.94127,-4.72691,97.1936,10083.2,54.0997,12990.1,17611.7,-7.10553,-11.4473,-13.8283,-5.55327,-5.33892,0.680442,9946.9,49.0507,12853.8,0.473635,0.991444,0.00698048,21001.2,-0.00261282,0.852431,12.7545,11.4406,121.813,91.4715,1.00507,12.7612,13.0236,120.319,142.331,1.4939,-50.8594 
138,201,2.701,44.6446,2.024,138,20503.3,-0.791561,43.6179,12.2685,121.391,1.46074,-6099.2,351.079,-7.9269,-11.1234,-20.4617,-9.96881,-4.38283,150.657,10236.6,49.8124,12563,307449,-8.87555,-12.072,-22.359,-10.9175,-5.33148,0.624568,10025.2,41.9861,12351.7,0.485538,0.992724,0.00622275,20647.7,-0.00260711,0.964168,12.0783,10.7355,121.744,91.2965,1.10498,12.2748,11.9766,120.344,141.873,1.40062,-50.5762 
139,202.2,3.365,44.8324,2.02,139,22545.2,-0.270282,48.332,11.7345,121.2,-0.0784564,235.945,500,-7.05899,-7.92456,-12.319,-0.462781,-4.70941,138.132,11206.3,47.9055,13740.5,19065.3,-7.92876,-8.79434,-14.0586,-1.33256,-5.57919,0.627029,11012.6,40.7299,13546.7,0.485933,0.993569,0.00550801,22662.7,-0.00267742,1.10375,11.8536,10.4499,121.238,91.6253,1.24101,11.9024,11.9657,120.336,142.153,0.902874,-50.5278 
140,201.8,3.143,44.7699,2.022,140,21824.3,-0.225629,44.1068,12.6457,121.861,0.279478,-46.7702,500,-5.65321,-3.69998,-13.2246,-5.76757,-9.45053,201.378,10845.6,57.8443,13255,18582.5,-6.92123,-4.968,-15.7607,-7.03559,-10.7186,0.652879,10563.1,47.3831,12972.6,0.486342,0.992211,0.00668342,21719.5,-0.00254295,0.904564,12.823,11.4563,122.051,91.3021,1.02501,12.7729,12.9754,120.814,142.194,1.23634,-50.8917 
141,203,3.807,44.9571,2.018,141,25380.6,0.0193144,56.3374,11.124,121.871,0.00600637,-79.1951,1.84463e-06,-1.30709,-4.04374,-0.98162,-4.83543,-1.90355,130.61,12661.2,52.046,15117.4,20416.6,-2.1295,-4.86615,-2.62645,-5.65785,-2.72597,0.854134,12478,45.2611,14934.2,0.492784,0.993692,0.00555187,25321.4,-0.00288692,1.34681,11.276,10.2218,121.777,91.9658,1.49114,11.4432,11.48,121.229,142.54,0.547243,-50.5742 
142,202.1,3.309,44.8167,2.021,142,24754.6,-0.77557,53.1429,12.1228,121.785,1.45765,-596.989,13.1828,-1.46582,-4.32436,-12.2708,-5.25726,-0.168088,171.43,12121.7,61.6977,14859.6,49300.1,-2.54527,-5.4038,-14.4297,-6.33671,-1.24754,0.518416,11881.2,52.7922,14619.1,0.485867,0.992284,0.00660821,24453.7,-0.00264546,1.15987,11.9211,10.7594,121.876,91.6346,1.30757,12.0424,12.1506,120.905,142.296,0.971277,-50.6611 
143,202.8,3.696,44.926,2.019,143,24104.3,-0.940861,53.9597,11.6805,121.223,0.682064,29.0657,461.988,-9.73614,-2.51458,-9.5167,-3.71763,-2.90904,184.128,11939.9,54.3887,14803.7,21163,-10.8955,-3.67398,-11.8355,-4.87704,-4.06845,0.665196,11681.7,44.8236,14545.4,0.482898,0.99333,0.00564464,24190.7,-0.00320729,1.26577,11.3896,10.2527,121.219,91.3848,1.38246,11.8299,11.7473,120.328,141.565,0.890698,-50.1802 
144,201.5,2.978,44.7229,2.022,144,19848.1,-0.0383106,40.5611,12.975,122.042,-0.0142196,35.328,5.12829e-11,-10.4546,-10.3874,-6.08346,-3.47641,-7.19938,142.743,9198.68,70.9432,13009.7,17148.6,-11.3535,-11.2862,-7.88108,-4.37522,-8.0982,0.816694,8998.47,63.528,12809.5,0.449594,0.987796,0.0090531,20014.7,-0.0027281,0.66224,13.4608,12.7238,122.273,92.5261,0.873635,13.3663,14.3605,120.666,143.512,1.60728,-50.986 
145,201.7,3.088,44.7542,2.022,145,19509.5,-0.628814,40.4345,-12.9346,121.658,0.574439,-461.454,500,-3.40536,-1.26937,-8.47138,-8.13695,0.486171,186.746,9731.07,60.6436,12439.1,25654.6,-4.58125,-2.44526,-10.8232,-9.31284,-0.689718,0.611408,9469.14,50.9425,12177.1,0.474846,0.990673,0.00764742,19941.5,-0.00295612,0.806239,12.9119,11.4464,121.811,91.7975,0.955744,12.9508,13.0052,120.512,142.839,1.29917,-51.0419 
146,202.4,3.475,44.8636,2.02,146,18117.3,-0.0411594,42.7081,10.9055,121.347,0.0297452,0.660034,500,-7.51709,-3.62924,-9.25345,-9.06822,-4.82723,189.452,9264.26,24.06,11385.6,15162.4,-8.71003,-4.82217,-11.6393,-10.2612,-6.02016,0.719215,8998.54,14.2183,11119.8,0.484793,0.997243,0.00234986,18561.6,-0.00293363,1.02538,11.0188,10.0714,121.304,91.0661,1.16825,11.3042,11.28,120.604,141.15,0.700302,-50.0841 
147,201.6,3.033,44.7386,2.022,147,19889.9,-0.872413,40.1459,13.226,121.484,-0.112808,-865.034,497.782,-6.17102,-2.81976,-7.81273,-0.916774,-8.13128,202.191,9941.83,46.894,12317.7,20461.5,-7.44416,-4.0929,-10.359,-2.18992,-9.40442,0.690687,9658.24,36.3906,12034.1,0.482729,0.993449,0.00553958,20007.6,-0.00264197,0.800383,13.1312,11.6436,121.72,91.2044,0.928251,13.1244,12.9739,120.222,141.829,1.4978,-50.6242 
148,201.4,2.922,44.7073,2.023,148,20417.7,-0.0989679,41.9429,12.5535,121.552,-0.031712,340.199,500,-5.7501,-4.63617,-5.49507,-3.48497,-5.80453,151.16,9968.35,37.6442,13063.8,17491.4,-6.70192,-5.58798,-7.39869,-4.43679,-6.75635,0.760418,9756.33,29.7917,12851.7,0.468855,0.994685,0.00425204,20808.8,-0.00283796,0.839632,12.657,11.4805,121.825,91.4043,1.00961,12.8956,12.8742,120.353,142.179,1.47177,-50.7744 
149,202.3,3.42,44.848,2.02,149,20567.7,-0.26077,46.3648,11.293,121.036,0.0199938,-83.7033,499.999,-10.8446,-5.60096,-5.65375,-1.42112,-5.22636,146.388,10147.8,32.2554,12720.3,17099.3,-11.7663,-6.52273,-7.49728,-2.34288,-6.14813,0.781276,9942.43,24.6508,12514.9,0.480188,0.99568,0.0036153,20705.3,-0.00275935,1.08207,11.1737,10.2619,120.974,91.3086,1.23926,11.6631,11.5054,120.157,141.828,0.817621,-50.5197 
150,202.5,3.53,44.8792,2.019,150,22028.5,-0.286367,50.2266,11.2015,121.084,-0.664245,453.347,499.926,-10.3394,-7.69599,-4.14955,-5.54724,0.334061,124.27,10937.5,28.1646,13636.2,28117.8,-11.1219,-8.47849,-5.71453,-6.32974,-0.448431,0.821939,10763.2,21.709,13461.9,0.481781,0.996483,0.00296184,22340.4,-0.00306218,1.16665,11.3393,10.1949,121.098,91.6239,1.32751,11.5298,11.6038,120.151,142.062,0.946599,-50.4377 
151,201.9,3.199,44.7855,2.021,151,20007.7,-0.0790116,42.8146,12.0337,121.391,-0.636883,416.491,7.66347e-05,-5.66273,-7.88177,-12.5145,-5.91125,-4.1809,166.698,9940.17,48.746,12597.1,25407,-6.71239,-8.93142,-14.6138,-6.96091,-5.23055,0.655734,9706.36,40.0864,12363.3,0.477233,0.992825,0.00593731,20338.8,-0.00283475,0.902026,12.2681,11.1071,121.573,91.0885,1.05367,12.2238,12.5496,120.384,141.47,1.18858,-50.381 
152,202,3.254,44.8011,2.021,152,18049.6,-0.0923057,40.5395,11.55,121.494,-0.0211014,74.6048,499.994,-3.67417,-2.04767,-5.68133,1.19066,-1.50086,135.778,9279.11,28.1715,11252.2,15293.7,-4.52913,-2.90262,-7.39124,0.335704,-2.35582,0.561171,9088.66,21.1181,11061.8,0.488591,0.99595,0.00350445,18601.8,-0.00284197,0.904797,11.781,10.6898,121.746,91.817,1.03836,11.811,11.9624,120.564,142.403,1.18241,-50.5863 
153,201.2,2.812,44.676,2.023,153,18763.3,-0.709946,40.3129,12.2697,121.396,0.377494,132.421,490.882,-6.38164,-3.05921,-2.7649,-7.41646,-7.63467,175.059,9137.36,29.1481,12103.9,17729,-7.48393,-4.16151,-4.96949,-8.51876,-8.73697,0.85328,8891.82,20.0542,11858.4,0.465784,0.996069,0.00310559,19090,-0.00279302,0.809915,12.3634,11.1932,121.813,91.8677,1.02203,12.4588,12.3017,120.191,142.584,1.62152,-50.7163 
154,201.1,2.756,44.6603,2.024,154,23002.9,-0.996998,48.5664,12.6161,121.455,1.48659,-466.132,47.7523,-8.36356,-7.35637,-13.1509,-10.0488,-3.97786,211.933,11289.6,56.7089,14440.6,42503.7,-9.69805,-8.69086,-15.8199,-11.3833,-5.31234,0.689224,10992.4,45.6994,14143.4,0.474716,0.992777,0.0059169,23155.7,-0.00313326,1.00587,12.2405,11.3287,121.626,91.5506,1.16801,12.6287,12.6044,120.265,142.05,1.36115,-50.4998 
155,202.7,3.641,44.9104,2.019,155,23179.7,0.152694,53.473,10.8927,121.679,-0.183525,14.2089,5.32607e-12,-10.6401,-4.03253,-5.60322,-8.56587,-0.170865,144.599,11718.1,44.7748,14238.9,19046,-11.5506,-4.94303,-7.42422,-9.47637,-1.08137,0.784652,11515.2,37.2632,14036.1,0.488218,0.994369,0.00486664,23586.3,-0.00324043,1.29839,11.0346,10.0972,121.59,91.4987,1.408,11.2906,11.5992,121.006,141.89,0.584128,-50.3913 
156,202.9,3.752,44.9416,2.018,156,23574.2,-0.858633,53.7581,11.3314,121.46,1.26701,-212.996,110.771,-2.49402,-8.67492,-9.86947,-2.43242,-9.23133,130.926,11543.9,34.9315,14605.2,28615.2,-3.31843,-9.49933,-11.5183,-3.25682,-10.0557,0.694058,11360.3,28.1301,14421.5,0.478071,0.995685,0.00358028,23762.8,-0.00307042,1.25722,11.1914,10.1041,121.517,91.8637,1.44525,11.4508,11.4427,120.701,142.199,0.816166,-50.3351 
157,202.6,3.586,44.8948,2.019,157,20585.5,-0.455652,48.1654,11.183,121.019,-0.40934,913.253,467.788,-5.46526,-11.5378,-11.9144,-3.68164,-4.23066,166.878,10499.1,48.7561,12632.6,29703.7,-6.51605,-12.5886,-14.016,-4.73243,-5.28144,0.675063,10265,40.0871,12398.5,0.490498,0.993212,0.00592066,20927.7,-0.00306297,1.12851,11.2127,10.2555,121.072,91.6654,1.26319,11.3841,11.4762,120.234,141.86,0.838341,-50.1943 
158,201.3,2.867,44.6916,2.023,158,20042.1,-0.0078104,41.6181,12.3574,121.283,-0.0298181,-24.5256,500,2.20302,-4.9003,-13.5165,-0.928268,-4.5818,206.897,9995.99,51.8007,12509.5,16765.8,0.900238,-6.20308,-16.1221,-2.23105,-5.88458,0.454239,9705.8,41.0528,12219.3,0.480143,0.992652,0.0061508,20214.4,-0.00276049,0.881248,12.6006,11.08,121.549,91.7681,1.03788,12.5496,12.3538,119.999,142.467,1.55027,-50.6992 
159,201,2.701,44.6446,2.024,159,18351.6,-0.0849138,41.5111,11.5483,121.528,0.0279156,13.6445,500,-3.04397,-3.62766,-15.0886,-10.9857,-2.68375,171.281,8932.04,28.2661,12040.5,15617.9,-4.12248,-4.70617,-17.2456,-12.0642,-3.76226,0.588417,8691.8,19.3684,11800.3,0.461347,0.996116,0.00301442,18840,-0.00294066,0.884849,11.6809,10.6119,121.843,91.5408,1.10545,11.8947,11.8674,120.36,142.102,1.48295,-50.5614 
