cyc,field,2,3,4,5,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
95,202.9,3.744,44.9416,2.021,43.452,95,27283.9,-0.457058,58.8506,11.2197,120.761,0.309626,365.074,0.00557812,-5.83957,-2.70081,-8.3726,-2.50529,-1.78976,14.4972,13285.1,63.7112,16022.7,25174.2,-5.93085,-2.79209,-8.55517,-2.59658,-1.88104,0.606763,13264.8,62.9581,16002.4,0.549348,0.991762,0.00719524,24146.4,-0.00263062,1.44874,11.3722,10.034,121.074,86.4185,1.57506,11.3818,11.4673,119.794,135.803,1.28001,-49.3849 
96,203,3.798,44.9571,2.021,43.4808,96,29227.1,-0.0433201,62.0147,-11.1285,120.84,-0.0353942,-4.3046,500,-3.44257,-3.17337,-9.66539,-4.11421,-4.13971,49.8467,14111.2,84.3976,17095.4,22471,-3.75644,-3.48724,-10.2931,-4.42808,-4.45358,0.610381,14041.3,81.8081,17025.5,0.548089,0.989907,0.0087737,25618.7,-0.00252522,1.52337,11.1738,10.263,121.102,86.6896,1.6472,11.5388,11.4982,119.973,135.975,1.1288,-49.2858 
97,203.1,3.853,44.9727,2.02,43.5097,97,28569.6,0.0184521,60.6171,11.1055,120.546,-0.281293,-746.978,500,-4.13205,-2.29082,-8.19999,-2.74911,-2.1998,-23.2253,13927.8,66.9476,16588.8,28754.4,-3.98581,-2.14457,-7.9075,-2.60287,-2.05355,0.57701,13960.3,68.1541,16621.4,0.552603,0.991529,0.00749673,25262.9,-0.00252733,1.53081,11.3124,10.0006,120.867,86.3199,1.64666,11.414,11.2812,119.645,135.677,1.22183,-49.357 
98,201.5,2.98,44.7229,2.031,43.0476,98,18504.3,-0.149801,36.5297,-12.5725,120.806,0.430511,248.853,9.50134e-11,-0.325707,-5.09385,-9.15362,-3.87583,-2.96683,6.67417,9157.06,74.7303,11239.5,18438.3,-0.367732,-5.13587,-9.23767,-3.91786,-3.00885,0.573672,9147.7,74.3836,11230.2,0.545018,0.98597,0.0120542,16784.2,-0.00222477,0.746004,13.072,11.7274,121.366,86.6849,0.854794,12.7408,13.1577,119.345,136.454,2.02041,-49.7687 
99,201.4,2.926,44.7073,2.031,43.0186,99,22661.9,-0.052736,43.81,12.5457,120.703,0.0919545,-69.9626,500,-6.32077,-2.03611,-10.1771,-6.61042,-2.62153,47.5526,11252.5,72.7358,13356.1,18101.6,-6.62019,-2.33554,-10.776,-6.90984,-2.92096,0.635485,11185.8,70.2655,13289.4,0.553134,0.989127,0.00964588,20222.6,-0.0022934,0.929622,12.9643,11.6221,121.201,86.1546,1.03008,12.7821,12.8732,119.393,135.963,1.80772,-49.8084 
100,201.3,2.871,44.6916,2.032,42.9897,100,27579.5,-0.0271707,52.2774,12.5574,120.749,-0.0469481,40.0797,7.62509e-11,-5.96795,-4.54227,-6.7257,-4.29933,-0.242328,68.6147,13492,78.418,15863,21431.4,-6.4,-4.97432,-7.5898,-4.73138,-0.674377,0.688558,13395.7,74.8536,15766.7,0.555445,0.990316,0.00866969,24117.1,-0.00214595,1.13298,12.7945,11.5095,121.2,86.441,1.21789,12.825,12.8647,119.448,136.316,1.75198,-49.8747 
101,201.2,2.817,44.676,2.033,42.9608,101,24670.5,-0.109867,48.1349,12.2665,120.823,0.134944,0.0891802,500,-9.08043,-4.35143,-6.40369,-1.46486,-3.90192,83.6669,12474.6,64.5448,13957.7,19221.3,-9.60725,-4.87826,-7.45734,-1.99169,-4.42875,0.737078,12357.3,60.1984,13840.3,0.567663,0.991547,0.00794853,21768.7,-0.00207423,1.10938,12.5609,11.0698,121.372,86.712,1.15257,12.4156,12.3608,119.519,136.283,1.85348,-49.5714 
102,201.1,2.762,44.6603,2.033,42.9318,102,24986.1,0.0295586,51.0111,11.7268,120.589,-0.150095,-93.7373,1.96387e-12,-6.79694,-2.773,-13.931,-4.05557,-2.19723,25.458,12212.8,64.0161,14722.4,19931.3,-6.95724,-2.9333,-14.2516,-4.21587,-2.35753,0.536013,12177.1,62.6936,14686.7,0.549408,0.991071,0.00780212,22164,-0.0023199,1.17878,12.0466,10.6723,121.207,86.421,1.29306,11.9664,12.0766,119.317,135.853,1.88989,-49.432 
103,201,2.708,44.6446,2.034,42.9029,103,26169.8,-0.676864,53.4342,12.0748,120.411,0.325472,149.038,243.182,-8.38247,-4.98835,-8.11383,-3.23551,0.416752,61.2923,13090,80.3779,15210.3,22582.8,-8.76841,-5.37429,-8.88572,-3.62145,0.0308104,0.66619,13004.1,77.1938,15124.3,0.558388,0.989719,0.00931445,23288.6,-0.00232498,1.23468,12.1628,10.7058,120.879,86.6121,1.30754,12.0416,12.2083,119.126,136.214,1.75316,-49.6022 
104,200.9,2.653,44.629,2.035,42.8739,104,27681.7,-0.649955,56.8111,11.8788,120.797,-1.44819,-414.224,388.158,-6.31849,-8.65619,-7.31497,-1.79286,-3.7829,-0.34359,13819.7,75.3457,15880.8,41496.4,-6.31632,-8.65402,-7.31064,-1.79069,-3.78074,0.737522,13820.2,75.3635,15881.3,0.561353,0.990547,0.00866583,24619.5,-0.00236874,1.36661,11.7839,10.5765,121.462,86.8761,1.42111,11.9539,11.8793,119.558,136.468,1.90364,-49.5922 
105,200.8,2.599,44.6133,2.035,42.845,105,24442.1,-0.0980555,52.228,11.2488,120.423,-0.168487,-1006.26,500,-5.78143,-6.67654,-11.474,-6.039,-5.8362,30.5092,12135.7,63.3353,14322.9,24644.2,-5.97354,-6.86865,-11.8582,-6.2311,-6.02831,0.679159,12092.9,61.7504,14280.1,0.554634,0.991143,0.00790274,21803.3,-0.0024143,1.29296,11.4156,10.1913,121.144,86.2781,1.40811,11.4136,11.3639,119.206,135.727,1.93838,-49.4486 
106,202.8,3.689,44.926,2.022,43.4231,106,26222.8,0.0634672,56.5829,11.0524,120.649,-0.0980049,-77.9567,3.11384e-12,0.112967,-1.99747,-8.38426,-3.55239,-4.13045,-9.31159,13063.2,59.0352,15288.6,20606.8,0.1716,-1.93884,-8.267,-3.49376,-4.07182,0.530279,13076.3,59.5189,15301.6,0.556879,0.992098,0.00711428,23481.4,-0.00273399,1.4337,11.3476,9.9916,120.895,87.2786,1.53654,11.3676,11.2652,119.846,136.742,1.0493,-49.4636 
107,202.9,3.744,44.9416,2.021,43.452,107,26456.3,-0.63662,58.086,11.1363,120.405,0.240409,179.653,28.1564,-4.86609,-4.00302,-7.40294,0.632249,-0.106018,30.5922,12581.4,62.8589,16081.6,22463.5,-5.05872,-4.19565,-7.7882,0.439618,-0.298648,0.539203,12538.5,61.2697,16038.7,0.534809,0.991521,0.00698789,23444.8,-0.00270057,1.39971,11.1665,9.9822,120.683,86.8971,1.59976,11.3305,11.3481,119.576,136.416,1.10757,-49.5193 
108,203,3.798,44.9571,2.021,43.4808,108,26332.8,-0.154852,57.8941,10.8594,120.782,-0.472697,206.452,497.852,-6.84815,-7.6418,-6.68482,0.804055,-3.01093,-12.1834,12801.7,56.8455,15676.6,23643,-6.77144,-7.56509,-6.53139,0.88077,-2.93421,0.715052,12818.7,57.4784,15693.7,0.5457,0.992214,0.00670153,23490.5,-0.00269632,1.42195,11.0507,10.1011,120.985,86.7989,1.57916,11.2474,11.3403,119.968,136.274,1.01747,-49.4752 
109,203.1,3.853,44.9727,2.02,43.5097,109,28167.3,-0.00130821,61.1186,11.042,120.716,-0.0447855,-4.79925,3.04515e-12,-8.39594,-4.56859,-8.26771,-3.28102,-4.22342,1.06363,13490,62.7743,17043.6,21976.3,-8.40263,-4.57528,-8.28111,-3.28772,-4.23012,0.71223,13488.6,62.7191,17042.1,0.537881,0.991929,0.00673373,25077.2,-0.00301936,1.47401,11.293,10.1201,120.912,86.3694,1.67851,11.4233,11.4036,119.897,135.697,1.01497,-49.3278 
110,201.7,3.089,44.7542,2.029,43.1054,110,18181.2,-0.0386806,35.8043,12.6654,120.877,0.042909,14.8193,500,-1.5361,-5.09203,-8.61635,-3.94676,1.16936,33.4116,8515.93,53.1141,11729.6,14782.8,-1.74648,-5.30241,-9.03712,-4.15715,0.958979,0.531371,8469.07,51.3785,11682.7,0.515987,0.989495,0.00803613,16413.3,-0.00242164,0.697179,13.0192,11.6822,121.448,86.561,0.878511,12.94,13.2299,119.672,136.586,1.77553,-50.0251 
111,201.6,3.035,44.7386,2.03,43.0765,111,17164.7,-0.0401517,33.9424,12.5904,120.702,0.0250326,-15.3688,500,-5.25,-3.39296,-8.93165,-0.0333143,0.142583,14.9848,8118.36,43.1096,11029.5,13924.1,-5.34435,-3.48732,-9.12036,-0.127669,0.0482282,0.494198,8097.35,42.3311,11008.5,0.519622,0.990934,0.00703363,15583.1,-0.00243236,0.671079,13.099,11.6338,121.198,87.2409,0.825397,12.9712,13.2499,119.486,137.228,1.71246,-49.9876 
112,201.6,3.035,44.7386,2.03,43.0765,112,20361.4,-0.524564,39.5474,13.0096,120.623,-0.0543036,959.609,500,-9.12033,-7.66409,-8.5383,-1.23645,-2.8889,63.4018,9783.36,76.8374,12710,18445,-9.51956,-8.06331,-9.33675,-1.63568,-3.28812,0.706792,9694.44,73.5438,12621.1,0.530424,0.986898,0.0106201,18276.8,-0.00245903,0.771307,13.3757,11.8398,121.253,86.6342,0.939266,12.9585,13.2705,119.342,136.762,1.91011,-50.1278 
113,201.6,3.035,44.7386,2.03,43.0765,113,17525.4,0.058794,34.6112,12.6301,120.912,-0.00333843,-47.4982,495.533,-3.90716,-3.75928,-5.07564,-0.948526,-0.696263,26.5266,8487.9,65.7938,11139.5,14235.5,-4.07419,-3.92631,-5.4097,-1.11556,-0.863294,0.648471,8450.69,64.4158,11102.3,0.528159,0.986836,0.0105749,16000.3,-0.00246171,0.692177,13.112,11.7215,121.636,86.632,0.847447,12.775,13.169,119.477,136.4,2.15833,-49.7679 
114,201.6,3.035,44.7386,2.03,43.0765,114,18396.5,0.0995716,36.2537,12.5467,120.785,0.137609,84.4918,500,-3.59929,-3.95368,-13.3932,-3.18146,-1.58143,28.6247,8874.71,48.55,11685.9,15185.9,-3.77953,-4.13392,-13.7537,-3.3617,-1.76167,0.486622,8834.56,47.063,11645.7,0.527322,0.990764,0.00738936,16753.6,-0.00257361,0.719972,13.148,11.7131,121.301,86.5556,0.877233,12.9181,13.2634,119.58,136.755,1.72098,-50.1995 
115,201.6,3.035,44.7386,2.03,43.0765,115,18184.7,-0.158895,35.348,12.9243,120.916,0.311367,171.48,499.999,-1.43247,-3.78411,-6.50855,-2.41004,1.55425,46.2091,8700.59,74.1894,11447.8,16610,-1.72343,-4.07508,-7.09048,-2.70101,1.26329,0.505087,8635.78,71.789,11383,0.527337,0.985661,0.0114842,16376.2,-0.00234034,0.706742,13.1236,11.7272,121.568,87.0985,0.853723,13.2139,12.9933,119.477,136.946,2.09152,-49.8475 
