cyc,field,wiggle time,wait time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
237,200,0.45,0.13,40,237,17771.6,-0.0938003,40.878,11.3128,121.518,0.0285962,38.1069,500,-9.54296,-7.26795,-13.1514,-2.55671,-3.55465,158.421,11191.1,29.7018,9351.8,15089.6,-10.5405,-8.26548,-15.1464,-3.55425,-4.55219,0.639875,10968.9,21.4722,9129.59,0.582822,0.996586,0.00431381,18820.4,-0.00302474,1.16245,11.5489,10.3123,121.56,92.0059,0.894015,11.5728,11.7282,120.575,142.59,0.985124,-50.5842 
238,200,0.45,0.13,40,238,18706.9,-0.104172,41.6469,11.4185,121.117,-0.0159521,26.3092,499.721,-7.3617,-4.59247,-8.18756,-6.15869,-1.13739,190.536,11695.2,30.3375,9587.8,15494.2,-8.56145,-5.79222,-10.5871,-7.35845,-2.33714,0.694336,11428,20.4395,9320.55,0.587749,0.99688,0.00402339,19443.7,-0.00293251,1.20786,11.5866,10.3157,120.973,91.7578,0.926342,11.5942,11.6944,120.175,142.426,0.79786,-50.668 
239,200,0.45,0.13,40,239,19120,-0.0093836,42.1372,11.3789,120.942,0.0568813,-108.41,500,-7.3242,-0.566283,-5.50034,-4.78424,-2.86956,172.274,11895.1,35.3361,9595.71,15809.3,-8.40896,-1.65105,-7.66987,-5.869,-3.95433,0.721634,11653.4,26.3868,9354.08,0.591606,0.996053,0.00516951,19697.9,-0.00249591,1.22341,11.5109,10.3404,120.86,91.4599,0.91076,11.5844,11.6912,120.006,142.086,0.854113,-50.6264 
240,202.015,0.2,0.38,43.1994,240,13783.8,-0.771022,32.0237,12.0798,121.412,-0.573431,458.867,486.318,-7.78492,-4.46182,-18.8342,-6.57157,-3.75296,200.263,8980.44,21.5543,7557.69,21158.6,-9.04593,-5.72283,-21.3562,-7.83258,-5.01397,0.563906,8699.55,11.151,7276.8,0.581614,0.997762,0.00281491,14957.6,-0.00286999,0.859218,12.0224,10.7327,121.241,91.925,0.656751,12.0934,12.3263,120.477,142.881,0.763631,-50.9565 
241,202.033,0.05,0.53,43.2034,241,15640.4,-0.757891,35.0408,12.1483,121.39,-0.226109,-535.182,120.185,-9.17581,-1.21536,-9.1884,-5.58748,-5.95293,168.686,9681.35,37.8327,8474.66,17796.8,-10.238,-2.27753,-11.3127,-6.64966,-7.01511,0.698271,9444.76,29.0698,8238.06,0.571388,0.994643,0.00645828,16529.5,-0.00277199,0.919164,11.9899,10.8442,121.258,92.2286,0.724667,12.1478,12.5693,120.634,143.303,0.624183,-51.0745 
242,202.005,0.21,0.37,43.1974,242,14950.5,-0.0357964,33.5951,11.578,121.19,0.0192057,99.1395,498.084,-12.356,-2.62828,-14.5558,-6.77122,-3.91305,138.274,9610.42,44.9897,7907.05,12724.1,-13.2267,-3.49895,-16.2972,-7.64189,-4.78372,0.641414,9416.48,37.8066,7713.11,0.586705,0.993023,0.00894848,16049.8,-0.00273513,0.919818,11.8948,10.8249,121.062,92.01,0.703047,11.8452,12.3392,120.286,142.906,0.776423,-50.8958 
243,202.03,0.39,0.19,43.2027,243,14500.6,-0.795046,33.8314,11.9751,121.042,0.42374,-767.506,134.464,-6.66157,-6.60624,-4.83772,-4.7013,-3.99922,182.092,9602.21,24.107,7652.6,23775.6,-7.80816,-7.75283,-7.13088,-5.84788,-5.1458,0.78831,9346.81,14.6477,7397.2,0.59502,0.997265,0.00363441,15708.4,-0.00290826,0.940763,11.8524,10.6174,120.795,91.6284,0.668137,11.9821,12.4532,120.192,142.495,0.603205,-50.8663 
244,202.049,0.18,0.4,43.207,244,19496.9,-0.830802,41.9006,12.3558,121.491,3.11279,-6899.45,38.6284,-8.39065,0.219495,-6.42399,-1.6964,0.23759,158.203,12017.1,45.6242,10163,715985,-9.38681,-0.77667,-8.41632,-2.69257,-0.758575,0.617977,11795.2,37.4058,9941.08,0.579772,0.994481,0.00688367,20344.5,-0.0028041,1.10596,12.1974,10.8725,121.257,91.4576,0.867557,12.3143,12.2806,120.551,142.2,0.706008,-50.7419 
245,202.138,0.33,0.25,43.2266,245,14776.9,-0.0706237,33.3478,-11.7956,121.417,-0.0440489,285.786,500,-7.34121,-6.54765,-12.074,-7.08781,-3.63059,153.41,9534.46,21.0193,8117.12,13214.8,-8.30719,-7.51362,-14.006,-8.05379,-4.59657,0.67027,9319.29,13.0499,7901.94,0.578301,0.997555,0.00303298,16115,-0.0030489,0.912317,12.1809,10.6223,121.211,91.528,0.720647,11.9832,12.2026,120.478,142.336,0.732436,-50.8077 
246,202.141,0.12,0.46,43.2274,246,15761.4,-0.071681,35.7828,11.5686,121.42,-0.0927856,-131.336,0.0701582,-4.39511,-1.86235,-11.0556,-1.9094,-6.15543,176.553,9734.39,40.7089,8766.59,13872.4,-5.50682,-2.97406,-13.2791,-3.02111,-7.26714,0.585653,9486.76,31.5373,8518.96,0.564249,0.994216,0.00677331,16813.1,-0.00291057,0.921536,11.9513,10.8541,121.307,91.7784,0.766056,12.0404,12.3621,120.572,142.534,0.734089,-50.7551 
247,202.006,0.23,0.35,43.1976,247,13160.3,-0.772782,30.7976,12.1276,121.266,-0.276954,175.382,225.332,-8.37184,-3.24804,-3.36716,-6.36202,-3.1296,164.825,8439.37,26.9568,7382.41,13739.9,-9.4097,-4.2859,-5.44288,-7.39988,-4.16746,0.822741,8208.19,18.3944,7151.22,0.571671,0.996094,0.00471593,14358.2,-0.0028145,0.814845,12.0258,10.5915,121.045,92.0976,0.653781,12.021,12.2873,120.326,142.945,0.718907,-50.8476 
248,202.095,0.28,0.3,43.2172,248,15833.2,-0.264265,35.1777,11.8808,121.261,-0.080163,202.697,4.01168,-4.57611,-2.07815,-9.68856,-6.14602,0.73081,165.321,9793.22,33.9092,8554.34,14134.3,-5.61709,-3.11913,-11.7705,-7.187,-0.310174,0.579683,9561.34,25.3211,8322.46,0.571896,0.995387,0.00557337,16718.7,-0.00272346,0.916573,12.1882,10.8228,121.048,91.7074,0.72549,12.2477,12.4856,120.279,142.695,0.768896,-50.9879 
249,202.006,0.03,0.55,43.1976,249,13311.2,-0.353287,30.8507,11.9013,121.245,0.129261,-267.548,0.00248438,-3.13724,-4.98317,-12.3853,-4.7842,-5.71059,99.0224,8495.79,32.517,7623.65,13078.1,-3.76076,-5.60669,-13.6323,-5.40772,-6.3341,0.607608,8356.9,27.3729,7484.76,0.564892,0.994301,0.00669178,14793.8,-0.00293547,0.79565,12.1857,10.7949,121.135,92.3426,0.666427,12.2077,12.1962,120.481,143.357,0.654071,-51.0145 
250,202.141,0.32,0.26,43.2274,250,15576,-0.00343018,36.0863,11.2563,121.212,0.0241108,-10.8391,1.66945e-11,-11.6457,-3.77205,-3.97733,-9.93114,-8.59148,156.402,9920.32,23.0057,8342.9,13231.6,-12.6305,-4.75687,-5.94698,-10.916,-9.5763,0.864307,9700.95,14.8809,8123.54,0.581341,0.997323,0.00336306,16687.2,-0.00278862,0.977171,11.67,10.6908,121.101,92.0182,0.784506,11.4943,11.9423,120.481,142.885,0.620402,-50.8671 
251,202.074,0.27,0.31,43.2125,251,14887.6,-0.757336,34.2058,11.9648,121.015,0.256661,-960.957,81.7254,-6.6596,-10.6465,-12.776,-6.37535,-7.41914,190.008,9261.6,20.3213,8137.7,21351.9,-7.85603,-11.8429,-15.1688,-7.57178,-8.61557,0.702893,8995.09,10.4508,7871.2,0.570598,0.997971,0.00243984,15764.3,-0.00270499,0.890144,11.7908,10.8502,120.956,92.2849,0.707128,12.093,12.4105,120.082,143.12,0.874266,-50.835 
252,202.003,0.02,0.56,43.1967,252,14099.1,-0.724702,31.8504,12.1957,121.116,0.330444,601.334,228.793,-1.3443,1.33079,-6.70581,-3.91427,-2.07103,180.123,8852.15,33.0101,7742.09,19113.5,-2.47849,0.196608,-8.97418,-5.04846,-3.20522,0.540015,8599.51,23.6531,7489.45,0.571759,0.99521,0.00578406,15040.4,-0.00269627,0.825024,12.0936,11.007,121.18,91.9891,0.673292,12.1563,12.2664,120.275,142.892,0.905221,-50.9032 
253,202.139,0.31,0.27,43.2268,253,14799.3,0.0056309,32.5613,11.8344,121.217,-0.0164857,53.303,1.60764e-12,-7.39529,-4.15731,-9.51763,-6.88534,2.60383,125.269,9453.27,24.7718,7848.32,12572.8,-8.18407,-4.9461,-11.0952,-7.67413,1.81504,0.631198,9277.57,18.2643,7672.62,0.584376,0.996567,0.0043659,15876,-0.00261539,0.897363,11.9745,10.7692,121.167,92.147,0.681015,12.1901,12.2815,120.367,142.906,0.799893,-50.7588 
254,202.033,0.25,0.33,43.2034,254,13623.4,0.0282743,30.7207,11.6194,120.599,-0.0229224,-17.6998,494.697,-6.08444,-2.68949,-4.62475,-5.96988,-5.38077,183.917,8933.19,31.1728,7138.79,11633.4,-7.24252,-3.84756,-6.9409,-7.12796,-6.53885,0.781029,8675.23,21.6187,6880.83,0.594489,0.995658,0.00575435,14592.7,-0.00261219,0.857293,11.9714,10.7062,120.601,91.2529,0.642607,11.875,12.2324,119.988,142.08,0.612734,-50.8267 
255,202.07,0.37,0.21,43.2117,255,15989.8,-0.0111157,34.2461,-11.9092,121.022,-0.0117726,-13.5817,459.209,-4.7783,-4.04333,-7.76582,-8.24355,1.5096,164.108,9861.33,41.7688,8477.29,13281.9,-5.81164,-5.07668,-9.83251,-9.2769,0.476253,0.666937,9631.15,33.2437,8247.11,0.5759,0.993996,0.0073707,16723.7,-0.00242395,0.929492,11.9389,10.7862,120.99,92.2217,0.744789,12.1241,12.1721,120.236,143.171,0.754,-50.9489 
256,202.129,0.3,0.28,43.2247,256,17010.6,-0.668078,37.2424,12.001,121.354,-0.800808,780.949,0.00218929,-4.08042,-4.69189,-7.92169,-5.73036,-2.70762,159.802,10339.5,31.9724,9052.18,34908,-5.08665,-5.69812,-9.93415,-6.73659,-3.71386,0.681285,10115.4,23.671,8828.04,0.571249,0.995922,0.00491504,17707.5,-0.0023742,0.959083,12.002,11.0083,121.301,92.826,0.783315,11.8691,12.3383,120.566,143.981,0.735532,-51.1546 
257,202.017,0.04,0.54,43.1999,257,15703.7,-0.665502,34.1392,12.2023,121.209,1.27904,530.698,398.432,1.04658,-8.35724,-9.51527,-7.15533,-1.71057,130.778,9864.84,45.1946,8164.74,35657.6,0.223105,-9.18072,-11.1622,-7.9788,-2.53405,0.635611,9681.41,38.401,7981.31,0.585145,0.993107,0.00878517,16545.3,-0.00233872,0.904477,12.0253,11.0476,121.099,92.0221,0.676434,12.1761,12.7192,120.254,142.969,0.845608,-50.947 
258,202.017,0.24,0.34,43.1999,258,14077.7,-0.21812,31.1237,11.8617,121.045,0.0691828,78.2181,500,-4.70583,-3.5657,-11.1414,-11.2989,-5.77927,159.751,8750.11,37.0606,7635.97,12194.2,-5.71174,-4.57161,-13.1532,-12.3048,-6.78518,0.690706,8526.05,28.7618,7411.9,0.572207,0.994131,0.00709753,14900.3,-0.00236405,0.820208,11.9155,10.8444,120.936,92.1709,0.668376,12.1328,12.2528,120.285,143.351,0.650598,-51.1806 
260,202.049,0.38,0.2,43.207,260,15103.3,-0.489452,33.3638,12.1441,121.061,0.104113,225.424,3.44474e-05,-4.83373,-2.37003,-7.84227,-5.91045,-4.20025,104.702,9730.57,36.4037,7918.36,13953.7,-5.49301,-3.02931,-9.16083,-6.56973,-4.85953,0.685329,9583.72,30.9647,7771.5,0.589143,0.994378,0.00728618,16267.2,-0.00261738,0.92732,11.9325,10.7149,121.001,91.9761,0.686458,12.278,12.205,120.154,142.894,0.847622,-50.9175 
261,202.129,0.1,0.48,43.2247,261,15504.6,-0.0146166,33.2751,11.7581,120.951,-0.0108142,31.3057,500,-6.32559,2.33037,-2.49133,-1.43383,-0.392427,142.661,9378.09,22.0957,8206.22,12747.6,-7.22388,1.43207,-4.28792,-2.33213,-1.29072,0.687072,9178,14.6848,8006.12,0.571366,0.997208,0.0033674,16063.3,-0.00219712,0.89374,12.092,10.638,120.931,91.6843,0.71473,12.1004,12.204,120.165,142.392,0.76536,-50.7074 
262,202.092,0.16,0.42,43.2165,262,18338.2,-0.0470398,38.1882,-12.0459,121.318,0.0554614,-12.7898,500,-3.70741,-0.165521,-9.25438,-7.16679,-3.07938,122.573,11269.9,39.5083,9466.89,14998,-4.47922,-0.937329,-10.798,-7.93859,-3.85119,0.614417,11097.9,33.1409,9294.97,0.581299,0.994801,0.00652511,19091.6,-0.00241078,1.01108,12.3227,11.0538,121.182,92.397,0.783893,12.2215,12.5762,120.425,143.49,0.757359,-51.0933 
263,202.111,0.15,0.43,43.2208,263,15059.3,-0.105589,32.6869,11.7196,121.139,0.047335,26.6523,2.77674e-06,-7.55672,-0.234483,-9.87052,-3.33262,-0.274999,178.303,9211.65,38.0084,8031.9,12511.5,-8.67945,-1.35721,-12.116,-4.45535,-1.39773,0.567375,8961.56,28.7458,7781.81,0.57248,0.994418,0.0067587,15653.9,-0.00216005,0.866838,11.9256,10.8587,121.092,92.094,0.699517,11.9094,12.2784,120.194,143.148,0.897261,-51.0544 
264,202.003,0.22,0.36,43.1967,264,12821.9,-0.120342,29.6721,-11.3666,121.203,-0.0676838,-110.738,30.4313,-1.69883,-3.44324,-9.82757,0.368228,-1.05473,113.598,7899.59,29.3392,7027.45,11223.3,-2.41413,-4.15854,-11.2582,-0.347071,-1.77003,0.435622,7740.26,23.438,6868.12,0.567183,0.994729,0.00624705,13646.8,-0.00209046,0.753412,11.8866,10.6979,120.905,92.0439,0.618064,11.8346,12.3523,120.357,142.918,0.548333,-50.874 
265,202.005,0.01,0.57,43.1974,265,14868.9,-0.0823895,32.5652,11.7774,121.431,-0.0388199,13.4782,500,-2.93894,-5.40558,-7.02196,-6.90935,-0.39462,187.913,9374.28,31.1685,7835.08,12502.3,-4.12218,-6.58882,-9.38844,-8.09259,-1.57786,0.684633,9110.71,21.4068,7571.51,0.58319,0.995905,0.00518116,15622.2,-0.00240642,0.880623,11.9152,10.9113,121.291,91.912,0.678082,12.0148,12.4143,120.567,142.856,0.723518,-50.9441 
266,202.114,0.29,0.29,43.2214,266,12781.7,-0.566423,28.9353,11.9128,121.071,-29.9994,7388.36,2.59872e-06,-10.208,-4.81869,-9.95035,-7.5549,-3.71003,153.048,8235.91,21.5234,6770.92,7.22654e+06,-11.1717,-5.78239,-11.8777,-8.5186,-4.67373,0.717359,8021.25,13.5729,6556.25,0.587223,0.997048,0.00379908,13659.6,-0.00227673,0.817393,11.7441,10.5036,120.796,91.5349,0.606171,12.0492,11.9691,119.989,142.268,0.807382,-50.7335 
267,202.111,0.35,0.23,43.2208,267,14402.5,0.0117848,31.9472,11.5549,121.15,-0.016178,-17.9405,6.96076e-11,1.72951,-4.79045,-8.85153,0.32628,-6.09455,143.925,9186.65,23.4742,7604.96,12026.3,0.823251,-5.69671,-10.664,-0.57998,-7.00081,0.538718,8984.78,15.9975,7403.09,0.585273,0.996894,0.00396487,15351.4,-0.00236962,0.891473,11.769,10.6489,121.03,92.0966,0.681633,11.8268,12.1165,120.348,143.036,0.681188,-50.9393 
268,202.052,0.26,0.32,43.2077,268,14064,-0.37349,30.8323,-11.9573,121.232,0.159953,323.475,0.000830777,-7.14499,-2.87894,-9.83121,-9.17561,-2.45962,131.651,8781.24,20.6998,7493.95,13685.8,-7.97396,-3.70791,-11.4891,-10.0046,-3.28859,0.68492,8596.59,13.8608,7309.3,0.577628,0.997186,0.00348107,14882.6,-0.00216871,0.81809,11.9836,10.8792,121.136,92.6994,0.641232,11.9178,12.537,120.365,143.837,0.771275,-51.1373 
269,202.114,0.09,0.49,43.2214,269,15576.7,-0.722626,34.5763,12.1556,121.322,-0.0794143,-992.235,473.314,-8.79481,-1.49215,-17.9711,-6.45817,-1.22412,168.391,9983.21,38.9181,8185.48,16247.2,-9.85512,-2.55246,-20.0917,-7.51848,-2.28443,0.525043,9747.02,30.1705,7949.29,0.587757,0.994612,0.00694293,16583.4,-0.00261139,0.938016,11.951,10.8336,121.085,92.1337,0.700253,12.1557,12.4178,120.407,143.006,0.67848,-50.872 
270,202.074,0.07,0.51,43.2125,270,13147.1,-0.0268848,29.1197,11.7429,121.165,0.00817688,-27.2453,500,-3.8452,-1.13344,-11.3091,-3.89294,-6.4171,149.967,8373.47,31.7822,7105.01,11138.8,-4.7895,-2.07774,-13.1977,-4.83724,-7.3614,0.590941,8163.13,23.9917,6894.67,0.579252,0.994883,0.00636923,14092.5,-0.00236676,0.812046,11.8921,10.6045,121.212,91.8878,0.628192,12.0025,12.1448,120.336,142.735,0.875871,-50.8474 
271,202.03,0.19,0.39,43.2027,271,14223.3,-0.72847,32.4859,12.0533,121.283,-2.75601,-140.199,394.48,-7.78112,-3.3324,-6.83444,-7.56814,-5.20666,187.939,9294.95,28.2539,7557.92,25325,-8.96452,-4.5158,-9.20124,-8.75154,-6.39006,0.75673,9031.35,18.4909,7294.31,0.590112,0.99643,0.00464797,15304.5,-0.00264,0.87375,11.9495,10.8595,121.158,91.6024,0.651182,12.0212,12.4653,120.412,142.359,0.746525,-50.7562 
272,202.092,0.36,0.22,43.2165,272,13697.3,-0.740847,31.1321,12.256,121.431,1.19664,2184.06,478.636,-10.2643,-7.81942,-6.54427,-7.44666,-2.02323,141,8837.08,25.628,7505.21,97499.6,-11.1521,-8.70726,-8.31995,-8.3345,-2.91108,0.788967,8639.32,18.3033,7307.45,0.578898,0.996306,0.00459282,14923.7,-0.00269031,0.827832,12.0549,10.8501,121.23,92.3628,0.656726,12.1084,12.1902,120.352,143.219,0.877828,-50.8563 
273,202.052,0.06,0.52,43.2077,273,14421.3,-0.0526873,31.2002,12.1409,121.082,-0.0200481,-77.1851,424.745,-4.0491,-4.23644,-6.02648,-8.1744,0.810002,204.194,9211.08,29.2845,7635.85,12381.5,-5.33485,-5.52219,-8.59799,-9.46016,-0.475752,0.707461,8924.68,18.6771,7349.45,0.585409,0.996351,0.00465951,15245.2,-0.00251287,0.856858,12.1048,10.9013,121.296,91.7391,0.64733,12.3225,12.3549,120.299,142.492,0.996701,-50.753 
274,202.127,0.14,0.44,43.2243,274,15195.9,-0.723166,33.8472,12.1749,121.233,-0.0611847,733.418,297.98,-7.21206,-1.62814,-7.17221,-8.59098,-3.85438,186.222,9765.45,33.962,7929.79,14875.6,-8.38465,-2.80074,-9.5174,-9.76357,-5.02698,0.731854,9504.26,24.2881,7668.59,0.590354,0.995548,0.0058005,16099.2,-0.00266517,0.918223,12.2159,10.7245,121.1,91.4863,0.69649,12.0757,12.2385,120.254,142.383,0.845769,-50.8968 
275,202.139,0.11,0.47,43.2268,275,13960.1,-0.723331,31.6294,-12.1805,121.233,0.235618,881.599,478.216,-6.81779,-10.39,-10.3321,-6.1656,-5.19715,214.527,9048.81,29.4713,7493.24,19303.6,-8.16861,-11.7408,-13.0337,-7.51642,-6.54797,0.722731,8747.91,18.327,7192.34,0.585798,0.996347,0.00467199,14933.3,-0.00258379,0.874664,11.9421,10.5912,121.091,91.5035,0.654536,12.1003,12.1623,120.184,142.354,0.90703,-50.8504 
276,202.015,0.4,0.18,43.1994,276,14459.9,-0.0433181,31.287,11.9438,121.208,-0.0393495,-98.5413,5.34706e-05,0.0608666,-6.50512,-9.42503,-5.0695,-11.7971,114.694,9236.91,35.9104,7640.51,12291,-0.661329,-7.22731,-10.8694,-5.79169,-12.5193,0.706779,9076.04,29.9523,7479.64,0.585229,0.994258,0.00732271,15508.5,-0.00247638,0.858698,12.2447,10.7525,121.065,91.6789,0.668755,12.1192,12.1571,120.207,142.503,0.857609,-50.8237 
277,202.07,0.17,0.41,43.2117,277,16744.4,0.0887465,36.3426,11.651,121.084,-0.061077,-40.0992,500,-5.09142,-5.53968,-4.31499,-4.05093,-1.49103,174.684,10522.9,37.4081,8521.69,13863.7,-6.19136,-6.63962,-6.51487,-5.15087,-2.59097,0.75949,10277.9,28.3336,8276.68,0.590824,0.995199,0.00626656,17395.8,-0.00241456,0.98441,12.039,10.8327,120.96,91.9392,0.746909,11.861,12.4555,120.081,142.858,0.87881,-50.9189 
278,202.095,0.08,0.5,43.2172,278,12894.5,-0.430572,29.4891,-12.0064,121.343,0.149678,98.1505,0.426902,-4.11947,-0.823752,-17.4494,-9.1815,-8.49669,189.61,8553.36,22.5096,7013.51,12004,-5.31339,-2.01767,-19.8373,-10.3754,-9.69061,0.580025,8287.42,12.6598,6747.57,0.588164,0.997334,0.00344425,14090.3,-0.00267014,0.826608,11.8786,10.6241,121.129,91.6643,0.631329,11.9833,11.999,120.392,142.557,0.737056,-50.8929 
279,202.127,0.34,0.24,43.2243,279,15259.1,0.131005,32.9252,11.7078,121.316,-0.0023936,-120.351,1.82879e-12,-5.58039,1.07093,-14.1887,-7.17571,-4.47099,125.057,9764.64,27.5291,7889.13,12558,-6.36785,0.283479,-15.7636,-7.96316,-5.25844,0.550505,9589.24,21.0326,7713.73,0.591088,0.996176,0.00499766,16223,-0.0023792,0.929199,11.9182,10.7459,121.201,91.7128,0.694348,12.0795,12.0453,120.314,142.506,0.886885,-50.7928 
280,200,0.45,0.13,40,280,17140.7,-0.15954,38.1064,11.5144,121.183,0.270011,-17.5166,500,-6.78377,-1.77998,-12.3858,-5.28082,-9.13828,117.088,10860.7,30.4753,8747.24,14437.5,-7.52104,-2.51725,-13.8603,-6.01809,-9.87555,0.651683,10696.4,24.3928,8583.01,0.591688,0.996025,0.00520797,18077.8,-0.00254119,1.07507,11.6391,10.593,121.24,91.9621,0.812433,11.741,11.8247,120.167,142.705,1.07301,-50.7426 
281,200,0.45,0.13,40,281,18822.8,-0.765377,42.0068,11.7994,121.018,0.531502,1339.2,31.4633,-4.25969,-6.15276,-2.84828,-6.2887,-7.70561,168.968,12048.9,23.3865,9294.54,39306.2,-5.32363,-7.21671,-4.97617,-7.35265,-8.76956,0.85207,11811.9,14.6089,9057.55,0.602605,0.99784,0.00296233,19601.4,-0.00272424,1.21041,11.7112,10.455,120.982,91.8617,0.861593,11.6493,11.9851,119.982,142.567,0.999576,-50.7052 
282,200,0.45,0.13,40,282,18567.2,-0.243977,40.2444,11.6984,121.365,0.10358,141.537,8.39616e-12,-8.56514,-7.18359,-1.45629,-4.91055,-3.03721,159.767,11582.7,38.2149,9425.84,15803.1,-9.57115,-8.1896,-3.46831,-5.91656,-4.04322,0.888796,11358.6,29.9153,9201.75,0.58938,0.995412,0.00595312,19272.1,-0.00238239,1.1287,11.7483,10.5361,121.21,92.2082,0.860291,11.7763,11.9341,120.436,143.01,0.773845,-50.802 
283,200,0.45,0.13,40,283,18748.7,-0.302971,40.255,11.8073,120.852,-0.0259535,189.835,469.035,-7.77945,-4.26221,-7.66636,-2.91658,-5.66198,167.874,11798.3,36.9742,9448.07,15633.1,-8.8365,-5.31927,-9.78047,-3.97363,-6.71904,0.717563,11562.8,28.2534,9212.61,0.593401,0.995742,0.00561767,19485.6,-0.00263202,1.11742,11.9559,10.7999,120.966,92.4197,0.846571,11.8256,12.1888,119.886,143.297,1.08012,-50.8776 
284,200,0.45,0.13,40,284,18018.7,-0.732121,39.4444,-12.0275,121.215,-0.248132,-155.714,425.566,-2.83984,-4.29033,-6.36535,-7.46871,-2.89606,174.391,11354.6,36.6201,9227.34,16701.7,-3.93793,-5.38842,-8.56153,-8.5668,-3.99415,0.718822,11110,27.5608,8982.74,0.589853,0.995677,0.00562017,18835.1,-0.00265498,1.09224,12.0202,10.582,121.214,91.894,0.837321,11.9584,11.8597,120.293,142.637,0.920821,-50.743 
285,200,0.45,0.13,40,285,19767.1,-0.714615,43.0006,11.8699,121.143,-0.134597,419.66,481.563,-7.46491,-4.75431,-18.7375,-6.37656,-0.418453,205.419,12419.6,41.9553,9834.35,18454.3,-8.75838,-6.04778,-21.3244,-7.67003,-1.71192,0.53146,12131.5,31.2842,9546.23,0.596399,0.995507,0.00600059,20341.2,-0.00259353,1.21102,11.8513,10.571,121.113,92.2608,0.897864,11.8115,11.9317,120.148,143.005,0.965254,-50.7441 
286,200,0.45,0.13,40,286,17933.1,-0.0428773,40.1343,-11.5098,120.964,0.00405813,-41.4034,499.91,-7.57259,-1.22995,-14.2088,-3.17026,2.27531,185.911,11356.3,20.4524,9346.58,15043.1,-8.74322,-2.40058,-16.55,-4.34089,1.10468,0.46492,11095.5,10.7947,9085.82,0.586776,0.9983,0.0021838,18909.4,-0.00289977,1.12654,11.785,10.4335,120.893,92.3305,0.873505,11.7493,11.8398,120.093,143.071,0.799869,-50.7408 
287,200,0.45,0.13,40,287,18279.2,-0.718555,40.1811,11.9095,120.86,1.35422,-313.083,499.37,-4.33311,-1.06507,-4.73243,-4.61702,-5.83036,194.604,11569.4,39.9156,9103.65,29380.1,-5.55848,-2.29044,-7.18317,-5.84239,-7.05573,0.742817,11296.4,29.8063,8830.7,0.597984,0.995404,0.00617925,18890.8,-0.00242246,1.13703,11.7265,10.5086,120.751,91.4436,0.829717,11.8096,11.9945,119.868,142.123,0.88271,-50.6791 
288,202.015,0.2,0.38,43.1994,288,12590.7,-0.0737976,28.5351,11.8248,121.338,0.0844278,-49.0201,0.000641001,-9.58399,-6.28347,-9.90554,-7.18845,-1.57371,168.281,8338.94,18.1438,6722.54,11118.9,-10.6436,-7.34309,-12.0248,-8.24807,-2.63333,0.705944,8102.91,9.40196,6486.51,0.592261,0.997974,0.00266295,13681.3,-0.00259315,0.786609,12.0745,10.7757,121.171,91.9025,0.607608,12.0307,12.0323,120.345,142.906,0.826201,-51.0036 
289,202.033,0.05,0.53,43.2034,289,12506.8,-0.406455,28.7922,11.965,121.112,-0.0490094,-168.068,0.0119823,-4.2769,-3.8,-13.7253,-9.39389,0.400515,223.453,8365.89,24.3085,6712.46,11482.7,-5.68392,-5.20702,-16.5393,-10.8009,-1.00651,0.578484,8052.47,12.7006,6399.05,0.59403,0.997247,0.00364283,13555.7,-0.00252497,0.793274,11.9517,10.7583,121.031,91.6485,0.587691,11.9472,12.2953,120.243,142.363,0.787726,-50.7142 
290,202.005,0.21,0.37,43.1974,290,11575.4,-0.0136466,27.1677,11.7168,121.156,-0.00124218,6.58173,1.71749e-10,-4.24152,-7.42818,-8.73423,-4.8217,-2.08869,192.836,8126.13,27.0396,6185.18,10362.6,-5.45576,-8.64242,-11.1627,-6.03594,-3.30292,0.677376,7855.66,17.0221,5914.71,0.606975,0.996222,0.0052735,12942.3,-0.00289947,0.771947,12.1311,10.7331,120.995,91.3608,0.561187,12.0547,12.0624,120.178,142.148,0.816091,-50.7874 
291,202.03,0.39,0.19,43.2027,291,11270.9,-0.15759,26.8344,11.7032,121.346,0.00582748,5.44602,500,-4.04705,-5.89625,-9.16247,-4.42617,-7.02344,157.165,7773.24,30.6971,6246.33,10224.3,-5.03667,-6.88588,-11.1417,-5.41579,-8.01306,0.69469,7552.8,22.5327,6025.89,0.593071,0.994806,0.00684108,12735.1,-0.00279118,0.736988,11.7962,10.8955,121.236,91.6692,0.551127,12.0323,12.389,120.342,142.46,0.894206,-50.7909 
292,202.049,0.18,0.4,43.207,292,10533.7,-0.788151,26.0179,12.2296,121.252,1.46965,-350.44,4.42037,-5.0762,-6.80452,-12.4458,-0.788104,-5.87852,200.269,7477.28,25.6939,5933.32,27123.7,-6.33724,-8.06556,-14.9679,-2.04914,-7.13956,0.611822,7196.38,15.2903,5652.42,0.59684,0.996296,0.00495836,12057.5,-0.00299395,0.721994,11.9521,10.6808,121.121,91.5361,0.536655,12.1114,12.0761,120.201,142.23,0.919632,-50.6934 
