cyc,time,amplitude,T,TF,EF,ToTF,q,offs,N,Npix,ENoEF,tof,AR
19,2.5,1.6,3.82725e-07,8.05046e-07,1.11149e-29,0.475408,0.19432,4.54259e-13,46574,62955.5,1.2982,0.0066,1.49693 
20,2.5,1.4,3.80705e-07,8.09394e-07,1.11749e-29,0.470358,0.223052,2.0523e-13,47332.8,62365.2,1.28382,0.0066,1.48547 
21,2.5,0.05,3.509e-07,7.95222e-07,1.09792e-29,0.44126,0.395807,-2.69803e-13,44889.7,58087.1,1.20257,0.0066,1.46514 
22,2.5,1.7,3.99259e-07,7.93894e-07,1.09609e-29,0.502912,0.0435965,2.32438e-13,44665.1,61445.7,1.37803,0.0066,1.43614 
23,2.5,0.1,3.7515e-07,8.01861e-07,1.10709e-29,0.46785,0.237455,8.60791e-13,46023.3,63819.3,1.27671,0.0066,1.47265 
24,2.5,1.5,4.01217e-07,8.08134e-07,1.11575e-29,0.496474,0.0780032,3.64234e-13,47112.1,63906.7,1.35903,0.0066,1.48108 
25,2.5,0.5,3.57133e-07,8.1952e-07,1.13147e-29,0.435783,0.429814,-4.68775e-13,49131.5,62758.9,1.1876,0.0066,1.48781 
26,2.5,0.2,3.7435e-07,7.98288e-07,1.10216e-29,0.468941,0.23118,1.27769e-12,45411,63737.4,1.2798,0.0066,1.52292 
27,2.5,0.3,3.76089e-07,7.87194e-07,1.08684e-29,0.477759,0.181057,8.3016e-13,43543.8,59794,1.30493,0.0066,1.51638 
28,2.5,0.9,3.81489e-07,7.79478e-07,1.07619e-29,0.489415,0.116361,-2.0037e-14,42276,55822.4,1.3385,0.0066,1.45543 
29,2.5,0.35,3.59025e-07,7.7438e-07,1.06915e-29,0.463629,0.26189,-5.52934e-14,41451.8,54618.7,1.26478,0.0066,1.46964 
30,2.5,1.3,3.95342e-07,7.41901e-07,1.02431e-29,0.532877,-0.111124,8.91928e-13,36451.9,51330.3,1.4668,0.0066,-1.4687 
31,2.5,1.2,3.84952e-07,7.86298e-07,1.0856e-29,0.489575,0.115483,-1.25318e-13,43395.3,57306.5,1.33897,0.0066,1.44855 
32,2.5,1.1,3.63355e-07,7.88115e-07,1.08811e-29,0.461044,0.276981,-1.12682e-13,43696.8,57525.1,1.25751,0.0066,1.44758 
33,2.5,0.25,3.81831e-07,7.63756e-07,1.05448e-29,0.499938,0.0593901,8.77239e-13,39769.1,55940.7,1.36916,0.0066,1.46863 
34,2.5,0.4,3.64132e-07,7.53714e-07,1.04062e-29,0.483117,0.151102,-1.09301e-13,38221,50018.1,1.32031,0.0066,1.46714 
35,2.5,0.8,3.64541e-07,8.05151e-07,1.11163e-29,0.452761,0.325993,-2.0472e-13,46592.3,60340.4,1.23435,0.0066,1.49987 
36,2.5,0.6,3.60584e-07,7.57666e-07,1.04607e-29,0.475914,0.191457,-2.07511e-13,38825.3,50830.1,1.29965,0.0066,1.4532 
37,2.5,1,3.78645e-07,7.62434e-07,1.05266e-29,0.496626,0.0771808,4.37531e-13,39563,53761.9,1.35948,0.0066,1.45082 
38,2.5,0.7,3.75768e-07,8.13498e-07,1.12316e-29,0.461916,0.271878,-1.94335e-13,48056.5,62752.1,1.25996,0.0066,1.45343 
39,2.5,0.15,3.53108e-07,7.91671e-07,1.09302e-29,0.446029,0.366605,-3.51746e-13,44291,56304.7,1.21569,0.0066,1.46614 
40,2.5,0.01,3.69056e-07,7.927e-07,1.09444e-29,0.465568,0.250634,-4.17815e-13,44464,57331.3,1.27026,0.0066,1.44823 
41,2.5,1.6,3.9688e-07,7.80295e-07,1.07731e-29,0.508627,0.0132987,-1.77259e-13,42409.1,56159,1.39467,0.0066,1.43746 
42,2.5,1.4,3.93746e-07,7.50673e-07,1.03642e-29,0.524524,-0.0689352,-4.66725e-13,37760.1,48656.6,1.44181,0.0066,1.45212 
43,2.5,0.05,3.71182e-07,7.77253e-07,1.07311e-29,0.477556,0.182196,-5.20108e-14,41914.9,55396.4,1.30435,0.0066,1.4567 
44,2.5,1.7,3.95432e-07,7.91808e-07,1.09321e-29,0.499404,0.0622478,-2.15423e-13,44314,57930.5,1.36759,0.0066,1.44283 
45,2.5,0.1,3.85576e-07,7.7706e-07,1.07285e-29,0.496198,0.0794853,3.30165e-13,41883.7,56541.5,1.35822,0.0066,1.45935 
46,2.5,1.5,3.84479e-07,7.72449e-07,1.06648e-29,0.497741,0.0711623,-2.09273e-13,41142.5,54230.6,1.36271,0.0066,1.42463 
47,2.5,0.5,3.68183e-07,7.75362e-07,1.0705e-29,0.474853,0.197457,4.5866e-13,41609.8,56960.5,1.29662,0.0066,1.43937 
48,2.5,0.2,3.78374e-07,7.70093e-07,1.06323e-29,0.491335,0.105867,7.24197e-13,40767.2,55832.7,1.34407,0.0066,1.49569 
49,2.5,0.3,3.72056e-07,8.16067e-07,1.1267e-29,0.455914,0.307218,5.62723e-13,48513.2,65211.7,1.24314,0.0066,1.50198 
50,2.5,0.9,3.90561e-07,8.02343e-07,1.10776e-29,0.486776,0.130858,-1.39285e-13,46106.4,60536.8,1.33086,0.0066,1.49369 
51,2.5,0.35,3.52587e-07,7.74317e-07,1.06906e-29,0.455352,0.310554,-3.81177e-13,41441.8,53476.1,1.24157,0.0066,1.48935 
52,2.5,1.3,3.69683e-07,7.88678e-07,1.08889e-29,0.468738,0.232348,-2.39463e-13,43790.5,57111,1.27923,0.0066,1.48193 
53,2.5,1.2,3.93547e-07,7.76291e-07,1.07179e-29,0.506958,0.0220966,4.26786e-13,41759.5,56301.4,1.38977,0.0066,1.47263 
54,2.5,1.1,3.70463e-07,7.8183e-07,1.07943e-29,0.473841,0.203198,-2.04867e-13,42659.7,56481.8,1.29373,0.0066,1.46126 
55,2.5,0.25,3.70112e-07,7.8233e-07,1.08012e-29,0.47309,0.207466,4.60641e-13,42741.7,58364.8,1.29159,0.0066,1.43963 
56,2.5,0.4,3.63655e-07,7.8814e-07,1.08815e-29,0.461409,0.274841,1.73107e-13,43701.1,58830.4,1.25854,0.0066,1.46332 
57,2.5,0.8,3.66467e-07,7.80942e-07,1.07821e-29,0.469263,0.229333,1.04702e-13,42514.6,57086.6,1.28071,0.0066,1.41648 
58,2.5,0.6,3.84922e-07,7.71176e-07,1.06472e-29,0.499137,0.0636785,-1.1582e-13,40939.4,54461,1.3668,0.0066,1.43886 
59,2.5,1,3.8492e-07,8.1218e-07,1.12134e-29,0.473934,0.202668,3.89529e-13,47823.2,65085.5,1.294,0.0066,1.47899 
60,2.5,0.7,3.76992e-07,7.79532e-07,1.07626e-29,0.483613,0.148348,1.09736e-13,42284.7,56596.4,1.32174,0.0066,1.45222 
61,2.5,0.15,3.78311e-07,7.54212e-07,1.0413e-29,0.501598,0.0505177,1.65879e-13,38296.8,51884.8,1.37401,0.0066,1.42907 
62,2.5,0.01,3.59391e-07,7.81814e-07,1.07941e-29,0.459688,0.284933,-2.56942e-13,42657.2,54882.5,1.2537,0.0066,1.46403 
63,2.5,1.6,3.99623e-07,8.07905e-07,1.11543e-29,0.49464,0.0879067,1.92534e-13,47072,63518,1.35368,0.0066,1.46244 
64,2.5,1.4,3.91687e-07,7.76083e-07,1.0715e-29,0.504697,0.0340414,-6.45428e-14,41726,55714.5,1.38312,0.0066,1.47044 
65,2.5,0.05,3.74714e-07,7.66792e-07,1.05867e-29,0.488678,0.120401,-7.43117e-13,40245.2,50938.8,1.33637,0.0066,1.44438 
66,2.5,1.7,4.01354e-07,7.9218e-07,1.09372e-29,0.506645,0.0237416,-3.5722e-13,44376.5,58195.1,1.38883,0.0066,1.43325 
67,2.5,0.1,3.76481e-07,8.04804e-07,1.11115e-29,0.467791,0.237792,-3.01406e-13,46532.1,59743,1.27654,0.0066,1.49988 
68,2.5,1.5,3.95318e-07,7.73374e-07,1.06776e-29,0.51116,1.60603e-05,4.14293e-13,41290.5,56799.4,1.40215,0.0066,1.45585 
69,2.5,0.5,3.68848e-07,7.98557e-07,1.10253e-29,0.461893,0.272017,-6.22267e-14,45456.9,60293.9,1.25989,0.0066,1.45658 
70,2.5,0.2,3.66372e-07,8.11242e-07,1.12004e-29,0.451619,0.332836,1.76411e-13,47657.6,63124.1,1.23117,0.0066,1.49622 
71,2.5,0.3,3.69848e-07,7.93855e-07,1.09604e-29,0.465889,0.248776,-6.2712e-14,44658.7,59009.7,1.27116,0.0066,1.44951 
72,2.5,0.9,3.87046e-07,7.69752e-07,1.06276e-29,0.50282,0.0440094,6.98979e-14,40713.1,55177.8,1.37764,0.0066,1.42991 
73,2.5,0.35,3.82913e-07,8.04945e-07,1.11135e-29,0.475701,0.192662,2.7879e-13,46556.6,63215.3,1.29904,0.0066,1.45008 
74,2.5,1.3,3.91622e-07,7.83083e-07,1.08116e-29,0.500103,0.0585118,-8.21397e-14,42865.2,56820.3,1.36964,0.0066,1.43575 
75,2.5,1.2,3.92253e-07,7.98867e-07,1.10296e-29,0.491011,0.107631,2.37735e-13,45509.8,62019.3,1.34313,0.0066,1.44271 
76,2.5,1.1,3.82667e-07,7.83721e-07,1.08204e-29,0.48827,0.122642,3.15229e-13,42970,58243.6,1.33519,0.0066,1.48274 
77,2.5,0.25,3.77538e-07,7.57349e-07,1.04563e-29,0.498499,0.0670938,9.63454e-14,38776.6,52116.2,1.36493,0.0066,1.44838 
78,2.5,0.4,3.63107e-07,7.9369e-07,1.09581e-29,0.457492,0.297873,3.39748e-13,44630.9,60159.6,1.24755,0.0066,1.46504 
79,2.5,0.8,3.86913e-07,7.44876e-07,1.02841e-29,0.519432,-0.0428761,2.81894e-13,36892.1,50402.6,1.42665,0.0066,1.45414 
80,2.5,0.6,3.75353e-07,7.23038e-07,9.98263e-30,0.519133,-0.0413361,-2.90245e-13,33741.6,43970,1.42576,0.0066,1.41274 
81,2.5,1,3.9181e-07,7.92177e-07,1.09372e-29,0.494599,0.0881308,1.29364e-13,44376.1,59518.6,1.35356,0.0066,1.45248 
82,2.5,0.7,3.68249e-07,7.92398e-07,1.09403e-29,0.464727,0.255507,3.14186e-14,44413.2,58374.3,1.26788,0.0066,1.47368 
83,2.5,0.15,3.77352e-07,7.99704e-07,1.10411e-29,0.471865,0.214443,2.14948e-13,45653,61320.2,1.28811,0.0066,1.43771 
84,2.5,0.01,3.86617e-07,7.64467e-07,1.05546e-29,0.505734,0.0285528,-3.38384e-14,39880.3,53224.9,1.38615,0.0066,1.46713 
85,2.5,1.6,4.11301e-07,7.21551e-07,9.9621e-30,0.570023,-0.290953,5.95162e-13,33533.8,47817.7,1.57977,0.0066,1.40963 
86,2.5,1.4,3.91558e-07,7.71195e-07,1.06475e-29,0.507729,0.0180425,-4.7614e-15,40942.4,54741.7,1.39205,0.0066,1.44141 
87,2.5,0.05,3.68225e-07,8.10509e-07,1.11903e-29,0.454313,0.316734,-1.61277e-13,47528.7,62081.4,1.23867,0.0066,1.47112 
88,4.5,1.7,4.16462e-07,7.63602e-07,1.05427e-29,0.545391,-0.173085,7.59553e-15,39745,53108.5,1.50453,0.0066,1.44321 
89,4.5,0.1,3.80344e-07,7.94973e-07,1.09758e-29,0.478436,0.17725,2.72152e-13,44847.6,61101.5,1.30687,0.0066,1.45751 
90,4.5,1.5,4.10247e-07,7.34306e-07,1.01382e-29,0.558686,-0.23735,2.36745e-13,35343.7,48623.9,1.54498,0.0066,1.41815 
91,4.5,0.5,3.71098e-07,7.75155e-07,1.07022e-29,0.47874,0.175544,-8.53655e-14,41576.4,54713.8,1.30774,0.0066,1.47864 
92,4.5,0.2,3.65708e-07,7.76825e-07,1.07252e-29,0.470773,0.220681,-1.47213e-13,41845.8,54549.4,1.285,0.0066,1.47042 
93,4.5,0.3,3.73937e-07,7.8426e-07,1.08279e-29,0.476803,0.186441,-1.84707e-13,43058.8,55913.7,1.30219,0.0066,1.48108 
94,4.5,0.9,4.04685e-07,7.3788e-07,1.01875e-29,0.548443,-0.187976,1.11433e-13,35862.4,49244.9,1.51378,0.0066,1.42736 
95,4.5,0.35,3.74374e-07,7.7077e-07,1.06416e-29,0.485714,0.136719,-2.55719e-13,40874.9,52252.3,1.3278,0.0066,1.5037 
96,4.5,1.3,4.04812e-07,7.9012e-07,1.09088e-29,0.512343,-0.00615732,2.15327e-13,44031.2,60587.5,1.40564,0.0066,1.41748 
97,4.5,1.2,4.01554e-07,8.00164e-07,1.10475e-29,0.50184,0.0492284,4.84112e-13,45731.9,63487,1.37472,0.0066,1.42213 
98,4.5,1.1,4.04362e-07,7.87873e-07,1.08778e-29,0.513232,-0.0107926,6.1755e-13,43656.6,61439.7,1.40827,0.0066,1.4449 
99,4.5,0.25,3.65272e-07,7.59655e-07,1.04882e-29,0.480839,0.163792,5.25479e-14,39131.9,51871.7,1.31376,0.0066,1.44245 
100,4.5,0.4,3.78584e-07,7.79598e-07,1.07635e-29,0.485614,0.13727,2.90621e-13,42295.4,57201.5,1.32751,0.0066,1.44135 
101,4.5,0.8,3.86865e-07,7.43143e-07,1.02602e-29,0.520579,-0.0487642,-3.10761e-14,36635.3,49133.8,1.43006,0.0066,1.42926 
102,4.5,0.6,3.99406e-07,7.65172e-07,1.05644e-29,0.521983,-0.0559605,3.26128e-13,39990.7,56218.3,1.43424,0.0066,1.40869 
103,4.5,1,3.92537e-07,7.8697e-07,1.08653e-29,0.498795,0.0655064,3.16616e-14,43506.7,58345.5,1.3658,0.0066,1.43029 
104,4.5,0.7,3.92543e-07,7.26757e-07,1.0034e-29,0.54013,-0.147214,-1.04491e-13,34264.9,45746.5,1.48863,0.0066,1.41178 
105,4.5,0.15,3.86294e-07,7.17484e-07,9.90595e-30,0.538401,-0.138653,5.28746e-13,32970,46924.4,1.48341,0.0066,1.39105 
106,4.5,0.01,3.61502e-07,7.62825e-07,1.0532e-29,0.473899,0.202867,1.01935e-13,39623.9,52991.5,1.2939,0.0066,1.44201 
107,4.5,1.6,4.14694e-07,7.60072e-07,1.04939e-29,0.545599,-0.1741,-5.34965e-14,39196.3,52735.2,1.50516,0.0066,1.40659 
108,4.5,1.4,4.38192e-07,7.33859e-07,1.0132e-29,0.597107,-0.414947,1.54126e-13,35279.2,48977.5,1.66378,0.0066,1.38366 
109,4.5,0.05,3.77759e-07,7.82721e-07,1.08066e-29,0.482623,0.153848,-1.0445e-13,42805.9,56012.4,1.31889,0.0066,1.4655 
110,4.5,1.7,4.23953e-07,7.77217e-07,1.07307e-29,0.545476,-0.173499,5.75108e-15,41909.2,57139.8,1.50478,0.0066,1.39096 
111,4.5,0.1,3.76127e-07,7.65948e-07,1.05751e-29,0.491061,0.107361,-1.32666e-13,40112.4,53094.5,1.34328,0.0066,1.4668 
112,4.5,1.5,4.11881e-07,7.52804e-07,1.03936e-29,0.54713,-0.181579,3.6239e-13,38082.7,53033.6,1.50979,0.0066,1.39554 
113,4.5,0.5,3.83215e-07,7.88113e-07,1.08811e-29,0.486243,0.133793,-1.55478e-14,43696.6,58299.7,1.32933,0.0066,1.42672 
114,4.5,0.2,3.80542e-07,7.69824e-07,1.06286e-29,0.494323,0.0896232,2.61248e-13,40724.6,55648.2,1.35276,0.0066,1.41786 
115,4.5,0.3,3.70475e-07,7.80559e-07,1.07768e-29,0.474628,0.198733,-8.2127e-14,42452,55633.2,1.29598,0.0066,1.46571 
116,4.5,0.9,3.90232e-07,7.80777e-07,1.07798e-29,0.499799,0.0601344,7.93668e-13,42487.6,60054.8,1.36875,0.0066,1.43695 
117,4.5,0.35,3.89043e-07,7.24322e-07,1.00004e-29,0.537113,-0.13226,3.5363e-14,33921.7,45914.8,1.47953,0.0066,1.44378 
118,4.5,1.3,4.03448e-07,8.10303e-07,1.11874e-29,0.497898,0.0703172,-3.52574e-14,47492.3,63660.5,1.36317,0.0066,1.44002 
119,4.5,1.2,4.08282e-07,7.94157e-07,1.09645e-29,0.514107,-0.0153466,1.07323e-13,44709.7,61313,1.41086,0.0066,1.40697 
120,4.5,1.1,3.97076e-07,7.61892e-07,1.05191e-29,0.52117,-0.0518019,-2.43521e-13,39478.6,52192,1.43182,0.0066,1.40396 
121,4.5,0.25,3.82479e-07,7.65633e-07,1.05707e-29,0.499558,0.0614222,-6.61546e-14,40063.1,53461.5,1.36804,0.0066,1.4121 
122,4.5,0.4,3.79259e-07,7.29716e-07,1.00748e-29,0.519734,-0.0444301,1.14674e-13,34685.2,46757.6,1.42755,0.0066,1.40967 
123,4.5,0.8,3.86871e-07,7.8279e-07,1.08076e-29,0.494221,0.0901768,-7.07028e-13,42817.1,54632.7,1.35246,0.0066,1.43228 
125,4.5,1,3.86898e-07,7.5441e-07,1.04158e-29,0.512848,-0.00879006,-3.01117e-13,38327,50770.9,1.40713,0.0066,1.36679 
126,4.5,0.7,3.89678e-07,7.20305e-07,9.94489e-30,0.540991,-0.151463,-1.88845e-13,33360.3,44360,1.49122,0.0066,1.41797 
127,4.5,0.15,3.93612e-07,7.48062e-07,1.03281e-29,0.526176,-0.0773327,1.18209e-13,37367.5,50873.3,1.44674,0.0066,1.39593 
128,4.5,0.01,3.83584e-07,7.61033e-07,1.05072e-29,0.504031,0.037576,-3.93558e-13,39345.3,51203.7,1.38117,0.0066,1.42718 
129,4.5,1.6,4.11611e-07,7.46561e-07,1.03074e-29,0.551343,-0.202047,-2.70655e-13,37143.1,49731.6,1.52259,0.0066,1.38338 
130,4.5,1.4,4.2244e-07,7.3511e-07,1.01493e-29,0.574663,-0.312585,-1.31556e-13,35460,47817.9,1.59409,0.0066,1.40868 
131,4.5,0.05,3.86648e-07,7.62504e-07,1.05275e-29,0.507077,0.021474,2.53191e-13,39573.8,54288.5,1.39012,0.0066,1.39764 
132,4.5,1.7,4.24452e-07,7.63548e-07,1.05419e-29,0.555894,-0.223982,-1.97856e-13,39736.7,53225.6,1.53645,0.0066,1.3815 
133,4.5,0.1,3.73421e-07,7.7464e-07,1.06951e-29,0.482058,0.156996,-8.92841e-14,41493.6,55421.6,1.31726,0.0066,1.43784 
134,4.5,1.5,4.05248e-07,7.6318e-07,1.05368e-29,0.530999,-0.101688,1.12209e-14,39679.2,53462.7,1.46118,0.0066,1.41764 
135,4.5,0.5,3.92099e-07,7.82859e-07,1.08085e-29,0.500855,0.0544944,8.28049e-13,42828.5,59355.8,1.37185,0.0066,1.48644 
136,4.5,0.2,3.81558e-07,7.33734e-07,1.01303e-29,0.520022,-0.0459133,-2.42379e-13,35261.2,46785.3,1.4284,0.0066,1.38183 
137,4.5,0.3,3.79155e-07,7.66987e-07,1.05894e-29,0.494344,0.0895113,-1.28589e-13,40275.9,53476.2,1.35282,0.0066,1.44116 
138,4.5,0.9,3.96416e-07,7.35976e-07,1.01613e-29,0.538626,-0.139771,3.05713e-13,35585.5,49256.5,1.48409,0.0066,1.41387 
139,4.5,0.35,3.8493e-07,7.62985e-07,1.05342e-29,0.504505,0.0350617,4.49236e-13,39648.8,55628.9,1.38256,0.0066,1.39482 
140,4.5,1.3,4.02114e-07,7.89728e-07,1.09034e-29,0.509181,0.0103887,-1.73821e-13,43965.7,59174.6,1.3963,0.0066,1.38507 
141,4.5,1.2,4.05669e-07,7.49732e-07,1.03512e-29,0.541085,-0.151927,-3.59018e-13,37618.4,49924.7,1.49151,0.0066,1.38286 
142,4.5,1.1,4.01532e-07,7.6087e-07,1.0505e-29,0.527728,-0.0851958,7.45307e-14,39320,53242.2,1.45138,0.0066,1.42305 
143,4.5,0.25,3.59651e-07,7.85951e-07,1.08512e-29,0.4576,0.297237,-2.43919e-13,43338,56402,1.24785,0.0066,1.4422 
144,4.5,0.4,3.75872e-07,7.72104e-07,1.06601e-29,0.486815,0.130643,1.09152e-13,41087.4,55292.9,1.33098,0.0066,1.45376 
145,4.5,0.8,4.04892e-07,7.43267e-07,1.02619e-29,0.544747,-0.169931,1.74715e-13,36653.6,50723.6,1.50258,0.0066,1.42027 
146,4.5,0.6,4.05662e-07,7.47237e-07,1.03167e-29,0.542883,-0.160781,-2.09953e-14,37244.1,50711.7,1.49694,0.0066,1.40128 
147,4.5,1,4.04875e-07,7.44084e-07,1.02732e-29,0.544125,-0.16688,4.67186e-13,36774.6,51934,1.5007,0.0066,1.42523 
148,4.5,0.7,3.88805e-07,7.53825e-07,1.04077e-29,0.515777,-0.0240072,-8.34846e-14,38237.9,51366.7,1.4158,0.0066,1.44992 
149,4.5,0.15,3.86623e-07,7.65103e-07,1.05634e-29,0.505321,0.0307331,5.64138e-13,39979.9,56210.7,1.38494,0.0066,1.42943 
150,4.5,0.01,3.76023e-07,7.95395e-07,1.09816e-29,0.47275,0.209399,-1.1581e-13,44919.1,59620.9,1.29062,0.0066,1.44827 
151,4.5,1.6,4.18029e-07,7.82656e-07,1.08057e-29,0.534116,-0.117322,-6.73349e-14,42795.1,57484.7,1.47052,0.0066,1.437 
152,4.5,1.4,4.0179e-07,7.5178e-07,1.03794e-29,0.534452,-0.119012,-2.77013e-13,37927.4,50409.5,1.47153,0.0066,1.39698 
153,4.5,0.05,3.93288e-07,7.45547e-07,1.02934e-29,0.527515,-0.0841218,5.88908e-14,36992,50599.6,1.45074,0.0066,1.41151 
154,4.5,1.7,4.24337e-07,8.0165e-07,1.1068e-29,0.52933,-0.0932912,-3.25108e-13,45987.1,60541.2,1.45617,0.0066,1.43269 
155,4.5,0.1,3.73604e-07,8.0525e-07,1.11177e-29,0.463961,0.25996,1.97164e-13,46609.4,62368.9,1.26572,0.0066,1.44713 
156,4.5,1.5,4.26871e-07,7.84231e-07,1.08275e-29,0.544318,-0.167822,-1.07303e-13,43054,58570.5,1.50128,0.0066,1.40958 
157,4.5,0.5,3.73122e-07,7.90183e-07,1.09097e-29,0.472197,0.212549,-2.88653e-13,44041.7,57302.4,1.28905,0.0066,1.43851 
158,4.5,0.2,3.72983e-07,7.64679e-07,1.05576e-29,0.487764,0.125423,1.94939e-13,39913.5,53931.3,1.33372,0.0066,1.44062 
159,4.5,0.3,3.86741e-07,7.42299e-07,1.02486e-29,0.521004,-0.0509501,5.35143e-13,36510.5,51400.2,1.43133,0.0066,1.44175 
160,4.5,0.9,3.90373e-07,8.02218e-07,1.10758e-29,0.486618,0.131732,-1.45899e-13,46084.9,61014.7,1.33041,0.0066,1.43686 
161,4.5,0.35,3.85224e-07,7.89567e-07,1.09012e-29,0.487892,0.124717,1.37044e-13,43938.9,59864.4,1.33409,0.0066,1.43133 
162,4.5,1.3,4.04737e-07,7.61305e-07,1.0511e-29,0.531636,-0.1049,8.55498e-14,39387.4,53511.2,1.46308,0.0066,1.42147 
163,4.5,1.2,3.97057e-07,7.80673e-07,1.07784e-29,0.508608,0.0133982,4.81826e-13,42470.7,58685.5,1.39462,0.0066,1.43248 
164,4.5,1.1,3.86696e-07,7.89768e-07,1.09039e-29,0.489632,0.115175,5.16722e-13,43972.5,60546.3,1.33913,0.0066,1.45701 
165,4.5,0.25,3.67286e-07,8.00619e-07,1.10537e-29,0.458753,0.290438,2.24039e-13,45809.9,61435,1.25108,0.0066,1.47287 
166,4.5,0.4,3.71686e-07,7.87684e-07,1.08752e-29,0.471872,0.214405,6.36304e-13,43625.2,60138.9,1.28812,0.0066,1.48804 
167,4.5,0.8,3.93407e-07,7.72988e-07,1.06723e-29,0.508943,0.0116383,5.29936e-13,41228.8,57497.2,1.3956,0.0066,1.4429 
168,4.5,0.6,3.8687e-07,8.12301e-07,1.1215e-29,0.476264,0.189483,4.4641e-14,47844.6,64167.7,1.30065,0.0066,1.43465 
169,4.5,1,3.83625e-07,8.23701e-07,1.13724e-29,0.465733,0.249679,3.58026e-13,49887.4,67321.8,1.27072,0.0066,1.45051 
170,4.5,0.7,3.7737e-07,8.01428e-07,1.10649e-29,0.470871,0.220119,-2.48292e-13,45948.9,60425.9,1.28528,0.0066,1.44238 
171,4.5,0.15,3.76225e-07,7.79529e-07,1.07626e-29,0.482631,0.153805,8.24408e-14,42284.2,56727.8,1.31891,0.0066,1.46359 
172,4.5,0.01,3.60244e-07,8.19988e-07,1.13212e-29,0.439329,0.407743,-1.91433e-13,49215.7,63415.1,1.19728,0.0066,1.4973 
173,4.5,1.6,4.24705e-07,7.75936e-07,1.0713e-29,0.547346,-0.182632,3.57916e-14,41702.3,57330.5,1.51045,0.0066,1.40246 
174,4.5,1.4,4.18781e-07,7.81609e-07,1.07913e-29,0.535794,-0.125692,4.26761e-14,42623.6,58106.8,1.47556,0.0066,1.40893 
175,4.5,0.05,3.70011e-07,8.15236e-07,1.12556e-29,0.453869,0.319375,-1.02547e-13,48365.1,63458.4,1.23743,0.0066,1.47547 
176,4.5,1.7,4.12254e-07,7.79691e-07,1.07648e-29,0.52874,-0.0903174,-2.53116e-13,42310.6,56280.7,1.45441,0.0066,1.40415 
177,4.5,0.1,3.87515e-07,7.46469e-07,1.03061e-29,0.519131,-0.0413291,4.92188e-14,37129.3,50434.6,1.42576,0.0066,1.42883 
