cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
117,117,117,20659.1,0,5,101,125,0,5,135,-4.36189,-4.65693,-2.46717,-5.27383,-7.04538,-85.1438,12.4072,26901.2,5.84693,16439.4,-4.03291,-4.32795,-1.80921,-4.94485,-6.7164,0.917128,17.383,27274.3,10.8227,0.572369,0.000364062,0.999785,30.3703,411.353,472.415,0.477895,35758.1,8.75132e-07,0.503728,109.451,85.2729,22.7779,24.1701,0.942401,471.622,540.964,0.577175 
118,118,118,19428.5,0,5,101,125,0,5,135,-6.03278,-5.16938,-4.33583,-7.08664,-9.67418,-79.6,6.50256,25722.5,-9.94308,16439.4,-5.72522,-4.86182,-3.72072,-6.77908,-9.36662,0.877823,11.1544,26071.4,-5.29126,2.32147,0.00024442,1.00011,4.80487,403.19,483.388,0.507368,33779.8,8.58685e-07,0.514125,109.411,85.8285,22.3366,24.2346,0.921681,453.522,543.856,0.578371 
119,119,119,19228.7,0,5,101,125,0,5,135,-5.82478,-4.00624,-8.00696,-4.59886,-5.89869,-116.45,4.83072,25072.3,1.2476,16439.4,-5.37485,-3.55631,-7.10708,-4.14892,-5.44875,0.722769,11.636,25582.7,8.05291,0.546305,0.000259841,0.999829,21.2995,407.451,492.27,0.589901,33259.3,8.54253e-07,0.524268,109.026,86.1508,22.0401,24.0062,0.9181,441.564,533.655,0.568252 
120,120,120,20928.7,0,5,101,125,0,5,135,-1.34522,-5.43946,-9.03934,-3.78687,-8.22017,-34.1916,4.48337,26462.6,7.61939,16439.4,-1.21311,-5.30735,-8.77513,-3.65476,-8.08806,0.675457,6.48153,26612.5,9.61754,0.359634,0.000139153,0.999804,18.0226,406.305,486.763,0.522239,34671.2,8.66173e-07,0.513429,109.794,85.5625,22.345,24.2234,0.922457,453.865,543.352,0.573323 
121,121,121,17604.3,0,5,101,125,0,5,135,-2.1051,-5.34559,-9.54565,-5.118,-1.12674,-153.755,8.46626,23303.8,-10.3792,16439.4,-1.51102,-4.75151,-8.35749,-4.52391,-0.532657,0.575257,17.4517,23977.7,-1.3937,1.10599,0.000415731,1.00003,15.7793,398.741,477.882,0.510162,30228.9,8.27477e-07,0.527533,109.664,86.225,22.2046,24.0822,0.922035,448.18,537.038,0.592888 
122,122,122,21989.7,0,5,101,125,0,5,135,-3.98312,-3.96668,-4.9994,-5.05758,-8.20555,-109.869,0.0487971,27924.9,-13.2753,16439.4,-3.55861,-3.54217,-4.15038,-4.63307,-7.78104,0.824621,6.46951,28406.5,-6.85457,-3.6843,0.000130125,1.00013,-1.75597,416.612,490.822,0.521717,36200.9,8.78729e-07,0.514604,109.697,86.0493,22.6302,24.3216,0.930454,465.523,547.769,0.574664 
123,123,123,18662.1,0,5,101,125,0,5,135,-6.55403,-1.63872,-8.11016,-5.29844,-6.7294,-27.0897,2.90658,24827.6,-1.30246,16439.4,-6.44936,-1.53405,-7.90082,-5.19377,-6.62473,0.7148,4.4897,24946.4,0.280659,0.93022,0.000102832,0.999994,4.82649,403.842,469.243,0.510034,32832.6,8.50583e-07,0.511785,109.668,85.6991,22.3399,23.8689,0.935944,453.658,527.565,0.575156 
124,124,124,20577.4,0,5,101,125,0,5,135,-3.93345,-2.97894,-7.93055,-8.60757,-3.06151,-109.664,-7.2228,26602,4.25931,16439.4,-3.50973,-2.55522,-7.08311,-8.18386,-2.63779,0.704497,-0.814054,27082.7,10.6681,-0.0679079,-1.71764e-05,0.999786,11.9876,398.325,466.166,0.445578,35050.9,8.69324e-07,0.495687,109.731,85.8413,22.6751,24.3115,0.93269,467.373,547.312,0.581792 
125,125,125,17739,0,5,101,125,0,5,135,-4.5051,-3.60841,-11.0066,-3.91626,-10.2143,-82.6901,15.0119,23534,-9.38072,16439.4,-4.1856,-3.28891,-10.3676,-3.59677,-9.89483,0.669122,19.8443,23896.4,-4.54832,1.37939,0.000474305,1.0001,14.3863,398.565,473.405,0.496687,30608,8.30922e-07,0.522764,110.036,85.8781,22.2908,24.062,0.926389,451.665,536.137,0.592224 
126,126,126,20290.6,0,5,101,125,0,5,135,-4.49807,-2.62174,-9.09787,-7.31082,-8.08354,-8.07078,13.3456,26472,-5.92937,16439.4,-4.46689,-2.59055,-9.0355,-7.27964,-8.05236,0.712473,13.8173,26507.4,-5.45771,1.9011,0.000297775,1.00011,7.26803,430.802,510.272,0.687446,35031.1,8.6916e-07,0.539436,109.56,85.5225,22.3665,24.121,0.927262,454.738,538.77,0.569486 
127,127,127,19958.3,0,5,101,125,0,5,135,-4.57475,1.88835,-10.9177,-3.72983,-6.29957,-36.9448,6.81647,26154.6,4.60086,16439.4,-4.432,2.0311,-10.6322,-3.58709,-6.15682,0.533204,8.97552,26316.5,6.75991,0.525271,0.000194854,0.999861,17.0874,402.936,473.937,0.45245,33886.1,8.59585e-07,0.508381,110.007,85.785,22.7609,24.4534,0.930786,470.918,553.723,0.594059 
128,128,128,20435.7,0,5,101,125,0,5,135,-3.7015,-7.49908,-1.83579,-6.74756,-4.78175,-113.141,0.0477809,26487.2,-0.813979,16439.4,-3.26434,-7.06193,-0.961479,-6.31041,-4.34459,0.956182,6.65976,26983.1,5.798,0.489064,0.000141016,0.999883,13.6174,421.421,501.33,0.580387,34936.3,8.68375e-07,0.529313,109.686,86.0009,22.4643,24.2769,0.925336,458.722,545.755,0.576191 
129,129,129,21292.9,0,5,101,125,0,5,135,-2.64863,-4.63114,-10.3147,-7.40303,-7.3322,-45.7181,6.71305,27159.4,-6.34462,16439.4,-2.47198,-4.45449,-9.96137,-7.22638,-7.15556,0.681438,9.38481,27359.7,-3.67286,1.88549,0.00019597,1.00007,4.97738,433.208,487.532,0.569744,35838.8,8.75789e-07,0.524747,109.863,86.0692,22.8258,23.9793,0.951897,473.608,532.459,0.573394 
130,130,130,18804.6,0,5,101,125,0,5,135,-6.6389,-2.85626,-12.2548,-3.16604,-7.80552,-53.6853,1.7461,24986.1,1.64581,16439.4,-6.43147,-2.64883,-11.8399,-2.95861,-7.59809,0.623854,4.88347,25221.4,4.78317,0.459695,0.00011063,0.999897,10.6233,384.52,455.292,0.433286,32761.8,8.49972e-07,0.492266,109.474,85.7693,22.3912,24.1512,0.927126,455.742,540.117,0.583712 
131,131,131,23063.9,0,5,101,125,0,5,135,-6.12721,-5.87847,-12.2989,-4.95905,-6.56513,-85.2412,6.75579,28821.7,11.9526,16439.4,-5.79785,-5.54911,-11.6402,-4.6297,-6.23577,0.65615,11.7373,29195.3,16.9341,0.366124,0.000229676,0.999685,32.0582,413.394,488.892,0.476823,37893.3,8.92214e-07,0.503871,109.904,86.1327,22.8422,24.5955,0.928716,474.287,560.174,0.577714 
132,132,132,20933.9,0,5,101,125,0,5,135,-2.69024,-4.41058,-11.0767,-9.77361,-8.57426,-57.7551,-1.93412,27042.7,-0.019897,16439.4,-2.46708,-4.18743,-10.6304,-9.55045,-8.35111,0.697884,1.44109,27295.8,3.35531,0.263576,3.01678e-05,0.999933,5.46747,427.877,495.233,0.572364,35999.9,8.771e-07,0.524826,109.787,85.9531,22.6654,24.165,0.937943,466.972,540.735,0.572913 
133,133,133,19924.9,0,5,101,125,0,5,135,-4.87033,-2.58664,-6.95076,-5.7176,-10.2932,-118.633,10.2765,26013.8,-9.18369,16439.4,-4.41195,-2.12827,-6.03401,-5.25923,-9.83486,0.781916,17.2094,26533.8,-2.25075,1.18616,0.000370483,1.00005,14.5085,405.684,481.239,0.467362,33982.5,8.604e-07,0.51354,109.765,85.5231,22.6959,24.499,0.9264,468.231,555.789,0.592904 
134,134,134,22374.7,0,5,101,125,0,5,135,-6.24805,-1.64559,-14.7769,-4.52914,-7.87683,13.9734,-5.34045,28441.2,9.28115,16439.4,-6.30204,-1.69958,-14.8849,-4.58313,-7.93082,0.579529,-6.15705,28379.9,8.46454,-1.53911,-0.000123987,0.999838,4.0004,430.706,493.333,0.527459,37859.4,8.91949e-07,0.516798,109.927,85.6737,22.966,24.3455,0.943333,479.441,548.847,0.575113 
135,135,135,21975.3,0,5,101,125,0,5,135,-4.95764,-4.19165,-9.81957,-2.73807,-4.66107,-79.1809,8.1394,27810.4,9.05575,16439.4,-4.6517,-3.88571,-9.20769,-2.43213,-4.35513,0.624672,12.7667,28157.4,13.6831,0.43742,0.000259022,0.999736,29.1864,435.503,507.434,0.655426,36559.4,8.81621e-07,0.533217,109.423,86.0004,22.5777,24.1469,0.935015,463.366,539.925,0.567345 
136,136,136,20810.8,0,5,101,125,0,5,135,-4.69056,-1.64101,-6.56518,-2.0322,-4.47042,-74.3904,3.65509,26662.5,-1.03327,16439.4,-4.40313,-1.35358,-5.99032,-1.74477,-4.18299,0.661081,8.00246,26988.6,3.3141,0.668019,0.000169407,0.999933,11.9794,422.143,490.993,0.612705,35210.4,8.70641e-07,0.522912,109.56,85.78,22.3526,23.8834,0.935902,454.172,528.209,0.562567 
137,137,137,20215.2,0,5,101,125,0,5,135,-6.22281,-4.32228,-0.139136,-6.46096,-7.42073,-39.7313,5.8576,26410.7,-8.0336,16439.4,-6.0693,-4.16876,0.167891,-6.30744,-7.26722,1.0071,8.17949,26584.8,-5.71171,6.17113,0.000175783,1.00012,1.32545,423.117,481.771,0.494908,34436.9,8.64218e-07,0.522429,109.895,85.6547,22.965,24.2986,0.945118,479.401,546.731,0.592397 
138,138,138,20188.8,0,5,101,125,0,5,135,-2.93964,-2.9599,-1.50055,-2.19384,-6.17257,-141.46,8.97192,25981.6,5.10382,16439.4,-2.39307,-2.41333,-0.407401,-1.64727,-5.626,0.967374,17.2388,26601.6,13.3707,0.517936,0.00037017,0.999727,33.2837,433.317,508.066,0.600643,34422.5,8.64097e-07,0.543001,109.833,86.237,22.6914,24.3488,0.931927,468.044,548.996,0.586631 
139,139,139,22263.6,0,5,101,125,0,5,135,-5.44623,-2.55299,-9.88369,-5.40638,-5.45769,22.4206,0.379969,28589.3,10.9916,16439.4,-5.53286,-2.63961,-10.0569,-5.49301,-5.54432,0.656369,-0.930293,28491,9.68139,-0.087046,-1.86587e-05,0.999816,10.6874,444.036,521.048,0.58815,37865.9,8.92e-07,0.539241,109.536,84.9982,23.0308,24.7126,0.931945,482.151,565.521,0.585398 
140,140,140,19797.9,0,5,101,125,0,5,135,-7.16603,-4.30843,-8.52033,-3.44071,-8.94494,-42.6561,4.42943,25514.2,3.59477,16439.4,-7.00122,-4.14361,-8.1907,-3.27589,-8.78012,0.739079,6.92226,25701.2,6.08759,0.486545,0.000153883,0.999871,14.2274,410.228,490.405,0.547685,33806.3,8.5891e-07,0.522207,109.677,85.4511,22.3104,24.1577,0.923532,452.459,540.408,0.575709 
141,141,141,19101.2,0,5,101,125,0,5,135,-1.78105,-7.69375,-14.6027,-6.96575,-5.95141,-22.2711,5.20821,24946.4,-10.6372,16439.4,-1.695,-7.6077,-14.4306,-6.8797,-5.86536,0.604407,6.50973,25044,-9.33571,-1.38708,0.00014851,1.0002,-4.69312,391.939,459.808,0.465489,32852.4,8.50755e-07,0.498992,109.643,85.311,22.3283,23.9344,0.932896,453.188,530.468,0.576321 
142,142,142,18593.9,0,5,101,125,0,5,135,-11.4665,-3.30995,-9.3393,-6.55502,-7.50613,-48.5501,5.24034,25229.4,-5.90328,16439.4,-11.279,-3.12236,-8.96412,-6.36743,-7.31854,0.758063,8.0776,25442.2,-3.06601,1.83649,0.000181389,1.00007,4.39839,430.192,503.614,0.593133,33891.6,8.59632e-07,0.541462,109.838,85.8293,22.6386,24.2752,0.932579,465.869,545.682,0.586529 
143,143,143,18444.4,0,5,101,125,0,5,135,-3.98323,0.534943,-8.85689,-5.3319,-9.0957,-29.4732,-5.1656,24569.7,12.1524,16439.4,-3.86936,0.648822,-8.62913,-5.21802,-8.98182,0.668741,-3.44319,24698.9,13.8749,-0.260716,-7.96673e-05,0.999695,13.2066,427.561,507.231,0.641364,32728.6,8.49685e-07,0.548081,109.836,85.891,22.4077,24.1757,0.926867,456.414,541.217,0.584935 
144,144,144,19684.4,0,5,101,125,0,5,135,-6.65033,-10.9031,-3.52481,-6.62468,-3.28995,-93.525,-4.73257,26065.2,-16.78,16439.4,-6.28897,-10.5418,-2.80209,-6.26332,-2.92859,0.902789,0.733035,26475.1,-11.3144,-0.0570713,1.58213e-05,1.00023,-12.8442,410.915,489.734,0.526428,34314.2,8.6319e-07,0.519696,109.845,85.756,22.4398,24.2674,0.924688,457.723,545.33,0.578794 
145,145,145,19421.1,0,5,101,125,0,5,135,-5.73807,-2.75893,-7.7358,-4.85087,-4.71948,-38.1135,2.90187,25256.6,3.82142,16439.4,-5.59081,-2.61167,-7.44128,-4.7036,-4.57222,0.701388,5.12923,25423.6,6.04877,0.414056,0.000115273,0.999871,12.3878,458.05,543.919,7.22116e+09,33719.1,8.58171e-07,0.581634,109.704,85.8839,22.4478,24.236,0.926216,458.049,543.919,0.581633 
146,146,146,19052.2,0,5,101,125,0,5,135,-8.3871,-7.84108,-12.0045,-10.5691,-1.76756,0.844093,9.06152,25273.6,-9.98618,16439.4,-8.39036,-7.84434,-12.011,-10.5724,-1.77082,0.704081,9.01219,25269.9,-10.0355,-2.97391,0.000203752,1.00022,-3.03042,406.128,482.888,0.535753,33391.5,8.55383e-07,0.517719,109.77,86.5482,22.2571,24.0484,0.925512,450.301,535.531,0.574094 
147,147,147,20271.2,0,5,101,125,0,5,135,-2.65318,-6.71973,-8.15805,-6.84478,-4.13464,-43.1672,1.36608,26497.2,-27.0845,16439.4,-2.48639,-6.55295,-7.82447,-6.67799,-3.96785,0.715574,3.88877,26686.4,-24.5619,-0.151991,8.32621e-05,1.0005,-25.5855,435.207,498.315,0.69179,35004.8,8.68943e-07,0.535931,109.591,85.2576,22.4729,23.8217,0.943382,459.076,525.481,0.565236 
148,148,148,18610.3,0,5,101,125,0,5,135,-6.81161,-1.92704,-14.9788,-2.50004,-4.63988,-68.0243,-8.88147,25184.6,-5.31091,16439.4,-6.54878,-1.6642,-14.4531,-2.23721,-4.37705,0.506388,-4.90613,25482.8,-1.33557,0.753767,-0.000110028,1.00003,-6.50882,438.869,515.659,0.627061,33417.6,8.55606e-07,0.556,109.541,85.0428,22.7457,24.43,0.931058,470.29,552.661,0.595852 
149,149,149,17990,0,5,101,125,0,5,135,-6.00237,-2.41702,-7.68853,-6.01603,-6.50977,-18.4293,2.34335,24366.5,-2.64619,16439.4,-5.93116,-2.34581,-7.54612,-5.94482,-6.43856,0.732469,3.42036,24447.3,-1.56918,2.22486,7.99407e-05,1.00003,1.53734,410.469,484.76,0.595636,32072,8.43964e-07,0.528542,109.757,86.2233,22.1144,23.7992,0.929207,444.545,524.49,0.57214 
150,150,150,18106.5,0,5,101,125,0,5,135,-3.3416,-8.37227,-11.3932,-3.85524,-3.49644,-80.4844,14.4969,24517.1,-1.7367,16439.4,-3.03062,-8.0613,-10.7712,-3.54426,-3.18547,0.62329,19.2004,24869.9,2.96681,0.843581,0.000440967,0.999935,22.7605,399.523,472.896,0.493767,32129.6,8.44469e-07,0.514719,109.688,85.9948,22.3311,24.0628,0.928032,453.299,536.174,0.583796 
151,151,151,19007.8,0,5,101,125,0,5,135,-3.69006,-4.01488,-3.90168,-6.08578,-8.77311,-75.3976,-1.62682,25148.6,3.89154,16439.4,-3.39874,-3.72356,-3.31903,-5.79446,-8.48179,0.865722,2.77942,25479.1,8.29777,0.21822,6.23311e-05,0.999823,12.7367,450.379,523.52,0.729846,33455.5,8.55929e-07,0.567307,109.326,86.0254,22.7763,24.3338,0.935994,471.553,548.316,0.594078 
152,152,152,21282.9,0,5,101,125,0,5,135,-5.38375,-4.04087,-6.9552,-8.44101,-2.58502,-31.4863,9.38119,27200.4,-7.63293,16439.4,-5.2621,-3.91921,-6.71189,-8.31936,-2.46337,0.748391,11.2212,27338.4,-5.79287,2.62805,0.000234492,1.00012,4.2698,455.563,534.826,1.24014,36328.9,8.79764e-07,0.561067,109.595,85.706,22.5006,24.1538,0.931553,460.206,540.237,0.566764 
153,153,153,17143.7,0,5,101,125,0,5,135,-7.79675,-5.39673,-6.10455,-7.3079,-5.47434,-103.616,9.69724,23066.2,23.2559,16439.4,-7.3964,-4.99638,-5.30385,-6.90755,-5.07399,0.821288,15.7525,23520.3,29.3112,0.309322,0.000382563,0.999324,50.926,390.279,452.532,0.494951,30210.2,8.27307e-07,0.507979,109.424,85.9641,22.0633,23.5383,0.937334,442.492,513.055,0.575928 
154,154,154,20596.6,0,5,101,125,0,5,135,-2.43318,-2.21332,-8.8108,-5.58496,-4.57177,-40.4476,2.90431,26790.4,3.85282,16439.4,-2.2769,-2.05704,-8.49824,-5.42867,-4.41549,0.625238,5.26807,26967.7,6.21658,0.413897,0.000111615,0.999875,12.728,444.42,514.535,0.692612,35622.3,8.74023e-07,0.547119,109.927,85.1865,22.7039,24.2031,0.938057,468.56,542.443,0.576816 
155,155,155,21798.7,0,5,101,125,0,5,135,-3.00603,-2.52218,-5.39339,-6.01006,-6.017,-82.4687,12.6309,28224.1,-12.2492,16439.4,-2.68739,-2.20354,-4.7561,-5.69142,-5.69836,0.773915,17.4503,28585.6,-7.42978,2.04466,0.000348712,1.00014,8.5346,428.467,497.803,0.569906,37404.2,8.88359e-07,0.519875,109.511,85.4432,22.6964,24.2313,0.936659,468.253,543.707,0.567981 
156,156,156,21028.7,0,5,101,125,0,5,135,-4.6055,-4.34602,-10.4705,-2.51975,-6.67001,-111.774,11.3991,27223.8,-12.0258,16439.4,-4.17363,-3.91415,-9.60671,-2.08788,-6.23814,0.630802,17.9311,27713.7,-5.49379,1.58143,0.000369585,1.00011,11.3386,432.486,501.397,0.608879,36234,8.78997e-07,0.529773,109.775,85.5161,22.6374,24.1494,0.93739,465.821,540.039,0.570604 
157,157,157,19947.5,0,5,101,125,0,5,135,-3.37404,-4.68163,-13.4029,-2.53499,-10.1073,-22.2897,-0.980245,26007.7,4.78937,16439.4,-3.28792,-4.59551,-13.2306,-2.44887,-10.0211,0.606045,0.322363,26105.3,6.09197,0.0422343,7.05627e-06,0.999873,7.63273,418.191,480.299,0.536456,34384.3,8.63778e-07,0.51885,109.752,85.7492,22.5848,23.9678,0.942299,463.66,531.948,0.574953 
158,158,158,21638.9,0,5,101,125,0,5,135,-6.84507,-5.34386,-4.86509,-5.63132,-7.12795,-0.769146,-0.281645,27867.7,-2.85559,16439.4,-6.8421,-5.34089,-4.85914,-5.62835,-7.12498,0.836917,-0.236696,27871.1,-2.81064,0.0655765,-4.8529e-06,1.00005,-3.60947,400.508,464.715,358.191,33639.5,8.57495e-07,0.503115,109.63,85.3106,22.8117,24.29,0.939137,473.019,546.346,0.592846 
159,159,159,20086,0,5,101,125,0,5,135,-3.43123,-3.41004,-12.292,-0.345244,-6.58957,-100.15,9.88622,25942.3,-10.364,16439.4,-3.04427,-3.02308,-11.5181,0.0417161,-6.20261,0.514953,15.739,26381.2,-4.5112,1.52428,0.000340797,1.00009,10.3256,427.591,503.421,0.546265,34621.2,8.65756e-07,0.5359,109.379,85.4291,22.7754,24.4913,0.929937,471.518,555.441,0.591115 
160,160,160,21328.2,0,5,101,125,0,5,135,-5.77633,-4.68141,-7.16028,-3.97198,-6.89019,-62.5253,-7.43876,27418.2,1.46018,16439.4,-5.53474,-4.43982,-6.67711,-3.73039,-6.6486,0.75298,-3.78478,27692.2,5.11416,-1.60903,-7.8105e-05,0.9999,2.35221,420.336,503.78,0.589293,35965.9,8.76823e-07,0.524816,109.631,85.756,22.396,24.2976,0.921737,455.94,546.688,0.569392 
161,161,161,18989.9,0,5,101,125,0,5,135,-5.21736,-0.828333,-6.37942,-8.39814,-5.24107,-44.8221,-6.41814,25135.6,0.337533,16439.4,-5.04417,-0.655149,-6.03306,-8.22495,-5.06789,0.758921,-3.79874,25332.1,2.95694,15.1699,-8.56973e-05,0.999937,-0.250413,452.105,515.488,0.732043,33802,8.58873e-07,0.562082,109.677,85.7132,22.8149,24.1388,0.945156,473.153,539.563,0.588292 
162,162,162,19863.7,0,5,101,125,0,5,135,-2.60636,0.724217,-7.79126,-1.59612,-7.91551,-156.397,14.9948,24989.9,-13.7054,16439.4,-2.00207,1.3285,-6.58268,-0.991834,-7.31122,0.576929,24.1346,25675.4,-4.56557,1.29367,0.000536849,1.0001,18.6559,424.48,501.499,0.684779,32293.6,8.45903e-07,0.545435,109.44,86.0956,22.2151,23.9205,0.928706,448.603,529.85,0.576351 
163,163,163,18583.3,0,5,101,125,0,5,135,-12.1058,-4.1197,-11.6254,-4.9257,-3.52746,-139.738,3.1568,24513.9,-8.6448,16439.4,-11.5659,-3.57978,-10.5455,-4.38578,-2.98754,0.681062,11.3231,25126.3,-0.47852,1.05342,0.000257446,1.00001,10.7489,434.744,516.357,0.678395,32382.5,8.46678e-07,0.559595,109.773,85.8259,22.4954,24.2862,0.926263,459.994,546.173,0.592001 
164,164,164,19599.2,0,5,101,125,0,5,135,-1.05447,-4.6289,-2.49432,-3.74194,-6.96941,-30.0229,1.424,25628.3,-12.1364,16439.4,-0.938471,-4.5129,-2.26232,-3.62594,-6.8534,0.875649,3.17853,25759.8,-10.3818,-0.342527,7.05042e-05,1.00022,-9.27965,435.906,509.044,0.590104,33875.1,8.59493e-07,0.548065,109.633,85.4709,22.8156,24.4193,0.934328,473.185,552.177,0.59472 
165,165,165,19150.7,0,5,101,125,0,5,135,-9.80003,-0.307867,-8.61855,-5.86448,-6.35998,-105.051,-5.62782,24642.1,0.593375,16439.4,-9.39414,0.09803,-7.80675,-5.45858,-5.95408,0.726228,0.511376,25102.5,6.73257,0.0595284,1.16407e-05,0.999854,8.59047,429.603,501.054,0.623769,33056.3,8.52511e-07,0.544222,109.483,85.4978,22.516,24.0867,0.934789,460.839,537.24,0.583659 
166,166,166,18333.8,0,5,101,125,0,5,135,-6.40111,-2.85917,-7.32083,-6.90836,-7.66313,5.44127,0.896676,24497.6,-7.64147,16439.4,-6.42213,-2.88019,-7.36288,-6.92938,-7.68415,0.764604,0.578689,24473.7,-7.95946,-0.0644947,1.35114e-05,1.00018,-8.97266,430.616,488.287,0.631629,33004.4,8.52064e-07,0.538159,109.263,85.4958,22.5152,23.7487,0.948063,460.806,522.264,0.575747 
167,167,167,19293.6,0,5,101,125,0,5,135,-9.0728,-2.50594,-8.24637,-5.21569,-6.44523,-45.3157,3.39548,25691,-20.0505,16439.4,-8.89771,-2.33085,-7.89619,-5.0406,-6.27013,0.74056,6.04373,25889.6,-17.4022,-0.407289,0.000133378,1.00037,-14.8389,447.156,533.331,0.715892,34639.2,8.65906e-07,0.563971,109.078,85.5046,22.7228,24.5894,0.924091,469.342,559.896,0.592008 
168,168,168,17692.2,0,5,101,125,0,5,135,-7.3475,-2.60191,-4.08254,-2.50974,-0.54247,-8.00752,5.22152,23394.3,3.37351,16439.4,-7.31656,-2.57097,-4.02066,-2.4788,-0.511531,0.76207,5.68948,23429.4,3.84147,0.552417,0.000138744,0.999911,10.2993,427.619,522.974,1.06189,31387.5,8.37917e-07,0.564375,109.308,85.7091,21.8626,23.955,0.91265,434.478,531.381,0.573437 
169,169,169,20554.8,0,5,101,125,0,5,135,-6.35655,-5.6572,-5.19854,-6.35431,-4.88292,-131.515,1.06992,26387.8,-2.35474,16439.4,-5.8484,-5.14905,-4.18225,-5.84616,-4.37477,0.835349,8.75569,26964.2,5.33103,0.577822,0.000185517,0.999893,15.1529,413.739,494.712,0.534302,35231.4,8.70814e-07,0.519534,109.154,85.6696,22.4701,24.3486,0.922851,458.961,548.983,0.576424 
170,170,170,19157.5,0,5,101,125,0,5,135,-2.05671,-2.95341,-12.2128,-6.70632,-0.80674,-145.678,-1.1187,25097.6,10.2991,16439.4,-1.49385,-2.39054,-11.0871,-6.14346,-0.24387,0.480913,7.39471,25736.1,18.8125,0.246739,0.00016416,0.999603,29.9697,424.604,499.279,0.523161,33274.4,8.54382e-07,0.538905,109.774,85.5119,22.8246,24.5501,0.929714,473.556,558.11,0.601719 
171,171,171,19199.4,0,5,101,125,0,5,135,-9.91079,-4.30734,-13.3556,-5.28785,-5.06663,-84.4758,1.94414,25601,5.50387,16439.4,-9.58439,-3.98095,-12.7028,-4.96146,-4.74023,0.646848,6.8809,25971.3,10.4406,0.354509,0.000151373,0.999782,19.4097,413.046,489.358,0.515945,34494,8.64695e-07,0.519936,109.311,85.3109,22.5581,24.3259,0.927328,462.561,547.96,0.582232 
172,172,172,21008.5,0,5,101,125,0,5,135,-5.40888,-2.29474,-10.973,-4.62665,-8.69686,-96.4872,-2.45869,26719.1,-1.39502,16439.4,-5.03608,-1.92194,-10.2274,-4.25384,-8.32405,0.656377,3.18002,27142,4.24369,0.384411,6.69454e-05,0.999915,8.27245,416.926,495.205,0.563643,35472.3,8.72794e-07,0.520608,109.278,85.3135,22.4107,24.2042,0.925901,456.536,542.492,0.570194 
173,173,173,23178.6,0,5,101,125,0,5,135,-4.71785,-5.06978,-8.50967,-10.7084,-5.89486,-85.9668,4.52245,29089.5,1.66691,16439.4,-4.38569,-4.73762,-7.84536,-10.3762,-5.5627,0.761594,9.54635,29466.3,6.69081,0.543168,0.000185094,0.999877,17.5753,432.701,501.844,0.577019,38513.8,8.97058e-07,0.519466,109.15,86.3111,22.7717,24.2988,0.937152,471.364,546.743,0.565912 
174,174,174,19965.8,0,5,101,125,0,5,135,-4.11679,-2.49965,-8.55591,-6.22494,-5.95641,-114.667,0.888307,25884.9,-2.30982,16439.4,-3.67373,-2.0566,-7.6698,-5.78189,-5.51336,0.689424,7.58947,26387.5,4.39134,0.590203,0.000164325,0.99991,12.8591,409.118,494.697,0.553992,34372.9,8.63682e-07,0.520883,109.983,85.957,22.2473,24.2344,0.918006,449.904,543.846,0.572722 
175,175,175,20808.6,0,5,101,125,0,5,135,-2.42002,-2.31922,-8.51867,-6.01857,-6.41279,-48.0083,-2.30761,26730.8,-1.70763,16439.4,-2.23453,-2.13373,-8.14768,-5.83308,-6.2273,0.668474,0.497994,26941.2,1.09797,0.274292,1.05625e-05,0.999978,1.81556,433.87,525.262,0.613144,35608.7,8.73911e-07,0.546262,109.475,85.5112,22.6615,24.7098,0.917102,466.811,565.395,0.587867 
176,176,176,18159.6,0,5,101,125,0,5,135,-5.44215,-3.46644,-2.9432,-4.41923,-8.98825,-72.9837,10.8447,24289.8,0.250712,16439.4,-5.16016,-3.18444,-2.37921,-4.13723,-8.70626,0.899046,15.1099,24609.7,4.51588,0.736028,0.000350722,0.9999,20.5289,427.256,509.147,0.651951,32203,8.45111e-07,0.551889,109.813,85.8798,22.3623,24.1999,0.924063,454.566,542.301,0.587496 
177,177,177,20996.4,0,5,101,125,0,5,135,-3.41271,-4.35826,-10.1086,-6.00558,-3.276,-69.7267,8.59584,27322,-0.2847,16439.4,-3.1433,-4.08885,-9.56973,-5.73617,-3.00659,0.625372,12.6707,27627.6,3.79012,0.735862,0.000262002,0.999926,17.2188,411.404,486.613,0.48258,36605.7,8.81992e-07,0.507296,109.57,85.6558,22.7304,24.4934,0.928019,469.655,555.535,0.579136 
178,178,178,18554.3,0,5,101,125,0,5,135,-6.21781,-6.35884,-7.65416,-6.54896,-3.95436,-26.2583,12.1198,24576.1,-2.8381,16439.4,-6.11636,-6.25739,-7.45125,-6.44751,-3.85291,0.752659,13.6543,24691.2,-1.30356,1.12939,0.000315903,1.00003,12.09,425.041,493.957,0.574734,32827.3,8.50538e-07,0.538724,109.683,85.2787,22.5782,24.1186,0.93613,463.386,538.663,0.587403 
