cyc,delaytime,precharge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
31,10.99,10.02,44.733,31,36237.7,-0.534535,71.0878,11.9254,114.707,0.49528,-15.0351,84.4809,2.51559,0.529668,2.42995,0.231723,2.58214,43.5305,228.991,41.6881,37552.3,27839.6,2.24149,0.255568,1.88175,-0.0423768,2.30804,0.716795,167.936,39.4268,37491.2,0.00445936,0.708791,0.00193346,37659.1 
32,10.99,10.02,44.843,32,34073.9,-0.39611,69.3053,11.3275,114.907,0.417794,-438.113,409.556,2.16882,2.38675,2.22361,-0.0398002,1.81011,80.8608,4212.23,97.7859,31118.9,31514.8,1.65967,1.8776,1.20529,-0.548959,1.30095,0.780639,4098.81,93.5854,31005.5,0.116761,0.961579,0.00552937,35104.3 
33,10.99,10.02,44.793,33,35406,-0.436219,71.1802,11.4995,115.072,0.335988,-79.9176,28.8787,4.49082,1.49856,-0.215669,1.0579,-0.979728,101.924,3775.53,62.9765,32911.9,27520.3,3.84903,0.856774,-1.49925,0.416104,-1.62152,1.7492,3632.57,57.6817,32768.9,0.0997918,0.972963,0.0032321,36401.5 
34,10.99,10.02,44.743,34,34587.9,-0.087017,68.0187,11.6472,114.819,0.377394,-323.093,0.000810878,4.0809,0.312278,1.18117,1.36818,-1.21223,-5.64408,351.423,46.3464,35522.3,29758.9,4.11644,0.347817,1.25225,1.40372,-1.17669,0.789309,359.339,46.6396,35530.2,0.0100124,0.814905,0.00241225,35889.6 
35,10.99,10.02,44.853,35,35145,-0.474675,71.367,11.4511,114.687,-1.64355,3131.26,147.252,0.276985,1.74132,0.734926,-2.7773,-1.42896,62.745,3126.38,61.1404,33407.6,194135,-0.118104,1.34623,-0.0552515,-3.17239,-1.82405,0.98555,3038.37,57.8809,33319.5,0.0835683,0.967738,0.0031898,36357.9 
36,10.99,10.02,44.763,36,33560.3,-0.100945,66.8096,11.5253,114.805,0.0313448,55.2766,1.39439e-10,5.45491,5.02691,4.7917,0.158075,1.39846,29.6602,1282.01,53.7715,33577.2,25122.5,5.26815,4.84015,4.41818,-0.0286867,1.2117,0.718757,1240.41,52.2307,33535.6,0.0356685,0.931369,0.00286081,34776 
37,10.99,10.02,44.893,37,35385.5,-0.0627204,68.4378,11.8195,114.606,-0.0116317,10.2345,2.54161e-11,4.37921,1.83707,3.91582,-1.3033,-0.260603,26.3265,631.251,47.4999,36045.9,26336.3,4.21344,1.6713,3.58428,-1.46907,-0.426374,0.526739,594.325,46.1323,36009,0.0162369,0.880408,0.00235442,36603.3 
38,10.99,10.02,44.873,38,33092.4,-0.173302,67.1861,11.378,114.945,-0.07336,312.348,500,-2.77094,3.57862,4.71367,1.49402,1.65991,31.3247,1552.38,36.2182,33001.4,25631.1,-2.96818,3.38138,4.31918,1.29678,1.46266,0.42348,1508.45,34.591,32957.4,0.0437663,0.961418,0.00192968,34465.9 
39,10.99,10.02,44.823,39,34517.4,-0.18901,70.7554,11.3436,115.285,0.0620882,121.03,311.025,1.80625,2.66564,1.74338,0.281328,-1.24658,56.8817,4477.98,69.6085,31474.7,26372.6,1.44808,2.30747,1.02704,-0.0768412,-1.60475,0.668805,4398.2,66.6536,31395,0.122878,0.974164,0.00389568,35793.1 
40,10.99,10.02,44.883,40,35968.7,0.0499295,69.8828,11.7967,115.035,-0.155702,197.522,500,5.90988,2.27073,2.26299,0.527929,-0.713839,71.6728,1230.57,58.3411,36159.2,27837.7,5.45858,1.81943,1.36038,0.0766243,-1.16514,0.819814,1130.04,54.6178,36058.7,0.0303867,0.922014,0.00278246,37188.7 
41,10.99,10.02,44.753,41,33811.8,0.0888166,66.5892,11.5693,114.77,-0.173197,265.169,8.34333e-12,5.76902,2.03675,3.04944,3.61043,2.73496,49.3219,844.389,41.6721,34288.7,26573.8,5.45845,1.72619,2.42831,3.29986,2.42439,0.841672,775.21,39.11,34219.5,0.0221522,0.918874,0.00210094,34994.7 
