cyc,delaytime,precharge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
52,11.01,10.04,44.733,52,33027.8,-0.137842,65.2842,11.5775,114.943,0.284166,-175.66,2.91208e-08,6.54622,2.85923,5.28146,1.38637,-1.02483,17.5967,324.184,34.7855,33985.1,26229.6,6.43542,2.74843,5.05986,1.27557,-1.13564,0.648221,299.503,33.8714,33960.5,0.00874207,0.834787,0.0018339,34260 
53,11.01,10.04,44.843,53,35684.8,-0.0130472,71.0018,11.4829,115.053,-0.0211333,41.4327,500,2.16344,1.3681,1.38748,-1.20476,-0.549818,82.5641,3715.62,60.7573,33256.1,26569.4,1.64356,0.848219,0.347712,-1.72464,-1.0697,-6.70214,3599.82,56.4683,33140.3,0.0979806,0.973282,0.00312897,36740.1 
54,11.01,10.04,44.793,54,34753.2,-0.447251,70.4074,11.4422,115.011,0.711391,1057.9,442.443,6.16341,6.03902,7.31335,0.582882,-0.703349,137.657,3932.69,79.5781,32175.3,50724.4,5.29662,5.17223,5.57977,-0.283908,-1.57014,0.606908,3739.62,72.4271,31982.2,0.104687,0.967218,0.00415431,35721.9 
55,11.01,10.04,44.743,55,34302.3,-0.466987,68.0393,11.7293,114.998,0.529889,-103.675,202.817,3.67528,4.83039,0.496385,-1.77027,-0.766493,32.1612,450.005,34.5975,35186.8,27767.7,3.47277,4.62788,0.0913639,-1.97278,-0.969003,0.982598,404.896,32.9268,35141.7,0.0113906,0.875417,0.00172303,35546.6 
56,11.01,10.04,44.853,56,35127.4,-0.424199,70.9438,11.5133,115.088,0.369407,399.35,1.49205e-06,2.17536,1.41965,0.449662,-1.82969,1.84531,69.9941,3109.92,64.5115,33442.4,31391.8,1.73462,0.978914,-0.431807,-2.27042,1.40458,1.30497,3011.74,60.8755,33344.2,0.0828404,0.965836,0.0033518,36355.9 
57,11.01,10.04,44.763,57,35285,-0.446499,69.4116,11.7715,114.744,0.446764,-418.089,486.372,3.92435,-1.21418,1.50507,2.7075,1.56584,39.8349,1793.5,42.0163,34762,32679.1,3.67352,-1.46501,1.00341,2.45668,1.31501,0.856319,1737.63,39.9469,34706.2,0.0476796,0.961325,0.00211578,36443.8 
58,11.01,10.04,44.893,58,35117.2,-0.482955,69.046,11.8465,114.871,0.087757,843.619,425.728,3.69875,0.327644,3.97005,1.46451,0.617677,29.8506,428.272,34.9251,36092.9,29037.1,3.51079,0.139683,3.59413,1.27655,0.429715,0.59846,386.404,33.3744,36051,0.0106046,0.868696,0.00170244,36437.4 
59,11.01,10.04,44.873,59,33979.9,-0.460156,67.9147,11.6363,115.02,0.20614,346.327,0.267203,3.87092,3.64127,4.07269,-2.49969,1.14266,30.9555,1267.6,53.457,34137.1,28050.2,3.676,3.44635,3.68285,-2.69461,0.947744,0.59343,1224.18,51.849,34093.7,0.0346618,0.930995,0.00279361,35317.9 
60,11.01,10.04,44.823,60,34800.9,-0.431521,70.9944,11.337,114.68,1.3047,460.58,247.201,2.52881,3.65078,1.87873,-1.35823,-2.64539,85.2989,4409.95,59.0162,31892.4,45762.8,1.99171,3.11367,0.804525,-1.89533,-3.1825,0.0331094,4290.31,54.5851,31772.7,0.118967,0.97822,0.00315473,36063 
61,11.01,10.04,44.883,61,32767.1,-0.198864,66.4113,11.4477,114.748,0.681921,-787.361,4.17629e-12,4.45734,5.0594,0.864862,-0.986422,2.59568,10.8257,906.803,36.3343,33408.6,42227.4,4.38918,4.99123,0.728529,-1.05459,2.52751,0.937097,891.619,35.7719,33393.5,0.026006,0.934396,0.00196942,34285.1 
62,11.01,10.04,44.753,62,33982.3,-0.438043,67.2326,11.7178,115.186,1.4779,-481.638,119.454,4.48001,2.07027,6.55384,3.39699,0.208356,54.2735,1037.48,53.9191,34382.8,48818.1,4.13826,1.72853,5.87035,3.05525,-0.133389,0.59954,961.354,51.0997,34306.6,0.0272585,0.914897,0.00273631,35268 
