cyc,freq (kHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
117,160,117,15143.2,0,5,101,125,0,5,135,-4.22176,-3.61387,-11.4851,-10.3526,-10.4597,-167.781,16.398,22830.3,-21.0733,16439.4,-3.57349,-2.96559,-10.1886,-9.70435,-9.81142,0.718885,26.2032,23565.7,-11.2682,2.06628,0.000634979,1.00026,12.6813,574.843,637.584,0.937407,29834.7,8.23864e-07,0.734831,109.614,85.1558,25.4459,26.5465,0.958542,588.575,652.569,0.752244 
118,60,118,16983.2,0,5,101,125,0,5,135,-1.67162,-2.43508,-14.194,-8.64693,-8.37525,-228.604,10.6489,24927.4,-21.0957,16439.4,-0.78834,-1.5518,-12.4275,-7.76365,-7.49197,0.586071,24.0085,25929.3,-7.73613,1.63044,0.000528818,1.00016,14.7252,549.258,630.84,0.945812,32412.4,8.46939e-07,0.695017,109.42,85.378,24.8647,26.3974,0.941941,561.996,645.257,0.711019 
119,140,119,15679.1,0,5,101,125,0,5,135,-12.6266,-7.82313,-14.9443,-7.40991,-5.85577,-64.3743,12.5474,23315.5,-14.1755,16439.4,-12.3779,-7.5744,-14.4469,-7.16118,-5.60704,0.69371,16.3094,23597.6,-10.4134,4.27701,0.000394785,1.00024,3.81327,554.057,652.959,729.677,29979.1,8.25191e-07,0.728896,110.247,84.9739,25.5522,26.3503,0.969708,593.5,642.962,0.748597 
120,130,120,17201,0,5,101,125,0,5,135,-3.03251,-2.70019,-4.24887,-7.75792,-8.87127,-132.998,15.9778,24298.5,16.3517,16439.4,-2.51863,-2.18632,-3.22111,-7.24404,-8.35739,0.863092,23.7502,24881.4,24.1241,0.450675,0.000545151,0.999474,52.6992,572.965,641.659,0.825454,31373.1,8.37788e-07,0.723739,109.758,85.4159,25.5387,26.765,0.954183,592.875,663.355,0.748549 
121,50,121,18045,0,5,101,125,0,5,135,-10.4725,-6.13282,-10.4179,-9.33346,-8.56884,-100.785,12.9402,25654.4,-0.602788,16439.4,-10.0831,-5.74341,-9.63905,-8.94405,-8.17942,0.773673,18.8301,26096.1,5.28711,0.747979,0.000412155,0.99989,25.1747,526.397,584.362,0.603329,33653.2,8.57612e-07,0.646706,109.952,85.7423,25.0178,26.1089,0.958209,568.937,631.235,0.698774 
122,30,122,16576,0,5,101,125,0,5,135,-3.3503,-7.66182,-12.3483,-10.8771,-9.37183,-118.535,5.48021,24891.5,-18.7178,16439.4,-2.8923,-7.20382,-11.4323,-10.4191,-8.91383,0.720217,12.4074,25411.1,-11.7906,-7.12502,0.000278931,1.00025,-1.74138,502.032,541.84,0.604732,32460.9,8.47361e-07,0.615507,109.818,85.9193,24.4287,25.1267,0.972219,542.458,584.634,0.664594 
123,90,123,17485.2,0,5,101,125,0,5,135,-5.50944,-7.58578,-13.9231,-7.74009,-10.5814,-121.733,4.2342,25377.9,-15.9996,16439.4,-5.03909,-7.11542,-12.9824,-7.26973,-10.111,0.694659,11.3483,25911.4,-8.88554,16.5514,0.000250203,1.00019,0.685638,557.113,615.786,0.643246,33294.6,8.54555e-07,0.685404,109.702,84.9688,25.5979,26.6445,0.960719,595.627,657.397,0.732253 
124,10,124,16413.1,0,5,101,125,0,5,135,-4.98205,-1.89556,-7.69273,-5.09933,-4.41115,-132.456,-0.369741,24337.3,-35.2862,16439.4,-4.47026,-1.38378,-6.66916,-4.58755,-3.89936,0.682574,7.37101,24917.8,-27.5455,-0.286993,0.000169007,1.0006,-25.6835,439.48,505.362,0.853964,31280.7,8.36965e-07,0.563071,110.031,86.5271,22.317,23.7056,0.94142,452.726,520.374,0.57992 
125,100,125,18807.1,0,5,101,125,0,5,135,-5.79531,-6.38305,-8.00418,-3.71773,-3.2712,-133.15,15.1821,26438.6,-19.9805,16439.4,-5.28084,-5.86859,-6.97525,-3.20327,-2.75673,0.710386,22.9634,27022.2,-12.1992,2.75858,0.000485361,1.00025,8.32434,545.105,623.546,416.237,33137.9,8.53212e-07,0.683309,109.892,85.5014,25.3672,26.8873,0.943466,584.94,669.43,0.733417 
126,70,126,17538.5,0,5,101,125,0,5,135,-6.26867,-0.122215,-15.3473,-7.58408,-3.42145,-106.586,23.2235,25564.2,-16.1962,16439.4,-5.85684,0.289614,-14.5236,-7.17225,-3.00962,0.52024,29.4524,26031.4,-9.96727,1.68379,0.000646108,1.00021,17.4917,553.256,637.141,0.934505,33312.3,8.54706e-07,0.694647,109.66,84.7959,24.9659,26.5378,0.940767,566.577,652.142,0.711187 
127,200,127,18424.6,0,5,101,125,0,5,135,-5.76373,-5.22486,-3.90226,-6.43696,-2.89621,-233.332,7.81056,25858.5,-23.1014,16439.4,-4.86218,-4.32331,-2.09917,-5.53542,-1.99466,0.88843,21.4465,26881.2,-9.46546,2.12595,0.000455692,1.00019,10.0879,594.635,655.931,0.91229,33954.1,8.6016e-07,0.726064,109.537,85.2745,25.9038,26.9497,0.961193,609.948,672.541,0.744606 
128,80,128,16457,0,5,101,125,0,5,135,-5.1922,-4.99455,-8.58855,-3.76328,-7.61314,-126.82,8.34556,24203.6,-17.1676,16439.4,-4.70219,-4.50454,-7.60854,-3.27327,-7.12313,0.720394,15.7569,24759.4,-9.75619,3.89107,0.000363526,1.00021,4.04952,584.584,656.865,215.74,31904.4,8.42491e-07,0.735523,110.052,85.7177,25.547,26.4821,0.96469,593.26,649.406,0.736742 
129,150,129,18216.4,0,5,101,125,0,5,135,-4.1113,-8.73158,-6.2531,-4.19151,-6.55585,-68.404,4.69441,25429.4,-22.9384,16439.4,-3.847,-8.46728,-5.7245,-3.92721,-6.29155,0.797417,8.69194,25729.2,-18.9409,-0.619209,0.000193005,1.0004,-14.0372,591.512,665.761,2.22771e+06,33488.2,8.56207e-07,0.732929,109.929,85.1898,25.5094,26.8135,0.951363,591.514,665.763,0.732932 
130,110,130,16475.9,0,5,101,125,0,5,135,-8.83803,-4.36554,-2.95624,-8.38747,-6.60952,-41.2709,10.1098,24159.3,-27.6211,16439.4,-8.67856,-4.20608,-2.63732,-8.22801,-6.45005,0.912672,12.5217,24340.2,-25.2093,-0.706263,0.000293882,1.00056,-17.7295,569.286,622.164,0.71603,31500.6,8.38921e-07,0.709409,110.142,85.0785,25.6604,26.56,0.966126,598.537,653.236,0.745348 
131,180,131,15962.3,0,5,101,125,0,5,135,-7.86789,-5.19392,-11.6169,-5.56356,-12.8596,-119.474,14.369,24019.3,-19.9148,16439.4,-7.40626,-4.73229,-10.6936,-5.10194,-12.3979,0.73486,21.3511,24542.9,-12.9328,3.66115,0.000496867,1.00029,5.8318,580.314,626.23,0.684253,31538.7,8.3926e-07,0.718294,109.584,85.0658,25.9939,26.7396,0.972113,614.197,662.096,0.759832 
132,190,132,16046.3,0,5,101,125,0,5,135,-7.61679,-7.36366,-12.5733,-7.8658,-10.4718,-59.3731,2.64973,24343.7,-24.521,16439.4,-7.38738,-7.13426,-12.1145,-7.63639,-10.2424,0.727856,6.11949,24604,-21.0512,-0.31969,0.000142105,1.00046,-19.142,554.862,620.94,0.581333,32164.6,8.44775e-07,0.694826,109.711,84.6077,25.8045,27.0224,0.954929,605.28,676.179,0.7573 
133,170,133,15972.3,0,5,101,125,0,5,135,-1.512,-4.56248,-10.9089,-8.3312,-9.50112,-94.9989,-0.839567,24043.5,-9.24453,16439.4,-1.14494,-4.19542,-10.1748,-7.96414,-9.13407,0.688018,4.71217,24459.8,-3.6928,16.7806,0.000110073,1.00008,0.28081,595.653,760.424,1047.22,33061.1,8.52552e-07,0.789412,109.618,85.3939,25.3211,26.4746,0.956431,582.817,649.041,0.721408 
134,20,134,17162.3,0,5,101,125,0,5,135,-1.37844,-1.06661,-8.20312,-2.55199,-8.75609,-75.6017,3.25902,25019.9,-36.6879,16439.4,-1.08633,-0.774496,-7.6189,-2.25988,-8.46398,0.622893,7.67718,25351.3,-32.2698,-0.24728,0.000173017,1.00069,-31.0466,455.543,506.536,0.584606,32383.3,8.46686e-07,0.567345,109.876,86.3318,23.3479,24.3789,0.957708,495.52,550.354,0.616778 
135,120,135,18999.3,0,5,101,125,0,5,135,-7.28594,-7.8593,-9.65111,-6.84604,-10.4006,-119.155,-6.9142,26725.1,-5.51913,16439.4,-6.82555,-7.39891,-8.73032,-6.38565,-9.94025,0.777745,0.0492246,27247.3,1.44429,0.0276174,1.03233e-06,0.999971,1.78238,598.757,669.059,1.11294,34927.6,8.68303e-07,0.72893,110.045,85.3582,25.8499,27.0701,0.954927,607.414,678.564,0.739378 
136,40,136,19015.5,0,5,101,125,0,5,135,-4.98433,-6.57824,-9.15015,-7.25104,-10.4641,-80.9703,-2.62195,27217.9,-21.2302,16439.4,-4.67148,-6.26539,-8.52445,-6.93819,-10.1513,0.766778,2.10995,27572.8,-16.4983,-0.119287,4.37254e-05,1.00032,-17.688,516.189,570.153,0.697308,35704.5,8.74694e-07,0.620218,109.988,85.9908,24.4755,25.4705,0.960937,544.539,600.739,0.653885 
137,160,137,15199.5,0,5,101,125,0,5,135,-5.40456,-3.30566,-5.47648,-8.48389,-6.93938,-134.807,13.5964,23018.4,-16.7995,16439.4,-4.8837,-2.7848,-4.43475,-7.96302,-6.41852,0.832555,21.4745,23609.3,-8.92142,1.99414,0.00051949,1.00021,10.7688,562.623,616.594,0.665477,30192.6,8.27146e-07,0.712076,109.753,85.2581,25.6495,26.5936,0.964502,598.032,654.885,0.756594 
138,60,138,18960.2,0,5,101,125,0,5,135,-3.99236,-3.50761,-11.5869,-7.53249,-8.72977,-91.4668,22.9166,26530.1,-10.5285,16439.4,-3.63895,-3.1542,-10.8801,-7.17908,-8.37636,0.67257,28.2619,26931,-5.18313,1.28218,0.00059931,1.0001,22.0422,540.104,622.651,0.820126,34416.1,8.64043e-07,0.671159,109.497,85.5023,24.8008,26.3705,0.940475,559.111,643.947,0.694446 
139,140,139,15837.5,0,5,101,125,0,5,135,-2.69239,-3.35486,-11.6452,-10.7122,-9.29476,-109.602,8.38201,23637.1,-24.3222,16439.4,-2.26891,-2.93138,-10.7982,-10.2887,-8.87128,0.69287,14.7872,24117.5,-17.9171,-2.20266,0.000350238,1.0004,-6.71331,584.804,657.634,1.04353e+12,30839.2,8.33009e-07,0.744471,109.934,85.0415,25.3645,26.6495,0.951781,584.813,657.642,0.744481 
