cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
43,47.2207,1.1,43,8560.39,-0.0265362,17.9521,12.485,80.4556,0.00822952,-0.744995,499.736,0.902615,-0.943748,-13.4705,-0.308813,-3.42536,-178.365,313.63,77.4395,10330.9,7296.45,2.02573,0.17937,-11.2242,0.814305,-2.30224,-0.0682563,563.805,95.9709,10581.1,0.0610157,0.770484,0.0164334,9240.31 
44,47.2587,1.36,44,9141.68,-0.0893667,18.9169,12.5753,80.7582,-0.162064,274.031,499.999,0.230517,-3.38139,-4.86428,-2.89759,-2.27552,-120.726,771.183,80.9966,10372.6,9189.72,0.990694,-2.62121,-3.34392,-2.13742,-1.51534,0.612397,940.513,93.5395,10541.9,0.0981244,0.851754,0.0160823,9584.9 
45,47.2017,1.36,45,10482.9,-0.453339,21.3781,13.0559,80.6408,0.576142,-645.112,499.488,-0.202046,-6.61676,-4.51145,-4.41728,-8.32895,-143.153,486.261,87.2459,12013,21185.2,0.699349,-5.71536,-2.70866,-3.51589,-7.42755,0.854905,687.047,102.119,12213.8,0.064196,0.793581,0.0151682,10702.3 
46,47.2147,1.2,46,8669.9,-0.0511654,18.7515,12.1883,80.7785,0.230983,-510.724,0.048849,4.04365,-0.0803414,-2.7835,-2.82043,-8.12812,-204.916,425.346,91.0927,10527.3,11280.3,5.33395,1.20996,-0.202899,-1.53013,-6.83782,0.899899,712.761,112.383,10814.7,0.0743945,0.783744,0.0187829,9580.83 
47,47.2257,1.2,47,7937.49,-0.0151249,16.9188,12.4236,80.7172,0.00902418,16.9323,500,-1.07352,-3.18548,0.268626,-0.0961525,-0.604289,-173.117,704.144,73.6703,9261.16,6847.44,0.0165498,-2.09541,2.44877,0.993921,0.485784,-0.323935,946.958,91.6566,9503.97,0.108345,0.855152,0.0174552,8740.22 
48,47.1987,1.36,48,8362.55,-0.372931,17.8638,12.5359,80.6897,0.0474159,144.178,212.297,1.67328,-0.939665,-7.15046,-3.12461,-3.27007,-128.71,320.54,62.3169,9922.32,7512.48,2.48373,-0.12921,-5.52955,-2.31416,-2.45962,0.304354,501.069,75.6894,10102.8,0.0570343,0.790922,0.013613,8785.4 
49,47.2167,1.2,49,9656.6,-0.471112,20.3459,12.9354,80.5203,0.82012,-142.633,204.731,-5.19485,-8.50837,-5.49105,-0.043225,-1.96389,-164.173,566.397,67.772,11273.7,12375.4,-4.1611,-7.47462,-3.42354,0.990529,-0.930133,0.771746,796.666,84.829,11504,0.0778761,0.842929,0.0134014,10229.9 
50,47.2217,1.1,50,10018.3,-0.0102345,20.6529,12.4881,80.5535,-0.0110275,-15.759,499.956,-1.0765,1.73992,-14.265,-3.19587,-2.77328,-203.022,543.925,92.6354,11542.3,8401.67,0.20187,3.0183,-11.7082,-1.91749,-1.49491,0.0161537,828.682,113.729,11827.1,0.0787207,0.806341,0.0174053,10526.9 
51,47.2497,1.36,51,8885.62,-0.23475,18.0279,13.0209,80.7315,0.0381006,92.9808,0.0015251,-0.985403,-3.55679,-0.316543,-5.67869,-4.83345,-172.461,1112.74,66.1543,9656.9,7756.87,0.100539,-2.47085,1.85534,-4.59275,-3.74751,1.20952,1354.64,84.0723,9898.8,0.14302,0.902031,0.0154043,9471.65 
52,47.2237,1.2,52,10685.8,-0.114912,21.4178,12.6457,80.6247,0.0178425,120.831,500,2.96858,2.55407,3.60218,3.17042,-2.99267,-197.607,1301.55,60.4225,11368.1,8887.05,4.21286,3.79835,6.09074,4.4147,-1.74839,0.636769,1578.71,80.9531,11645.3,0.141871,0.917653,0.0126437,11127.8 
53,47.2227,0,53,9195.25,-0.058518,19.3116,12.6391,80.7903,0.127568,-234.027,500,1.99083,-1.56949,4.08037,-1.76823,2.97945,-168.964,393.202,74.0425,11040.9,8917.5,3.05476,-0.505567,6.20821,-0.704311,4.04338,0.486775,630.191,91.5972,11277.9,0.0637968,0.797219,0.0147407,9878.09 
54,47.2467,1.36,54,9064.49,-0.402791,18.9611,12.9396,80.8035,-0.173252,559.903,396.092,-0.989201,-1.35989,-9.12461,-9.84858,-7.00354,-136.487,1297.78,74.024,9683.13,11144.7,-0.129779,-0.500472,-7.40576,-8.98916,-6.14412,0.680363,1489.22,88.2045,9874.56,0.155348,0.906084,0.0161882,9586.36 
55,47.2187,1.2,55,8685.07,-0.422656,18.2179,12.9863,80.5645,0.241076,38.5825,18.8049,1.0563,-0.47894,-5.99605,-3.2094,-2.93186,-138.796,658.977,69.9613,10008.7,8004.35,1.93027,0.395022,-4.24813,-2.33543,-2.05789,0.32742,853.652,84.3816,10203.4,0.0925826,0.852527,0.0150055,9220.43 
56,47.2357,1.3,56,8551.87,-0.00488448,17.8756,12.5359,80.5324,-0.00377861,-20.6794,500,-1.41665,-0.183452,-2.43759,-1.43218,-6.00129,-189.17,1072.83,54.8537,9478.43,7297.31,-0.225497,1.0077,-0.0552846,-0.241024,-4.81014,0.987215,1338.16,74.5077,9743.76,0.143456,0.911213,0.0138904,9328.05 
57,47.2317,1.2,57,8837.55,-0.466961,18.4269,13.2914,80.6073,1.06091,-867.022,315.442,2.14868,-3.3322,-4.23735,-5.34153,-9.38031,-113.637,433.902,71.4471,10423.7,37916.4,2.86422,-2.61666,-2.80627,-4.62599,-8.66477,0.822942,593.289,83.2535,10583.1,0.0639912,0.802846,0.0142842,9271.42 
58,47.2077,1.36,58,9375.92,-0.476026,19.9486,12.9153,80.7857,0.115445,36.6985,111.746,2.39591,-1.71222,-3.45176,-0.418008,-0.147857,-165.473,540.055,50.508,11014.5,8525,3.43785,-0.670287,-1.36789,0.623929,0.894081,1.46883,772.147,67.7,11246.6,0.0772581,0.866975,0.0109671,9994.38 
59,47.2337,1.3,59,10076.2,-0.111976,20.4545,12.6308,80.8486,0.286576,-154.514,500,2.30279,0.978599,-4.41124,-0.184887,-3.95118,-217.006,1784.74,107.654,10146.6,9851.83,3.66921,2.34503,-1.67838,1.18154,-2.58475,1.57231,2089.11,130.2,10450.9,0.195997,0.90166,0.0224344,10658.9 
60,47.2297,1.2,60,10351.3,-0.0266322,20.8403,12.6068,80.6166,1.11685,-1054.75,500,-2.7258,3.43879,-2.75699,2.20826,-3.4001,-136.799,560.134,103.195,11709.6,46900.4,-1.86441,4.30017,-1.03422,3.06965,-2.53871,1.53518,752.008,117.408,11901.5,0.0715433,0.785411,0.0178479,10511.2 
61,47.2377,1.3,61,8593.55,-0.243204,17.9341,12.8963,80.4883,0.397154,752.106,0.00760449,-2.89588,-1.70398,-3.79266,-3.3656,-2.02981,-147.227,931.384,85.2702,9526.42,17252.8,-1.96883,-0.776928,-1.93856,-2.43855,-1.10276,0.764327,1137.88,100.567,9732.92,0.124783,0.866052,0.0186782,9118.88 
62,47.2527,1.36,62,9708.81,-0.00894527,19.6221,12.6213,80.6292,-0.0108102,-31.7843,500,-3.95436,0.920181,0.291787,3.88923,2.94807,-177.52,1097.31,97.7155,10490.9,8073.2,-2.83656,2.03798,2.52738,5.00703,4.06587,0.76602,1346.3,116.159,10739.9,0.132601,0.868817,0.0195343,10153 
63,47.2227,1.1,63,9004.33,-0.216398,18.7001,12.9235,80.6174,0.0482848,-83.0835,500,5.17662,1.74896,-9.47513,-7.66329,-7.17648,-165.912,454.969,64.6147,10681.8,7997.79,6.22133,2.79367,-7.38572,-6.61858,-6.13177,0.335881,687.677,81.8524,10914.5,0.0713537,0.827611,0.0136264,9637.59 
64,47.2107,1.3,64,9416.78,-0.0947732,19.1982,12.7128,80.876,-0.0335671,189.948,500,-0.461505,3.96348,-1.05361,1.52416,-2.67915,-170.232,545.421,95.5891,10773.1,8152.65,0.610398,5.03538,1.0902,2.59607,-1.60725,0.85887,784.187,113.275,11011.9,0.0799056,0.798221,0.0185967,9813.93 
65,47.2397,1.3,65,9706.9,-0.0174863,19.7956,12.315,80.6718,-0.000114941,-50.0745,500,-0.828129,0.833385,-1.89156,-0.724196,-4.21343,-109.987,979.354,86.8687,10509.9,7936.11,-0.135568,1.52595,-0.506433,-0.0316341,-3.52087,0.810222,1133.62,98.2959,10664.2,0.11476,0.86825,0.0166959,9878.24 
66,47.2197,1.2,66,8900.26,-0.414783,19.1255,12.5678,81.0072,-0.873568,5420.91,24.2838,-0.923991,-3.41549,-6.01752,4.53384,-1.21464,-133.479,1354.29,90.8626,9508.44,161982,-0.0835097,-2.57501,-4.33656,5.37432,-0.374162,-1.1738,1541.5,104.731,9695.66,0.162401,0.893738,0.0195098,9491.94 
67,47.2127,1.3,67,9008.05,-0.423294,18.5844,13.1116,80.5769,0.0238822,563.468,181.931,0.139519,2.69228,-7.3141,-2.57921,-5.88037,-151.927,492.561,85.5845,10409.9,8370.35,1.09617,3.64893,-5.4008,-1.62257,-4.92372,0.250097,705.654,101.369,10623,0.0749379,0.79911,0.0172745,9416.51 
68,47.2267,1.2,68,9968.11,-0.128349,20.8892,12.3861,80.6554,0.0418964,-651.666,1.6976e-08,3.71869,0.312659,8.18601,1.54523,0.308466,-187.553,765.404,81.4915,11250.3,9311.45,4.89966,1.49363,10.5479,2.7262,1.48944,0.501441,1028.47,100.977,11513.3,0.0982354,0.853374,0.0158993,10469.4 
69,47.2047,1.36,69,8858.66,0.00351626,18.6794,12.3732,80.6649,-0.0136753,4.50229,499.995,-0.741301,1.47569,-2.2065,-0.600017,3.09068,-198.051,471.858,67.006,10583.2,7525.87,0.505771,2.72276,0.287646,0.647056,4.33775,0.966163,749.644,87.5827,10861,0.077638,0.83025,0.0146373,9655.63 
70,47.2227,0,70,8644.47,-0.165999,18.0278,12.8445,80.7197,0.0425176,111.252,499.789,4.80705,-1.56048,5.92721,0.0465402,0.595196,-205.915,340.336,49.9163,10447.2,7691.97,6.10364,-0.263891,8.52039,1.34313,1.89179,0.515751,629.152,71.31,10736.1,0.0666988,0.83448,0.0120876,9432.72 
71,47.2617,1.36,71,9646.22,-0.039554,20.0805,12.3259,80.7587,0.0255601,-5.05413,499.989,2.19656,-0.798347,-4.01303,3.70316,-2.57257,-100.543,782.397,101.974,11005.2,8061.48,2.82965,-0.165256,-2.74685,4.33625,-1.93948,2.18689,923.418,112.42,11146.2,0.0917611,0.824368,0.0182405,10063.3 
72,47.2227,0,72,9931.87,-0.0846957,21.2097,12.1292,80.3847,-0.107452,253.628,0.000610646,0.352495,0.964323,-1.76258,3.42,1.14795,-222.05,442.174,66.4033,11661.9,9261.68,1.75069,2.36251,1.03381,4.81819,2.54614,0.917371,753.621,89.4735,11973.3,0.0712864,0.827973,0.0135787,10571.7 
73,47.2417,1.3,73,8888.01,-0.447727,18.6498,13.0744,80.7513,0.149284,416.09,430.242,-1.43703,-1.05418,1.30575,-1.9242,0.384713,-158.652,770.15,63.8537,10116.1,9959.68,-0.438039,-0.0551884,3.30372,-0.925217,1.3837,-0.0106283,992.675,80.337,10338.6,0.104819,0.875943,0.0141122,9470.36 
74,47.2437,1.36,74,10141.3,-0.0318332,20.5201,12.5249,80.8314,0.00711608,-41.6848,500,1.00639,-1.17133,3.87219,1.34375,1.62389,-142.187,1983.13,128.02,9978.7,8376.26,1.9017,-0.276022,5.66282,2.23906,2.5192,0.52993,2182.56,142.792,10178.1,0.207298,0.897269,0.0251924,10528.6 
75,47.2277,1.2,75,10336.6,-0.416466,21.3687,12.7174,80.7605,0.79824,-262.848,150.431,1.93124,-0.935652,3.61228,-2.90025,1.47302,-106.522,610.257,93.889,11711.8,15676.7,2.60198,-0.264914,4.95376,-2.22951,2.14375,0.312462,759.663,104.956,11861.2,0.0724468,0.805294,0.0160389,10485.8 
76,47.2247,1.2,76,9111.93,-0.416245,18.9903,12.9081,80.4232,-0.240098,1084.57,163.22,2.68777,3.84153,0.926024,1.97875,-3.47029,-142.989,1013.45,104.444,9972.41,16456.7,3.58813,4.74189,2.72675,2.87911,-2.56993,0.760095,1214.01,119.3,10173,0.127044,0.853263,0.0211459,9555.84 
77,47.2557,1.36,77,9551.8,-0.230762,19.9993,12.6183,80.6756,-0.166808,405.407,499.578,-2.44841,-3.13917,5.91289,-6.37253,0.892708,-212.045,834.775,103.49,10726.4,10416.5,-1.11322,-1.80399,8.58327,-5.03734,2.2279,-2.0047,1132.19,125.521,11023.8,0.111308,0.837511,0.0205439,10171.7 
78,47.2207,1.1,78,8907.94,-0.425079,18.383,13.1479,80.2873,0.0170939,520.238,355.781,3.93862,-1.69851,4.82591,0.199035,-3.86314,-205.04,473.715,71.0498,10320.7,8157.59,5.2297,-0.407428,7.40807,1.49012,-2.57206,0.335504,761.303,92.3527,10608.3,0.0804749,0.824885,0.0157837,9460.13 
