cyc,det,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
157,-220,44.0313,157,14193.3,0.317421,29.4107,9.25866,116.572,0.0878397,-136.186,93.6181,0.196569,-1.88797,6.03924,2.30434,1.71552,41.9083,5381.97,21.8245,7235.76,9253.81,-0.0673164,-2.15186,5.51147,2.04045,1.45163,0.187623,5336.72,19.9773,7190.5,0.367023,0.993492,0.00509184,14540.6 
158,-80,44.1713,158,14843.2,0.390149,29.5392,9.41707,116.563,-0.00832229,-374.792,302.565,-4.68998,-0.332529,0.406947,-0.820768,3.49598,14.2631,5413.2,15.6119,7479.9,9156.98,-4.77979,-0.42234,0.227325,-0.910579,3.40617,1.09169,5397.8,14.9833,7464.5,0.361,0.995166,0.00368398,14952.4 
159,-60,44.1913,159,9918.96,0.361351,17.469,9.98779,116.504,-0.0357339,-39.3785,78.9668,-1.13055,-2.02838,1.8474,-1.91156,1.62113,26.2085,3545.32,-9.47051,4568.09,5725.6,-1.29558,-2.19341,1.51734,-2.07659,1.4561,1.58536,3517.02,-10.6257,4539.78,0.377041,1.00532,-0.00433026,9327.94 
160,-190,44.0613,160,16526.6,0.211667,33.3033,9.58564,116.463,4.33278,1452.61,499.999,0.946428,-2.78005,-3.74728,-0.96967,3.35803,7.12901,6212.88,22.2121,8408.94,215277,0.901538,-2.82494,-3.83706,-1.01456,3.31314,-0.108373,6205.18,21.8979,8401.24,0.365898,0.993862,0.00477852,16958.8 
161,-155,44.0963,161,12006.9,0.420066,22.2269,9.59072,116.519,-0.626157,312.806,475.055,-3.3049,2.17763,-4.29816,1.24293,4.89784,-21.8687,3982.86,11.9167,6006.88,13315.5,-3.1672,2.31533,-4.02276,1.38063,5.03554,3.60958,4006.47,12.8806,6030.49,0.341689,0.994405,0.00391915,11725.5 
162,-50,44.2013,162,7969.08,0.00805983,12.3164,11.125,116.141,-0.00741079,7.97937,500,2.37302,-0.0232747,2.47079,-3.11539,-0.439549,-19.6726,2435.2,-1.45269,3636.45,4462.39,2.4969,0.100599,2.71854,-2.99152,-0.315676,-0.353288,2456.44,-0.585577,3657.7,0.344122,1.00042,-0.000294998,7138.3 
163,-220,44.0313,163,17124.5,0.350191,35.1405,9.45514,116.498,-0.189365,-202.972,290.924,-3.30545,-5.32441,3.38157,-6.00146,3.21292,-41.9482,6100.64,13.0021,9235.11,12067.3,-3.04131,-5.06027,3.90984,-5.73733,3.47706,1.60599,6145.93,14.8511,9280.41,0.34097,0.995789,0.00293918,18024.9 
164,-80,44.1713,164,12962.5,0.248887,25.991,9.41343,116.687,-0.271799,80.5275,7.97545e-13,1.72614,-3.96217,3.50713,-3.05942,-1.76968,-52.3228,4855.6,12.14,6404.22,8677.14,2.05561,-3.63271,4.16606,-2.72996,-1.44022,3.63471,4912.1,14.4462,6460.72,0.372642,0.99488,0.00410206,13181.8 
165,-60,44.1913,165,8714.15,-0.012594,14.9823,10.2478,116.41,0.0172391,7.75852,0.0519747,1.77574,-0.355604,3.00918,-0.293118,1.97077,-46.3472,2758.82,6.17296,4132.19,5002.44,2.06757,-0.0637679,3.59285,-0.00128217,2.26261,0.542777,2808.87,8.21581,4182.24,0.344134,0.994907,0.00360568,8162.14 
166,-190,44.0613,166,14603.3,0.329777,30.3818,9.20974,116.65,-0.677234,33.519,40.7974,-4.01905,-3.27856,4.08065,4.3265,-2.4723,-55.5756,5525.07,9.75573,7488.89,9847.68,-3.6691,-2.92861,4.78054,4.67644,-2.12236,-5.48726,5585.09,12.2053,7548.91,0.366291,0.99619,0.00296954,15247.7 
167,-155,44.0963,167,12203.4,0.403007,22.4712,9.76243,116.289,0.0373861,48.0926,1.10372,1.01848,1.27678,3.37233,4.99349,0.25884,4.07124,4228.81,4.57219,6029.8,7199.87,0.992847,1.25115,3.32106,4.96786,0.233204,0.691527,4224.42,4.39274,6025.41,0.353895,0.998184,0.00134116,11936.9 
168,-155,44.0963,168,11183.8,0.333271,21.2986,9.63136,116.439,-0.204137,11.9281,386.441,3.48616,1.85737,-1.00897,-3.58492,-0.226147,-29.0258,4159.78,9.16062,5434.77,6757.08,3.66892,2.04013,-0.643435,-3.40215,-0.0433797,1.39716,4191.12,10.44,5466.12,0.374617,0.99566,0.00350599,11187.8 
169,-155,44.0963,169,11313.1,0.336902,21.8107,9.51456,116.577,0.0686606,-731.731,452.083,-2.06222,0.0611813,-5.34394,-2.38891,-0.867475,-40.0733,3881.57,7.21465,5725.96,8390.96,-1.80989,0.313512,-4.83927,-2.13658,-0.615144,0.467473,3924.84,8.98096,5769.23,0.347041,0.996012,0.00285941,11309.5 
170,-155,44.0963,170,10496,0.361462,20.1306,9.28922,116.284,-0.0148681,18.2871,424.259,-0.461365,-2.28871,-0.672966,6.21508,2.10812,-17.7584,3517.85,-13.2374,5267.21,6096.24,-0.349545,-2.17689,-0.449326,6.3269,2.21994,1.08065,3537.02,-12.4546,5286.39,0.34328,1.0062,-0.00435888,10303.6 
171,-155,44.0963,171,11782.2,0.395748,22.0142,9.58691,116.448,-0.102173,-21.193,276.545,-1.50135,0.296233,-0.800615,5.2211,4.15718,9.93458,3888.09,-4.11587,6051.2,6940.82,-1.5639,0.233678,-0.925726,5.15854,4.09462,1.1323,3877.36,-4.55376,6040.47,0.333992,1.00206,-0.00139065,11609.2 
172,-155,44.0963,172,13678,0.0547338,26.6997,9.97148,116.318,-0.31637,317.645,500,-0.195815,2.06928,5.43094,-2.94744,-2.60978,-8.21391,4810.74,8.87475,7261.73,11938.2,-0.144094,2.121,5.53438,-2.89572,-2.55806,-1.68985,4819.61,9.2368,7270.6,0.341188,0.996657,0.0023348,14126 
173,-155,44.0963,173,14633.1,0.29713,29.0431,9.78398,116.476,1.20156,-932.392,491.025,8.33949,0.50534,4.31671,0.560632,-0.65843,-5.79065,5126.82,25.0778,8160.07,45720.7,8.37595,0.541802,4.38963,0.597094,-0.621968,0.669518,5133.07,25.333,8166.32,0.329339,0.991437,0.00568198,15586 
