cyc,delaytime,timecol,chargecol,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
115,200,0.2,0.57,44.833,115,31261.7,-0.113437,63.9123,11.2482,115.034,0.0463313,-261.597,7.80365e-05,3.90141,-0.363834,-0.196631,2.89954,3.03067,29.4869,2796.65,42.2204,29698.4,23797.1,3.71574,-0.549506,-0.567973,2.71387,2.845,1.06963,2755.29,40.6887,29657,0.0850075,0.974808,0.00252095,32412.3 
116,200,0.2,0.57,44.753,116,29227.8,-0.0116002,59.9054,11.145,114.793,-0.138646,356.054,170.205,3.40221,3.20024,4.0913,-0.532602,1.85616,63.562,913.989,40.4026,29581.4,23341,3.00198,2.80001,3.29084,-0.932835,1.45592,0.657772,824.837,37.1007,29492.3,0.027207,0.92703,0.00231197,30317.1 
117,200,0.2,0.57,44.873,117,30045.4,-0.38709,61.4729,11.3307,115.248,0.110569,151.913,306.829,0.112544,0.164431,0.490505,4.9586,0.0198719,2.60679,705.373,38.52,30539.7,23221.1,0.0961296,0.148016,0.457677,4.94219,0.00345764,0.918959,701.717,38.3846,30536,0.0224638,0.912636,0.00231022,31237.7 
118,200,0.2,0.57,44.803,118,31138.6,-0.361274,63.6867,11.2637,115.048,-0.701556,1097.15,95.2024,4.19221,1.46418,-2.04963,0.33968,-0.335811,28.126,3242.19,50.7675,29066.5,48408.7,4.01511,1.28708,-2.40383,0.162578,-0.512913,1.94341,3202.74,49.3064,29027.1,0.0993721,0.973765,0.00311931,32229.8 
119,200,0.2,0.57,44.913,119,32316,-0.033863,64.2803,11.5484,114.907,0.103996,-270.456,1.86942e-05,3.64009,3.72794,4.08388,2.66873,-0.682565,5.33947,111.383,35.875,33508.6,25081,3.60647,3.69432,4.01664,2.63511,-0.716187,0.696545,103.894,35.5976,33501.1,0.00309163,0.625153,0.00195356,33605 
120,200,0.2,0.57,44.903,120,30795.6,-0.0725063,61.2067,11.4927,114.891,0.0946375,-271.348,0.301062,3.47541,-0.778592,-1.04942,-1.4385,0.339394,31.9101,54.9151,35.6673,31882.7,23735,3.27449,-0.979521,-1.45128,-1.63943,0.138465,-1.20798,10.158,34.0096,31837.9,0.000318953,0.145792,0.00196389,31848.1 
121,200,0.2,0.57,44.893,121,33033.3,0.00527515,65.3885,11.6148,115.196,-0.0612206,39.9681,500,3.06844,2.9881,2.54146,-0.171386,1.23728,37.2675,148.624,31.45,34244.8,24803,2.83377,2.75344,2.07213,-0.40605,1.00261,0.749012,96.3529,29.5141,34192.5,0.00281003,0.651022,0.00158753,34288.9 
122,200,0.2,0.57,44.773,122,29633,-0.423781,61.625,11.2248,114.838,-0.191147,159.331,124.44,0.667229,0.632054,2.6801,2.4245,-1.05876,24.6885,1997.59,35.2797,29017.5,23509.5,0.511772,0.476597,2.36919,2.26905,-1.21422,0.46306,1962.96,33.9972,28982.9,0.0634322,0.970583,0.00215615,30945.8 
123,200,0.2,0.57,44.853,123,32797.6,-0.396956,65.5032,11.5632,115.014,-0.220376,739.329,482.325,2.99444,-0.952108,2.93635,1.62766,1.66303,7.4058,1918.1,43.7945,32063.5,29960.7,2.94781,-0.99874,2.84308,1.58103,1.6164,0.644151,1907.71,43.4097,32053.1,0.0561739,0.961704,0.00248857,33960.8 
124,200,0.2,0.57,44.843,124,31219,-0.037097,63.808,11.1973,114.519,-0.0384778,307.937,428.34,4.87241,2.14517,0.692133,3.44719,-1.24502,-5.1129,2310.03,44.6125,30174.2,23644.4,4.9046,2.17736,0.756522,3.47938,-1.21283,0.925134,2317.21,44.8781,30181.4,0.0713018,0.967218,0.00273163,32498.6 
125,200,0.2,0.57,44.733,125,31996.3,-0.211151,63.8532,11.5157,114.602,0.438782,-798.113,1.01511e-08,2.15117,1.56119,0.916589,-1.22913,2.32071,-4.82002,348.884,40.6559,32852.4,35337,2.18152,1.59154,0.97729,-1.19878,2.35106,0.834431,355.644,40.9063,32859.1,0.0107074,0.832441,0.00228799,33214.8 
