cyc,state,freq,VVA,sweepfreq,Blackmantime,dimerswitchtime,squaretime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
38,97,43.248,0,48.55,-0.2,0.19,0.01,38,25115.6,-0.00354134,42.2302,12.9279,114.59,-0.0125351,-10.2116,262.203,-2.78094,-1.40814,-2.56166,-0.835078,2.0562,-152.175,12143,48.2951,12487.1,17776.6,-1.82274,-0.449936,-0.645248,0.123127,3.0144,3.9382,12264.2,59.3145,12608.3,0.462599,0.991607,0.00859156,26511.6,5.25656e-05,1.09931,13.0861,10.5539,114.141,91.4605,1.01626,12.8775,11.8621,113.804,142.353,0.337484,-50.8928 
39,75,46.2227,0,46.05,0.2,-0.19,-0.01,39,12311.1,-0.0415056,21.0035,13.1803,114.132,0.000997313,-15.53,500,-2.10585,-2.83174,-8.1802,-1.56961,-1.11718,-269.808,313.23,91.2852,11910.8,9012.28,-0.406938,-1.13284,-4.78238,0.129298,0.581724,0.147698,528.141,110.823,12125.7,0.0371143,0.731416,0.0165572,14230.1,-0.000228533,0.0342613,14.456,11.7768,117.557,107.447,0.924905,13.0463,12.2827,113.501,140.936,4.05594,-33.4892 
40,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,40,12824.1,-0.121056,21.0683,13.8733,114.546,0.0267267,37.3722,40.0252,0.719864,-0.790343,-0.16298,-1.95215,2.28614,-280.08,1571.68,87.7645,11203,9547.38,2.48345,0.973244,3.3642,-0.188562,4.04973,0.685061,1794.78,108.046,11426.1,0.122041,0.904691,0.0171208,14706.3,-0.000331381,0.109098,13.7645,13.447,114.047,93.5012,0.804501,13.6538,12.8879,113.709,141.87,0.338018,-48.3688 
41,97,43.248,4.5,48.55,-0.2,0.19,0.01,41,22481.3,-0.160821,37.6521,13.165,114.466,-0.0300784,0.639233,0.000188556,0.00574282,-0.457803,-1.23842,-0.630611,1.6556,-181.106,10781.6,37.9488,11315.1,16137,1.14612,0.682572,1.04233,0.509765,2.79597,0.831249,10925.9,51.0631,11459.4,0.457629,0.991888,0.00814162,23875,-6.44235e-05,0.924787,13.2593,11.0151,114.007,91.0799,0.892505,13.021,12.1619,113.73,141.725,0.276843,-50.6447 
42,97,43.248,0,48.55,-0.2,0.19,0.01,42,24933.8,0.0325865,41.119,13.0816,114.327,-0.0205133,-54.3928,453.838,0.69872,-0.651963,0.488884,0.500644,0.405803,-139.886,12399.2,50.3528,11877.9,17546.9,1.57954,0.228862,2.25053,1.38147,1.28663,0.66545,12510.7,60.4823,11989.3,0.480098,0.991611,0.00920729,26058.6,0.00019717,1.07712,13.2793,10.8557,113.932,91.4734,0.941759,13.016,12.0373,113.597,142.008,0.334978,-50.5348 
43,75,46.2227,0,46.05,0.2,-0.19,-0.01,43,13011.8,-0.117225,22.0588,13.4155,114.33,-0.0992433,116.451,145.031,-2.67499,0.497827,-3.18722,-1.18199,-2.05723,-245.511,244.257,76.6989,12701.5,10009.7,-1.12908,2.04374,-0.095383,0.363928,-0.511315,1.14196,439.816,94.4769,12897.1,0.0292947,0.726787,0.0133146,15013.5,-0.00136791,0.0154584,21.2755,77.9191,129.76,113,0.973852,12.9315,12.236,113.47,141.606,16.2891,-28.6061 
44,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,44,12561.5,-0.13984,20.6956,13.9505,114.377,0.158567,-115.563,480.817,-3.70833,-1.79087,-3.01912,-1.53375,0.600655,-253.501,1291.51,67.6339,11268.4,9995.11,-2.1121,-0.194642,0.173337,0.0624812,2.19688,-0.376149,1493.44,85.9905,11470.3,0.103317,0.908461,0.0136218,14454.9,-0.000421458,0.0858745,14.4649,13.3888,114.156,93.9258,0.794178,13.7794,13.0823,113.621,141.802,0.535065,-47.8765 
45,97,43.248,4.5,48.55,-0.2,0.19,0.01,45,22988.3,-0.025479,37.2873,13.4692,114.676,-0.0231185,27.6947,313.409,0.107186,2.0137,-0.125073,2.10066,0.247407,-162.967,11299,48.4768,11121.6,16370.1,1.13335,3.03986,1.92725,3.12682,1.27357,0.816467,11428.8,60.2776,11251.4,0.473381,0.990855,0.00977233,24142.9,2.7521e-05,0.935613,13.6047,11.182,114.161,91.7723,0.841099,13.4141,12.3207,113.812,142.567,0.348533,-50.7949 
46,97,43.248,0,48.55,-0.2,0.19,0.01,46,24197.1,-0.0322683,40.2114,13.1619,114.392,-0.0559393,71.3625,467.177,2.67121,2.62891,2.22615,3.11334,3.41124,-131.224,12324.6,54.8421,11352.6,17359.1,3.4975,3.4552,3.87872,3.93963,4.23752,0.795949,12429.2,64.3444,11457.1,0.489807,0.991022,0.0102396,25375.7,5.42095e-05,1.06139,13.33,10.9074,113.989,90.9597,0.893938,12.9602,12.2102,113.553,141.562,0.436554,-50.6027 
47,75,46.2227,0,46.05,0.2,-0.19,-0.01,47,13538.1,-0.0231334,22.4829,13.5171,114.283,0.00279219,14.1162,499.941,-2.50056,-1.3036,-2.87538,-1.88563,0.599901,-264.654,238.869,71.6517,13186.4,9894.33,-0.834106,0.362856,0.457537,-0.219172,2.26636,0.774997,449.675,90.8159,13397.2,0.0288466,0.738865,0.0123331,15588.5,-0.000247836,0.0267498,-15.5399,9.59318,118.269,106.508,0.983375,13.3023,12.6413,113.515,141.541,4.75335,-35.033 
48,75,47.3227,3.2,46.05,0.2,-0.19,-0.01,48,11288.6,-0.121085,19.0496,13.5928,114.632,0.00917617,68.3547,489.528,-2.91069,-0.660282,-2.72326,0.606508,-0.955772,-273.605,1209.28,50.9983,10188.3,8449.7,-1.18787,1.06254,0.722376,2.32933,0.767046,0.804415,1427.21,70.8107,10406.3,0.108234,0.920111,0.0123797,13186.3,-0.000441763,0.0859591,13.6348,13.6602,114.663,94.4597,0.753603,13.5987,12.5357,113.853,141.686,0.810418,-47.2263 
49,97,43.248,4.5,48.55,-0.2,0.19,0.01,49,22026.1,-0.0243819,36.9372,13.0276,114.645,-0.00152797,-10.7926,210.797,-1.92835,-0.138375,-1.25542,1.34164,-0.700162,-168.797,10705.1,39.4667,10989.7,15665.3,-0.865474,0.924497,0.870327,2.40451,0.36271,0.764558,10839.5,51.6897,11124.1,0.463034,0.991724,0.00848695,23409.8,-8.59341e-05,0.936623,13.2442,10.8668,114.231,91.457,0.883889,12.8986,11.9573,113.901,142.313,0.32954,-50.8563 
50,97,43.248,0,48.55,-0.2,0.19,0.01,50,25354.8,-0.0502437,42.2058,13.184,114.536,0.0390437,-79.939,23.8547,-1.77419,0.922293,2.25146,-0.118149,-0.125003,-115.577,12704.8,56.2361,12154.6,18215.7,-1.04643,1.65005,3.70698,0.60961,0.602757,0.328807,12796.9,64.6054,12246.7,0.480442,0.991242,0.00962419,26635.7,-7.63281e-05,1.0836,13.3666,11.0239,114.298,91.274,0.940851,13.067,12.3729,113.627,141.983,0.670829,-50.7095 
51,75,46.2227,0,46.05,0.2,-0.19,-0.01,51,12793.3,-0.0282105,21.7756,13.269,114.382,-0.00280213,11.4457,0.00646009,-0.263025,0.100042,-4.41597,-1.45472,-0.421599,-254.143,304.251,97.6133,12470.6,9407.02,1.33725,1.70031,-1.21543,0.145555,1.17867,1.3863,506.686,116.016,12673.1,0.0341726,0.713929,0.016584,14827.3,-0.00133232,0.0149129,21.3049,76.688,128.321,113,0.948125,12.958,12.3749,113.49,142.302,14.8309,-29.3018 
