cyc,gain,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
106,-7.5,106,11371.6,-0.330795,24.3592,11.7129,122.588,0.199977,-578.817,251.512,-2.73951,-1.90664,-2.92195,-1.6003,-5.05294,-521.012,318.718,84.5751,13045.6,13056,0.54117,1.37404,3.63941,1.68038,-1.77226,0.333776,733.724,122.303,13460.6,0.0502613,0.774171,0.0164618,14598.2,-0.00159747,-0.00906755,15.2691,6.181,103,74.8112,1.1807,12.0154,11.4471,122.364,132.374,-19.3643,-57.5626 
107,-7.5,107,11424.7,-0.363541,24.4949,11.8142,122.621,0.22305,-291.466,137.004,-1.51912,-0.847936,-12.391,-4.12523,-2.79617,-664.251,431.311,104.669,13090.6,11536.9,2.66349,3.33467,-4.02583,0.0573771,1.38645,2.17846,960.411,152.769,13619.7,0.0640755,0.782249,0.0202441,14988.7,-0.00163322,-0.00178312,2113.78,2.97612,106.761,77.0916,1.1547,12.075,11.711,122.34,131.966,-15.5788,-54.8745 
108,-7.5,108,12575.6,-0.321316,26.0345,11.8919,122.782,0.499655,126.889,198.623,-0.442688,2.41701,-7.54175,-0.533093,-1.423,-549.645,389.284,104.857,14126.3,12142.4,3.01828,5.87798,-0.619817,2.92788,2.03797,1.04681,827.096,144.658,14564.1,0.0522548,0.765654,0.017968,15828.1,-0.00154681,-0.010875,16.286,6.48524,103,73.2612,1.23563,12.2682,11.6592,122.503,131.407,-19.5026,-58.1457 
109,-7.5,109,11962.5,-0.0895773,25.0686,11.6662,122.56,-0.0563658,110.063,2.58535e-10,-0.279511,1.07724,-0.465003,0.445486,-0.754853,-645.627,369.541,110.518,13676.2,9722.31,3.78583,5.14258,7.66568,4.51082,3.31049,0.686031,883.806,157.27,14190.5,0.0570197,0.762541,0.0200071,15500,-0.00172068,-0.00933557,15.2695,5.97081,103,76.5558,1.22539,12.2013,11.4599,122.268,132.267,-19.2678,-55.7117 
110,-7.5,110,10729.3,-0.380897,23.5719,11.7195,122.63,0.0961958,-196.72,56.2639,-1.60564,1.18578,-3.81525,-3.28371,-2.22433,-538.429,293.598,67.6479,12501.1,9608.91,1.78471,4.57613,2.96544,0.106639,1.16601,0.720214,722.476,106.637,12930,0.0514569,0.794724,0.0149649,14040.4,-0.00173133,-0.0106134,14.4073,6.06073,104.491,73.094,1.12366,12.0539,11.551,122.461,131.529,-17.9707,-58.4351 
111,-7.5,111,12037.2,-0.193173,25.4159,11.7295,122.571,0.116691,-114.174,3.73518e-05,0.560923,1.87592,-5.87996,-5.40732,-1.55876,-580.797,357.829,106.06,13701.9,10138.4,4.21805,5.53305,1.43429,-1.75019,2.09837,0.875642,820.455,148.117,14164.5,0.0532421,0.75992,0.0188987,15409.9,-0.00164419,-0.0110537,15.3403,5.61179,103,74.1545,1.2206,12.1961,11.5068,122.334,131.522,-19.3335,-57.3671 
112,-7.5,112,11149.2,-0.348538,24.3711,11.5875,122.691,-0.113406,308.47,489.461,-4.99074,-1.93491,-5.06423,-5.36683,-0.600763,-555.988,327.632,84.4358,12911.4,10331.9,-1.48984,1.56599,1.93758,-1.86592,2.90014,0.364301,770.497,124.696,13354.3,0.0530447,0.779291,0.0169099,14525.4,-0.00169707,-0.0115257,13.8374,6.22108,103.002,75.2852,1.17316,11.994,11.4554,122.432,132.259,-19.4293,-56.9741 
113,-7.5,113,10687.4,-0.0481995,23.7685,11.1708,122.68,0.0287976,-24.4992,499.854,-3.41804,-2.12583,-7.58481,-6.11617,-5.19609,-588.759,299.977,71.7272,12555.5,8666.3,0.289221,1.58143,-0.170301,-2.40891,-1.48884,0.922499,768.945,114.361,13024.4,0.0542118,0.793483,0.0159171,14184.1,-0.00172871,-0.012439,14.8813,6.33903,104.085,73.4996,1.18456,11.7425,11.2259,122.389,131.509,-18.3036,-58.0098 
114,-7.5,114,11186.7,-0.154654,24.0858,11.6026,122.645,-0.00608799,-129.059,0.000179706,0.444249,0.444202,-7.75082,-5.55717,-4.35933,-640.013,350.151,86.5581,12919.2,9122.84,4.47424,4.47419,0.309157,-1.52718,-0.329335,0.958228,859.945,132.903,13429,0.0585321,0.787117,0.0179043,14691.9,-0.00169037,-0.00114887,2103.45,3.5054,108.387,77.1211,1.16713,12.046,11.4528,122.397,132.266,-14.01,-55.1445 
115,-7.5,115,11215.2,-0.377686,24.5763,11.6552,122.725,0.365317,-1267.23,492.265,-3.48369,-0.394738,-2.10819,-3.63593,-1.86097,-612.037,410.114,90.2746,12989.6,24394.9,0.370145,3.4591,5.59948,0.217909,1.99287,0.518924,897.624,134.594,13477.1,0.0607362,0.79214,0.0180645,14779.1,-0.00175939,-0.00347278,4083.35,0.862724,129.706,77.2929,1.1872,12.0928,11.2986,122.482,132.002,7.22409,-54.709 
116,-7.5,116,11456.7,-0.11037,24.206,11.774,122.801,-0.0533719,154.553,499.999,1.40174,-0.637032,-7.45317,-4.36942,-3.23709,-603.085,383.544,88.2437,13212.8,9546.28,5.1992,3.16043,0.141762,-0.571957,0.560376,0.983302,863.923,131.914,13693.2,0.0577185,0.789134,0.0174367,14967.9,-0.00175252,-0.00141983,4150.13,3.52544,143.28,75.8175,1.16186,12.2467,11.6172,122.535,132.273,20.7454,-56.4558 
117,-7.5,117,11194.1,-0.328422,23.9636,11.7008,122.501,0.172018,419.249,167.453,-5.6552,-2.73043,-10.8393,-5.85401,-1.21268,-567.311,394.175,89.8823,12783.3,11475.5,-2.08299,0.841779,-3.69485,-2.2818,2.35953,0.239482,846.059,130.963,13235.2,0.0584364,0.786853,0.0179014,14478.3,-0.00156369,-0.00112002,2202.96,4.10648,104.8,75.9781,1.16755,12.0378,11.3424,122.187,132.141,-17.3872,-56.163 
118,-7.5,118,10888.4,-0.0802395,23.8634,11.372,122.701,-0.00149268,-549.029,9.6275e-07,0.832013,-1.86708,-12.3325,-5.31793,-6.71774,-586.678,379.586,91.8546,12562.3,8860.81,4.52617,1.82708,-4.94418,-1.62378,-3.02359,-0.526784,846.897,134.337,13029.6,0.059359,0.782724,0.0186384,14267.4,-0.00169382,-0.00110563,2235.67,1.89024,121.884,78.0191,1.15689,11.8317,11.4839,122.423,131.192,-0.538681,-53.1727 
119,-7.5,119,11745.6,-0.21355,25.1399,11.6819,122.604,-0.420914,874.004,500,-4.57909,-0.332064,-9.36438,-0.136695,-7.10093,-618.627,308.169,84.2998,13627,21536,-0.683758,3.56327,-1.57372,3.75864,-3.2056,1.84662,800.928,129.096,14119.7,0.0521973,0.779988,0.0165633,15344.2,-0.0018365,-0.0102588,-16.1694,5.04387,103.006,76.4018,1.22728,12.1683,11.4017,122.417,131.825,-19.4117,-55.4229 
120,-7.5,120,10764.7,-0.392922,24.0944,-11.5525,122.524,-5.66017,4897.04,426.385,-2.99474,-2.29177,-9.37062,-3.5301,-1.17171,-550.877,226.13,77.9694,12716.1,911376,0.473985,1.17695,-2.43317,-0.06138,2.29701,2.67413,664.923,117.86,13154.9,0.0467778,0.763246,0.0162361,14214.5,-0.00186926,-0.0133798,15.4389,6.37398,103.001,76.4231,1.18413,11.9651,11.2358,122.285,131.636,-19.2845,-55.213 
121,-7.5,121,11504.7,-0.0353595,24.6132,11.6213,122.824,-0.0372024,48.0201,487.987,-1.83109,-1.77136,-7.71838,-4.49965,-1.64514,-608.583,314.496,81.4311,13349,9369.6,2.00099,2.06073,-0.0542059,-0.667566,2.18695,1.00981,799.255,125.5,13833.8,0.0531134,0.784445,0.0164369,15048.1,-0.00178573,-0.0125696,-15.4064,7.50751,103.001,74.7757,1.17175,12.2743,11.6277,122.548,131.928,-19.5474,-57.1519 
122,-7.5,122,11765.6,-0.31674,24.863,11.8357,122.538,0.443632,101.812,12.4644,-3.11643,0.998667,-8.8502,-6.5047,-3.34342,-651.182,318.989,107.513,13626.6,11049.8,0.983883,5.09898,-0.649569,-2.40438,0.756894,1.17158,837.68,154.667,14145.3,0.0543688,0.755792,0.0197441,15407.4,-0.00186185,-0.00202627,4139.99,4.11306,143.856,77.2676,1.18646,12.2158,11.7971,122.425,131.866,21.4319,-54.5986 
123,-7.5,123,11157.4,-0.369231,24.2583,11.7167,122.545,0.175238,-449.938,495.97,-4.56682,1.13565,-4.94421,-4.6088,-4.88966,-665.034,349.428,89.8975,12959.7,11819.3,-0.379283,5.32319,3.43087,-0.421261,-0.702124,0.526868,879.152,138.054,13489.4,0.0595098,0.784434,0.0185038,14773.2,-0.00179633,-0.00501375,85.7889,1.19495,148,78.4525,1.16336,12.0776,11.536,122.311,131.345,25.6885,-52.8927 
124,-7.5,124,11972.9,-0.342131,25.2186,11.8511,122.772,-0.0240763,192.745,262.455,-0.583515,-2.97652,-4.20718,-2.26934,-2.77356,-573.077,381.661,98.6371,13596.2,9880.21,3.025,0.631991,3.00985,1.33918,0.834952,0.659557,838.138,140.135,14052.7,0.054736,0.773637,0.0180384,15312.4,-0.00160743,-0.00241039,249.877,3.24445,148,73.7452,1.19258,12.2248,11.651,122.493,132.327,25.5068,-58.582 
125,-7.5,125,11869.3,-0.432351,26.0862,11.7738,122.712,-0.318574,-171.292,56.371,-1.99676,-2.49353,-4.60396,-2.72612,-2.30021,-644.745,327.549,91.6606,13911.3,11774.6,2.06303,1.56626,3.51562,1.33367,1.75958,0.656616,841.112,138.348,14424.8,0.0535785,0.776491,0.0173609,15698.7,-0.00202278,-0.00113241,4257.82,4.56812,133.908,76.5465,1.24502,12.1302,11.5299,122.461,131.917,11.4473,-55.3703 
