cyc,pulse time,wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
110,0.08,0.77,110,5157.54,-0.101747,16.9836,8.23997,123.79,-0.0632953,126.199,500,-6.73979,-1.4583,-3.14597,-2.59687,-1.80142,-395.956,3682.76,10.4474,3136.4,4815.67,-4.24657,1.03493,1.84048,-0.103641,0.691807,3.35056,3998.15,39.1195,3451.79,0.529311,0.983166,0.0204498,7553.5,-0.00157115,0.620014,8.86644,8.25392,124.11,80.4263,0.516193,8.35876,9.18825,123.355,127.413,0.754424,-46.9869 
111,0.03,0.82,111,8895.79,-0.0258071,25.2828,8.68714,123.894,0.0268528,6.68336,500,-0.120598,-2.10484,-2.45919,-0.752791,-3.56805,-343.933,5642.97,16.831,4866.89,7155.69,2.04505,0.0608158,1.87211,1.41286,-1.4024,0.530616,5916.93,41.736,5140.85,0.527732,0.987807,0.0147348,11212,-0.00152772,0.894647,9.0976,8.52249,124.089,79.9979,0.736564,8.94455,9.23813,123.567,126.869,0.521675,-46.8713 
112,0.09,0.76,112,4719.81,-0.191132,15.8662,8.54783,123.95,0.041961,52.448,500,-2.05597,0.418001,1.17921,-3.80918,-5.31082,-459.98,3502.66,6.68249,3065.36,4486.58,0.8404,3.31437,6.97196,-0.912805,-2.41445,0.106099,3869.05,39.9908,3431.75,0.52258,0.982233,0.0210153,7403.75,-0.00180762,0.570777,9.05399,8.45066,124.105,79.5647,0.474985,8.90215,9.28642,123.552,126.794,0.553635,-47.2294 
113,0.1,0.75,113,6137.34,-0.314802,19.6124,8.61759,123.579,-0.152965,-4.08466,298.739,-2.2925,0.0934816,-3.90534,-1.70007,-3.09819,-329.684,4233.17,5.39731,3656.75,5522.23,-0.216562,2.16942,0.246526,0.375862,-1.02225,0.841257,4495.78,29.2705,3919.35,0.526887,0.988735,0.0135705,8532.71,-0.00168724,0.686879,9.01101,8.45871,123.826,80.5057,0.576336,8.74765,9.18038,123.181,127.766,0.645248,-47.2608 
114,0.07,0.78,114,5891.22,-0.0198351,18.7508,-8.27296,123.916,0.0387247,-29.7448,500,-0.131129,-3.56555,-3.12078,-0.667131,-1.84726,-310.824,4143.04,4.71896,3466.99,5087.32,1.82604,-1.60838,0.793569,1.29004,0.109917,0.670881,4390.62,27.2264,3714.57,0.534358,0.989265,0.0133221,8216.63,-0.00164988,0.682028,8.82957,8.46026,124.087,79.8092,0.553766,8.62133,9.24884,123.595,126.861,0.492013,-47.0516 
115,0.05,0.8,115,6696.06,-0.0730044,20.4399,8.54442,123.892,0.682864,-745.705,1.02522e-10,-3.70001,-1.32043,-1.57985,-1.07326,-0.359834,-238.183,4616.49,8.67833,3712.6,22262,-2.20024,0.179341,1.41969,0.426511,1.13994,-0.470815,4806.21,25.9257,3902.32,0.544576,0.990648,0.0120904,8825.61,-0.00156996,0.757817,8.92529,8.41564,124.016,79.3812,0.588832,8.8445,9.01248,123.555,126.292,0.461133,-46.9112 
116,0.06,0.79,116,5829.47,0.00653029,18.9194,8.29237,123.758,-0.0287681,5.44822,6.17616e-13,-2.9787,-1.62964,-3.58013,-1.34491,-2.74806,-381.703,4138.08,4.57482,3480.81,5112.29,-0.57522,0.773841,1.22683,1.05858,-0.344582,0.426566,4442.12,32.2148,3784.85,0.532595,0.987468,0.0154371,8340.52,-0.00177368,0.707745,8.80688,8.2674,123.946,79.6624,0.555968,8.75558,9.14881,123.336,126.403,0.610616,-46.7403 
117,0.04,0.81,117,7830.54,-0.26346,23.1252,8.64718,123.643,-0.0576731,243.112,476.882,-2.43213,3.34713,-7.12643,-0.574926,-4.277,-334.202,5279.42,14.1745,4099.71,6966.05,-0.32775,5.45151,-2.91767,1.52945,-2.17262,2.86679,5545.62,38.3749,4365.91,0.552215,0.988035,0.0159335,10042.5,-0.0014991,0.872433,8.94869,8.34581,123.843,79.7403,0.641522,8.77749,9.16717,123.334,126.664,0.509525,-46.9235 
118,0.02,0.83,118,9084.35,-0.0181472,26.1252,8.58951,123.975,-0.00541617,-6.03287,500,-0.302749,-0.147703,-4.81371,-2.82881,0.19782,-314.121,5981.07,19.3981,4789.74,7306.11,1.67519,1.83023,-0.857841,-0.85088,2.17575,1.21595,6231.28,42.1444,5039.95,0.54553,0.988303,0.0151701,11422.4,-0.0015586,0.973614,8.95424,8.3784,124.176,80.1702,0.740286,8.8028,9.19584,123.519,127.078,0.656233,-46.9076 
119,0.08,0.77,119,4987.45,-0.000892756,15.9549,8.38107,123.603,-0.0340869,3.46428,2.99893e-07,-1.39907,-2.03067,-2.30198,-5.26951,-2.79408,-354.29,3603.77,10.9395,3046.21,4356.86,0.831794,0.2002,2.15975,-3.03864,-0.56321,6.2664,3885.98,36.5945,3328.41,0.531289,0.983787,0.0198511,7314.24,-0.00157575,0.590633,8.92653,8.50876,123.958,79.6536,0.46231,8.90673,9.26203,123.085,126.647,0.873103,-46.9937 
120,0.03,0.82,120,8127.24,-0.0418408,23.7385,8.5751,123.699,-0.054151,67.7631,493.262,-3.55724,-3.07329,2.54151,2.14758,-3.43026,-322.471,5493.46,13.0631,4232.76,6746.01,-1.52673,-1.04277,6.60255,4.17809,-1.39974,0.0306619,5750.32,36.414,4489.62,0.554267,0.98904,0.0147208,10374.6,-0.00152111,0.89914,8.97301,8.3594,123.954,79.8055,0.661351,8.79757,9.15643,123.372,126.713,0.582567,-46.9071 
121,0.09,0.76,121,3758.48,-0.00975334,13.8514,7.88456,123.845,0.0578475,-0.872191,500,-1.73747,-2.41513,1.60858,2.07251,-6.81699,-461.964,2951.19,5.28647,2600.13,3556.86,1.17139,0.493732,7.42631,4.98138,-3.90813,0.269401,3319.16,38.7384,2968.1,0.520546,0.979984,0.023478,6376.3,-0.0016699,0.503166,8.71046,8.32647,124.069,79.8117,0.434414,8.34698,9.03231,123.329,126.785,0.739481,-46.9728 
122,0.1,0.75,122,4302.75,-0.0317463,14.6602,8.17773,123.566,0.00541929,-9.77944,499.983,-2.99018,-2.99838,-2.52709,-1.62757,-0.561047,-397.589,3204.21,2.16384,2754.87,3904.45,-0.486666,-0.494872,2.47993,0.87594,1.94246,0.425516,3520.91,30.9542,3071.57,0.526718,0.984848,0.0182258,6684.62,-0.00154266,0.542717,8.74429,8.34561,123.759,79.7137,0.436302,8.72357,9.0756,123.316,126.638,0.443504,-46.9244 
123,0.07,0.78,123,6375.92,-0.0206929,19.6998,8.24425,123.762,0.0147164,-9.88566,500,-3.15762,-0.653598,-6.80045,-1.95058,-0.450832,-318.181,4298.29,14.5971,3660.87,5291.73,-1.15412,1.3499,-2.79345,0.0529242,1.55267,-1.81578,4551.74,37.6374,3914.31,0.530291,0.985736,0.0174042,8583.48,-0.00148343,0.739547,8.68938,8.20854,123.913,79.1803,0.585624,8.72469,8.9997,123.538,126.066,0.37545,-46.8855 
124,0.05,0.8,124,6310.15,-0.0595676,20.2182,8.14435,123.674,0.0454248,-86.8403,500,-0.265261,-1.27535,-4.79057,0.181674,-3.18709,-298.943,4216.73,-2.66262,3681.2,5488.77,1.6171,0.607014,-1.02585,2.06404,-1.30473,1.52404,4454.85,18.9846,3919.32,0.524609,0.992597,0.00884396,8491.74,-0.00152199,0.736429,8.61395,8.2002,123.838,79.9106,0.606478,8.52438,8.98355,123.35,126.919,0.488052,-47.0083 
125,0.06,0.79,125,5804.7,-0.0760711,19.0955,8.49903,123.766,-0.0248857,78.6134,2.05858e-08,-6.65851,-5.69975,-6.65658,-1.73191,-2.22743,-439.065,4108.7,17.6589,3712.33,5346.88,-3.89384,-2.93507,-1.12723,1.03277,0.537246,0.823487,4458.43,49.4527,4062.07,0.515882,0.980959,0.0219344,8642.36,-0.0018921,0.686672,8.85227,8.34202,124.116,80.0902,0.584854,8.76545,9.10919,123.335,127.294,0.781402,-47.204 
126,0.04,0.81,126,8118.04,-0.289991,24.3686,8.58572,123.782,0.0278686,-26.9682,498.4,-1.1959,-3.98748,-4.1276,-6.48451,-3.20667,-353.373,5254.49,19.7473,4564.39,6835.32,1.0292,-1.76238,0.322591,-4.25941,-0.981578,1.05708,5535.97,45.3359,4845.87,0.525872,0.985871,0.016942,10527.2,-0.00162149,0.872902,8.75648,8.43396,124.127,80.0778,0.71529,8.89295,9.04472,123.261,127.307,0.866315,-47.2291 
127,0.02,0.83,127,9095.88,-0.0339465,26.6037,8.39707,123.688,0.0158303,33.1143,500,-3.90642,-0.598107,-5.02211,-2.05012,-4.19528,-244.169,5952.69,10.0529,4716.52,7289.26,-2.36896,0.939358,-1.94718,-0.512656,-2.65782,0.702596,6147.18,27.7338,4911.01,0.548585,0.992166,0.0102958,11205.5,-0.00143337,1.01184,8.80689,8.14839,123.953,80.1009,0.759781,8.53924,9.05665,123.247,127.014,0.706051,-46.9131 
128,0.02,0.83,128,9255.89,-0.270022,26.4454,8.76066,123.813,0.0902011,332.331,469.205,-2.96373,-1.09025,-4.69564,-3.26925,-3.80465,-341.905,6083.24,30.1969,4828.6,8517.77,-0.810844,1.06264,-0.389866,-1.11636,-1.65176,0.86585,6355.58,54.9551,5100.94,0.547444,0.985094,0.0194598,11609.6,-0.00155581,0.980713,9.05225,8.40363,124.018,80.1482,0.74781,8.81746,9.16427,123.356,127.333,0.661905,-47.1845 
129,0.02,0.83,129,10165.1,-0.0185637,28.0214,8.58716,123.976,-0.0248953,-41.1237,498.494,-3.65599,-2.17196,-2.13664,0.232575,-1.71321,-284.085,6427.71,21.5324,5213.68,7866.45,-1.86718,-0.383147,1.44098,2.02139,0.0755998,-0.119084,6654,42.1037,5439.96,0.542866,0.989048,0.0140569,12257.2,-0.00136478,1.02746,8.97486,8.52878,124.292,79.8792,0.80913,8.81144,9.09946,123.594,126.96,0.697992,-47.0805 
130,0.02,0.83,130,9242.62,-0.00386356,26.6739,8.58595,123.883,0.107278,-22.5193,500,-3.01289,-4.72655,-5.79148,-0.113375,-0.763719,-316.034,6093.97,26.5716,4890.51,7534.02,-1.02291,-2.73657,-1.81152,1.87661,1.22626,0.266036,6345.7,49.4564,5142.25,0.54506,0.986545,0.0174083,11642.2,-0.00165479,1.00704,8.95051,8.32499,124.096,80.1831,0.765129,8.79564,9.09476,123.49,127.334,0.605892,-47.1512 
131,0.02,0.83,131,8840.75,-0.0574544,26.1169,8.55456,123.91,-0.0313308,54.9555,499.841,-4.22283,-3.57957,-7.99952,-1.59587,-3.62737,-370.522,5915.67,22.3046,4764.76,7329.08,-1.88974,-1.24649,-3.33336,0.737208,-1.29429,0.525613,6210.81,49.135,5059.89,0.543735,0.986344,0.0175737,11422.5,-0.00176062,0.982563,8.94976,8.28818,124.115,79.8179,0.752909,8.77792,9.06402,123.517,126.884,0.598692,-47.0663 
132,0.02,0.83,132,9700.68,-0.0192326,27.2551,8.67484,123.852,-0.000887536,-15.426,499.969,-2.48439,-0.429186,-5.05308,-1.69823,-4.85293,-320.692,6333.55,25.2354,4995.39,7697.15,-0.465076,1.59013,-1.01445,0.321083,-2.83362,0.577652,6588.99,48.4575,5250.83,0.549204,0.987293,0.0167158,11997.3,-0.0015067,1.01694,9.02057,8.45488,123.958,79.8319,0.774658,8.96044,8.96675,123.545,126.739,0.4135,-46.9074 
133,0.02,0.83,133,9429.46,-0.0430242,26.5033,8.70204,123.536,0.0438241,-60.9564,500,-2.22087,-1.27131,-8.23083,-5.18111,-6.50287,-287.056,6108.37,32.174,4932.77,7594.82,-0.413354,0.536209,-4.6158,-3.3736,-4.69536,0.632556,6337.02,52.9605,5161.42,0.543797,0.985586,0.0185509,11653.3,-0.0014045,0.966949,9.10068,8.43185,123.756,79.8862,0.750566,8.7499,9.26682,123.148,126.814,0.607648,-46.9277 
134,0.02,0.83,134,9345.32,-0.0179184,26.9781,8.55512,123.589,-0.0174123,4.40686,500,0.795348,-2.559,0.106545,0.504451,-1.97151,-326.687,6179.82,28.6585,4831.75,7515.85,2.85241,-0.501942,4.22066,2.56151,0.0855535,0.542138,6440.04,52.3147,5091.96,0.551148,0.985983,0.0185742,11684.8,-0.0015762,1.01264,8.92963,8.40619,123.833,80.2074,0.758689,8.859,8.98609,123.195,127.446,0.638273,-47.2385 
135,0.02,0.83,135,9500.69,-0.293411,27.019,8.9084,123.47,0.263034,296.467,4.62019e-07,-0.767692,0.284893,-6.81558,0.156595,-2.76587,-296.815,6195.29,20.4303,4995.15,10374,1.10127,2.15386,-3.07765,2.02556,-0.896903,3.35632,6431.71,41.9234,5231.58,0.544127,0.988722,0.014547,11820.2,-0.0016471,0.974694,9.21235,8.51458,123.733,79.8759,0.75331,8.99531,9.2743,123.047,126.776,0.685583,-46.9002 
136,0.02,0.83,136,9217,-0.231718,26.5256,8.60136,123.871,1.31781,-457.788,4.92793e-06,2.43848,-0.03082,1.01508,-1.48113,-2.44057,-262.236,6058.9,20.8996,4706.81,27066,4.08971,1.62041,4.31754,0.170097,-0.789338,0.541098,6267.78,39.8887,4915.7,0.553156,0.988986,0.0147277,11330.9,-0.00143435,1.01677,8.85116,8.24581,124.07,79.8996,0.755021,8.67978,8.95113,123.552,126.943,0.51816,-47.0431 
137,0.02,0.83,137,9054.81,-0.0510188,26.427,8.47214,123.984,0.191985,-97.5695,0.000246673,0.155232,-1.03542,-0.408975,1.4361,-0.70284,-304.148,5894.46,16.6429,4730.79,7898.25,2.07037,0.879715,3.4213,3.35124,1.2123,0.687121,6136.73,38.667,4973.05,0.545052,0.989094,0.0141207,11259,-0.00150908,0.983423,8.86695,8.30504,124.137,80.1498,0.766013,8.61693,9.01408,123.617,127.127,0.52028,-46.9775 
138,0.02,0.83,138,8627.01,-0.010663,25.6889,8.50113,123.563,-0.0242493,38.6161,500,-2.7924,-1.03469,-5.50319,-1.89462,-2.18114,-354.517,5821.37,14.6565,4621.6,7139.64,-0.560102,1.19761,-1.0386,0.337679,0.0511594,-83.7759,6103.76,40.3279,4903.99,0.547183,0.98857,0.0149225,11154.9,-0.0016948,0.989316,8.81907,8.17274,123.772,79.6209,0.743931,8.76379,8.88831,123.29,126.54,0.481725,-46.9193 
139,0.02,0.83,139,9364.22,-0.0487932,26.8128,8.59625,123.676,0.0636723,-1.6649,492.088,-1.2548,-0.126528,1.48951,-3.82474,-0.20534,-231.899,6119.85,18.2918,4852.63,7506.65,0.205411,1.33368,4.40993,-2.36453,1.25487,0.0887366,6304.57,35.0842,5037.35,0.548555,0.990355,0.0126674,11493,-0.00149976,1.01185,8.93399,8.28373,123.907,79.7213,0.75977,8.80977,9.06826,123.366,126.647,0.54135,-46.9257 
140,0.02,0.83,140,9143.78,-0.171231,26.6375,8.4925,123.712,-0.0566282,394.556,2.62725e-05,-1.02151,0.566535,-5.49207,-3.56862,-3.7606,-242.574,6198.72,13.7347,4536.45,8091.51,0.505919,2.09396,-2.43722,-2.04119,-2.23318,0.40725,6391.94,31.3001,4729.67,0.567492,0.991503,0.0120439,11263.5,-0.00148629,1.04412,8.80548,8.28108,123.941,79.5204,0.719167,8.78075,8.95614,123.246,126.394,0.695178,-46.8736 
141,0.02,0.83,141,9773.25,-0.0208389,27.5813,8.56067,123.733,0.00309068,-13.9145,500,-0.249892,-0.196718,-2.63537,-4.27961,-3.84637,-269.727,6358.08,5.88092,4898.48,7687.71,1.44851,1.50168,0.761432,-2.58121,-2.14797,1.7483,6572.92,25.4125,5113.32,0.555162,0.99328,0.00907197,11839.6,-0.0013971,1.05354,9.0033,8.21755,123.883,79.819,0.781392,8.65309,9.05461,123.411,126.7,0.471752,-46.8814 
142,0.02,0.83,142,9273.95,-0.257626,26.6864,8.64372,123.827,-0.39789,972.949,465.903,0.578212,-0.267072,-3.01708,-1.44068,-0.514146,-252.985,5980.78,15.5666,4869.04,20111.3,2.17119,1.32591,0.168872,0.152299,1.07883,0.965516,6182.29,33.8858,5070.55,0.54207,0.990499,0.0121608,11405,-0.00149495,0.980034,8.9255,8.3984,124.076,79.8995,0.758303,8.74857,9.18664,123.427,126.833,0.648993,-46.9338 
143,0.02,0.83,143,9011,-0.0252029,26.338,8.3828,123.824,-0.00980377,-0.0354189,500,-3.1917,1.34172,-3.39731,1.09903,-2.69494,-222.154,5996.95,20.4325,4632.2,7187.33,-1.79286,2.74056,-0.599618,2.49788,-1.2961,1.38688,6173.9,36.5192,4809.16,0.554841,0.989755,0.0137954,11127.3,-0.00143592,1.0103,8.74796,8.24124,124.067,80.3578,0.750493,8.56422,8.95068,123.441,127.48,0.626387,-47.1227 
144,0.02,0.83,144,9608.84,-0.0105919,27.2543,8.56128,123.748,-0.0128402,-8.4972,499.796,-1.84822,-1.08326,-4.91449,-2.35571,-2.67187,-184.783,6136.54,26.0943,4967.93,7599.26,-0.684691,0.0802746,-2.58743,-1.19218,-1.50833,0.560884,6283.73,39.4749,5115.11,0.543938,0.989126,0.0140168,11552.3,-0.00138411,1.00898,8.92441,8.34882,123.918,79.969,0.788321,8.63761,9.07532,123.372,126.948,0.545818,-46.9794 
145,0.02,0.83,145,8985.3,-0.261546,26.6129,8.44831,123.828,-0.720534,538.603,137.433,-1.28126,-1.81752,-1.54777,-3.31641,-1.76584,-270.619,5812.05,13.8739,4725.95,19952.5,0.422758,-0.113504,1.86026,-1.6124,-0.0618233,-2.75586,6027.61,33.47,4941.51,0.54218,0.990376,0.0123233,11117.4,-0.00150531,0.999277,8.67544,8.22019,124.121,80.3037,0.775845,8.6326,8.92151,123.463,127.479,0.657728,-47.1751 
146,0.02,0.83,146,9289.6,-0.29818,27.2074,8.65936,123.562,0.435757,-5.34423,31.0343,-0.931255,-2.65303,-0.0950723,-4.4832,0.417583,-286.344,6100.02,23.5613,4907.63,7745.32,0.871775,-0.850001,3.51099,-2.68017,2.22061,-0.14245,6328.1,44.2961,5135.72,0.544686,0.987898,0.0156399,11617.9,-0.00163171,1.00695,8.95254,8.30079,123.808,80.1574,0.776705,8.70139,9.12475,123.126,126.968,0.681508,-46.811 
147,0.02,0.83,147,8930.76,-0.0228833,25.9978,8.51123,123.878,-0.0373794,34.6971,495.244,0.71541,-2.13449,-1.78454,-5.623,-1.08637,-365.446,5944.48,19.1771,4709.84,7245.4,3.01653,0.166625,2.81769,-3.32188,1.21475,0.276349,6235.57,45.64,5000.93,0.547627,0.987353,0.0165336,11386.5,-0.00159446,0.994629,8.87924,8.2468,124.093,80.3926,0.767003,8.67901,8.82581,123.489,127.562,0.603407,-47.1696 
148,0.02,0.83,148,9169.57,-0.299438,27.0646,8.61398,123.657,1.09978,426.933,221.59,-3.00341,-1.46686,-4.41892,-4.08179,-0.686056,-274.192,5875.17,26.9028,4946,22874,-1.2769,0.259651,-0.965895,-2.35528,1.04046,0.707124,6093.57,46.7576,5164.41,0.533919,0.98675,0.0164045,11412.9,-0.00156071,0.97275,8.78944,8.4121,123.924,80.0784,0.791174,8.67061,9.05531,123.229,127.351,0.695403,-47.2724 
149,0.02,0.83,149,9208.96,-0.0991729,26.4314,8.5448,123.7,-1.05988,632.198,1.16744e-06,-0.0357963,0.644277,-1.97296,-4.27105,-2.97715,-266.112,6058.58,20.9936,4673.94,29164.6,1.63984,2.31991,1.37832,-2.59541,-1.30151,0.0435976,6270.55,40.2634,4885.91,0.554767,0.988888,0.0149533,11303,-0.00142331,1.00529,8.82785,8.36581,123.864,79.9645,0.736895,8.83355,8.96771,123.368,126.712,0.495932,-46.748 
150,0.02,0.83,150,9616.32,-0.0294021,27.1269,8.58994,123.654,-0.0116907,-7.10866,500,-2.59512,-0.470116,-1.45757,-0.705041,-3.21655,-229.865,6173.65,17.8416,4904.74,7588.24,-1.14772,0.977283,1.43723,0.742359,-1.76916,-4.98873,6356.74,34.4867,5087.84,0.548127,0.990595,0.0123323,11597.2,-0.00140988,1.03214,8.90838,8.25565,123.931,79.7164,0.777632,8.78692,9.00262,123.247,126.604,0.684174,-46.8872 
151,0.02,0.83,151,9046.01,-0.0129242,25.7397,8.70793,123.658,-0.019847,-9.44387,499.99,-4.89912,-1.94661,-7.23772,-2.0039,-3.20741,-324.848,5904.12,25.583,4787.08,7302.58,-2.85364,0.0988746,-3.14675,0.0415796,-1.16192,0.551863,6162.87,49.106,5045.83,0.542503,0.986248,0.0176116,11360.1,-0.00153521,0.946897,9.01964,8.44412,123.822,79.9935,0.735609,8.91169,9.16101,123.332,127.121,0.489692,-47.1277 
152,0.02,0.83,152,9189.82,-0.0585081,26.3427,8.68535,123.744,0.0803355,355.65,500,-0.142009,1.20489,-3.32445,-0.359787,-2.41459,-340.367,6004.82,34.7624,4792.03,8378.16,2.00119,3.3481,0.961954,1.78342,-0.271391,0.877039,6275.94,59.4092,5063.15,0.546162,0.983704,0.0211573,11491,-0.00141514,0.964939,8.99445,8.38239,124.006,79.784,0.737798,8.75102,9.21825,123.355,126.778,0.651014,-46.9938 
153,0.02,0.83,153,9590.48,-0.0129877,26.2697,8.85763,123.699,0.0169852,-12.0892,500,-4.78262,-0.614233,-1.43903,-0.00691544,1.51886,-218.308,6139.59,28.3471,4902.77,7581.42,-3.40799,0.760393,1.31022,1.36771,2.89349,0.55188,6313.48,44.1553,5076.66,0.546979,0.987909,0.0157694,11542.4,-0.00136908,0.979993,9.10476,8.44264,123.923,80.0059,0.749239,8.98946,9.08791,123.36,127.115,0.562349,-47.1092 
154,0.02,0.83,154,9553.72,-0.0240093,27.2273,8.63941,123.894,-0.00860397,-34.9949,500,0.161923,-0.702493,-0.85654,-3.66562,0.203314,-253.877,6175.09,24.7231,5023.14,7667.25,1.76052,0.896101,2.34065,-2.06703,1.80191,0.505373,6377.31,43.1069,5225.37,0.542314,0.988309,0.0149691,11759.4,-0.00154081,0.993068,9.0879,8.42737,124.094,79.9204,0.776102,8.77835,9.16163,123.482,126.918,0.612209,-46.9978 
155,0.02,0.83,155,9471.83,-0.0107752,26.7808,8.72286,123.559,0.0221482,-16.5684,500,-1.99463,-1.54842,-1.47722,-1.65138,-0.782095,-275.398,6181.97,17.442,4879.86,7616.57,-0.260522,0.18569,1.991,0.0827271,0.952012,0.325293,6401.34,37.3842,5099.22,0.549304,0.989883,0.0133252,11653.5,-0.00151976,0.991031,9.14406,8.37766,123.775,79.4708,0.757383,8.88387,9.10441,123.245,126.338,0.529844,-46.8673 
156,0.02,0.83,156,9470.34,-0.272766,26.9737,8.77309,123.738,-0.125455,653.067,119.366,-1.94121,-3.05052,-3.50599,-1.08041,-3.42909,-280.172,6144,7.16692,4894.38,10370.6,-0.177041,-1.28635,0.0223508,0.683759,-1.66492,1.00923,6367.17,27.4549,5117.54,0.547091,0.992511,0.00978591,11638.2,-0.00148839,1.00938,9.05566,8.26123,123.865,79.709,0.760204,8.88617,9.06117,123.349,126.684,0.515961,-46.9752 
157,0.02,0.83,157,9622.83,-0.00932891,27.2488,8.62725,123.648,0.011572,-9.71261,500,-1.99622,-3.47272,-2.34727,-1.81289,0.426936,-280.817,6064.59,14.7032,5121.26,7656.36,-0.22799,-1.70449,1.18919,-0.0446622,2.19517,0.154937,6288.27,35.0379,5344.94,0.533195,0.990343,0.0119315,11793.6,-0.00146693,1.00026,8.93209,8.28453,123.808,79.8485,0.789674,8.9387,9.10611,123.301,126.857,0.506847,-47.0088 
158,0.02,0.83,158,9872.32,-0.163209,27.4115,8.84088,123.957,0.0160764,-196.442,2.94597e-07,-1.82989,0.137534,-2.29509,-1.93898,-4.4679,-245.374,6281.85,35.3033,5038.92,7991.85,-0.284835,1.68259,0.79502,-0.393924,-2.92284,1.70732,6477.3,53.0715,5234.37,0.545746,0.985864,0.0183347,11868.7,-0.00137166,0.983179,9.08649,8.61218,124.163,79.8686,0.766469,8.98912,9.1571,123.538,126.818,0.624628,-46.9491 
159,0.02,0.83,159,8852.25,-0.310376,26.4607,8.69245,123.649,0.0696235,320.329,343.212,-6.30675,-1.03724,-6.36173,-3.19865,-2.11712,-233.762,5872.88,15.9592,4692.19,8213.54,-4.83481,0.434702,-3.41785,-1.72671,-0.645182,0.664583,6059.08,32.8864,4878.39,0.54666,0.990591,0.0122658,11083.8,-0.00169397,1.00443,8.84449,8.15518,123.863,79.2549,0.761301,8.88036,8.80909,123.382,126.003,0.480345,-46.7486 
160,0.02,0.83,160,9012.13,-0.00962687,26.3875,8.54572,123.609,-0.0174477,-19.0216,500,-0.562375,3.66149,-4.73361,-2.50951,-1.8927,-271.293,6048.31,15.3375,4678.05,7351.59,1.14588,5.36975,-1.31709,-0.80125,-0.184447,1.31264,6264.41,34.9825,4894.15,0.554109,0.990322,0.0129959,11305.4,-0.00166212,0.985154,8.97073,8.4935,123.785,79.965,0.727891,8.76323,9.16472,123.324,126.795,0.461244,-46.8298 
161,0.02,0.83,161,9351.85,-0.0214314,26.7059,8.77206,123.542,-0.0164459,-0.714115,500,-3.98429,-0.51324,-3.94085,-2.44684,-3.1317,-362.823,6244.43,7.59877,4917.94,7626.52,-1.69969,1.77136,0.628352,-0.162242,-0.847105,3.03134,6533.43,33.8717,5206.94,0.549186,0.991009,0.0118412,11896.6,-0.0016918,1.00762,9.12182,8.34452,123.756,79.8774,0.759062,8.92789,9.06008,123.178,126.84,0.577796,-46.9625 
162,0.02,0.83,162,9670.99,-0.263256,27.1879,8.82461,123.476,0.292415,389.9,496.202,-2.25839,-2.77597,1.31787,0.0766754,0.555873,-310.793,6354.92,12.5855,4867.85,11521.8,-0.301407,-0.818986,5.23183,2.03366,2.51286,0.395719,6602.48,35.0908,5115.41,0.556169,0.990785,0.0124788,11871.3,-0.00145795,1.02569,9.06442,8.36232,123.696,79.829,0.754506,8.90528,9.08065,123.04,126.91,0.656619,-47.0813 
163,0.02,0.83,163,8952.96,-0.25704,26.2995,8.6878,123.712,-0.101845,124.196,4.61966e-08,-0.86694,-2.09423,-3.49709,-1.84176,-0.596393,-251.965,5989.06,14.7391,4684.65,7849.7,0.719617,-0.507673,-0.323974,-0.2552,0.990163,1.52008,6189.76,32.9845,4885.35,0.55159,0.990761,0.0122846,11221.7,-0.00166919,0.969081,9.06308,8.40061,123.967,79.7264,0.749201,8.62777,9.14491,123.303,126.536,0.664831,-46.8095 
164,0.02,0.83,164,9434.89,-0.0227238,26.448,8.64856,123.619,0.000385829,-36.2593,500,-1.09344,2.08132,0.526961,-0.183964,-2.90945,-282.342,6065.01,21.919,4866.4,7446.6,0.684397,3.85915,4.08263,1.59387,-1.13162,0.550788,6289.9,42.364,5091.29,0.545339,0.988351,0.0150965,11533.9,-0.00139406,0.975311,9.00681,8.45013,123.809,80.1724,0.757001,8.71086,9.21275,123.172,127.368,0.637325,-47.1955 
165,0.02,0.83,165,9586.44,-0.312167,28.188,8.64311,123.806,0.33388,-481.749,481.383,-0.947997,-1.70342,-2.0091,-4.65158,-0.841676,-232.664,6260,9.92118,4983.95,13167.1,0.517024,-0.238404,0.920944,-3.18656,0.623345,1.67535,6445.32,26.7689,5169.28,0.547621,0.992784,0.00944914,11769.7,-0.00161378,1.04417,8.90237,8.28817,123.866,80.1375,0.817338,8.67079,8.86754,123.426,127.324,0.440273,-47.1866 
166,0.02,0.83,166,9578.42,-0.0246832,27.2418,8.55672,123.93,-0.00184747,-30.7476,500,-3.72273,0.28695,-7.81823,0.860049,-4.8269,-278.407,6024.1,15.3609,5043.67,7590.03,-1.96968,2.04001,-4.31211,2.61311,-3.07384,0.0830204,6245.86,35.5211,5265.43,0.535241,0.990146,0.0122745,11669.3,-0.00135139,0.997467,8.8519,8.26783,124.127,80.1745,0.808639,8.70642,8.96909,123.454,127.185,0.672348,-47.0105 
