cyc,state,freq,microfreq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
154,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,154,26905.8,0.280181,43.3327,12.7539,97.2159,-0.840876,-846.51,479.72,4.50367,-1.58557,0.376096,-2.22726,1.61798,-300.073,11817.2,85.5056,13696.1,41162.7,6.39315,0.303913,4.15506,-0.337783,3.50746,0.703672,12238.1,116.682,14116.9,0.510875,0.983589,0.0149974,23955.1,0.00200155,1.17293,12.2028,9.86755,97.4882,72.5469,1.08538,12.7863,11.8569,96.5791,123.386,0.909047,-50.8392 
155,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,155,25349,0.28902,42.5847,12.1603,97.0553,0.0180392,-92.5459,0.7795,3.57353,1.66823,-1.13479,-2.36411,2.78072,-327.865,11432.7,66.1852,12654.6,16911.9,5.63801,3.73271,2.99417,-0.299629,4.8452,0.82294,11892.6,100.249,13114.4,0.522118,0.985463,0.0138858,22777.5,0.00201514,1.23397,11.5556,9.56641,97.1878,71.6265,1.06338,12.3426,11.4388,96.5453,122.048,0.642559,-50.422 
156,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,156,14556,0.258015,21.6824,13.2328,97.0357,0.252202,-275.121,159.517,3.19496,2.49431,2.62628,0.92692,2.96702,-169.033,907.74,58.6896,12286.6,11598.9,4.25931,3.55867,4.75499,1.99128,4.03138,0.744295,1144.83,76.2515,12523.7,0.0992096,0.895608,0.0110914,11539.5,0.00182118,0.113604,10.3532,9.0968,96.8976,71.0847,0.933735,12.9937,12.0251,96.5764,122.157,0.321244,-51.072 
157,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,157,24239.4,0.054227,40.2377,12.4059,96.9187,-0.0221714,-88.2458,3.80849e-06,3.14118,4.42469,0.970529,2.05515,-0.942133,-333.29,10839.5,72.6746,12071.9,16313.7,5.23982,6.52332,5.16781,4.15379,1.1565,0.767648,11307,107.302,12539.4,0.520707,0.983664,0.0155187,21714.6,0.0020575,1.16054,11.7053,9.52327,97.0268,71.7131,0.994406,12.4781,11.5302,96.3299,122.132,0.696854,-50.4188 
158,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,158,27717.1,0.279972,45.4012,12.5615,97.2634,-0.23361,-71.1388,75.1832,0.448583,-0.425409,-0.477222,0.355573,1.61101,-292.637,12650.3,86.2955,13707.7,19106.4,2.29124,1.41725,3.20809,2.19823,3.45367,0.744751,13060.8,116.699,14118.1,0.527095,0.984604,0.0149983,24778.8,0.00210213,1.28927,12.0909,9.72747,97.3913,72.8614,1.10994,12.6142,11.634,96.6868,123.701,0.70447,-50.84 
159,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,159,14703.7,0.17936,23.0082,12.9974,96.7754,0.45315,-2434.92,50.3388,-2.15026,-3.79894,1.08614,-0.911871,-1.87508,-138.657,15.5246,32.9169,13534.9,45653.8,-1.27717,-2.92586,2.83231,-0.0387855,-1.00199,2.17451,210.005,47.3228,13729.4,0.0180954,0.717181,0.00630934,11605.4,0.0012967,0.0131872,14.6126,-8.13933,119.969,56.1174,1.06155,12.7665,12.0358,96.439,122.331,23.5304,-66.2134 
160,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,160,25514.1,0.306292,40.9363,12.6876,97.0452,0.833695,-367.561,23.1661,-1.54733,-0.226249,-1.1121,3.24161,1.15723,-324.899,11171.6,103.166,12983.4,26883.1,0.498471,1.81955,2.9795,5.28741,3.20303,0.783906,11627.3,136.921,13439.1,0.510377,0.979808,0.0184221,22781.8,0.00215443,1.11659,12.1723,9.786,97.1855,72.262,1.04761,12.4915,11.76,96.5075,123.031,0.678002,-50.7687 
161,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,161,24649.4,0.264693,40.9594,12.3392,96.7849,-0.444115,179.898,17.4599,1.20936,4.60573,-0.591415,0.237199,2.14663,-301.656,10781,62.9217,12696.8,19053.5,3.10881,6.50518,3.20749,2.13665,4.04608,0.831222,11204.1,94.2626,13119.9,0.507119,0.98549,0.0130621,22093.6,0.0020442,1.17129,11.7354,9.30065,96.8009,71.9569,1.07579,12.381,11.2453,96.3174,122.477,0.483503,-50.52 
162,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,162,16631.9,0.306451,24.4084,13.3773,96.6293,0.625414,120.647,0.708233,-4.10846,-4.20952,-0.136051,-0.412558,-4.87474,-214.833,1162.69,45.3363,13831.5,13085.5,-2.75571,-2.85677,2.56945,0.940191,-3.52199,1.4568,1464.02,67.6566,14132.9,0.110958,0.925178,0.00874141,13194.3,0.00226271,0.109337,11.9853,9.79009,96.7571,72.1835,1.02276,12.991,12.3374,96.398,123.615,0.359131,-51.4315 
163,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,163,24569.1,0.0370226,40.4593,12.5835,97.1625,-0.0715234,-17.203,500,-1.27322,-0.501317,-1.56272,0.763928,-1.48197,-312.221,10764.2,76.3844,12637,16613.6,0.692756,1.46466,2.36923,2.7299,0.484,0.693919,11202.1,108.823,13075,0.507932,0.983284,0.0151003,22054.3,0.00187993,1.09765,11.9983,9.72447,97.3153,72.9714,1.01965,12.5464,11.7669,96.5984,123.864,0.716869,-50.8923 
164,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,164,27493.4,0.129772,45.1775,12.5903,97.1681,-0.0555866,-42.7984,500,0.591524,-0.350158,-1.20183,3.64086,1.15214,-285.762,12432.8,96.6687,13690,18593.7,2.39089,1.44921,2.3969,5.44022,2.9515,0.836151,12833.6,126.358,14090.8,0.523203,0.983062,0.0162505,24529,0.00227048,1.29919,11.9676,9.52729,97.3,72.5726,1.12926,12.4828,11.4664,96.7121,123.119,0.587825,-50.5464 
165,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,165,15398.7,0.200632,23.597,13.2089,96.7732,0.234174,-314.994,0.198316,2.87209,-1.59034,-1.84793,0.0888967,2.31833,-136.706,-51.9996,24.5922,14236.5,12547.8,3.73289,-0.729532,-0.126321,0.949701,3.17913,1.01803,139.745,38.7955,14428.2,0.0115347,0.673025,0.00492874,12115.2,0.00922393,-0.0100941,-6843.59,-130.64,98.8928,40.0011,1.10736,12.8469,11.9228,96.5362,122.141,2.35654,-82.14 
166,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,166,24611.4,0.226642,40.8114,12.469,97.1536,-1.27821,359.033,2.26828,0.42869,-0.488545,0.943442,1.80928,-2.23568,-260.973,10870.5,85.2746,12592.1,31504.9,2.07197,1.15473,4.22999,3.45255,-0.592408,0.589991,11236.5,112.389,12958.2,0.510941,0.982797,0.0157257,21991.8,0.00187948,1.12614,11.9222,9.62751,97.242,72.2851,1.04836,12.4091,11.5201,96.5079,122.9,0.734134,-50.6146 
167,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,167,26184,0.289342,42.843,12.5095,96.9882,-0.0451573,-250.134,19.4576,1.09148,0.221478,7.95284,2.23693,0.66748,-277.499,12111.6,96.8948,12728.8,17814.4,2.83881,1.96882,11.4475,3.98427,2.41482,0.494685,12500.8,125.726,13118.1,0.534479,0.982704,0.0173488,23388.8,0.00199237,1.21566,11.9679,9.92985,97.1889,72.4023,1.01655,12.6832,11.8341,96.3702,123.07,0.818672,-50.6678 
168,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,168,15425.1,0.251819,22.9724,13.3359,96.9675,0.18021,166.271,500,-5.6187,-1.97982,-2.01212,1.53463,-1.63799,-184.421,1108.36,36.5349,12940.8,10948.4,-4.45746,-0.818568,0.310377,2.69587,-0.476747,1.11301,1367.03,55.6955,13199.5,0.110936,0.933447,0.00771284,12322.6,0.00182147,0.119674,11.2119,9.1888,96.9107,72.4991,0.956898,13.1372,12.3231,96.7061,123.599,0.204632,-51.0999 
169,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,169,22137.7,0.256959,37.0214,12.2017,97.0473,-0.161286,116.253,174.867,-4.42031,-0.837379,-0.00297773,0.0456608,1.20476,-288.222,9474.6,73.8237,11521.7,15315.5,-2.60545,0.977475,3.62673,1.86052,3.01961,0.472773,9878.86,103.769,11926,0.499502,0.98195,0.0157755,19777.4,0.00187001,1.03542,11.6578,9.40572,97.1165,71.954,0.980802,12.1786,11.3347,96.517,122.405,0.59953,-50.4508 
170,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,170,27568.5,0.252935,45.6487,12.4898,97.0202,-0.263739,-81.6697,0.87951,-0.209494,1.78157,0.113413,-0.771769,1.28842,-291.484,12392.4,86.3353,13866.9,19261.3,1.6259,3.61696,3.7842,1.06362,3.12382,0.713633,12801.3,116.619,14275.8,0.519318,0.984308,0.0148251,24650.2,0.00207251,1.28735,11.8593,9.70762,97.2333,72.5743,1.13345,12.5729,11.5679,96.3463,123.378,0.887032,-50.8033 
171,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,171,14773.6,0.30099,22.7833,12.5878,96.6272,-9.06718,8605.8,29.8754,1.98092,3.47669,5.22456,1.95387,2.24913,-242.419,-37.1851,47.1679,13273.8,2.54948e+06,3.50737,5.00314,8.27746,3.48032,3.77558,0.655735,302.832,72.3543,13613.9,0.0261009,0.705159,0.00969541,11602.3,0.00183055,0.0141787,4.91363,-9.05523,122.527,57.2298,1.07627,12.4804,11.8013,96.408,121.289,26.1189,-64.059 
172,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,172,25077.9,0.0298964,41.2723,12.6152,97.3803,-0.0277072,-27.7472,500,-0.209857,1.31404,-2.37887,1.01513,1.28204,-267.156,11064.5,99.0041,12757.8,16974.1,1.47235,2.99626,0.985556,2.69734,2.96425,0.911337,11439.3,126.761,13132.5,0.51207,0.980977,0.0174702,22339.2,0.00217079,1.14991,11.8762,9.60387,97.5961,72.3221,1.03825,12.5001,11.5734,96.8592,122.843,0.736866,-50.5208 
173,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,173,26326.4,-0.0216255,43.7058,12.5728,97.0335,-0.0119206,2.0565,2.08982e-11,-2.3683,0.0856558,1.21193,1.40431,-0.854819,-262.587,11803.4,97.422,13263.6,17889,-0.714864,1.73909,4.5188,3.05775,0.79862,0.519246,12171.7,124.704,13631.9,0.518249,0.982386,0.0165722,23486.1,0.00201185,1.20967,11.8874,9.76682,97.3495,72.3699,1.0706,12.5011,11.814,96.3676,123.259,0.981971,-50.8889 
174,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,174,14785.7,-0.00387658,22.2152,13.4653,96.7231,0.000998416,7.00839,1.57349e-12,-2.3818,-2.65623,-3.84155,-0.437475,-0.395645,-158.372,1002.61,54.8466,12315.5,9738.05,-1.38457,-1.65901,-1.8471,0.559753,0.601582,0.504713,1224.74,71.3008,12537.7,0.1053,0.90754,0.0103673,11631,0.00189762,0.109,11.04,9.39977,96.7804,71.6789,0.932514,12.9666,12.1725,96.4959,122.815,0.284461,-51.1363 
175,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,175,24800.2,0.128769,41.0243,12.5783,96.8791,0.224755,237.913,1.97818e-10,4.59223,4.09395,4.25644,-0.302191,1.47088,-239.011,10811.7,62.4163,12896.1,18538.7,6.09721,5.59893,7.26642,1.2028,2.97587,0.685997,11146.9,87.2486,13231.3,0.503727,0.986488,0.0120013,22128.9,0.00158311,1.12138,12.0533,9.64757,96.9761,71.5347,1.03177,12.6885,11.808,96.3131,122.083,0.662964,-50.5479 
176,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,176,27249.5,0.257681,45.0789,12.4821,97.3104,-0.116652,-188.039,51.3999,1.50405,1.59326,2.05028,0.21459,-2.72009,-319.657,12691.3,91.1898,13356.3,19031.1,3.51684,3.60606,6.07587,2.22738,-0.707292,0.587205,13139.6,124.401,13804.7,0.534185,0.983702,0.0163291,24597.5,0.00184871,1.28856,12.0251,9.79672,97.4403,72.1228,1.07339,12.6592,11.7767,96.6872,122.688,0.753063,-50.5656 
177,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,177,14794.3,0.0173819,23.014,13.0498,96.5852,-0.033373,26.1515,68.2728,-2.27725,2.86817,5.16552,-0.544142,2.94514,-180.065,-56.191,46.9722,13453.4,9805.06,-1.14343,4.002,7.43317,0.589683,4.07897,0.503143,196.368,65.6803,13706,0.0169688,0.630783,0.00875029,11572.3,0.00172335,0.0215234,-3.84205,-0.828453,109.727,56.1361,1.07593,12.5179,11.9256,96.2994,121.714,13.4275,-65.5783 
178,97,43.218,43.218,4.4,48.55,-0.2,0.19,0.01,178,24502,0.18524,41.103,12.4374,97.0205,0.175246,184.661,131.953,0.718661,0.39627,-9.2961,-0.935376,-0.102255,-265.244,10852,72.8583,12685.2,17695.2,2.38883,2.06644,-5.95575,0.734796,1.56792,8.42395,11224,100.416,13057.2,0.508759,0.984585,0.0139688,22061.5,0.00139694,1.12917,11.888,9.76249,97.1425,71.7054,1.03325,12.5913,11.7227,96.4772,122.252,0.665341,-50.547 
179,97,43.278,43.278,4.4,48.55,-0.2,0.19,0.01,179,26231.2,-0.00313244,42.6615,12.7425,97.2031,-0.00564506,-21.4171,0.00106072,-4.82569,-0.432551,-2.45059,-1.73697,-2.74342,-271.369,11734.1,80.9349,13132.8,17700.3,-3.11695,1.27618,0.966885,-0.0282358,-1.03468,1.49922,12114.7,109.129,13513.4,0.519256,0.984481,0.0146581,23330.8,0.00209275,1.18492,12.0618,9.77131,97.392,72.1135,1.04826,12.7857,11.697,96.5797,122.838,0.812345,-50.7249 
180,75,47.3227,47.3227,2.5,46.05,0.2,-0.19,-0.01,180,15458.5,0.255342,22.9712,13.3569,96.5957,0.115163,50.2571,497.354,2.09528,0.59147,-4.93802,4.2146,0.697149,-203.189,1047.07,47.2475,13016.7,10176.6,3.37471,1.8709,-2.37916,5.49403,1.97658,1.23016,1332.06,68.3581,13301.7,0.107663,0.917595,0.00937787,12372.5,0.0017602,0.115876,11.1785,9.22274,97.0844,71.9411,0.933479,13.2896,12.6104,96.373,123.029,0.711429,-51.0882 
181,97,43.248,43.248,4.4,48.55,-0.2,0.19,0.01,181,25133.8,0.298283,40.9306,12.5118,96.9492,-0.114956,-116.651,229.133,-2.65158,0.614624,2.43632,1.9823,-1.15253,-308.271,11133.3,76.5431,12562.8,17107.6,-0.710476,2.55573,6.31853,3.9234,0.788569,0.509269,11565.7,108.571,12995.1,0.517442,0.983838,0.0151571,22351.7,0.00205686,1.13949,11.9526,9.77907,97.157,72.148,1.00166,12.6876,11.82,96.3726,123.053,0.784483,-50.9052 
