cyc,freq,vva,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
18,47.2039,2.2,18,2612.37,-0.108703,-12.9859,8.1627,123.077,-0.190616,-293.199,4.54945e-09,-0.691684,-1.8788,-7.38788,-2.68838,-3.49946,-756.876,-17.6859,24.4179,5347.98,5270.02,4.07416,2.88705,2.14382,2.07747,1.26639,0.827791,585.194,79.2252,5950.86,0.107082,0.80846,0.0239373,5464.9 
19,47.2209,2,19,3161.57,-0.502792,-14.4598,8.69252,123.516,0.0840799,91.7858,111.29,-2.49975,-1.80955,-9.62285,-3.81455,-1.99189,-697.825,459.243,22.9775,5380.33,4342.91,1.89426,2.58446,-0.834822,0.579469,2.40212,1.126,1015.09,73.5087,5936.17,0.172553,0.887525,0.0223024,5882.75 
20,47.2179,1.7,20,3336.03,-0.46233,-14.4257,8.65768,123.369,-0.565766,-365.476,238.819,-2.03369,-3.92036,-11.1789,-1.52462,-3.43783,-789.03,176.418,30.3645,5736.75,10796.8,2.93462,1.04795,-1.24228,3.44369,1.53048,1.16103,804.91,87.5001,6365.24,0.133608,0.840167,0.0246972,6024.41 
21,47.2289,2.2,21,3292.39,-0.0715919,-14.3918,8.4326,123.421,0.0166468,41.3057,500,1.087,-1.72585,-4.66857,-1.73538,-2.88413,-838.765,287.453,41.1516,5839.08,3973.06,6.36848,3.55563,5.89438,3.5461,2.39735,0.729143,955.56,101.889,6507.19,0.151882,0.842746,0.0280348,6291.45 
22,47.2759,7,22,3871.21,-0.0301916,14.3854,8.64526,123.505,0.0316603,-12.7147,500,0.34334,-1.45463,-5.05866,-4.6043,-3.34804,-689.999,617.81,26.0272,5714.16,4061.62,4.68808,2.89011,3.63082,-0.259559,0.996696,0.696068,1167.42,75.9917,6263.77,0.185196,0.897735,0.0218598,6303.71 
23,47.2079,2,23,3608.29,0.00706814,-14.039,8.36751,123.596,-0.0290811,23.6174,3.66182e-12,-5.4591,-1.64112,-4.04566,-3.7647,-2.4316,-633.757,409.784,42.6681,5600.14,3846.44,-1.4685,2.34947,3.93554,0.225894,1.55899,0.403833,914.595,88.56,6104.95,0.154475,0.855101,0.0260266,5920.65 
24,47.3259,10,24,3826.69,-0.413946,14.2359,9.13634,123.632,0.582885,413.275,301.704,-2.90011,-3.57023,-8.28123,-4.22639,-2.19768,-652.336,522.345,43.8358,5754.31,12075.8,1.20748,0.537363,-0.0660571,-0.118807,1.90991,1.01904,1041.96,91.0731,6273.92,0.168422,0.867332,0.0260438,6186.57 
25,47.5059,10,25,3344.15,-0.00600818,-13.1255,8.59508,123.139,-0.0142321,26.5733,5.20391e-09,-2.15533,-3.19821,-9.74659,-0.624669,-0.71575,-759.959,0.831777,38.6344,5802.43,3684.8,2.62993,1.58704,-0.176073,4.16059,4.06951,1.01435,606.167,93.6648,6407.76,0.103432,0.787148,0.0262208,5860.53 
26,47.2174,1.6,26,3403.37,0.00862159,-13.8369,8.35446,123.348,-0.00972388,15.0047,2.21708e-12,1.02957,-3.20022,-3.78444,-4.93829,-1.84648,-711.792,86.7954,35.2872,5719.48,3767.9,5.51153,1.28174,5.17948,-0.456329,2.63548,0.634008,653.764,86.8297,6286.45,0.11255,0.811407,0.0248122,5808.65 
27,47.2154,1.5,27,3053.12,-0.111831,-12.8921,8.45482,123.375,0.0612545,-118.602,0.000240054,1.14764,-2.66879,-9.10244,-3.6067,1.68917,-725.482,29.6248,36.4994,5541.4,3784.81,5.71581,1.89938,0.0338932,0.961463,6.25734,0.99772,607.498,89.0333,6119.27,0.107994,0.795877,0.0261024,5625.3 
28,47.4659,10,28,3240.9,-0.182854,-13.1847,8.59004,124.046,0.0889643,125.107,2.51634e-07,-3.89044,-4.19114,-4.13629,-4.54643,0.927669,-614.091,-56.3165,28.7273,5617.07,4049.21,-0.0236743,-0.324375,3.59724,-0.679665,4.79444,0.511507,432.829,73.1951,6106.22,0.0795653,0.771641,0.0216042,5439.93 
29,47.3859,10,29,3621.37,-0.00364115,-14.033,8.58128,123.485,-0.00549632,21.7985,5.65362e-12,-1.73673,-4.73545,-7.02939,-2.25925,-1.83795,-768.286,211.837,34.0538,5898.53,3924,3.10096,0.10224,2.64599,2.57844,2.99974,0.768451,823.805,89.6873,6510.5,0.133682,0.839968,0.0247484,6162.41 
30,47.3159,9,30,3673.26,-0.0161904,14.315,8.62083,123.571,0.0746773,-22.7284,499.993,2.18938,-5.64667,-6.41507,-3.19302,-2.86496,-731.781,422.517,33.3027,5925.63,4072.55,6.7972,-1.03884,2.80059,1.4148,1.74286,0.760973,1005.41,86.2927,6508.52,0.158522,0.869414,0.0238411,6342.39 
31,47.2559,6,31,3775.45,-0.0388975,14.5639,8.66225,123.477,0.064236,1.88065,499.999,-0.555186,-6.79581,-11.6712,-8.09179,-4.58466,-698.368,726.466,29.6741,5620.8,4110.74,3.84225,-2.39837,-2.87632,-3.69435,-0.187221,0.458729,1282.74,80.2446,6177.08,0.202072,0.901327,0.023371,6347.94 
32,47.3059,9,32,4034.08,-0.0460987,14.4567,8.86756,123.52,-0.0862867,76.9961,500,0.456158,3.48132,-13.6224,-5.89915,-2.43613,-662.985,590.09,54.2591,5911.64,4389.48,4.6308,7.65596,-5.27309,-1.72451,1.73851,1.75033,1118.18,102.268,6439.73,0.17475,0.86203,0.0284225,6398.76 
33,47.2459,5,33,3701.09,0.00723748,15.3047,8.53839,123.631,-0.00888425,4.5267,2.40531e-12,-3.22639,-2.15538,-9.70365,-6.94381,-0.617708,-779.634,751.055,32.8344,5854.65,4255.29,1.68276,2.75377,0.114653,-2.03466,4.29144,0.983159,1372.06,89.2896,6475.66,0.205334,0.897759,0.0247707,6682.1 
34,47.2249,2,34,2858.14,-0.526127,-14.1565,-8.60007,123.684,1.10166,49.3282,13.3129,1.11505,-0.787414,-1.80492,-3.88853,-1.91303,-815.907,266.928,29.4472,5369.57,5732.3,6.2526,4.35013,8.47018,1.24902,3.22451,0.640278,916.828,88.529,6019.47,0.156648,0.855446,0.0263774,5852.8 
35,47.2109,2,35,3656.35,0.00607963,14.2928,8.52402,123.633,-0.00141405,1.31378,0.00552073,-2.14415,-5.37559,-5.66536,-3.68377,-2.6147,-650.412,440.044,24.3328,5635.92,3966.1,1.95132,-1.28012,2.52558,0.411703,1.48077,0.503742,958.121,71.4307,6154,0.15957,0.88459,0.0209341,6004.4 
36,47,10,36,2583.62,-0.0105933,-12.7865,-8.13069,123.557,0.0284234,26.1691,3.5617e-10,-1.86505,-2.66207,-7.16119,-4.17296,-1.37175,-752.085,-59.8199,36.0153,5359.01,3408.55,2.87062,2.0736,2.31017,0.562715,3.36393,0.793385,539.243,90.4756,5958.08,0.0994021,0.773025,0.0272119,5424.86 
37,47,10,37,2645.07,0.000509886,-12.8365,8.19323,123.545,0.00126697,20.882,1.54147,-4.43432,-3.66857,-5.74785,-6.03023,-2.23926,-693.481,-115.249,17.8105,5436.73,3424.56,-0.067658,0.698094,2.98548,-1.66357,2.1274,0.26822,437.134,68.0271,5989.11,0.0817346,0.785956,0.0204947,5348.2 
38,47,10,38,3212.9,-0.0952236,-13.7954,-8.23525,123.705,-0.0431682,21.1442,1.2119e-09,0.374908,-1.55516,-12.664,-1.03678,-1.99151,-690.095,-93.8266,33.8338,5746.71,3728.05,4.72025,2.79019,-3.97334,3.30857,2.35384,1.43191,455.86,83.8052,6296.39,0.0811296,0.75659,0.0239317,5618.9 
39,47,10,39,2953.88,-0.240003,-13.3656,8.34359,123.6,0.374307,-171.386,500,-3.10617,-3.04464,-4.1847,-4.09896,-2.10973,-754.983,-55.4059,34.6436,5490.51,5718.57,1.64776,1.70928,5.32316,0.654965,2.6442,0.555639,545.966,89.3138,6091.88,0.0985265,0.777436,0.0262971,5541.31 
40,47.2189,1.8,40,3669.98,-0.419845,-14.6773,8.67519,123.639,-0.791765,627.424,172.276,-1.50089,-0.438526,-4.12932,-1.75198,-1.52246,-699.583,334.711,30.9824,5757.33,20316.5,2.9042,3.96656,4.68086,2.65311,2.88263,0.726063,891.955,81.6409,6314.57,0.146947,0.861937,0.0232625,6069.91 
41,47.2144,1.6,41,3429.72,-0.469512,-14.4246,-8.9082,123.443,-0.642071,404.386,26.8392,-1.48897,-1.26527,-7.87913,-0.261164,0.735149,-803.573,148.488,42.2425,5897.8,12635.3,3.57091,3.79461,2.24064,4.79872,5.79504,0.889077,788.563,100.431,6537.88,0.12823,0.817742,0.0275187,6149.62 
42,47,10,42,3317.35,0.00813719,-13.3634,8.39565,123.508,-0.0133496,10.1967,500,-0.727548,-3.93324,-1.28777,2.81147,-2.147,-645.869,-40.7639,33.3625,5709.22,3656.74,3.33932,0.13363,6.84596,6.87834,1.91987,0.641894,473.695,80.1314,6223.68,0.0849355,0.771584,0.0231681,5577.12 
43,47.2859,7,43,4065.54,0.00813421,14.8139,8.6635,123.511,-0.0110434,2.72699,2.09204e-12,-0.896442,-1.70526,-0.254747,-2.48428,-4.87359,-736.799,539.956,30.9616,5968.28,4178.87,3.74298,2.93417,9.0241,2.15514,-0.234168,0.487914,1126.84,84.3149,6555.17,0.173305,0.884219,0.0231454,6502.08 
44,47.4259,10,44,3102.01,-0.42517,-14.1924,8.65496,123.451,-1.38346,886.818,270.878,-3.24831,-1.33414,-6.57637,-3.83499,-0.345143,-749.246,96.0744,28.9707,5645.17,43937.6,1.4695,3.38367,2.85924,0.882811,4.37266,0.779514,692.877,83.2254,6241.97,0.119229,0.826308,0.0239724,5811.29 
45,47.2164,1.5,45,3222.21,-0.0222044,-13.3807,8.32547,123.47,0.0323796,-55.3256,500,-1.86841,0.189537,-3.32462,-0.465969,-1.45838,-702.709,24.8765,26.7677,5585.33,3684.78,2.55636,4.61431,5.52492,3.9588,2.96639,0.718415,584.61,77.6525,6145.07,0.103957,0.811393,0.0227483,5623.57 
47,47.2139,1.7,47,3354.69,-0.014683,-13.1218,8.55535,123.332,-0.251882,248.17,500,-2.59707,1.63203,-2.01671,-0.684813,-1.52265,-619.929,266.422,27.0028,5313.19,5689.39,1.30645,5.53556,5.79034,3.21871,2.38088,0.682407,760.218,71.8933,5806.98,0.137672,0.858004,0.0222977,5521.95 
48,47.2329,2.5,48,3234.03,-0.0412037,-13.3843,-8.08987,123.803,0.113714,29.4988,500,-3.92289,-2.01877,-6.40211,-2.85964,-1.03458,-595.978,351.653,28.1962,5172.3,3633.97,-0.17018,1.73395,1.10332,0.893072,2.71813,0.824265,826.371,71.3524,5647.01,0.151435,0.868732,0.0227463,5456.92 
49,47.2134,1.7,49,3298.46,-0.0122226,-13.7533,8.53224,123.564,0.0185302,9.31848,7.88897e-13,-1.09935,-4.34823,-8.02218,0.540188,-1.09134,-687.366,193.515,43.7081,5645.82,3825.63,3.22881,-0.0200711,0.634136,4.86835,3.23682,0.946926,741.027,93.4819,6193.34,0.127334,0.819158,0.0270525,5819.56 
50,47.2169,1.6,50,2955.8,-0.0448672,-13.9773,8.12208,123.391,0.0713672,-23.9401,499.521,-4.49731,-1.95286,-2.65444,-7.41078,-5.4937,-655.862,60.8196,37.0566,5549.92,3751.23,-0.367522,2.17693,5.60514,-3.281,-1.36391,-1.02378,583.238,84.5491,6072.33,0.104851,0.797646,0.0250074,5562.55 
51,47.2184,1.7,51,3546.87,0.0305764,-13.5486,8.41632,123.832,-0.00569424,36.0343,2.8871e-12,0.252727,-3.5751,-7.78557,-3.98163,-3.78042,-717.151,294.687,47.6341,5584.83,3718.72,4.76844,0.940608,1.24585,0.534085,0.735296,0.848515,865.924,99.5647,6156.07,0.146422,0.832489,0.0289312,5913.9 
52,47.2149,1.6,52,3462.34,-0.00854289,-13.3844,8.53762,123.712,0.00753063,24.712,1.10715e-11,-1.60676,-2.42225,-8.26922,-8.48268,-2.13125,-626.184,152.18,26.2281,5521,3725.97,2.33616,1.52066,-0.383391,-4.53976,1.81167,1.51439,650.958,71.5717,6019.78,0.116509,0.838638,0.0214322,5587.18 
53,47.2159,1.5,53,2970.56,-0.00205816,-13.6341,8.10441,123.66,0.0242942,4.94687,500,-4.70191,-3.20622,-5.91528,-3.8263,-0.0955236,-777.542,-10.6409,26.6248,5669.26,3600.92,0.194066,1.68975,3.87667,1.06967,4.80045,0.666684,608.7,82.9285,6288.6,0.105579,0.807482,0.0237159,5765.35 
54,47.2959,8,54,3738.44,-0.00435306,14.2895,8.80386,123.666,-0.0251438,-5.25647,0.0468388,0.26423,-0.0647514,-2.20374,-3.83314,-3.69794,-780.052,582.442,37.4255,5854.95,4099.6,5.17601,4.84703,7.61983,1.07865,1.21385,0.617773,1203.78,93.911,6476.29,0.18479,0.879876,0.026017,6514.34 
55,47.2369,2.5,55,3283.52,-0.0114957,-14.0049,8.45022,123.234,-0.0318016,35.1234,8.13688e-12,0.644653,-4.09605,-6.88218,-4.64493,1.88838,-723.136,264.141,47.3812,5661.69,3888.85,5.19805,0.457345,2.22461,-0.091538,6.44178,0.84367,840.145,99.7452,6237.69,0.141081,0.827975,0.0286137,5955.06 
56,47.3459,10,56,4197.46,-0.0828135,14.8395,8.53121,123.296,-0.0192588,106.62,69.4911,-3.13761,-7.67892,-5.39688,-4.93489,-4.04676,-585.939,437.335,52.9134,6047.11,4188.05,0.551893,-3.98942,1.98212,-1.24539,-0.357262,1.64816,904.057,95.3427,6513.83,0.144756,0.844198,0.0262549,6245.4 
57,47.5459,10,57,3450.31,-0.463187,-14.1717,8.99484,123.267,0.116132,-43.9621,35.367,-5.43362,-4.49931,-5.66418,-4.83957,1.78658,-724.857,40.5433,75.5602,6031.19,4315.85,-0.86939,0.0649215,3.46428,-0.275344,6.35081,0.603415,617.918,128.049,6608.57,0.102356,0.733866,0.0344629,6036.95 
58,47.2039,2.2,58,2939.81,-0.219216,-13.7583,8.4535,123.552,0.325187,227.943,499.921,-1.7454,-1.31614,-4.84618,-5.14066,0.32902,-773.83,-47.8427,36.3394,5717.92,6199.11,3.1272,3.55647,4.89902,-0.268055,5.20162,0.703382,568.542,92.3743,6334.31,0.0986594,0.778614,0.026161,5762.67 
59,47.2209,2,59,3837.58,-0.180571,15.2627,8.69002,123.498,-0.881024,-1205.19,482.775,-1.17426,-1.2455,-4.45412,-2.30034,-0.877847,-718.221,542.251,46.6008,5850.42,38882.9,3.34818,3.27695,4.59077,2.2221,3.6446,0.73126,1114.34,98.6089,6422.51,0.17464,0.865907,0.0275051,6380.8 
60,47.2179,1.7,60,3316.07,-0.0178402,-13.9996,8.48082,123.503,0.00957961,10.1462,1.77841e-12,-2.227,-0.736287,-7.7178,-2.7545,-4.84957,-759.375,182.273,16.8603,5796.98,3868.16,2.55458,4.04529,1.84536,2.02708,-0.0679947,0.822635,787.143,71.8484,6401.85,0.130394,0.862265,0.0202553,6036.66 
61,47.2289,2.2,61,3402.11,-0.0103098,-14.3533,8.35327,123.66,0.003484,2.58406,500,-2.37574,-1.21678,-9.5964,-3.64434,-4.76731,-763.745,327.942,26.9993,5732.44,3903.34,2.43336,3.59232,0.0217932,1.16475,0.0417818,0.996996,936.292,82.3039,6340.79,0.152596,0.866677,0.0233523,6135.74 
62,47.2759,7,62,4033.86,-0.019137,14.9581,8.73607,123.836,0.0240755,53.0143,500,-2.30173,-2.20274,-2.89009,-3.14553,-2.60915,-762.868,653.055,43.0469,5944.76,4295.45,2.50185,2.60083,6.71706,1.65805,2.19443,0.571403,1260.71,98.288,6552.41,0.190046,0.879945,0.0268891,6633.68 
63,47.2079,2,63,3244.72,0.00454539,-14.0165,8.36544,123.781,-0.0288924,-32.3931,1.57714e-12,-5.86203,-4.68739,-4.90452,-3.32235,-4.01797,-733.351,189.594,27.9465,5725.11,3847.49,-1.24431,-0.0696686,4.33092,1.29537,0.599749,0.118308,773.735,81.0503,6309.25,0.130098,0.845083,0.0231171,5947.32 
64,47.3259,10,64,4196.68,0.00904196,14.6575,8.82788,123.817,0.00475086,0.718575,4.91677e-12,0.265664,-2.80741,-3.83394,-3.31507,-1.38401,-723.416,603.113,28.9183,6008.56,4212.32,4.82082,1.74775,5.27638,1.24009,3.17114,0.675423,1179.34,81.3026,6584.79,0.179262,0.892345,0.0222387,6578.87 
65,47.5059,10,65,3010.26,-0.207705,-14.072,7.61345,124.21,0.299012,-395.831,350.124,-2.40813,-0.890893,-6.72307,-2.01281,-4.28929,-677.103,-45.2505,20.3952,5567.12,7340.61,1.8554,3.37264,1.804,2.25073,-0.0257525,0.805121,494.087,69.4259,6106.46,0.0898114,0.802633,0.0205137,5501.38 
66,47.2174,1.6,66,3221.83,-0.09061,-13.7878,-8.57934,123.681,-0.0600113,121.271,499.856,-0.24389,-4.76783,-4.28973,-10.3171,2.25583,-743.154,133.105,40.2728,5725.73,4087.65,4.43555,-0.088389,5.06915,-5.63763,6.93527,0.526864,725.055,94.0863,6317.68,0.122775,0.814938,0.0267011,5905.55 
67,47.2154,1.5,67,3121.62,0.0031803,-13.7933,-8.31518,124.076,0.00054002,-10.2547,500,-2.09828,-0.028162,-5.02596,-3.14799,-7.95366,-712.682,-1.66567,29.0572,5816.71,3733.84,2.38929,4.45941,3.94918,1.33958,-3.4661,0.544572,566.012,80.6642,6384.38,0.0975679,0.800385,0.0227449,5801.21 
68,47.4659,10,68,3151.83,-0.0168983,-12.7916,8.52372,123.854,-0.00254834,13.1572,0.124993,0.0600993,0.723869,-2.40313,0.623246,-2.88282,-688.778,19.5012,29.3459,5509.61,3550.43,4.39715,5.06092,6.27098,4.9603,1.45423,0.716804,568.138,79.222,6058.25,0.102628,0.803844,0.0235221,5535.9 
69,47.3859,10,69,2449.74,-0.627251,-14.2573,8.72137,123.665,0.879287,-696.571,493.962,-0.160041,0.592471,-6.38007,-5.55626,0.254746,-983.142,127.624,43.6322,5811.29,23986.2,6.03054,6.78305,6.00109,0.634322,6.44533,0.768247,910.732,114.824,6594.4,0.144146,0.819244,0.0310785,6318.14 
70,47.3159,9,70,3292.13,-0.599199,-15.2889,9.12087,123.777,-3.08775,1984.55,107.455,-0.454378,-0.752684,-4.29864,-5.63077,-3.27955,-914.661,481.625,52.3372,6136.68,204020,5.305,5.00669,7.22011,0.128606,2.47982,0.641508,1210.19,118.57,6865.24,0.176936,0.853636,0.0308341,6839.68 
71,47.2559,6,71,3088.99,0.00948062,-15.2602,8.23655,123.73,-0.00228975,2.33146,3.56297e-12,-3.08721,-0.149412,1.68057,-4.0073,-5.45277,-849.546,686.11,20.6428,5831.95,4091.84,2.26216,5.19996,12.3793,1.34207,-0.1034,0.412749,1362.81,82.1605,6508.65,0.203407,0.904565,0.022725,6699.89 
72,47.3059,9,72,3614.48,-0.0106195,-14.8021,8.71677,123.549,0.0164359,27.6121,6.01211e-12,-2.68736,-4.40762,-7.1056,-0.954999,-5.48554,-867.31,639.588,44.5932,6020.8,4215.02,2.77386,1.0536,3.81683,4.50622,-0.0243217,0.68524,1330.43,107.397,6711.64,0.194679,0.87622,0.0286327,6833.98 
73,47.2459,5,73,3161.21,-0.125516,-15.0327,8.42863,123.788,0.0903279,65.5215,499.991,-1.03869,-1.86627,-6.04067,-7.56111,0.329511,-925.61,787.413,20.9903,5663.9,4317.33,4.78963,3.96205,5.61596,-1.73279,6.15783,0.701162,1524.7,88.0159,6401.18,0.225092,0.908247,0.0247032,6773.66 
74,47.2249,2,74,3084.53,-0.394778,-15.5479,9.08545,124.18,0.712011,-420.826,113.699,-0.103518,-7.23746,-7.87455,-2.23161,1.29565,-927.079,269.397,32.5895,6206.93,14352.5,5.73405,-1.39989,3.80059,3.60596,7.13322,0.798633,1007.85,99.7216,6945.38,0.150357,0.852403,0.0257674,6703.06 
75,47.2109,2,75,3446.38,-0.0684956,-16.0472,8.20586,123.726,0.00105831,-6.40194,2.77774e-12,-0.0573834,0.874925,-2.68947,0.316172,-3.13657,-832.7,644.564,45.1207,6006.09,4286.88,5.18591,6.11822,7.79711,5.55946,2.10672,0.708709,1307.84,105.418,6669.37,0.19299,0.876379,0.0282932,6776.72 
76,47,10,76,2517.37,-0.0161506,-14.0559,8.0211,123.309,-0.035679,-78.0832,500,-1.36775,3.39575,-7.69074,-4.2395,-3.37853,-911.713,-104.434,35.6584,5973.82,3760.87,4.37306,9.13656,3.79088,1.50131,2.36229,0.820881,621.779,101.678,6700.03,0.101667,0.777501,0.027195,6115.81 
77,47,10,77,2696.93,-0.0848885,-14.1217,8.19312,123.453,0.317544,63.4442,500,-1.52004,-5.15526,-11.062,-5.92512,-1.8527,-958.555,-95.1986,37.1664,6023.74,4422.26,4.51573,0.880509,1.00954,0.110651,4.18307,0.905646,668.326,106.578,6787.27,0.107209,0.781817,0.0281126,6233.88 
78,47,10,78,2395.15,0.00201165,-13.1583,8.11227,123.537,-0.00284846,-0.687175,500,-0.0447773,-3.7484,-3.66051,-3.77071,-4.28551,-916.853,-111.116,36.8745,5681.34,3474.92,5.7284,2.02478,7.88585,2.00247,1.48767,0.587758,619.191,103.266,6411.65,0.105363,0.774079,0.0288141,5876.75 
