cyc,sweep,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
109,45.9,3,109,2163.95,-0.671597,9.14341,13.4703,96.1756,16.3065,-15210.6,415.177,2.62363,1.35374,-10.8865,1.3836,-1.27626,-261.143,394.678,14.1984,4367.09,8.07827e+06,4.26798,2.99809,-7.59781,3.02795,0.368086,3.47946,760.957,41.3302,4733.37,0.154468,0.913202,0.01583,4926.32,-0.00315924,0.0896422,10.9952,8.68906,96.3544,67.1287,0.385678,12.9327,11.1778,95.6162,116.83,0.73822,-49.7008 
110,45.9,0,110,-4181.44,0.000117002,-3.54981e-15,126.878,59.1544,0.000359769,5.73419,166.156,-16.9593,-14.8674,13.4457,-17.1531,-14.9723,-678.51,-901.776,-53.6735,3948.7,0.067157,-12.6869,-10.595,21.9905,-12.8807,-10.6999,1.88415,49.9007,16.821,4900.38,0.0114393,0.628967,0.00628348,4362.23,-0.0089226,-0.0176678,6.10175,23.3128,114.794,93,0.4717,11.9114,10.3269,96.0894,116.158,18.7049,-23.1577 
111,46.05,3,111,384.504,-0.278259,-8.33208,11.3795,96.376,-0.122998,525.967,499.269,-7.13528,0.457053,2.84423,-12.8631,0.0404786,-415.076,307.094,-11.0605,3760.5,5192.52,-4.52165,3.07068,8.07149,-10.2495,2.6541,9.27939,889.279,32.0643,4342.69,0.188773,0.940646,0.0134187,4710.84,-0.00455573,0.0960879,10.4466,9.41863,95.9394,67.1737,0.366923,12.2291,11.0904,95.7841,116.502,0.155284,-49.3279 
112,46.05,0,112,16420,0.10435,10.7478,18.1503,96.3759,-0.727651,558.025,498.859,3.15152,2.19115,9.83884,-2.08962,5.06851,752.902,1020,88.2879,6275.48,19568.5,-1.5893,-2.54967,0.357199,-6.83044,0.327689,1.03473,-36.0192,10.0644,5219.46,-0.00790395,1.95687,0.00353944,4557.11,0.0114465,0.0121924,-10.665,-7.19915,117.364,49.2247,0.514989,11.7475,10.4699,95.9088,116.981,21.4548,-67.7559 
113,45.9,3,113,13747.4,1.36699,10.8222,13.2686,96.2926,-0.559017,-169.438,75.7898,6.49187,0.621187,7.33687,4.29875,-1.28165,468.392,1566.19,62.4303,6179.76,7757.91,3.54253,-2.32815,1.43818,1.3494,-4.23099,7.27934,909.22,13.7662,5522.79,0.157597,0.974188,0.00457067,5769.28,0.00754846,0.10157,11.3793,9.36269,96.3799,66.0111,0.437341,13.1346,11.7233,95.7831,115.834,0.596846,-49.8232 
114,45.9,0,114,-655.437,-0.032319,7.70095,-10.4545,96.6939,0.0432099,21.2983,500,-0.581991,-2.51303,1.81992,-1.88537,-1.43594,-398.169,-575.021,-29.0692,4156.42,2650.81,1.92517,-0.0058707,6.83424,0.621795,1.07122,0.34579,-16.5504,12.299,4714.89,-0.00400489,-3.32819,0.00478223,4132.55,-0.00514184,-0.00330171,98.6812,8.05155,70.0003,62.1677,0.455238,11.7091,10.4335,96.1201,116.375,-26.1198,-54.207 
115,46.05,3,115,-2485.28,0.000117002,-8.93545e-16,126.878,59.1544,0.000359769,5.73419,166.156,-3.02956,-0.96267,-3.77034,-3.85133,-1.49885,-536.854,93.7504,-26.038,3039.17,0.067157,0.350865,2.41776,2.99051,-0.470903,1.88157,0.582902,846.74,29.739,3792.16,0.202383,0.942096,0.0142405,4183.84,-0.00702497,0.0902035,11.0519,9.24135,96.1173,67.0099,0.32886,12.2824,10.9871,95.8358,116.341,0.281549,-49.3307 
116,46.05,0,116,1813.22,-0.0406803,-8.59451,10.9098,96.4406,-0.0114065,-35.1857,500,1.9362,-1.45335,-2.63042,-1.92554,-2.34455,-226.64,-347.084,-15.4199,4474.28,3065.42,3.36329,-0.0262584,0.223762,-0.498456,-0.917461,0.895676,-29.1996,8.12708,4792.17,-0.00697235,1.9496,0.00311431,4187.91,-0.00273527,-0.00415758,76.6807,6.55391,77.4342,64.1082,0.477928,11.4006,10.4338,96.0018,116.855,-18.5676,-52.7468 
117,45.9,3,117,395.066,-0.00444896,9.34195,11.471,96.3332,-0.00459381,9.24327,5.66593,1.01337,-0.291853,-4.12278,1.23971,2.26133,-440.845,322.57,-18.7249,4560.31,3489.84,3.78925,2.48403,1.42899,4.01559,5.03721,0.914713,940.898,27.0772,5178.64,0.171131,0.952053,0.00953981,5498.1,-0.00561696,0.0996564,10.9596,9.57053,96.4043,67.0629,0.410681,12.9618,11.5705,95.7907,116.542,0.613616,-49.4787 
118,45.9,0,118,7463.72,0.540351,8.24061,12.2377,96.1825,-0.0669525,-466.705,82.7359,7.03442,5.17678,3.09844,6.18742,5.29028,165.984,242.401,48.499,4716.8,4300.08,5.98926,4.13162,1.00812,5.14226,4.24512,0.950863,9.59254,31.2539,4483.99,0.00242511,0.149215,0.0126769,3955.5,0.00317342,0.00687882,0.09708,-8.91235,112.526,76.4416,0.441691,11.8236,10.2445,95.6663,116.386,16.8596,-39.9443 
119,46.05,3,119,-124.606,-0.0694616,7.89487,11.0495,96.5235,-0.0209895,383.077,3.7048,-1.33479,-3.64678,0.703938,-0.470335,-2.6589,-417.592,329.207,0.0477826,3737.98,3101.5,1.29467,-1.01732,5.96286,2.15913,-0.0294402,0.287583,914.919,43.4339,4323.69,0.193848,0.923295,0.0181688,4719.77,-0.00521023,0.0930863,11.1252,9.47129,96.3159,66.7526,0.365139,12.4153,11.2503,95.8267,116.126,0.489226,-49.3738 
120,46.05,0,120,16671.2,0.331569,5.29128,55.4678,94.834,0.260753,-778.728,500,-0.18864,4.53741,20.9092,-2.81469,4.17733,779.129,1174,85.7595,5659.36,16164.4,-5.09461,-0.368557,11.0973,-7.72066,-0.728642,4.9419,81.1942,4.81102,4566.56,0.0198046,0.906049,0.00193696,4099.76,0.0125057,0.0226683,2.09868,6.34011,99.0616,66.8482,0.468502,11.4754,10.1152,95.9746,116.231,3.08701,-49.3825 
121,45.9,3,121,11571.4,0.976526,10.6459,13.2078,96.5153,-1.62038,1010.68,336.202,3.16907,2.42989,7.63289,2.95963,4.58156,321.161,1422.36,71.6158,5789.48,57889.7,1.1468,0.407627,3.58836,0.937367,2.5593,0.584655,971.905,38.2485,5339.02,0.171404,0.935568,0.0130249,5670.25,0.00556366,0.103271,11.5634,9.13946,96.5055,66.9394,0.432294,12.9056,11.5306,95.918,117.053,0.587517,-50.1141 
122,45.9,0,122,-2851.72,0.000117002,-2.51047e-15,126.878,59.1544,0.000359769,5.73419,166.156,3.04192,-6.72163,2.4674,2.12749,-12.0006,-552.47,-768.818,-38.2961,3822.84,0.067157,6.52067,-3.24288,9.42491,5.60624,-8.52188,0.0370033,6.07411,19.1033,4597.73,0.00149901,0.153756,0.00759571,4052.08,-0.0074134,-0.0158848,6.3372,25.7877,113.228,93,0.449667,11.8512,10.5728,96.0023,117.301,17.2257,-24.3013 
123,46.05,3,123,18936,1.89746,9.92656,13.637,95.8393,-1.73331,2615.84,500,13.5838,6.16566,16.448,10.4567,3.80992,937.898,2098.15,110.81,5598.93,152005,7.67809,0.259966,4.63657,4.55101,-2.09577,0.69151,782.654,13.3662,4283.44,0.171933,0.970981,0.00571531,4552.08,0.0141715,0.102619,10.5141,9.13404,96.0083,66.9143,0.371737,12.138,11.6696,95.5349,117.125,0.473485,-50.2106 
124,46.05,0,124,11610.6,0.178561,10.2089,13.9046,96.2976,-0.266469,-0.877504,500,-3.8026,5.48352,12.3528,-6.54511,1.98259,384.397,513.224,52.1723,5679.03,4628.61,-6.22305,3.06307,7.51187,-8.96556,-0.437857,2.48705,-25.9306,12.235,5139.88,-0.005766,5.73753,0.0043658,4497.16,0.00703715,-0.00950273,20.1042,-22.5691,105.106,92.9965,0.498709,11.5986,10.7889,95.8524,116.935,9.2537,-23.9387 
125,45.9,3,125,592.863,-0.112103,-9.06054,11.7538,96.3571,0.0470608,34.329,500,-0.400169,-2.42686,0.533725,-1.82241,-2.07583,-404.668,345.859,-26.4698,4451.3,3519.39,2.14792,0.121222,5.6299,0.725677,0.472256,0.381124,913.446,15.5736,5018.89,0.171376,0.971028,0.00568358,5330.07,-0.00517448,0.0893838,11.612,9.3141,96.334,67.2695,0.413643,12.8155,11.2255,95.7445,117.492,0.589507,-50.2225 
126,45.9,0,126,-335.336,-0.215976,7.85043,11.0477,96.7691,-0.116721,-169.866,500,-0.32543,-0.637365,-0.423179,2.03435,1.68871,-385.586,-490.68,-35.2972,4198.17,3468.75,2.1025,1.79057,4.43269,4.46229,4.11664,0.737783,50.1427,4.76376,4738.99,0.0118809,0.857444,0.00184831,4220.45,-0.00506075,0.0607666,0.131813,6.0498,104.158,55.0771,0.458722,11.8543,10.37,96.0262,116.965,8.13227,-61.888 
127,46.05,3,127,14567.8,0.51215,10.0889,15.2625,96.0175,3.56243,-3604.35,499.99,7.0775,0.667359,16.5095,5.42377,-1.12104,619.376,1736.02,83.1198,5076.92,423005,3.17745,-3.23269,8.70944,1.52372,-5.02109,-0.688911,867.282,18.769,4208.18,0.189757,0.96351,0.00814905,4570.48,0.00975114,0.0955,11.0691,9.50389,96.9506,66.8668,0.372391,12.3041,11.309,95.6536,117.04,1.29696,-50.1728 
128,46.05,0,128,14633.8,0.0555404,9.94185,16.8274,96.164,0.759346,-953.497,7.50936e-09,4.64818,4.77102,9.41384,2.33265,4.26849,694.08,892.85,83.4237,5720.05,29015.7,0.277746,0.40058,0.672964,-2.03779,-0.101943,1.85353,-80.6647,11.3115,4746.54,-0.0196921,1.32521,0.00437076,4096.29,0.0102786,-0.00594406,42.5476,5.77623,114.324,70.3609,0.474521,11.5131,10.5833,95.6536,116.222,18.6703,-45.8609 
129,45.9,3,129,5924.11,-0.0167917,10.3524,12.827,96.1463,-0.0132074,19.9092,1.9265e-11,4.49722,2.88974,-4.93925,6.00773,1.42413,-26.328,764.544,15.6651,5053.77,4331.3,4.663,3.05552,-4.60769,6.17351,1.58991,1.42372,801.471,18.4005,5090.69,0.151757,0.961375,0.0066143,5281.28,7.58295e-05,0.0932428,11.0528,9.34945,96.6519,67.5364,0.418824,12.7624,11.61,95.8039,118.057,0.847961,-50.5202 
130,45.9,0,130,-1125.3,0.000136893,2.2989e-16,125.665,59.5303,0.000369764,5.70803,166.453,0.321436,2.71715,1.89628,2.12873,1.41933,-461.518,-493.135,-15.0348,3796,0.0687077,3.22749,5.62321,7.70839,5.03478,4.32538,0.7026,154.189,32.9151,4443.32,0.0379374,0.728026,0.0134622,4064.31,-0.00554187,0.00656164,12.3446,8.40413,116.447,50.3439,0.433857,11.5934,10.305,95.9216,117.893,20.5251,-67.5487 
131,46.05,3,131,-2664.27,0.000117002,2.85732e-15,126.878,59.1544,0.000359769,5.73419,166.156,0.85532,7.17385,-9.39342,1.56019,7.72897,-566.284,196.066,-23.6983,3501.96,0.067157,4.42106,10.7396,-2.26194,5.12594,11.2947,1.07715,990.335,35.1365,4296.23,0.207573,0.941541,0.0148419,4771.02,-0.0078884,0.0954546,11.2263,9.87023,96.5633,66.7525,0.366086,12.3891,11.2781,95.6169,116.126,0.94638,-49.3733 
132,46.05,0,132,6905.96,0.393307,8.92703,11.8075,96.2437,-0.122172,-12.9473,483.235,7.59575,-5.47346,9.26332,6.74572,-4.79127,122.208,164.17,27.8336,4864.73,3482.81,6.82624,-6.24297,7.7243,5.97621,-5.56078,0.114491,-7.23815,15.1367,4693.32,-0.0017556,-0.375986,0.005906,4122.89,0.00248064,-0.00368323,46.4562,10.813,130.568,72.7857,0.477047,11.4209,10.4209,95.8501,117.386,34.7182,-44.6001 
133,45.9,3,133,10606.5,0.0840449,10.0977,14.7403,95.9227,-0.136495,23.8112,499.993,0.0816286,-1.23142,8.21388,-2.22651,-1.70862,315.646,1209.25,56.3397,5227.01,4951.14,-1.90591,-3.21896,4.23881,-4.21405,-3.69615,1.48189,766.526,23.5453,4784.28,0.154023,0.948987,0.00898428,4976.69,0.00535126,0.0865848,10.9912,9.28407,95.6068,67.6895,0.390537,12.7725,11.4518,95.4775,117.064,0.129269,-49.3743 
134,45.9,0,134,3805.04,-0.000531869,8.60126,11.8031,95.6781,0.0028827,6.71743,3.45048e-11,6.62297,7.57957,-3.11626,7.19162,7.0596,-86.5161,-106.867,7.94179,4611.89,3305.5,7.16773,8.12434,-2.02672,7.73639,7.60437,1.07085,14.4799,16.9305,4733.24,0.00346432,0.328282,0.00654596,4179.73,-0.00140734,0.00170001,42.9804,143.154,81.8514,92.985,0.463675,11.6415,10.5159,95.3777,116.376,-13.5263,-23.3909 
135,46.05,3,135,2786.16,-0.394812,8.40899,12.5214,96.4461,3.89421,-2383.71,0.373413,-8.82079,7.15093,1.97008,-10.6371,7.01046,-257.634,578.618,-5.38264,3778.93,305609,-7.19854,8.77318,5.21459,-9.01481,8.63271,0.186127,939.975,21.3845,4140.29,0.205081,0.961712,0.00942476,4583.43,-0.0019083,0.0833516,11.7872,9.86307,96.5561,67.5466,0.354362,12.0795,11.0468,95.8306,116.902,0.725505,-49.355 
136,46.05,0,136,-2283.99,0.000117002,-4.21186e-15,126.878,59.1544,0.000359769,5.73419,166.156,-1.34525,3.90269,-11.4611,-0.217158,3.75406,-513.988,-744.587,-29.8592,4205.26,0.067157,1.89119,7.13914,-4.9882,3.01929,6.9905,1.35498,-23.6684,23.5422,4926.18,-0.00548976,-1.35013,0.00872658,4311.37,-0.00703225,-0.00315554,5138.34,6.80826,134.063,63.7044,0.475483,11.6079,10.6138,95.5089,117.157,38.5538,-53.4523 
137,45.9,3,137,452.379,-0.00950011,-9.10901,11.3848,96.2997,0.000164905,22.4328,2.11763e-12,-1.08688,-0.483479,0.129629,0.281721,0.501723,-436.416,312.804,-27.6288,4384.84,3376.04,1.66112,2.26452,5.62562,3.02972,3.24972,0.644638,924.92,17.7131,4996.96,0.173784,0.967573,0.00648748,5322.24,-0.00533428,0.0863176,11.6597,9.73033,96.2948,66.9985,0.407494,12.7222,11.491,95.7097,116.889,0.585042,-49.8906 
138,45.9,0,138,16843.8,0.324158,9.57738,18.5806,96.4036,0.386478,-1141.94,500,1.82864,6.04033,15.7417,2.26406,6.91833,804.037,1139.59,91.1732,5899.24,20159.9,-3.23417,0.977525,5.61603,-2.79875,1.85552,-1.32437,11.8514,7.63681,4771.5,0.00281456,0.47,0.00293963,4210.77,0.0124772,0.0252444,-1.64943,-0.0803344,105.306,69.3653,0.47397,11.7065,10.2984,95.8855,116.359,9.4201,-46.9941 
139,46.05,3,139,7585.11,0.480304,8.80374,12.5279,96.3658,0.987949,-302.008,323.523,2.93401,12.2583,-1.97984,6.10748,12.5628,153.211,1109.03,41.3661,4269.58,13303.3,1.96928,11.2936,-3.9093,5.14275,11.5981,1.14981,894.14,25.448,4054.68,0.200378,0.952556,0.0114293,4462.26,0.00291224,0.081875,11.4759,10.1439,97.0979,67.1867,0.36055,12.1843,11.0587,95.8634,116.164,1.23448,-48.977 
140,46.05,0,140,15302.5,0.625665,9.58377,15.3694,96.3236,-1.50491,-421.371,500,2.87611,6.90774,21.0267,0.542171,1.25429,688.401,1003.34,81.9012,5650.19,25438,-1.45857,2.57306,12.3573,-3.79251,-3.08039,-0.872632,37.7929,10.379,4684.64,0.00908423,0.675403,0.00406466,4160.28,0.0110823,-0.0134137,8.96168,-7.31258,71.3679,65.5804,0.472032,11.4416,10.3353,95.9184,116.433,-24.5504,-50.8529 
141,45.9,3,141,26365.8,3.85883,10.6593,12.6748,96.5489,-0.0224499,1123.08,186.453,17.7064,3.52012,13.273,18.9114,1.11673,1456.01,2746.54,149.308,7077.76,5218.89,8.53834,-5.64797,-5.06322,9.74332,-8.05136,-9.52882,704.344,-1.96515,5035.57,0.137148,1.00491,-0.000719406,5135.65,0.0209005,0.0904204,11.0895,10.2088,96.7897,66.5374,0.420253,12.7035,11.7666,96.127,116.796,0.662641,-50.2589 
142,45.9,0,142,2823.21,-0.00328172,-8.28355,10.9785,95.9166,0.00659145,11.2407,1.69711e-11,0.365331,-0.755684,6.04005,-2.48856,0.38297,-145.374,-262.53,6.95019,4207.4,2962.83,1.28071,0.159698,7.87081,-1.57318,1.29835,0.128988,-58.6287,22.054,4411.3,-0.0153345,2.92643,0.00912542,3823.32,-0.00137715,-0.016276,9.12595,9.93947,71.3154,61.6207,0.439514,11.4937,10.4029,95.7616,116.855,-24.4462,-55.2344 
143,46.05,3,143,1148,-0.796622,9.30263,12.3916,96.294,0.85692,-75.02,487.656,-6.11752,-4.27135,9.45988,-8.00979,-5.20114,-396.49,435.375,-19.6053,3894.49,5845.31,-3.62093,-1.77476,14.4531,-5.5132,-2.70455,-16.214,991.49,21.5884,4450.61,0.202014,0.963295,0.00885632,4908.03,-0.00398074,0.0888987,11.6424,10.0532,96.2284,66.621,0.379864,12.1148,11.1453,95.8719,116.501,0.356466,-49.8797 
144,46.05,0,144,-1107.87,0.000132367,4.43506e-14,126.01,59.4008,0.000371745,5.71921,166.343,-2.65025,-2.26702,-5.14424,-2.12677,-1.05031,-464.942,-635.327,-38.7905,4298.91,0.0692113,0.277367,0.660598,0.710997,0.800848,1.8773,0.835688,16.7996,9.51521,4951.04,0.00384104,0.502212,0.00352778,4373.71,-0.00592538,-0.0150546,11.1305,8.04624,70.0197,63.8249,0.491375,11.445,10.4316,95.6921,116.766,-25.6724,-52.9408 
145,45.9,3,145,-1128.61,-0.277174,-9.3168,-11.1102,95.8625,0.311269,1016.27,7.12548e-10,-0.0705164,-1.12366,-14.0331,2.79266,-0.475553,-533.914,166.202,-20.9203,4279.78,13667.3,3.2914,2.23826,-7.30927,6.15458,2.88636,2.0066,915.068,34.5513,5028.65,0.171352,0.938019,0.0124987,5340.28,-0.00695724,0.0928661,11.144,9.49056,95.946,66.7338,0.405117,12.7878,11.5017,95.4172,116.735,0.528719,-50.001 
146,45.9,0,146,24149.7,0.145148,5.85393,104.268,98.4364,-0.186173,22.5092,500,12.8186,2.57725,20.9487,12.4892,-3.20796,1402.52,1718.26,119.358,6233.85,20006.3,3.98734,-6.25402,3.28614,3.65797,-12.0392,1.44638,-248.907,-26.3576,4266.69,-0.0709989,0.843659,-0.0115106,3505.78,0.020566,-0.00623137,65.9768,7.68138,82.8742,65.4508,0.437398,11.646,10.3879,95.8563,116.079,-12.9821,-50.6283 
147,46.05,3,147,6519.17,0.256191,8.81309,12.6051,96.1986,-0.351771,-117.05,500,-4.25985,-0.79894,-0.995432,-4.09787,2.35981,31.2887,1064.29,37.9271,4316.51,4956.72,-4.45687,-0.995956,-1.38946,-4.29488,2.16279,0.845174,1020.41,34.6763,4272.62,0.21346,0.943868,0.0147302,4780.31,0.00173102,0.089609,11.6221,9.77612,95.8867,66.5163,0.368715,12.1684,10.9214,95.7621,116.288,0.124556,-49.7719 
148,46.05,0,148,5797.77,0.201006,8.81865,11.6959,96.1053,0.057827,-153.742,440.134,0.495654,3.79085,12.1851,-0.510016,3.01867,61.8348,37.2473,26.8021,4653.97,3647.02,0.106296,3.40149,11.4064,-0.899374,2.62932,0.314689,-49.4821,20.3777,4567.24,-0.012465,3.58019,0.00815195,3969.69,0.00162066,-0.00429028,90.4169,6.96273,93.4344,64.6877,0.476762,11.0669,10.242,95.7747,116.628,-2.34038,-51.9405 
149,45.9,3,149,-238.22,-0.00395885,8.13539,11.1102,96.0799,-0.0127981,-9.91573,500,-6.25846,-6.71592,-1.5487,-7.43109,-8.14049,-469.511,208.415,-24.6806,4019.76,2946.49,-3.30207,-3.75953,4.36407,-4.4747,-5.18411,1.35318,866.95,24.0998,4678.29,0.173952,0.95361,0.00940025,4983.85,-0.0054798,0.0770283,11.241,10.077,95.1674,66.9686,0.372528,12.7374,11.3628,95.7025,116.274,-0.535114,-49.305 
150,45.9,0,150,7305.33,0.517232,8.40984,11.8942,96.0652,1.01992,10.7236,79.5914,-5.91722,3.16262,5.96805,-2.5347,4.53356,111.19,243.502,25.3434,4747.91,3612.28,-6.61735,2.46249,4.56778,-3.23484,3.83343,-3.51585,87.5469,13.7911,4591.96,0.0212057,0.783899,0.00550199,4128.47,0.00316008,-0.0190977,5.32107,23.6928,113.455,93,0.449285,11.6983,10.2983,95.668,116.478,17.7873,-23.4783 
151,46.05,3,151,-3232.42,0.000117002,3.99194e-15,126.878,59.1544,0.000359769,5.73419,166.156,-7.61711,-6.42297,-3.05742,-8.19054,-1.96505,-623.096,-50.3504,-26.8166,3104.45,0.067157,-3.69364,-2.4995,4.78953,-4.26707,1.95843,2.29019,823.603,37.9207,3978.41,0.190446,0.925434,0.0172553,4324.6,-0.00783746,0.081473,10.8749,9.59914,96.2344,67.5102,0.349011,12.0031,10.8973,95.9177,116.493,0.316717,-48.9827 
152,46.05,0,152,23123.1,0.717749,5.80985,74.2633,96.9815,-1.05395,130.218,500,6.27053,2.84514,15.8686,6.08976,4.00045,1208.9,1677.97,134.183,6852.46,18513.1,-1.34157,-4.76696,0.644428,-1.52234,-3.61165,1.06081,-17.6246,8.58358,5156.86,-0.00389888,6.77012,0.00305681,4520.41,0.0185834,-0.00341353,-0.0246727,-28.034,105.799,83.2007,0.508061,11.5014,10.4454,96.023,117.07,9.77625,-33.8694 
153,45.9,3,153,9738.39,0.386012,10.3996,13.6794,96.2405,-0.681681,147.652,7.38441e-06,-0.251902,1.43205,10.946,-4.97177,0.778696,227.328,1223.17,18.8048,5404.64,7907.55,-1.68333,0.000624319,8.08314,-6.40319,-0.652731,13.3314,904.315,-4.81379,5085.79,0.168094,1.0094,-0.00174663,5379.81,0.00397264,0.099288,11.3603,9.42752,95.7084,68.6688,0.404843,12.95,11.6697,95.7143,118.169,-0.0059334,-49.5005 
154,45.9,0,154,19345.8,0.310216,5.01132,82.1728,97.1819,0.584401,407.385,5.32664e-11,10.6388,3.40849,10.4248,8.99552,7.11411,1039.42,1371.83,110.95,5691.31,21155.4,4.09381,-3.13647,-2.66507,2.45056,0.569151,3.03134,-86.0627,2.95806,4233.42,-0.0236479,1.064,0.0012855,3639.35,0.0157409,-0.0147944,7.09038,24.9433,115.232,92.9999,0.41536,11.8644,10.4242,96.0015,117.096,19.231,-24.096 
155,46.05,3,155,1901.03,-0.697769,-9.63073,12.5039,96.1773,1.29646,-1041.78,440.33,4.14963,-5.75953,-1.48287,1.87649,-9.5402,-299.536,454.197,-27.648,4210.11,47887.6,6.03573,-3.87343,2.28933,3.76259,-7.6541,-3.08716,874.325,3.47266,4630.24,0.176669,0.993097,0.00137966,4948.94,-0.00342623,0.0938839,11.0014,10.0196,95.5808,67.7369,0.39116,12.2192,11.2855,95.8339,116.994,-0.253172,-49.2567 
156,46.05,0,156,-2510.94,0.000117002,2.45801e-15,126.878,59.1544,0.000359769,5.73419,166.156,-2.69839,-2.06543,-9.18164,-2.38154,-8.12913,-574.054,-817.33,-33.9207,4567.52,0.067157,0.916273,1.54924,-1.95231,1.23312,-4.51447,0.294721,-12.1636,25.7212,5372.69,-0.00257934,-0.370295,0.00874182,4715.8,-0.00777176,-0.0123779,13.2024,7.59767,70,61.3998,0.516933,11.6131,10.5699,95.9335,116.071,-25.9335,-54.6713 
157,45.9,3,157,18275.9,0.229267,11.321,18.3469,96.0651,-0.272454,-92.5601,499.768,0.910806,9.60088,11.1245,2.00424,11.0979,871.149,1901.64,109.913,6245.46,7582.42,-4.57459,4.11548,0.153742,-3.48116,5.61248,0.915802,679.773,19.4037,5023.59,0.133275,0.952424,0.00706489,5100.53,0.0127943,0.0891457,10.4396,9.71006,95.9165,67.4588,0.414901,12.6842,11.7545,95.8199,117.374,0.0965399,-49.9148 
158,46.05,3,158,-253.413,0.00438694,7.61698,10.9866,96.0844,0.00122125,6.2712,1.1362e-11,0.15919,-3.45324,-2.33843,-0.172889,-5.55617,-390.562,304.222,-11.3444,3554.16,2724.46,2.61845,-0.993976,2.58009,2.28637,-3.09691,0.239815,852.023,29.2334,4101.96,0.190962,0.943357,0.012958,4461.75,-0.00508448,0.0918882,10.7786,9.80676,95.7211,67.9201,0.342807,12.5466,11.1633,95.5593,116.38,0.161771,-48.46 
159,46.05,0,159,-407.884,-1.01407,9.69872,-11.8042,95.8981,-1.63074,1118.38,499.991,-3.46914,1.33229,-4.72456,-5.76108,-1.39886,-424.469,-571.792,-39.3957,4599.56,63097,-0.796372,4.00506,0.620977,-3.08831,1.27391,0.691864,23.5673,4.70505,5194.92,0.00512879,0.741083,0.00166562,4595.09,-0.00543186,-0.00382032,80.447,-6.4275,72.7978,64.2545,0.497108,11.5618,10.7416,95.4601,117.204,-22.6623,-52.9492 
160,45.9,3,160,-4352.63,0.000117002,3.34352e-15,126.878,59.1544,0.000359769,5.73419,166.156,-4.58579,-3.61914,-8.70164,-3.32163,-4.24142,-746.039,-126.516,-42.2003,3972.09,0.067157,0.111818,1.07847,0.693583,1.37598,0.456188,0.813355,919.877,35.3102,5018.48,0.172386,0.937053,0.0127953,5336.14,-0.0102118,0.0870519,11.0041,10.2365,96.2564,68.1324,0.392636,12.885,11.6679,95.4712,117.646,0.78515,-49.5131 
161,45.9,0,161,-375.126,-0.00295625,7.60692,-10.3854,96.3271,-0.0316027,-1.02928,500,0.561674,-0.612074,-6.05447,-1.36695,1.63151,-370.908,-509.176,-17.6602,3996.72,2572.8,2.89718,1.72343,-1.38346,0.968555,3.96702,1.16928,11.0587,20.8756,4516.96,0.00277439,0.232369,0.00844164,3985.98,-0.00460001,-0.00471839,106.093,7.1169,77.537,64.9715,0.431828,11.6552,10.5867,95.827,117.024,-18.29,-52.0528 
162,46.05,3,162,12353.2,1.34657,9.29193,12.4436,96.3091,-0.120035,-629.011,255.824,5.61189,14.0827,-5.17662,6.99237,13.8799,542.492,1467.81,76.9995,5036.53,6221.88,2.19596,10.6667,-12.0085,3.57645,10.464,1.80623,706.909,20.6366,4275.64,0.158164,0.951396,0.00881269,4469.47,0.00748103,0.0838101,10.9721,10.4346,95.7986,67.3512,0.377006,12.1255,11.4381,95.7755,116.063,0.0230927,-48.7116 
163,46.05,0,163,810.454,-0.211094,-8.92497,10.7474,95.9585,-1.36482,-2827.1,0.0140035,-4.74149,-4.75837,-1.74678,-7.29804,-5.50602,-334.025,-437.929,-5.264,4486.37,128729,-2.63822,-2.6551,2.45976,-5.19477,-3.40275,1.21518,30.574,29.4399,4954.87,0.00696309,0.372427,0.0108266,4390.86,-0.00393525,-0.0167247,-8.81401,-8.51028,70.3577,64.2061,0.484354,11.4001,10.5528,95.7105,117.724,-25.3528,-53.5183 
164,45.9,3,164,17186.1,0.420815,10.9216,17.0726,96.032,0.772109,-1013.45,500,9.15916,1.51643,13.9351,5.91401,-2.58973,780.422,1895.08,93.4678,5888.6,31542.6,4.24505,-3.39768,4.10683,0.9999,-7.50385,3.65,800.461,12.385,4793.98,0.159481,0.973637,0.00473644,5019.16,0.0118602,0.093172,10.9612,10.1916,95.6804,67.2547,0.394587,12.7911,11.5528,95.7523,116.051,-0.0719686,-48.7959 
165,45.9,0,165,19298.7,2.8262,8.24043,11.9775,96.0268,-0.360024,-2763.36,28.7377,8.69988,6.43233,8.09059,6.27972,6.88637,1037.67,1348.32,124.832,5756.59,35599.5,2.16593,-0.101625,-4.97731,-0.25423,0.352421,-0.768254,-107.117,17.022,4301.16,-0.0291245,1.38522,0.00723743,3677.9,0.0155053,-0.0154784,8.54261,8.76736,70.8977,64.1609,0.421013,11.7384,10.5535,95.5901,117.301,-24.6924,-53.1402 
