cyc,sweep,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,45.9,3.6,10,18459.6,0.364579,25.0232,14.3717,95.478,-0.320653,-932.382,11.6752,-0.298185,1.83054,-3.92171,-2.24472,3.28691,-274.788,2649.39,54.29,13804.6,21439.5,1.43208,3.56081,-0.461177,-0.51445,5.01717,1.05105,3034.81,82.8394,14190.1,0.195516,0.954409,0.0106395,15522.1,0.00269288,0.225932,12.7063,10.3299,95.861,73.7289,0.907514,14.1565,12.7926,95.1633,126.374,0.697699,-52.6453 
11,45.9,0,11,13589.9,0.279807,19.6714,13.1594,95.7746,0.11088,-181.178,0.00131499,-1.68912,-2.35463,4.97333,-4.2782,-0.602445,-206.723,78.1064,30.4124,11727.1,9080.85,-0.387444,-1.05296,7.57668,-2.97653,0.699232,-0.963387,368.055,51.8901,12017.1,0.0336336,0.802103,0.00789151,10943.1,0.00215425,0.0168071,5.89126,-9.45658,122.935,57.8676,0.941617,12.6854,11.7067,95.5793,125.296,27.3562,-67.4286 
12,46.05,3.6,12,17600.2,0.125481,24.0653,14.3709,95.8466,0.138722,-263.178,1.55296e-06,-1.15399,-0.0219057,4.37951,-1.30194,2.93423,-311.482,2969.46,76.7928,12505.9,12446.7,0.807335,1.93942,8.30216,0.659385,4.89555,0.499986,3406.34,109.155,12942.8,0.23022,0.9469,0.0152979,14796,0.00280432,0.242839,12.9131,10.5985,96.4801,73.9326,0.827256,13.8188,13.0256,95.5433,125.817,0.936847,-51.8848 
13,46.05,0,13,15131.5,0.0254962,22.6358,13.2234,95.9784,-0.0709309,54.424,500,-2.16438,2.57294,3.72482,-3.8313,-1.73964,-313.209,106.403,18.6263,13379.5,9869.61,-0.192188,4.54514,7.66922,-1.8591,0.232555,0.262264,545.71,51.1676,13818.8,0.0429482,0.859043,0.00677467,12706.2,0.00228245,0.0108618,-0.203,7.17802,111.9,53.2238,1.06906,12.609,11.7282,95.7196,126.106,16.1809,-72.8818 
14,45.9,3.6,14,18814.1,0.0172132,25.5899,14.8474,95.5983,0.0471617,-73.7787,6.56254e-12,3.07547,1.56188,-2.71657,-1.69925,-6.20198,-335.631,2778.83,63.7478,14105.1,12481.7,5.18885,3.67526,1.51019,0.414133,-4.08859,0.774593,3249.59,98.6186,14575.8,0.202135,0.949569,0.0123101,16076.3,0.00240253,0.222079,13.3859,10.6871,96.6113,73.2325,0.887848,14.4187,13.2837,95.1137,125.586,1.49763,-52.353 
15,45.9,0,15,15461.6,0.359692,21.9369,13.4504,95.1911,-0.422007,114.405,21.6207,1.2942,0.0743588,1.52052,3.34317,2.79334,-272.736,27.4401,32.4419,13618.8,11176.8,3.01155,1.7917,4.95521,5.06052,4.51068,0.743647,409.979,60.7781,14001.4,0.0322027,0.794008,0.00793291,12731.2,0.00223301,0.000794812,-9.96252,-0.601932,108.84,72.4685,1.02824,13.1622,12.0224,94.9503,125.724,13.8902,-53.2556 
16,46.05,3.6,16,15567.1,0.380166,21.4093,13.7804,96.0435,-0.534065,313.351,103.644,0.425817,4.05398,1.45919,3.32641,-2.24668,-288.826,2825.97,52.886,10961.4,15051.9,2.24448,5.87264,5.09651,5.14507,-0.428022,0.715766,3231.08,82.8939,11366.5,0.244157,0.957033,0.013256,13233.6,0.00251187,0.235688,12.974,10.4167,96.8188,74.5129,0.754085,13.5084,12.6511,95.5309,126.454,1.28788,-51.9407 
17,46.05,0,17,16357.2,0.161563,23.965,13.1885,96.1202,-0.0363391,-99.5495,6.73056e-06,-3.88674,-0.659505,5.54985,5.72244,-2.3867,-291.301,139.942,31.3972,14251.9,10406.6,-2.05249,1.17474,9.21834,7.55668,-0.552454,0.399254,548.521,61.6623,14660.5,0.0407831,0.835612,0.00768838,13449.7,0.00253107,0.0114831,19.6107,7.73706,116.218,64.4191,1.10075,12.6377,12.1084,95.9137,125.715,20.3043,-61.2957 
18,45.9,3.6,18,17397.7,0.0890516,23.9704,14.5082,95.7523,0.801182,-2061.95,497.938,4.93098,-2.65346,6.28961,-1.83037,-2.12449,-296.756,2504.12,46.1893,13042.9,65099,6.79957,-0.784871,10.0268,0.0382214,-0.255901,0.366348,2920.35,77.0211,13459.1,0.197797,0.955882,0.0104316,14764.4,0.00239004,0.212604,12.7481,10.4898,96.2332,73.3256,0.857885,13.9903,13.013,95.2753,125.349,0.957909,-52.0231 
19,45.9,0,19,15595.1,0.362643,22.3605,13.3103,95.4435,0.038564,-590.187,15.1529,-1.50301,-0.785592,1.50004,1.06729,-1.71229,-265.986,82.2522,26.5025,13693.7,10429.6,0.171831,0.889248,4.84972,2.74214,-0.0374523,0.437092,455.323,54.1374,14066.8,0.0354777,0.827764,0.00703963,12834.1,0.00227419,0.0155738,-7.75751,8.50393,120.948,59.8829,1.04792,12.9285,12.0225,95.2566,125.27,25.6913,-65.3873 
20,46.05,3.6,20,15662.1,0.298218,21.7543,14.0839,96.0487,-0.0471625,262.946,442.249,2.53435,0.970633,1.23692,3.53014,0.568599,-297.443,2877.76,59.1943,11171.9,10377.5,4.40727,2.84355,4.98276,5.40306,2.44152,0.751832,3294.95,90.0975,11589.1,0.24419,0.954333,0.0141189,13493.4,0.00221798,0.239073,12.8607,10.4085,96.6293,73.5736,0.7519,13.7475,12.9054,95.6828,125.095,0.94659,-51.5217 
21,46.05,0,21,15387.8,0.350281,22.7487,-12.9469,96.0228,-0.117316,-30.8764,258.594,-1.42819,-1.01792,2.28843,1.23717,1.27242,-290.819,85.2121,38.6456,13480.4,9705.68,0.403017,0.813287,5.95084,3.06838,3.10362,0.553881,493.113,68.8605,13888.3,0.0387827,0.803615,0.00905081,12714.8,0.00228163,0.0126022,12.0378,8.74364,119.339,61.0386,1.04006,12.5661,12.2383,95.7446,125.4,23.5943,-64.3619 
22,45.9,3.6,22,16592.5,0.00427938,22.9904,14.4217,95.6686,0.0144423,0.433405,3.84984e-13,1.20652,0.515285,0.935417,4.33047,1.28621,-272.023,2421.69,43.4309,12317.2,10793.6,2.91937,2.22814,4.36113,6.04333,2.99907,0.764912,2803.22,71.6931,12698.8,0.200543,0.957161,0.0102929,13978.2,0.00245344,0.207612,12.7886,10.1964,96.5972,74.0452,0.82346,13.8598,12.8727,95.2336,125.763,1.36357,-51.7173 
23,45.9,0,23,16089.1,0.35964,22.8724,13.4964,95.1447,0.663672,-469.747,292.656,0.267781,4.93392,4.82297,0.877429,-0.506715,-288.702,79.8893,29.8316,14172.8,20197.8,2.08566,6.75181,8.45873,2.69531,1.31117,0.602926,484.822,59.8267,14577.7,0.0364167,0.822403,0.00750326,13313.2,0.00234066,0.0171079,-8.04663,7.9479,118.6,60.4426,1.07126,13.1937,11.8915,94.969,125.911,23.6307,-65.4683 
24,46.05,3.6,24,15217.2,0.344931,20.8352,13.9871,95.8662,-0.885662,202.355,4.92189,0.162209,0.675506,-1.08022,-0.311558,-2.4164,-289.668,2648.45,45.6285,10858,15321,1.98617,2.49947,2.56771,1.51241,-0.592437,0.677963,3054.74,75.7239,11264.3,0.235572,0.958423,0.012232,12967.3,0.00238187,0.215075,12.6735,11.0882,96.1843,74.5768,0.725592,13.7035,12.8497,95.553,126.106,0.631278,-51.5296 
25,46.05,0,25,14837.6,0.0179422,21.53,13.3877,95.8281,-0.0178489,2.17659,1.798e-12,2.55839,3.63667,-1.38477,1.94417,2.73416,-290.782,76.4465,24.5954,12824.1,9384.32,4.38937,5.46765,2.27719,3.77514,4.56514,0.888779,484.297,54.8065,13231.9,0.0399308,0.834695,0.0075722,12128.4,0.00232823,0.0144425,9.92782,-8.16266,121.033,60.8144,0.977939,12.8158,12.1925,95.5085,125.242,25.5245,-64.4278 
26,45.9,3.6,26,18765.4,0.0170932,25.1123,14.9317,95.4408,-0.028085,31.126,0.449038,-0.668199,2.13212,4.35404,0.157815,0.383487,-299,2653.69,80.8842,13933.8,12235,1.21452,4.01484,8.11948,2.04054,2.26621,0.540118,3073.07,111.949,14353.2,0.195689,0.94007,0.0141642,15703.9,0.00292778,0.223127,12.4525,10.4066,96.4574,73.5778,0.885839,14.3937,13.0212,95.1157,125.353,1.34173,-51.7751 
27,45.9,0,27,16003.8,0.380106,22.4148,13.5857,95.351,-0.451995,-146.736,146.372,-1.23654,-0.470619,6.26117,0.431482,0.334247,-283.361,124.753,7.49782,13944,12072.2,0.547705,1.31363,9.82967,2.21573,2.1185,0.386613,522.195,36.9379,14341.4,0.0397328,0.889848,0.00472214,13142.7,0.00232634,0.0196757,10.0971,7.22012,120.075,58.0175,1.02438,13.3034,12.244,95.156,124.793,24.9188,-66.7756 
28,46.05,3.6,28,14649.1,0.362102,20.1685,13.7411,95.9142,-0.0566579,-502.242,6.52861,-2.37695,0.246283,1.27885,-0.869471,-1.995,-265.177,2715.41,64.1155,10104.5,9948.1,-0.707199,1.91603,4.61834,0.800275,-0.325253,0.267185,3087.35,91.6663,10476.4,0.250869,0.950607,0.0158623,12306.6,0.00242032,0.230867,12.8807,10.4908,96.2793,73.939,0.682214,13.575,12.8896,95.5513,125.524,0.727995,-51.5849 
29,46.05,0,29,15038.3,0.385344,22.1542,12.7721,95.9634,-1.51535,-79.0168,229.225,0.503968,-0.217564,4.63226,-0.124048,-2.31505,-264.557,74.6319,41.6414,13018.6,13109,2.16981,1.44828,7.96395,1.5418,-0.649204,0.361589,445.699,69.1278,13389.7,0.0364471,0.786519,0.00942075,12228.6,0.00251561,0.0123775,12.1973,-4.13907,100.25,70.3638,1.06349,12.4564,11.5919,95.7143,125.569,4.53559,-55.2047 
30,45.9,3.6,30,18083.5,0.186284,25.0701,14.3379,95.26,0.114395,-210.906,499.92,-0.0805242,1.13642,-4.15301,-1.57715,3.71464,-237.538,2664.61,30.7583,13603.6,12486.8,1.41519,2.63213,-1.16158,-0.0814369,5.21036,1.14493,2997.78,55.4376,13936.7,0.19642,0.968652,0.00727424,15262.1,0.00226058,0.227506,12.9376,10.3749,96.173,74.3915,0.875861,14.17,13.2166,94.8289,126.753,1.34408,-52.3617 
31,45.9,0,31,14500.4,0.101242,20.8363,13.619,95.04,-0.0331114,162.824,500,-1.79637,-1.07949,-1.64387,-1.40888,1.15096,-270.949,84.0703,18.1858,12776.6,9413.16,-0.0902732,0.626608,1.76832,0.297212,2.85706,0.676068,464.103,46.3364,13156.6,0.0385406,0.851266,0.0064459,12041.9,0.00212471,0.0132815,-10.5783,-8.392,121.966,60.6521,0.988668,12.966,11.7874,94.7648,125.326,27.2014,-64.6742 
32,46.05,3.6,32,14105,0.0407116,19.8749,13.8914,95.6875,-0.0142244,-41.3885,499.959,0.0878467,-0.409721,-1.24637,-0.264644,1.48828,-276.887,2596.7,38.2475,9813.33,9006.79,1.83133,1.33377,2.2406,1.47884,3.23177,0.778516,2985.06,67.0151,10201.7,0.249534,0.962197,0.0119561,11962.5,0.00236944,0.231429,12.0466,10.3089,96.0534,73.8075,0.685304,13.4402,12.569,95.3372,125.256,0.71621,-51.4485 
33,46.05,0,33,14823.3,0.300954,22.0868,13.0329,95.6285,0.303893,-187.747,217.207,-1.90207,0.855371,-0.691963,1.68572,2.52548,-270.019,83.3014,18.657,13130.9,11228,-0.201833,2.55561,2.70851,3.38595,4.22571,0.786293,462.029,46.7109,13509.6,0.0374098,0.849672,0.00632896,12350.5,0.00196768,0.014962,12.1361,7.72976,120.022,58.3373,1.0218,12.6831,12.0925,95.3874,124.751,24.6349,-66.4137 
34,45.9,3.6,34,19808.3,0.349688,26.6459,14.6593,95.5411,-0.638569,-241.545,499.761,-3.14889,-0.84676,-2.79346,0.948603,-1.83372,-264.323,2821.39,52.7477,14961.1,17736.8,-1.48452,0.817611,0.535278,2.61297,-0.169352,0.768477,3192.13,80.2098,15331.9,0.191327,0.957879,0.00954512,16684.2,0.0025863,0.224819,13.1894,10.6393,96.7646,74.3026,0.927941,14.5143,13.3839,95.0951,126.819,1.66954,-52.5166 
35,45.9,0,35,14465.7,0.36428,20.5815,13.2598,95.1988,-0.358295,-204.484,163.576,-0.0505879,-1.79665,3.51998,-1.36494,2.41432,-268.033,135.861,35.1414,12465.7,11269,1.63715,-0.108914,6.89545,0.32279,4.10205,0.463328,511.804,62.989,12841.7,0.0433274,0.82279,0.0089547,11812.5,0.00242701,0.0204014,-9.34693,7.80662,120.429,60.8744,0.988079,12.8367,11.57,94.9706,125.591,25.4585,-64.7168 
36,46.05,3.6,36,14532.1,0.113802,20.3581,13.9648,95.7106,0.00654786,26.5776,500,-2.27067,-1.45858,3.45271,-0.973008,-8.58085,-233.944,2659.87,57.0213,10175.6,9260.48,-0.797583,0.0144995,6.39888,0.500075,-7.10776,7.45119,2988,81.3271,10503.7,0.244292,0.954534,0.0140623,12231.3,0.00226015,0.229425,12.5016,10.4644,96.2082,74.4509,0.690694,13.5658,12.9176,95.4897,126.354,0.718521,-51.9029 
37,46.05,0,37,16706.7,0.332042,24.2499,13.412,95.4293,0.40914,-619.488,296.915,1.18866,-0.239177,-1.50634,1.92425,3.63477,-247.406,60.5994,37.5553,14898.1,18838.5,2.74651,1.31867,1.60936,3.48209,5.19262,0.887844,407.61,63.2598,15245.2,0.0294871,0.786414,0.00758583,13823.3,0.00211019,0.0264112,-7.93849,-7.30699,119.326,59.21,1.09258,13.1706,12.3672,95.1845,126.284,24.1417,-67.074 
38,45.9,3.6,38,19512.3,0.351617,26.6106,14.4247,95.1836,2.98575,1400.83,16.9483,-0.524174,0.20469,0.471745,1.39706,1.86364,-263.776,2847.9,54.651,14642.7,148651,1.13675,1.86562,3.7936,3.05799,3.52457,0.716441,3217.88,82.0563,15012.6,0.195866,0.957281,0.00996824,16429,0.00262419,0.231717,12.9213,10.6815,96.2049,73.8714,0.933523,14.2901,13.1743,94.9033,126.117,1.3016,-52.2459 
39,45.9,0,39,13985.8,0.36296,20.2961,12.94,95.161,-0.230003,-35.7533,495.905,1.4407,-1.08869,0.025576,0.761567,-1.03834,-273.496,103.506,45.961,12149.1,8817.23,3.16283,0.633438,3.46984,2.4837,0.683788,0.667436,487.111,74.3761,12532.7,0.0422991,0.789139,0.0108139,11515.9,0.00229777,0.0177516,9.93593,-6.99896,119.062,58.7913,0.981277,12.5713,11.5654,94.9224,125.883,24.1399,-67.0918 
40,46.05,3.6,40,16203.4,0.20664,22.3534,14.1472,95.5274,-0.245755,172.587,500,1.1754,-0.90052,0.493435,0.860694,-1.11506,-288.971,2877.74,62.851,11518.5,11675.3,2.99498,0.919056,4.13259,2.68027,0.704512,0.638488,3283.05,92.874,11923.8,0.238317,0.95283,0.0141451,13776,0.00246567,0.233174,13.1133,10.5992,96.2435,73.9105,0.767191,13.7358,12.9687,95.1865,125.752,1.05705,-51.8416 
41,46.05,0,41,15409.2,0.0700995,23.1739,13.0745,95.8252,-0.665154,192.108,499.998,-1.64197,-2.75343,3.24314,2.78404,0.805737,-246.014,60.562,24.9798,13561.8,14022.9,-0.0928904,-1.20435,6.34131,4.33312,2.35482,0.459487,405.62,50.5397,13906.8,0.032081,0.820986,0.00665,12643.6,0.00219107,0.0174013,12.7244,5.24701,120.272,61.4374,1.05643,12.6365,12.0951,95.6067,125.935,24.6649,-64.4978 
42,45.9,3.6,42,17945.8,0.363566,24.3276,14.3286,95.4048,-0.0198405,-782.716,233.509,-1.20383,1.61723,0.289434,3.43096,1.13362,-310.391,2588.11,76.3732,13410.2,11853,0.750616,3.57168,4.19833,5.38541,3.08807,0.752954,3023.46,108.622,13845.6,0.198813,0.940848,0.0142458,15207.6,0.00258848,0.218356,12.9244,10.2058,96.1485,73.4196,0.878277,14.1949,12.8464,94.9527,125.172,1.1958,-51.752 
43,45.9,0,43,15428.8,0.422974,21.6911,13.2391,95.1797,-1.43314,-8.92262,24.4258,-0.789267,0.392989,-1.95028,2.37547,-3.55919,-302.961,24.0634,38.4875,13367.4,9764.62,1.1184,2.30066,1.86505,4.28314,-1.65152,0.764386,448.996,69.964,13792.3,0.0356735,0.785737,0.00925788,12586.3,0.0023868,0.0191022,7.63125,7.07288,117.995,58.8483,1.02541,13.028,11.9389,94.9106,126.007,23.084,-67.1583 
44,46.05,3.6,44,15896.3,0.074445,22.1348,13.998,95.6099,-0.113065,-61.6097,500,0.969855,-0.416633,-0.323289,0.0762392,-0.635932,-324.743,2798.79,56.4313,11181.2,10313.2,3.01467,1.62819,3.76635,2.12106,1.40889,0.684538,3254.27,90.1708,11636.7,0.241154,0.953753,0.0140733,13494.6,0.00257492,0.244192,12.357,10.4899,96.0327,73.1532,0.755682,13.631,12.8487,95.1915,124.721,0.841239,-51.5683 
45,46.05,0,45,15863.1,-0.00268961,23.5921,13.2775,95.7558,-0.00079507,-8.02603,1.61013e-11,1.96236,-0.256755,-2.0921,-0.408979,2.59605,-263.69,5.00409,58.3015,13962,10197.3,3.62275,1.40363,1.22867,1.25141,4.25644,0.895547,374.855,85.6979,14331.9,0.0288641,0.714246,0.0108949,12986.9,0.00245361,0.00721462,0.696378,0.135599,107.782,64.4874,1.10561,12.6995,11.7549,95.5361,125.266,12.2462,-60.7783 
46,45.9,3.6,46,18009.7,0.392067,24.259,14.2963,95.5445,3.52896,-4392.79,156.286,1.61581,-3.32256,-3.24392,0.183312,1.07779,-318.352,2761.27,55.2878,13214.6,515931,3.62039,-1.31798,0.765238,2.18789,3.08236,0.908222,3207.79,88.3633,13661.1,0.210629,0.954011,0.0117749,15229.6,0.00266358,0.225902,12.9321,10.7509,96.2585,74.622,0.839994,14.2097,13.1897,95.191,127.064,1.06744,-52.4422 
47,45.9,0,47,13394.4,0.0141208,19.2674,13.1884,95.1098,0.143031,-61.9359,112.998,-2.7567,-2.50999,-3.74954,-0.178606,2.99631,-301.33,52.6039,15.7964,11486.2,8560.4,-0.859306,-0.612597,0.0452536,1.71879,4.89371,0.991274,475.249,47.1035,11908.8,0.0433818,0.852189,0.00723344,10955,0.00222262,0.0144454,8.43678,8.21911,122.167,60.4853,0.904532,12.7348,11.8546,94.9771,125.54,27.19,-65.0546 
48,46.05,3.6,48,15210.9,0.359852,21.1721,13.6782,95.843,-0.58576,561.644,499.982,0.0749801,-1.91826,-6.26901,1.81085,-0.679289,-300.539,2677.31,54.2056,10690.9,20136.9,1.96739,-0.025851,-2.48418,3.70326,1.21313,1.56798,3098.85,85.4305,11112.4,0.240635,0.953976,0.013964,12877.8,0.00229105,0.233684,12.3649,10.6501,96.4275,74.055,0.714938,13.7204,13.0719,95.4931,125.932,0.9344,-51.8766 
49,46.05,0,49,14916.8,0.394734,21.9232,12.6056,95.8128,-0.208989,-132.096,500,-3.89504,-3.50233,-7.60835,0.411679,0.698217,-291.479,36.6144,24.8448,12901.6,9894.95,-2.05967,-1.66697,-3.93763,2.24704,2.53358,-0.365505,445.442,55.1283,13310.4,0.0366359,0.821975,0.00757175,12158.6,0.0024566,0.0156,-7.96425,7.58207,120.713,59.7179,1.01966,12.4147,12.0448,95.7086,126.039,25.0047,-66.3216 
50,45.9,3.6,50,18283,0.400143,24.8272,14.1682,95.2578,0.326559,-1955.99,282.706,-0.211992,-1.66103,1.55655,0.942002,-2.40159,-350.948,2605.81,56.4714,13592.7,32244.2,1.99783,0.548795,5.9762,3.15183,-0.191762,0.479556,3098.05,92.9335,14085,0.199967,0.950123,0.0120084,15492.8,0.00289029,0.208484,13.2408,10.3293,96.0085,74.1085,0.895974,13.867,12.9554,94.9703,126.483,1.03819,-52.3748 
51,45.9,0,51,13660.2,0.359156,19.581,13.0735,95.143,-0.0556712,-693.672,488.01,2.78072,-0.810658,2.63168,-0.850485,3.06843,-277.515,17.3885,29.0622,11867.1,9590.5,4.52816,0.936779,6.12655,0.896952,4.81587,0.645952,406.63,57.8949,12256.3,0.0363315,0.800538,0.00862643,11192.2,0.00215173,0.00289637,-0.994763,3466.18,124.143,62.7734,0.924121,12.8809,11.875,94.9551,125.887,29.1875,-63.1135 
52,46.05,3.6,52,15529.4,0.445451,21.1666,-13.55,95.7978,0.210867,65.5611,16.7487,-2.46238,-1.56826,2.79122,1.55852,-0.830803,-347.241,2811.48,57.9667,10635.4,9786.61,-0.27589,0.618225,7.16419,3.745,1.35568,0.431739,3298.52,94.0438,11122.5,0.252059,0.952477,0.0153367,13086.3,0.00286075,0.237719,12.7756,10.4259,96.3373,74.3894,0.732737,13.3143,12.7536,95.4258,126.019,0.911491,-51.6295 
53,46.05,0,53,14354.2,0.388559,20.3675,13.1451,95.6421,-0.34779,-476.419,332.432,0.0369998,2.11842,-2.17428,-0.347405,1.80849,-271.317,69.819,19.0888,12391.1,14109.5,1.74541,3.82683,1.24254,1.36101,3.5169,0.893734,450.367,47.2776,12771.7,0.0385277,0.844804,0.00677283,11689.4,0.00239241,0.0143747,-9.33213,7.42531,120.725,62.79,0.98869,12.6532,11.6939,95.3732,125.941,25.3521,-63.1514 
54,45.9,3.6,54,18566.3,0.00953011,25.258,14.6842,95.4403,0.0119452,-48.5211,3.4633e-09,-3.31697,-2.07597,-1.73879,-1.04966,-2.13097,-286.54,2638.48,52.3739,13834.3,12092.7,-1.5127,-0.271703,1.86974,0.754609,-0.326704,-2.64299,3040.38,82.1443,14236.2,0.195294,0.954853,0.0105173,15568.2,0.00264784,0.223504,13.0391,10.2876,96.1864,74.5641,0.885977,14.239,13.1482,95.0279,126.937,1.15851,-52.3727 
55,45.9,0,55,16833.6,0.254192,23.4667,13.7192,95.1015,0.0641395,-397.246,2.50563e-06,-0.90852,-2.14197,-3.94094,2.42539,3.2622,-317.118,120.136,25.0361,14557.8,11309.8,1.08828,-0.145161,0.0526689,4.42219,5.25901,0.995067,564.924,57.9834,15002.6,0.0410341,0.847731,0.00706922,13767.2,0.00270974,0.0170971,7.8994,-8.12785,118.318,61.4484,1.09283,13.2609,11.9223,94.8527,126.385,23.4656,-64.9366 
56,46.05,3.6,56,16997.5,0.277396,23.0841,14.4338,95.8703,-0.219689,-1262.11,0.000133885,-0.569702,-5.3202,-3.16917,-3.48585,-4.75903,-304.918,2836.58,66.5864,12330.5,19872.5,1.35028,-3.40021,0.670798,-1.56586,-2.83904,1.11597,3264.26,98.2662,12758.2,0.225254,0.949955,0.0139898,14491.5,0.00257012,0.236125,12.6134,10.5112,96.4404,74.7258,0.802526,14.0784,12.9444,95.4689,126.569,0.971529,-51.8429 
