cyc,detuning,freq,VVA,time,buffer,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
105,-4.04,43.1827,3.5,20,21,105,15896.9,0.0247293,32.9849,11.3428,118.11,-0.0318128,-12.7224,1.67944e-12,-4.6637,-5.92016,-3.70265,-2.51983,-3.54523,-144.776,8920.28,12.5534,8453.1,12192.7,-3.75208,-5.00855,-1.87942,-1.60822,-2.63361,0.873711,9035.59,23.037,8568.42,0.513269,0.995558,0.00492826,17604,-0.00149867,0.995971,11.622,9.61639,117.558,86.0198,0.86814,11.5446,10.408,117.53,134.801,0.0278514,-48.781 
106,-3.825,43.3977,3.5,20,21,106,18319.4,-0.179274,36.1375,12.0202,118.101,-0.0584868,883.309,24.5526,-6.71367,-7.41208,-6.18749,-6.03193,0.782856,-253.589,10122.5,24.8908,9581.92,15822.3,-5.11689,-5.8153,-2.99393,-4.43515,2.37964,0.812664,10324.5,43.2537,9783.91,0.513441,0.992722,0.00807798,20108.4,-0.0015177,1.0295,12.2524,10.0754,117.664,86.753,0.911337,11.9584,10.8723,117.484,135.903,0.180113,-49.1503 
107,-4.145,43.0777,3.5,20,21,107,17656.1,-0.307401,35.8389,11.6738,118.062,0.168927,73.3695,218.991,-3.19988,-3.87304,-8.81176,-2.91437,-2.09983,-125.356,9833.44,9.1964,9153.24,14023,-2.41055,-3.08371,-7.2331,-2.12504,-1.31049,0.552487,9933.29,18.2737,9253.1,0.517726,0.996791,0.00362475,19186.4,-0.00146499,1.05852,11.8885,9.85781,117.615,86.2969,0.912566,11.5747,10.6662,117.378,134.998,0.237035,-48.7009 
108,-3.855,43.3677,3.5,20,21,108,17097.1,-0.307997,34.3976,11.812,118.066,0.0344169,71.6044,473.02,-5.22545,-6.89979,-6.75736,-3.56818,-0.484282,-214.98,9420.28,18.5455,8963.65,13306.7,-3.87178,-5.54612,-4.05002,-2.21451,0.869388,0.726591,9591.52,34.1127,9134.89,0.512192,0.993815,0.00683204,18726.4,-0.00137263,1.00997,11.8989,9.79454,117.547,86.2782,0.87562,11.8197,10.7132,117.509,135.231,0.0379532,-48.9527 
109,-3.97,43.2527,3.5,20,21,109,16933.3,-0.296561,33.5055,11.9764,118.364,0.1958,7.30023,165.43,-3.45768,-7.76676,-7.60982,-3.56097,-4.9473,-163.213,9241.39,7.52686,8842.45,13109.4,-2.42997,-6.73905,-5.55441,-2.53326,-3.91959,0.737706,9371.39,19.3455,8972.46,0.510874,0.9964,0.00395605,18343.8,-0.00136,0.973062,12.2108,9.81721,117.772,85.9306,0.854632,11.9157,10.7775,117.653,134.787,0.119087,-48.8565 
110,-4.19,43.0327,3.5,20,21,110,18070.1,-0.293237,35.7201,-11.9194,118.185,0.0172374,140.325,54.3033,0.70589,-7.30059,-7.95895,0.350216,0.134996,-177.864,10012,7.06668,9259.32,13938.7,1.82585,-6.18063,-5.71903,1.47018,1.25496,0.22176,10153.7,19.9462,9400.99,0.519247,0.996574,0.00389321,19554.7,-0.00133115,1.06026,12.0539,9.82779,117.727,86.7036,0.910156,11.8295,10.6189,117.472,135.736,0.254934,-49.0328 
111,-3.94,43.2827,3.5,20,21,111,15299.1,-0.048592,32.0335,11.3878,118.337,0.00893199,3.61526,500,-5.15712,-8.89537,-11.7399,-5.00177,-4.34275,-193.421,8890.51,-0.836257,7886.6,11876.2,-3.9392,-7.67745,-9.30407,-3.78385,-3.12483,0.665675,9044.58,13.1698,8040.67,0.529379,0.997458,0.00300811,17085.2,-0.00160341,0.992969,11.6732,9.67039,117.879,86.7263,0.811021,11.4545,10.5128,117.764,135.514,0.115752,-48.7877 
112,-3.96,43.2627,3.5,20,21,112,17624.2,-0.130959,34.6295,-11.9529,118.225,-0.832307,1571.88,9.9579,-6.31313,-6.42804,-6.44967,-1.42694,-1.58935,-224.434,9848.71,11.9367,9018.7,56063.6,-4.89993,-5.01483,-3.62327,-0.0137429,-0.176154,0.736066,10027.5,28.1885,9197.47,0.521587,0.995105,0.00561402,19224.9,-0.00135675,1.02936,12.122,9.88728,117.603,85.8378,0.869185,11.8847,10.7889,117.573,134.614,0.0300032,-48.7764 
113,-3.98,43.2427,3.5,20,21,113,16273.1,-0.350045,33.0633,11.8915,118.389,-0.194308,261.591,195.315,-4.1184,-7.08796,-3.74697,-2.59377,-6.13284,-234.662,8954.37,15.3993,8801.01,14453.7,-2.64079,-5.61036,-0.79176,-1.11617,-4.65523,0.946554,9141.29,32.3918,8987.92,0.50423,0.993837,0.00659502,18129.2,-0.00160714,0.966776,12.0337,9.68661,117.832,85.419,0.869676,11.8965,10.54,117.721,134.286,0.110862,-48.8671 
114,-4.05,43.1727,3.5,20,21,114,18410.7,-0.0622086,36.6128,11.8446,117.98,0.125165,-336.701,310.403,-5.28057,-5.67658,-7.26998,-3.8687,-3.35258,-135.749,10281.2,26.8796,9526.11,15489.1,-4.42579,-4.82181,-5.56043,-3.01393,-2.49781,0.726354,10389.3,36.7095,9634.24,0.518855,0.993855,0.00697008,20023.6,-0.00155605,1.08046,12.0572,9.92557,117.548,85.8464,0.90517,12.0272,10.832,117.447,134.626,0.100751,-48.7792 
115,-3.92,43.3027,3.5,20,21,115,16912.2,-0.347066,35.2282,11.5452,118.348,0.261295,-591.515,479.605,-3.51155,-4.2764,-12.7561,-4.13149,-4.88209,-263.671,9453.4,7.93444,9008.15,18271.4,-1.85128,-2.61613,-9.43552,-2.47122,-3.22182,0.518497,9663.43,27.0275,9218.18,0.511791,0.995129,0.00537201,18881.6,-0.0016474,1.04386,11.6856,9.75023,117.822,86.0517,0.912642,11.5646,10.5358,117.797,134.933,0.0250471,-48.881 
116,-4.13,43.0927,3.5,20,21,116,18027.4,-0.0438963,35.8823,11.755,118.107,-0.00122089,16.9592,500,-5.75858,-2.1136,-2.86843,-6.24308,-4.62357,-222.126,10100,-1.36378,9380.18,13731.5,-4.35991,-0.714931,-0.0710926,-4.84441,-3.2249,0.99462,10276.9,14.7209,9557.11,0.518147,0.9975,0.00282938,19834.1,-0.00153735,1.09018,11.9455,9.71641,117.53,86.0564,0.92096,11.916,10.5462,117.53,134.879,-0.000618469,-48.8229 
117,-3.91,43.3127,3.5,20,21,117,17815.8,0.0185372,35.4096,-11.716,118.227,0.37222,-341.232,500,-7.61265,-4.71776,-11.564,-3.27136,-2.73091,-172.62,10035.4,12.8447,9082.61,17639.7,-6.52571,-3.63082,-9.39014,-2.18441,-1.64397,0.598284,10172.9,25.3446,9220.11,0.524565,0.995659,0.00503813,19393,-0.00144451,1.08135,12.0317,9.67681,117.679,85.7741,0.906909,11.8576,10.4604,117.64,134.754,0.0391283,-48.9801 
118,-4.07,43.1527,3.5,20,21,118,17869,-0.0423252,35.5687,11.6564,118.259,-0.0135877,17.9263,499.755,-2.62926,-0.295914,-9.25958,-5.45686,-4.44432,-159.909,9804.33,2.17097,9297.63,13504.7,-1.62236,0.710988,-7.24578,-4.44996,-3.43742,0.548396,9931.7,13.7503,9425,0.513089,0.997583,0.00268028,19356.7,-0.00136128,1.04978,11.8206,9.88642,117.858,85.983,0.915125,11.8877,10.5898,117.62,134.737,0.237728,-48.7542 
119,-4,43.2227,3.5,20,21,119,15725,0.0694443,31.406,11.7402,118.048,-0.0766011,6.95207,1.05929e-12,-6.17146,-6.01256,-12.6644,-2.18511,-3.83862,-202.977,8682.43,13.0625,8439.4,12020.1,-4.89336,-4.73447,-10.1082,-0.907021,-2.56053,0.564368,8844.11,27.7606,8601.08,0.506965,0.994537,0.00591039,17445.2,-0.0014418,0.921672,12.014,9.84721,117.556,86.1983,0.830884,11.7485,10.6221,117.406,135.397,0.150133,-49.1991 
120,-3.99,43.2327,3.5,20,21,120,15155.6,-0.35729,30.7554,12.0484,118.198,-0.0668221,136.49,500,-6.64867,-9.90531,-4.96968,-5.90302,-3.70561,-149.309,8505.5,20.548,8198.42,12359.6,-5.70851,-8.96515,-3.08936,-4.96286,-2.76545,0.878807,8624.43,31.3598,8317.35,0.509063,0.993677,0.00689757,16941.8,-0.0016215,0.887208,12.0745,9.99266,117.732,86.6896,0.776522,11.9441,10.9109,117.528,135.751,0.203555,-49.0616 
121,-3.95,43.2727,3.5,20,21,121,16928.3,-0.0974347,33.5565,11.8313,118.229,-0.0792576,9.54788,500,-2.41815,-7.01231,-7.23949,-5.34707,-3.9215,-242.767,9475.42,30.4021,8865.08,12948.9,-0.889509,-5.48367,-4.18221,-3.81843,-2.39286,0.750564,9668.79,47.9815,9058.45,0.516295,0.99139,0.00966311,18727.2,-0.00150869,0.981297,12.0809,9.99288,117.744,86.152,0.84733,11.9882,10.8228,117.517,135.098,0.226866,-48.9458 
122,-4.175,43.0477,3.5,20,21,122,17437.9,-0.291059,34.8732,11.8081,118.211,-0.00213248,323.093,412.498,-4.77125,-4.37793,-10.7115,-3.81294,-1.59856,-186.211,9640.27,18.3105,9074.87,13427.4,-3.59873,-3.20541,-8.36648,-2.64042,-0.426036,0.541238,9788.59,31.7945,9223.19,0.51487,0.994348,0.0063101,19011.8,-0.00136332,1.02211,11.9986,9.85899,117.657,86.3392,0.875972,11.7918,10.8159,117.587,135.323,0.0704167,-48.9837 
123,-3.9,43.3227,3.5,20,21,123,17940,-0.331066,35.7702,11.9778,118.106,0.0475999,277.492,0.00115242,-2.996,-2.03025,-4.01728,0.928482,-6.67946,-195.365,9858.72,18.8802,9476,14377.4,-1.76584,-0.80009,-1.55695,2.15865,-5.44929,0.789985,10014.3,33.0271,9631.61,0.509741,0.994262,0.00627698,19646,-0.00155668,1.02474,12.0923,10.0036,117.571,86.4451,0.897626,12.0497,10.8642,117.546,135.239,0.0249724,-48.7942 
124,-4.1,43.1227,3.5,20,21,124,17501.3,-0.0374788,35.3103,11.5923,118.112,0.0680758,-11.1839,500,-3.64543,-1.14046,-5.49656,-5.27546,-3.37692,-186.275,9658.97,2.34422,9253.93,13349.8,-2.4725,0.0324683,-3.15071,-4.10253,-2.204,0.735174,9807.35,15.8329,9402.3,0.510543,0.997183,0.00309239,19209.6,-0.00158337,1.06002,11.7886,9.74119,117.576,86.1546,0.913408,11.8737,10.579,117.599,135.044,-0.0227584,-48.8892 
125,-4.09,43.1327,3.5,20,21,125,17062.2,-0.144459,34.7147,11.7297,118.163,-0.228837,755.701,0.090547,-4.75334,-3.74547,-8.65575,-6.21426,-4.33226,-195.577,9668.55,23.5834,9014.07,18885,-3.52184,-2.51397,-6.19275,-4.98276,-3.10076,0.69512,9824.33,37.7456,9169.85,0.517229,0.993321,0.00752555,18994.2,-0.00169303,1.02353,11.9297,9.91874,117.637,86.5387,0.867052,11.778,10.9176,117.535,135.534,0.101671,-48.9956 
126,-3.84,43.3827,3.5,20,21,126,17446.5,-0.036791,34.8243,11.7855,118.109,-0.0168798,39.1691,499.974,-6.11647,-3.33173,-4.12497,-2.86661,-2.64066,-173.859,9565.44,25.3081,9339.95,13382.1,-5.02173,-2.23698,-1.93549,-1.77187,-1.54591,0.845309,9703.93,37.8977,9478.44,0.505878,0.993212,0.00731145,19182.4,-0.00154543,1.02101,11.9723,9.82236,117.634,86.2821,0.879829,11.9981,10.9127,117.431,135.12,0.203181,-48.8375 
127,-4.02,43.2027,3.5,20,21,127,17057.4,-0.041516,34.2083,11.7591,118.19,0.00819976,-5.54227,500,-9.2016,-3.86483,-6.86661,-1.57164,-6.3231,-166.543,9384.89,-1.72494,9093.85,13096.3,-8.15293,-2.81615,-4.76926,-0.522967,-5.27443,0.778542,9517.55,10.3348,9226.51,0.507763,0.998103,0.00205914,18744.1,-0.00158789,1.0095,12.0253,9.72762,117.644,86.6708,0.87723,11.9029,10.8217,117.544,135.64,0.0995585,-48.9694 
128,-3.81,43.4127,3.5,20,21,128,18286.8,-0.12283,37.0588,11.6119,118.082,0.221379,-66.4557,500,-5.78021,-5.66666,-9.30608,-7.04244,0.123942,-147.211,10115.9,17.3441,9566.69,14487.3,-4.85326,-4.73971,-7.45218,-6.1155,1.05089,0.662946,10233.2,28.004,9683.95,0.513788,0.995234,0.00529876,19917.1,-0.00152577,1.09701,11.8502,9.74603,117.535,85.7288,0.953111,11.738,10.6003,117.546,134.524,-0.0110498,-48.795 
129,-5,42.2227,0,20,21,129,18321,0.00392406,36.7017,11.756,118.418,-0.0318106,-37.8906,1.9652e-12,-5.22616,-5.44109,-11.2444,-4.02503,-3.05466,-211.704,9886.79,16.9621,10044.7,14084.8,-3.89312,-4.10804,-8.57828,-2.69199,-1.72161,0.591375,10055.4,32.2921,10213.4,0.496104,0.994411,0.00579055,20268.8,-0.00172559,1.04447,12.076,9.86604,117.932,86.385,0.97453,11.8537,10.7379,117.75,135.232,0.182192,-48.8469 
130,-3.87,43.3527,3.5,20,21,130,18235.3,-0.320121,36.2753,11.9199,118.325,0.252146,453.268,477.882,-9.35199,-5.03877,-6.08397,-4.86256,-4.14172,-221.011,10108.8,11.6116,9520.57,17796.5,-7.96034,-3.64713,-3.30067,-3.47091,-2.75008,0.843786,10284.9,27.6156,9696.61,0.51472,0.995323,0.00521886,19981.5,-0.00153033,1.06844,12.1388,9.79451,117.748,85.7224,0.93291,11.9028,10.5986,117.788,134.527,-0.0402677,-48.8049 
131,-3.885,43.3377,3.5,20,21,131,17152.1,-0.214778,34.7089,11.756,118.095,0.0344067,27.0569,499.995,-6.54325,-5.15987,-9.39622,-2.55167,-4.92612,-225.001,9474.14,13.0801,9046.81,13313.3,-5.12648,-3.7431,-6.56268,-1.1349,-3.50935,0.673116,9653.36,29.3729,9226.03,0.511317,0.994703,0.00583052,18879.4,-0.00148081,1.02645,11.9127,9.73702,117.624,86.3638,0.89698,11.7011,10.6421,117.444,135.271,0.179574,-48.9075 
132,-4.16,43.0627,3.5,20,21,132,17575.2,-0.00351711,35.9052,-11.4789,118.431,-0.00884363,11.9958,2.1764e-11,-5.36742,-6.06377,-10.8864,-7.14614,-0.859118,-181.233,9582.77,-3.57513,9414.18,13420.4,-4.22624,-4.92259,-8.60407,-6.00497,0.28206,0.633492,9727.13,9.54843,9558.54,0.504371,0.998285,0.00183678,19285.7,-0.00162183,1.05602,11.811,9.69573,117.843,86.5291,0.961724,11.7071,10.3891,117.851,135.695,-0.00796417,-49.1657 
133,-5,42.2227,0,20,21,133,17737.4,-0.0501507,35.1442,-11.7334,118.245,0.0315542,-16.7232,500,-6.59246,-6.34463,-7.83404,-1.31826,-1.38827,-219.453,9745.95,11.4858,9374.54,13440.9,-5.21062,-4.96279,-5.07036,0.0635778,-0.00642947,0.66613,9920.75,27.377,9549.35,0.509538,0.995194,0.00525338,19470.1,-0.00151753,1.03141,11.9761,9.9121,117.617,87.1911,0.903656,12.0049,10.6933,117.68,136.263,-0.0623399,-49.0715 
134,-4.03,43.1927,3.5,20,21,134,17289.4,-0.138052,34.5336,11.9006,118.176,0.0720393,25.0773,0.0737026,-5.68716,-4.55247,-9.85737,-1.47413,-4.11191,-180.673,9396.25,10.579,9374.89,13437.3,-4.54951,-3.41482,-7.58207,-0.336477,-2.97426,0.59792,9540.16,23.662,9518.8,0.50056,0.995678,0.00455827,19059,-0.0016411,0.996473,12.1444,9.81607,117.612,86.8457,0.90014,12.0215,10.7085,117.54,135.793,0.0719773,-48.9473 
135,-4.08,43.1427,3.5,20,21,135,16491.1,0.00274948,33.557,-11.635,118.359,-0.00904858,8.5351,500,-3.95669,0.681693,-2.23476,-4.81064,-3.37831,-205.89,9474.24,7.14133,8584.03,12712.5,-2.66026,1.97813,0.358108,-3.5142,-2.08188,1.06049,9638.24,22.0503,8748.03,0.524209,0.996012,0.00462176,18386.3,-0.00160306,1.01404,12.0243,9.72716,117.93,87.0801,0.84634,11.6025,10.7694,117.613,136.202,0.317261,-49.1217 
136,-4.01,43.2127,3.5,20,21,136,16110.9,-0.202716,32.395,11.9306,118.279,0.0238325,64.0605,0.118497,-7.73853,-5.73406,-7.7832,-2.92124,-0.631555,-168.085,9088.48,19.9073,8523.8,12631.3,-6.68015,-4.67567,-5.66642,-1.86285,0.426835,0.693014,9222.37,32.0788,8657.68,0.515791,0.99395,0.00677918,17880.1,-0.00158984,0.940169,12.2344,9.92381,117.81,86.39,0.823747,11.8265,10.8154,117.584,135.515,0.225985,-49.1251 
137,-4.06,43.1627,3.5,20,21,137,17088.2,-0.0373161,34.7427,11.5984,118.1,-0.0114154,-5.40734,500,-7.69649,-1.31245,-6.3299,-0.608143,0.253463,-150.419,9575.61,15.2387,8993.35,13119.7,-6.74934,-0.365301,-4.4356,0.339004,1.20061,0.556911,9695.43,26.1309,9113.17,0.515479,0.995306,0.00525426,18808.6,-0.00158938,1.05024,11.7818,9.67106,117.626,86.947,0.888971,11.847,10.6171,117.511,136.143,0.11513,-49.1964 
138,-5,42.2227,0,20,21,138,17464.4,-0.046782,35.2279,11.5939,118.461,-0.0165368,24.7771,500,-9.13788,-5.48038,-5.01927,-4.47108,-5.18554,-178.991,9539.69,0.489143,9314.14,13309.1,-8.01083,-4.35333,-2.76516,-3.34402,-4.05849,0.877278,9682.27,13.4503,9456.72,0.505892,0.997575,0.00261318,19139,-0.00153521,1.04927,11.8734,9.62154,117.93,85.8311,0.929521,11.7918,10.535,117.804,134.888,0.126523,-49.0564 
139,-3.93,43.2927,3.5,20,21,139,17894,-0.335061,36.0641,-11.8312,117.972,0.388279,-99.2239,473.915,-6.48081,-4.7087,-11.7125,-3.37115,-3.01309,-175.169,9993.46,13.4894,9317.88,15144,-5.37782,-3.60571,-9.50653,-2.26816,-1.9101,0.580625,10133,26.1738,9457.41,0.517242,0.9955,0.00507224,19590.4,-0.00143914,1.07101,11.9909,9.73712,117.42,86.1018,0.925768,11.734,10.515,117.356,135,0.0637177,-48.8985 
140,-4.115,43.1077,3.5,20,21,140,18114.4,0.00909924,36.1232,11.8059,118.147,-0.007881,0.466766,0.00444903,-7.23607,-3.3745,-8.95708,-6.38871,-2.70454,-182.865,10014.6,26.2608,9639.96,13883,-6.08461,-2.22305,-6.65418,-5.23725,-1.55309,0.694092,10160.2,39.5025,9785.61,0.50939,0.993242,0.0073813,19945.8,-0.00167414,1.04851,12.0433,9.945,117.654,86.2355,0.920072,11.9772,10.8582,117.517,135.402,0.136681,-49.1665 
141,-5,42.2227,0,20,21,141,17444,-0.267801,35.2562,11.8036,118.002,0.105797,60.9876,4.38193e-07,-6.03154,-2.01344,-7.00812,-3.5052,2.07703,-162.698,9983.02,19.8391,8922.98,13757.1,-5.00707,-0.988978,-4.95919,-2.48073,3.1015,0.520131,10112.6,31.6204,9052.58,0.527655,0.994558,0.00639329,19165.2,-0.00159184,1.07716,12.0747,9.65415,117.505,86.8219,0.886015,11.6711,10.6677,117.331,135.825,0.173953,-49.0035 
142,-3.795,43.4277,3.5,20,21,142,17792,-0.045458,35.7074,-11.6968,118.014,-0.00146034,-10.4959,499.889,-4.77998,-7.45003,-12.9899,-4.94969,-4.9705,-186.174,9811.85,20.9572,9384.92,13596.8,-3.60769,-6.27774,-10.6453,-3.7774,-3.79821,0.621248,9960.14,34.4386,9533.21,0.510951,0.993986,0.00661058,19493.4,-0.00154965,1.05502,12.0289,9.75709,117.606,86.4118,0.929005,11.7207,10.6287,117.437,135.362,0.168411,-48.9498 
143,-4.205,43.0177,3.5,20,21,143,16645.8,-0.211538,33.5682,11.8081,118.078,0.184774,-176.237,500,-3.27008,-6.36159,-5.92713,-3.59524,-0.507799,-212.448,9577.08,8.94122,8527.65,13963.4,-1.93235,-5.02386,-3.25167,-2.25751,0.829933,0.720537,9746.31,24.3251,8696.88,0.52845,0.995651,0.00512595,18443.2,-0.00159,1.02009,12.1355,9.76078,117.565,87.1638,0.833702,11.6427,10.8421,117.439,136.426,0.126329,-49.2627 
144,-4.04,43.1827,3.5,20,21,144,17718.3,-0.222777,36.4158,11.5986,118.221,0.214542,-35.4834,63.6218,-4.39519,-3.88845,-5.73062,-3.67305,-1.21275,-153.676,9622.75,3.77522,9457.31,13997.4,-3.42754,-2.9208,-3.79531,-2.7054,-0.245093,0.710152,9745.16,14.9033,9579.72,0.504281,0.997331,0.00285759,19324.9,-0.00153199,1.05607,11.8677,9.65959,117.744,86.3381,0.931671,11.8649,10.6154,117.615,135.424,0.128249,-49.0857 
145,-3.825,43.3977,3.5,20,21,145,17305.7,-0.150503,34.9358,-11.6262,118.237,-0.0569012,171.117,0.00048359,-7.43001,-5.74061,-5.90703,0.988203,-5.1042,-168.09,9469.05,9.19207,9163.01,13539.2,-6.3716,-4.68219,-3.7902,2.04662,-4.04579,0.774971,9602.94,21.3638,9296.9,0.508097,0.996122,0.00421523,18899.8,-0.0014222,1.02507,11.9132,9.74334,117.701,86.8594,0.916219,11.6039,10.6139,117.608,135.75,0.0931292,-48.8901 
146,-4.145,43.0777,3.5,20,21,146,17808.4,-0.00751481,35.4932,11.7959,118.097,-0.021184,-29.8775,500,-5.55428,-4.01626,-10.2214,-2.26,-1.16801,-201.561,9770.9,17.2499,9542.7,13649.9,-4.2851,-2.74708,-7.683,-0.990821,0.101171,0.507652,9931.45,31.8455,9703.25,0.505811,0.99442,0.00600934,19634.7,-0.00166286,1.03218,12.1122,9.82324,117.555,86.8898,0.927348,11.8937,10.7456,117.467,136.015,0.0874407,-49.1255 
147,-3.855,43.3677,3.5,20,21,147,17705.8,-0.366597,35.4453,12.0233,117.924,0.0816505,298.078,103.673,-9.0843,-8.48535,-4.15508,-4.34529,-3.81696,-175.314,9747.71,28.0643,9404.68,14665.5,-7.98039,-7.38144,-1.94727,-3.24139,-2.71305,0.916295,9887.36,40.7592,9544.33,0.508827,0.992838,0.00780534,19431.7,-0.00149701,1.02139,12.0268,9.92136,117.477,85.6276,0.92676,11.8755,10.5303,117.282,134.419,0.194492,-48.7918 
148,-3.97,43.2527,3.5,20,21,148,15627.4,0.00445007,32.1002,11.5109,118.039,-0.0163307,-4.39714,0.0638562,-6.32949,-8.34355,-11.2071,1.8534,-4.8603,-198.758,8707.82,-0.283681,8439.49,12030.9,-5.07796,-7.09203,-8.70405,3.10493,-3.60877,0.592848,8866.13,14.1088,8597.81,0.507682,0.997223,0.00301375,17463.9,-0.00163772,0.940727,11.8151,9.87646,117.445,86.7254,0.829609,11.7101,10.7545,117.454,135.671,-0.00868515,-48.9452 
149,-4.19,43.0327,3.5,20,21,149,16988.3,-0.389368,35.0266,-11.7949,118.115,-0.0273555,251.195,38.6617,-4.44728,-3.85953,-10.6348,-4.4043,-3.70844,-208.374,9906.58,12.2194,8712.62,13672.6,-3.13521,-2.54745,-8.01064,-3.09222,-2.39636,0.582385,10072.6,27.3083,8878.59,0.531501,0.995278,0.00563392,18951.1,-0.0016467,1.08169,11.8871,9.65382,117.536,85.6919,0.875766,11.6082,10.5178,117.689,134.599,-0.152573,-48.907 
150,-3.94,43.2827,3.5,20,21,150,17712.7,-0.0353684,35.5809,11.7771,118.158,0.0361987,-19.805,500,-7.18185,-6.92122,-4.01648,-0.0929708,-5.0249,-116.235,9713.93,11.3914,9569.68,13664.5,-6.44994,-6.18932,-2.55268,0.638932,-4.293,0.864551,9806.52,19.8083,9662.27,0.503705,0.996478,0.00376223,19468.8,-0.00167847,1.03865,12.0104,9.76338,117.574,85.6592,0.9194,11.9645,10.7798,117.549,134.593,0.0246352,-48.934 
151,-3.96,43.2627,3.5,20,21,151,14791.4,-0.01304,30.2077,11.7724,117.974,-0.00869513,-6.7889,500,-7.45845,-6.0465,-7.60489,-5.01082,-2.8866,-171.396,8252.66,9.35741,8182.61,11578.4,-6.37922,-4.96726,-5.44642,-3.93159,-1.80737,0.758279,8389.18,21.7686,8319.13,0.502096,0.99548,0.0047971,16708.3,-0.00173867,0.869213,12.1289,9.88026,117.591,86.4487,0.788842,11.7937,10.8825,117.389,135.301,0.201777,-48.8519 
152,-3.98,43.2427,3.5,20,21,152,14828.1,-0.188314,30.2216,11.832,117.933,0.539442,-364.603,3.36619e-05,-7.82577,-8.05888,-7.0686,-0.412345,-1.78214,-160.666,8256.77,8.08134,8076.73,18043.1,-6.81411,-7.04721,-5.04526,0.599323,-0.770468,0.735542,8384.75,19.7155,8204.7,0.505427,0.995902,0.00440699,16589.4,-0.00161865,0.878154,12.001,9.84234,117.487,86.289,0.776832,12.0001,10.7772,117.277,135.272,0.20976,-48.9828 
153,-4.05,43.1727,3.5,20,21,153,17565.8,-0.0611785,35.2273,-11.7665,118.116,-3.40804,-1343.72,500,-4.72152,-4.02485,-11.4013,-2.33861,-0.639307,-148.817,9731.69,16.2355,9356.39,162570,-3.78445,-3.08779,-9.52714,-1.40155,0.297757,0.455691,9850.23,27.0118,9474.93,0.50971,0.995224,0.00522416,19325.2,-0.00161389,1.04141,12.0166,9.75086,117.716,86.4934,0.916248,11.9503,10.5625,117.527,135.555,0.188892,-49.0617 
154,-3.92,43.3027,3.5,20,21,154,16339,-0.364249,33.9002,11.6482,118.238,-0.238632,-2218.45,187.236,0.0361579,-4.70488,-9.53951,-4.25572,-1.90116,-116.857,9170.06,4.18055,8720.27,30088.1,0.771973,-3.96907,-8.06788,-3.5199,-1.16534,0.494184,9263.14,12.6424,8813.35,0.512441,0.997617,0.00263547,18076.5,-0.00163647,1.02757,11.6933,9.57763,117.73,86.9997,0.878607,11.701,10.4929,117.635,135.988,0.0943428,-48.988 
155,-4.13,43.0927,3.5,20,21,155,16868.7,-0.359203,34.1141,11.9349,117.865,-0.0405185,131.421,408.855,-5.44185,-4.13186,-6.20055,0.0813808,-2.45259,-191.571,9395.34,16.088,8966.09,13427.4,-4.23557,-2.92559,-3.78801,1.28765,-1.24631,0.652726,9547.93,29.9601,9118.68,0.511498,0.994539,0.00601597,18666.6,-0.00153587,1.00462,11.9374,9.80202,117.431,86.5977,0.871531,11.7993,10.7454,117.296,135.634,0.135818,-49.0366 
156,-4.13,43.0927,3.5,20,21,156,16107.7,-0.326089,33.4735,11.6112,118.16,0.282486,-201.001,0.000870161,-7.33239,-5.59921,-9.90321,-0.039432,0.290338,-119.247,9086.19,-1.047,8591.06,14500.8,-6.58152,-4.84834,-8.40148,0.711435,1.04121,0.535283,9181.17,7.58796,8686.04,0.513856,0.998556,0.00160664,17867.2,-0.00165808,1.01419,11.7028,9.60537,117.657,86.3569,0.881421,11.7356,10.2877,117.576,135.21,0.0809538,-48.8532 
