cyc,detuning (MHz),freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
142,-3.75,43.4727,142,10364.6,-0.0178502,27.731,9.05825,118.994,-0.180787,-2.96147,500,-1.79853,2.24132,-8.791,-5.45829,-5.98346,-319.595,5659.41,4.61116,6377.91,8194.62,0.213869,4.25373,-4.7662,-3.44589,-3.97105,0.38226,5913.98,27.7538,6632.48,0.511962,0.991854,0.00764937,11551.6 
143,-3.74,43.4827,143,10146.3,-0.303632,28.5488,8.92598,119.343,0.122829,126.001,396.968,-1.88111,-1.17047,-7.82058,-4.69816,-6.49376,-415.93,5594.18,1.92898,6392.84,8799.25,0.737896,1.44854,-2.58258,-2.07916,-3.87476,0.593299,5925.48,32.0475,6724.15,0.509018,0.990624,0.00870312,11641 
144,-3.82,43.4027,144,9741.4,-0.20351,27.8571,8.85622,119.17,0.00399737,104.534,500,-6.10934,-0.720222,-8.30122,-5.88015,-8.09197,-379.559,5620.21,1.19229,6055.65,8044.8,-3.71936,1.66976,-3.52126,-3.49017,-5.70199,0.761481,5922.54,28.6771,6357.98,0.522878,0.991598,0.00824017,11326.8 
145,-3.81,43.4127,145,9504.14,-0.0893904,26.7478,9.04494,119.182,-0.00220175,-51.204,417.894,0.933254,-1.75615,-1.23296,-6.90669,-5.60603,-375.432,5409.49,12.9603,6073.46,7879.38,3.29725,0.607851,3.49504,-4.54269,-3.24203,10.0878,5708.54,40.1462,6372.5,0.513119,0.987842,0.011472,11125.2 
146,-3.8,43.4227,146,10088.9,-0.041671,28.0744,8.87539,118.816,0.00343482,5.75949,499.92,-1.56955,-2.12682,-2.05729,-4.33204,-6.22331,-297,5535.8,9.98764,6447.08,8111.98,0.300579,-0.256691,1.68297,-2.46191,-4.35318,1.33076,5772.37,31.4941,6683.65,0.503984,0.990542,0.00860551,11453.5 
147,-3.79,43.4327,147,9652.71,-0.00234316,27.8589,8.67213,119.171,-0.0193565,9.70684,500,-0.356892,0.675292,-5.32935,-2.70589,-6.22408,-422.483,5586.19,4.28055,6144.45,7870.85,2.30337,3.33555,-0.0088332,-0.0456284,-3.56382,1.00437,5922.71,34.8736,6480.97,0.518103,0.989801,0.00981492,11431.5 
148,-3.78,43.4427,148,11382,-0.0295483,29.8565,9.10047,119,0.00304915,-3.99388,500,0.258404,-0.128417,-5.24112,-3.62199,-3.62281,-312.852,6131.56,15.4847,6870.49,8845.4,2.22835,1.84153,-1.30123,-1.65204,-1.65286,-1.42652,6380.76,38.1391,7119.69,0.513232,0.989648,0.00977146,12432.5 
149,-3.77,43.4527,149,10442.7,-0.265015,28.6584,8.96367,119.091,0.135206,-93.3002,442.546,-4.10181,4.06364,-5.15799,-2.38173,-8.20503,-360.271,5832.65,10.6386,6311.55,8773.08,-1.83328,6.33217,-0.620929,-0.1132,-5.9365,0.714088,6119.62,36.7267,6598.52,0.521779,0.989607,0.0101489,11728.4 
150,-3.76,43.4627,150,10921,-0.313364,29.8085,9.15028,118.978,0.203514,-629.338,92.0811,0.244732,-0.661349,-3.68403,-1.73329,-4.54543,-332.353,6195.3,1.55156,6568.45,13048.5,2.33747,1.43139,0.501441,0.359443,-2.4527,0.769668,6460.03,25.618,6833.19,0.526565,0.993108,0.00685879,12268.2 
151,-3.75,43.4727,151,11208.5,-0.195295,29.936,9.16922,118.971,-0.373782,860.601,55.7856,-2.49941,-0.754047,-5.60579,-3.0101,-2.6695,-410.156,6316.8,13.7392,6631.42,19407.2,0.0832302,1.8286,-0.440505,-0.427458,-0.0868594,1.4603,6643.5,43.4396,6958.12,0.529029,0.988687,0.0113695,12557.9 
152,-3.74,43.4827,152,9713.4,-0.0241162,27.5655,8.71334,118.951,0.00170684,-11.1138,500,0.565313,-1.47517,-3.56845,-4.75706,-2.8689,-347.671,5407.55,8.11303,6067.67,7819.53,2.75451,0.71402,0.809939,-2.56786,-0.679704,0.214337,5684.48,33.2887,6344.61,0.513161,0.989856,0.0095726,11077.4 
153,-3.82,43.4027,153,10374.7,-0.139009,29.1474,8.87111,118.746,0.0209131,-2.32272,0.00152495,-0.145761,-1.34871,0.280327,-5.36886,-6.45018,-378.294,5862.87,9.29111,6426.1,8418.87,2.23626,1.03331,5.04437,-2.98685,-4.06816,-3.00688,6164.19,36.6843,6727.42,0.518762,0.989693,0.00994502,11882.5 
154,-3.81,43.4127,154,9856.46,-0.269095,27.6964,8.83196,119.136,0.0535635,-468.959,468.295,-1.16013,3.49807,-5.16888,-2.21848,-7.40453,-281.784,5718.21,9.78248,5803.61,8780.67,0.614193,5.27239,-1.62024,-0.444156,-5.63021,0.103858,5942.67,30.1872,6028.06,0.536995,0.991189,0.00914052,11066.5 
155,-3.8,43.4227,155,9473.02,-0.284132,26.9789,8.82131,119.212,0.207944,-308.793,450.757,-2.86077,-7.31216,2.29461,-3.61505,-3.71852,-321.619,5612.79,-4.42574,5639.59,9837.64,-0.83562,-5.28701,6.34491,-1.5899,-1.69337,3.07283,5868.97,18.8635,5895.77,0.539409,0.994407,0.00585927,10880.4 
156,-3.79,43.4327,156,9493.87,-0.076057,26.7979,8.82066,119.283,0.00446298,93.8508,2.36668e-06,-0.272153,1.15465,-3.98624,-6.61615,-5.27788,-445.998,5282.54,2.53322,6113.76,7708.44,2.53618,3.96298,1.63041,-3.80782,-2.46956,0.119738,5637.79,34.829,6469.01,0.506247,0.989305,0.00982045,11136.5 
157,-3.78,43.4427,157,10379.7,-0.296746,29.0606,8.91633,118.977,0.207835,16.8684,488.102,2.11331,-1.07511,-4.79809,-5.449,-4.22354,-380.554,5991.15,-5.33249,6254.43,8549.15,4.50955,1.32114,-0.00559357,-3.05275,-1.82729,1.00592,6294.28,22.2243,6557.55,0.530348,0.993859,0.00620438,11868.2 
158,-3.77,43.4527,158,10090.5,-0.240561,27.5821,8.93609,119.179,0.105177,-25.4374,31.9917,-1.35037,2.20522,-5.29964,-5.53411,-3.27706,-347.019,5552.13,2.01982,6161.52,8110.69,0.83471,4.39031,-0.929476,-3.34903,-1.09197,-5.38979,5828.55,27.1483,6437.93,0.515764,0.991915,0.00770814,11300.8 
159,-3.76,43.4627,159,11022.8,-0.286927,29.9798,9.07178,118.945,0.0911792,-474.382,482.483,-3.63854,-0.673849,-8.49842,-7.11744,-5.88426,-430.555,6069.33,5.87498,6710.56,10261.6,-0.927452,2.03724,-3.07624,-4.40635,-3.17317,0.677745,6412.28,37.0525,7053.51,0.516796,0.989989,0.00958394,12407.8 
160,-3.75,43.4727,160,9187.31,-0.322741,26.4073,8.94304,118.613,-0.0908344,324.245,336.787,1.41868,-2.43413,-7.87933,-4.296,-3.08264,-366.083,5349.08,-18.7703,5749.75,8646.62,3.7238,-0.129001,-3.26908,-1.99088,-0.777511,-0.338324,5640.68,7.73861,6041.35,0.523457,0.997605,0.00235408,10775.8 
161,-3.74,43.4827,161,9886.76,-0.0872839,27.0383,9.14222,119.049,0.269196,204.008,429.69,-5.1366,-2.07241,-10.6056,-4.45672,-4.32759,-326.599,5644.53,-4.06373,6084.03,9834.62,-3.0801,-0.0159039,-6.49255,-2.40021,-2.27109,0.544697,5904.68,19.5861,6344.17,0.522666,0.994229,0.00565489,11297.2 
162,-3.74,43.4827,162,9870.88,-0.0743868,28.0163,8.92441,119.258,0.0310181,63.5686,2.89725e-07,3.56094,-1.89489,-10.3515,-3.39842,-7.4569,-405.507,5925.99,-5.81632,6002.13,8203.44,6.11431,0.658481,-5.24472,-0.845049,-4.90353,-0.242675,6248.99,23.5474,6325.13,0.537531,0.993449,0.00681115,11625.4 
163,-3.74,43.4827,163,10180.9,-0.0491367,28.353,8.91547,119.003,0.0498822,393.914,3.36558e-06,-3.49346,-0.56348,-6.21119,-3.9768,-9.30448,-459.788,5963.24,0.850402,6140.5,8868.47,-0.598295,2.33168,-0.420865,-1.08164,-6.40932,0.931882,6329.48,34.1447,6506.73,0.533674,0.990648,0.00957408,11860.2 
164,-3.74,43.4827,164,10677.9,-0.318535,29.5882,9.05977,118.991,-0.0571215,-18.0552,61.1489,-1.62788,2.28487,-2.0753,-5.183,-3.75945,-357.029,6123.18,-0.11981,6379.91,8759.88,0.620236,4.53299,2.42094,-2.93489,-1.51134,0.226028,6407.57,25.7335,6664.3,0.53077,0.993021,0.00706287,12072.2 
165,-3.74,43.4827,165,10487.1,-0.0906911,28.2725,8.94378,119.265,0.0251465,-31.7882,7.56295e-09,-3.8431,0.31953,-0.662509,-0.10079,-2.92758,-419.826,5715.26,9.85746,6391.04,8257.57,-1.19957,2.96306,4.62455,2.54274,-0.284052,0.465168,6049.67,40.258,6725.45,0.514152,0.988489,0.0109065,11766.3 
166,-3.74,43.4827,166,9812.92,-0.0881349,27.6071,8.96199,118.878,0.101614,173.249,1.5878e-07,0.339711,-0.50177,-5.63056,-5.28424,-8.7651,-483.906,5611.83,12.8678,6204.2,8627.24,3.38674,2.54525,0.46349,-2.23722,-5.71808,1.29714,5997.28,47.9086,6589.64,0.517075,0.986213,0.0132156,11598.5 
167,-3.74,43.4827,167,10389.2,-0.0407733,28.5917,8.96689,119.285,0.00708193,16.6049,499.999,0.321918,3.0114,-7.68796,-2.81032,-5.62957,-418.725,5928.05,-0.592222,6382.32,8349.8,2.95852,5.64801,-2.41476,-0.17372,-2.99296,1.79825,6261.58,29.7287,6715.85,0.523104,0.99176,0.0080884,11970 
168,-3.74,43.4827,168,10225,-0.329896,28.8048,9.00937,119.11,0.0395845,-271.928,127.529,-1.98369,-0.405313,-9.84436,-6.08059,-5.51302,-414.335,5859.84,-12.1489,6341.77,8798.41,0.62527,2.20364,-4.62644,-3.47163,-2.90407,0.433952,6189.87,17.8541,6671.8,0.521872,0.994978,0.0049054,11860.9 
169,-3.74,43.4827,169,10504.6,-0.0813627,29.6696,8.86024,119.266,0.0039839,7.07636,500,-2.50162,-2.42103,-7.73629,-4.95954,-3.29831,-421.143,6040.7,-1.87521,6586.42,8558.53,0.150208,0.230798,-2.43263,-2.30771,-0.646484,0.51404,6376.15,28.6208,6921.88,0.520088,0.992206,0.00755922,12259.7 
170,-3.74,43.4827,170,10363.3,-0.358118,29.1918,9.10249,119.031,0.281048,-10.6861,37.4802,-4.73694,-1.78725,-8.89374,-4.56541,-3.80247,-525.746,5736.9,-11.8938,6734.93,8747.78,-1.42646,1.52324,-2.27277,-1.25492,-0.491991,0.420641,6155.67,26.1767,7153.71,0.503066,0.992613,0.00669547,12236.3 
171,-3.74,43.4827,171,10448,-0.316099,29.8919,8.88614,119.067,0.0794511,172.692,500,1.71687,-0.648723,-5.62626,-3.29367,-3.59222,-447.068,5820.8,-3.69441,6676.53,9093.58,4.53193,2.16634,0.00387246,-0.4786,-0.777156,0.999289,6176.91,28.6788,7032.63,0.508193,0.99194,0.00745603,12154.6 
172,-3.72,43.5027,172,10561.8,-0.29071,29.4228,8.91776,119.351,0.264589,-89.161,157.375,-0.960807,3.13432,-8.03575,-3.97288,-7.70778,-478.514,5946.37,-4.92968,6502.52,9309.49,2.05227,6.1474,-2.00959,-0.959804,-4.6947,4.75222,6327.52,29.7207,6883.68,0.519559,0.991847,0.00789065,12178.6 
173,-3.7,43.5227,173,10130.2,-0.0451482,28.1669,8.80426,119.256,-0.0181293,-1.89501,2.7671e-06,-0.784291,-2.8741,-10.7747,0.272791,-4.01784,-469.932,6001.09,6.53886,5921.61,8073.97,2.17475,0.0849396,-4.85662,3.23183,-1.0588,-10.4568,6375.41,40.5678,6295.93,0.543655,0.988987,0.0117304,11727 
174,-3.68,43.5427,174,9335.23,0.00593944,26.6913,8.73271,118.843,-0.0407083,27.5853,500,-2.10148,-0.218443,-2.52646,-3.85937,-4.00194,-369.26,5596.09,-9.12419,5732.12,7624.32,0.223654,2.10669,2.1238,-1.53424,-1.67681,-0.708473,5890.22,17.6148,6026.25,0.534865,0.994794,0.00535566,11012.5 
175,-3.66,43.5627,175,10454.9,-0.334695,29.8485,8.87988,118.987,0.131921,156.085,77.9495,-0.387959,-1.49848,-7.85232,-5.30618,-1.70959,-454.937,5883.66,-12.379,6557.71,9298.59,2.47666,1.36614,-2.12308,-2.44156,1.15503,5.90109,6246.04,20.5641,6920.08,0.515005,0.994271,0.00544429,12128.1 
176,-3.64,43.5827,176,11038,-0.0535607,30.5664,8.96171,118.931,-0.0030451,26.3404,499.999,-1.51965,-0.021611,-9.73894,-3.0815,-1.29151,-413.236,6334.56,1.43194,6700.98,8919.86,1.08239,2.58043,-4.53486,-0.479464,1.31053,-109.641,6663.72,31.3554,7030.13,0.527221,0.991833,0.00814909,12639.3 
177,-3.62,43.6027,177,9929.83,-0.0241536,27.4495,8.76082,119.062,0.01292,23.6365,500,0.727309,2.05271,-12.1694,1.05603,-7.753,-435.824,5581.36,-6.11028,6083.2,7838.37,3.47158,4.79697,-6.68089,3.8003,-5.00873,18.6173,5928.51,25.4488,6430.35,0.520305,0.992544,0.00723756,11394.3 
178,-3.6,43.6227,178,9500.09,-0.233221,27.9319,8.72219,119.062,0.192375,315.26,6.92573e-06,-1.39027,-0.350442,-9.77109,-5.33612,-9.84274,-445.585,5530.66,-4.08632,6090.54,9905.17,1.41546,2.45529,-4.15963,-2.53039,-7.03701,0.577972,5885.59,28.1796,6445.47,0.517904,0.991691,0.00798934,11364.2 
179,-3.72,43.5027,179,10034,-0.371427,28.9257,8.9911,118.742,0.10807,-33.6451,301.364,-2.74575,-1.11335,-6.72034,-3.93191,-8.81005,-430.272,5801.68,-0.756048,6343.72,8584.61,-0.0364468,1.59596,-1.30173,-1.2226,-6.10074,0.815764,6144.41,30.401,6686.45,0.519485,0.991416,0.00830585,11827.9 
180,-3.7,43.5227,180,10328.1,-0.283735,28.7639,8.91807,118.993,0.0858649,484.563,388.923,0.981452,-0.642503,-5.75469,-1.8924,-4.53153,-426.287,5895.69,1.23162,6273.93,9704.98,3.66567,2.04171,-0.386259,0.791821,-1.84731,1.09055,6235.24,32.1001,6613.48,0.525883,0.991071,0.00886187,11856.7 
181,-3.68,43.5427,181,10288.1,-0.309073,29.3203,8.81717,119.148,0.0589603,-18.1187,450.171,-2.35432,-3.67046,-8.97619,-1.86585,-3.49634,-425.622,5842.59,0.877304,6432.72,8450.53,0.325708,-0.990433,-3.61613,0.814177,-0.816311,0.155699,6181.62,31.6976,6771.75,0.517827,0.991106,0.00854894,11937.6 
182,-3.66,43.5627,182,9917.07,-0.00838334,27.2725,8.80141,119.296,-0.00248141,-5.07872,500,1.26528,3.77055,-5.37979,0.343431,-5.8393,-469.693,5513,-13.0319,6178.54,7814.39,4.22281,6.72808,0.535275,3.30096,-2.88177,0.955039,5887.13,20.9797,6552.66,0.51385,0.993802,0.00586331,11456.9 
183,-3.64,43.5827,183,11306.2,-0.0427071,30.4466,9.00954,119.399,-0.00333058,9.21743,500,-1.3828,-1.88066,-8.00567,-2.94608,-9.87283,-404.75,6190.77,9.11897,7050.51,8930.69,1.1658,0.667936,-2.90847,-0.397484,-7.32423,0.669358,6513.17,38.4279,7372.91,0.509632,0.98978,0.00950981,12780.1 
184,-3.62,43.6027,184,10462.4,-0.213611,28.5772,9.00099,118.91,-0.739093,405.676,500,-1.24464,2.36212,-6.44299,-2.39774,-5.39238,-350.737,5936.68,2.25248,6244.89,18134,0.963853,4.57062,-2.026,-0.18924,-3.18388,15.9684,6216.05,27.6502,6524.26,0.528501,0.992276,0.00774647,11761.7 
185,-3.6,43.6227,185,10052.6,-0.101234,28.7582,8.77605,119.027,0.0489713,13.5296,3.1827e-06,-2.52993,-1.60682,-8.56536,-1.12533,-7.59928,-436.75,5746.64,-2.68689,6410.12,8237.5,0.220165,1.14328,-3.06516,1.62477,-4.84918,0.377774,6094.53,28.9392,6758.01,0.514791,0.991759,0.00782655,11838.8 
186,-3.6,43.6227,186,10259,-0.279786,28.2595,9.09377,119.188,-0.226785,-70.375,165.485,-1.40216,-1.35768,-11.9408,-0.470835,-5.57316,-355.746,5702.85,-1.62659,6398.54,8885.27,0.837878,0.882353,-7.46074,1.7692,-3.33313,-0.0213981,5986.22,24.1338,6681.9,0.513141,0.992994,0.00660938,11665.8 
187,-3.6,43.6227,187,9962.2,-0.0192032,27.8149,8.85969,118.783,0.00232786,-7.354,500,-2.02188,-0.824771,-7.12263,-4.27992,-3.33569,-386.647,5503.6,-0.308417,6395.47,8022.7,0.412732,1.60984,-2.25341,-1.84531,-0.901077,0.243116,5811.58,27.6896,6703.45,0.504937,0.991731,0.00755164,11509.5 
188,-3.72,43.5027,188,10538.3,-0.00863096,29.5905,8.83395,119.136,-0.0154318,136.047,500,-2.36446,-3.62165,-14.3221,-0.931683,-2.75751,-481.295,6036.48,1.74215,6483.9,8577.8,0.666125,-0.591061,-8.26097,2.0989,0.273075,-0.420893,6419.85,36.5939,6867.27,0.523769,0.990123,0.00972068,12257 
189,-3.7,43.5227,189,10767.9,-0.32603,30.087,9.00278,118.946,0.0604697,206.202,2.1108,0.422027,-0.412183,-6.35291,-4.025,-4.95767,-453.484,6094.25,5.34995,6597.16,9223.52,3.27749,2.44328,-0.641975,-1.16953,-2.10221,1.35526,6455.47,38.1878,6958.37,0.521861,0.989754,0.0100084,12370.1 
190,-3.68,43.5427,190,10866.6,-0.0668582,29.4986,8.90731,118.975,0.0806723,-211.736,500,-3.34795,-1.75969,-6.18745,-2.86964,-6.55678,-465.883,6038.75,-1.35841,6607.78,9109.53,-0.414415,1.17385,-0.320376,0.0639012,-3.62324,0.897325,6409.85,32.3773,6978.88,0.519357,0.991238,0.00847371,12341.9 
191,-3.66,43.5627,191,10258.8,-0.308697,28.8151,8.94822,119.132,0.0586253,337.355,122.36,-5.39672,1.64282,-7.93971,-6.35458,-4.05301,-370.82,5741.6,4.30748,6379.94,9037.49,-3.06176,3.97778,-3.2698,-4.01963,-1.71805,0.595895,6036.97,31.1595,6675.31,0.515496,0.991048,0.0085254,11711 
192,-3.64,43.5827,192,10712.7,-0.281604,29.345,9.01793,118.902,0.535755,-288.728,175.411,2.55529,0.302609,-6.48792,1.89671,-3.23279,-483.667,6124.88,4.51371,6391.03,13650.2,5.60082,3.34813,-0.396869,4.94224,-0.187264,1.02982,6510.14,39.5373,6776.29,0.530574,0.989484,0.0106337,12270 
193,-3.62,43.6027,193,10706.9,-0.318164,29.891,8.98767,118.712,0.0647529,-370.091,485.158,0.907077,-0.627987,-10.9816,-4.2309,-5.85537,-358.474,6218.9,-0.80416,6428.42,9525.59,3.16429,1.62923,-6.46721,-1.97368,-3.59816,0.10742,6504.43,25.1538,6713.95,0.532657,0.993278,0.00685414,12211.3 
194,-3.6,43.6227,194,10779.2,-0.0419058,29.7868,8.87193,119.006,0.0129482,-12.4375,1.16382e-12,-2.77476,-1.86874,-5.44076,-3.4721,-5.3877,-405.044,6167.7,7.89576,6511.12,8607.99,-0.224305,0.681714,-0.33985,-0.921644,-2.83724,0.906669,6490.33,37.226,6833.75,0.527711,0.990062,0.00993494,12299 
195,-4.15,43.0727,195,9903.96,-0.0241123,27.6479,8.75294,119.044,0.00387762,12.9283,499.986,-0.168443,-1.32566,-2.53205,2.27126,-6.01024,-412.762,5869.28,-4.86104,5837.03,7879.56,2.43061,1.27339,2.66605,4.87031,-3.41119,0.659472,6198.06,25.0281,6165.81,0.541836,0.992983,0.00742192,11439 
196,-4.17,43.0527,196,9600.97,-0.265272,27.2536,8.7557,119.391,-0.310074,-991.395,313.978,3.84449,0.736647,-5.16108,-1.10783,-1.04433,-420.399,5647.33,-19.8254,5696.3,17775.1,6.49162,3.38378,0.133196,1.53931,1.6028,0.989872,5982.19,10.6167,6031.16,0.538515,0.996904,0.00323219,11108.7 
197,-4.19,43.0327,197,10091.5,-0.0640601,28.9489,8.64925,119.101,0.0283869,16.1381,2.29426,0.807053,-2.01258,-3.06348,-1.49988,-0.982449,-372.299,5583.2,-4.31768,6479.7,8165.81,3.15132,0.331687,1.62506,0.844388,1.36182,0.777824,5879.75,22.6414,6776.25,0.505152,0.993306,0.00611735,11639.6 
198,-4.21,43.0127,198,10429,-0.362026,30.0971,-8.89078,119.147,0.183111,-199.451,497.094,-1.28313,-0.627654,-11.6485,-1.72541,-4.68328,-474.773,5747.72,-3.61696,6851.24,9899.74,1.70639,2.36187,-5.6695,1.26412,-1.69375,-1.79165,6125.9,30.7625,7229.41,0.499222,0.991289,0.00777755,12270.9 
199,-4.23,42.9927,199,10529.9,-0.254401,28.5238,9.03014,119.125,0.0341207,142.841,35.3114,-2.69494,0.294684,-2.71283,1.74115,-2.1545,-348.456,5881.39,-1.124,6245.47,8543.53,-0.500806,2.48882,1.67544,3.93529,0.0396314,0.780655,6158.95,24.1085,6523.03,0.526248,0.993196,0.00676222,11703.5 
200,-4.25,42.9727,200,11235.6,-0.324011,30.9246,9.08005,119.018,0.141632,-24.8117,152.949,-2.62766,-1.12995,-1.84174,-3.76064,-4.03126,-440.574,6293.64,2.68806,6836.14,9255.26,0.146521,1.64423,3.70662,-0.986464,-1.25708,-0.139158,6644.58,34.5911,7187.07,0.520997,0.990972,0.00878807,12753.6 
201,-4.27,42.9527,201,10244.4,-0.124755,28.9936,8.79275,119.211,0.0243311,29.8495,500,-0.721837,0.410313,-7.88988,-3.7132,-2.37948,-373.728,5886.67,-5.20012,6289.2,8322.57,1.63143,2.76358,-3.18334,-1.35993,-0.0262142,-17.2448,6184.36,21.8625,6586.89,0.524845,0.993852,0.00607695,11783.2 
202,-4.29,42.9327,202,10585.2,-0.336853,29.8267,8.98951,118.829,0.543327,-1152.38,419.416,-1.08127,2.32105,-0.0209966,-1.15069,-3.83974,-404.179,5875.51,-2.49106,6713.01,29110.7,1.46374,4.86606,5.06901,1.39432,-1.29473,0.559155,6197.45,26.7765,7034.95,0.508941,0.992496,0.00696262,12177.2 
203,-4.31,42.9127,203,10201,-0.320808,28.8369,8.94549,119.068,0.162126,-21.4859,490.742,0.710832,-2.32444,-8.27073,-5.42061,-5.24181,-385.35,6123.37,-9.00619,6017.23,8510.86,3.13728,0.102007,-3.41784,-2.99417,-2.81537,0.429227,6430.31,18.8979,6324.17,0.544671,0.994883,0.00547445,11805.9 
204,-4.33,42.8927,204,10895,-0.0538322,29.6727,8.87859,119.016,0.0319919,-98.6463,1.32028e-12,-1.64655,-1.46578,-11.0565,-4.16156,-6.28216,-398.15,6083.29,-2.57892,6603.63,8678.95,0.86049,1.04126,-6.04237,-1.65452,-3.77512,0.368631,6400.43,26.2521,6920.77,0.521077,0.992873,0.00693904,12283.1 
205,-4.35,42.8727,205,10941.9,-0.230341,29.8964,-9.15841,118.799,0.126181,-82.6706,451.853,-0.52218,-0.00045067,1.1622,-5.90596,-5.37944,-352.588,6175.49,-6.82565,6600.19,9252.79,1.69798,2.2197,5.60251,-3.68581,-3.15929,-1.09432,6456.34,18.7061,6881.04,0.524683,0.994955,0.00498282,12305.2 
206,-4.37,42.8527,206,9934.57,-0.20131,27.8115,8.93101,118.884,0.840355,-236.168,0.0444857,0.788554,0.910661,-7.81753,-1.47984,-8.42478,-378.437,5766.99,-5.49282,6018.43,14546.4,3.17147,3.29358,-3.0517,0.903077,-6.04186,-0.768661,6068.42,21.9107,6319.87,0.530442,0.993721,0.00634598,11440.3 
207,-4.39,42.8327,207,9721.75,-0.0523915,27.6046,8.79368,118.888,0.0246025,53.5756,2.79444e-07,-2.45598,-1.87792,-6.45598,-4.93811,-1.87665,-379.509,5554.04,-5.94632,6115.61,7945.1,-0.0663136,0.511748,-1.67664,-2.54844,0.513014,0.486737,5856.33,21.5348,6417.9,0.51773,0.993606,0.00614309,11311.5 
208,-4.41,42.8127,208,10810,-0.0406143,29.8179,-8.88363,118.676,-0.00852915,18.5008,500,-0.728026,-1.2556,-9.72757,-4.11004,-5.41143,-343.896,6242.2,-6.74408,6466.64,8628.22,1.4374,0.90982,-5.39672,-1.94462,-3.24601,0.345069,6516.12,18.1583,6740.56,0.532119,0.995147,0.0049379,12245.6 
209,-4.43,42.7927,209,9955.66,-0.320988,27.9171,9.04077,118.892,0.117226,-65.6016,420.558,-0.00714406,-2.66244,-7.86719,-2.04456,-3.77968,-434.512,5700.24,4.5392,6137.14,8466.53,2.72886,0.073565,-2.39518,0.691447,-1.04367,44.5362,6046.35,36.0032,6483.24,0.523172,0.989687,0.0101261,11557.1 
210,-4.15,43.0727,210,9955.74,-0.0327592,27.7307,8.825,119.153,-0.00916093,31.7513,500,-2.4637,-3.39979,-2.84425,-3.41892,-3.26677,-404.898,5664.14,-3.40004,6090.11,7976.04,0.0858303,-0.850251,2.25482,-0.869388,-0.717239,24.4322,5986.66,25.9196,6412.63,0.523429,0.99248,0.00739069,11437.4 
211,-4.17,43.0527,211,10401.7,-0.172999,29.0317,8.99007,119.063,0.00237684,56.0806,0.000155525,0.334047,-7.03393,-3.46784,-0.448263,-3.40272,-375.321,5953.62,-7.41561,6378.68,8500.64,2.69735,-4.67063,1.25876,1.91504,-1.03942,-6.81391,6252.58,19.7623,6677.63,0.524169,0.994499,0.00542211,11928.6 
212,-4.19,43.0327,212,9972.39,-0.309758,28.2288,9.02115,118.834,0.334621,11.0806,500,-1.16666,-1.60581,-11.5845,-3.07146,-5.01972,-383.296,5849.11,0.317059,6005.53,8410.61,1.24685,0.807703,-6.75745,-0.657948,-2.6062,0.151825,6154.42,28.0724,6310.84,0.534301,0.992081,0.00812761,11518.6 
213,-4.21,43.0127,213,9863.09,-0.0569667,27.7338,8.91716,119.082,0.0071716,-12.5441,2.45789e-10,-4.4471,-1.59131,-3.8188,-5.15496,-4.11495,-397.796,5712.45,2.4833,6100.11,8053.58,-1.94229,0.913505,1.19083,-2.65015,-1.61013,1.29057,6029.31,31.2887,6416.97,0.52503,0.991,0.00890201,11483.7 
214,-4.23,42.9927,214,10357.9,-0.316809,28.8293,9.05034,118.878,-0.906841,-581.238,499.4,-1.08241,-1.2126,-2.40568,-2.54633,-3.65395,-344.698,5704.3,-11.6392,6482.7,25652.2,1.08806,0.957875,1.93526,-0.375864,-1.48348,0.0879351,5978.87,13.3212,6757.26,0.510032,0.996116,0.00361838,11722.5 
215,-4.25,42.9727,215,10241,-0.304031,28.816,8.91616,119.048,0.0642844,205.406,82.5512,-0.404542,-3.02525,-4.05312,-6.46558,-2.78279,-346.202,5949.49,-3.16378,6078.62,8793.7,1.7754,-0.845312,0.306762,-4.28564,-0.602847,1.08401,6225.25,21.9056,6354.38,0.535437,0.99388,0.00631025,11626.5 
216,-4.27,42.9527,216,10416.8,-0.260989,28.6535,9.04925,119.043,-0.468214,145.672,325.111,-0.340316,-1.73738,-4.51351,-1.32897,-8.53116,-440.702,5918.59,13.7681,6331.35,10661.2,2.43467,1.0376,1.03645,1.44601,-5.75618,-4.21999,6269.62,45.6804,6682.39,0.52467,0.98741,0.0124359,11949.7 
217,-4.29,42.9327,217,10242,-0.313123,28.939,8.91464,119.265,-0.120741,96.4545,118.484,-2.4078,-6.74576,-4.09219,-3.80199,-6.10447,-245.107,5937.45,-2.16773,6146.05,8777.25,-0.864426,-5.20238,-1.00544,-2.25862,-4.5611,0.927624,6132.68,15.5811,6341.28,0.532223,0.995574,0.00450582,11522.8 
218,-4.31,42.9127,218,10415.7,-0.0362312,28.5457,8.88796,119.07,-0.000166152,43.0292,500,-5.57955,-2.86698,-3.43987,-0.829539,-5.82254,-331.463,6043.01,-4.64885,6173.76,8259.43,-3.49242,-0.77985,0.734399,1.2576,-3.7354,1.12208,6307.03,19.3532,6437.78,0.53544,0.994659,0.00550722,11779.2 
