cyc,field,FB,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
10,201.5,2.954,43.02,10,10,17101.4,-0.214179,27.5287,14.3754,115.775,-0.18936,-125.175,40.228,-3.53111,-1.4273,1.48141,-1.99124,-1.25901,-38.4752,8374.4,65.1309,8596.24,13654.1,-3.28885,-1.18503,1.96594,-1.74897,-1.01674,1.37279,8405.05,67.917,8626.89,0.463001,0.986056,0.0142951,18153.4,-0.000797349,0.600268,14.7317,12.1616,115.025,89.8103,0.556945,14.7477,13.7703,115.246,140.145,-0.220608,-50.3348,336.043,353.363,689.406 
11,201.5,2.954,43.18,10,11,21668.6,-0.189822,33.5334,14.6779,116.155,0.118074,359.103,43.1663,-1.98105,-1.75729,-1.9201,-1.50375,0.942176,-30.1054,10850.4,104.025,10067.2,17403,-1.79148,-1.56772,-1.54096,-1.31419,1.13174,0.696816,10874.3,106.205,10091.2,0.488133,0.983196,0.0190186,22277.4,-0.000414292,0.75233,14.8549,12.4285,115.374,90.1568,0.636619,14.8607,13.9952,115.712,140.659,-0.337877,-50.5024,434.266,414.337,848.603 
12,201.5,2.954,43.3,10,12,21393.8,-0.219848,33.328,14.6915,115.779,-0.126723,144.541,483.84,-1.22751,-1.10113,-0.440767,-0.61123,-3.31272,-6.0491,10925.3,116.095,9938.59,16535.6,-1.18942,-1.06304,-0.364588,-0.57314,-3.27463,0.943604,10930.2,116.533,9943.41,0.4931,0.981684,0.0211326,22166.2,-0.0006224,0.767244,14.9379,12.2502,115.072,89.5572,0.63131,14.7813,13.9765,115.29,139.679,-0.218305,-50.1217,438.907,408.214,847.122 
13,201.5,2.954,43.2,10,13,21562,-0.123281,33.5795,14.6136,115.86,-0.100566,86.0565,500,-2.80346,-1.59351,-0.370935,-0.0556734,-1.30544,12.3728,10549.2,110.31,10455.4,16256.2,-2.88136,-1.67142,-0.526752,-0.133582,-1.38335,0.920146,10539.4,109.414,10445.6,0.471711,0.982157,0.0189302,22342.9,-0.000640148,0.733239,15.0814,12.2403,115.185,89.3985,0.659285,14.7465,14.1712,115.258,139.931,-0.073132,-50.533,423.277,430.978,854.255 
14,201.5,2.954,43.08,10,14,13904,-0.124635,22.3191,14.5054,115.675,-0.174321,426.503,25.051,-2.3827,0.974349,-1.18471,0.24047,-1.86252,-0.162883,6641.48,62.1602,7048.91,12959.3,-2.38167,0.975375,-1.18266,0.241496,-1.8615,0.719014,6641.61,62.1719,7049.04,0.454686,0.983882,0.0159875,14607,-0.000685234,0.468609,14.7639,12.3813,114.92,89.7629,0.433192,15.0043,14.5002,115.251,140.334,-0.330748,-50.5712,268.34,295.167,563.507 
15,201.5,2.954,43.04,10,15,14992.9,-0.151252,24.0487,14.3631,115.668,0.0218872,52.1923,1.33968e-06,-2.29767,-1.51009,-1.34445,1.24819,1.75415,9.78808,7238.35,72.6503,7444.01,11281.5,-2.3593,-1.57172,-1.46772,1.18656,1.69252,0.417494,7230.56,71.9415,7436.22,0.462505,0.982886,0.0175094,15633.5,-0.00057862,0.50971,14.8247,12.319,114.824,89.3481,0.472074,14.628,14.2909,115.118,139.73,-0.293809,-50.382,291.382,308.93,600.312 
16,201.5,2.954,43.06,10,16,15032.1,-0.244951,24.6908,14.3494,116.158,-0.238695,36.9415,476.042,-2.34329,1.04879,-0.680812,-2.56409,-2.32236,-16.9969,6900.52,79.674,8157.26,11820.6,-2.23627,1.15582,-0.466762,-2.45707,-2.21534,0.924953,6914.06,80.9048,8170.8,0.428193,0.979933,0.0179132,16147.1,-0.00081638,0.477137,14.6458,12.6153,115.368,90.3231,0.498435,14.7579,14.6001,115.614,141.118,-0.246714,-50.795,276.596,336.382,612.979 
17,201.5,2.954,43.14,10,17,21811.8,-0.17679,34.0925,14.617,115.689,0.000698267,529.183,494.566,-1.01687,0.87171,-0.112038,-0.653131,-1.2442,59.8135,11028.5,129.602,10066.8,16234.4,-1.3935,0.49508,-0.865298,-1.02976,-1.62083,0.803979,10980.8,125.271,10019.1,0.49236,0.980426,0.0225136,22302.4,-0.000521724,0.772309,14.8487,12.3435,115.111,89.9708,0.63703,14.7487,14.1555,115.153,140.418,-0.0417472,-50.4468,442.642,416.397,859.039 
18,201.5,2.954,43.1,10,18,18174.8,-0.235019,29.1025,14.5448,115.797,0.254415,-282.478,500,-0.657752,1.59212,-2.0649,-1.13143,-2.42598,17.5374,9008.87,115.214,8833.22,16118.9,-0.76818,1.48169,-2.28576,-1.24186,-2.53641,0.572796,8994.9,113.944,8819.25,0.474398,0.978313,0.0232465,18960.7,-0.000827386,0.611481,14.9831,12.7099,115.034,89.7534,0.544547,14.7096,14.7031,115.317,140.321,-0.283568,-50.5678,365.283,369.914,735.197 
19,201.5,2.954,43.16,10,19,23584,-0.0583718,36.9403,14.4735,115.738,-0.0667705,-22.0257,500,-1.81699,-0.997627,-0.626384,-1.3297,-2.37625,-22.8877,11717,148.123,11082.5,17452.6,-1.67288,-0.85351,-0.338149,-1.18559,-2.23214,0.946174,11735.3,149.781,11100.7,0.48335,0.978152,0.0242526,24279.1,-0.000617858,0.788435,14.9164,12.81,115.103,90.0317,0.680664,14.6808,14.7055,115.176,140.495,-0.0725384,-50.4633,472.758,462.076,934.835 
20,201.5,2.954,43.24,10,20,23259.5,-0.00265669,35.8186,14.6865,115.803,-6.67824e-05,6.7782,500,-0.54071,-0.889499,2.8548,-0.754234,-1.06028,28.5059,11698,152.574,10787,17124.6,-0.720204,-1.06899,2.49581,-0.933728,-1.23977,2.70142,11675.3,150.51,10764.3,0.489758,0.977938,0.0251101,23839,-0.0006912,0.774216,15.2712,12.7642,115.194,90.4799,0.658695,14.8467,14.6971,115.11,141.307,0.0841681,-50.827,473.041,451.464,924.504 
21,201.5,2.954,43,10,21,21508.1,-0.22737,33.6038,14.6701,115.991,-0.471595,1222.77,436.917,-2.40187,-0.252311,-0.255462,-1.6599,-2.38613,11.6399,11068.8,128.33,9816.39,34819.9,-2.47516,-0.325605,-0.402049,-1.73319,-2.45942,0.945635,11059.5,127.487,9807.12,0.499492,0.980226,0.0233863,22141.6,-0.000564837,0.755484,14.9392,12.593,115.291,89.7931,0.621298,14.7807,14.0795,115.426,140.135,-0.135435,-50.3424,444.67,405.231,849.901 
22,201.5,2.954,43.22,10,22,21003.8,0.0058121,32.9357,14.3887,115.677,-0.0278802,-15.3078,2.44442e-05,-2.74274,-0.356565,4.34149,-2.45056,0.872119,3.76274,10736,106.143,9716.09,15441,-2.76644,-0.380258,4.2941,-2.47426,0.848426,9.97553,10733,105.87,9713.09,0.494407,0.983031,0.0196833,21708.8,-0.000628662,0.769471,14.9321,11.9956,115.039,89.7493,0.62355,14.6756,14.0207,115.151,140.264,-0.111724,-50.5144,430.455,401.049,831.503 
23,201.5,2.954,43.28,10,23,20198.7,-0.118009,32.1705,14.2154,115.807,0.0502576,-33.8258,500,-1.86403,1.21929,-1.21063,-3.13545,-0.898107,11.3833,10285.1,76.9385,9528.97,14942.5,-1.93571,1.14761,-1.35399,-3.20713,-0.969785,0.785728,10276,76.1142,9519.9,0.488555,0.987204,0.0145144,21033.5,-0.000583258,0.762095,14.5283,11.8388,115.145,89.4949,0.63002,14.4903,13.6434,115.158,139.796,-0.0125734,-50.3011,409.081,388.869,797.951 
24,201.5,2.954,43.12,10,24,20515.5,-0.15973,32.1043,14.5879,115.817,-0.0969248,158.473,2.28569,-1.61782,-0.863197,1.16423,1.76968,-0.71507,-29.7543,10253.9,133.871,9773.8,15745.8,-1.43046,-0.675842,1.53894,1.95704,-0.527715,-0.785401,10277.6,136.026,9797.5,0.481415,0.977363,0.0249375,21348.8,-0.000765795,0.686712,15.0319,12.7899,115.021,90.6599,0.597144,14.846,14.667,115.183,141.247,-0.162565,-50.5867,414.131,408.548,822.679 
25,201.5,2.954,43.26,10,25,21980.7,-0.244541,34.6017,14.6,115.866,-0.29499,138.592,396.052,0.0266719,0.567709,-1.60714,-1.27075,-0.671955,8.0211,11331,133.151,10009.3,17776.3,-0.0238348,0.517202,-1.70816,-1.32125,-0.722462,0.475785,11324.6,132.57,10002.9,0.500472,0.979925,0.0238319,22627.9,-0.000651478,0.788257,14.9608,12.341,115.195,89.8163,0.627202,14.7892,14.3256,115.282,140.095,-0.0871815,-50.2791,455.341,416.567,871.908 
26,201.5,2.954,42,0,26,21620.8,-0.236897,33.8083,14.6858,115.893,-0.200181,5.07172,186.344,-0.696445,2.6019,-3.96453,-1.35236,-0.719679,62.0864,11007.2,123.884,9976.08,16195.8,-1.08739,2.21096,-4.74642,-1.7433,-1.11062,0.267162,10957.7,119.388,9926.63,0.494152,0.98129,0.0216749,22174.8,-0.000654033,0.77445,14.8825,12.2473,115.209,89.7283,0.620618,14.9482,14.3239,115.296,140.42,-0.0861953,-50.692,441.341,415.982,857.323 
27,201.5,2.954,43.02,10,27,19282.5,-0.250206,30.4689,14.6778,115.826,0.0984435,297.151,12.1857,0.74176,-1.03745,-2.5376,0.982924,0.698751,-9.94984,9711.04,113.984,9125.78,15510.7,0.804411,-0.9748,-2.41229,1.04558,0.761402,-2.10981,9718.96,114.705,9133.71,0.484977,0.979764,0.0226108,20040.1,-0.00075376,0.667208,14.9698,12.4985,115.091,89.829,0.561608,14.909,14.5632,115.317,140.543,-0.225431,-50.7135,390.906,382.349,773.254 
28,201.5,2.954,43.18,10,28,21307.2,0.0213506,33.5531,14.3892,115.837,-0.0617515,161.585,500,-0.856823,1.14935,-1.66102,-0.909621,0.485117,43.9965,10950,117.983,9931.44,16041.6,-1.13386,0.872315,-2.21509,-1.18666,0.208083,0.358912,10914.9,114.797,9896.39,0.493936,0.981927,0.0209212,22097.9,-0.00076612,0.769411,14.8495,12.3054,115.129,90.2914,0.628242,14.7528,14.1518,115.353,140.674,-0.223994,-50.3824,439.62,410.67,850.29 
29,201.5,2.954,43.3,10,29,21652.2,-0.0349404,34.0133,14.4386,115.923,-0.062551,48.5676,500,-0.842658,0.837117,0.672822,-1.65761,-3.1654,11.8502,11119.6,128.973,10020.6,16086,-0.917276,0.762499,0.523586,-1.73222,-3.24002,1.11374,11110.2,128.115,10011.1,0.495487,0.980219,0.0230309,22422.8,-0.000709702,0.779573,14.8873,12.2956,115.083,89.8592,0.633935,14.8522,14.0731,115.366,140.116,-0.282955,-50.2564,446.169,414.837,861.006 
30,201.5,2.954,43.2,10,30,20922,-0.211479,33.2652,14.3826,115.808,0.281053,-872.435,65.4568,0.520018,-1.2498,-3.18985,-0.611169,-0.130404,9.18097,10131.1,85.9023,10362.2,23556.9,0.462208,-1.30761,-3.30547,-0.668979,-0.188214,0.339971,10123.8,85.2375,10354.9,0.463865,0.98548,0.014937,21824.8,-0.000655933,0.736331,14.557,12.1043,115.179,90.3533,0.673054,14.627,13.7905,115.217,140.791,-0.037848,-50.4373,405.312,424.071,829.383 
31,201.5,2.954,43.08,10,31,14013.9,-0.201045,22.9653,14.2476,115.777,0.0157909,202.914,496.853,0.593468,-1.27802,-0.551512,-2.10452,-3.13715,10.274,6870.56,58.1673,7138.5,10755.8,0.528776,-1.34271,-0.680897,-2.16922,-3.20185,0.900829,6862.38,57.4234,7130.32,0.459956,0.985568,0.0146184,14919.6,-0.000731505,0.477764,15.0072,12.3733,115.013,89.3124,0.471623,14.3265,13.791,115.178,139.739,-0.165414,-50.4265,277.339,291.255,568.594 
32,201.5,2.954,43.04,10,32,14501.8,-0.117284,23.8694,-14.1027,115.883,0.091264,-34.317,499.964,-0.660611,-2.44629,0.912474,-1.29013,-1.58071,-19.8516,7046.26,63.5098,7536.75,11060.1,-0.535611,-2.32129,1.16247,-1.16513,-1.45571,1.26939,7062.07,64.9473,7552.56,0.452799,0.984161,0.0155939,15596.5,-0.000893914,0.498834,14.8854,12.23,115.13,89.2054,0.484646,14.3931,14.2382,115.339,139.465,-0.209613,-50.2594,284.247,310.777,595.024 
33,201.5,2.954,43.06,10,33,14519.9,-0.201327,23.2468,14.5493,115.837,0.102274,40.1983,158.605,1.69964,-0.0444227,-1.27401,-0.466462,-0.530098,-0.618623,7167.99,71.8262,7146.07,11144.2,1.70354,-0.0405273,-1.26622,-0.462567,-0.526202,-1.13897,7168.48,71.871,7146.56,0.470247,0.982757,0.0181886,15244.1,-0.000724475,0.48522,15.1303,12.6289,115.284,89.5364,0.446552,14.8316,14.3868,115.122,140.101,0.162149,-50.5647,290.472,298.679,589.151 
