cyc,state,freq,microfreq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
148,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,148,9664.33,0.0124852,18.5311,9.88222,96.2303,-0.0574747,-0.18364,500,2.2321,1.92539,-1.97843,-1.14751,-1.74547,-229.606,3168.29,57.1007,5320.3,5961.76,3.67786,3.37116,0.913102,0.298257,-0.299699,0.885298,3490.33,80.9559,5642.34,0.427032,0.960993,0.0257498,8173.48,0.00163149,0.564973,9.1448,7.44067,96.4472,71.7833,0.680537,9.66489,9.19439,95.7414,122.311,0.705835,-50.5276 
149,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,149,9256.38,0.173196,17.329,9.86802,96.719,-0.352735,3.32208,499.981,0.689823,2.91007,-6.40466,0.258203,2.1534,-220.098,3045.67,52.6816,5059.2,5604.86,2.07572,4.29596,-3.63286,1.6441,3.5393,1.45857,3354.38,75.5489,5367.91,0.429512,0.96208,0.0252709,7809.75,0.00165383,0.52918,9.16901,7.5624,96.9268,70.8636,0.659237,9.60814,8.99225,96.1177,120.945,0.809149,-50.0816 
150,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,150,5031.86,0.246693,7.63052,10.6578,96.3357,-0.301543,-34.4112,365.216,0.995432,-1.46613,0.661586,-1.11835,-1.42675,-162.619,386.618,28.6075,3608.44,2985.16,2.0194,-0.442166,2.70952,-0.094384,-0.402786,0.285008,614.707,45.5029,3836.53,0.161806,0.885315,0.021381,3799.02,0.00148863,0.0464021,9.77207,8.10726,96.7904,70.5851,0.415475,10.0166,9.65455,96.1067,121.205,0.683744,-50.62 
151,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,151,9390.08,0.179526,18.191,9.60581,96.668,0.00642098,19.8201,500,-1.27928,1.18893,2.11347,-0.610734,-3.15121,-217.414,3090.94,45.1406,5170.93,5692.48,0.0897189,2.55792,4.85147,0.758264,-1.78221,0.250758,3395.88,67.7291,5475.87,0.427647,0.966274,0.0222768,7940.86,0.00159309,0.541813,9.05766,7.59551,96.8516,71.0571,0.667762,9.50798,9.25178,95.9893,121.101,0.862242,-50.044 
152,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,152,10383.3,0.266363,19.8581,9.83649,96.6828,-0.0507771,133.576,13.3928,3.04719,2.01775,1.63826,-2.50037,-0.871897,-201.598,3774.35,45.9956,5524.38,6579.56,4.3166,3.28716,4.17708,-1.23096,0.397514,0.618441,4057.11,66.9409,5807.14,0.457034,0.971936,0.020793,8877.04,0.00166907,0.646021,9.22481,7.49527,96.9048,71.0617,0.723659,9.63734,8.97752,96.1675,121.081,0.737262,-50.0196 
153,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,153,4860.09,0.266958,7.4966,10.0439,96.2391,-0.535772,215.091,105.154,0.797899,-0.95127,-1.28276,-0.961045,-3.391,-147.371,99.5899,33.9277,3721.19,6202.52,1.72585,-0.023314,0.573156,-0.0330894,-2.46304,3.6001,306.292,49.239,3927.89,0.0858816,0.780441,0.0225709,3566.44,0.00159774,0.00128829,0.0962462,8.11839,97.6631,66.9864,0.4485,9.57882,9.41428,96.2818,121.003,1.38138,-54.0167 
154,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,154,9702.01,0.00985677,18.2262,10.1713,96.6694,-0.0134411,0.873337,1.35529e-12,1.73062,-1.66133,0.988074,0.643759,-0.538495,-210.678,3384.48,42.8474,5105.4,6035.22,3.0572,-0.334743,3.64124,1.97034,0.788089,0.600834,3679.98,64.736,5400.9,0.450827,0.970134,0.0216028,8162.73,0.00165512,0.565517,9.32068,7.6952,96.761,70.9281,0.636113,9.84282,9.34889,96.167,121.229,0.594037,-50.3013 
155,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,155,9129.14,0.257082,17.4424,9.69732,96.6915,-0.20164,64.5604,418.701,1.58568,-0.215942,-1.02559,-1.70816,0.893589,-203.131,3172.86,51.3266,4985.35,5930,2.86475,1.06312,1.53254,-0.4291,2.17265,0.787264,3457.78,72.4312,5270.26,0.441488,0.964638,0.0246916,7832.09,0.00149943,0.535719,9.19943,7.64912,96.7925,71.243,0.649708,9.5234,9.08958,96.162,121.287,0.630524,-50.0439 
156,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,156,5014.5,0.263536,7.17113,11.0215,96.5013,0.242719,-552.155,366.579,-2.1737,2.12943,1.44402,-1.9631,-1.79911,-163.572,416.993,29.9035,3501.02,6935.66,-1.14373,3.1594,3.50395,-0.933133,-0.769141,0.0820968,646.418,46.898,3730.45,0.172715,0.88734,0.0226342,3742.69,0.00161792,0.0508716,9.53536,7.75994,98.178,69.9893,0.39475,10.2659,9.45882,96.1841,120.405,1.99393,-50.4159 
157,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,157,8792.55,0.0952853,17.4865,9.60085,96.3533,-0.0598127,-69.5009,32.2031,-0.106652,-1.05815,1.01033,1.68108,0.655152,-186.717,2961.4,48.1799,4888.71,5600.55,1.06905,0.117558,3.36174,2.85679,1.83086,0.636018,3223.29,67.5791,5150.6,0.42987,0.964608,0.0235992,7498.28,0.00135995,0.537704,8.94636,7.4212,96.6308,70.4373,0.646931,9.52869,9.04914,95.9369,120.424,0.693947,-49.9864 
158,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,158,10465.9,0.306144,19.5826,9.83617,96.6672,-0.700618,56.802,0.106209,0.14796,0.105326,-1.74864,-0.583082,-0.345763,-237.902,3719.05,39.3912,5485.95,7565.86,1.64596,1.60333,1.24737,0.914923,1.15224,0.809963,4052.73,64.1082,5819.63,0.456233,0.973063,0.0198888,8883.03,0.00178193,0.620145,9.48533,7.56102,96.9386,71.3786,0.708154,9.71745,9.07726,96.0687,121.614,0.869896,-50.2353 
159,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,159,4828.92,0.251943,7.70863,9.90065,96.1438,-0.408599,167.021,0.587646,1.81957,-0.470143,-0.126812,-0.537753,-2.23452,-144.604,43.0062,19.7955,3727.7,4706.07,2.7301,0.44039,1.69426,0.372781,-1.32399,0.567079,245.828,34.8193,3930.52,0.0700731,0.801364,0.0160566,3508.16,0.00150019,0.00971394,27.3133,0.0957147,112.495,71.4157,0.45986,9.49459,9.44303,95.9715,120.695,16.524,-49.2792 
160,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,160,9442.42,0.323707,19.5088,8.63172,97.6299,-1.65568,184.139,467.758,2.51533,-1.51762,1.91438,5.42534,-3.46941,-220.208,3200.25,52.5623,5052.88,15406.5,3.90191,-0.131035,4.68756,6.81193,-2.08282,0.644547,3509.12,75.441,5361.74,0.440879,0.963742,0.025264,7959.36,0.00186186,0.585347,8.14488,7.63549,97.9004,73.0694,0.728932,8.56701,9.13383,97.1642,124.138,0.736196,-51.0684 
161,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,161,9222.08,0.235662,18.0192,9.63377,96.5994,-0.627976,33.6753,196.516,0.853015,3.99636,1.78456,-1.72097,-0.685814,-238.929,3130.21,54.652,5033.19,6339.44,2.35749,5.50083,4.79351,-0.216492,0.81866,0.638335,3465.34,79.4759,5368.32,0.437485,0.961413,0.0265477,7921.04,0.00140086,0.540131,8.95786,7.92867,96.9303,71.0463,0.622154,9.6893,9.60389,96.0345,121.109,0.895783,-50.0625 
162,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,162,5201.51,0.266813,8.11635,10.1927,96.2736,0.162185,15.4538,368.096,0.255225,-0.149354,-5.48407,1.95649,0.712133,-139.186,429.68,18.711,3684.92,2774.65,1.13164,0.727063,-3.73124,2.83291,1.58855,2.46385,624.902,33.1719,3880.14,0.162506,0.915,0.0155043,3845.42,0.00165857,0.0634968,9.37151,6.94695,96.7092,69.8649,0.424097,9.77488,9.59287,96.0676,120.257,0.641642,-50.3919 
163,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,163,8808.74,0.236919,17.3404,9.48489,96.9369,0.163731,-43.3076,376.925,0.902424,0.882433,-1.60875,0.819551,-1.37324,-230.634,3097.44,37.701,4777.54,5584.93,2.35467,2.33468,1.29574,2.27179,0.0790067,0.844559,3420.93,61.663,5101.03,0.446901,0.96942,0.0217829,7654.79,0.00133402,0.553598,9.00405,7.49904,97.0571,70.967,0.640217,9.47946,8.99849,96.4094,120.978,0.647712,-50.011 
164,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,164,10207.4,0.272426,19.0824,10.0001,96.7486,-0.256532,109.419,76.3473,-1.79988,0.186275,-0.862268,-2.69174,-1.79637,-243.114,3652.88,49.9077,5392.72,7125.79,-0.269057,1.7171,2.19938,-1.16092,-0.26555,0.00971334,3993.87,75.1663,5733.71,0.456294,0.968114,0.0235797,8752.85,0.00164476,0.580322,9.64452,7.79467,96.8331,70.6783,0.672936,9.66267,9.50232,96.2272,121.076,0.60585,-50.3975 
165,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,165,4423.24,0.0116127,7.60502,10.3451,96.1744,0.0162411,-25.7375,499.972,-1.0025,0.738095,-1.18016,0.627619,-1.18965,-98.8133,56.5782,27.0571,3564.87,2574.73,-0.380299,1.3603,0.0642376,1.24982,-0.567446,0.962796,195.173,37.3234,3703.46,0.0597034,0.749257,0.0182263,3269.05,0.00116602,-0.0596929,0.0673795,8.54894,104.504,68.4836,0.464818,9.47823,9.13744,96.0095,120.652,8.49484,-52.1688 
166,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,166,8717.97,0.223112,17.1448,9.56945,96.7566,-0.524132,24.881,458.762,-0.744856,0.812042,1.12726,2.52142,-0.685477,-220.068,2912.56,37.7151,4937.11,5765.42,0.640856,2.19775,3.89868,3.90713,0.700234,0.656342,3221.23,60.5793,5245.78,0.425232,0.968138,0.0208299,7575.22,0.00128184,0.517283,9.01637,7.60973,96.9278,70.7225,0.63409,9.59777,9.20345,96.2349,120.871,0.692828,-50.1486 
167,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,167,9236.85,-0.0402411,18.2176,9.70645,96.8137,0.015723,18.6837,2.63115e-12,-0.351848,2.15543,3.13333,0.0982681,2.61695,-237.499,3210.66,31.568,4868.42,5765.91,1.14362,3.6509,6.12427,1.59374,4.11241,0.631622,3543.78,56.2432,5201.54,0.450802,0.972976,0.0195293,7861.06,0.0015342,0.561795,8.99154,7.59507,97.0238,71.2226,0.661541,9.46765,9.01715,96.1247,121.378,0.899088,-50.1557 
168,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,168,5120.49,0.256485,7.81449,10.5111,96.408,-0.151722,-66.8433,84.2876,-3.123,-1.90961,0.813221,1.29885,-0.0839312,-121.698,402.637,31.2262,3663.41,3004.03,-2.35669,-1.14331,2.34583,2.06515,0.682371,-0.472269,573.331,43.8702,3834.11,0.152659,0.881907,0.0206425,3755.64,0.00150983,0.0427634,11.3599,8.059,96.1299,69.5776,0.423158,9.96238,9.67169,96.2007,120.861,-0.0707409,-51.2837 
169,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,169,8574.17,0.276439,16.4919,9.3922,96.8997,-3.20561,466.365,4.63797,-0.48222,0.138993,1.2754,0.947121,2.42298,-199.071,2973.54,39.4571,4521.11,53709,0.771279,1.39249,3.7824,2.20062,3.67648,0.680089,3252.75,60.1399,4800.33,0.44946,0.968658,0.0225578,7237.03,0.00151998,0.520158,9.05101,7.58146,96.9999,70.5341,0.594426,9.40858,9.15447,96.4761,120.292,0.523829,-49.7581 
170,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,170,10145.3,0.246021,19.6103,9.81483,96.4068,-0.0595799,-60.4438,16.9038,-0.770619,0.734201,-1.26055,-2.17435,-0.0897256,-250.24,3680.06,60.7393,5383.45,6382.81,0.805078,2.3099,1.89084,-0.598657,1.48597,0.679145,4031.04,86.7383,5734.43,0.458562,0.963711,0.0271081,8790.62,0.00146403,0.617911,9.43382,7.71262,96.5038,70.335,0.700496,9.68842,9.11427,95.8735,120.208,0.630234,-49.8735 
171,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,171,5182.66,0.276225,8.1692,9.94596,95.8234,-0.388322,123.408,1.35838,0.698726,-2.45532,-2.73958,-0.725296,-0.137991,-143.675,31.6558,44.728,3966.91,4205,1.60341,-1.55064,-0.930215,0.179389,0.766694,14.5518,233.174,59.6553,4168.43,0.0631401,0.690741,0.0256856,3692.97,0.0078469,-0.00852198,12223.5,119.574,103.278,40,0.488344,9.56186,9.31625,95.8439,121.917,7.43434,-81.9171 
172,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,172,9504.5,0.31419,17.7874,9.60354,96.6919,0.569363,-344.078,26.6874,-1.44617,-0.664971,0.676974,0.522439,-1.08698,-170.184,3141.67,51.7376,5091.79,11938.2,-0.374566,0.406631,2.82018,1.59404,-0.0153746,0.363522,3380.37,69.419,5330.49,0.433121,0.965309,0.0234277,7804.67,0.00186243,0.545487,9.02236,7.53737,96.9341,71.3618,0.659917,9.52218,9.08674,96.3173,121.614,0.616785,-50.2526 
173,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,173,8882.29,0.00716948,17.5133,9.84338,96.7216,-0.0484153,-7.61858,500,-1.03414,-2.1836,2.05209,1.09466,-0.698043,-203.832,3131.04,41.4507,4838.45,5623.87,0.249336,-0.900128,4.61903,2.37814,0.585431,0.333647,3416.93,62.628,5124.35,0.445485,0.968922,0.0220179,7670.14,0.00131969,0.522829,9.21352,7.76563,96.8192,71.1658,0.624392,9.57458,9.30967,96.2685,121.303,0.550709,-50.1376 
174,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,174,5181.39,0.0649162,8.34955,10.6849,96.1335,-0.25474,63.9728,500,3.18029,0.0700503,-3.54969,-1.04709,0.742326,-146.445,334.05,28.4497,3828.46,3434.72,4.10242,0.992175,-1.70544,-0.124964,1.66445,1.34603,539.453,43.6647,4033.87,0.138764,0.875926,0.0195501,3887.56,0.00143469,0.0468153,9.41601,8.79022,96.0874,70.7833,0.433963,9.89237,9.8903,95.8971,120.413,0.190328,-49.6301 
175,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,175,8545.72,0.298572,16.4367,9.23341,96.6398,-0.69354,887.132,69.7726,1.44711,0.607631,2.21387,-0.296463,-4.08791,-209.224,2682.14,66.5152,4678.97,24969.3,2.76454,1.92506,4.84873,1.02097,-2.77048,0.377476,2975.59,88.2528,4972.43,0.418938,0.950658,0.0316594,7102.71,0.00175203,0.488889,8.67804,7.56106,96.8923,71.0227,0.617963,9.14645,9.14478,96.2467,121.306,0.645594,-50.2836 
176,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,176,9859.09,0.00100474,19.0601,9.98768,96.5078,-0.010758,2.06838,5.77481e-08,2.90995,-0.449023,3.66528,-1.31753,0.67168,-219.31,3511.51,35.7411,5246.59,6197.79,4.29089,0.931915,6.42716,0.0634072,2.05262,0.533113,3819.11,58.5265,5554.2,0.453087,0.973882,0.0190413,8429.1,0.00158415,0.59257,9.31268,7.63261,96.4952,71.0262,0.671948,9.60684,9.25602,96.0792,121.252,0.416033,-50.2254 
177,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,177,5375.52,0.0577417,8.21701,10.6718,96.3458,-0.0413918,13.5418,499.992,-0.309536,0.966041,3.76153,1.95236,0.233964,-174.293,-29.2489,22.127,4097.29,2872.87,0.78794,2.06352,5.95648,3.04983,1.33144,0.548382,215.214,40.2354,4341.75,0.0563554,0.753482,0.0167844,3818.87,0.00169546,0.00840813,5.90038,5.27954,96.7162,71.3754,0.475077,10.0141,9.52822,96.1554,120.479,0.56078,-49.1031 
178,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,178,9924.8,0.00945564,18.9305,9.81597,96.7206,0.00696568,-9.95957,2.28378e-06,-1.3207,0.69916,2.94805,-1.09066,-1.55453,-173.12,3232.24,63.8513,5330.21,6051.35,-0.230612,1.78925,5.12823,-0.000571362,-0.464441,0.175772,3475.06,81.8377,5573.03,0.428984,0.960419,0.0263381,8100.67,0.00192842,0.573271,9.07552,7.46714,96.932,71.6861,0.691912,9.37685,9.20278,96.2112,121.93,0.720796,-50.2439 
179,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,179,8946.1,0.24853,17.4371,9.52788,96.5396,0.369008,-41.7293,42.7061,2.24828,2.9145,1.39333,2.28447,-1.85539,-155.742,2848.89,51.2748,5088.64,5909.65,3.22894,3.89516,3.35466,3.26513,-0.874722,0.739326,3067.34,67.4558,5307.08,0.410499,0.962941,0.0228784,7472.21,0.00147065,0.50525,9.00176,7.51455,96.6329,72.3964,0.665477,9.49678,9.1556,96.0494,122.788,0.583438,-50.3913 
180,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,180,5002.02,0.0195687,8.10915,10.7126,96.4621,-0.0272376,-29.0803,500,1.36254,0.569571,-1.85799,-2.40003,-0.728337,-189.557,312.469,11.8677,3687.9,2853.7,2.55613,1.76316,0.529192,-1.20644,0.465253,0.871158,578.341,31.5619,3953.78,0.14983,0.912823,0.0144919,3859.98,0.00131088,0.0523458,9.41304,7.94181,96.5571,70.0469,0.417771,10.1558,9.82917,96.1615,120.686,0.395605,-50.6389 
181,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,181,9355.81,0.292304,17.9237,9.48885,96.8107,-0.586408,-41.5986,476.174,1.07725,0.0680735,-3.83259,-0.294969,-0.130532,-215.241,3037.08,46.4961,5047.67,6330.59,2.43257,1.42339,-1.12196,1.06035,1.22478,1.22354,3338.98,68.8588,5349.57,0.429223,0.965167,0.0231621,7779.12,0.00169721,0.539235,8.78033,7.73935,96.9814,70.54,0.655455,9.5778,9.19218,96.2316,120.608,0.749742,-50.0677 
182,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,182,9935.96,0.0270674,19.2726,9.96212,96.426,0.0475426,8.94618,500,-0.741704,-1.10089,-2.7598,1.7096,1.80291,-218.802,3482.37,46.6988,5339.13,6263.97,0.636036,0.276852,-0.00431863,3.08734,3.18065,1.0006,3789.27,69.4315,5646.02,0.447087,0.968931,0.0221513,8475.46,0.00151528,0.607014,9.23229,7.65798,96.7321,70.5634,0.679544,9.65381,9.25585,95.806,120.677,0.926066,-50.1133 
183,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,183,4367.77,0.21078,6.98217,10.1647,96.2968,-0.169622,150.962,5.02311,-0.700281,-0.932922,0.170794,-0.807315,-2.28104,-131.746,11.4135,9.26177,3423.2,3143.94,0.129289,-0.103352,1.82993,0.0222544,-1.45147,-3.28899,196.2,22.9497,3607.98,0.0614888,0.830083,0.0115816,3190.83,0.00121594,-0.0322393,2.6314,0.609928,106.87,73.6712,0.431419,9.65488,9.37023,96.352,120.56,10.5176,-46.8885 
184,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,184,9382.55,0.276625,17.6595,9.76436,96.7397,0.917606,-223.317,157.177,-0.396139,-2.63774,-0.45102,-0.349406,-2.69602,-184.671,3134.76,29.0609,5045.04,12284,0.766686,-1.47492,1.87463,0.813419,-1.53319,-3.19733,3393.78,48.2475,5304.06,0.435315,0.975725,0.0164803,7796.14,0.00161534,0.532672,9.13718,7.87712,96.996,71.0195,0.639803,9.63268,9.30035,96.1514,120.996,0.844573,-49.9763 
185,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,185,8901.8,0.0433295,18.0188,9.67711,96.7089,-0.113167,3.35149,27.2994,-0.999946,2.97181,0.999432,0.643938,-2.13763,-185.221,3127.33,43.009,4791.47,5688.68,0.166342,4.1381,3.33201,1.81023,-0.971343,0.606858,3387.12,62.2528,5051.26,0.446869,0.968839,0.0221985,7579.66,0.00135578,0.555768,8.93991,7.69602,96.9284,71.3289,0.615283,9.44727,9.39888,96.1006,121.528,0.827811,-50.1987 
186,75,47.3227,47.3227,2.25,46.05,0.2,-0.19,-0.01,186,5154.46,0.251229,7.50801,10.5064,96.2678,-1.65336,996.634,500,2.74844,1.49575,6.21114,2.25644,-1.36986,-181.202,310.119,43.5884,3556.3,56209.1,3.88941,2.63673,8.49309,3.39742,-0.228877,0.533033,564.272,62.4146,3810.45,0.151403,0.837824,0.0292896,3726.95,0.0017696,0.0410658,9.96284,8.18772,97.0234,69.8272,0.423405,9.47869,9.62941,95.8825,120.526,1.14091,-50.6984 
187,97,43.248,43.248,4,48.55,-0.2,0.19,0.01,187,9144.57,0.23944,17.9704,9.54238,96.3748,0.0673421,-171.541,495.467,1.80827,3.33364,-0.615462,0.984777,-0.734074,-214.697,3280.18,44.5345,4884.61,5958.32,3.16016,4.68553,2.08832,2.33667,0.617817,0.83797,3581.31,66.8407,5185.74,0.454166,0.968371,0.0231928,7885.48,0.00139824,0.577518,9.04971,7.58491,96.5016,70.5889,0.645749,9.51369,9.06598,95.7221,120.586,0.779497,-49.9974 
188,97,43.248,43.248,0,48.55,-0.2,0.19,0.01,188,9629.88,0.289512,18.5622,9.50017,96.7336,-0.0656654,55.9979,21.08,1.4501,3.41218,3.18526,-2.02277,2.2324,-233.739,3285.61,43.9971,5145.29,5860.29,2.92189,4.88397,6.12884,-0.550984,3.70419,0.641335,3613.45,68.2816,5473.13,0.443034,0.96799,0.0224654,8156.15,0.00172277,0.596547,8.94364,7.41237,96.8311,70.8188,0.69274,9.33263,8.94893,96.1644,120.875,0.666677,-50.0558 
189,75,46.2227,46.2227,0,46.05,0.2,-0.19,-0.01,189,4275.24,0.1286,7.03087,10.1606,96.6919,-0.162209,172.005,500,-0.101303,1.15806,-3.24662,-1.65151,2.35149,-162.804,22.0049,22.7308,3385.95,3233.79,0.923832,2.1832,-1.19635,-0.626374,3.37662,1.25668,250.354,39.6456,3614.29,0.0770267,0.783008,0.019806,3250.22,0.00130371,-0.00241539,49.9911,-10.1939,132.962,74.1728,0.428283,9.58846,9.25192,96.4531,119.745,36.5085,-45.5723 
190,97,43.218,43.218,4,48.55,-0.2,0.19,0.01,190,9233.96,0.29126,17.4302,9.58082,96.6625,-0.866201,67.0183,461.362,1.76416,-1.93535,-0.192675,4.18669,-0.774441,-151.979,2992.94,50.8074,4952.5,7326.02,2.72113,-0.978379,1.72127,5.14366,0.18253,0.804184,3206.11,66.5974,5165.67,0.427846,0.964924,0.0231981,7493.61,0.0017658,0.536055,8.75939,7.55161,97.1329,71.7991,0.662062,9.48109,9.01335,96.1993,122.306,0.933629,-50.507 
191,97,43.23,43.23,4,48.55,-0.2,0.19,0.01,191,9297.62,0.1377,17.6871,9.77612,96.6688,-0.0057706,-28.9423,76.934,-0.10252,0.564953,0.645261,0.108869,2.04066,-155.352,3164.88,40.3398,4923.2,5634.26,0.875689,1.54316,2.60168,1.08708,3.01887,0.714931,3382.77,56.4803,5141.1,0.442199,0.971611,0.019836,7649.89,0.00167266,0.55499,8.96327,7.62741,97.0186,70.1693,0.637831,9.6439,9.10197,96.3055,120.211,0.713158,-50.0417 
