cyc,field,FB,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
10,202.3,3.398,43.48,10,10,28035.3,-0.10412,46.9232,13.2296,115.85,-0.018586,234.685,105.614,-0.740624,-0.0906761,1.69473,-0.819903,0.0894703,31.6113,14691,70.1492,12906.9,20350.3,-0.939672,-0.289724,1.29663,-1.01895,-0.109578,2.22174,14665.8,67.8601,12881.7,0.501874,0.991968,0.00961085,29222.2,-0.000298273,1.29016,13.3726,10.736,115.236,89.5712,1.02493,13.3814,11.8475,115.163,139.292,0.0732784,-49.721,576.664,505.886,1082.55 
11,202.3,3.398,43.4,10,11,30568.7,-0.172903,50.0435,13.6602,115.722,-0.0749034,1153.25,461.18,-2.01222,0.0518291,1.29224,-3.27115,1.08154,-11.6745,15719.7,112.021,14291.6,25065.6,-1.93871,0.12534,1.43926,-3.19764,1.15505,1.59555,15729,112.867,14300.9,0.493241,0.987598,0.0143301,31889,-0.000401677,1.25858,13.9012,-11.3859,115.069,90.0129,1.0551,13.6063,12.6074,115.054,139.974,0.0144594,-49.9609,620.629,563.954,1184.58 
12,202.3,3.398,42,0,12,30440.1,-0.0652655,49.2333,13.6874,115.778,-0.0307709,81.7447,500,-0.465423,-0.77744,2.48647,0.132259,0.643868,16.9804,15801.7,134.15,13787.3,22018.7,-0.572344,-0.88436,2.27263,0.0253377,0.536947,-0.648972,15788.2,132.921,13773.8,0.50357,0.985481,0.0174663,31352.6,-0.000271952,1.26748,13.8975,-11.3641,115.17,89.9787,1.00208,13.7553,12.8152,115.071,140.077,0.0994461,-50.0983,623.698,550.493,1174.19 
13,202.3,3.398,43.28,10,13,27640.9,-0.161282,45.2816,13.6632,115.731,0.513917,-346.293,107.084,-0.534296,-0.0751074,-3.43336,-0.94294,-0.615253,14.6493,13865.7,97.6292,13328.6,25933.9,-0.626538,-0.16735,-3.61785,-1.03518,-0.707495,0.412154,13854.1,96.5685,13316.9,0.479344,0.987949,0.0131821,28902.2,-0.000476997,1.08931,13.959,-11.5818,115.062,90.4364,0.959648,13.5864,12.9814,115.099,140.461,-0.0368255,-50.0244,549.008,527.673,1076.68 
14,202.3,3.398,43.46,10,14,30527.5,-0.158584,50.6078,13.4581,115.888,-0.0423777,-158.528,479.889,1.3233,0.92718,-1.46454,2.28342,1.44543,0.633449,15834.5,98.4613,14167,22390.2,1.31931,0.923191,-1.47251,2.27944,1.44145,1.32789,15834,98.4155,14166.5,0.497264,0.98924,0.0126355,31842.1,-0.000382272,1.30329,13.6762,-11.2451,115.286,90.3184,1.06962,13.4368,12.4539,115.191,140.073,0.0949565,-49.7549,624.348,557.626,1181.97 
15,202.3,3.398,43.42,10,15,29637.7,-0.0876372,49.1873,13.2903,115.904,-0.00355091,41.2014,497.969,-1.7357,-0.326399,3.48245,-1.3093,-2.8413,31.2716,15510,92.6982,13400.6,21285.3,-1.93261,-0.523308,3.08864,-1.50621,-3.03821,1.78959,15485.1,90.4337,13375.7,0.506055,0.989883,0.0123014,30599.6,-0.000144031,1.30804,13.5018,-11.0842,115.311,89.6881,1.03356,13.2447,12.3787,115.265,139.645,0.0453707,-49.9568,609.643,527.788,1137.43 
16,202.3,3.398,43.36,10,16,29915.7,-0.126882,48.6969,13.6395,115.982,-0.0453562,84.5349,7.32727,-0.0572206,-0.262999,-1.15001,-2.16668,-1.38121,21.5348,15547.8,110.361,13668.8,21746.8,-0.192819,-0.398598,-1.42121,-2.30228,-1.5168,0.756296,15530.6,108.801,13651.7,0.501684,0.987889,0.0144688,30957,-0.000273052,1.24909,13.8734,-11.3653,115.44,90.0824,1.00586,13.5946,12.685,115.229,140.219,0.210338,-50.1367,613.576,540.482,1154.06 
17,202.3,3.398,43.2,10,17,30333.9,-0.0566756,49.6433,13.5666,115.854,-0.105821,180.738,37.2101,2.24011,-1.07159,1.14756,2.92545,-0.207361,11.2039,15458.4,90.5673,14191.1,22547,2.16956,-1.14213,1.00647,2.8549,-0.277909,0.781719,15449.5,89.756,14182.1,0.490845,0.989935,0.011524,31475.3,-0.000268241,1.26691,13.7397,-11.2434,115.272,90.9478,1.08077,13.3409,12.467,115.156,141.187,0.116753,-50.2395,609.574,559.889,1169.46 
18,202.3,3.398,43.34,10,18,29440.7,-0.0190639,48.9633,13.3514,115.853,-0.00187284,-54.326,499.994,-3.9805,-0.665344,-2.19753,1.60871,-1.50679,-22.9738,15366.2,109.136,13692.1,21284.4,-3.83584,-0.520683,-1.90821,1.75337,-1.36213,0.675115,15384.5,110.8,13710.4,0.498248,0.987553,0.0146685,30877.2,-0.00036709,1.28798,13.5386,-11.0935,115.237,90.3471,1.04546,13.3074,12.3956,115.095,140.471,0.141721,-50.1235,602.43,537.091,1139.52 
19,202.3,3.398,43.24,10,19,28168.6,0.0434175,46.0684,13.5063,115.807,0.0416844,-125.755,3.59202e-12,1.46505,-1.20788,0.590877,0.884278,-0.682703,6.0135,14344.3,100.147,13180.5,20425.8,1.42719,-1.24574,0.515146,0.846413,-0.720569,0.373634,14339.5,99.7112,13175.8,0.490607,0.987978,0.013749,29228.1,-0.000273645,1.19749,13.7243,-11.0199,115.209,89.7483,0.974038,13.6318,12.6449,115.047,139.833,0.162381,-50.0844,564.112,522.955,1087.07 
20,202.3,3.398,43.38,10,20,29771.2,-0.126275,48.643,13.5887,115.682,-0.0464182,198.919,430.148,4.03924,0.0160142,1.70783,0.0792157,2.45358,49.7582,15507.4,102.855,13586.8,21818.2,3.72593,-0.2973,1.0812,-0.234099,2.14026,0.831483,15467.8,99.2515,13547.1,0.502591,0.988896,0.0133162,30776,-0.000260778,1.25543,13.8417,-11.2915,114.996,90.2578,1.00701,13.5045,12.6664,115.005,140.328,-0.00878969,-50.0707,611.255,536.693,1147.95 
21,202.3,3.398,43.3,10,21,27093,-0.0711859,44.7503,13.3631,115.895,0.110455,-82.186,500,1.36032,0.318544,5.67158,1.77569,-0.00484345,22.0878,13513,74.7778,12978.3,19762.5,1.22124,0.179462,5.39342,1.6366,-0.143925,0.349155,13495.4,73.1784,12960.7,0.479563,0.9906,0.0102938,28140.9,-0.000262609,1.13586,13.5145,-11.1092,115.266,90.2374,0.971592,13.5755,12.5201,115.25,140.317,0.0157385,-50.0798,531.171,514.339,1045.51 
22,202.3,3.398,43.26,10,22,28104.8,-0.110943,46.5869,13.4363,115.793,-7.91027,11449.5,457.55,-0.116163,-1.50508,-1.61813,-1.92076,1.59449,-16.043,13667.4,66.5745,13948.8,2.96868e+06,-0.0151441,-1.40407,-1.41609,-1.81975,1.69551,0.521516,13680.2,67.7363,13961.5,0.464416,0.991409,0.00885805,29456.7,-0.000409144,1.15176,13.5367,11.0655,115.137,90.0766,1.04321,13.6588,12.4629,115.198,140.249,-0.060577,-50.1722,537.343,553.027,1090.37 
23,202.3,3.398,43.5,10,23,29927.8,-0.0833717,49.3596,13.3618,115.669,-0.0328345,-72.7822,176.689,-1.44931,-1.73948,-1.76882,1.09406,-1.10144,44.6078,15378.8,78.6262,13820.8,21547.8,-1.73019,-2.02036,-2.33059,0.813173,-1.38233,0.649551,15343.3,75.396,13785.2,0.496216,0.991474,0.00997459,30920.6,-6.59354e-05,1.29678,13.5847,-11.0116,115.072,90.2573,1.07578,13.2737,12.1641,114.97,140.168,0.102369,-49.9109,604.057,540.901,1144.96 
24,202.3,3.398,43.22,10,24,26063.7,-0.0786661,43.9128,13.0956,115.714,0.0648608,-44.0939,334.349,0.629372,0.220095,3.49681,0.770316,1.95876,13.5594,13602.4,60.2574,12030.4,18813.4,0.543992,0.134715,3.32605,0.684936,1.87338,0.493218,13591.6,59.2755,12019.6,0.500175,0.992426,0.00900272,27173.8,-0.00018828,1.21127,13.2374,10.6593,115.037,89.3292,0.969543,13.14,11.8616,115.017,139.217,0.019489,-49.8879,532.08,470.447,1002.53 
25,202.3,3.398,43.44,10,25,28391.3,-0.0971357,47.452,13.2285,115.873,-0.12699,301.286,342.7,1.31071,-1.24269,3.81415,0.408683,-1.35816,18.095,14736.1,65.3461,13107,21679.8,1.19677,-1.35663,3.58627,0.294743,-1.4721,-0.594569,14721.7,64.0358,13092.6,0.498764,0.992445,0.00892927,29516.4,-0.000209362,1.26805,13.4268,10.9068,115.277,89.6371,1.03434,13.283,12.0201,115.175,139.501,0.101797,-49.8635,578.192,514.213,1092.41 
26,202.3,3.398,43.32,10,26,26518.2,-0.0150099,44.5188,13.0956,115.657,-0.0616988,4.43154,6.21345e-12,-0.767039,-0.998491,-0.89688,2.05806,-0.598491,29.2109,13509.4,35.8439,12595.1,18987.4,-0.950972,-1.18242,-1.26475,1.87412,-0.782424,0.451647,13486.1,33.7287,12571.9,0.486998,0.995642,0.00491783,27692.3,-0.000322596,1.19094,13.2032,-10.8265,115.123,90.0503,0.987859,13.3052,12.1139,114.978,139.96,0.14468,-49.9092,530.07,495.753,1025.82 
27,202.3,3.398,43.48,10,27,30867.5,-0.0251136,50.1848,13.6016,115.684,0.00473065,34.1574,1.02427e-11,0.138716,1.51904,2.14764,0.12043,-0.472373,37.5594,15764.4,121.664,14334.8,22225.9,-0.0977855,1.28254,1.67464,-0.116072,-0.708874,0.176859,15734.5,118.944,14304.9,0.49326,0.986944,0.015086,31899,-0.000185458,1.27029,13.8069,-11.3471,115.012,90.3312,1.0556,13.5783,12.6868,115.055,140.436,-0.0426007,-50.105,620.024,566.587,1186.61 
28,202.3,3.398,43.4,10,28,29509.5,-0.147099,48.7654,13.4862,116.069,0.240449,-366.857,304.251,2.2844,0.687826,4.17735,0.347792,-2.93299,70.5481,15369.3,101.931,13645.7,24280.6,1.84018,0.243603,3.28891,-0.0964303,-3.37721,-0.731878,15313.1,96.8223,13589.5,0.499299,0.989056,0.0129546,30669.2,-0.000339009,1.3046,13.512,-10.9843,115.395,89.6879,1.03647,13.5504,12.2979,115.377,139.489,0.0175454,-49.8013,602.997,537.9,1140.9 
29,202.3,3.398,42,0,29,30578,-0.128043,50.4735,13.4471,115.92,-0.0394964,168.907,59.4097,0.213618,1.69688,3.22527,-0.504108,-0.813074,21.2515,15510.7,70.6932,14426.7,22311.8,0.0798035,1.56306,2.95764,-0.637923,-0.946889,0.0192506,15493.7,69.1543,14409.7,0.487581,0.99225,0.00876305,31776.7,-0.000375597,1.30459,13.7095,-11.0067,115.335,90.4387,1.11926,13.4007,12.2071,115.241,140.622,0.0935352,-50.1837,612.988,570.119,1183.11 
30,202.3,3.398,43.28,10,30,27351.7,-0.119164,44.8224,13.5565,115.846,0.199852,-192.558,461.376,-0.581038,0.0785477,-0.353255,0.105695,-1.14698,22.4242,13224.9,98.3993,13555.4,21033.3,-0.722237,-0.0626513,-0.635653,-0.0355036,-1.28817,0.768367,13207,96.7756,13537.6,0.463331,0.987339,0.0129974,28504.5,-0.000388643,1.07495,13.7566,11.3416,115.182,90.3509,0.977786,13.7265,12.8805,115.208,140.722,-0.0263258,-50.3711,522.617,538.603,1061.22 
31,202.3,3.398,43.46,10,31,29813.8,-0.156535,49.2369,13.5133,115.732,0.00205213,38.0991,466.877,0.615361,1.89076,-1.33472,0.949139,-1.87785,20.1888,15555.5,92.0809,13752.6,21662,0.488237,1.76364,-1.58897,0.822016,-2.00497,-2.05541,15539.4,90.619,13736.5,0.500276,0.989898,0.0120064,31061.7,-0.000404711,1.28789,13.728,-11.1249,115.08,90.1126,1.03703,13.4397,12.5059,115.036,140.155,0.0438017,-50.0429,612.607,542.916,1155.52 
32,202.3,3.398,43.42,10,32,28544.7,-0.119111,47.5166,13.3331,115.897,0.766663,-665.407,162.812,3.50294,-0.548218,7.47998,-0.460968,0.547608,37.527,14902.6,74.9823,13019.4,37230.8,3.26664,-0.784516,7.00739,-0.697265,0.31131,0.230259,14872.7,72.2649,12989.5,0.503293,0.991569,0.0101443,29550.9,-5.55273e-05,1.28886,13.3528,-10.8878,115.26,90.0845,1.01606,13.3118,12.0667,115.232,139.919,0.0272662,-49.8348,583.425,508.201,1091.63 
33,202.3,3.398,43.36,10,33,30233.2,-0.102068,49.8605,13.4031,115.897,-0.36522,556.962,121.543,2.66311,0.746399,1.02375,-0.00311672,1.28728,43.6251,15683,97.9863,13837.3,28376.7,2.38841,0.471703,0.474354,-0.277812,1.01259,0.88343,15648.2,94.8273,13802.6,0.500821,0.989506,0.0124976,31245.1,-0.000130692,1.31879,13.6361,-11.0352,115.297,90.1632,1.06663,13.2244,12.3267,115.177,140.078,0.119844,-49.9152,618.006,541.521,1159.53 
34,202.3,3.398,43.2,10,34,29118.3,0.0291057,48.3446,13.2891,115.773,0.0236147,-266.528,2.15375e-12,2.60725,-2.16428,2.51837,-2.30909,0.592047,20.2506,15218.8,62.471,13475.9,21118.9,2.47974,-2.2918,2.26335,-2.4366,0.464534,-3.72293,15202.7,61.0046,13459.8,0.499887,0.993027,0.00827995,30412.3,-0.0003906,1.28886,13.4664,-11.0641,115.241,90.1566,1.03278,13.4307,12.2728,115.075,140.498,0.166773,-50.3414,597.966,530.11,1128.08 
35,202.3,3.398,43.34,10,35,28758.7,-0.143488,47.8182,13.404,115.795,-0.0417514,153.808,56.2676,0.723796,-0.671507,-0.677967,-0.407477,-0.377133,11.0712,14529.5,93.3853,13814.2,21074.2,0.654083,-0.741219,-0.817391,-0.47719,-0.446845,0.552987,14520.7,92.5836,13805.4,0.482081,0.988965,0.012203,30120.8,-0.000376222,1.20681,13.6484,-11.1529,115.056,90.4944,1.06566,13.203,12.3641,115.206,140.557,-0.15058,-50.0622,572.131,541.796,1113.93 
36,202.3,3.398,43.24,10,36,27134.7,-0.0824157,45.4333,13.2279,115.702,0.179637,-148.394,500,-0.563424,-1.58557,-0.0110473,-0.681715,0.277754,7.31264,13870.3,69.6226,12761.2,20431.9,-0.60947,-1.63161,-0.103139,-0.727761,0.231709,0.963687,13864.4,69.0931,12755.4,0.49029,0.991354,0.00987966,28278.1,-0.000304716,1.19287,13.4318,-10.9427,115.1,89.8042,1.00247,13.2385,12.1647,115.004,139.728,0.0951245,-49.9237,545.947,502.702,1048.65 
37,202.3,3.398,43.38,10,37,28814.2,-0.0708686,48.3764,13.104,115.855,-0.0435365,80.0921,53.3635,1.18857,-0.0988911,3.8242,-0.590528,-2.83305,56.0012,15076.1,64.4373,13196.6,20749.9,0.835947,-0.451516,3.11895,-0.943152,-3.18567,5.98678,15031.5,60.3821,13152,0.50284,0.993019,0.00838639,29893.2,-0.000211885,1.32737,13.2718,-10.7655,115.234,90.1132,1.03767,13.1643,12.1821,115.142,140.196,0.091976,-50.0826,590.484,518.13,1108.61 
38,202.3,3.398,43.3,10,38,26145.3,-0.0530269,42.9195,13.4527,115.862,0.0674499,-55.3566,1.19306e-11,1.64751,-1.90563,2.06253,-0.681716,-1.81191,27.9268,13065.9,63.6235,12582.9,18917.3,1.47166,-2.08148,1.71084,-0.857564,-1.98775,1.98082,13043.7,61.6013,12560.7,0.47889,0.991803,0.00895333,27237.2,-0.000292336,1.08357,13.7238,11.0878,115.262,90.0905,0.944077,13.5988,12.4305,115.176,140.102,0.0865593,-50.0112,513.546,497.022,1010.57 
39,202.3,3.398,43.26,10,39,27246.1,0.0101531,44.3418,13.612,115.856,0.0475279,-49.5824,500,0.392516,1.48148,1.13333,-1.80369,-1.18587,20.3538,13424.3,95.6295,13230,19725.2,0.264354,1.35331,0.877001,-1.93185,-1.31404,2.16744,13408.1,94.1556,13213.8,0.473121,0.98786,0.0129559,28339.7,-0.000377219,1.09507,13.7077,11.3102,115.24,89.747,0.964505,13.796,12.7279,115.112,139.874,0.127798,-50.1269,528.985,527.642,1056.63 
40,202.3,3.398,43.5,10,40,28048.4,-0.00301486,46.9153,13.2306,116.025,0.017858,6.99695,500,1.34749,0.733453,4.08065,1.9955,0.429138,37.9889,14554.7,76.6372,13101.3,20210.5,1.10828,0.494247,3.60224,1.7563,0.189932,0.496261,14524.5,73.8864,13071,0.495805,0.991176,0.0103055,29294.7,-0.000390186,1.22996,13.4656,-11.0967,115.353,90.3026,1.01263,13.2592,12.3163,115.396,140.42,-0.0435812,-50.1173,572.338,514.996,1087.33 
41,202.3,3.398,43.22,10,41,28841.6,-0.116369,47.9243,13.3475,115.89,-0.0916798,321.857,357.883,-1.77478,0.0283655,1.06529,-2.8449,-1.50317,48.9986,14602.7,77.0904,13684.6,21784,-2.08331,-0.280166,0.448226,-3.15343,-1.81171,1.06515,14563.7,73.5423,13645.5,0.485729,0.99124,0.00983039,29983.1,-0.000320902,1.21884,13.4888,-11.2103,115.271,90.2987,1.04457,13.3892,12.4129,115.156,140.462,0.115656,-50.1636,574.031,540.71,1114.74 
42,202.3,3.398,43.44,10,42,30477.6,0.0175033,50.6586,13.2754,116.025,-0.0320565,-60.6209,496.948,-3.03852,0.704853,0.336312,0.190323,1.43463,-8.45606,15749.7,94.0748,14198,21955.9,-2.98527,0.758098,0.442803,0.243569,1.48787,9.3659,15756.4,94.6871,14204.7,0.495365,0.989593,0.0121304,31807.7,-0.000345297,1.30101,13.6,-11.2517,115.449,90.7272,1.09598,13.2695,12.3228,115.311,140.657,0.138004,-49.9295,620.071,558.22,1178.29 
43,202.3,3.398,43.32,10,43,28982.3,-0.125997,47.6173,13.5209,115.82,-0.0376607,171.938,456.849,-0.251511,-0.498747,1.77434,-1.99612,-1.6959,-3.09365,14612.3,80.2323,13846.9,21169.5,-0.232031,-0.479268,1.8133,-1.97664,-1.67642,1.71081,14614.7,80.4563,13849.4,0.482899,0.990458,0.0105882,30264.6,-0.000316383,1.20478,13.7474,11.1167,115.15,90.0028,1.0398,13.471,12.5258,115.203,140.237,-0.0529003,-50.2345,573.469,546.438,1119.91 
44,202.3,3.398,43.48,10,44,29191.3,0.0194756,48.5633,13.2092,115.881,0.0159005,-115.591,499.999,0.369463,2.80369,4.80264,1.06441,-0.983625,23.0388,15006.5,76.0611,13632.2,20942.2,0.224394,2.65862,4.51251,0.919338,-1.12869,0.372056,14988.1,74.3928,13613.8,0.493489,0.991389,0.00996587,30371.7,-0.000234049,1.29219,13.3429,-10.9553,115.228,90.1071,1.05859,13.3362,12.1907,115.199,140.061,0.0289297,-49.9539,588.176,535.913,1124.09 
45,202.3,3.398,43.4,10,45,27541.9,-0.0980959,45.9807,13.2534,115.883,0.0332738,53.8239,82.0095,1.11196,0.634896,3.04802,-1.5692,1.2077,40.3957,14176.6,60.0011,12831.4,19896.2,0.857598,0.380535,2.5393,-1.82357,0.953344,0.126551,14144.4,57.0759,12799.2,0.494431,0.992988,0.00814765,28607.5,-0.000258818,1.24112,13.4798,10.7065,115.186,89.4276,1.02119,13.3322,11.8989,115.268,139.176,-0.0816022,-49.7487,557.662,504.361,1062.02 
46,202.3,3.398,42,0,46,29853,-0.136726,49.7179,13.3545,115.592,-0.0406364,-0.409641,1.87993,2.39567,-1.66695,0.761651,-1.56923,-0.853915,68.4041,15587.3,111.808,13722,21614.5,1.96495,-2.09768,-0.0997934,-1.99996,-1.28464,0.971626,15532.8,106.855,13667.5,0.501428,0.988104,0.0141974,30977.1,-0.000213142,1.33175,13.4682,-10.9389,115.008,89.9435,1.0689,13.2116,12.2225,114.897,139.91,0.111518,-49.9663,610.953,537.489,1148.44 
47,202.3,3.398,43.28,10,47,25925.9,-0.0133445,43.3268,13.2193,115.713,0.00717121,-39.684,500,-0.000177259,-0.186864,-3.00874,2.3947,-2.38365,42.699,12640.7,58.6114,12901.5,18654.2,-0.269041,-0.455728,-3.54647,2.12584,-2.65251,0.260831,12606.6,55.5195,12867.5,0.464386,0.992352,0.00788547,27146.9,-0.00033275,1.08909,13.3705,-10.953,115.133,90.2955,0.994046,13.2991,12.3184,115.091,140.277,0.0417441,-49.9811,496.711,507.096,1003.81 
48,202.3,3.398,43.46,10,48,29944,-0.00529445,49.0808,13.5199,115.833,0.00216706,-43.5229,2.26969e-12,1.20908,1.63905,1.64335,0.500191,-0.599369,37.4983,15683.2,126.317,13541.8,21604.4,0.972968,1.40293,1.17112,0.264075,-0.835486,0.606427,15653.3,123.602,13511.9,0.506223,0.98637,0.0165716,30921.8,-0.000205483,1.2938,13.6847,-11.1369,115.115,89.7472,1.00668,13.6489,12.5645,115.232,139.666,-0.117339,-49.919,614.184,537.798,1151.98 
49,202.3,3.398,43.42,10,49,30463.9,0.0253156,50.5201,13.3129,115.971,-0.0290805,-36.4716,500,-1.70314,-1.91242,-1.05058,-0.832372,0.984363,6.03935,15458.2,72.6154,14620.4,21928.8,-1.74116,-1.95045,-1.12664,-0.8704,0.946334,0.762429,15453.4,72.1781,14615.5,0.483388,0.991893,0.00901513,31969,-0.000441699,1.32158,13.4124,-10.9864,115.364,90.3141,1.1248,13.4472,12.2131,115.231,140.214,0.132817,-49.9,606.434,575.244,1181.68 
50,202.3,3.398,43.36,10,50,25443,-0.0301154,43.8568,12.8359,115.775,-0.00872211,-32.2202,500,1.53551,-1.17567,0.87022,-1.68162,-3.33467,4.78802,13119.1,37.8418,12040.6,18334.7,1.50537,-1.20582,0.809922,-1.71177,-3.36482,1.20416,13115.3,37.4951,12036.8,0.490899,0.995022,0.0057055,26716.8,-0.00029449,1.20987,12.999,-10.4927,115.14,90.1994,1.00456,12.9277,11.6175,115.158,140.212,-0.0175435,-50.0121,513.686,469.636,983.321 
51,202.3,3.398,43.36,10,51,29710.9,-0.143625,49.5011,13.3664,115.709,-0.0290137,209.829,76.0306,-0.135523,0.338021,-1.85575,0.452433,0.692251,42.2188,15023.8,88.1351,14187.5,21737.1,-0.401364,0.0721804,-2.38743,0.186592,0.42641,-0.13492,14990.1,85.0779,14153.8,0.483803,0.990165,0.0109515,30984,-0.000379895,1.26649,13.479,-11.1251,115.073,90.7187,1.08357,13.3538,12.4027,115.008,140.853,0.0646322,-50.134,591.488,558.925,1150.41 
