cyc,freq,VVA,pulsetime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
18,43.248,1.62,0.64,0.15,18,11179.9,-0.0187027,19.5763,12.5134,90.5404,0.0206553,-18.0548,6.06626,-3.04244,0.103216,-0.605372,-1.03837,0.53344,75.4339,5096.09,10.7707,6161.4,7986.6,-3.51742,-0.371771,-1.55535,-1.51335,0.0584527,0.774569,4996.17,8.81137,6061.47,0.483644,0.996923,0.00267066,10330.3,3012.28,31896.3,42652.5,0.000416308,0.492168,11.8408,10.1882,91.2723,69.0055,0.543161,11.8314,11.306,89.9744,119.698,1.29781,-50.692 
21,43.348,1.62,0.64,0.15,21,12345.2,-0.000894703,22.3302,-12.1935,90.7936,-0.00421145,-3.32318,1.88959e-11,-2.54548,0.540793,1.36172,0.850109,-0.755643,103.259,6335.27,13.9294,6210.88,8864.16,-3.19567,-0.109399,0.0613328,0.199916,-1.40583,1.01378,6198.49,11.2474,6074.09,0.536959,0.996835,0.00339942,11543.7,3841.6,50075.9,45904,0.000243466,0.620604,11.8252,10.1491,91.3736,68.2742,0.575042,11.4373,11.2356,90.2406,118.541,1.133,-50.2671 
25,43.318,1.62,0.64,0.15,25,13658.3,-0.0433625,24.5905,12.2648,90.5943,0.00576219,23.8432,11.6818,-3.07945,-1.29577,-2.76045,-0.807684,-4.42153,84.4599,6684.56,10.2461,7218.49,9822.44,-3.61127,-1.82759,-3.82409,-1.33951,-4.95335,0.75417,6572.67,8.05235,7106.61,0.51243,0.997861,0.0020829,12826.5,4599.26,54857.7,60732.5,0.000215367,0.647125,11.8009,10.2568,91.4579,68.8319,0.653133,11.6664,11.3494,90.0043,119.694,1.45363,-50.8622 
26,43.138,1.62,0.64,0.15,26,14249.3,-0.0286396,25.6596,12.1889,90.769,-0.0118674,17.4917,1.24083,-1.12951,-1.82171,-0.291344,0.427566,-1.24647,66.144,7173.36,20.9078,7295.48,10188.2,-1.546,-2.2382,-1.12433,0.0110746,-1.66296,0.828619,7085.74,19.1898,7207.86,0.527658,0.995283,0.00488038,13428.7,5058.25,63897.4,63568.1,0.000261679,0.699466,11.7543,10.2704,91.6103,69.4449,0.678161,11.5709,11.094,90.187,120.133,1.42331,-50.6878 
30,43.288,1.62,0.64,0.15,30,13121.6,-0.0173369,23.9995,12.0274,90.7149,0.00260271,15.6689,2.25697e-11,-0.900797,-1.15025,-1.07657,0.128287,1.29116,76.6479,6737.15,18.7257,6662.98,9397.88,-1.38343,-1.63288,-2.04184,-0.354344,0.808531,0.556504,6635.62,16.7349,6561.45,0.534713,0.995606,0.00467629,12409.7,4385.03,56917.1,53264.3,0.00016729,0.665474,11.5659,10.2819,91.4444,68.7117,0.62061,11.5285,11.1348,90.1283,119.247,1.3161,-50.5356 
31,43.238,1.62,0.64,0.15,31,10780,-0.0116257,19.461,12.1481,90.4257,0.00420398,5.53472,6.23804e-10,-1.54092,-0.657153,-0.626756,-1.19674,1.59003,43.9613,4996.64,17.4166,5971.45,7696.82,-1.81773,-0.933965,-1.18038,-1.47355,1.31322,0.711568,4938.41,16.2747,5913.21,0.486925,0.994266,0.00504438,10142,3004.29,31376.6,42787.2,0.000129932,0.492712,11.663,10.1638,91.2039,69.1397,0.549739,11.8026,11.1197,89.8575,119.834,1.34638,-50.6944 
35,43.268,1.62,0.64,0.15,35,13433,-0.0181361,23.9377,12.2753,90.7871,-0.0499018,34.2711,65.1952,-2.85774,-1.68212,2.94266,1.32076,3.11166,66.7055,6804.77,20.1331,6805.66,9621.18,-3.27776,-2.10215,2.1026,0.900736,2.69163,-5.67382,6716.41,18.4005,6717.3,0.531882,0.995229,0.0050207,12627.6,4454.61,57274.4,54716.1,0.000334302,0.664908,11.7122,10.2055,91.624,69.0893,0.625553,11.6346,11.1495,90.1753,119.811,1.44865,-50.7217 
38,43.148,1.62,0.64,0.15,38,11459.9,-0.0257771,20.4446,12.3186,90.8787,0.0306808,-15.3017,193.142,0.0899142,-0.962251,-1.80827,0.780931,-0.321123,64.6581,5734.07,20.9936,5876.92,8213.82,-0.317221,-1.36939,-2.62254,0.373796,-0.728258,0.437659,5648.42,19.3141,5791.26,0.525692,0.994052,0.00610599,10744.7,3359.53,41686.8,41823.3,0.000365203,0.575286,11.6749,9.90365,91.7097,68.7226,0.555083,11.4626,10.9318,90.2321,119.204,1.47757,-50.481 
40,43.368,1.62,0.64,0.15,40,14466,-0.0118197,26.5652,11.9258,90.8201,0.00242406,0.880511,500,-1.16047,0.917978,0.066194,0.301717,0.225507,40.4623,7477.77,17.7576,7221.06,10313.3,-1.41525,0.663198,-0.443367,0.0469361,-0.0292739,0.623549,7424.17,16.7066,7167.46,0.540666,0.996077,0.0042754,13731.5,5264.81,70150.6,62715.3,0.000136522,0.732635,11.7199,10.3322,91.6452,69.3058,0.670973,11.5005,11.2656,90.1559,120.056,1.48933,-50.7502 
41,43.218,1.62,0.64,0.15,41,12060.1,-0.00295044,21.8918,11.9816,90.8084,-8.97199e-05,-5.47134,22.4817,-2.95921,0.0538255,-5.18717,-0.411531,-0.0361184,64.9889,6010.59,14.0656,6204.99,8538.69,-3.36843,-0.355392,-6.00561,-0.820748,-0.445336,0.453813,5924.5,12.3776,6118.9,0.523869,0.996357,0.00371245,11309.1,3740.77,45731,47797.4,0.0003213,0.603234,11.5,10.0722,91.6154,69.5681,0.598271,11.3985,10.8632,90.1286,120.302,1.48677,-50.7342 
42,43.168,1.62,0.64,0.15,42,13346.9,-0.0191974,23.8952,12.2654,90.6791,0.0124708,-37.1455,500,0.153555,1.14958,-1.31046,-1.41539,0.995089,63.1623,6741.06,10.8331,6822.58,9555.95,-0.244162,0.751865,-2.10589,-1.81311,0.597372,0.251617,6657.39,9.19255,6738.91,0.528883,0.997589,0.00250652,12587.6,4433.97,55315.5,56187.7,0.000233814,0.64685,11.9068,10.2526,91.4812,69.0203,0.637625,11.5209,11.1359,90.2009,119.62,1.28036,-50.5992 
43,43.128,1.62,0.64,0.15,43,14076.5,-0.0405075,25.266,12.2793,90.6603,-0.0547366,-387.495,422.926,0.880664,0.702227,-0.583216,0.973625,0.508302,47.3438,6789.86,17.1035,7517.16,10790.1,0.582553,0.404116,-1.17944,0.675514,0.210191,2.70209,6727.14,15.8738,7454.45,0.506293,0.995888,0.00390734,13287.1,4790.59,54909,65848.6,0.000256106,0.639025,11.9661,10.3907,91.5554,69.6051,0.680747,11.6055,11.3906,90.0629,120.286,1.49245,-50.6808 
44,43.358,1.62,0.64,0.15,44,13580.3,-0.0294416,25.3293,11.7778,90.9046,0.00434043,0.0822426,173.749,-1.95227,-0.0827605,1.02531,-0.050309,-0.502426,61.8559,6963.63,17.2238,6923.94,9711.44,-2.34176,-0.47225,0.246335,-0.439799,-0.891916,1.06317,6881.69,15.6172,6842,0.533355,0.996044,0.00418709,12902.6,4852.8,62224.9,60075.2,0.000150694,0.708549,11.2992,10.1765,91.6744,68.971,0.671718,11.5005,10.7637,90.3416,119.514,1.33282,-50.5428 
45,43.338,1.62,0.64,0.15,45,12320.6,-0.0195926,22.0075,12.2614,90.6956,0.00815431,5.44414,29.1602,-1.78675,-0.222814,-0.487693,0.567009,0.358163,31.5386,6136.75,19.0578,6315.48,8785.73,-1.98534,-0.421405,-0.884873,0.368418,0.159573,0.679814,6094.98,18.2386,6273.71,0.524713,0.994791,0.00532675,11615.8,3783.44,46410,48091.1,0.000250093,0.592872,11.8447,10.2947,91.5374,69.6826,0.58923,11.6006,11.0752,90.1208,120.464,1.41665,-50.7812 
47,42,0,0.64,0.15,47,12724.4,-0.0402283,23.0381,12.1952,90.6867,-0.0261354,41.6792,399.629,1.693,-0.519303,-1.93001,1.32683,-0.53886,88.5493,6504.32,12.0328,6429.95,9181.48,1.13543,-1.07687,-3.04516,0.769262,-1.09643,0.0810606,6387.02,9.73278,6312.65,0.53483,0.99734,0.00283209,11942.2,4116.79,53145.8,50201.1,0.000229839,0.647101,11.6303,10.084,91.584,69.433,0.602574,11.6161,11.0429,90.0477,120.132,1.53632,-50.6994 
48,43.328,1.62,0.64,0.15,48,13693.7,-0.00270252,25.1325,11.9957,90.7956,0.00144312,-18.1666,500,0.706378,1.16817,-0.470033,0.437237,0.485044,92.1186,6919.4,17.4172,6999.22,9815.05,0.126332,0.588125,-1.63013,-0.142809,-0.0950029,-0.413223,6797.38,15.0245,6877.19,0.529007,0.996147,0.00400829,12849.3,4811.91,60816.9,60403.2,0.000198812,0.692535,11.68,10.053,91.5907,68.6427,0.666629,11.4866,10.9857,90.277,119.102,1.31378,-50.4592 
51,43.298,1.62,0.64,0.15,51,13390.3,-0.039099,24.5892,-12.009,90.5512,0.00537803,11.9793,315.648,-1.51035,-0.914723,1.12335,3.89139,-0.460454,31.0277,6845.19,11.399,6827.07,9614.83,-1.70573,-1.1101,0.732608,3.69601,-0.655828,0.234449,6804.09,10.593,6785.97,0.532579,0.997283,0.00286732,12775.7,4609.04,59382.5,56679.2,7.3544e-05,0.675382,11.8084,10.2181,91.3467,69.963,0.64544,11.4068,11.1008,89.9543,120.66,1.39239,-50.6975 
53,43.228,1.62,0.64,0.15,53,11160.6,0.000451087,19.6221,12.4343,90.6384,-0.00567266,-3.45681,1.02135e-10,-1.05471,0.97894,1.04633,1.51477,-0.0837622,45.6506,5268.6,13.144,5963.08,7943.22,-1.34216,0.69149,0.471425,1.22732,-0.371212,0.303509,5208.13,11.9583,5902.61,0.500665,0.995998,0.0037181,10402.4,3080.94,34087.6,42155.4,0.000404696,0.510812,11.8671,10.1026,91.6534,69.4409,0.551871,11.5785,11.0631,89.9445,120.257,1.70889,-50.8162 
58,43.188,1.62,0.64,0.15,58,10835.7,-0.0112898,19.2693,12.2811,90.7694,-0.012518,6.74311,54.744,-0.525519,0.691833,-1.11961,2.80038,0.0822096,78.3932,5450.76,13.873,5515.58,7706.46,-1.01914,0.198212,-2.10685,2.30676,-0.411411,-1.04067,5346.92,11.8368,5411.74,0.528914,0.996141,0.00401298,10109.2,2947.38,37267.3,35858,0.000392509,0.539348,11.7039,10.0428,91.5813,68.6537,0.511032,11.4208,11.0859,90.3013,118.982,1.27995,-50.328 
60,43.158,1.62,0.64,0.15,60,13413.4,-0.0367221,24.4773,12.0737,90.6697,-0.0152753,-1.68582,468.5,-2.12518,-1.50754,2.55204,-0.121978,-0.199596,78.7889,6706.34,19.8421,6930.99,9621.31,-2.62129,-2.00366,1.55981,-0.618091,-0.695709,1.35621,6601.97,17.7957,6826.62,0.523575,0.995305,0.00477906,12609.4,4532.92,55278.7,58771.1,0.000178883,0.646572,11.9011,10.2683,91.5188,69.6726,0.657162,11.3695,11.1392,90.089,120.498,1.42983,-50.8257 
62,43.378,1.62,0.64,0.15,62,12308.4,-0.0242018,21.9062,12.3299,90.7086,0.0467635,-108.71,385.565,-0.646691,-0.0291426,0.793806,1.45679,0.74531,114.729,6149.48,14.5712,6353.19,8958.21,-1.36911,-0.75156,-0.651028,0.734375,0.0228931,0.676817,5997.5,11.5912,6201.21,0.52359,0.996629,0.00343142,11454.6,3748.92,46899,46936.4,0.000345867,0.604665,11.7703,10.0365,91.505,69.1221,0.576885,11.5752,11.2723,89.9652,119.782,1.53982,-50.6601 
63,43.178,1.62,0.64,0.15,63,14320.1,-0.0360933,26.193,12.0468,90.6885,-0.0362872,-38.6195,500,-2.72877,-1.42106,-1.40472,0.336963,1.70333,77.7613,7175.38,13.5732,7347.68,10317.5,-3.21842,-1.9107,-2.38401,-0.152679,1.21369,0.630508,7072.37,11.5535,7244.67,0.525917,0.997149,0.0029291,13447.7,5097.28,64947.6,63841.4,0.000206863,0.710769,11.5781,10.2987,91.458,69.7369,0.673987,11.5901,11.2994,90.1049,120.551,1.35302,-50.8144 
66,43.278,1.62,0.64,0.15,66,13332.9,-0.0426022,23.6661,12.4415,90.6763,0.000196218,-26.6651,218.407,-1.85124,1.83582,1.13823,-0.258576,-0.0471314,70.7629,6614.18,19.2385,6842.57,9585.21,-2.29682,1.39024,0.247081,-0.704151,-0.492707,1.1331,6520.45,17.4005,6748.83,0.523335,0.995352,0.00472706,12459.4,4364.48,53958.3,55632.1,0.000333099,0.639068,12.0963,10.0875,91.3307,69.1051,0.633867,11.5464,11.1261,90.1804,119.695,1.15031,-50.5902 
67,43.258,1.62,0.64,0.15,67,12968.5,-0.0283166,23.4033,12.1737,90.8043,0.00330677,-19.6628,150.548,-3.57414,-3.27229,0.767085,-0.33136,-0.414307,91.3667,6226.12,18.2543,6841.91,9276.74,-4.14945,-3.8476,-0.383538,-0.906672,-0.989619,0.962679,6105.09,15.8811,6720.87,0.507934,0.995468,0.00433394,12019.5,4271.87,48724.3,58520.5,0.000310233,0.611325,11.7867,10.2127,91.6015,70.1035,0.665308,11.3409,10.8188,90.2342,120.892,1.36725,-50.7886 
70,43.308,1.62,0.64,0.15,70,13618.2,-0.0493697,24.0742,12.5199,90.6628,0.0157812,21.6564,20.3933,-0.888425,-1.09638,-2.47696,2.65886,0.150894,125.07,6683.55,15.1837,7161.38,9822.92,-1.67596,-1.88391,-4.05203,1.87133,-0.636639,0.364608,6517.87,11.9351,6995.7,0.514268,0.996806,0.00313291,12674.1,4488.68,53559.4,59050.8,0.00027909,0.632065,11.9692,10.35,91.676,69.3598,0.64342,11.8138,11.2155,89.9956,119.946,1.6804,-50.5864 
71,43.118,1.62,0.64,0.15,71,12750.5,-0.000911771,23.2322,12.028,90.7982,-0.0100523,6.45587,1.98456e-11,-0.663901,-0.887974,-1.67815,1.73039,-0.311943,41.233,6294.37,19.3036,6690.14,9098.68,-0.923534,-1.14761,-2.19741,1.47076,-0.571576,0.347827,6239.75,18.2326,6635.52,0.516578,0.994913,0.00503611,12079,4175.3,49547.4,55155.1,0.000225443,0.622994,11.6436,10.129,91.6456,70.4154,0.639767,11.4175,10.9639,90.1403,121.236,1.50524,-50.8202 
72,42,0,0.64,0.15,72,13906.4,0.000611081,25.6781,11.9109,90.5505,-0.0105732,16.5566,9.90818e-11,-1.06799,-0.503703,-2.04349,0.651572,1.49233,51.5238,7172.95,17.2389,7023.27,9962.12,-1.39242,-0.828134,-2.69236,0.327141,1.16789,0.212272,7104.7,15.9006,6955.02,0.537213,0.996099,0.00419378,13225.1,4884.32,63989.3,59094.1,0.000109137,0.699649,11.6992,10.3488,91.4454,69.5496,0.650992,11.4293,11.3446,89.9138,120.334,1.53157,-50.7845 
73,43.208,1.62,0.64,0.15,73,13052.4,-0.0309951,23.9531,11.9831,90.7122,0.106581,21.7312,499.713,-0.919618,0.116841,-0.062571,-0.889391,-2.89032,86.1748,6608.7,15.3399,6716.19,9419.27,-1.46224,-0.425779,-1.14781,-1.43201,-3.43294,0.854722,6494.55,13.1016,6602.04,0.527826,0.996482,0.00364231,12304.3,4330.37,53737,55000.7,0.000165319,0.636843,11.796,10.3757,91.4698,69.6818,0.638716,11.331,11.0588,90.1937,120.658,1.27608,-50.9765 
75,43.198,1.62,0.64,0.15,75,13603.7,-0.0264505,25.226,11.929,90.7399,0.0015526,-15.97,499.662,-1.18655,0.79327,0.565241,2.31476,0.089498,107.883,6909.2,16.9253,6980.32,9796.79,-1.86587,0.113956,-0.793386,1.63545,-0.589815,0.470958,6766.29,14.1232,6837.41,0.529311,0.996361,0.00379058,12783.2,4750.39,60003.5,59649.5,8.28632e-05,0.681361,11.6374,10.2858,91.6165,69.4808,0.659802,11.4435,11.1468,90.1031,120.265,1.51334,-50.7838 
76,43.248,1.62,0.64,0.15,76,12763,-0.048954,23.1136,12.2345,90.7988,0.0279726,-3.80839,499.514,0.661669,-1.83955,-0.19118,1.70058,-0.555497,99.8217,6232.07,20.3973,6760.04,9208.98,0.033118,-2.4681,-1.44828,1.07203,-1.18405,0.637502,6099.84,17.8045,6627.81,0.511204,0.994918,0.00492415,11932.3,4044.94,48177.4,53284.1,0.00012767,0.604796,11.7514,10.3571,91.5917,69.655,0.609637,11.697,11.3973,90.2885,120.336,1.3032,-50.6814 
79,43.348,1.62,0.64,0.15,79,12706.6,-0.00222247,22.996,12.084,90.8403,-0.00600243,7.46683,6.13703e-12,-1.7442,-0.601889,1.83567,-1.18729,0.158913,83.1517,6375.29,14.1678,6573.11,9047.5,-2.26778,-1.12547,0.7885,-1.71088,-0.36467,1.16847,6265.14,12.0081,6462.96,0.524168,0.996657,0.00341092,11952.5,4153.04,51699.2,52397.5,0.000278706,0.642556,11.5895,9.97613,91.6755,69.4363,0.623339,11.5082,10.8865,90.2164,120.086,1.45912,-50.6494 
83,43.318,1.62,0.64,0.15,83,12424.8,-0.0498073,22.4102,12.3337,90.7166,-0.0244174,-403.591,0.0339094,-1.97377,-2.87401,-2.32094,0.227115,-0.591457,118.97,6132.31,17.5549,6520.71,9318.54,-2.7229,-3.62313,-3.81919,-0.522009,-1.34058,0.68247,5974.72,14.4647,6363.11,0.516207,0.995781,0.00417004,11574.3,3878.16,46745.3,50222.2,0.00025463,0.60202,11.7456,10.1334,91.494,69.2108,0.601684,11.5812,11.1312,90.0812,119.941,1.4128,-50.73 
84,43.138,1.62,0.64,0.15,84,13807,-0.00795148,25.4402,11.941,90.7703,-0.014498,5.06001,500,-2.30358,-1.13949,-1.03451,-0.588553,-0.235012,108.548,7190.12,24.6045,6812.31,9891.45,-2.98708,-1.82299,-2.40151,-1.27205,-0.918513,0.744578,7046.32,21.7851,6668.52,0.545608,0.994619,0.00598189,12914.6,4774.29,64694.7,55648.4,0.000317444,0.707685,11.5592,10.3409,91.5248,69.771,0.638646,11.2502,11.2481,90.0944,120.281,1.43044,-50.5104 
88,43.288,1.62,0.64,0.15,88,11782.7,-0.0369046,20.9808,12.3982,90.5924,0.0607729,-36.6705,469.779,1.44416,0.130888,-2.43745,-0.774055,1.01864,118.767,5986.69,17.4765,5972.77,8540.45,0.696319,-0.616959,-3.93314,-1.5219,0.270798,0.229534,5829.36,14.3916,5815.44,0.53251,0.995698,0.00453802,10947,3457.96,44529.8,41542.6,0.000346501,0.586835,11.7098,10.1673,91.336,70.1075,0.545527,11.5998,11.1228,90.0169,120.779,1.31908,-50.6713 
89,43.238,1.62,0.64,0.15,89,10252.6,-0.00706631,17.9795,12.431,90.67,-0.000507933,4.47003,259.749,0.418351,0.822891,3.28897,3.11163,4.58546,37.1342,4526.57,9.74506,5829.96,7275.87,0.184527,0.589068,2.82133,2.8778,4.35164,0.739354,4477.38,8.78053,5780.76,0.468127,0.99658,0.00279021,9564.45,2617.31,25047.8,39285,0.000279066,0.434835,11.8946,10.1907,91.5528,70.0866,0.523091,11.778,11.2969,90.0869,120.935,1.46592,-50.848 
93,43.268,1.62,0.64,0.15,93,13535.7,-0.0280748,24.7336,12.016,91.1219,0.0371268,-35.3182,88.3909,-3.1254,0.609734,3.13275,0.18545,-1.27941,40.3272,6906.61,21.9406,6808.22,9717.51,-3.37933,0.355805,2.62489,-0.0684798,-1.53334,2.31215,6853.19,20.8931,6754.8,0.535514,0.994693,0.00566549,12797.4,4637.8,59862,56398.1,0.000197825,0.676673,11.8234,10.2229,91.911,70.4141,0.641095,11.432,11.1507,90.4942,121.369,1.41682,-50.9548 
96,43.148,1.62,0.64,0.15,96,12574.3,-0.0275277,22.8203,12.1056,90.6232,0.0281934,1.73791,70.1875,-0.261798,1.55402,-1.82088,1.7622,0.648877,92.2754,6419.79,17.3806,6326.12,8994.58,-0.842832,0.972988,-2.98295,1.18117,0.0678434,-0.859944,6297.55,14.9839,6203.89,0.535644,0.995853,0.00442941,11757,3965.83,51058.6,48333.1,0.000274671,0.626487,11.6859,10.2978,91.2976,70.1299,0.593679,11.4067,11.1374,90.0687,121.056,1.22888,-50.9258 
98,43.368,1.62,0.64,0.15,98,13223.9,-0.0205272,23.7949,12.1694,90.9237,0.0336584,-6.98642,163.156,0.751622,-2.42257,0.32048,0.819381,2.77608,76.8936,6715.74,16.1712,6694.9,9434.14,0.267443,-2.90675,-0.647878,0.335202,2.29191,0.0184849,6613.88,14.174,6593.04,0.5327,0.996264,0.0039446,12415.8,4348.24,55324.7,54085.7,0.00030586,0.653013,11.6403,10.314,91.7052,71.029,0.627935,11.5227,11.0566,90.2116,122.429,1.49362,-51.3995 
99,43.218,1.62,0.64,0.15,99,11370.9,-0.0462577,19.9669,12.6329,90.5668,0.0688022,-15.7402,494.602,-2.05654,-2.97695,0.82459,0.350383,0.371691,133.856,5531.93,15.2992,6006.72,8246.46,-2.89939,-3.81981,-0.861118,-0.492471,-0.471163,0.899213,5354.62,11.8224,5829.4,0.510718,0.996151,0.00372202,10484.5,3219.91,37224,42758.6,0.000324934,0.530761,11.9391,10.1699,91.4705,69.2549,0.556581,11.711,10.8955,89.8445,119.57,1.62597,-50.3155 
