cyc,sweep,VVA,ODT1,ODT2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,45.9,3,0.3,6,10,11972.5,0.331452,17.0429,13.0538,97.4382,-0.302449,12.3873,126.373,-0.659078,0.996397,1.56875,-0.923582,1.9565,-165.974,843.074,32.1964,9567.51,7364.22,0.386013,2.04149,3.65893,0.12151,3.00159,0.602702,1075.87,49.4404,9800.3,0.110913,0.925566,0.00920746,9700.13,3835.49,1856.32,91022,0.00210104,0.0960714,10.4669,9.0404,97.5167,70.7665,0.74068,12.7388,11.9228,97.1281,121.624,0.388611,-50.8578 
11,45.9,0,0.3,6,11,12531.7,0.281731,18.5476,12.9536,97.2915,-0.0832117,-520.313,498.965,3.51643,3.18213,2.13631,-0.0648961,0.64833,-162.037,-7.39077,26.586,11051.1,9230.66,4.53674,4.20243,4.17692,0.955405,1.66863,0.731217,219.881,43.421,11278.3,0.0216743,0.743174,0.00704206,10144.8,4964.02,738.048,121843,0.00184923,0.0117077,-7.54999,6.63017,121.631,53.9389,0.857356,12.5784,12.1351,97.0276,121.465,24.6038,-67.5263 
12,46.05,3,0.3,6,12,11840.7,0.0163961,17.0343,13.4198,97.2617,0.00370753,-51.6144,500,3.79432,0.999134,1.89427,-0.908328,2.16989,-181.157,999.47,39.6267,9215.92,7447.78,4.93501,2.13983,4.17566,0.232368,3.31059,0.717736,1253.56,58.4482,9470.01,0.130754,0.92456,0.0112415,9587.17,3529.08,2175.79,82848.6,0.00215949,0.107355,10.5649,9.78481,97.565,69.6758,0.701017,12.845,12.0133,96.9465,120.83,0.618526,-51.1539 
13,46.05,0,0.3,6,13,10763.5,0.294276,16.1334,12.4232,97.5397,-0.293626,-30.4212,105.089,3.04407,2.42463,3.16601,2.5607,0.544877,-160.924,21.4697,33.0134,9270.74,6815.36,4.05737,3.43793,5.1926,3.57399,1.55817,0.708609,247.182,49.7328,9496.45,0.0287285,0.739591,0.0095549,8604.06,3910.54,814.02,94046.1,0.00185204,0.0117245,7.50077,4.65167,99.4753,67.1178,0.789411,12.1009,11.4474,97.2578,120.462,2.21751,-53.3439 
14,45.9,3,0.3,6,14,13156.2,-0.00257979,18.72,13.8999,97.1558,-0.00950403,14.1382,2.49492e-13,2.74784,-0.136658,4.48427,3.22387,1.47871,-187.164,921.962,36.0977,10712.5,8474.97,3.92636,1.04186,6.84131,4.40239,2.65723,0.637434,1184.48,55.5433,10975,0.109244,0.924161,0.00923661,10842.4,4460.09,1799.99,107398,0.00199909,0.0918391,11.6538,9.15503,97.6377,70.568,0.774769,13.3015,12.3732,96.7842,121.955,0.853433,-51.3872 
15,45.9,0,0.3,6,15,11236,0.213488,16.9697,12.9003,97.6899,-0.136759,-48.8844,496.441,-0.372187,1.29016,2.97113,-0.964752,-0.879156,-113.186,41.3995,38.8326,10022.2,7344.04,0.340514,2.00286,4.39653,-0.252051,-0.166455,0.3045,200.154,50.5922,10181,0.0218522,0.693317,0.0090709,9159.43,4403.65,765.714,107553,0.00161778,0.0248363,-3.08411,8.22599,121.32,58.5725,0.842071,12.2379,11.4226,97.3113,121.197,24.0086,-62.6241 
16,46.05,3,0.3,6,16,11048.2,0.279453,15.3526,13.5673,97.4644,-0.483752,71.5029,1.94752,4.30389,3.19815,-1.18634,0.983263,-2.47468,-234.623,977.921,36.3117,8718.6,7906.64,5.78125,4.67551,1.76838,2.46062,-0.997317,0.870812,1307,60.6882,9047.69,0.141008,0.924849,0.0122053,9268.97,3122.28,2038.91,72540.1,0.00184273,0.098533,11.6023,9.53906,98.0246,70.2437,0.647703,13.0912,12.0818,97.1597,120.879,0.864893,-50.6355 
18,45.9,3,0.3,6,18,13985.1,0.0106756,19.9963,14.2776,97.0335,-0.00853239,22.5588,500,-0.264248,0.632412,1.72742,1.13523,2.71007,-163.253,911.012,36.0921,11788.2,9300.24,0.763712,1.66037,3.78334,2.16319,3.73803,0.68755,1139.99,53.0534,12017.2,0.0973091,0.924691,0.00806689,11715.1,5032.33,1724.38,122638,0.00165217,0.0860282,12.179,9.4902,97.8199,69.6677,0.799239,13.7201,12.9201,96.7819,120.749,1.03807,-51.0814 
19,45.9,0,0.3,6,19,11531.5,0.188019,17.2594,13.2774,96.9473,0.150613,89.6747,320.781,3.24287,1.1651,0.475581,0.86135,-0.162745,-119.637,-28.1213,19.9958,10315.5,7899.57,3.9962,1.91843,1.98223,1.61468,0.59058,0.803781,139.682,32.4256,10483.3,0.0149153,0.711114,0.00566546,9365.03,4444.52,739.561,108544,0.00154234,0.00528656,8.27123,6.60129,96.0457,67.2678,0.816481,12.8044,11.7247,96.5802,120.67,-0.534556,-53.4024 
20,46.05,3,0.3,6,20,12329.1,0.194865,17.8037,13.801,97.1383,-0.111291,-313.566,499.977,-0.245365,5.41968,1.84816,-0.43976,-0.794254,-118.174,819.671,28.339,10316.1,9134.65,0.498743,6.16379,3.33638,0.304349,-0.0501455,0.674599,985.422,40.6168,10481.8,0.0965206,0.932722,0.00708751,10209.4,4091.65,1627.17,98676.5,0.00157791,0.0853679,11.3916,9.07575,97.5138,69.2847,0.736183,13.5034,12.4122,96.8564,120.564,0.657371,-51.2793 
21,46.05,0,0.3,6,21,11470,0.0392173,17.3996,13.221,96.9489,0.0178513,-19.3104,0.0281639,2.74702,1.73501,-2.24199,0.694163,-0.357328,-146.834,-35.6228,37.7555,10331.1,7499.77,3.67159,2.65958,-0.392841,1.61874,0.567245,1.04835,170.326,53.0109,10537.1,0.0180374,0.647393,0.00918236,9442.94,4412.95,738.89,107860,0.00143415,0.0106677,7.1508,-3.23841,98.8625,67.67,0.808096,12.6656,12.0332,96.6638,120.086,2.19874,-52.4159 
22,45.9,3,0.3,6,22,11678.4,0.0409022,17.568,13.2852,97.3795,-0.0520617,8.53842,1.44817e-09,0.678471,-0.213637,-1.89533,2.62906,0.510655,-150.665,918.118,21.6773,9590.42,7612.2,1.62717,0.735062,0.00207316,3.57775,1.45935,0.99972,1129.44,37.3308,9801.74,0.115781,0.945321,0.00696695,9754.97,3853.72,1833.71,92000.1,0.00157828,0.0930875,11.14,9.44925,97.8151,69.7342,0.738207,12.8016,12.1094,96.9959,120.903,0.81911,-51.1687 
23,45.9,0,0.3,6,23,11291.2,0.227123,17.0113,12.9035,97.3907,0.192672,-176.596,31.1521,2.71956,-0.493531,-0.782661,1.38831,-0.67754,-126.075,-10.2025,10.6503,10034.5,8253.25,3.51342,0.300327,0.805055,2.18217,0.116318,0.883617,166.629,23.749,10211.3,0.0182057,0.800371,0.00426599,9152.61,4275.94,795.385,103889,0.00724272,-0.00857929,337.801,106.163,135,40,0.80007,12.5051,11.8824,96.9542,121.106,38.0458,-81.1061 
24,46.05,3,0.3,6,24,12068.3,0.122864,17.922,13.6435,97.3196,-0.0192948,-109.032,497.78,0.0938103,1.79834,1.06539,1.19136,-3.2488,-138.022,961.609,28.7817,10042.1,8028.38,0.962899,2.66742,2.80357,2.06045,-2.37971,0.541498,1155.2,43.1217,10235.7,0.113672,0.938681,0.00770081,10162.6,3872.66,1982.73,92393.9,0.00128329,0.0937749,11.7726,10.435,97.9786,69.214,0.702878,13.4337,12.8172,96.8681,119.839,1.11048,-50.6254 
25,46.05,0,0.3,6,25,10437.7,0.240158,16.0207,12.4519,97.1996,2.76347,-3974.2,11.9962,0.680626,-0.475318,5.62278,1.93495,-1.69011,-154.12,30.5836,27.4631,9149.75,364013,1.65108,0.495135,7.56369,2.9054,-0.719654,0.364163,246.752,43.4756,9365.92,0.0290681,0.76433,0.00847836,8488.76,3803.58,777.637,91589.6,0.00164554,0.0105534,5.01394,6.47427,102.309,68.3891,0.780605,12.0401,11.4785,96.8999,120.197,5.4087,-51.8076 
26,45.9,3,0.3,6,26,12075.6,0.224615,17.6399,13.4257,97.0616,-1.84364,3820.82,0.395712,2.36591,3.43556,6.74308,3.4485,-2.29845,-172.242,949.622,29.6909,9994.88,237022,3.45047,4.52012,8.9122,4.53306,-1.21389,0.558845,1191.21,47.5861,10236.5,0.116793,0.934659,0.00849066,10199.3,3969.73,1871.13,95040.1,0.00153674,0.0931917,11.3264,9.70189,97.7564,69.7372,0.733356,13.1014,12.4231,96.7887,120.829,0.96772,-51.0914 
27,45.9,0,0.3,6,27,11761.7,0.111919,17.7393,13.1758,96.948,-0.0252675,82.8905,0.00301332,-0.661896,1.20097,1.17725,-1.26537,-3.21512,-146.37,-18.0314,21.9113,10518.4,7676.83,0.259756,2.12262,3.02056,-0.343723,-2.29347,-0.092133,187.267,37.1186,10723.7,0.019458,0.742461,0.00633577,9624.15,4501.21,737.745,110019,0.0014245,0.0156614,9.13054,7.55724,117.891,55.0187,0.806356,12.8372,12.1738,96.6901,120.798,21.201,-65.7793 
28,46.05,3,0.3,6,28,10616.4,0.231345,15.4998,13.1853,97.1442,-19.9202,26027.8,150.498,1.86991,-1.92721,-1.16337,-1.11579,0.67158,-147.571,1003.25,20.3081,8492.72,1.68849e+07,2.79913,-0.997997,0.695058,-0.186574,1.6008,0.822254,1210.23,35.6402,8699.7,0.136503,0.95099,0.00749006,8865.97,3075.45,2131.86,71296.5,0.00150444,0.101965,11.966,9.29611,97.9325,70.2453,0.648215,12.9139,12.0371,96.6896,120.835,1.24294,-50.5897 
29,46.05,0,0.3,6,29,12583.7,0.109077,18.8006,13.4344,97.2056,-0.372953,-267.514,1.7153e-06,2.57784,2.16707,0.27257,2.75932,2.43898,-116.993,-75.2648,19.2924,11357.6,11470,3.31451,2.90374,1.74592,3.49599,3.17566,0.880709,88.8291,31.4476,11521.7,0.00868495,0.617459,0.00500272,10227.9,5129.92,733.732,126300,0.00159189,0.0736229,9.99274,-0.031618,107.744,62.532,0.862058,12.9986,12.0626,96.9167,119.335,10.8272,-56.8029 
30,45.9,3,0.3,6,30,11424.4,-0.00482702,16.6257,13.8147,97.1025,0.0142147,-14.6036,2.29045e-11,4.22105,2.515,-3.16165,0.638467,0.263171,-151.748,817.962,14.9967,9381.14,7483.59,5.17657,3.47052,-1.25061,1.59399,1.21869,1.1225,1030.8,30.7627,9593.99,0.108809,0.950366,0.00587195,9473.51,3553.55,1695.9,84366.3,0.0015182,0.084811,12.4014,9.1012,97.908,69.0829,0.690315,13.2903,12.2372,96.7957,120.578,1.11224,-51.495 
31,45.9,0,0.3,6,31,10602.7,0.232772,16.1026,12.6632,97.089,-0.255777,137.613,53.5189,0.0120883,2.34632,-2.92479,0.265201,0.724665,-163.377,17.3695,-1.33733,9378.6,7783.78,1.04083,3.37506,-0.867309,1.29394,1.75341,1.13149,246.522,15.6369,9607.75,0.0283315,0.900088,0.00298912,8701.34,3905.85,767.737,94305.5,0.00154259,0.0218509,9.64155,1.66261,96.0892,69.4849,0.779451,12.3211,11.5717,96.7809,120.687,-0.691671,-51.2019 
32,46.05,3,0.3,6,32,11257.5,0.182923,16.486,13.5742,97.0686,-0.184321,164.217,4.83211,3.45771,1.46091,1.86798,-1.73564,0.546659,-148.889,938.133,28.587,9207.87,8270.3,4.39522,2.39842,3.743,-0.798125,1.48417,0.666479,1146.96,44.0559,9416.7,0.121582,0.937015,0.00854463,9433.66,3358.12,1911.35,79192.4,0.00132738,0.0920522,12.2003,9.92203,98.0691,70.2903,0.656374,13.303,12.7049,96.6603,121.512,1.40881,-51.2214 
33,46.05,0,0.3,6,33,11647.7,0.0294335,17.9577,12.9299,96.9616,-0.016241,43.6427,1.77641,0.31591,-0.520025,6.48997,-0.446947,-0.807839,-181.616,-65.4036,15.592,10426.3,7581.66,1.4595,0.623561,8.77715,0.69664,0.335748,0.261965,189.33,34.4611,10681.1,0.0197452,0.758421,0.0059082,9588.68,4660.65,766.957,113668,0.00153237,0.0096263,7.3077,3.3323,96.6655,63.6972,0.842945,12.5213,11.7647,96.7701,119.873,-0.104674,-56.1762 
34,45.9,3,0.3,6,34,12036.7,-0.00724912,17.7111,13.727,96.8007,-0.00765757,7.51436,1.25438e-11,2.91727,-0.974949,2.82704,-0.999729,-0.48429,-141.559,912.032,20.3917,9926.29,7916.24,3.80862,-0.0835921,4.60975,-0.108372,0.407067,0.466061,1110.58,35.0991,10124.8,0.110832,0.947591,0.00634538,10020.4,3935.17,1796.56,94175.3,0.0016061,0.0914774,11.588,9.32058,97.0863,68.6049,0.731043,13.1998,12.2714,96.4501,119.326,0.636201,-50.721 
35,45.9,0,0.3,6,35,12178.8,0.193877,18.4076,13.1769,97.3147,-0.277046,-54.2477,388.783,3.65178,1.48587,1.94798,0.118761,-2.18708,-116.577,-34.5739,3.22562,11064.2,8385.23,4.38583,2.21993,3.41609,0.852816,-1.45303,0.637421,128.937,15.3375,11227.7,0.0128817,0.827699,0.00251008,10009.3,4851.24,753.457,119129,0.00126444,0.0143742,8.26039,7.26978,121.767,55.3184,0.826053,12.9603,12.4474,97.074,120.848,24.693,-65.5297 
